-599.302 -1.668773	-597.697 -2.70208	-597.6318 -2.733747	-597.5562 -2.740647	-597.4575 -2.745716	-597.347 -2.755038	-597.1922 -2.753891	-597.1038 -2.751792	-597.0285 -2.752232	-596.9406 -2.754164	-596.8396 -2.763658	-596.709 -2.754926	-596.6373 -2.753514	-596.4702 -2.755124	-596.4388 -2.754318	-596.3209 -2.752918	-596.1842 -2.752868	-596.111 -2.748586	-596.0531 -2.749625	-595.9478 -2.75149	-595.7993 -2.762619	-595.7341 -2.751544	-595.5974 -2.750754	-595.5236 -2.751607	-595.3984 -2.750946	-595.2922 -2.758003	-595.2355 -2.755932	-595.1288 -2.761164	-595.0144 -2.758979	-594.8995 -2.768194	-594.7795 -2.785868	-594.6974 -2.776126	-594.6448 -2.786441	-594.5128 -2.785456	-594.3787 -2.798223	-594.3037 -2.804251	-594.2456 -2.809531	-594.1079 -2.816358	-594.0088 -2.826345	-593.9191 -2.834009	-593.8232 -2.852474	-593.7255 -2.852643	-593.6129 -2.853461	-593.4812 -2.860819	-593.4299 -2.868042
-599.0765 -1.660275	-598.2541 -2.680793	-598.2527 -2.713531	-598.2154 -2.722451	-598.1823 -2.728219	-598.0986 -2.738377	-598.0082 -2.736019	-597.9561 -2.735813	-597.9006 -2.736801	-597.8848 -2.741683	-597.8589 -2.758633	-597.7186 -2.751401	-597.6116 -2.749557	-597.4753 -2.752877	-597.4557 -2.751802	-597.3021 -2.750659	-597.1906 -2.750166	-597.1356 -2.744496	-597.0464 -2.744623	-596.9272 -2.748742	-596.8032 -2.759815	-596.7192 -2.74675	-596.6196 -2.745824	-596.5248 -2.747154	-596.3936 -2.748204	-596.293 -2.754182	-596.2109 -2.751901	-596.1253 -2.757541	-596.0134 -2.754517	-595.8978 -2.766356	-595.7828 -2.781749	-595.6826 -2.771968	-595.6439 -2.783531	-595.4954 -2.780261	-595.3635 -2.795889	-595.3046 -2.800077	-595.2225 -2.803974	-595.1141 -2.811865	-594.998 -2.821706	-594.9162 -2.830386	-594.8052 -2.848839	-594.7318 -2.848907	-594.614 -2.849155	-594.4703 -2.854885	-594.4399 -2.864213
-598.5859 -1.647304	-598.3107 -2.653374	-598.3532 -2.68523	-598.3722 -2.698679	-598.3837 -2.703576	-598.341 -2.713876	-598.3355 -2.712591	-598.3236 -2.711661	-598.3209 -2.715348	-598.3269 -2.720968	-598.3636 -2.733364	-598.2911 -2.73134	-598.1957 -2.728961	-598.1395 -2.734305	-598.1621 -2.735444	-598.0704 -2.732775	-598.0182 -2.734905	-597.9752 -2.728484	-597.9717 -2.730042	-597.8903 -2.736701	-597.8157 -2.756472	-597.7223 -2.744989	-597.6044 -2.741142	-597.5378 -2.742685	-597.4038 -2.746099	-597.2916 -2.75058	-597.2095 -2.74916	-597.1386 -2.753159	-597.022 -2.75075	-596.9013 -2.76415	-596.7979 -2.778172	-596.6863 -2.768497	-596.6314 -2.779704	-596.5126 -2.776664	-596.3942 -2.793362	-596.2942 -2.795237	-596.206 -2.799709	-596.0972 -2.805978	-596.0009 -2.819121	-595.9271 -2.827274	-595.7986 -2.844838	-595.7406 -2.844389	-595.6074 -2.843315	-595.4393 -2.848553	-595.4468 -2.860118
-597.8529 -1.631687	-597.8927 -2.621269	-597.9414 -2.651973	-598.0032 -2.668578	-598.0643 -2.673182	-598.0884 -2.68334	-598.1749 -2.683495	-598.1658 -2.681283	-598.2304 -2.688339	-598.2964 -2.692984	-598.3679 -2.704238	-598.35 -2.705294	-598.2964 -2.702669	-598.3049 -2.709659	-598.3528 -2.710691	-598.3287 -2.708515	-598.3504 -2.712123	-598.3202 -2.706188	-598.3849 -2.708947	-598.3497 -2.715138	-598.3408 -2.732406	-598.2777 -2.724209	-598.2112 -2.721576	-598.1977 -2.724201	-598.1543 -2.728447	-598.0759 -2.732489	-598.0239 -2.73273	-598.0138 -2.737945	-597.9238 -2.737874	-597.8806 -2.752419	-597.8155 -2.775071	-597.6807 -2.765034	-597.6149 -2.773863	-597.5206 -2.774179	-597.4193 -2.790593	-597.3036 -2.791674	-597.2119 -2.796597	-597.1066 -2.801193	-596.9936 -2.816398	-596.9033 -2.82402	-596.8127 -2.841211	-596.7458 -2.841004	-596.5939 -2.837579	-596.4269 -2.844997	-596.4389 -2.856028
-596.8615 -1.612955	-596.9628 -2.582692	-597.0656 -2.615466	-597.1614 -2.633698	-597.2688 -2.637019	-597.358 -2.646648	-597.482 -2.648339	-597.5031 -2.646108	-597.6365 -2.656748	-597.7416 -2.659683	-597.8859 -2.668967	-597.9174 -2.672225	-597.9193 -2.671835	-597.9753 -2.679766	-598.0771 -2.680345	-598.0984 -2.678228	-598.1742 -2.68244	-598.2081 -2.676965	-598.2928 -2.68261	-598.3202 -2.687828	-598.3445 -2.702817	-598.319 -2.69766	-598.3557 -2.694604	-598.3736 -2.700999	-598.3671 -2.703453	-598.3361 -2.707879	-598.3349 -2.709116	-598.3623 -2.713916	-598.3415 -2.717142	-598.3511 -2.730417	-598.328 -2.751603	-598.2762 -2.74441	-598.2316 -2.753094	-598.1615 -2.75651	-598.1458 -2.772569	-598.076 -2.773919	-598.0393 -2.779446	-597.9714 -2.785073	-597.9006 -2.802866	-597.8676 -2.812178	-597.8118 -2.837903	-597.7348 -2.836415	-597.6224 -2.832675	-597.4443 -2.842308	-597.4454 -2.851763
-595.8608 -1.599671	-595.9559 -2.556172	-596.0491 -2.591194	-596.1586 -2.609135	-596.2653 -2.610607	-596.3619 -2.618956	-596.4941 -2.620733	-596.5127 -2.619843	-596.6627 -2.630885	-596.7405 -2.630687	-596.8915 -2.630774	-596.9735 -2.633806	-597.0293 -2.636692	-597.153 -2.644433	-597.2815 -2.643722	-597.3806 -2.642711	-597.4867 -2.648266	-597.5713 -2.643605	-597.7011 -2.650872	-597.7786 -2.654428	-597.8647 -2.667114	-597.888 -2.665976	-597.96 -2.66312	-598.0392 -2.671977	-598.085 -2.671961	-598.091 -2.677476	-598.1494 -2.679074	-598.2277 -2.684799	-598.2444 -2.690818	-598.3319 -2.70253	-598.3548 -2.722075	-598.3474 -2.716466	-598.3509 -2.726973	-598.3399 -2.732475	-598.3788 -2.748393	-598.3524 -2.74957	-598.3682 -2.755123	-598.3334 -2.7629	-598.3101 -2.781127	-598.3413 -2.790819	-598.3389 -2.813693	-598.3038 -2.8148	-598.2429 -2.813571	-598.0861 -2.82412	-598.1355 -2.831536
-594.8773 -1.586945	-594.9432 -2.532348	-595.0517 -2.56988	-595.1732 -2.585669	-595.2567 -2.587354	-595.3476 -2.594594	-595.4932 -2.595665	-595.5016 -2.598008	-595.6555 -2.607064	-595.7413 -2.605036	-595.9073 -2.606893	-595.9692 -2.607638	-596.0479 -2.613239	-596.1607 -2.620178	-596.2808 -2.617101	-596.3842 -2.616415	-596.484 -2.620425	-596.5638 -2.617785	-596.7117 -2.623973	-596.7597 -2.625363	-596.8671 -2.626703	-596.9348 -2.626278	-597.0778 -2.627543	-597.1555 -2.637184	-597.2924 -2.635879	-597.3658 -2.641783	-597.4587 -2.642859	-597.5985 -2.652787	-597.6462 -2.658254	-597.7862 -2.669477	-597.8608 -2.686721	-597.9186 -2.683483	-597.9767 -2.696522	-597.9856 -2.702624	-598.0725 -2.717865	-598.1159 -2.719384	-598.1743 -2.724636	-598.1887 -2.736334	-598.2169 -2.752507	-598.3141 -2.762822	-598.3438 -2.783278	-598.3608 -2.788807	-598.3593 -2.789772	-598.29 -2.799064	-598.3495 -2.806484
-593.8851 -1.573642	-593.9515 -2.51024	-594.0571 -2.549048	-594.1987 -2.562854	-594.2729 -2.564867	-594.361 -2.571473	-594.4913 -2.57283	-594.5058 -2.577186	-594.6769 -2.584698	-594.7212 -2.58118	-594.9034 -2.584121	-594.9718 -2.583359	-595.0641 -2.591141	-595.1492 -2.596794	-595.2845 -2.593558	-595.3843 -2.591182	-595.5007 -2.59722	-595.5837 -2.594414	-595.7039 -2.600942	-595.7494 -2.599307	-595.876 -2.601673	-595.9448 -2.601832	-596.0845 -2.603644	-596.1495 -2.612638	-596.2562 -2.609977	-596.3704 -2.61598	-596.4436 -2.616575	-596.5978 -2.626658	-596.6808 -2.631326	-596.7974 -2.639834	-596.8561 -2.646185	-596.9722 -2.646816	-597.1092 -2.661355	-597.1405 -2.666875	-597.2766 -2.681938	-597.3652 -2.683492	-597.4708 -2.689772	-597.5356 -2.703526	-597.6526 -2.719286	-597.8101 -2.729032	-597.8608 -2.747802	-597.9071 -2.756429	-597.9793 -2.760513	-597.9744 -2.76722	-598.0609 -2.775118
-592.8714 -1.560087	-592.9415 -2.489985	-593.0726 -2.527865	-593.1903 -2.540093	-593.2803 -2.543696	-593.3605 -2.548959	-593.4764 -2.551895	-593.54 -2.556171	-593.6868 -2.563076	-593.7182 -2.558235	-593.889 -2.562131	-593.9689 -2.562239	-594.0479 -2.569005	-594.1609 -2.573119	-594.2733 -2.571305	-594.3748 -2.568682	-594.4969 -2.574897	-594.5808 -2.572995	-594.7068 -2.578238	-594.7421 -2.575236	-594.8749 -2.577924	-594.9554 -2.579424	-595.08 -2.582575	-595.1343 -2.588519	-595.2665 -2.58619	-595.3776 -2.591135	-595.4457 -2.594166	-595.6133 -2.602475	-595.6696 -2.607673	-595.8015 -2.61447	-595.8553 -2.621285	-595.9728 -2.623119	-596.0956 -2.637195	-596.1541 -2.641417	-596.271 -2.65585	-596.3584 -2.656023	-596.4556 -2.664453	-596.5295 -2.677749	-596.672 -2.692038	-596.7997 -2.699626	-596.8638 -2.707595	-596.9387 -2.720104	-597.0618 -2.725561	-597.1495 -2.730844	-597.2596 -2.738014
-591.8616 -1.547658	-591.9427 -2.471617	-592.0743 -2.507053	-592.1887 -2.517494	-592.2576 -2.52246	-592.353 -2.52812	-592.4645 -2.532228	-592.535 -2.534693	-592.6826 -2.541436	-592.7321 -2.536129	-592.8822 -2.540522	-592.9811 -2.543171	-593.075 -2.546999	-593.1509 -2.550321	-593.2678 -2.548832	-593.3516 -2.547585	-593.5006 -2.554595	-593.5878 -2.551996	-593.7048 -2.55691	-593.7661 -2.552582	-593.8675 -2.555794	-593.9506 -2.557382	-594.083 -2.560705	-594.1243 -2.566473	-594.2923 -2.563808	-594.3836 -2.567701	-594.4506 -2.573179	-594.6036 -2.580992	-594.6888 -2.584597	-594.8 -2.590841	-594.844 -2.597865	-594.9716 -2.60211	-595.0931 -2.614681	-595.1542 -2.618164	-595.2769 -2.631664	-595.3323 -2.631476	-595.4426 -2.64277	-595.5409 -2.653816	-595.673 -2.667484	-595.7771 -2.675081	-595.8743 -2.682964	-595.9305 -2.696711	-596.0664 -2.701089	-596.1736 -2.705734	-596.2515 -2.713339
-590.8548 -1.537912	-590.9434 -2.45277	-591.0934 -2.487057	-591.1631 -2.496193	-591.2684 -2.500884	-591.3611 -2.50797	-591.4644 -2.513243	-591.535 -2.514504	-591.6776 -2.520618	-591.7396 -2.515175	-591.849 -2.519038	-591.9545 -2.523792	-592.0759 -2.525151	-592.1265 -2.528439	-592.2697 -2.526242	-592.3346 -2.527176	-592.4888 -2.532761	-592.6077 -2.530639	-592.6805 -2.535882	-592.7712 -2.530907	-592.8542 -2.534993	-592.9561 -2.537853	-593.0737 -2.539045	-593.1504 -2.544941	-593.2756 -2.540871	-593.3884 -2.546597	-593.4705 -2.553286	-593.5886 -2.557179	-593.6868 -2.563394	-593.7871 -2.568105	-593.8259 -2.576187	-593.9692 -2.581643	-594.11 -2.592914	-594.1656 -2.59559	-594.2549 -2.608994	-594.3395 -2.609905	-594.4541 -2.62139	-594.5507 -2.630615	-594.6989 -2.644527	-594.7547 -2.651756	-594.8905 -2.660681	-594.9211 -2.674514	-595.0695 -2.677407	-595.1614 -2.682673	-595.2512 -2.688883
-589.8533 -1.529005	-589.9398 -2.433208	-590.1102 -2.466858	-590.1663 -2.475596	-590.2702 -2.479564	-590.3574 -2.488069	-590.4413 -2.49339	-590.5609 -2.494717	-590.6804 -2.499765	-590.7737 -2.49602	-590.8526 -2.499369	-590.955 -2.504863	-591.0759 -2.504066	-591.1444 -2.508268	-591.2509 -2.505009	-591.3329 -2.508582	-591.4632 -2.512347	-591.5847 -2.509899	-591.6664 -2.514297	-591.7683 -2.510992	-591.8403 -2.514413	-591.9569 -2.51713	-592.0649 -2.517202	-592.1423 -2.524152	-592.2814 -2.518337	-592.3687 -2.526193	-592.4644 -2.532105	-592.5827 -2.533951	-592.6731 -2.541521	-592.7584 -2.546644	-592.8571 -2.555875	-592.9903 -2.56153	-593.0856 -2.570462	-593.1802 -2.57491	-593.252 -2.587098	-593.3474 -2.590071	-593.4487 -2.600887	-593.5491 -2.608828	-593.6907 -2.62295	-593.744 -2.629601	-593.8954 -2.639703	-593.9338 -2.65354	-594.0715 -2.655219	-594.1516 -2.661032	-594.2858 -2.666455
-588.8649 -1.520343	-588.939 -2.414394	-589.0933 -2.446891	-589.1719 -2.455405	-589.2451 -2.459934	-589.3483 -2.467816	-589.4476 -2.47312	-589.5488 -2.475494	-589.6594 -2.479491	-589.7983 -2.476226	-589.853 -2.479379	-589.9656 -2.485197	-590.0902 -2.48334	-590.1505 -2.48837	-590.2452 -2.484376	-590.3391 -2.489833	-590.4862 -2.49354	-590.561 -2.489161	-590.6357 -2.493039	-590.782 -2.491222	-590.8486 -2.496014	-590.9623 -2.497473	-591.0359 -2.496144	-591.1571 -2.50385	-591.2609 -2.497976	-591.3694 -2.508091	-591.4695 -2.511693	-591.5662 -2.513364	-591.6932 -2.519509	-591.7285 -2.527531	-591.8645 -2.535748	-591.9685 -2.541066	-592.0791 -2.550365	-592.1785 -2.553232	-592.2333 -2.567244	-592.3332 -2.571025	-592.4434 -2.579551	-592.5624 -2.587241	-592.6879 -2.599544	-592.7336 -2.60855	-592.8981 -2.619655	-592.9719 -2.632139	-593.0579 -2.633626	-593.153 -2.639114	-593.2894 -2.645653
-587.8799 -1.511668	-587.9696 -2.395266	-588.1147 -2.427366	-588.1905 -2.437284	-588.2523 -2.442736	-588.358 -2.450716	-588.4578 -2.455123	-588.5552 -2.456787	-588.6536 -2.460328	-588.8136 -2.458366	-588.8574 -2.461633	-588.9694 -2.465476	-589.0624 -2.463538	-589.1648 -2.467885	-589.2435 -2.466615	-589.3489 -2.470793	-589.4756 -2.473547	-589.5615 -2.468704	-589.6436 -2.47299	-589.7737 -2.472447	-589.8636 -2.477881	-589.9587 -2.477869	-590.0409 -2.476906	-590.1732 -2.482172	-590.2471 -2.479561	-590.3625 -2.490118	-590.4728 -2.49235	-590.5691 -2.491879	-590.6921 -2.49853	-590.7195 -2.508853	-590.8676 -2.517133	-590.9601 -2.520985	-591.0779 -2.530159	-591.1733 -2.531837	-591.2243 -2.548171	-591.314 -2.552175	-591.4472 -2.558722	-591.5568 -2.566403	-591.6952 -2.57999	-591.7308 -2.58868	-591.8951 -2.600068	-591.9757 -2.610899	-592.0409 -2.611902	-592.1318 -2.616602	-592.3033 -2.624787
-586.8812 -1.501568	-587.018 -2.376803	-587.1173 -2.408265	-587.1953 -2.418714	-587.2614 -2.426076	-587.3488 -2.431765	-587.4775 -2.436463	-587.5806 -2.436913	-587.6685 -2.441891	-587.8342 -2.44129	-587.8792 -2.444529	-587.9892 -2.447677	-588.0832 -2.444783	-588.1947 -2.448848	-588.2444 -2.45103	-588.3495 -2.452459	-588.49 -2.455979	-588.5599 -2.450169	-588.6526 -2.454201	-588.7654 -2.454652	-588.877 -2.459033	-588.953 -2.458256	-589.0508 -2.458419	-589.1836 -2.463202	-589.266 -2.462378	-589.3686 -2.471032	-589.4734 -2.473824	-589.5623 -2.47252	-589.6973 -2.478626	-589.7386 -2.491073	-589.8809 -2.498152	-589.9661 -2.501665	-590.0564 -2.510188	-590.1793 -2.509309	-590.2451 -2.529212	-590.3257 -2.532465	-590.458 -2.539819	-590.5597 -2.546021	-590.683 -2.560227	-590.7578 -2.569691	-590.8777 -2.580583	-590.9678 -2.590448	-591.0067 -2.59127	-591.1178 -2.595276	-591.2899 -2.605168
-585.8835 -1.491571	-586.0325 -2.358199	-586.1115 -2.38996	-586.1889 -2.400964	-586.2512 -2.409336	-586.3582 -2.415677	-586.5001 -2.418339	-586.5643 -2.417705	-586.6675 -2.424573	-586.834 -2.423236	-586.8965 -2.425994	-586.993 -2.429733	-587.0912 -2.426115	-587.2026 -2.430066	-587.2725 -2.434792	-587.364 -2.434103	-587.5001 -2.437215	-587.5818 -2.431279	-587.6683 -2.436235	-587.7777 -2.43697	-587.8735 -2.442318	-587.9806 -2.439212	-588.0966 -2.440339	-588.1837 -2.444659	-588.2806 -2.446094	-588.3756 -2.452814	-588.4923 -2.456208	-588.5664 -2.453178	-588.6969 -2.460994	-588.7275 -2.473772	-588.8558 -2.47855	-588.9766 -2.482002	-589.067 -2.490494	-589.1727 -2.489497	-589.2205 -2.510562	-589.324 -2.513266	-589.4836 -2.520263	-589.5603 -2.525839	-589.6926 -2.540496	-589.7568 -2.550709	-589.8616 -2.561232	-589.9805 -2.569093	-590.0106 -2.570717	-590.1263 -2.576057	-590.2589 -2.585804
-584.9037 -1.482154	-585.062 -2.33922	-585.1268 -2.372705	-585.1766 -2.384532	-585.2477 -2.391573	-585.3652 -2.399274	-585.5082 -2.400146	-585.5627 -2.399584	-585.6755 -2.408545	-585.8092 -2.406398	-585.9155 -2.40852	-585.9709 -2.411383	-586.0737 -2.408041	-586.1996 -2.412618	-586.2999 -2.41783	-586.3663 -2.415363	-586.4935 -2.417556	-586.5957 -2.413442	-586.6843 -2.41927	-586.7755 -2.41989	-586.8815 -2.423532	-586.9865 -2.419765	-587.1121 -2.422456	-587.1812 -2.427955	-587.2772 -2.428384	-587.3985 -2.434145	-587.5012 -2.437501	-587.5928 -2.434903	-587.6844 -2.444407	-587.7144 -2.455933	-587.8695 -2.459495	-587.9883 -2.462867	-588.0743 -2.470478	-588.1719 -2.473477	-588.2475 -2.492184	-588.348 -2.494685	-588.5081 -2.501925	-588.5536 -2.506849	-588.6836 -2.523848	-588.785 -2.532599	-588.8639 -2.540984	-588.9725 -2.549431	-589.0272 -2.55125	-589.1108 -2.557855	-589.2474 -2.567002
-583.897 -1.472329	-584.0413 -2.319926	-584.1237 -2.355892	-584.1833 -2.368043	-584.2731 -2.373825	-584.3807 -2.380771	-584.5168 -2.380325	-584.5762 -2.382203	-584.7004 -2.392142	-584.8007 -2.388325	-584.9385 -2.389816	-584.9648 -2.393533	-585.1028 -2.39014	-585.1844 -2.396686	-585.303 -2.400366	-585.3756 -2.397088	-585.4966 -2.397007	-585.6017 -2.395597	-585.6675 -2.402478	-585.7739 -2.401494	-585.8823 -2.403779	-585.9981 -2.401396	-586.1213 -2.403075	-586.1765 -2.411579	-586.2718 -2.40909	-586.3973 -2.416203	-586.5063 -2.418166	-586.6029 -2.416804	-586.7041 -2.427428	-586.7362 -2.437637	-586.8788 -2.439298	-587.0096 -2.444055	-587.0984 -2.452713	-587.1923 -2.455024	-587.2682 -2.473927	-587.3897 -2.476431	-587.5261 -2.482835	-587.5596 -2.488349	-587.6926 -2.506193	-587.804 -2.513411	-587.8768 -2.521891	-587.9817 -2.531264	-588.0481 -2.533248	-588.1268 -2.54129	-588.261 -2.549018
-582.9136 -1.461891	-583.0389 -2.301196	-583.1262 -2.339746	-583.1978 -2.352488	-583.2717 -2.356249	-583.411 -2.36375	-583.5157 -2.36303	-583.5551 -2.36605	-583.6984 -2.375339	-583.7737 -2.369809	-583.9385 -2.371043	-583.9894 -2.376237	-584.1017 -2.37336	-584.1903 -2.379987	-584.2854 -2.382482	-584.3812 -2.378886	-584.4943 -2.379054	-584.6155 -2.378176	-584.6759 -2.386079	-584.7953 -2.383281	-584.9004 -2.385393	-585.0251 -2.383941	-585.1235 -2.385763	-585.1803 -2.394474	-585.2696 -2.391816	-585.4003 -2.399479	-585.51 -2.399726	-585.6122 -2.399478	-585.7002 -2.410667	-585.7195 -2.418678	-585.8961 -2.419799	-586.0143 -2.42563	-586.091 -2.435388	-586.1734 -2.439096	-586.2709 -2.455281	-586.3744 -2.457782	-586.528 -2.462358	-586.5597 -2.471218	-586.6855 -2.487877	-586.8044 -2.493568	-586.9097 -2.502579	-587.0103 -2.5125	-587.081 -2.515993	-587.1525 -2.52446	-587.2883 -2.530133
-581.9203 -1.451469	-582.0397 -2.285125	-582.1419 -2.323738	-582.2183 -2.335567	-582.2969 -2.339532	-582.4182 -2.344862	-582.5199 -2.346205	-582.5601 -2.350221	-582.6964 -2.358371	-582.7736 -2.352112	-582.9447 -2.352983	-582.9851 -2.359329	-583.1044 -2.357336	-583.2038 -2.363374	-583.2819 -2.364902	-583.3911 -2.36121	-583.5107 -2.363239	-583.6097 -2.361687	-583.6697 -2.369574	-583.7975 -2.36516	-583.9197 -2.366514	-584.0131 -2.365417	-584.0936 -2.36728	-584.2159 -2.377517	-584.2642 -2.373958	-584.425 -2.382271	-584.4847 -2.382278	-584.6201 -2.383545	-584.7196 -2.393589	-584.7341 -2.399829	-584.9246 -2.401781	-584.9971 -2.408027	-585.0949 -2.419826	-585.1746 -2.422663	-585.3089 -2.43678	-585.3644 -2.439115	-585.5175 -2.444723	-585.5653 -2.45468	-585.6895 -2.470599	-585.7908 -2.475032	-585.9174 -2.483158	-585.9851 -2.495186	-586.093 -2.499077	-586.1489 -2.505899	-586.3082 -2.509467
-580.9016 -1.441582	-581.0283 -2.269392	-581.1342 -2.307344	-581.2323 -2.318048	-581.3344 -2.322876	-581.4302 -2.329019	-581.5339 -2.330514	-581.5682 -2.334609	-581.7119 -2.340884	-581.7933 -2.335552	-581.9421 -2.336195	-582.0251 -2.343187	-582.1404 -2.342733	-582.2144 -2.345812	-582.2738 -2.348314	-582.3761 -2.344605	-582.5248 -2.346505	-582.6057 -2.346045	-582.6872 -2.353256	-582.7947 -2.347234	-582.9141 -2.3487	-583.0308 -2.347929	-583.1121 -2.350468	-583.2206 -2.360147	-583.2763 -2.357065	-583.4188 -2.364594	-583.4786 -2.365618	-583.6177 -2.368378	-583.7474 -2.375789	-583.7821 -2.381719	-583.9349 -2.384098	-584.0316 -2.391122	-584.1137 -2.403459	-584.1814 -2.403152	-584.3186 -2.417967	-584.3728 -2.421251	-584.5149 -2.42823	-584.593 -2.438251	-584.6827 -2.45237	-584.796 -2.455845	-584.9215 -2.466169	-585.0142 -2.477866	-585.1046 -2.482481	-585.1668 -2.488812	-585.3352 -2.492308
-579.907 -1.432103	-580.0115 -2.254925	-580.137 -2.291038	-580.2256 -2.300185	-580.3289 -2.305882	-580.428 -2.312373	-580.5167 -2.314816	-580.5807 -2.318526	-580.6957 -2.323756	-580.782 -2.318874	-580.9205 -2.319874	-581.0547 -2.328435	-581.1253 -2.327169	-581.2175 -2.329031	-581.2869 -2.330893	-581.3663 -2.328312	-581.537 -2.330977	-581.6107 -2.33084	-581.6876 -2.336358	-581.8029 -2.330585	-581.9 -2.332663	-582.0511 -2.332213	-582.1118 -2.334744	-582.2218 -2.343476	-582.2911 -2.340617	-582.4366 -2.346272	-582.4689 -2.350362	-582.6231 -2.352645	-582.7383 -2.359063	-582.7781 -2.364171	-582.9333 -2.367043	-583.0242 -2.375145	-583.079 -2.385778	-583.1877 -2.38842	-583.3036 -2.399559	-583.3715 -2.403344	-583.5197 -2.413194	-583.6138 -2.421484	-583.6577 -2.433909	-583.7872 -2.438044	-583.9146 -2.447318	-584.0238 -2.460383	-584.1158 -2.465706	-584.193 -2.471026	-584.3405 -2.473394
-578.895 -1.423829	-578.9758 -2.23969	-579.1308 -2.273975	-579.2104 -2.282417	-579.335 -2.289155	-579.408 -2.295662	-579.4976 -2.299118	-579.6018 -2.302225	-579.7239 -2.306245	-579.7778 -2.301777	-579.9034 -2.303663	-580.027 -2.311108	-580.1266 -2.311016	-580.2247 -2.312811	-580.3058 -2.312737	-580.3865 -2.313228	-580.5375 -2.315511	-580.6023 -2.31426	-580.6684 -2.318542	-580.7954 -2.312887	-580.9055 -2.316442	-581.043 -2.316209	-581.1197 -2.317985	-581.2292 -2.326636	-581.2825 -2.322603	-581.4188 -2.329073	-581.4633 -2.334891	-581.6279 -2.336003	-581.7442 -2.341486	-581.8126 -2.347543	-581.9144 -2.349673	-582.0037 -2.359342	-582.1021 -2.369359	-582.2019 -2.372498	-582.3067 -2.381824	-582.376 -2.386508	-582.5083 -2.399488	-582.6171 -2.404639	-582.6786 -2.416685	-582.7836 -2.420952	-582.9072 -2.429497	-583.0271 -2.444205	-583.1349 -2.448921	-583.1948 -2.453706	-583.3307 -2.455369
-577.9026 -1.416189	-577.9742 -2.224101	-578.1198 -2.256811	-578.187 -2.266377	-578.3249 -2.273055	-578.3867 -2.281571	-578.4991 -2.283789	-578.6107 -2.286195	-578.7021 -2.28908	-578.7587 -2.28405	-578.8889 -2.288322	-579.0386 -2.295954	-579.1047 -2.294175	-579.2031 -2.296352	-579.3004 -2.295595	-579.3812 -2.297816	-579.5101 -2.298986	-579.5792 -2.297044	-579.6711 -2.301352	-579.7963 -2.295532	-579.8822 -2.299743	-580.0394 -2.301915	-580.1233 -2.301901	-580.2143 -2.309797	-580.2835 -2.306263	-580.4296 -2.31252	-580.4869 -2.318909	-580.6003 -2.319604	-580.7204 -2.323504	-580.8275 -2.330336	-580.9076 -2.333038	-581.0234 -2.343568	-581.1133 -2.352395	-581.2168 -2.355503	-581.3101 -2.364958	-581.3931 -2.370972	-581.504 -2.38295	-581.6296 -2.386829	-581.6709 -2.399335	-581.8145 -2.405266	-581.907 -2.413503	-582.0509 -2.428565	-582.1224 -2.432096	-582.2008 -2.437263	-582.3273 -2.440089
-576.9314 -1.406933	-576.9709 -2.209398	-577.113 -2.239887	-577.1954 -2.249854	-577.3275 -2.258077	-577.4103 -2.266572	-577.4847 -2.268264	-577.6196 -2.27036	-577.701 -2.272606	-577.7501 -2.266692	-577.8823 -2.273753	-578.0121 -2.281196	-578.0936 -2.27648	-578.1949 -2.280666	-578.2993 -2.279707	-578.3793 -2.282444	-578.4963 -2.283701	-578.5954 -2.279952	-578.6469 -2.284841	-578.7974 -2.278631	-578.8795 -2.284382	-579.0095 -2.286643	-579.1208 -2.284649	-579.2122 -2.291972	-579.2776 -2.289508	-579.4191 -2.297318	-579.4922 -2.303257	-579.5839 -2.302134	-579.7043 -2.306304	-579.8166 -2.313009	-579.8849 -2.317405	-580.0045 -2.328068	-580.1068 -2.336387	-580.2078 -2.338385	-580.3012 -2.347889	-580.3838 -2.356069	-580.4944 -2.366948	-580.6185 -2.3692	-580.7092 -2.382219	-580.8366 -2.389111	-580.9208 -2.397301	-581.038 -2.412426	-581.1135 -2.414071	-581.1893 -2.419472	-581.3077 -2.421549
-575.9501 -1.398794	-575.9998 -2.193724	-576.1097 -2.223828	-576.1899 -2.233175	-576.3253 -2.243477	-576.399 -2.250953	-576.5143 -2.253167	-576.5981 -2.254235	-576.7057 -2.256708	-576.7668 -2.251295	-576.8825 -2.259711	-576.9846 -2.264137	-577.0894 -2.260544	-577.2231 -2.263776	-577.297 -2.26484	-577.3918 -2.267862	-577.5109 -2.269485	-577.583 -2.263625	-577.6545 -2.268348	-577.7853 -2.263054	-577.8903 -2.269303	-577.973 -2.270034	-578.1091 -2.269077	-578.2088 -2.275146	-578.2643 -2.274372	-578.4058 -2.283456	-578.4943 -2.287186	-578.572 -2.285568	-578.7155 -2.28888	-578.8026 -2.297172	-578.8729 -2.302567	-579.0095 -2.312667	-579.121 -2.320801	-579.2024 -2.320132	-579.3145 -2.331828	-579.3624 -2.341145	-579.4779 -2.350712	-579.592 -2.352966	-579.7183 -2.364572	-579.8444 -2.372271	-579.9287 -2.383484	-580.0293 -2.39523	-580.1237 -2.396698	-580.1694 -2.402799	-580.3049 -2.405384
