-599.302 -1.668773	-597.697 -2.70208	-597.6318 -2.733747	-597.5562 -2.740647	-597.4575 -2.745716	-597.347 -2.755038	-597.1922 -2.753891	-597.1038 -2.751792	-597.0285 -2.752232	-596.9406 -2.754164	-596.8396 -2.763658	-596.709 -2.754926	-596.6373 -2.753514	-596.4702 -2.755124	-596.4388 -2.754318	-596.3209 -2.752918	-596.1842 -2.752868	-596.111 -2.748586	-596.0531 -2.749625	-595.9478 -2.75149	-595.7993 -2.762619	-595.7341 -2.751544	-595.5974 -2.750754	-595.5236 -2.751607	-595.3984 -2.750946	-595.2922 -2.758003	-595.2355 -2.755932	-595.1288 -2.761164	-595.0144 -2.758979	-594.8995 -2.768194	-594.7795 -2.785868	-594.6974 -2.776126	-594.6448 -2.786441	-594.5128 -2.785456	-594.3787 -2.798223	-594.3037 -2.804251	-594.2456 -2.809531	-594.1079 -2.816358	-594.0088 -2.826345	-593.9191 -2.834009	-593.8232 -2.852474	-593.7255 -2.852643	-593.6129 -2.853461	-593.4812 -2.860819	-593.4299 -2.868042
-135.3386 4.551315	-135.4474 4.566566	-135.4806 4.588377	-135.5816 4.6019	-135.6859 4.608161	-135.8257 4.609043	-135.9165 4.617815	-135.9664 4.627834	-136.0702 4.629684	-136.1904 4.641684	-136.3362 4.643021	-136.4008 4.648059	-136.4885 4.660109	-136.5869 4.664915	-136.7078 4.6726	-136.7782 4.677753	-136.9341 4.680024	-136.9961 4.688274	-137.0948 4.697262	-137.2317 4.698326	-137.2928 4.699552	-137.3759 4.711004	-137.5084 4.712434	-137.5576 4.722053	-137.6814 4.723674	-137.8059 4.721735	-137.9006 4.721328	-138.0317 4.724253	-138.0984 4.729581	-138.177 4.723877	-138.3043 4.726911	-138.3884 4.72297	-138.5133 4.730691	-138.5967 4.733483	-138.6841 4.731149	-138.8106 4.721082	-138.9185 4.717764	-138.979 4.721098	-139.1279 4.722684	-139.25 4.727617	-139.2923 4.726544	-139.4248 4.722862	-139.5125 4.732525	-139.5882 4.740585	-139.7062 4.741472
-134.3618 4.525509	-134.451 4.541031	-134.4912 4.561284	-134.5806 4.576	-134.6738 4.579564	-134.8062 4.581605	-134.9215 4.591957	-134.9644 4.60331	-135.0767 4.603623	-135.2029 4.61621	-135.3334 4.617465	-135.4075 4.62281	-135.4764 4.635533	-135.5761 4.641493	-135.7228 4.647228	-135.789 4.652007	-135.941 4.65674	-135.9806 4.665109	-136.0808 4.671901	-136.2169 4.672975	-136.3037 4.676332	-136.372 4.687664	-136.5073 4.689266	-136.6081 4.695114	-136.7011 4.695531	-136.7959 4.694477	-136.9126 4.697922	-137.0134 4.699679	-137.0885 4.702159	-137.2082 4.694335	-137.3035 4.69749	-137.4025 4.694504	-137.5058 4.704733	-137.6097 4.703714	-137.7045 4.702144	-137.8187 4.694079	-137.9142 4.692176	-138.0235 4.698425	-138.1202 4.698403	-138.2198 4.70241	-138.3004 4.701213	-138.4207 4.698153	-138.4997 4.708864	-138.5807 4.715884	-138.7206 4.715878
-133.3521 4.505027	-133.4455 4.517165	-133.4873 4.537145	-133.5896 4.55287	-133.6944 4.555009	-133.7995 4.557936	-133.9273 4.570062	-133.9707 4.581041	-134.1116 4.57796	-134.2235 4.590018	-134.3292 4.58953	-134.4269 4.595832	-134.4824 4.610958	-134.5937 4.615389	-134.7348 4.621371	-134.7843 4.625453	-134.9474 4.631655	-134.9809 4.640948	-135.1008 4.644952	-135.1985 4.647812	-135.3082 4.652814	-135.3867 4.662591	-135.4836 4.667166	-135.6031 4.668313	-135.6825 4.669252	-135.7946 4.669242	-135.919 4.674413	-135.9952 4.675982	-136.096 4.675208	-136.229 4.669475	-136.315 4.672582	-136.3989 4.669855	-136.4934 4.679617	-136.62 4.6768	-136.722 4.674717	-136.8229 4.670742	-136.9344 4.669043	-137.0426 4.67495	-137.1041 4.672195	-137.1984 4.674562	-137.3246 4.672706	-137.4129 4.671825	-137.5071 4.681834	-137.6005 4.687018	-137.7027 4.688612
-132.339 4.483113	-132.4196 4.49478	-132.4818 4.513562	-132.5683 4.528009	-132.6761 4.531209	-132.7824 4.534814	-132.9135 4.548878	-132.9828 4.559823	-133.1292 4.553495	-133.2081 4.567211	-133.3264 4.568278	-133.4176 4.573204	-133.5043 4.588675	-133.6028 4.589881	-133.7434 4.598354	-133.8121 4.600863	-133.9412 4.609217	-133.9682 4.616794	-134.1123 4.619437	-134.2011 4.622415	-134.3183 4.627657	-134.3962 4.63602	-134.472 4.64247	-134.6135 4.641304	-134.674 4.641604	-134.8024 4.64275	-134.9245 4.650384	-134.9842 4.652332	-135.1042 4.648236	-135.2432 4.643738	-135.317 4.646687	-135.4012 4.645926	-135.5041 4.653207	-135.6203 4.650816	-135.7085 4.649341	-135.8049 4.64791	-135.9333 4.645648	-136.0439 4.650565	-136.1165 4.646771	-136.1892 4.650173	-136.3243 4.649714	-136.4245 4.650289	-136.4932 4.658943	-136.5997 4.660439	-136.7235 4.664086
-131.332 4.461726	-131.4093 4.472245	-131.4769 4.489461	-131.5693 4.504541	-131.6851 4.507432	-131.7787 4.510963	-131.8738 4.526546	-131.9722 4.535955	-132.0965 4.529896	-132.1871 4.544875	-132.3175 4.543158	-132.4164 4.551912	-132.4935 4.565421	-132.6099 4.564497	-132.7628 4.576247	-132.8195 4.577771	-132.9131 4.581844	-132.9695 4.591391	-133.1189 4.594949	-133.1852 4.59931	-133.3113 4.605649	-133.4165 4.615112	-133.4857 4.618298	-133.6074 4.617088	-133.6969 4.617029	-133.8206 4.618196	-133.9205 4.627754	-133.9733 4.628986	-134.1136 4.622633	-134.2443 4.618107	-134.3285 4.621245	-134.4041 4.62283	-134.4955 4.625973	-134.6201 4.623618	-134.7069 4.622946	-134.7841 4.623682	-134.9249 4.620131	-135.0307 4.623379	-135.1128 4.619384	-135.208 4.625311	-135.3115 4.626808	-135.4144 4.62758	-135.4684 4.634656	-135.5866 4.633968	-135.7289 4.639603
-130.3222 4.439507	-130.3977 4.449471	-130.4702 4.46527	-130.5527 4.48084	-130.6977 4.48483	-130.7803 4.489697	-130.8571 4.503184	-130.9735 4.510403	-131.1023 4.506896	-131.1734 4.521111	-131.3123 4.520428	-131.376 4.531326	-131.4933 4.541799	-131.6088 4.540824	-131.7402 4.552361	-131.7918 4.556929	-131.8811 4.558575	-131.9872 4.565407	-132.1369 4.571518	-132.1802 4.576372	-132.3032 4.581462	-132.4093 4.59039	-132.4911 4.593469	-132.5697 4.593474	-132.7177 4.594983	-132.7969 4.596643	-132.8851 4.603233	-132.9887 4.604547	-133.1281 4.598266	-133.2263 4.596305	-133.3157 4.600638	-133.4154 4.60238	-133.5122 4.60205	-133.6116 4.600346	-133.7211 4.598368	-133.7839 4.601503	-133.9298 4.597347	-134.0084 4.59691	-134.1154 4.592478	-134.1945 4.599566	-134.3058 4.601756	-134.4082 4.602294	-134.474 4.607534	-134.6127 4.606691	-134.7226 4.612356
-129.3194 4.414825	-129.4052 4.42528	-129.4922 4.440222	-129.5468 4.455477	-129.6848 4.462555	-129.7704 4.467243	-129.8702 4.478595	-129.9632 4.484016	-130.0952 4.483755	-130.1716 4.495705	-130.3133 4.498601	-130.3583 4.508327	-130.494 4.516584	-130.5872 4.515364	-130.7245 4.527782	-130.7973 4.536209	-130.8744 4.534448	-130.9818 4.540129	-131.1076 4.548127	-131.1954 4.551442	-131.2804 4.55748	-131.3933 4.56834	-131.4957 4.5675	-131.5642 4.570332	-131.7065 4.572843	-131.7745 4.575498	-131.8735 4.578547	-132.017 4.579412	-132.0993 4.575469	-132.2007 4.574773	-132.3035 4.577956	-132.4019 4.57997	-132.5378 4.577466	-132.6056 4.577608	-132.7017 4.575993	-132.7794 4.578963	-132.8883 4.571727	-132.9709 4.570698	-133.1204 4.568348	-133.1861 4.57509	-133.2884 4.579968	-133.4041 4.579495	-133.4755 4.584164	-133.6177 4.582763	-133.7335 4.58859
-128.3252 4.391662	-128.4126 4.401668	-128.5105 4.417909	-128.5719 4.43119	-128.6866 4.439898	-128.7828 4.445622	-128.8699 4.452991	-128.9626 4.458437	-129.087 4.461155	-129.1947 4.470353	-129.3061 4.474243	-129.3789 4.482095	-129.4843 4.491512	-129.5645 4.48919	-129.7137 4.502107	-129.7841 4.51322	-129.8915 4.508444	-129.9855 4.515571	-130.1159 4.524448	-130.1857 4.524978	-130.2909 4.534622	-130.3893 4.54602	-130.5022 4.54116	-130.5654 4.548543	-130.6967 4.550681	-130.7623 4.552973	-130.8679 4.553811	-131.0188 4.554519	-131.0969 4.553694	-131.17 4.552492	-131.2951 4.556355	-131.3856 4.55514	-131.5405 4.554036	-131.5867 4.555778	-131.6953 4.554419	-131.7657 4.554875	-131.8742 4.546797	-131.9688 4.544771	-132.1143 4.54555	-132.1761 4.551033	-132.2893 4.55691	-132.3742 4.554174	-132.477 4.559312	-132.6178 4.558826	-132.7176 4.564068
-127.3316 4.36757	-127.4169 4.375791	-127.5245 4.394468	-127.6009 4.406794	-127.6919 4.417081	-127.7812 4.422016	-127.8936 4.426871	-127.9787 4.433563	-128.1126 4.439126	-128.2013 4.446971	-128.2973 4.451495	-128.3782 4.456592	-128.4808 4.468042	-128.5729 4.465498	-128.7127 4.478849	-128.7766 4.489606	-128.906 4.486874	-128.9966 4.490428	-129.1038 4.500971	-129.1949 4.50001	-129.2937 4.510924	-129.3815 4.519493	-129.4952 4.516817	-129.555 4.525403	-129.6964 4.527396	-129.7496 4.528437	-129.8595 4.52839	-130.0135 4.532199	-130.0858 4.530612	-130.1505 4.529932	-130.2894 4.533204	-130.3864 4.528952	-130.5381 4.530117	-130.5809 4.532559	-130.6931 4.531339	-130.7644 4.530655	-130.8655 4.52262	-130.9756 4.520542	-131.0939 4.522203	-131.1536 4.528417	-131.2909 4.532021	-131.3795 4.52801	-131.4873 4.534935	-131.6091 4.536913	-131.7047 4.541817
-126.3555 4.346516	-126.426 4.3529	-126.519 4.373316	-126.6271 4.384389	-126.6792 4.395933	-126.7871 4.396569	-126.9086 4.403699	-126.9919 4.410017	-127.114 4.4167	-127.2303 4.42394	-127.3032 4.427536	-127.4148 4.430157	-127.5061 4.443719	-127.5801 4.440881	-127.7211 4.456308	-127.8005 4.464256	-127.9359 4.460969	-127.9734 4.467451	-128.0972 4.476789	-128.2139 4.477403	-128.2914 4.487882	-128.3934 4.494661	-128.4922 4.492877	-128.5783 4.503112	-128.6818 4.503173	-128.7788 4.504788	-128.8873 4.503521	-129.0385 4.508632	-129.0973 4.507253	-129.143 4.507005	-129.3021 4.506886	-129.3683 4.50197	-129.5287 4.505813	-129.5814 4.508516	-129.6779 4.507605	-129.7593 4.505845	-129.8437 4.497238	-129.9744 4.49562	-130.101 4.499003	-130.179 4.505237	-130.2955 4.506526	-130.3783 4.502464	-130.4946 4.509575	-130.5684 4.514868	-130.7086 4.520586
-125.3458 4.326326	-125.4121 4.333447	-125.5016 4.35471	-125.6075 4.365223	-125.6912 4.374723	-125.7782 4.374259	-125.8954 4.382338	-126.0181 4.389547	-126.1081 4.395239	-126.223 4.405477	-126.2974 4.403183	-126.4247 4.406545	-126.5252 4.419881	-126.6026 4.419843	-126.7279 4.435186	-126.7985 4.439525	-126.943 4.437745	-126.9858 4.446552	-127.1126 4.452793	-127.2403 4.454982	-127.3189 4.463509	-127.3926 4.468765	-127.5075 4.467919	-127.6014 4.479592	-127.7007 4.480649	-127.8181 4.478763	-127.909 4.479095	-128.0321 4.487704	-128.101 4.484366	-128.1483 4.482042	-128.3087 4.481708	-128.3656 4.476465	-128.5184 4.483069	-128.601 4.486027	-128.6849 4.483998	-128.7795 4.480814	-128.8734 4.473012	-128.9923 4.47182	-129.103 4.477008	-129.1986 4.483456	-129.3134 4.480579	-129.3967 4.476609	-129.5143 4.484002	-129.5551 4.490832	-129.7137 4.495251
-124.3425 4.303418	-124.4093 4.310419	-124.501 4.331128	-124.6034 4.345231	-124.6924 4.351039	-124.7918 4.349878	-124.8946 4.35978	-125.0177 4.367138	-125.1062 4.374513	-125.2058 4.385877	-125.304 4.381706	-125.4076 4.386273	-125.5207 4.399217	-125.6006 4.403294	-125.7211 4.416396	-125.8068 4.416993	-125.9465 4.416729	-126.0056 4.427039	-126.1125 4.432457	-126.2497 4.436559	-126.3039 4.441156	-126.3941 4.445833	-126.524 4.446906	-126.6143 4.456047	-126.7265 4.457747	-126.8259 4.453962	-126.9242 4.457057	-127.0296 4.466558	-127.0962 4.461021	-127.1888 4.457386	-127.3155 4.455776	-127.3879 4.452081	-127.5074 4.459847	-127.6177 4.462423	-127.7083 4.45799	-127.7997 4.455895	-127.8752 4.449758	-128.0071 4.449207	-128.099 4.454718	-128.2121 4.461548	-128.3239 4.456555	-128.4086 4.452344	-128.5167 4.461164	-128.5419 4.469069	-128.7157 4.471072
-123.3518 4.283655	-123.4321 4.289095	-123.5153 4.309393	-123.6037 4.326116	-123.7135 4.329538	-123.8275 4.328844	-123.9196 4.339531	-124.0311 4.346154	-124.1129 4.353262	-124.2076 4.361796	-124.3081 4.357468	-124.423 4.36234	-124.5392 4.376619	-124.6018 4.382546	-124.7176 4.392056	-124.8129 4.39363	-124.9216 4.394353	-125.0071 4.406386	-125.1178 4.412178	-125.2238 4.416287	-125.3122 4.419798	-125.3839 4.425509	-125.5037 4.42823	-125.6303 4.435892	-125.7044 4.437217	-125.8236 4.433255	-125.9057 4.436621	-126.0353 4.444358	-126.0896 4.43958	-126.214 4.435596	-126.3195 4.432678	-126.3953 4.430351	-126.5129 4.437876	-126.6331 4.439265	-126.7067 4.434639	-126.8217 4.433065	-126.8968 4.42949	-127.0008 4.428707	-127.1135 4.432821	-127.2198 4.436634	-127.3337 4.431828	-127.4104 4.429338	-127.5227 4.437783	-127.5601 4.444806	-127.7299 4.445236
-122.3506 4.263796	-122.4244 4.268434	-122.5299 4.290122	-122.5856 4.305473	-122.725 4.308753	-122.8468 4.311668	-122.9203 4.320958	-123.0303 4.328211	-123.1108 4.333031	-123.2042 4.339049	-123.303 4.336188	-123.4215 4.34077	-123.5305 4.35613	-123.6179 4.361255	-123.7259 4.368597	-123.8246 4.371333	-123.9194 4.375348	-124.0346 4.385133	-124.1301 4.391157	-124.2086 4.392075	-124.3085 4.39495	-124.3819 4.40202	-124.5099 4.40764	-124.6116 4.413228	-124.6812 4.414276	-124.8219 4.409971	-124.9002 4.415439	-124.9865 4.421208	-125.067 4.418584	-125.2141 4.412754	-125.3193 4.41189	-125.3977 4.410911	-125.5112 4.416813	-125.6357 4.418234	-125.7128 4.413356	-125.8262 4.412796	-125.921 4.410501	-126.0111 4.409217	-126.0856 4.411338	-126.2109 4.413066	-126.3274 4.409887	-126.4526 4.409295	-126.5342 4.416637	-126.5878 4.421294	-126.7341 4.420002
-121.3561 4.242465	-121.4242 4.2453	-121.5372 4.268566	-121.6076 4.28116	-121.7216 4.285226	-121.8653 4.290598	-121.9184 4.299486	-122.0341 4.30736	-122.1222 4.311427	-122.2069 4.315982	-122.3048 4.315659	-122.4355 4.321969	-122.5179 4.33923	-122.63 4.33993	-122.7271 4.346803	-122.8305 4.350051	-122.922 4.35592	-123.0283 4.363869	-123.1448 4.371581	-123.206 4.369531	-123.2755 4.374365	-123.3977 4.380585	-123.5149 4.386245	-123.607 4.392535	-123.6872 4.390832	-123.8257 4.388167	-123.886 4.394869	-124.0146 4.396717	-124.0849 4.396781	-124.2258 4.389743	-124.3207 4.389366	-124.4112 4.389378	-124.5144 4.394348	-124.6331 4.392552	-124.7236 4.389744	-124.8112 4.390211	-124.9034 4.389325	-125.0075 4.388222	-125.0806 4.388452	-125.1976 4.390735	-125.3156 4.391701	-125.4533 4.391054	-125.5159 4.399545	-125.5806 4.401186	-125.7396 4.400635
-120.3573 4.224503	-120.4193 4.227426	-120.5467 4.250555	-120.6114 4.259416	-120.7411 4.265415	-120.8579 4.274117	-120.9193 4.280255	-121.0433 4.287705	-121.1348 4.28983	-121.2235 4.293097	-121.3074 4.29334	-121.4577 4.300723	-121.5177 4.318241	-121.6553 4.314861	-121.743 4.323029	-121.8526 4.328457	-121.9221 4.332997	-122.0191 4.341499	-122.1601 4.349249	-122.2041 4.347452	-122.2958 4.353421	-122.399 4.359649	-122.5133 4.367623	-122.6098 4.372031	-122.688 4.369551	-122.8396 4.36891	-122.8674 4.373694	-123.0194 4.375556	-123.0876 4.375631	-123.2304 4.368178	-123.3178 4.369578	-123.4267 4.37078	-123.5192 4.374633	-123.652 4.371642	-123.7087 4.367755	-123.8151 4.369487	-123.9094 4.368463	-123.9986 4.367212	-124.0956 4.363966	-124.212 4.365731	-124.309 4.369427	-124.4411 4.369368	-124.5151 4.376922	-124.5761 4.376994	-124.7411 4.377934
-119.3351 4.205827	-119.4135 4.211323	-119.5453 4.232708	-119.5919 4.238075	-119.7101 4.247896	-119.8352 4.25435	-119.8957 4.261745	-120.0251 4.268617	-120.1302 4.269886	-120.2386 4.272713	-120.3226 4.276643	-120.4368 4.284087	-120.4918 4.298243	-120.6556 4.294351	-120.7388 4.302867	-120.8658 4.310658	-120.9461 4.314114	-121.0111 4.321926	-121.1643 4.326275	-121.2403 4.324756	-121.2742 4.328948	-121.4033 4.338172	-121.5405 4.344707	-121.614 4.34818	-121.7014 4.347192	-121.8409 4.348401	-121.8778 4.350795	-122.0235 4.352501	-122.1186 4.353094	-122.2193 4.348338	-122.3272 4.349921	-122.4088 4.351869	-122.5375 4.355521	-122.6673 4.35254	-122.7053 4.346718	-122.8049 4.349391	-122.8828 4.346446	-123.0071 4.344531	-123.0973 4.342203	-123.2309 4.343134	-123.3072 4.349129	-123.4386 4.348904	-123.5297 4.355587	-123.5953 4.354699	-123.7451 4.356575
-118.3158 4.184835	-118.4138 4.193431	-118.528 4.213454	-118.5909 4.216768	-118.702 4.228696	-118.8169 4.233566	-118.8892 4.23995	-119.0052 4.246815	-119.129 4.249622	-119.2303 4.253039	-119.3133 4.258616	-119.4313 4.266006	-119.4721 4.277447	-119.6402 4.273782	-119.7221 4.28322	-119.8637 4.293085	-119.9412 4.293578	-119.9814 4.302979	-120.1505 4.305309	-120.2442 4.304036	-120.2761 4.310703	-120.4098 4.321792	-120.5457 4.323824	-120.6113 4.32839	-120.7101 4.328646	-120.8412 4.330004	-120.8769 4.332186	-121.0507 4.332076	-121.1479 4.332729	-121.2522 4.328177	-121.3263 4.32764	-121.4082 4.3292	-121.5396 4.333451	-121.6719 4.329373	-121.7058 4.32591	-121.8197 4.326327	-121.8838 4.323156	-122.0101 4.320147	-122.1157 4.318432	-122.2408 4.322032	-122.3145 4.330548	-122.4058 4.328067	-122.5099 4.334759	-122.5836 4.33333	-122.7354 4.337486
-117.3192 4.164619	-117.4009 4.174903	-117.5312 4.193475	-117.5824 4.197047	-117.6962 4.211271	-117.8156 4.214221	-117.8974 4.220295	-117.9711 4.225635	-118.1207 4.229943	-118.23 4.232983	-118.305 4.240041	-118.4055 4.246558	-118.4699 4.254712	-118.6256 4.253221	-118.7368 4.262837	-118.8352 4.27426	-118.936 4.273573	-118.9737 4.282164	-119.1298 4.284467	-119.232 4.283526	-119.2918 4.292445	-119.4087 4.303366	-119.5484 4.306101	-119.6047 4.308582	-119.6974 4.310337	-119.823 4.312549	-119.8742 4.313474	-120.0406 4.312734	-120.1533 4.313525	-120.2435 4.31071	-120.3239 4.30944	-120.4226 4.310975	-120.5411 4.3144	-120.6684 4.308826	-120.7061 4.307869	-120.8237 4.307654	-120.8905 4.303628	-121.0235 4.298688	-121.1147 4.297381	-121.262 4.299464	-121.3202 4.306456	-121.4005 4.304043	-121.5269 4.309113	-121.5796 4.310418	-121.7303 4.315639
-116.3443 4.146381	-116.4099 4.152824	-116.5292 4.172496	-116.5859 4.176543	-116.6976 4.192843	-116.8299 4.191108	-116.9227 4.200311	-116.9709 4.204066	-117.0966 4.210193	-117.2376 4.212796	-117.2921 4.222379	-117.3871 4.226656	-117.4642 4.233208	-117.6082 4.233757	-117.7206 4.243258	-117.8114 4.255463	-117.9289 4.254776	-117.96 4.261683	-118.1194 4.263848	-118.2321 4.262749	-118.2645 4.273144	-118.4013 4.282287	-118.5504 4.28518	-118.5909 4.288199	-118.7035 4.290948	-118.8071 4.2931	-118.882 4.293233	-119.0275 4.290723	-119.1378 4.293478	-119.2163 4.293039	-119.3054 4.289359	-119.3968 4.290665	-119.5396 4.294086	-119.655 4.287469	-119.7129 4.290115	-119.8392 4.290211	-119.8967 4.284718	-120.0366 4.278412	-120.1106 4.278113	-120.2618 4.280648	-120.3338 4.287219	-120.3994 4.285003	-120.5289 4.287916	-120.6078 4.292324	-120.7255 4.297094
-115.3406 4.12782	-115.3873 4.130511	-115.5029 4.152476	-115.6079 4.156528	-115.7087 4.171517	-115.8282 4.172209	-115.9304 4.179285	-115.9874 4.18292	-116.1048 4.18919	-116.2168 4.194837	-116.2894 4.200766	-116.3968 4.204867	-116.4953 4.211619	-116.6066 4.212399	-116.7144 4.224729	-116.7792 4.234037	-116.9082 4.234788	-116.967 4.241166	-117.1042 4.242865	-117.2052 4.243122	-117.2659 4.257674	-117.4077 4.261865	-117.5446 4.264069	-117.5645 4.269442	-117.6968 4.2712	-117.8286 4.272762	-117.8836 4.273835	-118.0207 4.271235	-118.1081 4.272848	-118.1979 4.272277	-118.297 4.268518	-118.4158 4.268548	-118.5191 4.272888	-118.6258 4.268003	-118.7107 4.271894	-118.8411 4.271362	-118.917 4.264108	-119.0231 4.257949	-119.1076 4.257981	-119.2552 4.263204	-119.3383 4.269249	-119.4025 4.265524	-119.5159 4.266911	-119.579 4.274456	-119.7386 4.279398
-114.3506 4.109996	-114.3755 4.10944	-114.4999 4.131522	-114.6213 4.138753	-114.712 4.151151	-114.8356 4.153378	-114.9271 4.159503	-115.0347 4.162599	-115.1137 4.168149	-115.2234 4.177178	-115.3049 4.179282	-115.4115 4.183249	-115.5075 4.190933	-115.6264 4.193419	-115.7132 4.207034	-115.799 4.212071	-115.9056 4.213397	-116.0017 4.22099	-116.1064 4.222232	-116.2072 4.225337	-116.2611 4.239115	-116.3976 4.238876	-116.5372 4.243777	-116.5778 4.248477	-116.6852 4.250718	-116.8228 4.251913	-116.8937 4.252101	-116.989 4.25118	-117.1003 4.252367	-117.1746 4.252086	-117.2943 4.250538	-117.429 4.248853	-117.5091 4.253854	-117.6355 4.249463	-117.7034 4.25105	-117.8188 4.252974	-117.8987 4.243644	-118.009 4.239042	-118.1441 4.240387	-118.2564 4.244856	-118.3465 4.248679	-118.4026 4.244699	-118.5226 4.246668	-118.5957 4.255551	-118.7439 4.261419
-113.3472 4.093391	-113.3947 4.088834	-113.5026 4.111538	-113.6377 4.122818	-113.7211 4.133428	-113.8346 4.13395	-113.9535 4.140974	-114.0515 4.144149	-114.1209 4.149137	-114.245 4.159022	-114.3182 4.158692	-114.431 4.163354	-114.5296 4.171693	-114.6218 4.17587	-114.6972 4.188219	-114.8303 4.191808	-114.905 4.193357	-115.0047 4.201908	-115.1253 4.202343	-115.2018 4.207365	-115.2661 4.217828	-115.3914 4.21729	-115.53 4.222732	-115.5915 4.22707	-115.688 4.231778	-115.8216 4.231009	-115.8965 4.231078	-115.9678 4.231566	-116.1004 4.231918	-116.1777 4.232193	-116.3044 4.229606	-116.4118 4.227427	-116.51 4.23259	-116.6283 4.228748	-116.7037 4.230525	-116.8104 4.232858	-116.8911 4.223693	-117.0195 4.22035	-117.1363 4.222056	-117.2405 4.226609	-117.3426 4.228993	-117.4089 4.225241	-117.5227 4.227893	-117.6002 4.236306	-117.737 4.24209
-112.3212 4.074699	-112.3722 4.072211	-112.4951 4.094765	-112.6341 4.107669	-112.7051 4.117346	-112.8081 4.116486	-112.9199 4.124652	-113.0317 4.128707	-113.1442 4.132092	-113.2233 4.141725	-113.334 4.138915	-113.4467 4.1447	-113.5497 4.153111	-113.6199 4.15869	-113.7061 4.169495	-113.8268 4.171901	-113.8953 4.174142	-114.0335 4.183543	-114.1137 4.183863	-114.1907 4.188749	-114.2962 4.196725	-114.4041 4.197485	-114.5177 4.20233	-114.5742 4.207199	-114.6985 4.213932	-114.8287 4.210793	-114.9094 4.211771	-114.9986 4.213021	-115.1239 4.212352	-115.1898 4.212793	-115.3164 4.209265	-115.4161 4.206922	-115.5108 4.211358	-115.6314 4.206643	-115.7178 4.210249	-115.7879 4.211031	-115.8943 4.202901	-116.0294 4.200911	-116.1347 4.203164	-116.2251 4.20695	-116.3379 4.207275	-116.4204 4.205187	-116.5329 4.209123	-116.5796 4.214771	-116.764 4.221336
-111.3418 4.05499	-111.3754 4.053617	-111.4999 4.07586	-111.6252 4.090148	-111.7064 4.099211	-111.794 4.097098	-111.9155 4.107442	-112.0057 4.111766	-112.1193 4.116809	-112.2233 4.123041	-112.333 4.121776	-112.4338 4.127413	-112.545 4.138035	-112.6167 4.143004	-112.7011 4.151228	-112.8566 4.15397	-112.9095 4.156131	-113.0216 4.163322	-113.1202 4.168632	-113.1944 4.17046	-113.3103 4.175587	-113.4253 4.178546	-113.5246 4.186508	-113.6182 4.188813	-113.6978 4.196126	-113.8111 4.191213	-113.9285 4.193104	-114.0127 4.195021	-114.1482 4.195583	-114.2268 4.193507	-114.3385 4.189072	-114.4065 4.188255	-114.543 4.190718	-114.6415 4.18697	-114.7403 4.190682	-114.786 4.189399	-114.8883 4.184052	-115.0637 4.181758	-115.1436 4.184422	-115.2291 4.186196	-115.335 4.185759	-115.4268 4.18604	-115.5378 4.189951	-115.5694 4.195263	-115.7549 4.199896
-110.3349 4.038208	-110.3845 4.03584	-110.522 4.059498	-110.6269 4.072015	-110.7031 4.081387	-110.7859 4.078314	-110.9362 4.089777	-110.9845 4.095533	-111.117 4.101426	-111.2222 4.10237	-111.3192 4.103062	-111.4281 4.109513	-111.5554 4.12152	-111.5949 4.124379	-111.7036 4.129573	-111.8304 4.135455	-111.9145 4.137113	-111.9997 4.144478	-112.1178 4.153084	-112.1923 4.151011	-112.3283 4.157238	-112.4331 4.16189	-112.5266 4.169807	-112.6097 4.173334	-112.7095 4.178823	-112.8123 4.173536	-112.9062 4.175102	-113.0214 4.178371	-113.1275 4.177981	-113.2209 4.175649	-113.3442 4.169733	-113.4136 4.171364	-113.5658 4.171617	-113.6286 4.169979	-113.749 4.172026	-113.795 4.169508	-113.9192 4.167039	-114.055 4.162991	-114.1258 4.164796	-114.2489 4.166656	-114.335 4.165133	-114.4157 4.167284	-114.5457 4.168681	-114.5464 4.177035	-114.7698 4.177808
-109.3239 4.020751	-109.3668 4.021807	-109.5 4.045561	-109.6165 4.053859	-109.6875 4.063859	-109.7841 4.059416	-109.9088 4.073701	-109.9714 4.07913	-110.1059 4.084768	-110.2098 4.08241	-110.3432 4.087146	-110.439 4.090549	-110.536 4.104247	-110.5886 4.104859	-110.7091 4.109235	-110.8085 4.119116	-110.934 4.118468	-111.0106 4.125724	-111.0898 4.135244	-111.2119 4.130265	-111.3399 4.13731	-111.4259 4.144228	-111.5173 4.150434	-111.6009 4.156737	-111.7106 4.159043	-111.8026 4.156043	-111.894 4.155134	-112.0271 4.158813	-112.1165 4.159562	-112.2115 4.157734	-112.3316 4.153402	-112.4194 4.156071	-112.5434 4.155506	-112.6196 4.156754	-112.7558 4.154277	-112.7982 4.15186	-112.9272 4.149251	-113.0326 4.144723	-113.1421 4.145648	-113.2464 4.149374	-113.3257 4.14619	-113.4035 4.149865	-113.5376 4.150838	-113.5493 4.158827	-113.7691 4.157722
