-599.5254 -2.465513	-597.9205 -2.201971	-597.7983 -2.050354	-597.7083 -1.957185	-597.6252 -1.913496	-597.5342 -1.883294	-597.4089 -1.85856	-597.3292 -1.847034	-597.2412 -1.847885	-597.1316 -1.847016	-597.029 -1.867917	-596.9347 -1.869001	-596.8279 -1.884056	-596.7179 -1.906109	-596.652 -1.935424	-596.5125 -1.967443	-596.4675 -1.998873	-596.307 -2.03369	-596.2424 -2.0748	-596.1353 -2.121903	-595.9863 -2.177502	-595.9514 -2.220058	-595.8403 -2.270795	-595.7108 -2.323075	-595.6184 -2.372938	-595.554 -2.442032	-595.4536 -2.499478	-595.3358 -2.558445	-595.2479 -2.621988	-595.1527 -2.678711	-595.0458 -2.756586	-594.9166 -2.810312	-594.8917 -2.869455	-594.725 -2.928434	-594.6559 -2.984125	-594.4846 -3.051342	-594.4279 -3.115177	-594.3002 -3.171856	-594.2396 -3.215295	-594.1161 -3.27617	-594.0037 -3.338327	-593.9769 -3.371224	-593.8809 -3.418671	-593.7163 -3.462084	-593.6282 -3.499832
-599.2958 -2.456053	-598.4911 -2.188298	-598.4274 -2.035749	-598.379 -1.945101	-598.3519 -1.90221	-598.2825 -1.871063	-598.221 -1.847298	-598.2114 -1.836567	-598.171 -1.8396	-598.0854 -1.840133	-598.0461 -1.867984	-597.9408 -1.868979	-597.8419 -1.884627	-597.7203 -1.905543	-597.6727 -1.937718	-597.5054 -1.967331	-597.4548 -1.997759	-597.3251 -2.032815	-597.2451 -2.071099	-597.1348 -2.123337	-596.9807 -2.175462	-596.9635 -2.217506	-596.8326 -2.269784	-596.7081 -2.31867	-596.6179 -2.372597	-596.5271 -2.44001	-596.4562 -2.496638	-596.347 -2.555385	-596.2455 -2.618522	-596.1627 -2.675159	-596.0522 -2.751222	-595.9382 -2.805147	-595.8975 -2.862538	-595.7155 -2.921841	-595.6576 -2.979247	-595.4938 -3.045221	-595.4084 -3.107202	-595.3146 -3.164223	-595.2174 -3.206928	-595.1296 -3.261265	-595.0272 -3.329277	-594.9677 -3.363724	-594.8711 -3.408515	-594.7294 -3.451141	-594.6393 -3.489305
-598.7939 -2.442681	-598.5675 -2.169779	-598.5551 -2.017478	-598.5521 -1.929154	-598.5579 -1.887661	-598.5203 -1.855654	-598.5502 -1.832069	-598.5723 -1.821478	-598.5834 -1.825238	-598.5474 -1.82591	-598.5515 -1.849179	-598.4998 -1.854095	-598.46 -1.868427	-598.3871 -1.891704	-598.377 -1.925119	-598.2808 -1.954579	-598.2711 -1.98531	-598.1785 -2.02196	-598.1554 -2.057902	-598.105 -2.111312	-598.0015 -2.174098	-597.9731 -2.214359	-597.8464 -2.268156	-597.7161 -2.314622	-597.6215 -2.373851	-597.517 -2.437747	-597.4641 -2.493835	-597.3392 -2.552665	-597.223 -2.614336	-597.1671 -2.671785	-597.0565 -2.745833	-596.9315 -2.801023	-596.8831 -2.855415	-596.7233 -2.914923	-596.6658 -2.977053	-596.5085 -3.03825	-596.4072 -3.099062	-596.3332 -3.156639	-596.2078 -3.199778	-596.1306 -3.250109	-596.0482 -3.320714	-595.9553 -3.354421	-595.8595 -3.398053	-595.7327 -3.439753	-595.639 -3.481137
-598.0601 -2.426164	-598.1392 -2.147769	-598.1833 -1.997697	-598.2274 -1.911543	-598.2585 -1.867934	-598.2795 -1.836014	-598.37 -1.815258	-598.4556 -1.803703	-598.524 -1.809094	-598.5131 -1.807338	-598.5787 -1.828135	-598.5389 -1.836294	-598.577 -1.848544	-598.5706 -1.87531	-598.5776 -1.907485	-598.5703 -1.937573	-598.5686 -1.968257	-598.5645 -2.002171	-598.5455 -2.041872	-598.5662 -2.092861	-598.4972 -2.155584	-598.5411 -2.196129	-598.4546 -2.251908	-598.3846 -2.297626	-598.3554 -2.360169	-598.2988 -2.422051	-598.2488 -2.478387	-598.2107 -2.536911	-598.1267 -2.601168	-598.1121 -2.660445	-598.0635 -2.738642	-597.9435 -2.79413	-597.8709 -2.848736	-597.7314 -2.907714	-597.6692 -2.972543	-597.5099 -3.031565	-597.4047 -3.091195	-597.3479 -3.148545	-597.2025 -3.191285	-597.1362 -3.242412	-597.0478 -3.31029	-596.9345 -3.34441	-596.8489 -3.38859	-596.7534 -3.426571	-596.647 -3.473378
-597.0728 -2.407412	-597.2257 -2.120773	-597.2758 -1.975462	-597.4041 -1.890223	-597.477 -1.844568	-597.5368 -1.814034	-597.6853 -1.791683	-597.8024 -1.783633	-597.9327 -1.787684	-597.9718 -1.78674	-598.1033 -1.803995	-598.0952 -1.816024	-598.1893 -1.827596	-598.2517 -1.856077	-598.2827 -1.887109	-598.342 -1.916199	-598.3833 -1.947481	-598.4217 -1.980412	-598.4593 -2.022985	-598.5158 -2.071871	-598.5261 -2.132373	-598.5851 -2.174856	-598.5591 -2.227147	-598.541 -2.276257	-598.5747 -2.339013	-598.5569 -2.399214	-598.5609 -2.456206	-598.5616 -2.512531	-598.5299 -2.580533	-598.5647 -2.63857	-598.5615 -2.713699	-598.5082 -2.770657	-598.4673 -2.826479	-598.434 -2.88555	-598.3829 -2.951194	-598.2975 -3.009561	-598.2443 -3.070681	-598.21 -3.126173	-598.1187 -3.171929	-598.1171 -3.230814	-598.0446 -3.299508	-597.9296 -3.335854	-597.8375 -3.378961	-597.7548 -3.415239	-597.6384 -3.464719
-596.0792 -2.397491	-596.2343 -2.105452	-596.2693 -1.965442	-596.4005 -1.879103	-596.4909 -1.831629	-596.5614 -1.802452	-596.7026 -1.778522	-596.7975 -1.772562	-596.9174 -1.774412	-596.9715 -1.772978	-597.1041 -1.778411	-597.1446 -1.792633	-597.2835 -1.804585	-597.4205 -1.833923	-597.4878 -1.863178	-597.6049 -1.892396	-597.6978 -1.922712	-597.7776 -1.957427	-597.8717 -2.002463	-597.9618 -2.045925	-598.04 -2.10527	-598.1285 -2.149619	-598.182 -2.199481	-598.228 -2.254503	-598.278 -2.314631	-598.3484 -2.374633	-598.3735 -2.430558	-598.4094 -2.485989	-598.4595 -2.555566	-598.5197 -2.610686	-598.5519 -2.683613	-598.5475 -2.742573	-598.5496 -2.797649	-598.6152 -2.860465	-598.592 -2.921652	-598.5756 -2.979185	-598.5619 -3.040188	-598.5911 -3.096628	-598.5579 -3.142302	-598.6064 -3.210168	-598.5392 -3.265617	-598.5046 -3.306838	-598.4619 -3.348677	-598.4088 -3.387828	-598.3215 -3.437512
-595.0991 -2.388289	-595.2117 -2.095282	-595.255 -1.957998	-595.4059 -1.868884	-595.4877 -1.821428	-595.5846 -1.792652	-595.6912 -1.769014	-595.8006 -1.765537	-595.9213 -1.761167	-595.9901 -1.762578	-596.1044 -1.76968	-596.1413 -1.78244	-596.2705 -1.795929	-596.4268 -1.822377	-596.489 -1.848691	-596.5936 -1.87799	-596.6899 -1.907601	-596.7819 -1.943747	-596.8658 -1.987816	-596.9528 -2.028177	-597.049 -2.074708	-597.16 -2.122801	-597.2968 -2.171451	-597.3983 -2.229484	-597.4989 -2.28602	-597.6064 -2.343341	-597.6656 -2.401253	-597.793 -2.456947	-597.8875 -2.525697	-597.9711 -2.579184	-598.0642 -2.649339	-598.1179 -2.708612	-598.173 -2.76585	-598.2712 -2.828281	-598.2817 -2.885606	-598.293 -2.942549	-598.384 -3.004459	-598.4359 -3.060437	-598.4758 -3.103481	-598.5567 -3.18248	-598.5483 -3.225251	-598.5689 -3.267686	-598.5989 -3.311394	-598.5646 -3.352417	-598.5521 -3.400404
-594.1068 -2.378857	-594.2032 -2.087002	-594.2405 -1.949029	-594.3913 -1.861605	-594.4982 -1.81207	-594.599 -1.781449	-594.6951 -1.76122	-594.8013 -1.757875	-594.9156 -1.752918	-594.9793 -1.753278	-595.1117 -1.759957	-595.1556 -1.773845	-595.2607 -1.79062	-595.4305 -1.812002	-595.5019 -1.83897	-595.5586 -1.865865	-595.7061 -1.896121	-595.7803 -1.934213	-595.889 -1.973716	-595.9369 -2.014954	-596.0607 -2.060152	-596.1365 -2.106187	-596.2933 -2.156799	-596.3983 -2.213484	-596.4854 -2.268012	-596.6091 -2.325569	-596.6831 -2.381179	-596.8124 -2.436622	-596.8802 -2.502591	-596.9583 -2.551896	-597.0508 -2.611317	-597.1672 -2.671744	-597.2782 -2.730156	-597.4238 -2.792948	-597.4932 -2.847153	-597.541 -2.901527	-597.7159 -2.962473	-597.7948 -3.018624	-597.8882 -3.061521	-598.017 -3.143089	-598.0417 -3.179252	-598.1151 -3.223049	-598.2101 -3.265663	-598.2002 -3.310761	-598.2654 -3.35478
-593.1203 -2.371162	-593.1799 -2.080647	-593.2585 -1.940558	-593.3646 -1.855542	-593.4835 -1.804508	-593.6157 -1.772295	-593.6885 -1.756215	-593.798 -1.749691	-593.8979 -1.744996	-593.999 -1.745051	-594.1271 -1.749945	-594.1805 -1.765745	-594.2479 -1.782962	-594.4098 -1.800796	-594.52 -1.831015	-594.545 -1.855231	-594.6821 -1.885914	-594.7873 -1.924905	-594.8971 -1.962674	-594.9553 -2.00302	-595.0549 -2.046382	-595.1545 -2.092791	-595.302 -2.14594	-595.4091 -2.199003	-595.4927 -2.252267	-595.6025 -2.308762	-595.6913 -2.364929	-595.8363 -2.422428	-595.8937 -2.482483	-595.9454 -2.530744	-596.0606 -2.589319	-596.1619 -2.649129	-596.2878 -2.706762	-596.4184 -2.766726	-596.4945 -2.818451	-596.5266 -2.870562	-596.7046 -2.929437	-596.7813 -2.986189	-596.8857 -3.024596	-597.006 -3.10107	-597.0605 -3.127947	-597.1711 -3.172622	-597.3206 -3.213711	-597.3554 -3.260077	-597.4858 -3.303079
-592.1197 -2.363168	-592.1427 -2.074409	-592.2633 -1.931911	-592.3518 -1.847347	-592.4558 -1.795537	-592.595 -1.765062	-592.6675 -1.751565	-592.7786 -1.739998	-592.892 -1.736936	-592.9797 -1.734256	-593.1389 -1.742444	-593.17 -1.759739	-593.2434 -1.775169	-593.4033 -1.790396	-593.5182 -1.824949	-593.5469 -1.845879	-593.6742 -1.878065	-593.7918 -1.91451	-593.8997 -1.952504	-593.9641 -1.991955	-594.0701 -2.034646	-594.1476 -2.081026	-594.299 -2.135581	-594.3883 -2.184372	-594.5065 -2.236703	-594.5845 -2.293856	-594.6954 -2.349767	-594.8471 -2.405303	-594.902 -2.462791	-594.9666 -2.51188	-595.0836 -2.567947	-595.1847 -2.627803	-595.2947 -2.686186	-595.4075 -2.74045	-595.5086 -2.792967	-595.5187 -2.842408	-595.7028 -2.900507	-595.7741 -2.956645	-595.8768 -2.994905	-595.9911 -3.058861	-596.0695 -3.094051	-596.1595 -3.136937	-596.3256 -3.178606	-596.342 -3.21879	-596.5093 -3.261915
-591.11 -2.358351	-591.1397 -2.066295	-591.264 -1.923364	-591.3815 -1.841228	-591.4606 -1.787605	-591.5685 -1.760034	-591.6595 -1.745262	-591.7618 -1.73089	-591.8943 -1.733356	-591.9578 -1.727273	-592.1306 -1.735042	-592.1639 -1.752497	-592.2294 -1.76631	-592.382 -1.780993	-592.5091 -1.819015	-592.538 -1.839399	-592.6589 -1.870523	-592.7836 -1.902743	-592.9227 -1.942505	-592.9616 -1.980965	-593.0644 -2.024145	-593.1626 -2.071111	-593.2859 -2.123533	-593.3838 -2.170137	-593.4932 -2.222418	-593.5959 -2.280345	-593.7053 -2.335947	-593.8291 -2.390392	-593.9006 -2.444164	-593.9844 -2.493018	-594.0855 -2.546814	-594.1807 -2.609772	-594.2916 -2.665698	-594.395 -2.716431	-594.5315 -2.769692	-594.5303 -2.817428	-594.6949 -2.876932	-594.7656 -2.929802	-594.8784 -2.97025	-594.9865 -3.016295	-595.087 -3.059237	-595.1526 -3.105296	-595.3079 -3.143211	-595.3315 -3.181478	-595.4969 -3.224113
