-599.298 -1.653801	-597.7474 -2.771311	-597.6655 -2.788265	-597.5344 -2.790715	-597.4374 -2.789397	-597.3356 -2.786986	-597.2189 -2.788252	-597.1261 -2.787803	-597.03 -2.781114	-596.8622 -2.771905	-596.8051 -2.78328	-596.7402 -2.770526	-596.6036 -2.771272	-596.5563 -2.764036	-596.4149 -2.756657	-596.3069 -2.762052	-596.2453 -2.757048	-596.1139 -2.757586	-596.0181 -2.750449	-595.9407 -2.748486	-595.8276 -2.757396	-595.7334 -2.74536	-595.6572 -2.743591	-595.5521 -2.741629	-595.4573 -2.741094	-595.3486 -2.735163	-595.2262 -2.734447	-595.134 -2.730554	-595.043 -2.728738	-594.9383 -2.73304	-594.8634 -2.738664	-594.718 -2.731726	-594.6573 -2.729044	-594.537 -2.728534	-594.4552 -2.726408	-594.3627 -2.729556	-594.2339 -2.725904	-594.1686 -2.727738	-594.0255 -2.724012	-593.9444 -2.727397	-593.8537 -2.739281	-593.7862 -2.726831	-593.6031 -2.724331	-593.5024 -2.723278	-593.3879 -2.724531
-248.2074 10.60538	-248.321 10.48324	-248.3696 10.50953	-248.5151 10.50375	-248.5977 10.51421	-248.7009 10.51368	-248.8101 10.50756	-248.8994 10.50628	-249.0143 10.50867	-249.0984 10.50113	-249.2215 10.48475	-249.2961 10.50343	-249.3908 10.49992	-249.4907 10.49979	-249.6025 10.49799	-249.7105 10.4744	-249.8151 10.47046	-249.8827 10.47421	-249.9679 10.47755	-250.0782 10.47906	-250.235 10.46987	-250.2896 10.46202	-250.4007 10.45449	-250.4948 10.46346	-250.6114 10.46285	-250.6617 10.45391	-250.804 10.42497	-250.8722 10.44246	-251.0095 10.43641	-251.0812 10.42741	-251.2055 10.42232	-251.3135 10.42079	-251.3758 10.40572	-251.4972 10.40625	-251.6098 10.41506	-251.7005 10.39551	-251.8099 10.39007	-251.9068 10.38939	-251.995 10.38771	-252.087 10.38566	-252.1609 10.38268	-252.2679 10.37234	-252.3987 10.38672	-252.4714 10.37844	-252.5935 10.37592
-247.2161 10.57155	-247.2974 10.44713	-247.3653 10.4751	-247.5017 10.47671	-247.588 10.47854	-247.7023 10.47931	-247.8218 10.47214	-247.8963 10.47123	-248.0081 10.47484	-248.0935 10.47132	-248.2241 10.45366	-248.2929 10.47156	-248.4164 10.46415	-248.5135 10.46348	-248.6074 10.45997	-248.7224 10.43924	-248.815 10.44178	-248.9045 10.44361	-248.9714 10.44663	-249.087 10.43785	-249.2203 10.43429	-249.3004 10.43044	-249.4145 10.42401	-249.5064 10.4266	-249.6331 10.42521	-249.6652 10.42523	-249.8127 10.39564	-249.8704 10.4176	-249.9866 10.40697	-250.0864 10.39667	-250.1997 10.4014	-250.3199 10.39286	-250.3625 10.38641	-250.5273 10.38211	-250.6132 10.3895	-250.7315 10.37234	-250.8384 10.36827	-250.9202 10.36726	-250.9805 10.36805	-251.0971 10.35831	-251.1911 10.35384	-251.2805 10.35302	-251.402 10.35923	-251.4766 10.34914	-251.5914 10.3472
-246.2101 10.53578	-246.3026 10.40649	-246.4047 10.4338	-246.5011 10.44508	-246.6179 10.43871	-246.7156 10.44107	-246.8209 10.43512	-246.914 10.43469	-247.006 10.43994	-247.0991 10.44135	-247.2338 10.42756	-247.3077 10.43556	-247.3951 10.42943	-247.502 10.42918	-247.6094 10.42308	-247.714 10.41158	-247.8157 10.41588	-247.89 10.41656	-247.966 10.41939	-248.0766 10.40287	-248.2188 10.4044	-248.3096 10.40326	-248.4218 10.39569	-248.5228 10.3911	-248.6332 10.38752	-248.7004 10.38884	-248.8313 10.36679	-248.8819 10.38301	-248.9868 10.36942	-249.1004 10.35629	-249.2185 10.36902	-249.3407 10.35828	-249.3818 10.35728	-249.5388 10.35203	-249.6073 10.35262	-249.725 10.34595	-249.8575 10.34431	-249.9366 10.33961	-249.9922 10.34329	-250.0699 10.32851	-250.2029 10.32596	-250.2732 10.33308	-250.4199 10.33179	-250.4741 10.31934	-250.5882 10.31805
-245.208 10.49908	-245.3123 10.36632	-245.4146 10.3935	-245.5125 10.41053	-245.6277 10.39575	-245.7159 10.40064	-245.8147 10.39559	-245.9088 10.3983	-246.0083 10.40316	-246.0851 10.40572	-246.2195 10.39512	-246.2993 10.39518	-246.4088 10.39148	-246.5202 10.3901	-246.6161 10.38331	-246.718 10.37841	-246.801 10.38681	-246.8855 10.38728	-246.9818 10.38939	-247.0543 10.36806	-247.2251 10.37159	-247.3213 10.37175	-247.4047 10.36867	-247.5133 10.35656	-247.6217 10.35278	-247.7068 10.35556	-247.8276 10.34029	-247.8716 10.34917	-248.0031 10.33839	-248.1182 10.32167	-248.2233 10.34243	-248.3336 10.32671	-248.3932 10.32965	-248.5546 10.32337	-248.6222 10.31578	-248.7309 10.31744	-248.8562 10.31534	-248.9503 10.3039	-249.0051 10.30803	-249.0801 10.29251	-249.2229 10.28745	-249.3178 10.30254	-249.4375 10.29588	-249.5195 10.28042	-249.6027 10.2823
-244.1985 10.45556	-244.3172 10.31913	-244.4127 10.34721	-244.5083 10.36389	-244.6391 10.34801	-244.6978 10.35691	-244.8117 10.35693	-244.9126 10.36363	-245.0106 10.36716	-245.0739 10.36722	-245.2041 10.36289	-245.2918 10.35515	-245.4172 10.35284	-245.5373 10.34988	-245.6074 10.34352	-245.724 10.3451	-245.8019 10.35331	-245.8579 10.34878	-246.0084 10.34975	-246.0517 10.33352	-246.2319 10.33364	-246.2935 10.33178	-246.3868 10.33743	-246.5107 10.31964	-246.6153 10.31629	-246.7063 10.31818	-246.8315 10.31061	-246.8771 10.3125	-246.9929 10.30953	-247.1096 10.29129	-247.2177 10.3102	-247.3381 10.29787	-247.3884 10.30219	-247.5394 10.29489	-247.6315 10.28182	-247.7171 10.29123	-247.8386 10.28883	-247.9403 10.27216	-248.0261 10.27252	-248.0899 10.26691	-248.2457 10.25593	-248.3199 10.27548	-248.4361 10.2614	-248.5263 10.24413	-248.6275 10.25025
-243.2062 10.40642	-243.3371 10.27196	-243.4446 10.29853	-243.4973 10.31573	-243.6483 10.29851	-243.7109 10.30857	-243.8079 10.31727	-243.916 10.32235	-244.0327 10.32418	-244.0738 10.32178	-244.1984 10.3227	-244.3076 10.30964	-244.4045 10.31138	-244.5291 10.3077	-244.6104 10.30114	-244.7209 10.30598	-244.7951 10.31159	-244.8402 10.30486	-245.0028 10.30501	-245.0636 10.30119	-245.2246 10.29749	-245.2811 10.29226	-245.3827 10.30069	-245.4963 10.28455	-245.5913 10.28229	-245.7029 10.27928	-245.8388 10.2794	-245.8937 10.27249	-245.9897 10.27597	-246.1152 10.26091	-246.2179 10.26889	-246.3352 10.26828	-246.3971 10.2648	-246.5112 10.26214	-246.6381 10.2453	-246.6992 10.2601	-246.8362 10.25973	-246.9343 10.23976	-247.0221 10.23563	-247.0837 10.23941	-247.2392 10.22884	-247.314 10.24511	-247.4355 10.23089	-247.5255 10.216	-247.6375 10.22492
-242.2079 10.35031	-242.3346 10.22594	-242.4192 10.25057	-242.4818 10.25803	-242.6256 10.25004	-242.7351 10.26078	-242.7967 10.27253	-242.919 10.27574	-243.0446 10.27578	-243.0866 10.27121	-243.1998 10.27276	-243.3083 10.26455	-243.4147 10.26657	-243.5137 10.26455	-243.6172 10.25795	-243.7211 10.25688	-243.7816 10.2624	-243.8537 10.25471	-244.0159 10.25585	-244.0808 10.26175	-244.2339 10.25255	-244.283 10.24694	-244.3946 10.25548	-244.4788 10.24545	-244.576 10.24698	-244.7116 10.23687	-244.835 10.23797	-244.9117 10.2298	-244.9896 10.24103	-245.1084 10.22879	-245.2257 10.22822	-245.3139 10.2355	-245.3878 10.22288	-245.4907 10.2264	-245.6336 10.21001	-245.7109 10.22145	-245.8174 10.22283	-245.9086 10.20433	-246.0201 10.19626	-246.1089 10.20741	-246.2249 10.19829	-246.3082 10.2067	-246.4039 10.1983	-246.5311 10.18438	-246.6354 10.19547
-241.1885 10.29025	-241.3195 10.17693	-241.4156 10.20102	-241.4666 10.20133	-241.6425 10.20194	-241.74 10.21366	-241.7888 10.2249	-241.9084 10.22642	-242.0251 10.22652	-242.1098 10.21844	-242.2212 10.21677	-242.3181 10.2197	-242.416 10.21811	-242.5018 10.21832	-242.6231 10.2133	-242.7173 10.20648	-242.8079 10.21031	-242.8669 10.20064	-243.0122 10.20333	-243.0863 10.21741	-243.2219 10.20807	-243.287 10.19636	-243.4014 10.2034	-243.498 10.20117	-243.5805 10.20502	-243.7199 10.19351	-243.8529 10.19017	-243.9195 10.18299	-244.0015 10.20029	-244.0925 10.18975	-244.2401 10.18206	-244.3253 10.19468	-244.3838 10.17619	-244.4759 10.18102	-244.6258 10.17402	-244.7121 10.17801	-244.8153 10.17814	-244.8781 10.16645	-245.0134 10.155	-245.1023 10.17453	-245.1896 10.16628	-245.2809 10.16729	-245.3965 10.16385	-245.5044 10.15224	-245.6291 10.16246
-240.1931 10.23579	-240.3052 10.13199	-240.4313 10.15408	-240.4939 10.15237	-240.6454 10.15531	-240.7474 10.16764	-240.7798 10.17732	-240.898 10.17492	-241.0388 10.17544	-241.1149 10.16727	-241.2259 10.16151	-241.3284 10.17154	-241.4142 10.16769	-241.4949 10.17036	-241.6213 10.16512	-241.72 10.15506	-241.822 10.15524	-241.896 10.14614	-242.0184 10.15036	-242.0851 10.16937	-242.2332 10.16237	-242.324 10.14729	-242.4231 10.14832	-242.5012 10.15558	-242.5843 10.15956	-242.7334 10.14894	-242.842 10.13836	-242.93 10.13729	-243.0064 10.15193	-243.1189 10.14415	-243.2267 10.1326	-243.3062 10.14801	-243.3925 10.12371	-243.4775 10.13095	-243.6182 10.13286	-243.7138 10.13035	-243.8388 10.12851	-243.884 10.12308	-244.008 10.11152	-244.1019 10.12997	-244.1636 10.12683	-244.3016 10.12114	-244.4087 10.12463	-244.4993 10.11319	-244.6432 10.12581
-239.1795 10.17669	-239.2958 10.0802	-239.4103 10.10214	-239.5072 10.09531	-239.6369 10.10813	-239.7437 10.11957	-239.7721 10.12331	-239.8886 10.12017	-240.0104 10.12236	-240.1117 10.11918	-240.2067 10.11135	-240.3246 10.12482	-240.4176 10.12057	-240.4974 10.124	-240.6241 10.11897	-240.7445 10.10555	-240.8513 10.10311	-240.912 10.09635	-241.01 10.10166	-241.0687 10.1161	-241.2285 10.11348	-241.328 10.09939	-241.4236 10.09382	-241.5112 10.10542	-241.5908 10.11107	-241.7325 10.10158	-241.8513 10.08381	-241.9269 10.09003	-242.0225 10.0968	-242.1308 10.09245	-242.2137 10.08538	-242.3149 10.09608	-242.4013 10.06945	-242.5081 10.07803	-242.6151 10.08801	-242.7158 10.0791	-242.8456 10.07534	-242.8834 10.07625	-242.9993 10.06908	-243.1081 10.07918	-243.1524 10.07973	-243.3118 10.0703	-243.3998 10.08024	-243.5275 10.06982	-243.6396 10.07894
-238.195 10.11547	-238.3057 10.02202	-238.4254 10.0464	-238.5248 10.0412	-238.6159 10.05161	-238.7384 10.06533	-238.7843 10.06161	-238.8921 10.06108	-239.0113 10.06431	-239.1055 10.06612	-239.2074 10.05492	-239.323 10.07164	-239.4061 10.06694	-239.4946 10.07047	-239.6411 10.06718	-239.743 10.0544	-239.8515 10.05279	-239.9175 10.05288	-240.0076 10.05831	-240.0713 10.06408	-240.2155 10.06876	-240.3132 10.05087	-240.3933 10.04502	-240.519 10.05291	-240.5861 10.05986	-240.7332 10.05558	-240.85 10.03555	-240.9248 10.04393	-241.0324 10.04172	-241.131 10.03794	-241.208 10.03865	-241.3144 10.04104	-241.4181 10.01634	-241.5505 10.02376	-241.6146 10.0408	-241.7289 10.02762	-241.8601 10.0208	-241.9059 10.0254	-242.0101 10.02323	-242.0932 10.02599	-242.1617 10.02582	-242.3344 10.01921	-242.4168 10.03028	-242.5312 10.02088	-242.6266 10.02663
-237.1811 10.06096	-237.2969 9.963041	-237.4378 9.98975	-237.5368 9.992661	-237.6133 9.99699	-237.7371 10.00698	-237.7766 10.00198	-237.9273 10.00167	-238.0228 10.00579	-238.1076 10.01132	-238.1848 10.00056	-238.3194 10.0132	-238.3932 10.00717	-238.4995 10.00909	-238.6397 10.00892	-238.7328 10.00212	-238.8398 10.00191	-238.8998 10.00411	-238.9982 10.00848	-239.0776 10.00737	-239.2192 10.01593	-239.3205 9.996367	-239.401 9.9959	-239.4969 9.997311	-239.5745 10.00508	-239.7013 10.00768	-239.8433 9.984605	-239.9239 9.998506	-240.0026 9.990188	-240.1443 9.98734	-240.1916 9.993732	-240.3194 9.98843	-240.42 9.971772	-240.5666 9.97613	-240.6124 9.992262	-240.7088 9.980017	-240.8627 9.971979	-240.9253 9.977902	-240.9959 9.977595	-241.1204 9.972176	-241.2077 9.97015	-241.3244 9.970877	-241.4456 9.975794	-241.5379 9.969981	-241.6215 9.975209
-236.1891 9.996441	-236.3099 9.894986	-236.4237 9.922915	-236.5235 9.935911	-236.5962 9.937799	-236.7312 9.942783	-236.7825 9.939925	-236.9242 9.941648	-237.0013 9.94824	-237.1115 9.958803	-237.1789 9.951345	-237.2933 9.954533	-237.3832 9.94984	-237.5041 9.951897	-237.642 9.951854	-237.7226 9.949294	-237.8243 9.951287	-237.8855 9.953089	-237.9758 9.956959	-238.0912 9.948667	-238.2234 9.958024	-238.3084 9.940619	-238.3958 9.946144	-238.4882 9.938985	-238.5874 9.946669	-238.6886 9.951479	-238.8369 9.934661	-238.8976 9.944509	-239.0112 9.934237	-239.1278 9.932126	-239.2069 9.941689	-239.3237 9.931995	-239.4144 9.923005	-239.56 9.928091	-239.6087 9.937675	-239.709 9.931718	-239.8434 9.926484	-239.9404 9.933819	-239.9967 9.933341	-240.1303 9.921994	-240.2164 9.919406	-240.3189 9.927605	-240.4157 9.924385	-240.532 9.922818	-240.5952 9.924465
-235.203 9.935066	-235.3159 9.831634	-235.4202 9.859188	-235.503 9.879715	-235.596 9.875937	-235.7384 9.877393	-235.7919 9.876162	-235.9225 9.879796	-236.0202 9.887918	-236.1186 9.896789	-236.1981 9.890536	-236.2858 9.888148	-236.3926 9.884874	-236.4925 9.889603	-236.6445 9.88922	-236.7212 9.891827	-236.8018 9.896588	-236.8928 9.900167	-236.9612 9.904799	-237.1356 9.89332	-237.2218 9.89942	-237.32 9.883592	-237.3857 9.896603	-237.4915 9.883544	-237.6004 9.889048	-237.7 9.893882	-237.8195 9.881979	-237.888 9.885983	-238.0127 9.882567	-238.132 9.874316	-238.2129 9.887762	-238.328 9.873393	-238.4097 9.870967	-238.5351 9.878079	-238.6196 9.878418	-238.7042 9.879961	-238.814 9.877677	-238.9303 9.881109	-239.0132 9.87914	-239.1247 9.868951	-239.2429 9.863287	-239.2987 9.879499	-239.4189 9.869253	-239.5112 9.868746	-239.5832 9.870981
-234.178 9.877849	-234.2848 9.772603	-234.386 9.799932	-234.4833 9.8267	-234.6039 9.818968	-234.7357 9.817368	-234.7742 9.821121	-234.9097 9.826371	-235.0221 9.835011	-235.1099 9.838903	-235.1866 9.833572	-235.2889 9.827301	-235.4007 9.823274	-235.5173 9.827894	-235.636 9.825299	-235.7351 9.831297	-235.8039 9.838185	-235.8813 9.83692	-235.9719 9.840845	-236.1428 9.831117	-236.232 9.831312	-236.3364 9.818905	-236.3947 9.839372	-236.4948 9.825787	-236.6052 9.827398	-236.6834 9.831985	-236.8121 9.829792	-236.8735 9.826519	-236.9825 9.83304	-237.1239 9.821091	-237.2075 9.833996	-237.3352 9.819359	-237.3947 9.823072	-237.5087 9.828906	-237.6281 9.820961	-237.6998 9.829406	-237.8008 9.82781	-237.9158 9.827838	-237.9967 9.821236	-238.1156 9.81723	-238.2468 9.807858	-238.278 9.828959	-238.407 9.813227	-238.52 9.814293	-238.5953 9.817278
-233.2076 9.808977	-233.3004 9.707867	-233.3836 9.735141	-233.4628 9.761024	-233.593 9.755703	-233.7257 9.754501	-233.7847 9.766579	-233.8769 9.77253	-233.9944 9.7809	-234.0981 9.784407	-234.1667 9.780972	-234.2821 9.769511	-234.3934 9.769417	-234.5035 9.774302	-234.6273 9.767217	-234.7374 9.776299	-234.7969 9.778296	-234.8994 9.775543	-234.9758 9.778045	-235.1179 9.775997	-235.2238 9.769601	-235.3324 9.759039	-235.3996 9.780841	-235.5011 9.770813	-235.6197 9.768739	-235.6838 9.767904	-235.8141 9.773035	-235.8868 9.763685	-236.0081 9.774232	-236.108 9.763089	-236.2199 9.76725	-236.3258 9.760873	-236.4052 9.762302	-236.509 9.772686	-236.6226 9.75827	-236.7039 9.773119	-236.8038 9.775409	-236.9107 9.7729	-237.0112 9.763274	-237.0753 9.767308	-237.2215 9.758775	-237.279 9.777879	-237.3875 9.763176	-237.5203 9.762939	-237.5952 9.767131
-232.2022 9.739532	-232.2985 9.647763	-232.3907 9.675431	-232.4423 9.691537	-232.6149 9.688673	-232.7298 9.692691	-232.7663 9.706159	-232.8806 9.710995	-233.0044 9.716925	-233.0897 9.719156	-233.1796 9.709323	-233.2897 9.706307	-233.3969 9.709964	-233.4906 9.714595	-233.6251 9.706295	-233.725 9.717872	-233.8022 9.713629	-233.8956 9.714504	-233.9709 9.716525	-234.1071 9.72272	-234.2185 9.71193	-234.3212 9.702867	-234.3579 9.721736	-234.4904 9.717941	-234.6337 9.71648	-234.6863 9.709053	-234.8032 9.715917	-234.8906 9.704939	-234.9794 9.71776	-235.1053 9.709206	-235.2059 9.705373	-235.3282 9.708227	-235.4118 9.702751	-235.522 9.713449	-235.6243 9.698689	-235.7078 9.71244	-235.8139 9.71577	-235.9035 9.708742	-236.0108 9.697811	-236.0973 9.708838	-236.2197 9.701151	-236.2793 9.714235	-236.3943 9.708055	-236.5165 9.706215	-236.5923 9.712042
-231.2041 9.663688	-231.2838 9.58415	-231.3737 9.613256	-231.4522 9.620364	-231.634 9.623404	-231.7073 9.631849	-231.7797 9.644655	-231.8808 9.648399	-231.9875 9.653374	-232.0804 9.656603	-232.1903 9.638212	-232.2925 9.648151	-232.399 9.649925	-232.4989 9.651964	-232.6191 9.644735	-232.7084 9.654872	-232.785 9.645926	-232.8652 9.64706	-232.991 9.647808	-233.1051 9.659074	-233.2171 9.647204	-233.2922 9.638412	-233.3681 9.654135	-233.4908 9.656373	-233.6124 9.658173	-233.6755 9.648738	-233.7861 9.657763	-233.8824 9.648227	-233.9517 9.661507	-234.0729 9.657278	-234.2116 9.648	-234.3152 9.657652	-234.4254 9.646907	-234.5148 9.655061	-234.616 9.647342	-234.691 9.652737	-234.8357 9.655946	-234.9 9.651087	-235.0109 9.638037	-235.1018 9.655301	-235.2148 9.64788	-235.3028 9.653976	-235.3683 9.654577	-235.5212 9.648031	-235.5973 9.656422
-230.2403 9.580887	-230.3103 9.513176	-230.4021 9.542091	-230.474 9.542808	-230.6489 9.550891	-230.6907 9.56416	-230.8165 9.577478	-230.8804 9.577322	-230.9842 9.582054	-231.092 9.58831	-231.1917 9.565691	-231.2844 9.584755	-231.3914 9.585692	-231.4685 9.586166	-231.614 9.582949	-231.7107 9.589835	-231.7857 9.578815	-231.869 9.579374	-231.9746 9.580045	-232.0992 9.597916	-232.2179 9.588605	-232.2786 9.577924	-232.36 9.586744	-232.4772 9.593116	-232.6144 9.59797	-232.6644 9.587894	-232.7827 9.59112	-232.8855 9.586963	-232.9693 9.594851	-233.0551 9.59559	-233.222 9.5804	-233.3047 9.596517	-233.4298 9.582549	-233.5192 9.588755	-233.5934 9.591268	-233.6677 9.589213	-233.8354 9.594889	-233.8933 9.595874	-234.0175 9.579733	-234.0907 9.599881	-234.2065 9.597376	-234.3043 9.597734	-234.3593 9.602577	-234.5114 9.595741	-234.5827 9.604798
-229.2419 9.504801	-229.3172 9.445874	-229.3936 9.47299	-229.4904 9.468306	-229.6772 9.480175	-229.6989 9.496007	-229.8324 9.502816	-229.8924 9.498548	-230.0246 9.503044	-230.117 9.510703	-230.2305 9.486305	-230.2943 9.513033	-230.3944 9.513415	-230.4601 9.514373	-230.6125 9.514502	-230.7128 9.517503	-230.7901 9.507557	-230.8656 9.508804	-230.9668 9.512624	-231.1343 9.527919	-231.2117 9.525897	-231.2889 9.515436	-231.3642 9.517288	-231.48 9.526043	-231.6071 9.534316	-231.6789 9.528074	-231.7918 9.527605	-231.8717 9.524459	-231.9602 9.526317	-232.0494 9.530451	-232.1981 9.520672	-232.3112 9.533879	-232.4253 9.516911	-232.5073 9.52149	-232.6072 9.532606	-232.6762 9.523563	-232.8276 9.528792	-232.8887 9.533504	-233.0184 9.51599	-233.116 9.530432	-233.1964 9.534046	-233.3192 9.532032	-233.3648 9.540935	-233.4958 9.534863	-233.567 9.543988
-228.2525 9.430244	-228.3109 9.375234	-228.3911 9.402041	-228.4874 9.399044	-228.6783 9.411702	-228.6993 9.427785	-228.8671 9.428514	-228.9052 9.423762	-229.0302 9.429087	-229.1337 9.436752	-229.2283 9.417741	-229.2894 9.446009	-229.4015 9.440643	-229.4833 9.442313	-229.6103 9.444315	-229.7372 9.44129	-229.8061 9.438846	-229.8932 9.43865	-229.9895 9.444893	-230.1457 9.449279	-230.2012 9.455438	-230.3165 9.444654	-230.3958 9.443642	-230.4996 9.449574	-230.5996 9.459978	-230.6715 9.461023	-230.8083 9.458369	-230.8766 9.456849	-230.9674 9.455667	-231.0677 9.45892	-231.215 9.460684	-231.3013 9.463898	-231.4315 9.451542	-231.5084 9.453896	-231.626 9.47074	-231.6902 9.459076	-231.8214 9.461852	-231.8751 9.470844	-232.0187 9.454851	-232.1035 9.463295	-232.2078 9.469736	-232.2948 9.469006	-232.3829 9.477339	-232.5118 9.472967	-232.5773 9.475936
-227.2233 9.362146	-227.3232 9.30167	-227.4067 9.328685	-227.4777 9.335954	-227.6749 9.341669	-227.7092 9.355766	-227.8797 9.355372	-227.9053 9.35122	-228.0482 9.356015	-228.133 9.364207	-228.2242 9.351007	-228.3116 9.373549	-228.4002 9.366119	-228.4856 9.367711	-228.6121 9.372167	-228.7269 9.373655	-228.8055 9.373603	-228.9144 9.371081	-228.9905 9.379756	-229.1226 9.377053	-229.2109 9.388987	-229.3414 9.377104	-229.4034 9.377584	-229.4962 9.375983	-229.6235 9.385773	-229.6966 9.393839	-229.8363 9.386126	-229.9036 9.387225	-229.9987 9.380318	-230.084 9.382314	-230.2264 9.391171	-230.3174 9.38592	-230.4302 9.382989	-230.5088 9.382106	-230.6167 9.398918	-230.7084 9.393005	-230.8251 9.393014	-230.8834 9.404829	-231.0186 9.387694	-231.1036 9.394045	-231.208 9.401501	-231.3158 9.405714	-231.4108 9.408289	-231.5095 9.411399	-231.5545 9.408051
-226.2074 9.294506	-226.3273 9.228195	-226.4178 9.254565	-226.4751 9.271903	-226.6802 9.271901	-226.7122 9.28335	-226.8577 9.282568	-226.9292 9.279483	-227.0553 9.285064	-227.1218 9.293714	-227.2321 9.286371	-227.329 9.29965	-227.4249 9.293228	-227.5192 9.295738	-227.6159 9.299978	-227.7041 9.306763	-227.8037 9.306727	-227.8969 9.305346	-228.0092 9.314858	-228.1273 9.306355	-228.204 9.318768	-228.3393 9.310707	-228.4199 9.313498	-228.4898 9.304204	-228.6192 9.314718	-228.7124 9.326154	-228.8728 9.318206	-228.9162 9.318472	-229.008 9.30945	-229.0964 9.312899	-229.2275 9.325987	-229.3341 9.313513	-229.4333 9.314686	-229.5206 9.316989	-229.6261 9.325994	-229.7419 9.326128	-229.8493 9.326299	-229.8974 9.333215	-230.0182 9.318417	-230.1367 9.320246	-230.2417 9.326122	-230.311 9.336474	-230.4254 9.333179	-230.506 9.341807	-230.5736 9.33534
-225.2128 9.221787	-225.3287 9.152792	-225.4328 9.179282	-225.5075 9.203256	-225.6404 9.200565	-225.7051 9.209297	-225.8512 9.208796	-225.949 9.210472	-226.0617 9.217047	-226.1038 9.224805	-226.2287 9.219267	-226.3398 9.226787	-226.4356 9.221184	-226.5527 9.224874	-226.6267 9.229074	-226.7074 9.238401	-226.7902 9.240391	-226.8925 9.240293	-227.0274 9.249965	-227.1181 9.239042	-227.2023 9.247344	-227.3326 9.241894	-227.406 9.250049	-227.4893 9.234261	-227.618 9.245125	-227.7253 9.253948	-227.8664 9.251781	-227.9346 9.245286	-228.0272 9.243969	-228.1157 9.24463	-228.2331 9.259234	-228.3322 9.242673	-228.417 9.249037	-228.509 9.254464	-228.6361 9.255699	-228.7301 9.261151	-228.8475 9.261573	-228.9171 9.262581	-229.0416 9.252342	-229.1425 9.25646	-229.2779 9.255347	-229.3026 9.270481	-229.4152 9.262323	-229.508 9.277574	-229.594 9.264738
-224.2177 9.150447	-224.3225 9.079442	-224.4474 9.106041	-224.5156 9.133234	-224.617 9.130897	-224.7417 9.135452	-224.8466 9.138622	-224.9443 9.143393	-225.0901 9.149952	-225.114 9.157248	-225.2316 9.150813	-225.3601 9.15132	-225.4377 9.147724	-225.5422 9.151732	-225.635 9.157444	-225.7096 9.169361	-225.8008 9.171218	-225.8872 9.168098	-226.0168 9.178699	-226.1264 9.174425	-226.1991 9.174024	-226.3203 9.172008	-226.4296 9.185291	-226.4977 9.167982	-226.5966 9.177696	-226.7234 9.181686	-226.8395 9.185974	-226.9447 9.172718	-227.0289 9.182673	-227.1279 9.180279	-227.22 9.189029	-227.3332 9.174767	-227.4175 9.18369	-227.5014 9.191481	-227.6071 9.187177	-227.7122 9.195414	-227.8309 9.197486	-227.9455 9.191739	-228.0462 9.184871	-228.1423 9.194466	-228.2885 9.186467	-228.3164 9.206341	-228.4007 9.192471	-228.4904 9.213635	-228.6116 9.200476
-223.2361 9.073351	-223.3289 9.007667	-223.441 9.033075	-223.5482 9.055971	-223.6035 9.06162	-223.7382 9.061975	-223.817 9.071884	-223.9528 9.077618	-224.07 9.085017	-224.1283 9.090775	-224.2249 9.08124	-224.3503 9.079534	-224.454 9.07937	-224.5347 9.085552	-224.6438 9.087859	-224.7305 9.095428	-224.8343 9.097795	-224.8906 9.09348	-225.0219 9.104633	-225.1407 9.107468	-225.1927 9.099585	-225.3411 9.099305	-225.4174 9.114308	-225.5052 9.102902	-225.5878 9.111213	-225.7181 9.108059	-225.821 9.119658	-225.9516 9.100023	-226.0258 9.118869	-226.1511 9.11668	-226.2045 9.115817	-226.3283 9.110123	-226.4169 9.115341	-226.5229 9.127779	-226.6191 9.118418	-226.715 9.128729	-226.8275 9.133228	-226.9361 9.121804	-227.0488 9.119361	-227.1114 9.12999	-227.2977 9.121645	-227.2988 9.140534	-227.4062 9.12731	-227.4983 9.148187	-227.6347 9.138771
-222.2352 8.996784	-222.3241 8.941457	-222.4293 8.966507	-222.5536 8.980337	-222.5943 8.997102	-222.7412 8.991709	-222.8136 9.003862	-222.9367 9.010454	-223.0555 9.016533	-223.1421 9.01994	-223.2339 9.008346	-223.3525 9.009638	-223.4437 9.011959	-223.5127 9.02037	-223.64 9.019949	-223.7242 9.025617	-223.8504 9.021873	-223.913 9.0206	-224.015 9.033157	-224.1264 9.03992	-224.2115 9.02752	-224.3489 9.027472	-224.4184 9.040743	-224.5302 9.038269	-224.6029 9.043871	-224.7213 9.035831	-224.8002 9.050454	-224.9484 9.026466	-225.0128 9.052776	-225.1653 9.047479	-225.1941 9.04168	-225.3243 9.045547	-225.4379 9.047564	-225.5172 9.058448	-225.6279 9.04888	-225.7128 9.058295	-225.8082 9.063203	-225.94 9.051989	-226.0646 9.052132	-226.0962 9.063703	-226.2554 9.058611	-226.3272 9.069937	-226.4049 9.065762	-226.5082 9.080061	-226.6346 9.074729
