-599.23 -1.550284	-597.6917 -2.604772	-597.6006 -2.632519	-597.4833 -2.64348	-597.4281 -2.648028	-597.3489 -2.647393	-597.2271 -2.65037	-597.0974 -2.649269	-596.9944 -2.64872	-596.9343 -2.648017	-596.8029 -2.660764	-596.7508 -2.649054	-596.6212 -2.659387	-596.5173 -2.658892	-596.4069 -2.65821	-596.3172 -2.665384	-596.2602 -2.671413	-596.0934 -2.67571	-596.0271 -2.684441	-595.9343 -2.6871	-595.8226 -2.702131	-595.744 -2.702951	-595.6425 -2.71253	-595.5094 -2.720619	-595.4321 -2.728135	-595.3101 -2.731535	-595.2342 -2.738414	-595.1449 -2.739662	-595.0249 -2.745339	-594.897 -2.746575	-594.8071 -2.760522	-594.7568 -2.752586	-594.5823 -2.758008	-594.521 -2.759496	-594.3793 -2.754079	-594.3247 -2.762734	-594.2318 -2.767322	-594.0972 -2.767951	-594.0593 -2.773196	-593.941 -2.767169	-593.8344 -2.783595	-593.7153 -2.774027	-593.5842 -2.775665	-593.5274 -2.775438	-593.4231 -2.774768
-240.2401 9.86357	-240.301 9.804508	-240.3802 9.838848	-240.5273 9.847998	-240.5891 9.854933	-240.7224 9.856785	-240.8235 9.870266	-240.9209 9.854555	-241.0413 9.852392	-241.1404 9.866796	-241.2047 9.858475	-241.3106 9.847995	-241.3904 9.853786	-241.5143 9.840813	-241.6216 9.825812	-241.6901 9.812966	-241.8252 9.817636	-241.8946 9.794628	-242.0219 9.772272	-242.142 9.758833	-242.244 9.760522	-242.3305 9.748601	-242.4127 9.722824	-242.5097 9.707483	-242.6072 9.687645	-242.6992 9.698239	-242.7797 9.690691	-242.8642 9.688663	-242.9595 9.681475	-243.1165 9.667319	-243.2224 9.681783	-243.279 9.678758	-243.3836 9.67346	-243.4814 9.678947	-243.6162 9.666061	-243.6882 9.659776	-243.7921 9.66992	-243.8659 9.664522	-243.9967 9.674221	-244.0965 9.674217	-244.208 9.671834	-244.3065 9.675554	-244.3736 9.68059	-244.5076 9.677059	-244.6034 9.679155
-239.2336 9.807137	-239.2955 9.755363	-239.4166 9.782835	-239.521 9.795138	-239.5998 9.804729	-239.7181 9.808687	-239.8176 9.8186	-239.9161 9.806733	-240.0058 9.80756	-240.1334 9.814908	-240.1769 9.807209	-240.3001 9.804271	-240.3958 9.800569	-240.5218 9.788092	-240.6223 9.782011	-240.7079 9.770018	-240.8575 9.766018	-240.8943 9.741891	-241.044 9.722115	-241.1505 9.711669	-241.2474 9.713787	-241.3489 9.700249	-241.4354 9.671211	-241.5153 9.658871	-241.6043 9.638697	-241.6835 9.653379	-241.7814 9.639923	-241.8862 9.640205	-241.9826 9.631895	-242.1251 9.622313	-242.243 9.631339	-242.2963 9.628806	-242.3885 9.625101	-242.4792 9.631965	-242.6398 9.619387	-242.6648 9.615829	-242.7903 9.629068	-242.9 9.615876	-243.0113 9.626106	-243.0864 9.628428	-243.2102 9.634944	-243.3117 9.635881	-243.4015 9.639818	-243.5028 9.639067	-243.5954 9.643059
-238.2301 9.753245	-238.2886 9.70422	-238.4306 9.723702	-238.5164 9.736347	-238.5931 9.747116	-238.6971 9.752973	-238.8181 9.760359	-238.9193 9.754229	-239.0193 9.757771	-239.1273 9.758924	-239.1993 9.752699	-239.2906 9.755199	-239.4111 9.744447	-239.5251 9.731757	-239.6073 9.735835	-239.7221 9.725057	-239.8578 9.713004	-239.8923 9.69345	-240.0502 9.677118	-240.1478 9.670898	-240.2025 9.667049	-240.3296 9.650488	-240.4295 9.625413	-240.5234 9.613263	-240.6 9.595375	-240.6842 9.604831	-240.7836 9.591648	-240.9234 9.590925	-240.9856 9.581	-241.1324 9.578112	-241.2221 9.581559	-241.3011 9.578249	-241.3901 9.572831	-241.4572 9.580332	-241.6644 9.575197	-241.6962 9.569674	-241.7938 9.584353	-241.9163 9.566961	-242.0248 9.57655	-242.081 9.578548	-242.2181 9.5924	-242.3171 9.590919	-242.4061 9.595273	-242.5216 9.596722	-242.6064 9.602771
-237.2262 9.702923	-237.267 9.65411	-237.4301 9.666626	-237.5241 9.680161	-237.6036 9.691031	-237.6957 9.696916	-237.8128 9.702785	-237.9115 9.699337	-237.9927 9.707479	-238.1354 9.702074	-238.2025 9.697381	-238.2988 9.702864	-238.4135 9.687282	-238.5173 9.67551	-238.5841 9.686462	-238.7151 9.675824	-238.8464 9.656027	-238.9013 9.645415	-239.0321 9.629341	-239.1205 9.62429	-239.2009 9.612173	-239.3284 9.595798	-239.3936 9.579151	-239.5267 9.567541	-239.6105 9.552288	-239.7061 9.553138	-239.7864 9.546022	-239.9135 9.540045	-239.9816 9.531647	-240.1473 9.533482	-240.1978 9.535451	-240.3063 9.529884	-240.4058 9.527458	-240.4577 9.531851	-240.6439 9.534926	-240.7194 9.524672	-240.8141 9.538419	-240.928 9.519714	-241.0185 9.528112	-241.1045 9.53002	-241.219 9.546397	-241.3291 9.540907	-241.4245 9.547695	-241.5373 9.549562	-241.5889 9.560908
-236.209 9.643744	-236.2788 9.594183	-236.4458 9.604239	-236.5229 9.618401	-236.6021 9.630659	-236.6926 9.637959	-236.7849 9.642979	-236.9104 9.645067	-236.9957 9.654193	-237.1078 9.648104	-237.2205 9.643729	-237.3038 9.649799	-237.4171 9.633091	-237.4991 9.621869	-237.5775 9.635157	-237.6962 9.625177	-237.8279 9.600565	-237.9017 9.596707	-238.0276 9.578299	-238.1176 9.575517	-238.206 9.555874	-238.3423 9.539146	-238.3899 9.530228	-238.5346 9.519053	-238.5867 9.504861	-238.6937 9.498771	-238.781 9.496895	-238.9255 9.486167	-238.9994 9.478294	-239.1328 9.487644	-239.2134 9.48435	-239.3383 9.477196	-239.3987 9.47538	-239.4391 9.480534	-239.619 9.492172	-239.7241 9.479616	-239.8153 9.489452	-239.9283 9.47677	-240.0303 9.482208	-240.0947 9.485589	-240.205 9.501562	-240.322 9.49334	-240.4183 9.500142	-240.5573 9.503124	-240.5897 9.516232
-235.218 9.586559	-235.29 9.536905	-235.4222 9.545005	-235.5423 9.558088	-235.5835 9.571352	-235.6921 9.576559	-235.8156 9.580783	-235.9248 9.58458	-235.9944 9.590289	-236.1172 9.590549	-236.2345 9.584795	-236.3104 9.586041	-236.4273 9.576101	-236.5087 9.566366	-236.5951 9.575764	-236.6786 9.565999	-236.8272 9.545548	-236.9009 9.546654	-237.0057 9.527661	-237.1017 9.52736	-237.2132 9.502267	-237.315 9.484997	-237.3863 9.483305	-237.5132 9.472256	-237.5921 9.456119	-237.7149 9.445273	-237.7783 9.448512	-237.9109 9.432316	-238.0035 9.426739	-238.0986 9.441296	-238.1994 9.434201	-238.3237 9.425687	-238.4084 9.422152	-238.4614 9.427573	-238.5862 9.445362	-238.7493 9.432191	-238.8436 9.435665	-238.9108 9.433531	-239.0506 9.437221	-239.1228 9.437561	-239.1747 9.448936	-239.3108 9.442546	-239.412 9.450354	-239.5712 9.454802	-239.5932 9.467016
-234.1925 9.530565	-234.2945 9.482409	-234.3939 9.492356	-234.5215 9.506177	-234.5633 9.518517	-234.6968 9.520336	-234.8125 9.526047	-234.9085 9.530869	-234.9828 9.531732	-235.1083 9.538929	-235.2307 9.531463	-235.3176 9.525322	-235.4106 9.523444	-235.5083 9.51166	-235.5982 9.516066	-235.6821 9.50302	-235.8167 9.491589	-235.9292 9.491343	-236.0055 9.469191	-236.0811 9.466484	-236.2435 9.440032	-236.3171 9.425943	-236.4034 9.428809	-236.511 9.416842	-236.5983 9.400948	-236.7141 9.387663	-236.7719 9.398485	-236.8856 9.377972	-236.9965 9.379412	-237.0781 9.391386	-237.1899 9.387358	-237.3271 9.380645	-237.3988 9.375031	-237.4909 9.381369	-237.5549 9.397931	-237.7264 9.384885	-237.8334 9.382875	-237.9185 9.388824	-238.0274 9.392482	-238.1307 9.391133	-238.1782 9.395749	-238.3106 9.389757	-238.4388 9.3987	-238.5532 9.404418	-238.5951 9.415984
-233.1817 9.461516	-233.313 9.41676	-233.4098 9.432556	-233.501 9.45003	-233.5373 9.461623	-233.6942 9.462844	-233.8058 9.472366	-233.8998 9.472746	-233.9912 9.474956	-234.0839 9.487664	-234.2251 9.479472	-234.2855 9.468238	-234.4105 9.472758	-234.502 9.462618	-234.6183 9.458604	-234.6754 9.444126	-234.8121 9.441097	-234.9187 9.436228	-235.0201 9.413751	-235.0668 9.406607	-235.2466 9.383938	-235.3101 9.373936	-235.413 9.372022	-235.4998 9.359524	-235.6134 9.343637	-235.7153 9.331253	-235.772 9.342653	-235.9172 9.323835	-236.0084 9.327332	-236.0817 9.334461	-236.1926 9.331409	-236.3206 9.328166	-236.387 9.323807	-236.4977 9.331545	-236.5426 9.342135	-236.7043 9.334721	-236.7965 9.328581	-236.9048 9.342034	-237.0255 9.347305	-237.128 9.346034	-237.1703 9.347449	-237.3045 9.342906	-237.4369 9.350318	-237.5477 9.357693	-237.5983 9.365343
-232.1907 9.391505	-232.312 9.350909	-232.4135 9.371343	-232.4883 9.392269	-232.5456 9.401325	-232.6923 9.403408	-232.8222 9.413544	-232.8828 9.408452	-232.9799 9.410704	-233.0938 9.425297	-233.2218 9.418039	-233.2939 9.402977	-233.4103 9.414762	-233.5053 9.405386	-233.6068 9.395935	-233.6709 9.383209	-233.7912 9.387709	-233.9077 9.376218	-234.0181 9.357489	-234.0559 9.349094	-234.227 9.335292	-234.2898 9.326283	-234.4034 9.315804	-234.4895 9.304075	-234.6069 9.290086	-234.7256 9.282101	-234.7728 9.287036	-234.9099 9.275074	-234.9891 9.277739	-235.0927 9.278913	-235.176 9.279276	-235.2923 9.27891	-235.3828 9.274267	-235.5043 9.280746	-235.559 9.282461	-235.6989 9.280947	-235.7985 9.273443	-235.9005 9.289818	-235.996 9.294873	-236.144 9.290868	-236.1693 9.292933	-236.321 9.289686	-236.4451 9.299937	-236.5302 9.307577	-236.5791 9.309528
-231.191 9.320681	-231.3102 9.282657	-231.4092 9.311268	-231.4793 9.331179	-231.5622 9.338202	-231.6875 9.343518	-231.8129 9.354	-231.8877 9.34638	-231.9844 9.349786	-232.0737 9.364127	-232.2319 9.359001	-232.3044 9.342351	-232.4098 9.355137	-232.5013 9.343978	-232.5974 9.332644	-232.6813 9.320085	-232.7823 9.328439	-232.9018 9.312378	-233.0263 9.298831	-233.0724 9.283228	-233.2208 9.27714	-233.2982 9.269011	-233.3938 9.253319	-233.5005 9.242245	-233.5956 9.233681	-233.6973 9.228714	-233.7813 9.227506	-233.8985 9.224645	-233.9817 9.227364	-234.104 9.222357	-234.1791 9.229967	-234.2851 9.232241	-234.3827 9.22697	-234.5075 9.232737	-234.5647 9.22703	-234.7113 9.230095	-234.7643 9.226348	-234.8928 9.2365	-234.9585 9.243422	-235.1476 9.240413	-235.176 9.244376	-235.3235 9.238647	-235.4527 9.252145	-235.5009 9.258249	-235.5866 9.256487
-230.2104 9.244478	-230.3095 9.2078	-230.4234 9.241606	-230.4837 9.263097	-230.5905 9.26953	-230.6966 9.278179	-230.8218 9.289303	-230.8981 9.280846	-230.9945 9.286183	-231.0882 9.297472	-231.2219 9.293365	-231.2912 9.282808	-231.4298 9.28933	-231.5027 9.280607	-231.5997 9.271319	-231.6781 9.26007	-231.787 9.265839	-231.8878 9.250122	-232.0096 9.240347	-232.0773 9.219783	-232.201 9.220889	-232.2861 9.212393	-232.3877 9.191638	-232.4967 9.179931	-232.6135 9.172359	-232.7113 9.171592	-232.7884 9.164188	-232.8957 9.167826	-232.9854 9.16608	-233.1206 9.160805	-233.1861 9.168763	-233.276 9.172348	-233.3902 9.17207	-233.508 9.176483	-233.5434 9.167671	-233.704 9.172881	-233.7519 9.176995	-233.8695 9.179807	-233.965 9.189255	-234.1154 9.190562	-234.1689 9.198719	-234.3256 9.191117	-234.4188 9.206613	-234.4807 9.210293	-234.5833 9.210738
-229.2225 9.174742	-229.2985 9.139482	-229.4194 9.174824	-229.4941 9.193156	-229.6327 9.200302	-229.7071 9.210999	-229.8379 9.219265	-229.9029 9.216496	-230.0174 9.217548	-230.1002 9.221999	-230.2323 9.217363	-230.311 9.217073	-230.422 9.217645	-230.5083 9.206602	-230.6049 9.206695	-230.6981 9.198162	-230.791 9.195906	-230.8824 9.182245	-230.9987 9.177711	-231.0942 9.156809	-231.198 9.161654	-231.2889 9.149779	-231.3984 9.128158	-231.5186 9.115918	-231.5985 9.109304	-231.7113 9.113945	-231.769 9.102268	-231.8917 9.109043	-231.9814 9.102959	-232.1237 9.104036	-232.1887 9.105449	-232.2733 9.110945	-232.3743 9.113045	-232.5007 9.115665	-232.5537 9.106924	-232.6998 9.112	-232.7674 9.122624	-232.8717 9.117718	-232.9933 9.124914	-233.1041 9.129148	-233.1708 9.142279	-233.3251 9.135012	-233.4131 9.152063	-233.4677 9.155001	-233.5874 9.159584
-228.2206 9.108679	-228.2931 9.076151	-228.4305 9.108526	-228.5181 9.121346	-228.6308 9.130465	-228.7065 9.142797	-228.8443 9.149471	-228.9093 9.153954	-229.0348 9.152362	-229.1047 9.153246	-229.2339 9.148012	-229.3108 9.154791	-229.421 9.148666	-229.5255 9.137179	-229.6177 9.142975	-229.7204 9.134009	-229.7926 9.125532	-229.8904 9.115762	-229.9937 9.112938	-230.1015 9.092663	-230.2094 9.091598	-230.2789 9.078371	-230.4079 9.062391	-230.5267 9.049105	-230.6273 9.041002	-230.7108 9.046805	-230.771 9.038967	-230.9193 9.042239	-230.99 9.035142	-231.1109 9.045312	-231.2049 9.040614	-231.2875 9.047419	-231.3832 9.048461	-231.5017 9.050714	-231.5743 9.048944	-231.7087 9.052013	-231.7696 9.067286	-231.886 9.056669	-232.0008 9.063259	-232.0907 9.068748	-232.1864 9.086094	-232.3125 9.078156	-232.3895 9.095259	-232.4482 9.097981	-232.6044 9.106205
-227.1995 9.045945	-227.2775 9.014797	-227.4408 9.040477	-227.5299 9.05191	-227.6285 9.06186	-227.7209 9.073448	-227.8447 9.081982	-227.8942 9.090818	-228.0574 9.088262	-228.1252 9.084805	-228.2313 9.079221	-228.311 9.092558	-228.4315 9.080436	-228.5249 9.071845	-228.6197 9.080902	-228.7043 9.072104	-228.7967 9.058568	-228.8975 9.053598	-229.0019 9.042761	-229.081 9.032481	-229.2206 9.023376	-229.2742 9.011162	-229.4185 8.999742	-229.5262 8.987052	-229.6316 8.974947	-229.7331 8.976204	-229.7795 8.977306	-229.9476 8.970829	-229.9944 8.964422	-230.1079 8.981493	-230.2353 8.969433	-230.3157 8.977959	-230.4018 8.979054	-230.5023 8.981137	-230.5904 8.989057	-230.7022 8.987937	-230.7806 9.003689	-230.9023 8.991352	-231.0269 8.998301	-231.0924 9.005014	-231.2099 9.023351	-231.3206 9.020185	-231.3775 9.033452	-231.4458 9.03639	-231.5843 9.051407
-226.2005 8.982063	-226.278 8.952641	-226.4499 8.974104	-226.5573 8.983763	-226.622 8.994231	-226.7295 9.005629	-226.8446 9.01483	-226.8755 9.024969	-227.0384 9.022957	-227.1158 9.01835	-227.2414 9.012301	-227.3144 9.026587	-227.426 9.013075	-227.5431 9.006988	-227.6412 9.01649	-227.6985 9.009135	-227.7976 8.991709	-227.9158 8.990078	-227.9957 8.974701	-228.093 8.971644	-228.2275 8.956199	-228.2714 8.944611	-228.4124 8.937058	-228.5401 8.925968	-228.6186 8.911383	-228.7315 8.911079	-228.8039 8.916597	-228.9693 8.903851	-229.0143 8.899178	-229.1147 8.921698	-229.2436 8.905821	-229.3226 8.91337	-229.4126 8.912745	-229.512 8.914629	-229.6206 8.929199	-229.7129 8.926567	-229.8139 8.936118	-229.9194 8.926668	-230.0449 8.931465	-230.149 8.936805	-230.2145 8.954177	-230.3097 8.953995	-230.3899 8.964294	-230.4842 8.968584	-230.5821 8.986374
-225.1899 8.914968	-225.28 8.886616	-225.4545 8.905405	-225.57 8.91477	-225.6147 8.924731	-225.7284 8.937597	-225.8417 8.945887	-225.8865 8.95697	-226.03 8.953196	-226.1193 8.954894	-226.2478 8.95109	-226.3109 8.957412	-226.4429 8.94866	-226.5294 8.943779	-226.6237 8.94856	-226.6959 8.942572	-226.7976 8.927719	-226.902 8.927694	-227.0103 8.907719	-227.0936 8.906766	-227.2483 8.891037	-227.2787 8.878523	-227.4104 8.874933	-227.537 8.866096	-227.6162 8.849754	-227.7334 8.846771	-227.8304 8.854378	-227.9751 8.838512	-228.0181 8.836751	-228.1092 8.85989	-228.2628 8.846096	-228.3186 8.850573	-228.4318 8.847725	-228.5174 8.850336	-228.6355 8.870533	-228.7237 8.866778	-228.8337 8.86983	-228.9234 8.86895	-229.0313 8.873416	-229.1638 8.875512	-229.2263 8.891346	-229.308 8.891304	-229.4012 8.899976	-229.4935 8.903359	-229.5843 8.91958
-224.1835 8.848986	-224.2846 8.8201	-224.4578 8.83934	-224.5651 8.851021	-224.6156 8.859037	-224.7343 8.871057	-224.8497 8.878833	-224.8915 8.886967	-225.0289 8.881542	-225.1329 8.892378	-225.2423 8.888112	-225.3423 8.885545	-225.4501 8.88397	-225.5318 8.878798	-225.6538 8.879198	-225.687 8.874038	-225.8281 8.864408	-225.9125 8.864175	-226.0215 8.840312	-226.1149 8.837769	-226.2661 8.825302	-226.3064 8.813354	-226.4023 8.812424	-226.5477 8.804939	-226.6135 8.788527	-226.7477 8.782576	-226.8629 8.791758	-226.9403 8.775167	-227.0158 8.779024	-227.1122 8.79493	-227.2409 8.788449	-227.2925 8.791231	-227.4465 8.787216	-227.5266 8.790997	-227.6153 8.811522	-227.7274 8.810942	-227.841 8.804288	-227.9129 8.810846	-228.0256 8.816629	-228.1855 8.81823	-228.232 8.828143	-228.3225 8.830585	-228.4235 8.836669	-228.5069 8.84012	-228.5793 8.856926
-223.1926 8.775311	-223.3185 8.747724	-223.4528 8.775026	-223.5694 8.788674	-223.6136 8.795323	-223.7351 8.806765	-223.8459 8.814604	-223.9049 8.816293	-224.0063 8.810172	-224.1219 8.830708	-224.2316 8.825432	-224.3581 8.815626	-224.4594 8.82107	-224.559 8.812485	-224.6632 8.811666	-224.706 8.805017	-224.8221 8.800472	-224.9277 8.796748	-225.0296 8.775595	-225.154 8.766282	-225.2581 8.759405	-225.3166 8.74846	-225.4173 8.74568	-225.5556 8.737722	-225.6245 8.726047	-225.754 8.719702	-225.85 8.725992	-225.9163 8.714663	-226.0181 8.720943	-226.1209 8.729701	-226.2149 8.72893	-226.303 8.731227	-226.4171 8.729538	-226.5127 8.734116	-226.6081 8.749317	-226.6915 8.753257	-226.8605 8.740554	-226.9138 8.75353	-227.0259 8.759784	-227.1587 8.761816	-227.2332 8.766915	-227.3006 8.767888	-227.4225 8.775354	-227.5275 8.779331	-227.6082 8.795446
-222.1903 8.70315	-222.3218 8.676535	-222.4482 8.710851	-222.5502 8.726402	-222.6149 8.732055	-222.7397 8.742357	-222.8364 8.749254	-222.9227 8.745628	-223.048 8.738163	-223.135 8.765198	-223.2389 8.758677	-223.3725 8.744503	-223.4674 8.756805	-223.5401 8.747723	-223.6387 8.743432	-223.6822 8.735323	-223.8197 8.736019	-223.9169 8.726921	-224.0071 8.714703	-224.1746 8.698812	-224.263 8.698103	-224.3343 8.686341	-224.4254 8.677937	-224.5499 8.669814	-224.6236 8.662752	-224.7393 8.65796	-224.8362 8.657509	-224.8972 8.654943	-225.0027 8.660491	-225.1276 8.662369	-225.2401 8.66509	-225.3064 8.668774	-225.4284 8.669655	-225.4963 8.674699	-225.6077 8.682196	-225.6707 8.691221	-225.8561 8.677395	-225.9264 8.693962	-226.0178 8.701405	-226.1274 8.703745	-226.2206 8.707356	-226.3362 8.70689	-226.4156 8.717293	-226.5324 8.722372	-226.6212 8.733921
-221.1855 8.636881	-221.3141 8.612705	-221.4269 8.65348	-221.5096 8.668253	-221.5986 8.672456	-221.7389 8.679819	-221.8408 8.688044	-221.935 8.67889	-222.0455 8.67474	-222.1366 8.70253	-222.2385 8.692813	-222.4044 8.678884	-222.4459 8.692019	-222.5663 8.682111	-222.6497 8.67819	-222.6878 8.667158	-222.8015 8.671949	-222.9414 8.656713	-222.9871 8.651134	-223.1781 8.633097	-223.2545 8.63214	-223.3247 8.622209	-223.4483 8.609042	-223.5632 8.602085	-223.6399 8.598258	-223.7177 8.594496	-223.8275 8.589682	-223.8979 8.593498	-224.0108 8.599552	-224.1348 8.597145	-224.2308 8.602648	-224.3112 8.609066	-224.4331 8.609249	-224.4839 8.615234	-224.6147 8.61646	-224.6754 8.627533	-224.8549 8.618022	-224.9212 8.62962	-225.0252 8.638755	-225.1295 8.64212	-225.2192 8.645148	-225.3647 8.644894	-225.414 8.658068	-225.527 8.663963	-225.6293 8.673586
-220.1877 8.563763	-220.3195 8.542545	-220.4099 8.589518	-220.4803 8.604807	-220.586 8.609276	-220.725 8.616172	-220.8194 8.627264	-220.939 8.615649	-221.0287 8.614616	-221.1012 8.638922	-221.2266 8.630477	-221.3816 8.622017	-221.4224 8.629505	-221.5537 8.621272	-221.6201 8.619407	-221.6969 8.605607	-221.7883 8.60852	-221.934 8.591768	-221.9729 8.590386	-222.162 8.569012	-222.2325 8.568651	-222.2973 8.560628	-222.4591 8.542502	-222.5622 8.536817	-222.637 8.537623	-222.6946 8.531181	-222.8217 8.521938	-222.9128 8.53191	-223.0213 8.534069	-223.13 8.53114	-223.2311 8.536582	-223.3488 8.543303	-223.4126 8.547184	-223.462 8.552606	-223.6175 8.549896	-223.6921 8.558784	-223.8711 8.5595	-223.9279 8.563087	-224.0415 8.574106	-224.1075 8.579363	-224.23 8.584684	-224.3664 8.58456	-224.4119 8.599503	-224.5464 8.605547	-224.6448 8.614062
-219.1975 8.493197	-219.3069 8.474045	-219.3934 8.519823	-219.4719 8.535663	-219.5817 8.540509	-219.7135 8.549052	-219.8256 8.558461	-219.9213 8.551355	-220.0424 8.55088	-220.1092 8.566597	-220.2278 8.558626	-220.3691 8.559454	-220.3969 8.559823	-220.539 8.556198	-220.612 8.557056	-220.6865 8.545309	-220.786 8.541336	-220.8957 8.52879	-220.9533 8.530678	-221.1299 8.511376	-221.2101 8.511793	-221.2695 8.501767	-221.4269 8.482904	-221.5345 8.477887	-221.6157 8.478357	-221.6758 8.472671	-221.8349 8.459321	-221.9298 8.471856	-222.0229 8.469229	-222.1284 8.470381	-222.2386 8.473383	-222.341 8.477118	-222.426 8.482724	-222.4819 8.486522	-222.6409 8.483665	-222.7449 8.491343	-222.8564 8.499354	-222.9127 8.497463	-223.0431 8.50692	-223.1218 8.511445	-223.2305 8.522887	-223.3811 8.52087	-223.4072 8.538487	-223.5585 8.544707	-223.6338 8.55109
-218.1919 8.426472	-218.2948 8.411067	-218.3811 8.451618	-218.4878 8.465225	-218.5771 8.468769	-218.6977 8.479887	-218.8197 8.48705	-218.9107 8.489136	-219.0124 8.486317	-219.0882 8.495382	-219.2069 8.488907	-219.3475 8.496662	-219.3778 8.491588	-219.5411 8.487421	-219.6225 8.491848	-219.7169 8.482347	-219.7999 8.471612	-219.8927 8.466243	-219.9835 8.461508	-220.1076 8.447495	-220.2128 8.444678	-220.2826 8.433572	-220.4139 8.421621	-220.506 8.417523	-220.606 8.416199	-220.6789 8.409537	-220.8244 8.39963	-220.9325 8.408962	-220.9985 8.406417	-221.0839 8.414619	-221.1842 8.416179	-221.329 8.416281	-221.4126 8.421727	-221.4928 8.423365	-221.6286 8.424955	-221.7556 8.429615	-221.8346 8.441706	-221.8957 8.436721	-222.0385 8.443075	-222.1126 8.446751	-222.2659 8.461602	-222.3313 8.462031	-222.4098 8.477926	-222.5559 8.482284	-222.6303 8.490578
-217.1998 8.354907	-217.3248 8.340456	-217.398 8.376238	-217.5272 8.38943	-217.591 8.393564	-217.701 8.406847	-217.8179 8.414123	-217.8957 8.423958	-218.0114 8.419527	-218.0952 8.425571	-218.1981 8.420757	-218.3044 8.43384	-218.3755 8.425032	-218.5225 8.422469	-218.6223 8.427314	-218.702 8.418869	-218.8356 8.403461	-218.877 8.405739	-218.9862 8.391454	-219.1035 8.38518	-219.1951 8.374907	-219.2765 8.365099	-219.4019 8.361408	-219.4955 8.355251	-219.6036 8.350864	-219.6929 8.340297	-219.8271 8.339308	-219.9202 8.342628	-219.9933 8.339223	-220.087 8.352393	-220.1747 8.351579	-220.3176 8.35017	-220.4256 8.357023	-220.5004 8.356567	-220.6061 8.367156	-220.7368 8.368263	-220.8213 8.379843	-220.8827 8.377106	-221.0353 8.382278	-221.0983 8.386728	-221.2533 8.402775	-221.2989 8.404095	-221.3884 8.418581	-221.5552 8.421849	-221.5984 8.434366
-216.1974 8.288657	-216.3122 8.275078	-216.406 8.305994	-216.539 8.318153	-216.6075 8.321176	-216.7148 8.334481	-216.8247 8.341365	-216.9124 8.353875	-217.0229 8.346634	-217.1303 8.350569	-217.207 8.345238	-217.3125 8.360564	-217.4045 8.352695	-217.5305 8.350803	-217.6299 8.356685	-217.6938 8.35052	-217.8534 8.333791	-217.8683 8.340893	-217.9886 8.320994	-218.09 8.32151	-218.1943 8.307944	-218.2997 8.298918	-218.3927 8.299872	-218.464 8.291814	-218.607 8.28254	-218.6932 8.272758	-218.8035 8.279773	-218.9145 8.27585	-218.9948 8.273012	-219.092 8.291449	-219.1759 8.287336	-219.3065 8.285899	-219.4267 8.291579	-219.5157 8.290594	-219.5998 8.3069	-219.712 8.307547	-219.7993 8.312247	-219.8566 8.316069	-220.0199 8.317362	-220.1232 8.321404	-220.2306 8.336365	-220.2968 8.341024	-220.3706 8.353603	-220.514 8.35611	-220.5792 8.372171
-215.1763 8.225407	-215.3031 8.21371	-215.4234 8.241431	-215.5427 8.251344	-215.6218 8.253836	-215.7274 8.267	-215.8249 8.275103	-215.9299 8.287299	-216.0038 8.279249	-216.1366 8.284683	-216.2199 8.280968	-216.3115 8.290815	-216.4101 8.287696	-216.5168 8.284481	-216.6312 8.284842	-216.7254 8.279329	-216.8511 8.266631	-216.906 8.271585	-216.9983 8.247305	-217.1088 8.249567	-217.2137 8.233477	-217.3431 8.2271	-217.4082 8.22958	-217.4755 8.221902	-217.6285 8.211212	-217.7351 8.202784	-217.7911 8.215182	-217.914 8.206926	-217.9986 8.207067	-218.082 8.227773	-218.1883 8.223683	-218.2953 8.225859	-218.4279 8.226857	-218.5041 8.226105	-218.562 8.246998	-218.6746 8.248754	-218.7935 8.247252	-218.8517 8.255322	-219.0007 8.2561	-219.1285 8.259174	-219.2106 8.270608	-219.3001 8.280611	-219.3828 8.288142	-219.4996 8.291123	-219.5753 8.306869
-214.1638 8.158423	-214.3201 8.148391	-214.4101 8.176306	-214.5293 8.186672	-214.6249 8.189581	-214.7367 8.20218	-214.8199 8.213004	-214.9396 8.218588	-215.0243 8.213341	-215.1522 8.22508	-215.2257 8.222083	-215.3107 8.224604	-215.4053 8.22503	-215.5112 8.223684	-215.6353 8.217354	-215.7208 8.211356	-215.8517 8.205723	-215.9078 8.206565	-215.9998 8.181024	-216.11 8.182883	-216.2023 8.166945	-216.3307 8.163032	-216.4189 8.163352	-216.4982 8.155499	-216.6483 8.143912	-216.7524 8.132465	-216.7955 8.148813	-216.9198 8.136675	-217.029 8.140385	-217.0938 8.154421	-217.2184 8.151165	-217.3027 8.159484	-217.4473 8.158751	-217.4969 8.158684	-217.5697 8.181718	-217.6655 8.185077	-217.8229 8.179123	-217.846 8.191101	-218.004 8.195737	-218.1307 8.199721	-218.1962 8.206903	-218.3216 8.215927	-218.39 8.222141	-218.4855 8.226926	-218.5814 8.241843
