-599.3913 -2.041819	-597.7429 -3.800121	-597.6449 -3.8118	-597.5552 -3.807624	-597.447 -3.804312	-597.3956 -3.798157	-597.2802 -3.800066	-597.1502 -3.797207	-597.0839 -3.788772	-596.9156 -3.781263	-596.8358 -3.791816	-596.7787 -3.775284	-596.6259 -3.775078	-596.5617 -3.771413	-596.4683 -3.762948	-596.3406 -3.764762	-596.2596 -3.757201	-596.1597 -3.759346	-596.0409 -3.753421	-595.9915 -3.747507	-595.8169 -3.756159	-595.7668 -3.746907	-595.6652 -3.742417	-595.5353 -3.73815	-595.3989 -3.734559	-595.3476 -3.737232	-595.2367 -3.730699	-595.1616 -3.727374	-595.0717 -3.720831	-594.9717 -3.716856	-594.8633 -3.726837	-594.7632 -3.712975	-594.6318 -3.706642	-594.6038 -3.714611	-594.4434 -3.70759	-594.3706 -3.697532	-594.2537 -3.696321	-594.1218 -3.689136	-594.087 -3.685197	-593.964 -3.682187	-593.8832 -3.691981	-593.7528 -3.680194	-593.6438 -3.669164	-593.5839 -3.66845	-593.4221 -3.660143
-599.1642 -2.025615	-598.316 -3.769236	-598.2697 -3.783148	-598.2109 -3.777441	-598.1558 -3.776923	-598.1505 -3.774284	-598.0959 -3.777361	-598.0125 -3.776161	-598.0196 -3.769835	-597.9083 -3.76978	-597.8432 -3.798464	-597.7745 -3.780456	-597.6327 -3.780176	-597.5693 -3.776057	-597.4415 -3.768719	-597.3375 -3.772178	-597.2586 -3.764699	-597.1602 -3.766241	-597.0436 -3.758135	-596.9935 -3.753215	-596.8283 -3.76285	-596.7465 -3.750989	-596.6646 -3.747924	-596.5305 -3.74351	-596.4167 -3.74019	-596.3471 -3.743864	-596.2299 -3.736494	-596.1392 -3.730688	-596.049 -3.724699	-595.9778 -3.722897	-595.8169 -3.733176	-595.7513 -3.717892	-595.6556 -3.713998	-595.5776 -3.716441	-595.4583 -3.711538	-595.3826 -3.703774	-595.2502 -3.700794	-595.121 -3.695266	-595.0908 -3.6906	-594.9512 -3.688731	-594.8916 -3.698209	-594.7545 -3.685813	-594.668 -3.675922	-594.5902 -3.672746	-594.42 -3.667944
-598.6514 -2.001693	-598.3983 -3.722819	-598.3843 -3.738884	-598.376 -3.732692	-598.3687 -3.734906	-598.4173 -3.735407	-598.4094 -3.738066	-598.3628 -3.737259	-598.4259 -3.732509	-598.3521 -3.737065	-598.3649 -3.7642	-598.3503 -3.74857	-598.2428 -3.750139	-598.2225 -3.747761	-598.1367 -3.743063	-598.0986 -3.748495	-598.056 -3.741003	-598.0526 -3.746415	-597.9451 -3.739491	-597.9492 -3.742988	-597.8147 -3.768701	-597.7467 -3.755741	-597.6506 -3.754782	-597.5302 -3.748966	-597.4213 -3.747078	-597.3513 -3.750004	-597.2144 -3.743803	-597.1519 -3.737836	-597.0483 -3.729176	-596.9567 -3.730368	-596.8083 -3.740084	-596.7581 -3.724531	-596.671 -3.719891	-596.5721 -3.715011	-596.4595 -3.714565	-596.3828 -3.71003	-596.2512 -3.705791	-596.1335 -3.701714	-596.0848 -3.697569	-595.957 -3.695677	-595.889 -3.703563	-595.774 -3.691869	-595.6656 -3.682172	-595.5679 -3.676875	-595.4393 -3.674846
-597.9095 -1.972422	-597.9467 -3.662282	-597.978 -3.6807	-598.0302 -3.674172	-598.0846 -3.678876	-598.1626 -3.681517	-598.2073 -3.683816	-598.2323 -3.685098	-598.3239 -3.681954	-598.3054 -3.689505	-598.3716 -3.713999	-598.4015 -3.702276	-598.3563 -3.706699	-598.3782 -3.703488	-598.356 -3.703027	-598.3636 -3.70863	-598.3611 -3.702233	-598.4097 -3.707908	-598.3695 -3.703268	-598.4046 -3.710331	-598.3247 -3.733731	-598.2871 -3.723532	-598.2513 -3.725293	-598.2025 -3.721224	-598.148 -3.723245	-598.108 -3.725487	-598.0383 -3.721959	-598.0202 -3.717499	-597.9468 -3.711602	-597.9026 -3.719071	-597.8103 -3.747333	-597.7426 -3.730339	-597.688 -3.726358	-597.5642 -3.716792	-597.4458 -3.715647	-597.3584 -3.716442	-597.234 -3.710269	-597.1276 -3.70684	-597.0759 -3.703755	-596.9744 -3.702747	-596.8834 -3.709253	-596.7803 -3.698138	-596.697 -3.68834	-596.571 -3.683156	-596.4586 -3.680529
-596.9111 -1.935803	-596.997 -3.588119	-597.0811 -3.608306	-597.1742 -3.603268	-597.3077 -3.610533	-597.41 -3.61439	-597.5209 -3.618157	-597.6039 -3.619079	-597.7211 -3.618925	-597.7781 -3.62822	-597.8781 -3.650542	-597.9691 -3.643022	-597.9991 -3.647556	-598.0527 -3.646632	-598.0907 -3.648636	-598.1127 -3.655051	-598.1703 -3.649828	-598.2745 -3.656141	-598.311 -3.654369	-598.3576 -3.66276	-598.3442 -3.684886	-598.3531 -3.676132	-598.3812 -3.680221	-598.3851 -3.678478	-598.3517 -3.682352	-598.3808 -3.685217	-598.3627 -3.683695	-598.3938 -3.681487	-598.3544 -3.677058	-598.3672 -3.686587	-598.3155 -3.712057	-598.3118 -3.699393	-598.2874 -3.69642	-598.2374 -3.688766	-598.1623 -3.683983	-598.1252 -3.690707	-598.032 -3.687586	-597.9832 -3.685154	-597.9683 -3.685548	-597.9364 -3.691629	-597.8672 -3.714753	-597.7853 -3.704454	-597.7018 -3.694532	-597.5474 -3.690372	-597.4691 -3.688701
-595.9119 -1.912666	-596.0063 -3.539053	-596.0696 -3.55723	-596.1881 -3.555687	-596.3161 -3.562834	-596.425 -3.565199	-596.5293 -3.568026	-596.613 -3.567187	-596.7025 -3.567177	-596.7455 -3.571341	-596.8948 -3.573418	-597.0519 -3.571341	-597.1057 -3.575264	-597.2208 -3.57736	-597.306 -3.581159	-597.3922 -3.587481	-597.4624 -3.579583	-597.6007 -3.591073	-597.7324 -3.592578	-597.8051 -3.600259	-597.8546 -3.621182	-597.9243 -3.616369	-597.9768 -3.621834	-598.037 -3.622581	-598.0382 -3.627239	-598.1734 -3.629996	-598.176 -3.631108	-598.262 -3.62944	-598.2732 -3.628595	-598.3244 -3.638511	-598.3588 -3.662897	-598.3784 -3.653091	-598.3871 -3.649115	-598.4148 -3.648643	-598.3539 -3.640522	-598.3803 -3.650368	-598.3495 -3.649355	-598.3763 -3.646824	-598.3992 -3.650235	-598.3976 -3.657558	-598.3982 -3.6781	-598.3693 -3.672815	-598.3153 -3.662441	-598.1866 -3.664175	-598.1882 -3.661262
-594.9412 -1.89018	-595.0063 -3.492823	-595.0808 -3.511222	-595.1911 -3.51095	-595.3129 -3.516713	-595.4278 -3.518032	-595.5394 -3.520699	-595.6325 -3.521002	-595.7049 -3.521557	-595.7656 -3.523872	-595.9042 -3.525475	-596.0272 -3.522729	-596.1179 -3.526836	-596.2163 -3.529845	-596.3082 -3.532456	-596.389 -3.538264	-596.4742 -3.529402	-596.5784 -3.540176	-596.7374 -3.541584	-596.8136 -3.542714	-596.8868 -3.544271	-596.9875 -3.543118	-597.1065 -3.549168	-597.2154 -3.553825	-597.273 -3.558972	-597.4106 -3.560385	-597.4875 -3.562672	-597.6194 -3.564531	-597.677 -3.566329	-597.8084 -3.576451	-597.8928 -3.599227	-597.9318 -3.591232	-597.99 -3.591174	-598.0916 -3.595562	-598.0657 -3.587782	-598.1351 -3.59587	-598.1659 -3.596914	-598.2294 -3.594606	-598.3127 -3.601139	-598.3491 -3.60972	-598.3931 -3.628555	-598.4257 -3.626163	-598.4317 -3.61657	-598.3521 -3.623099	-598.3888 -3.617889
-593.9669 -1.86781	-594.0292 -3.447237	-594.0839 -3.467012	-594.221 -3.467718	-594.3197 -3.472076	-594.4355 -3.473772	-594.5312 -3.475049	-594.6181 -3.475702	-594.7025 -3.476932	-594.7695 -3.478949	-594.913 -3.480134	-595.032 -3.476966	-595.1238 -3.481215	-595.2222 -3.486421	-595.3046 -3.486413	-595.4032 -3.491658	-595.4999 -3.48205	-595.5886 -3.494983	-595.7247 -3.495983	-595.7975 -3.496894	-595.9002 -3.496295	-595.9844 -3.494556	-596.1086 -3.500257	-596.2077 -3.50555	-596.2603 -3.510129	-596.4226 -3.50989	-596.4758 -3.511208	-596.6227 -3.512617	-596.6699 -3.515147	-596.8146 -3.51975	-596.9095 -3.521502	-596.9834 -3.517517	-597.0867 -3.522077	-597.2715 -3.529564	-597.2961 -3.525639	-597.4127 -3.528414	-597.4728 -3.531554	-597.5911 -3.530489	-597.7191 -3.538532	-597.8264 -3.546854	-597.8818 -3.566114	-597.9898 -3.566265	-598.0028 -3.558584	-598.0236 -3.567406	-598.0909 -3.563281
-592.9721 -1.847292	-593.0278 -3.402632	-593.0957 -3.424921	-593.2352 -3.425892	-593.294 -3.428518	-593.4595 -3.430683	-593.5288 -3.431118	-593.6139 -3.433468	-593.7169 -3.434009	-593.784 -3.434886	-593.9244 -3.434837	-594.0199 -3.432424	-594.1075 -3.438725	-594.2095 -3.442936	-594.2965 -3.442093	-594.4177 -3.446633	-594.5076 -3.439467	-594.5964 -3.45211	-594.6996 -3.452465	-594.797 -3.453204	-594.9016 -3.449363	-594.9597 -3.449171	-595.1104 -3.456172	-595.194 -3.460542	-595.2838 -3.465493	-595.4117 -3.463296	-595.4557 -3.464969	-595.611 -3.467911	-595.6676 -3.468902	-595.8429 -3.473357	-595.9191 -3.473961	-595.9641 -3.469618	-596.1104 -3.475701	-596.2655 -3.484091	-596.3036 -3.484397	-596.426 -3.478422	-596.4935 -3.48057	-596.623 -3.481987	-596.709 -3.485932	-596.8073 -3.49073	-596.9017 -3.490639	-597.0466 -3.493132	-597.1076 -3.488983	-597.2131 -3.498682	-597.3167 -3.493358
-591.942 -1.823502	-592.0088 -3.358463	-592.0871 -3.383714	-592.2141 -3.383035	-592.2756 -3.384864	-592.4508 -3.387225	-592.5071 -3.387981	-592.623 -3.392114	-592.7242 -3.389997	-592.8032 -3.391258	-592.9112 -3.392225	-593.0039 -3.387871	-593.1048 -3.398211	-593.2078 -3.399534	-593.302 -3.400263	-593.4102 -3.403515	-593.5131 -3.398769	-593.6128 -3.409944	-593.6952 -3.409758	-593.7864 -3.4111	-593.8949 -3.405083	-593.9661 -3.406495	-594.1155 -3.413207	-594.1982 -3.41759	-594.2999 -3.421995	-594.389 -3.418714	-594.4633 -3.421971	-594.6172 -3.425404	-594.6764 -3.425445	-594.8589 -3.429104	-594.9052 -3.42887	-594.9708 -3.425436	-595.1304 -3.432577	-595.26 -3.438882	-595.2974 -3.444602	-595.4219 -3.431725	-595.4821 -3.434872	-595.6151 -3.437502	-595.6808 -3.439346	-595.8179 -3.444029	-595.899 -3.443627	-596.0441 -3.446025	-596.0868 -3.443676	-596.2375 -3.451468	-596.3202 -3.444381
-590.9295 -1.803939	-590.9849 -3.317152	-591.1023 -3.343395	-591.2231 -3.342605	-591.2784 -3.344187	-591.4516 -3.345488	-591.4847 -3.347666	-591.6202 -3.352305	-591.6985 -3.347286	-591.7698 -3.348861	-591.8846 -3.349452	-591.9978 -3.348592	-592.0977 -3.357505	-592.1967 -3.356546	-592.3129 -3.35799	-592.4104 -3.360732	-592.5016 -3.358584	-592.6146 -3.368043	-592.7034 -3.367498	-592.7728 -3.369129	-592.8702 -3.363038	-592.9581 -3.365865	-593.1167 -3.372526	-593.1821 -3.375272	-593.2963 -3.379751	-593.4022 -3.377687	-593.451 -3.3811	-593.5977 -3.383092	-593.6914 -3.382714	-593.8462 -3.385411	-593.9003 -3.385222	-593.9714 -3.383756	-594.1315 -3.389642	-594.238 -3.391135	-594.3 -3.397742	-594.4318 -3.386307	-594.4769 -3.391939	-594.5956 -3.3934	-594.675 -3.394929	-594.8197 -3.399246	-594.9126 -3.398539	-595.0211 -3.402699	-595.0788 -3.4008	-595.2605 -3.406982	-595.309 -3.398023
