Sin Funcionalizar	Sin Funcionalizar
mV	uA
Primeros 45	Primeros 45
301.1241	0.1394987
302.1345	0.1394931
303.179	0.1392729
304.1965	0.1392921
305.2124	0.1397994
306.1977	0.1386805
307.1657	0.13906
308.138	0.1385667
309.1481	0.1378273
310.1567	0.1384141
311.1469	0.1390178
312.1718	0.1387424
313.1523	0.1408703
314.1363	0.1426685
315.1446	0.1425139
316.1363	0.1441046
317.1385	0.1428394
318.1615	0.1411683
319.1612	0.1425578
320.1709	0.1411582
321.1627	0.1421603
322.1533	0.1434193
323.1604	0.142257
324.1399	0.1442704
325.1521	0.1452501
326.1455	0.1457328
327.1432	0.1459424
328.1756	0.146079
329.1933	0.1451654
330.2047	0.1455234
331.1988	0.1471407
332.177	0.1475721
333.1586	0.1481875
334.1496	0.1479288
335.1578	0.1480075
336.1551	0.1479969
337.1535	0.1493333
338.1487	0.1494311
339.14	0.1502889
340.1562	0.1524188
341.1612	0.1525417
342.1689	0.1535218
343.1772	0.1526732
344.1559	0.1514488
345.1537	0.1513762
346.1392	0.1516222
347.1463	0.1525003
348.1633	0.1535066
349.1412	0.1535946
350.1359	0.1546761
351.1308	0.1545998
352.1127	0.1539576
353.144	0.1548068
354.1762	0.1547516
355.1903	0.1548886
356.2032	0.1562745
357.2057	0.1562349
358.1934	0.1565447
359.1635	0.1580694
360.1548	0.1597238
361.1529	0.1606236
362.1524	0.1620099
363.1565	0.1626633
364.1642	0.1643776
365.1474	0.1651659
366.1315	0.164038
367.1534	0.1644252
368.17	0.1626941
369.1798	0.162098
370.202	0.1628009
371.204	0.1626435
372.1761	0.1625907
373.1705	0.1634443
374.1543	0.1651013
375.1208	0.1665412
376.1351	0.1677707
377.1343	0.1687998
378.1561	0.1680121
379.1924	0.1674309
380.1898	0.1673192
381.1983	0.1677389
382.1878	0.1685122
383.1558	0.1692841
384.1422	0.1697741
385.1298	0.1701574
386.1485	0.171866
387.1676	0.1733547
388.1699	0.1747755
389.1757	0.1745163
390.1611	0.1738863
391.1643	0.1730845
392.1826	0.1726446
393.1902	0.1739548
394.1941	0.1749097
395.193	0.1749988
396.1798	0.1758609
397.1805	0.1775184
398.1725	0.1791061
399.1688	0.1814673
400.174	0.1828673
401.1767	0.1825939
402.1815	0.1830061
403.1956	0.1822398
404.214	0.1812719
405.2336	0.1815633
406.2581	0.1813485
407.2727	0.1823182
408.2722	0.1831176
409.2653	0.1838712
410.2419	0.1850824
411.2325	0.1858858
412.2152	0.1874856
413.2093	0.1891189
414.1879	0.1906016
415.1736	0.1918338
416.1663	0.1922064
417.1627	0.1929957
418.1805	0.1928575
419.1975	0.1934302
420.2101	0.1953573
421.1959	0.1964884
422.1843	0.1971016
423.1717	0.1972401
424.1672	0.1976995
425.1712	0.1979427
426.183	0.1995008
427.191	0.2005413
428.198	0.2006107
429.2042	0.2013965
430.2134	0.2021405
431.2257	0.204972
432.1956	0.2063503
433.1807	0.2074035
434.1808	0.2100193
435.1494	0.2100124
436.1835	0.2110219
437.1904	0.2124525
438.1726	0.211764
439.1606	0.2142716
440.1396	0.2162816
441.129	0.2157675
442.1356	0.2170445
443.1549	0.2161986
444.1605	0.2172804
445.1637	0.2200377
446.1598	0.2224065
447.1523	0.2243606
448.1674	0.2257599
449.1754	0.2266321
450.1869	0.2284135
451.1855	0.2304632
452.1559	0.2316166
453.1688	0.2354957
454.1553	0.2355922
455.1528	0.2379896
456.1843	0.2401459
457.1948	0.2407539
458.2041	0.2429632
459.2242	0.2443137
460.2227	0.2466119
461.1851	0.2487868
462.1766	0.2522902
463.1629	0.2549351
464.1512	0.2567403
465.1703	0.2577956
466.184	0.258753
467.1787	0.2592345
468.1625	0.2612569
469.1778	0.2648024
470.1767	0.2675624
471.1927	0.2691849
472.1983	0.2717043
473.2041	0.2734345
474.2014	0.2739469
475.2017	0.2790944
476.2063	0.2823859
477.1832	0.2860251
478.1755	0.2893239
479.155	0.2905393
480.1552	0.2934973
481.1653	0.2961934
482.1867	0.2981359
483.21	0.3013705
484.2134	0.3030306
485.2187	0.3030849
486.2106	0.3058842
487.2012	0.3087657
488.1969	0.3113197
489.1726	0.3152204
490.1574	0.318401
491.1489	0.3193448
492.1497	0.3200928
493.1554	0.3228557
494.1616	0.326177
495.1731	0.3301356
496.1798	0.3339308
497.1812	0.3361416
498.1938	0.3386622
498.7247	0.3218215
498.7574	0.2992708
498.2911	0.2705862
497.304	0.2362695
496.3065	0.216674
495.3041	0.1977888
494.3142	0.1817065
493.3334	0.1682215
492.3278	0.1558686
491.3348	0.1468873
490.3257	0.1376001
489.3159	0.1300176
488.3316	0.1228212
487.339	0.1157007
486.3508	0.1089761
485.3695	0.101958
484.3716	0.0955126
483.3529	0.08977842
482.3559	0.08376813
481.3328	0.07779089
480.3137	0.07229143
479.3231	0.06478291
478.3162	0.05943818
477.3206	0.05337328
476.3406	0.04991604
475.342	0.04943562
474.3224	0.04708301
473.3084	0.04483277
472.3018	0.03912249
471.2856	0.03282605
470.3107	0.02855282
469.3067	0.02580057
468.2988	0.02437411
467.3101	0.02144836
466.3103	0.01806149
465.3238	0.0145818
464.3104	0.010533
463.3105	0.008570479
462.3191	0.007672583
461.3261	0.006093402
460.3599	0.004551921
459.3907	0.002453616
458.3917	1.58E-04
457.4068	-0.003143281
456.3705	-0.005068315
455.3674	-0.00718451
454.3304	-0.00957241
453.3214	-0.01039377
452.3237	-0.01223467
451.2969	-0.01323487
450.3003	-0.01434648
449.2864	-0.01541047
448.3005	-0.01528209
447.3131	-0.01707595
446.3222	-0.01846142
445.3284	-0.02102718
444.3288	-0.02234278
443.3054	-0.02237609
442.3203	-0.02262807
441.3172	-0.02037989
440.3206	-0.02164768
439.3428	-0.02368597
438.334	-0.02635915
437.3446	-0.0285743
436.3474	-0.02988173
435.3159	-0.02886094
434.3468	-0.02741056
433.3381	-0.02936216
432.3318	-0.03070561
431.369	-0.03206757
430.3419	-0.03428134
429.3545	-0.03436536
428.3542	-0.03536062
427.3362	-0.03725108
426.3364	-0.03818991
425.3176	-0.03824637
424.3463	-0.03712451
423.3513	-0.0373184
422.3599	-0.03841088
421.3963	-0.03908028
420.3816	-0.04175721
419.3739	-0.04188818
418.3679	-0.04113544
417.329	-0.04404166
416.3231	-0.04415449
415.3547	-0.04478826
414.3546	-0.04433853
413.3723	-0.04404125
412.3626	-0.04307188
411.3492	-0.04318063
410.3849	-0.04222083
409.4001	-0.04152977
408.4142	-0.04201107
407.4299	-0.04221753
406.385	-0.04410577
405.3918	-0.0446253
404.3855	-0.04436262
403.3638	-0.04565365
402.3763	-0.04384481
401.3418	-0.04660963
400.3379	-0.04760402
399.3241	-0.04772769
398.3198	-0.0516053
397.3302	-0.04971255
396.3206	-0.05117637
395.3221	-0.05219072
394.3185	-0.05327709
393.3091	-0.05433404
392.3141	-0.05459113
391.3116	-0.0538433
390.2898	-0.05340025
389.2886	-0.0526512
388.2979	-0.05263358
387.2976	-0.05380918
386.3427	-0.0533943
385.3273	-0.05441926
384.3157	-0.0550589
383.3216	-0.05616248
382.3087	-0.05740407
381.3405	-0.05725558
380.3648	-0.05755965
379.361	-0.05638164
378.3586	-0.05551975
377.3389	-0.05537236
376.3166	-0.0554968
375.3152	-0.05606322
374.2957	-0.05824766
373.3229	-0.05844773
372.3049	-0.06152643
371.3142	-0.06264994
370.3482	-0.06170459
369.3237	-0.06187186
368.3311	-0.05937809
367.3189	-0.05986316
366.2848	-0.06065013
365.2986	-0.06293306
364.3097	-0.06594463
363.3345	-0.06583869
362.3454	-0.06730688
361.3444	-0.06623507
360.3408	-0.06244697
359.3271	-0.06174589
358.3264	-0.06084575
357.3236	-0.06148749
356.3037	-0.0637682
355.2987	-0.0650146
354.302	-0.06564878
353.287	-0.06631813
352.311	-0.06587104
351.2967	-0.06543384
350.3006	-0.06579399
349.3031	-0.06700074
348.2996	-0.06711154
347.3153	-0.06669022
346.2983	-0.07453804
345.3029	-0.07365195
344.3056	-0.07491606
343.298	-0.07639533
342.2928	-0.06819224
341.287	-0.06871974
340.2723	-0.06789913
339.2689	-0.06836254
338.2684	-0.06965693
337.2488	-0.07065878
336.2608	-0.07191244
335.2675	-0.07249095
334.2696	-0.0730137
333.298	-0.07153418
332.3035	-0.07100026
331.2974	-0.07065168
330.3174	-0.07003243
329.3055	-0.07438716
328.2897	-0.07452556
327.2921	-0.07535376
326.2691	-0.07429369
325.275	-0.07436632
324.2774	-0.07427888
323.2797	-0.07678136
322.2849	-0.08693433
321.291	-0.08245249
320.2981	-0.08644351
319.301	-0.08155187
318.289	-0.0679502
317.2869	-0.07181479
316.2724	-0.06814031
315.2685	-0.07023409
314.2716	-0.07553112
313.2863	-0.07342298
312.3017	-0.07442999
311.2994	-0.07710121
310.3321	-0.07808046
309.3343	-0.0806102
308.3382	-0.08236638
307.3476	-0.08185089
306.3688	-0.08329164
305.3623	-0.08355884
304.3587	-0.08440051
303.3622	-0.08551764
302.3389	-0.08668277
301.3141	-0.08486322
300.3291	-0.08300389
299.3334	-0.08223645
298.3291	-0.08121652
297.3354	-0.0828502
296.3242	-0.08350136
295.3077	-0.08375268
294.2875	-0.08329124
293.2961	-0.08344467
292.2753	-0.08412558
291.2726	-0.08564688
290.2723	-0.08416312
289.2446	-0.08671309
288.2577	-0.08847553
287.2715	-0.08890504
286.2816	-0.09335919
285.2997	-0.09272141
284.2844	-0.09472211
283.2958	-0.09505353
282.2986	-0.09423869
281.3095	-0.09367248
280.3494	-0.09142921
279.3463	-0.09075218
278.3297	-0.09150926
277.3267	-0.09145829
276.3173	-0.09200697
275.2848	-0.09223783
274.3047	-0.09159683
273.3047	-0.09305906
272.2773	-0.09358431
271.2877	-0.0941664
270.2786	-0.09483372
269.2891	-0.09243761
268.2997	-0.09360646
267.312	-0.09283468
266.3076	-0.0924526
265.2696	-0.09497522
264.2678	-0.0931859
263.2572	-0.09421983
262.264	-0.09567939
261.29	-0.09517962
260.3051	-0.09417732
259.2929	-0.09658869
258.2911	-0.09583258
257.2737	-0.09644769
256.2564	-0.1006778
255.2909	-0.09886777
254.2733	-0.10101
253.2786	-0.1041223
252.2964	-0.1024446
251.2822	-0.1035211
250.2834	-0.1032223
249.2615	-0.1006048
248.235	-0.1025165
247.2306	-0.1020216
246.2417	-0.1017461
245.2667	-0.1026434
244.2607	-0.1008956
243.2594	-0.09919492
242.2574	-0.1009516
241.2607	-0.1014617
240.2675	-0.1041408
239.26	-0.1069345
238.2528	-0.1064536
237.2262	-0.1080873
236.2341	-0.1081883
235.2388	-0.1103245
234.2436	-0.1113373
233.2559	-0.1107232
232.2655	-0.1093989
231.2577	-0.1078181
230.2643	-0.1068473
229.2903	-0.1052648
228.3042	-0.1075955
227.3159	-0.1070195
226.3184	-0.1051727
225.2973	-0.1074573
224.2764	-0.1064749
223.2739	-0.108181
222.2797	-0.110704
221.2777	-0.1108566
220.282	-0.1120027
219.2939	-0.1127869
218.286	-0.1138342
217.2995	-0.1148634
216.3082	-0.1153801
215.3176	-0.1168282
214.3123	-0.1180169
213.309	-0.1169459
212.2787	-0.117242
211.2555	-0.116172
210.2721	-0.1148216
209.2931	-0.1169021
208.3215	-0.1166142
207.335	-0.1168272
206.3385	-0.1175778
205.3336	-0.1161944
204.3407	-0.115625
203.3592	-0.1155091
202.3612	-0.1165202
201.3665	-0.1145042
200.3636	-0.1243029
199.3388	-0.1260385
198.342	-0.1264631
197.3322	-0.1303314
196.3262	-0.1236613
195.3222	-0.1247404
194.3027	-0.1247804
193.2896	-0.1255652
192.2991	-0.1248433
191.3054	-0.1238732
190.3133	-0.1241768
189.3082	-0.1209494
188.2854	-0.1219755
187.2714	-0.1227449
186.2463	-0.1232071
185.2481	-0.1257328
184.2538	-0.1250207
183.2631	-0.124166
182.2811	-0.1247791
181.2947	-0.1266554
180.3021	-0.1259696
179.3174	-0.1266909
178.3314	-0.1261783
177.3374	-0.1265505
176.3505	-0.1285422
175.3337	-0.1297452
174.3133	-0.1310406
173.2945	-0.1305299
172.2814	-0.1307351
171.2881	-0.1310964
170.2793	-0.1311278
169.2744	-0.1321774
168.2886	-0.1325881
167.2868	-0.1323942
166.311	-0.1320544
165.3283	-0.1313735
164.3059	-0.1318749
163.2961	-0.1330032
162.2637	-0.1342341
161.2296	-0.1353414
160.2292	-0.1353963
159.2483	-0.1353072
158.2846	-0.1354849
157.3103	-0.1362001
156.3072	-0.1375067
155.2801	-0.1378511
154.2698	-0.1380138
153.2901	-0.1378011
152.3147	-0.1369815
151.3365	-0.1374142
150.3266	-0.1375089
149.3172	-0.1375532
148.2957	-0.138484
147.2706	-0.1389081
146.283	-0.1392465
145.278	-0.140565
144.2743	-0.1414342
143.3093	-0.1422434
142.2803	-0.1433638
141.2833	-0.1426172
140.2814	-0.1421082
139.2528	-0.1417181
138.2834	-0.1413554
137.2554	-0.1419463
136.2524	-0.1417762
135.2628	-0.1421183
134.261	-0.1422787
133.2763	-0.1423151
132.2539	-0.1432275
131.2495	-0.1434953
130.2521	-0.1438106
129.2466	-0.1441244
128.2628	-0.1435726
127.2744	-0.1436864
126.2838	-0.1438083
125.3025	-0.1443663
124.3403	-0.1449774
123.3262	-0.1455074
122.3231	-0.1453853
121.3211	-0.1453137
120.2943	-0.1447867
119.3057	-0.1448639
118.2876	-0.1457849
117.2758	-0.1459518
116.2918	-0.1476569
115.3045	-0.1476854
114.3009	-0.1470302
113.3068	-0.1469471
112.3052	-0.14603
111.3023	-0.1456496
110.3056	-0.1466329
109.3209	-0.1473362
108.3198	-0.1479942
107.3199	-0.1490692
106.3206	-0.1496204
105.3168	-0.1501154
104.3277	-0.1505957
103.3103	-0.1510649
102.3261	-0.1504885
101.3335	-0.1497768
100.3234	-0.1499862
99.33372	-0.1497643
98.32019	-0.1500677
97.31798	-0.1504344
96.31029	-0.1501248
95.31889	-0.1506814
94.32109	-0.1509912
93.28942	-0.1522061
92.28385	-0.1532824
91.25986	-0.1526994
90.2589	-0.1526816
89.25546	-0.1520081
88.24991	-0.1514776
87.26144	-0.1523647
86.23859	-0.1528088
85.26512	-0.1520243
84.26591	-0.1519056
83.27003	-0.1513736
82.27605	-0.1510849
81.26787	-0.1524715
80.26173	-0.1536925
79.24031	-0.155755
78.25467	-0.1567185
77.22939	-0.1563342
76.2503	-0.1554122
75.28026	-0.1532068
74.29417	-0.1536341
73.32504	-0.154717
72.33051	-0.1550077
71.31181	-0.1563818
70.27843	-0.156677
69.27496	-0.1567913
68.25656	-0.157862
67.24658	-0.1583956
66.25103	-0.1578722
65.25512	-0.1576781
64.26657	-0.1572451
63.2949	-0.1561144
62.33708	-0.1563388
61.33757	-0.1564327
60.3286	-0.1565207
59.30894	-0.156823
58.28693	-0.1565816
57.28473	-0.15546
56.30615	-0.1553801
55.31599	-0.1563545
54.33143	-0.1571798
53.32857	-0.1587491
52.32709	-0.1595522
51.31999	-0.1596322
50.30394	-0.1594703
49.3246	-0.1599434
48.33244	-0.1599323
47.34384	-0.1597487
46.34341	-0.1597178
45.342	-0.1591679
44.31494	-0.1592753
43.3071	-0.1596883
42.30218	-0.1611407
41.28674	-0.1621036
40.27734	-0.1619361
39.25839	-0.1610129
38.25645	-0.1595658
37.27247	-0.1585453
36.2899	-0.1589768
35.30954	-0.1603148
34.3058	-0.1611141
33.27607	-0.1619214
32.26592	-0.1623454
31.25455	-0.1630022
30.27835	-0.1633585
29.2803	-0.1641628
28.28608	-0.1646453
27.29519	-0.1638226
26.27946	-0.1634167
25.29842	-0.162871
24.29834	-0.1615799
23.30589	-0.1616245
22.30389	-0.1619634
21.30816	-0.1610934
20.31644	-0.1610523
19.32315	-0.160713
18.31973	-0.1604678
17.31275	-0.1620851
16.31529	-0.1638803
15.31639	-0.1654414
14.32254	-0.1668355
13.31747	-0.1667875
12.31523	-0.1672026
11.29607	-0.1668608
10.32088	-0.1666
9.322305	-0.1669604
8.346866	-0.1656014
7.355973	-0.1653576
6.328303	-0.1652117
5.342146	-0.1649624
4.311254	-0.1657772
3.325927	-0.1663977
2.340186	-0.1659078
1.333123	-0.1655622
0.3651955	-0.1646646
-0.6300519	-0.1641914
-1.587759	-0.1645086
-2.537473	-0.1649016
-3.508824	-0.1661364
-4.483565	-0.1667149
-5.469872	-0.1674592
-6.484064	-0.1680096
-7.505401	-0.1684397
-8.508326	-0.1695151
-9.53857	-0.1699532
-10.55077	-0.1704875
-11.55083	-0.1708349
-12.55765	-0.1695392
-13.55155	-0.1688964
-14.54645	-0.1679838
-15.54867	-0.1674839
-16.53116	-0.1680279
-17.52712	-0.168216
-18.55658	-0.1688809
-19.56418	-0.1693162
-20.59826	-0.170194
-21.62665	-0.1713205
-22.60331	-0.1725427
-23.60833	-0.1722876
-24.61006	-0.1718696
-25.59132	-0.1714177
-26.5682	-0.169835
-27.55296	-0.1703577
-28.54322	-0.1706105
-29.54462	-0.1708029
-30.55891	-0.1718716
-31.57681	-0.1722208
-32.58095	-0.1719157
-33.58635	-0.1725478
-34.60165	-0.1727515
-35.61776	-0.1728718
-36.60837	-0.1736938
-37.61149	-0.1737683
-38.62133	-0.1737913
-39.59319	-0.173601
-40.60788	-0.1742853
-41.61102	-0.1745174
-42.59992	-0.1744237
-43.59216	-0.1747351
-44.57433	-0.173908
-45.55871	-0.1733056
-46.54729	-0.1736809
-47.56589	-0.1738184
-48.57129	-0.1744248
-49.58721	-0.1745713
-50.59442	-0.1740162
-51.58828	-0.1732514
-52.58407	-0.1727761
-53.584	-0.1741348
-54.58161	-0.1755301
-55.56996	-0.176898
-56.58487	-0.1771799
-57.5964	-0.1776884
-58.58573	-0.1773928
-59.60381	-0.177518
-60.59622	-0.1783324
-61.58658	-0.1777961
-62.60421	-0.1780291
-63.59768	-0.1760431
-64.57655	-0.1750104
-65.55984	-0.1746459
-66.55683	-0.1744432
-67.55924	-0.1763989
-68.59587	-0.177325
-69.61401	-0.1771755
-70.61629	-0.1766471
-71.61913	-0.1752852
-72.60266	-0.1750821
-73.6006	-0.1755851
-74.60265	-0.1762786
-75.61008	-0.1780452
-76.59581	-0.1783624
-77.58173	-0.1781361
-78.58588	-0.1788435
-79.56779	-0.1793656
-80.59465	-0.1794
-81.6068	-0.1795709
-82.6073	-0.1790099
-83.61435	-0.1781397
-84.60335	-0.178162
-85.60831	-0.1782967
-86.58992	-0.1786187
-87.59123	-0.1789177
-88.58609	-0.1787163
-89.56601	-0.1776258
-90.56479	-0.1766749
-91.56328	-0.1763723
-92.56895	-0.176824
-93.58781	-0.1780947
-94.59015	-0.1795678
-95.59412	-0.1803481
-96.57114	-0.1805591
-97.55544	-0.1812405
