Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
HQ t0	HQ t0	HQ t1	HQ t1	HQ t2	HQ t2	HQ t3	HQ t3	HQ t4	HQ t4	HQ t5	HQ t5	HQ t6	HQ t6	HQ t7	HQ t7	HQ t8	HQ t8	HQ t9	HQ t9	HQ t10	HQ t10	HQ t11	HQ t11	HQ Au	HQ Au
519.0215	4.844006	518.9102	5.235483	518.8289	5.213232	518.8388	4.887945	518.8026	5.417209	518.7285	5.496592	518.6859	6.188655	518.7133	5.917933	518.705	5.623753	518.6647	6.074782	518.6967	5.972763	538.7056	6.50642	538.6942	9.40926
518.0451	4.814392	517.9263	5.205956	517.8331	5.185279	517.8396	4.862117	517.826	5.393814	517.737	5.481068	517.7383	6.165245	517.7478	5.899717	517.7042	5.602989	517.699	6.053293	517.7068	5.950923	537.7283	6.488855	537.707	9.239027
517.0334	4.780094	516.9188	5.172784	516.8447	5.155806	516.8608	4.833643	516.8369	5.367167	516.7363	5.450794	516.7626	6.13543	516.7537	5.87519	516.6981	5.57804	516.7036	6.026697	516.688	5.926899	536.7331	6.472593	536.7233	9.072311
516.0161	4.745869	515.9437	5.142263	515.8537	5.126503	515.8634	4.807343	515.8358	5.341724	515.7431	5.430006	515.7612	6.106973	515.7517	5.851983	515.6931	5.555992	515.7028	6.000574	515.6827	5.903661	535.7363	6.452787	535.7502	8.904577
515.0374	4.711253	514.9437	5.111783	514.8655	5.098228	514.8619	4.781246	514.8419	5.316265	514.7754	5.39743	514.7677	6.079234	514.7446	5.826896	514.7013	5.534534	514.6945	5.974862	514.6776	5.880917	534.7334	6.431918	534.7547	8.738005
514.0381	4.673735	513.9402	5.078142	513.8602	5.067822	513.8681	4.752068	513.8231	5.289452	513.7664	5.363956	513.7424	6.048738	513.7294	5.797093	513.7127	5.509614	513.6509	5.94806	513.6649	5.854932	533.722	6.413662	533.7437	8.576525
513.071	4.639873	512.9778	5.047189	512.8893	5.038233	512.8611	4.725074	512.8275	5.266373	512.7659	5.338762	512.7214	6.020728	512.7522	5.77067	512.7244	5.487527	512.679	5.924749	512.7042	5.830715	532.7043	6.392129	532.7189	8.410962
512.1064	4.606324	511.9785	5.01292	511.9028	5.007652	511.8677	4.697895	511.8352	5.241581	511.7823	5.316293	511.7332	5.993343	511.7564	5.74402	511.7567	5.464602	511.7045	5.89992	511.7297	5.805765	531.6815	6.373739	531.7179	8.251772
511.0923	4.569929	510.9795	4.976204	510.9026	4.974095	510.8588	4.668197	510.8186	5.213978	510.7625	5.295945	510.7484	5.961922	510.773	5.714046	510.7661	5.436464	510.7143	5.871081	510.751	5.777438	530.6763	6.356146	530.7316	8.096084
510.1075	4.533371	509.9753	4.939981	509.9103	4.941148	509.8672	4.640717	509.8246	5.186897	509.7676	5.274339	509.7388	5.931176	509.7791	5.68513	509.7727	5.409902	509.7368	5.841789	509.7404	5.749732	529.686	6.334762	529.7173	7.936356
509.078	4.4958	508.9579	4.902141	508.8716	4.906305	508.863	4.611832	508.8209	5.156301	508.7686	5.248562	508.747	5.900277	508.7454	5.654729	508.7787	5.382018	508.7275	5.809847	508.7336	5.720866	528.6951	6.315752	528.7226	7.781424
508.0534	4.457915	507.9451	4.865226	507.8609	4.872944	507.8303	4.581779	507.8032	5.126008	507.7569	5.217307	507.7369	5.870161	507.7294	5.625669	507.7672	5.353879	507.7087	5.779559	507.7094	5.691306	527.6899	6.294945	527.7232	7.625901
507.0545	4.42151	506.9371	4.829924	506.856	4.841568	506.8405	4.55209	506.7889	5.098406	506.7665	5.193195	506.7156	5.840258	506.7007	5.597842	506.7533	5.326661	506.7034	5.752732	506.6859	5.662499	526.7102	6.273693	526.7168	7.471933
506.0146	4.386361	505.9304	4.794005	505.8547	4.808884	505.8137	4.521789	505.7868	5.069715	505.7514	5.166149	505.7232	5.810033	505.6811	5.56959	505.7151	5.298134	505.7077	5.724869	505.691	5.634509	525.7079	6.253834	525.7372	7.323572
505.0149	4.352212	504.9341	4.75875	504.8794	4.7767	504.8264	4.491464	504.7662	5.041218	504.754	5.142298	504.7376	5.780243	504.6915	5.542931	504.6944	5.27069	504.7128	5.69819	504.6954	5.606796	524.7001	6.23294	524.7542	7.178699
504.0126	4.315872	503.9332	4.721341	503.8646	4.740962	503.8467	4.458159	503.7691	5.009843	503.7628	5.10888	503.7317	5.745881	503.7039	5.511994	503.701	5.240373	503.7045	5.668251	503.6746	5.576319	523.7119	6.212255	523.7299	7.035377
502.9866	4.280035	502.9354	4.682538	502.8566	4.703804	502.8209	4.426059	502.7765	4.976238	502.7504	5.074477	502.7178	5.711356	502.7054	5.479212	502.6804	5.211023	502.7171	5.63616	502.6533	5.54773	522.6927	6.190416	522.7269	6.891619
502.0075	4.242622	501.9482	4.643559	501.8715	4.667115	501.821	4.39376	501.7698	4.944175	501.7494	5.042245	501.7136	5.680409	501.7175	5.449396	501.6898	5.183396	501.7181	5.605662	501.6651	5.519451	521.6798	6.16675	521.7222	6.748448
501.0153	4.204257	500.9229	4.602004	500.8602	4.627894	500.811	4.359333	500.786	4.909273	500.7438	5.003413	500.6906	5.646151	500.7097	5.415426	500.7081	5.151256	500.7207	5.571581	500.6573	5.48736	520.6836	6.144325	520.7177	6.607393
500.0394	4.168576	499.9035	4.562017	499.8794	4.591444	499.7942	4.325315	499.7853	4.876334	499.7404	4.977685	499.6923	5.613547	499.7101	5.383875	499.688	5.120296	499.7284	5.539908	499.6981	5.458897	519.6795	6.11989	519.7427	6.466914
499.0719	4.133254	498.9092	4.523565	498.8933	4.554541	498.8242	4.292374	498.8116	4.844696	498.7673	4.943196	498.7035	5.582793	498.7324	5.356229	498.7105	5.089986	498.7313	5.508512	498.7319	5.429349	518.6995	6.096413	518.73	6.329536
498.0424	4.095387	497.89	4.481907	497.8775	4.515132	497.827	4.256306	497.8039	4.807087	497.7815	4.909461	497.6893	5.543515	497.7373	5.320848	497.7084	5.054601	497.7171	5.471859	497.7231	5.393619	517.7231	6.07472	517.7278	6.195514
497.042	4.056968	496.8995	4.44287	496.864	4.47888	496.8361	4.22122	496.7971	4.7719	496.7888	4.877848	496.69	5.505969	496.7452	5.286581	496.6946	5.021105	496.6953	5.4397	496.7242	5.361073	516.7401	6.048986	516.7136	6.061144
496.0127	4.016496	495.9109	4.402878	495.8671	4.440366	495.8491	4.186732	495.7662	4.735722	495.794	4.838436	495.6856	5.466338	495.7437	5.249463	495.6869	4.988712	495.6927	5.405242	495.6882	5.325965	515.7674	6.025383	515.7108	5.930783
494.9805	3.974986	494.8896	4.361638	494.8655	4.401382	494.8298	4.148845	494.7328	4.697775	494.7472	4.802621	494.6724	5.425416	494.7306	5.209038	494.6685	4.955005	494.6805	5.36999	494.6564	5.287529	514.7853	6.001175	514.7279	5.804193
494.0139	3.936133	493.8878	4.322723	493.8599	4.36375	493.8302	4.112618	493.7402	4.66397	493.7411	4.768728	493.6897	5.387317	493.7184	5.172661	493.6828	4.924222	493.6813	5.337809	493.6563	5.255791	513.7719	5.974718	513.7162	5.677601
493.0045	3.897511	492.8884	4.281502	492.8719	4.323588	492.8146	4.075153	492.7412	4.630505	492.7416	4.731631	492.686	5.345779	492.7111	5.134174	492.6827	4.89213	492.689	5.302394	492.6507	5.221028	512.7817	5.951115	512.7559	5.554635
492.0023	3.858957	491.8732	4.239473	491.868	4.282296	491.7993	4.037839	491.763	4.595655	491.718	4.699498	491.7062	5.306467	491.679	5.097086	491.6889	4.858021	491.6957	5.265041	491.6854	5.18522	511.7681	5.926952	511.7638	5.43494
490.994	3.818521	490.8731	4.195451	490.8449	4.240289	490.8002	3.999302	490.7787	4.558842	490.7334	4.666372	490.7079	5.264096	490.6719	5.059556	490.687	4.820817	490.6841	5.225586	490.701	5.149812	510.7525	5.900245	510.7751	5.312654
489.9742	3.777888	489.8755	4.151384	489.8461	4.19715	489.7953	3.960819	489.767	4.5208	489.7277	4.628092	489.7	5.221341	489.6754	5.020888	489.6682	4.783252	489.6783	5.184525	489.7018	5.111341	509.7493	5.873373	509.7984	5.19135
488.9766	3.738815	488.8894	4.109314	488.8531	4.155781	488.7851	3.924876	488.7928	4.481573	488.7085	4.59462	488.7009	5.182395	488.6859	4.985182	488.6822	4.746299	488.6825	5.144705	488.7032	5.073385	508.7251	5.843492	508.7733	5.068618
487.9876	3.699443	487.9243	4.067568	487.8577	4.116497	487.7936	3.886596	487.8027	4.442531	487.7349	4.55605	487.6854	5.141776	487.7073	4.948045	487.6715	4.70722	487.6638	5.105287	487.683	5.033748	507.7177	5.813028	507.7479	4.946775
487.0289	3.661852	486.9452	4.026768	486.8713	4.077609	486.8151	3.849433	486.7836	4.404664	486.744	4.518643	486.7139	5.10205	486.7147	4.9105	486.6956	4.670736	486.6907	5.068122	486.6838	4.99528	506.7208	5.78272	506.7296	4.829313
486.0489	3.627207	485.9457	3.98594	485.8892	4.039479	485.8361	3.81258	485.8019	4.367895	485.7576	4.481419	485.7449	5.063819	485.722	4.87321	485.7218	4.634373	485.7278	5.032339	485.7085	4.957933	505.7202	5.753468	505.7191	4.715288
485.0297	3.587529	484.9327	3.939229	484.8787	3.994927	484.8607	3.769842	484.7897	4.324475	484.776	4.442424	484.7764	5.018686	484.7246	4.829857	484.7153	4.593722	484.7371	4.989436	484.7103	4.915505	504.7288	5.725509	504.7167	4.607536
484.0362	3.548081	483.9266	3.89214	483.8783	3.949005	483.8543	3.727699	483.7771	4.280928	483.7737	4.402129	483.7849	4.971987	483.7242	4.785976	483.7353	4.554196	483.7504	4.947557	483.7102	4.874975	503.7134	5.694869	503.7303	4.499055
483.0034	3.508031	482.9385	3.844965	482.8962	3.901667	482.8391	3.685414	482.7869	4.238874	482.7609	4.361465	482.7528	4.926161	482.7153	4.740197	482.742	4.513927	482.7281	4.904228	482.7262	4.835628	502.6942	5.665049	502.7116	4.392551
481.9778	3.464083	481.9337	3.795166	481.8752	3.852728	481.8378	3.641427	481.7776	4.19313	481.7498	4.314118	481.7113	4.876414	481.713	4.693092	481.7347	4.470207	481.6982	4.85746	481.7119	4.791578	501.7038	5.635164	501.7128	4.289907
481.0029	3.423594	480.9268	3.749174	480.8893	3.807615	480.8114	3.599626	480.7812	4.151804	480.7535	4.269621	480.6987	4.831911	480.6993	4.650984	480.7278	4.42936	480.6905	4.815942	480.7092	4.752675	500.6915	5.601668	500.7056	4.185872
479.9908	3.383787	479.9376	3.703479	479.8913	3.762301	479.8284	3.558179	479.7871	4.110361	479.74	4.224557	479.7002	4.785846	479.7017	4.608809	479.7098	4.387394	479.6783	4.772634	479.7089	4.71281	499.6938	5.570426	499.7282	4.084655
479.0015	3.342051	478.9062	3.656668	478.876	3.716818	478.8333	3.515651	478.8114	4.065876	478.7524	4.176311	478.7072	4.737814	478.7112	4.566285	478.6749	4.343001	478.6852	4.727389	478.6923	4.66845	498.7017	5.539539	498.7635	3.98424
478.0179	3.301381	477.9074	3.612497	477.8792	3.671607	477.8166	3.474361	477.8072	4.020567	477.7622	4.135901	477.7138	4.690936	477.6974	4.524638	477.6594	4.300587	477.6962	4.683609	477.6872	4.625311	497.6914	5.504555	497.7376	3.881233
477.0238	3.26031	476.9065	3.567655	476.8652	3.627769	476.8345	3.432515	476.7705	3.975344	476.7549	4.092433	476.6981	4.641979	476.7044	4.478426	476.6626	4.256998	476.6713	4.638117	476.6831	4.579341	496.6907	5.471007	496.741	3.780608
476.0277	3.218184	475.8968	3.523585	475.8599	3.583456	475.8235	3.390582	475.7739	3.930081	475.7343	4.052721	475.6903	4.59458	475.7035	4.431847	475.677	4.216551	475.68	4.593485	475.6837	4.533991	495.6888	5.43693	495.7209	3.68242
475.0455	3.18129	474.9149	3.478886	474.864	3.53886	474.8074	3.348271	474.7689	3.883573	474.7438	4.015574	474.7024	4.546429	474.7159	4.384454	474.7085	4.174168	474.6833	4.548307	474.6972	4.488072	494.6799	5.399611	494.7061	3.586725
474.0473	3.143171	473.9227	3.433649	473.8781	3.494472	473.8308	3.30403	473.7776	3.840135	473.7284	3.972681	473.7315	4.497312	473.7315	4.335551	473.7269	4.130185	473.6836	4.502374	473.6796	4.441959	493.6867	5.366024	493.7357	3.49463
473.0425	3.106375	472.9297	3.388436	472.8818	3.448332	472.8336	3.260234	472.8137	3.797751	472.737	3.928235	472.7507	4.446878	472.7435	4.287446	472.7372	4.087265	472.7076	4.456343	472.6781	4.397699	492.6833	5.331259	492.7286	3.405525
472.0562	3.06691	471.9063	3.338927	471.8596	3.398442	471.8256	3.214456	471.8122	3.75245	471.768	3.878967	471.7622	4.393632	471.7521	4.236106	471.7367	4.038254	471.701	4.404202	471.7117	4.349147	491.7169	5.294537	491.717	3.318386
471.0147	3.025319	470.8973	3.290939	470.8541	3.35027	470.8318	3.169093	470.8094	3.706649	470.7395	3.832736	470.7495	4.340468	470.7445	4.185912	470.7184	3.990145	470.6912	4.352865	470.7115	4.300204	490.7193	5.256922	490.6895	3.231941
470.0247	2.984123	469.8983	3.24506	469.839	3.303645	469.8229	3.125612	469.8241	3.661569	469.751	3.785183	469.7218	4.289029	469.7616	4.136373	469.7111	3.943897	469.6828	4.303772	469.7298	4.255034	489.7263	5.216404	489.6759	3.145269
469.0088	2.940724	468.8998	3.198378	468.8233	3.255073	468.826	3.081519	468.8142	3.611215	468.7296	3.735558	468.7096	4.236871	468.7497	4.085663	468.6868	3.893155	468.6753	4.251647	468.729	4.204406	488.7295	5.179311	488.6887	3.060018
467.9969	2.900728	467.8989	3.154454	467.8395	3.211306	467.8401	3.037787	467.7984	3.563693	467.7239	3.688855	467.7134	4.187585	467.7516	4.039353	467.684	3.84596	467.6783	4.206078	467.7023	4.155375	487.7224	5.140924	487.6949	2.976724
467.0088	2.863225	466.9152	3.10929	466.8467	3.16471	466.8562	2.993674	466.802	3.518296	466.7488	3.637566	466.7243	4.139157	466.7619	3.993609	466.6994	3.800386	466.6975	4.160911	466.7042	4.108928	486.7275	5.104713	486.7279	2.896406
465.9998	2.822973	465.929	3.059238	465.8454	3.114239	465.845	2.94634	465.7915	3.467876	465.7238	3.58786	465.7473	4.086022	465.7455	3.943295	465.7172	3.750549	465.7169	4.109178	465.7179	4.055202	485.7253	5.067737	485.754	2.821026
465.0004	2.786423	464.9385	3.009505	464.8714	3.064752	464.8363	2.89944	464.7923	3.420595	464.7496	3.544581	464.7524	4.033195	464.756	3.895822	464.7341	3.705196	464.7158	4.059556	464.723	4.005673	484.7517	5.024921	484.7426	2.74453
463.9777	2.74897	463.9525	2.960755	463.8821	3.014587	463.8401	2.851597	463.8179	3.371097	463.7588	3.497499	463.7372	3.978425	463.7351	3.845215	463.7312	3.658485	463.7281	4.00832	463.7202	3.957328	483.7358	4.982122	483.7586	2.66777
462.9911	2.706887	462.9486	2.911422	462.8784	2.965812	462.8132	2.804767	462.8155	3.322611	462.7548	3.449367	462.748	3.923257	462.7223	3.792758	462.7281	3.609843	462.7198	3.954964	462.7037	3.907685	482.726	4.937937	482.7651	2.593087
462.0181	2.669731	461.935	2.86562	461.8827	2.91903	461.8306	2.759676	461.8312	3.275254	461.8102	3.403973	461.7176	3.870405	461.7327	3.744735	461.7395	3.561885	461.7227	3.904573	461.6902	3.861217	481.7211	4.893435	481.7302	2.517989
461.037	2.62907	460.9303	2.819962	460.8887	2.873154	460.8247	2.715111	460.8489	3.228333	460.7914	3.354302	460.728	3.818237	460.7235	3.694661	460.7484	3.512607	460.7421	3.853061	460.7083	3.811964	480.6939	4.84972	480.7358	2.446685
460.0746	2.588933	459.9461	2.773313	459.8854	2.825938	459.8299	2.671439	459.8365	3.181968	459.779	3.305899	459.7477	3.765365	459.7568	3.643411	459.7645	3.460854	459.7529	3.800313	459.721	3.761703	479.6983	4.80604	479.7211	2.377738
459.0688	2.549746	458.9382	2.726994	458.8851	2.778017	458.8564	2.627524	458.8404	3.131939	458.7922	3.258786	458.7382	3.70927	458.7694	3.590191	458.7628	3.408721	458.7507	3.746056	458.7516	3.707999	478.6971	4.759846	478.7	2.307064
458.0358	2.508033	457.9273	2.679407	457.88	2.729593	457.8517	2.583008	457.8209	3.080424	457.7729	3.211593	457.7412	3.654454	457.7588	3.534307	457.7345	3.357577	457.7501	3.691221	457.7546	3.65223	477.7057	4.714482	477.6992	2.239556
457.0176	2.46864	456.9331	2.634904	456.8683	2.683736	456.8717	2.539353	456.818	3.030307	456.7876	3.161989	456.7353	3.598703	456.7582	3.479379	456.7307	3.307687	456.7335	3.63922	456.7572	3.599237	476.7188	4.668773	476.7031	2.173021
456.0051	2.429572	455.8997	2.588445	455.8565	2.637624	455.8551	2.494497	455.8224	2.978567	455.7943	3.113323	455.7286	3.542088	455.7422	3.422602	455.7185	3.258875	455.7285	3.585182	455.7555	3.544603	475.7366	4.62318	475.6781	2.108598
455.0122	2.391641	454.8868	2.544881	454.8583	2.592432	454.8494	2.450011	454.8011	2.929012	454.7816	3.064186	454.721	3.486566	454.7356	3.369352	454.6989	3.208353	454.7391	3.533241	454.7368	3.492095	474.741	4.578679	474.6863	2.047657
454.0263	2.356283	453.8933	2.502515	453.8768	2.54972	453.8498	2.405518	453.8087	2.884662	453.7829	3.014871	453.7376	3.434539	453.7386	3.318219	453.7088	3.160809	453.72	3.484	453.7453	3.442398	473.7346	4.532542	473.7011	1.986547
453.0446	2.318714	452.8879	2.455748	452.8676	2.50233	452.8449	2.357414	452.7924	2.835883	452.7683	2.961291	452.7245	3.377044	452.7222	3.262217	452.6887	3.106397	452.7313	3.429005	452.7294	3.387634	472.7294	4.48667	472.6939	1.928569
452.0392	2.280807	451.8897	2.411492	451.8509	2.455973	451.8332	2.312372	451.7778	2.788749	451.7731	2.914328	451.7133	3.321383	451.7042	3.209685	451.6924	3.054495	451.7087	3.375094	451.7312	3.335294	471.7154	4.436567	471.7286	1.869712
451.0373	2.242949	450.939	2.367497	450.8572	2.411024	450.8281	2.267911	450.8058	2.741568	450.7714	2.866203	450.7241	3.269229	450.6984	3.157371	450.7079	3.004527	450.6958	3.321895	450.7181	3.284191	470.7288	4.386235	470.7301	1.812231
450.0319	2.202875	449.9345	2.323483	449.8405	2.363945	449.814	2.223651	449.7932	2.689761	449.7684	2.81541	449.7067	3.211381	449.696	3.102292	449.7088	2.950567	449.7082	3.265903	449.702	3.229443	469.7442	4.338373	469.7227	1.756205
449.0156	2.16593	448.9284	2.281857	448.8521	2.319964	448.8126	2.182866	448.8147	2.641258	448.7869	2.772034	448.7112	3.160545	448.7039	3.053241	448.7121	2.902671	448.7005	3.214454	448.703	3.179703	468.7561	4.287385	468.7181	1.698464
448.0158	2.129932	447.9318	2.239568	447.8771	2.277099	447.8347	2.140103	447.8388	2.59266	447.7997	2.717875	447.7333	3.109965	447.7264	3.005007	447.7195	2.852712	447.712	3.164661	447.714	3.127413	467.7571	4.240866	467.7072	1.645466
446.9984	2.09479	446.9085	2.193724	446.871	2.230966	446.8489	2.093309	446.8154	2.542589	446.8103	2.664943	446.7162	3.055224	446.7368	2.95285	446.7076	2.801931	446.7083	3.110223	446.739	3.073232	466.7651	4.194761	466.7005	1.594862
445.9883	2.061447	445.912	2.148208	445.8725	2.184386	445.849	2.047327	445.7975	2.494503	445.802	2.613675	445.7093	3.001667	445.748	2.902065	445.6868	2.75233	445.7109	3.056768	445.7503	3.020663	465.7511	4.140732	465.7045	1.544831
444.9961	2.025099	444.9078	2.101269	444.8778	2.136279	444.8282	2.000484	444.7727	2.444743	444.8037	2.560416	444.6938	2.946386	444.7415	2.848166	444.6855	2.702114	444.7007	3.00083	444.7284	2.966327	464.7314	4.093529	464.7215	1.498015
444.0262	1.988287	443.9202	2.056532	443.8822	2.088921	443.8145	1.954969	443.7693	2.39642	443.7935	2.513663	443.6714	2.893072	443.738	2.794243	443.6714	2.653419	443.6897	2.944951	443.6964	2.915199	463.734	4.04208	463.7256	1.449996
443.05	1.950572	442.9076	2.013453	442.8755	2.044202	442.8027	1.912556	442.7769	2.350941	442.7906	2.465393	442.6879	2.838321	442.721	2.742483	442.6944	2.60661	442.6904	2.891356	442.6963	2.864938	462.7379	3.98744	462.7357	1.40068
442.0626	1.912885	441.9244	1.970441	441.8765	1.999421	441.8102	1.870226	441.7987	2.305457	441.7921	2.419098	441.6917	2.783618	441.7153	2.691914	441.6986	2.555593	441.6681	2.837432	441.6838	2.813351	461.7282	3.938085	461.755	1.352607
441.0721	1.87694	440.9231	1.930457	440.8543	1.957043	440.8232	1.829683	440.8105	2.261861	440.7823	2.373344	440.7204	2.731428	440.7299	2.643636	440.6853	2.505919	440.6888	2.786729	440.7071	2.763145	460.7497	3.88402	460.7495	1.304628
440.0148	1.841143	439.91	1.888781	439.8569	1.912573	439.8418	1.788706	439.809	2.2167	439.768	2.325838	439.72	2.675302	439.7236	2.591932	439.695	2.454498	439.6922	2.733372	439.7198	2.710467	459.7549	3.830354	459.7689	1.256252
439.0088	1.80556	438.924	1.848873	438.8546	1.869266	438.8223	1.749445	438.8122	2.16991	438.7791	2.280085	438.7265	2.623225	438.7252	2.540789	438.6715	2.404354	438.689	2.681485	438.7033	2.657697	458.7375	3.777271	458.7668	1.20898
437.9891	1.772058	437.9212	1.810547	437.8621	1.828811	437.826	1.713226	437.8165	2.124188	437.7885	2.233548	437.7597	2.575386	437.7124	2.490393	437.6857	2.360149	437.7141	2.632374	437.7141	2.607655	457.7458	3.721847	457.7419	1.163055
436.9552	1.737566	436.9319	1.771901	436.8806	1.788233	436.8334	1.673884	436.8212	2.076889	436.7784	2.185488	436.762	2.524185	436.7211	2.438443	436.7162	2.31222	436.6935	2.580694	436.7144	2.555236	456.7369	3.668446	456.7615	1.119045
435.994	1.706085	435.9422	1.735246	435.8674	1.749637	435.8198	1.63726	435.8129	2.032142	435.783	2.139333	435.7755	2.475944	435.7397	2.389381	435.7333	2.266685	435.7254	2.531651	435.7143	2.505275	455.7205	3.614987	455.7318	1.077915
435.0034	1.676815	434.9485	1.698643	434.8822	1.711918	434.8615	1.600442	434.8133	1.990452	434.7693	2.095747	434.7835	2.428953	434.7806	2.342862	434.7682	2.220311	434.7444	2.484828	434.7493	2.457335	454.7323	3.563988	454.7381	1.039623
434.0351	1.643946	433.9419	1.659672	433.8873	1.671908	433.8577	1.558322	433.8311	1.947936	433.7553	2.049534	433.7892	2.376177	433.7996	2.291167	433.7874	2.16865	433.7449	2.433084	433.7646	2.405765	453.749	3.516622	453.7617	1.003815
433.0707	1.612498	432.9391	1.621952	432.8875	1.631695	432.8578	1.520118	432.8199	1.906184	432.77	2.007964	432.782	2.324546	432.7821	2.241175	432.7988	2.120772	432.7646	2.382761	432.7696	2.357822	452.7554	3.461136	452.7466	0.967297
432.0614	1.579401	431.9525	1.584352	431.8715	1.592785	431.8697	1.481262	431.8604	1.862761	431.7878	1.964114	431.7755	2.273934	431.7796	2.190646	431.7772	2.071558	431.7501	2.332144	431.7709	2.309174	451.7472	3.407136	451.7577	0.93175
431.045	1.544013	430.9407	1.546625	430.857	1.552863	430.8413	1.442877	430.8512	1.816285	430.7976	1.917764	430.764	2.222694	430.7551	2.139319	430.753	2.022895	430.7385	2.281275	430.7656	2.259332	450.7385	3.353244	450.7473	0.896747
430.0298	1.512005	429.9424	1.511185	429.8527	1.51585	429.841	1.407913	429.8226	1.772398	429.7949	1.873501	429.7648	2.17539	429.7346	2.092788	429.7482	1.97693	429.7387	2.2336	429.7443	2.213018	449.7105	3.295857	449.7382	0.858791
429.0061	1.480683	428.9358	1.473914	428.8483	1.478242	428.839	1.372098	428.8442	1.728515	428.8185	1.828616	428.7715	2.130887	428.7513	2.047755	428.7294	1.931472	428.7383	2.186342	428.7602	2.166109	448.6981	3.245255	448.7277	0.825548
428.0276	1.451409	427.926	1.436925	427.8635	1.439895	427.8326	1.33442	427.8307	1.686563	427.8134	1.785043	427.7904	2.085467	427.7583	2.005449	427.739	1.887656	427.7257	2.140249	427.775	2.117988	447.7401	3.195119	447.7368	0.794527
427.0619	1.422161	426.9135	1.400339	426.8819	1.401927	426.8373	1.296523	426.8348	1.645565	426.808	1.741524	426.7903	2.0381	426.7554	1.960852	426.7438	1.842377	426.7131	2.09091	426.7562	2.070853	446.7367	3.140533	446.7346	0.763198
426.0519	1.391532	425.9024	1.362701	425.8717	1.362768	425.8289	1.258519	425.8373	1.60279	425.8101	1.698537	425.7772	1.989511	425.7607	1.916223	425.7327	1.79872	425.7059	2.042216	425.7664	2.023882	445.7574	3.087298	445.718	0.734914
425.0745	1.360906	424.9069	1.327079	424.8785	1.326964	424.8394	1.223111	424.8234	1.564005	424.7931	1.657095	424.7807	1.943375	424.7431	1.870743	424.7495	1.75798	424.7124	1.995554	424.775	1.979498	444.7599	3.031541	444.7148	0.704358
424.0586	1.327733	423.9274	1.291271	423.8914	1.291194	423.8462	1.188357	423.8145	1.524445	423.7858	1.615991	423.7739	1.896268	423.7278	1.822556	423.7533	1.715449	423.7362	1.94824	423.7728	1.935594	443.7362	2.976695	443.7063	0.67483
423.0429	1.296733	422.9473	1.257604	422.8797	1.256892	422.8513	1.155142	422.8187	1.487221	422.7879	1.577406	422.7861	1.851442	422.7347	1.78051	422.7604	1.675307	422.7527	1.903811	422.7704	1.8923	442.7465	2.923021	442.6976	0.646416
422.0764	1.266885	421.9572	1.225787	421.8827	1.223137	421.861	1.123268	421.8417	1.452539	421.8211	1.540731	421.7817	1.809511	421.7552	1.740607	421.7788	1.63733	421.771	1.861594	421.7767	1.849839	441.7399	2.868986	441.6953	0.618916
421.0616	1.235308	420.9578	1.191922	420.8889	1.187037	420.8437	1.088812	420.8433	1.414199	420.8323	1.501323	420.7973	1.763247	420.7726	1.697597	420.7892	1.593806	420.7677	1.815348	420.7567	1.801794	440.7391	2.817715	440.704	0.592361
420.0663	1.205495	419.9337	1.160236	419.89	1.152601	419.8478	1.056843	419.8533	1.376978	419.8464	1.462964	419.8058	1.719926	419.7779	1.656805	419.8089	1.553564	419.7362	1.771568	419.758	1.757118	439.7386	2.764162	439.7059	0.562794
419.0829	1.176342	418.9254	1.128273	418.8985	1.118823	418.8613	1.026368	418.8578	1.33916	418.8336	1.425534	418.7763	1.678591	418.7882	1.61431	418.8029	1.514498	418.74	1.72962	418.7659	1.712641	438.7276	2.71216	438.7101	0.535334
418.0582	1.146692	417.9092	1.096188	417.8963	1.086311	417.8665	0.994852	417.8403	1.301514	417.8122	1.385326	417.7766	1.637056	417.7895	1.571321	417.7733	1.473653	417.7184	1.685762	417.757	1.667448	437.7445	2.663354	437.7312	0.50912
417.0625	1.120378	416.9268	1.067776	416.887	1.057107	416.8687	0.965825	416.8427	1.265632	416.7968	1.348812	416.7484	1.600137	416.7966	1.53413	416.7641	1.436712	416.7192	1.647019	416.7482	1.628356	436.7468	2.61162	436.7403	0.483423
416.0502	1.095225	415.9547	1.039845	415.9	1.028484	415.8705	0.937524	415.8365	1.232172	415.7932	1.31434	415.7489	1.563294	415.8023	1.495764	415.7507	1.399617	415.7484	1.60827	415.7478	1.589051	435.76	2.563019	435.7345	0.461965
415.042	1.070137	414.9688	1.011592	414.911	0.998523	414.888	0.907346	414.8559	1.198064	414.8094	1.279432	414.7623	1.526235	414.8027	1.45709	414.7737	1.36109	414.7592	1.567071	414.7463	1.549933	434.7943	2.516205	434.7531	0.441402
