Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
HQ t0	HQ t0	HQ t1	HQ t1	HQ t2	HQ t2	HQ t3	HQ t3	HQ t4	HQ t4	HQ t5	HQ t5	HQ t6	HQ t6	HQ t7	HQ t7	HQ t8	HQ t8	HQ t9	HQ t9	HQ t10	HQ t10	HQ t11	HQ t11	HQ Au	HQ Au
505.8554	6.061944	505.7267	8.583538	505.7316	8.478453	505.6724	7.722463	505.658	8.313196	505.6015	8.235451	505.5545	8.917675	505.5801	8.484142	505.5888	7.987123	505.538	8.535379	505.5021	8.389127	485.6016	7.202148	485.5779	14.28087
506.876	6.096992	506.7449	8.663315	506.7304	8.563196	506.6653	7.801092	506.6545	8.3764	506.6141	8.300001	506.5679	8.983696	506.5729	8.555128	506.5977	8.054869	506.5666	8.591406	506.5214	8.453028	486.5824	7.265946	486.555	14.582
507.9141	6.130163	507.802	8.74205	507.7372	8.643932	507.663	7.876477	507.6616	8.435347	507.6229	8.361107	507.5792	9.049282	507.5936	8.624619	507.5964	8.117589	507.5674	8.656961	507.5465	8.511695	487.578	7.339783	487.5517	14.89124
508.9369	6.164393	508.8134	8.818146	508.7284	8.729055	508.6745	7.955843	508.6938	8.497675	508.627	8.422672	508.5869	9.112436	508.6025	8.692265	508.599	8.181492	508.5935	8.718861	508.5699	8.570522	488.5715	7.414861	488.5483	15.20691
509.9336	6.197958	509.8469	8.883831	509.7332	8.807011	509.6881	8.030972	509.7075	8.553644	509.6342	8.479539	509.6045	9.172155	509.6005	8.751997	509.6169	8.240841	509.6091	8.777781	509.5816	8.624996	489.5848	7.485251	489.5502	15.52419
510.9493	6.228638	510.8342	8.939791	510.7109	8.881506	510.6818	8.099176	510.7073	8.605499	510.6161	8.529593	510.5869	9.225384	510.6085	8.803836	510.6134	8.297532	510.6237	8.836701	510.5724	8.676538	490.564	7.559205	490.558	15.84848
511.927	6.263299	511.8217	8.985669	511.7111	8.962343	511.6761	8.174778	511.7145	8.665764	511.6111	8.585056	511.5916	9.278221	511.6147	8.856575	511.6294	8.353509	511.632	8.892495	511.5695	8.730347	491.5437	7.62807	491.5427	16.1765
512.9078	6.297052	512.8098	9.01896	512.7078	9.040581	512.658	8.245771	512.6887	8.723307	512.614	8.636798	512.5797	9.322836	512.606	8.899889	512.5903	8.406263	512.5975	8.941984	512.5559	8.780821	492.5383	7.696342	492.5409	16.50869
513.8976	6.333766	513.7789	9.056464	513.7137	9.125817	513.6586	8.320168	513.6682	8.784571	513.6187	8.693066	513.5627	9.375978	513.5945	8.953712	513.5641	8.465857	513.5995	9.000169	513.5492	8.838828	493.5367	7.765218	493.5255	16.84532
514.8985	6.370507	514.7943	9.09337	514.7258	9.219824	514.6553	8.402357	514.6694	8.853262	514.6117	8.755026	514.5752	9.438603	514.6136	9.015608	514.5756	8.529741	514.5875	9.049654	514.5817	8.901658	494.5681	7.835455	494.5139	17.18635
515.8865	6.405445	515.7767	9.106439	515.7341	9.295147	515.6538	8.466717	515.6594	8.907072	515.6106	8.803167	515.5776	9.489144	515.6034	9.067004	515.5656	8.583888	515.5837	9.099365	515.5905	8.95228	495.5941	7.911556	495.5199	17.53763
516.8926	6.440377	516.7742	9.116923	516.7167	9.370023	516.6526	8.532616	516.6468	8.962936	516.5892	8.855923	516.5719	9.548826	516.5809	9.128141	516.591	8.640959	516.5947	9.151804	516.6037	9.007696	496.6119	7.976913	496.5483	17.88554
517.8963	6.47928	517.7968	9.117669	517.7078	9.444016	517.6527	8.59393	517.6571	9.019839	517.5782	8.909813	517.5822	9.6094	517.5934	9.190718	517.5901	8.697416	517.5913	9.20033	517.6076	9.061461	497.6007	8.042044	497.5573	18.2331
518.8688	6.514392	518.7867	9.089057	518.705	9.50407	518.658	8.643885	518.646	9.069355	518.5784	8.959714	518.5699	9.655088	518.5694	9.243433	518.589	8.7404	518.5739	9.254868	518.5803	9.104475	498.5852	8.105309	498.5573	18.58791
519.8677	6.549323	519.7988	9.064831	519.7006	9.580958	519.6432	8.706397	519.623	9.135353	519.5953	9.023658	519.5461	9.711115	519.5679	9.303656	519.5823	8.796736	519.5617	9.31001	519.5683	9.1603	499.569	8.157991	499.5628	18.93599
520.8826	6.588541	520.8058	9.026939	520.7008	9.6547	520.6482	8.763817	520.6196	9.202659	520.6014	9.08633	520.5547	9.766222	520.5902	9.359917	520.582	8.854488	520.5569	9.365685	520.5504	9.214852	500.571	8.219969	500.5397	19.29379
521.8885	6.622595	521.8065	8.968796	521.6905	9.72276	521.6502	8.815503	521.6121	9.270481	521.6144	9.145248	521.5706	9.80834	521.5892	9.407878	521.6049	8.910465	521.5399	9.418086	521.5545	9.264491	501.5763	8.289	501.5496	19.66369
522.8965	6.660828	522.8231	8.904034	522.6997	9.791615	522.6613	8.868292	522.615	9.34697	522.6268	9.211064	522.5824	9.85984	522.5784	9.454082	522.6084	8.973783	522.5363	9.477207	522.5501	9.318738	502.5748	8.351097	502.5565	20.0319
523.9057	6.698914	523.811	8.827374	523.6989	9.846748	523.6691	8.902885	523.6241	9.416817	523.6063	9.26827	523.5894	9.908007	523.5797	9.497445	523.6167	9.032312	523.5355	9.528525	523.5426	9.368455	503.578	8.419235	503.5414	20.40735
524.8901	6.733592	524.8091	8.746039	524.7053	9.892206	524.6754	8.925359	524.626	9.485435	524.5984	9.32634	524.5684	9.955219	524.5552	9.542673	524.621	9.083321	524.5237	9.577908	524.5625	9.416263	504.5637	8.483227	504.565	20.78559
525.8802	6.76996	525.7938	8.667284	525.7086	9.929153	525.6621	8.939938	525.6232	9.556286	525.5953	9.387193	525.55	10.0109	525.5304	9.590981	525.5963	9.135038	525.517	9.631254	525.5499	9.465745	505.5692	8.538476	505.542	21.16277
526.8683	6.807246	526.7642	8.596357	526.6872	9.952688	526.6542	8.934608	526.6257	9.622342	526.5869	9.44567	526.533	10.06472	526.5273	9.646978	526.5865	9.188726	526.5339	9.682194	526.5607	9.517675	506.5885	8.599852	506.5374	21.54681
527.8529	6.848794	527.7682	8.533515	527.6797	9.966651	527.6653	8.921485	527.6255	9.695827	527.5728	9.510588	527.5386	10.126	527.5165	9.71274	527.576	9.248286	527.5319	9.74818	527.5702	9.573133	507.5913	8.658771	507.5472	21.9334
528.8674	6.887184	528.7734	8.464382	528.6803	9.957739	528.6581	8.885289	528.6244	9.763201	528.5846	9.57157	528.5422	10.17958	528.5372	9.771654	528.5577	9.306202	528.5306	9.800201	528.5594	9.621309	508.6153	8.717888	508.5471	22.32484
529.868	6.927279	529.7709	8.399854	529.6843	9.931074	529.668	8.833687	529.641	9.835389	529.5651	9.635839	529.54	10.23328	529.5651	9.831417	529.563	9.363483	529.5494	9.852766	529.5433	9.673507	509.6189	8.77272	509.5781	22.71581
530.9114	6.967484	530.7864	8.345033	530.6965	9.892654	530.6686	8.771305	530.6508	9.918941	530.5741	9.708554	530.5519	10.29564	530.5905	9.89563	530.5602	9.428228	530.5484	9.894659	530.5573	9.732983	510.6071	8.824124	510.5941	23.10442
531.9302	7.002019	531.7858	8.287773	531.7074	9.8191	531.6679	8.687781	531.6482	9.991281	531.5751	9.773059	531.5466	10.34411	531.5799	9.945176	531.5563	9.481322	531.551	9.939839	531.5381	9.781202	511.6176	8.876881	511.5934	23.4994
532.9202	7.040232	532.7831	8.245057	532.7129	9.742849	532.6847	8.609406	532.6459	10.08487	532.5802	9.854943	532.566	10.40675	532.559	10.00329	532.5479	9.548021	532.5703	10.00456	532.5293	9.84413	512.5936	8.92695	512.5925	23.89589
533.9397	7.078818	533.8029	8.211087	533.7287	9.649065	533.7024	8.525864	533.652	10.17989	533.6074	9.940354	533.5696	10.47455	533.5535	10.0671	533.5481	9.622513	533.578	10.07076	533.5616	9.910206	513.572	8.983407	513.5754	24.29622
534.9263	7.115739	534.7847	8.171787	534.7301	9.523035	534.7015	8.428858	534.6386	10.25889	534.5996	10.00943	534.5694	10.53072	534.5384	10.11934	534.5273	9.682145	534.5579	10.14236	534.5601	9.961552	514.559	9.044331	514.5728	24.70988
535.939	7.154357	535.7756	8.144426	535.7272	9.400081	535.7162	8.343513	535.6486	10.34764	535.6423	10.09205	535.5641	10.59524	535.5694	10.17971	535.5319	9.75132	535.5472	10.20595	535.5791	10.02197	515.5534	9.094071	515.5585	25.11764
536.9415	7.19403	536.7551	8.121892	536.7262	9.261781	536.6942	8.254066	536.6442	10.42525	536.6454	10.16453	536.5521	10.65931	536.5729	10.24173	536.525	9.816341	536.5378	10.26412	536.5834	10.07939	516.5334	9.147174	516.5631	25.52645
537.9255	7.230448	537.7418	8.1004	537.6998	9.119347	537.6761	8.163446	537.6239	10.4925	537.6248	10.23042	537.5663	10.71803	537.5679	10.30095	537.5156	9.874501	537.4962	10.3174	537.5615	10.13096	517.5377	9.19925	517.558	25.93782
538.9067	7.268047	538.7542	8.085451	538.6931	8.996941	538.6647	8.093925	538.6212	10.57771	538.616	10.31511	538.5611	10.78981	538.5626	10.37268	538.533	9.942684	538.4906	10.3837	538.5344	10.19215	518.5483	9.240282	518.5535	26.34073
539.8773	7.305407	539.7638	8.071615	539.6877	8.884922	539.6387	8.030297	539.6071	10.65983	539.5757	10.39646	539.5616	10.8636	539.5562	10.44551	539.5178	10.00916	539.5151	10.44805	539.5138	10.25573	519.5391	9.2939	519.564	26.75553
540.8716	7.342813	540.7742	8.058581	540.6796	8.782161	540.6364	7.974528	540.6136	10.74209	540.5632	10.48167	540.5444	10.94118	540.5591	10.5208	540.5251	10.08118	540.5031	10.5182	540.5068	10.3221	520.559	9.34741	520.5442	27.17725
541.8793	7.381624	541.7653	8.044009	541.6902	8.692758	541.6318	7.926898	541.6084	10.82519	541.5728	10.5682	541.5137	11.01476	541.5496	10.59427	541.5272	10.15214	541.5213	10.59109	541.5093	10.3906	521.5688	9.397144	521.5485	27.60465
542.8552	7.419593	542.761	8.029808	542.6838	8.609113	542.6412	7.878372	542.6204	10.90124	542.5676	10.65237	542.4956	11.09016	542.5558	10.66248	542.502	10.22502	542.5239	10.66478	542.5007	10.46188	522.5751	9.451649	522.549	28.04302
543.8636	7.458714	543.7437	8.021482	543.6755	8.536543	543.6387	7.835693	543.6171	10.97655	543.5952	10.74236	543.5052	11.17369	543.5564	10.73984	543.5159	10.30486	543.5046	10.74364	543.509	10.53952	523.573	9.50034	523.559	28.47853
544.868	7.494263	544.7557	8.011587	544.6724	8.470455	544.6281	7.792442	544.6078	11.03936	544.5957	10.82529	544.5186	11.24962	544.5316	10.81227	544.509	10.38064	544.5189	10.81705	544.5118	10.61252	524.5642	9.546127	524.5666	28.91227
545.8752	7.529585	545.7523	8.006391	545.6663	8.416147	545.6396	7.759844	545.6093	11.10477	545.5867	10.91505	545.5259	11.33823	545.5377	10.89149	545.5245	10.46318	545.5327	10.89945	545.5021	10.69017	525.5563	9.593107	525.5726	29.34833
546.9232	7.568106	546.7593	8.007477	546.6844	8.371404	546.6418	7.732564	546.5901	11.16537	546.6079	11.00833	546.5487	11.43145	546.5545	10.98411	546.541	10.5581	546.5498	10.98736	546.5135	10.77726	526.5535	9.641689	526.5707	29.78295
547.9161	7.60345	547.778	8.003426	547.6862	8.32227	547.6299	7.699734	547.6002	11.18888	547.588	11.07701	547.5413	11.50312	547.5556	11.06332	547.5402	10.63475	547.5708	11.05747	547.5223	10.84825	527.5601	9.694197	527.5618	30.22313
548.9174	7.640795	548.7789	8.004132	548.6838	8.284033	548.6509	7.67546	548.614	11.20606	548.5865	11.14893	548.5402	11.58421	548.5662	11.14698	548.5547	10.71164	548.5625	11.13747	548.5115	10.92321	528.5632	9.740664	528.5511	30.66322
549.9064	7.677506	549.8021	8.006265	549.6977	8.250937	549.6378	7.653227	549.6104	11.20364	549.5984	11.21917	549.5477	11.66652	549.576	11.23031	549.5275	10.78697	549.5551	11.21791	549.5229	11.00277	529.561	9.788619	529.5306	31.10486
550.8799	7.709468	550.7822	8.00391	550.6763	8.215384	550.6444	7.628196	550.6014	11.1596	550.5749	11.26802	550.52	11.73559	550.5635	11.30107	550.5223	10.84527	550.5383	11.28789	550.5062	11.07066	530.5457	9.84262	530.5343	31.55566
551.8703	7.74555	551.7755	8.007404	551.6799	8.196916	551.6641	7.617074	551.5963	11.11014	551.5655	11.33199	551.5042	11.82617	551.5326	11.38422	551.5153	10.9216	551.5115	11.37822	551.5	11.15429	531.5244	9.886511	531.5308	32.00264
552.8679	7.781906	552.759	8.00939	552.6989	8.17882	552.6588	7.605396	552.5865	11.02191	552.5794	11.38902	552.5023	11.91986	552.5537	11.46638	552.5146	10.99922	552.517	11.47197	552.5107	11.24375	532.5303	9.942647	532.5272	32.4637
553.8671	7.818975	553.7397	8.012326	553.6849	8.157734	553.6541	7.590324	553.5926	10.877	553.5764	11.42144	553.5024	12.00018	553.5401	11.54307	553.5279	11.0735	553.5175	11.5574	553.5254	11.33043	533.5636	10.00633	533.5565	32.93382
554.8754	7.8575	554.7511	8.017503	554.7137	8.138893	554.6482	7.578762	554.6188	10.69664	554.6008	11.44214	554.5215	12.08374	554.5287	11.62836	554.5285	11.15488	554.5252	11.6476	554.5577	11.42178	534.5961	10.05604	534.5482	33.39544
555.9056	7.891779	555.751	8.021801	555.7157	8.119434	555.652	7.565575	555.6255	10.4774	555.6206	11.43089	555.5422	12.15408	555.5536	11.70435	555.5414	11.2234	555.5361	11.728	555.5557	11.50582	535.6104	10.11475	535.5645	33.8628
556.9295	7.92539	556.7487	8.028522	556.7045	8.100939	556.6754	7.553095	556.6198	10.23665	556.6154	11.38658	556.5298	12.21249	556.5531	11.78093	556.5446	11.288	556.5411	11.80497	556.5642	11.58823	536.6144	10.17017	536.5786	34.32243
557.9304	7.957811	557.7578	8.037322	557.7238	8.087961	557.6854	7.543844	557.6113	9.997262	557.6071	11.30387	557.5277	12.26913	557.5571	11.85808	557.5452	11.34711	557.5442	11.88166	557.5598	11.66694	537.5802	10.21605	537.5632	34.77304
558.9449	7.990316	558.7883	8.046376	558.7115	8.076886	558.6747	7.535113	558.6005	9.772053	558.6071	11.18158	558.5274	12.32133	558.5823	11.9226	558.5656	11.39371	558.5453	11.95464	558.545	11.74393	538.5552	10.27459	538.5685	35.23335
559.9504	8.026737	559.8187	8.060506	559.7211	8.07091	559.694	7.531648	559.6077	9.575718	559.6287	11.02398	559.548	12.37238	559.6052	11.98947	559.5685	11.43753	559.5527	12.04419	559.5768	11.82886	539.5616	10.33426	539.5457	35.69872
560.9261	8.058522	560.8307	8.071043	560.7291	8.062383	560.674	7.525274	560.6099	9.390197	560.6351	10.80995	560.5619	12.39464	560.6107	12.03052	560.5669	11.45403	560.5712	12.10517	560.577	11.89801	540.5583	10.39837	540.5226	36.16999
561.9381	8.091619	561.8215	8.080305	561.7212	8.056932	561.6662	7.523313	561.6229	9.237177	561.6417	10.57398	561.5611	12.40223	561.6165	12.05282	561.5764	11.44802	561.5746	12.16084	561.5699	11.96143	541.569	10.46292	541.5266	36.64548
562.9305	8.125804	562.7983	8.092346	562.7297	8.055929	562.6796	7.523962	562.6365	9.107323	562.6458	10.33159	562.5709	12.39263	562.5983	12.06702	562.5698	11.42242	562.5935	12.21982	562.5723	12.02926	542.5605	10.52742	542.5159	37.12319
563.9139	8.155938	563.7687	8.101399	563.7108	8.050727	563.66	7.521123	563.6346	8.984951	563.626	10.07755	563.5591	12.33244	563.5773	12.0432	563.5682	11.34908	563.6044	12.23498	563.5394	12.0738	543.5541	10.59771	543.5211	37.60565
564.9219	8.191772	564.7716	8.115353	564.6955	8.051929	564.6653	7.524293	564.6464	8.890834	564.5986	9.855263	564.5416	12.25088	564.555	12.01174	564.5741	11.24963	564.5743	12.26396	564.5358	12.12154	544.5339	10.66331	544.5342	38.08656
565.912	8.225612	565.7884	8.128222	565.7001	8.052999	565.6793	7.526444	565.6399	8.807661	565.5948	9.658801	565.5593	12.12917	565.5752	11.95483	565.5731	11.10612	565.5761	12.27392	565.5416	12.16061	545.5206	10.73739	545.5311	38.57472
566.8903	8.256172	566.7683	8.138715	566.6848	8.050605	566.6637	7.525097	566.6293	8.723692	566.5754	9.470378	566.5486	11.93978	566.5831	11.84381	566.5814	10.89979	566.5579	12.23498	566.5577	12.16383	546.5505	10.8206	546.5601	39.072
567.8818	8.286693	567.7675	8.151213	567.6855	8.05147	567.648	7.527945	567.6224	8.661108	567.5693	9.317686	567.5332	11.72543	567.5764	11.69858	567.5593	10.66811	567.541	12.17316	567.5735	12.14939	547.5749	10.89028	547.5733	39.55724
568.8818	8.314247	568.7732	8.162704	568.6934	8.05279	568.6357	7.530287	568.6102	8.600945	568.5665	9.18681	568.5465	11.48206	568.5741	11.50804	568.5623	10.41095	568.5377	12.06223	568.5762	12.09731	548.5818	10.96456	548.5693	40.04535
569.8864	8.341675	569.7478	8.176743	569.6824	8.054172	569.6227	7.532729	569.6062	8.546894	569.5753	9.072366	569.5262	11.22186	569.5534	11.2694	569.5599	10.15426	569.5297	11.8974	569.5632	11.9971	549.5828	11.04186	549.5677	40.53639
570.9016	8.369702	570.7657	8.193552	570.684	8.060757	570.6227	7.539286	570.5951	8.506497	570.5789	8.981361	570.532	10.98091	570.5464	11.02075	570.545	9.929519	570.5442	11.69676	570.5392	11.85704	550.5692	11.10939	550.5353	41.01601
571.9001	8.398989	571.7713	8.209909	571.6927	8.069786	571.6326	7.546135	571.5886	8.470678	571.5817	8.904075	571.5309	10.75718	571.5401	10.76619	571.5598	9.733245	571.5452	11.46592	571.5092	11.66191	551.538	11.19263	551.5345	41.51106
572.8893	8.429498	572.7579	8.225952	572.6959	8.079571	572.6478	7.555104	572.588	8.441226	572.6123	8.838911	572.5372	10.5586	572.5585	10.51598	572.563	9.568954	572.5616	11.20556	572.5235	11.42404	552.5557	11.28108	552.5464	42.01616
573.8866	8.458689	573.7636	8.24133	573.6948	8.090611	573.6517	7.563393	573.5907	8.414063	573.6022	8.778603	573.5353	10.38256	573.557	10.29357	573.5571	9.430386	573.5733	10.94303	573.5313	11.15355	553.5551	11.36365	553.5662	42.51858
574.8853	8.489315	574.7548	8.255192	574.6816	8.09879	574.6471	7.570893	574.6018	8.386109	574.5988	8.722433	574.5095	10.22585	574.5427	10.09101	574.567	9.30564	574.5728	10.68733	574.5288	10.86917	554.56	11.4516	554.5755	43.02659
575.9073	8.519793	575.7417	8.272126	575.67	8.107944	575.65	7.579988	575.604	8.360013	575.6077	8.676284	575.5234	10.09651	575.5446	9.923393	575.5663	9.201374	575.5863	10.46085	575.5604	10.60573	555.5602	11.53318	555.5658	43.53185
576.9015	8.547831	576.7452	8.289621	576.6619	8.115674	576.6337	7.585259	576.6085	8.335361	576.5882	8.628716	576.5112	9.979189	576.5212	9.780826	576.5587	9.107674	576.5839	10.26696	576.5388	10.36506	556.5525	11.61472	556.5554	44.03278
577.8985	8.574984	577.7395	8.308037	577.6451	8.124905	577.6282	7.596101	577.6097	8.317292	577.5966	8.590404	577.5232	9.886887	577.4971	9.667603	577.5682	9.028824	577.5687	10.10932	577.533	10.16422	557.5762	11.69763	557.5474	44.53464
578.9217	8.602999	578.74	8.328579	578.6555	8.136202	578.6492	7.607149	578.607	8.302608	578.6006	8.56155	578.553	9.811415	578.5283	9.576764	578.5748	8.964923	578.5599	9.957388	578.5455	10.00124	558.5543	11.77927	558.562	45.04042
579.9184	8.628204	579.7326	8.342174	579.6648	8.144807	579.6362	7.61431	579.5988	8.28869	579.5805	8.528893	579.5342	9.738717	579.5187	9.487616	579.5638	8.90156	579.5321	9.819675	579.5115	9.857734	559.5802	11.87004	559.5739	45.55723
580.9399	8.652485	580.7412	8.357764	580.665	8.154261	580.631	7.623153	580.59	8.275792	580.5769	8.503918	580.5356	9.67983	580.5418	9.415171	580.5615	8.849832	580.5305	9.718304	580.5151	9.743757	560.5934	11.94372	560.579	46.06746
581.9446	8.679396	581.7448	8.37137	581.6815	8.164859	581.6416	7.631265	581.5929	8.267936	581.5667	8.484299	581.5372	9.628641	581.5619	9.350983	581.5606	8.804766	581.5302	9.631998	581.5139	9.648708	561.5616	12.01597	561.568	46.57732
582.9146	8.699663	582.7529	8.385914	582.6927	8.17585	582.619	7.636717	582.593	8.258605	582.567	8.459633	582.5372	9.575037	582.5529	9.286386	582.5402	8.759884	582.5331	9.575425	582.5024	9.560604	562.5813	12.09367	562.5674	47.09561
583.9052	8.724169	583.7686	8.407237	583.6891	8.190498	583.6318	7.647049	583.6125	8.260692	583.5773	8.448035	583.5505	9.536579	583.5693	9.24422	583.5643	8.731579	583.5571	9.54109	583.4915	9.492409	563.561	12.15084	563.5734	47.59881
584.9289	8.750072	584.7667	8.429202	584.7084	8.206375	584.6544	7.65846	584.6178	8.263912	584.6048	8.43446	584.5464	9.502652	584.5625	9.204086	584.5688	8.702441	584.5726	9.487975	584.5083	9.428583	564.5442	12.21896	564.5586	48.11107
585.9307	8.773369	585.7764	8.450123	585.7367	8.220432	585.6517	7.669767	585.6186	8.259775	585.6219	8.419814	585.5511	9.467743	585.5781	9.16443	585.5737	8.673482	585.588	9.428658	585.5262	9.368316	565.5668	12.2832	565.5703	48.63094
586.95	8.800732	586.7834	8.470409	586.7133	8.233195	586.6697	7.681177	586.6133	8.263268	586.6265	8.410034	586.5507	9.442821	586.572	9.134195	586.5914	8.64893	586.5858	9.384289	586.5247	9.316719	566.5654	12.32119	566.5626	49.1367
587.9563	8.822625	587.7856	8.489767	587.7282	8.245597	587.6766	7.691785	587.5958	8.258776	587.5903	8.39922	587.5355	9.415694	587.5702	9.104165	587.5815	8.621969	587.5798	9.325771	587.5348	9.26818	567.5693	12.35343	567.5548	49.64688
588.9349	8.844158	588.7804	8.50374	588.7217	8.258069	588.6616	7.702663	588.5947	8.25824	588.5837	8.392368	588.5481	9.394865	588.5699	9.078861	588.5629	8.598722	588.565	9.289619	588.5158	9.225143	568.5652	12.36301	568.5918	50.1575
589.9308	8.86483	589.7727	8.522047	589.6987	8.271646	589.6585	7.711953	589.5753	8.261239	589.5795	8.388751	589.5178	9.379631	589.5437	9.058424	589.5468	8.580793	589.539	9.270372	589.4866	9.190126	569.546	12.3412	569.5663	50.66383
590.9252	8.886936	590.7641	8.539723	590.7153	8.284954	590.6388	7.722237	590.5725	8.260533	590.5722	8.384854	590.5078	9.368081	590.5341	9.040335	590.5364	8.565159	590.5286	9.25491	590.4849	9.159397	570.526	12.30113	570.5486	51.17921
591.9241	8.911631	591.7621	8.558249	591.6888	8.298451	591.6298	7.732611	591.569	8.263853	591.6082	8.383032	591.5151	9.363211	591.5482	9.026797	591.5295	8.554428	591.5346	9.251616	591.5048	9.136318	571.5194	12.21754	571.5388	51.70107
592.924	8.933287	592.7731	8.577188	592.6895	8.308715	592.6237	7.738992	592.5728	8.265596	592.6039	8.379184	592.5122	9.352498	592.5483	9.010765	592.527	8.544012	592.5222	9.232324	592.4924	9.11418	572.5193	12.09044	572.4922	52.2317
593.9281	8.955801	593.7634	8.596473	593.6639	8.319985	593.6337	7.746366	593.5731	8.269227	593.5931	8.377323	593.5167	9.344481	593.5636	8.998796	593.5072	8.535551	593.5248	9.211666	593.5002	9.094592	573.5273	11.90883	573.4976	52.76149
594.9411	8.974633	594.7689	8.614731	594.6793	8.335695	594.6525	7.755837	594.5884	8.275303	594.6032	8.378677	594.5166	9.335848	594.5762	8.989292	594.5106	8.530855	594.5125	9.18944	594.5201	9.078401	574.5422	11.6721	574.5199	53.28519
595.9538	8.991846	595.7769	8.63069	595.684	8.348988	595.6345	7.764944	595.6151	8.27957	595.6027	8.37867	595.5225	9.32646	595.5623	8.977228	595.511	8.523861	595.5017	9.172071	595.5049	9.059979	575.5496	11.40912	575.5363	53.81008
596.9343	9.011536	596.7514	8.650894	596.6812	8.364443	596.6397	7.775443	596.6118	8.286083	596.6023	8.382354	596.5178	9.323194	596.5569	8.971822	596.5164	8.52025	596.5037	9.164906	596.506	9.046596	576.5538	11.12445	576.5475	54.3225
597.9587	9.031872	597.7836	8.672065	597.7097	8.379316	597.6326	7.785472	597.6388	8.294271	597.6141	8.385815	597.5298	9.321984	597.565	8.968315	597.5566	8.519303	597.525	9.160475	597.5221	9.035956	577.5447	10.85449	577.563	54.83463
598.9376	9.051021	598.7912	8.692082	598.6987	8.390479	598.626	7.793958	598.6338	8.299528	598.6014	8.388037	598.5349	9.320443	598.5692	8.964204	598.5521	8.513368	598.5385	9.154193	598.5267	9.024314	578.566	10.61414	578.5472	55.35987
599.9106	9.069755	599.7895	8.71309	599.7065	8.406114	599.6362	7.802309	599.6251	8.309941	599.5914	8.393538	599.5317	9.321835	599.5598	8.963832	599.563	8.51232	599.5283	9.143417	599.5403	9.017818	579.5651	10.3951	579.541	55.87404
600.9241	9.088318	600.8192	8.732997	600.7095	8.415533	600.6513	7.813175	600.6357	8.320313	600.6052	8.39847	600.5377	9.323091	600.5637	8.963337	600.565	8.510836	600.5275	9.137076	600.5469	9.011347	580.5546	10.21551	580.5269	56.39109
601.8916	9.104837	601.7939	8.749361	601.7153	8.4277	601.6381	7.822666	601.6158	8.328302	601.593	8.403042	601.5402	9.323977	601.5391	8.960785	601.541	8.507168	601.506	9.132393	601.5403	9.004654	581.5512	10.0674	581.5391	56.91675
602.9003	9.12462	602.8045	8.767358	602.7089	8.438904	602.6486	7.832301	602.6074	8.337722	602.5826	8.408628	602.5311	9.327693	602.5314	8.960058	602.5496	8.508696	602.5039	9.129532	602.5135	9.001174	582.5189	9.936144	582.5481	57.43407
603.9304	9.145947	603.8035	8.784578	603.6997	8.448841	603.6705	7.841736	603.6106	8.343832	603.6008	8.411633	603.5455	9.330503	603.5524	8.959764	603.546	8.509947	603.526	9.128541	603.5191	8.99963	583.5198	9.837682	583.5464	57.96239
604.9447	9.16507	604.7957	8.801826	604.6759	8.465276	604.6757	7.849261	604.612	8.34903	604.5864	8.415307	604.5587	9.334871	604.5735	8.961027	604.5597	8.512325	604.5261	9.127845	604.5286	8.998265	584.5271	9.750675	584.571	58.4962
605.9703	9.18441	605.8037	8.819351	605.6704	8.478153	605.7181	7.856525	605.6385	8.355865	605.5849	8.419631	605.575	9.336849	605.5851	8.963775	605.5642	8.514725	605.5426	9.127844	605.5189	8.998529	585.5516	9.672756	585.5859	59.02411
606.9851	9.200755	606.7908	8.836345	606.6727	8.491363	606.7203	7.864105	606.6481	8.3618	606.6206	8.42415	606.5861	9.337864	606.5772	8.966749	606.5524	8.516657	606.546	9.123927	606.5259	8.998968	586.5614	9.606611	586.5698	59.5484
607.9774	9.216084	607.7941	8.854843	607.679	8.50561	607.7104	7.871416	607.6555	8.368748	607.6267	8.429653	607.5813	9.341162	607.5596	8.97186	607.5603	8.519062	607.5376	9.123611	607.5216	8.999191	587.5638	9.54345	587.5555	60.06026
608.9567	9.230547	608.7936	8.873717	608.7063	8.519266	608.7025	7.878631	608.6418	8.375691	608.6398	8.43445	608.5865	9.343622	608.5388	8.973375	608.5707	8.520548	608.5402	9.120465	608.5046	8.999769	588.5692	9.491096	588.5675	60.56606
609.9602	9.245813	609.8148	8.892947	609.7114	8.536663	609.6801	7.887379	609.6276	8.383883	609.6551	8.439904	609.5843	9.348647	609.5725	8.974895	609.5767	8.525085	609.5488	9.117306	609.5118	9.001003	589.5425	9.445924	589.5334	61.07043
