Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mv	ua	mv	ua	mv	ua	mv	ua
FcAu		FcMeso		RuAds		Mediacion	
200.8853	17.74566	200.7978	1.721414	-298.8812	16.68943	-298.8757	12.15248
201.866	17.82889	201.8113	1.727128	-297.8888	16.74655	-297.8669	12.22229
202.8637	17.89438	202.7938	1.731512	-296.8737	16.82009	-296.8637	12.30576
203.8496	17.96118	203.8082	1.734223	-295.8677	16.89318	-295.8566	12.38015
204.8516	18.03209	204.8003	1.739567	-294.8775	16.94973	-294.8701	12.43913
205.8408	18.10346	205.7945	1.74344	-293.8785	17.01236	-293.8875	12.5028
206.8472	18.19135	206.7991	1.746484	-292.894	17.06811	-292.8808	12.55554
207.8456	18.26709	207.78	1.750303	-291.895	17.11189	-291.8802	12.59685
208.8205	18.33578	208.7926	1.75276	-290.8994	17.14542	-290.8855	12.6363
209.8429	18.40926	209.785	1.757007	-289.8958	17.17247	-289.8937	12.66938
210.8398	18.43352	210.7692	1.757987	-288.89	17.20102	-288.8974	12.70423
211.8352	18.46771	211.7689	1.76021	-287.8912	17.22805	-287.9012	12.74718
212.8524	18.50989	212.7722	1.761587	-286.8702	17.26979	-286.8771	12.80233
213.8432	18.52827	213.7697	1.758472	-285.8641	17.32699	-285.8466	12.86808
214.8288	18.55978	214.7671	1.758499	-284.8547	17.36156	-284.8398	12.90842
215.8276	18.5649	215.7788	1.75749	-283.842	17.38874	-283.836	12.94043
216.8179	18.55254	216.7444	1.753675	-282.8526	17.40836	-282.8321	12.9568
217.8135	18.54832	217.733	1.751839	-281.8739	17.3915	-281.8723	12.93611
218.8115	18.54339	218.7407	1.749882	-280.8878	17.38122	-280.9046	12.93327
219.8055	18.54115	219.7348	1.747433	-279.9056	17.37577	-279.9232	12.93549
220.7932	18.53254	220.7392	1.747164	-278.9297	17.36149	-278.9387	12.93121
221.8012	18.54001	221.7495	1.746162	-277.9147	17.35869	-277.9256	12.94549
222.8275	18.53846	222.7432	1.743552	-276.9016	17.35844	-276.9122	12.9602
223.8263	18.52374	223.736	1.739553	-275.9028	17.35718	-275.9005	12.96829
224.8588	18.50902	224.7339	1.73521	-274.8883	17.3531	-274.8914	12.97621
225.8785	18.4744	225.7485	1.732032	-273.8814	17.3451	-273.8906	12.9801
226.862	18.41041	226.7476	1.725303	-272.8748	17.34112	-272.864	12.98232
227.8725	18.35121	227.7526	1.719388	-271.87	17.31161	-271.8615	12.95881
228.8606	18.28973	228.748	1.713849	-270.8647	17.26937	-270.8723	12.92787
229.82	18.20222	229.6989	1.704641	-269.8768	17.23136	-269.8665	12.90086
230.7982	18.14742	230.7059	1.700917	-268.9103	17.16904	-268.8883	12.84936
231.8009	18.10223	231.6953	1.69734	-267.9126	17.1173	-267.8903	12.81746
232.8067	18.04766	232.705	1.692845	-266.9207	17.08776	-266.8815	12.80603
233.8193	17.99692	233.7213	1.688492	-265.9284	17.04546	-265.8828	12.77423
234.8251	17.93639	234.6983	1.68152	-264.9083	17.01054	-264.8642	12.75029
235.8178	17.85963	235.7046	1.675661	-263.9124	16.97264	-263.8745	12.72182
236.8157	17.77436	236.6966	1.668607	-262.9087	16.9142	-262.8804	12.66721
237.8076	17.69233	237.696	1.662338	-261.9062	16.85153	-261.8861	12.61188
238.8196	17.62625	238.7064	1.658976	-260.9073	16.78059	-260.8989	12.55504
239.8125	17.54518	239.6984	1.651336	-259.9019	16.70552	-259.8599	12.49651
240.7896	17.46723	240.6895	1.645423	-258.9026	16.61668	-258.8535	12.4285
241.7977	17.39557	241.6894	1.640674	-257.9121	16.51875	-257.844	12.3569
242.7945	17.29702	242.6826	1.631609	-256.9186	16.42599	-256.8312	12.2933
243.8088	17.21184	243.6653	1.625911	-255.929	16.32756	-255.8527	12.21569
244.829	17.13643	244.6696	1.619433	-254.9398	16.23351	-254.8534	12.14038
245.8247	17.03982	245.6674	1.61089	-253.9281	16.15552	-253.8475	12.07728
246.8298	16.94834	246.668	1.603973	-252.9143	16.05178	-252.8737	11.98337
247.8175	16.85315	247.6656	1.596556	-251.915	15.94026	-251.8893	11.88102
248.8044	16.75286	248.6791	1.588399	-250.8972	15.82934	-250.9077	11.78405
249.8124	16.6629	249.6853	1.581306	-249.9051	15.69667	-249.9133	11.6693
250.8221	16.58478	250.6901	1.574414	-248.918	15.58089	-248.8921	11.56976
251.8573	16.51297	251.7376	1.567002	-247.904	15.47029	-247.8658	11.48503
252.8774	16.42871	252.7572	1.55913	-246.9175	15.35902	-246.8417	11.40009
253.879	16.33452	253.7676	1.5509	-245.8974	15.24403	-245.8415	11.31191
254.873	16.23608	254.7854	1.544392	-244.9137	15.11754	-244.8633	11.21078
255.823	16.12661	255.7542	1.536916	-243.916	14.9865	-243.8882	11.10176
256.8261	16.02244	256.7344	1.529625	-242.898	14.84474	-242.8979	10.97829
257.8063	15.93333	257.7323	1.524381	-241.936	14.70261	-241.9038	10.84769
258.7989	15.83517	258.7162	1.516814	-240.934	14.56634	-240.9018	10.72895
259.7981	15.74271	259.717	1.510241	-239.9398	14.42132	-239.8917	10.60231
260.7864	15.65909	260.7059	1.503165	-238.9674	14.27486	-238.8913	10.47497
261.8133	15.57039	261.6952	1.493993	-237.934	14.13919	-237.8866	10.36821
262.8246	15.49383	262.696	1.486758	-236.9038	13.99538	-236.869	10.25167
263.8467	15.41545	263.7101	1.479589	-235.8949	13.85828	-235.868	10.13939
264.8551	15.3332	264.7177	1.473209	-234.8638	13.72743	-234.8575	10.03478
265.8441	15.24163	265.7308	1.466508	-233.865	13.5722	-233.8394	9.90554
266.8425	15.14164	266.7396	1.459161	-232.8795	13.41326	-232.8316	9.771897
267.8402	15.04386	267.7209	1.450402	-231.888	13.24293	-231.8382	9.626477
268.8365	14.94934	268.7132	1.442357	-230.9112	13.04917	-230.8417	9.468185
269.8246	14.86076	269.6976	1.435451	-229.91	12.86455	-229.8613	9.32301
270.8218	14.78378	270.7014	1.430684	-228.9104	12.68089	-228.8847	9.180344
271.8343	14.70749	271.7044	1.426416	-227.9065	12.50132	-227.8761	9.051003
272.8318	14.63109	272.6976	1.421407	-226.8845	12.33203	-226.8722	8.930514
273.8574	14.55889	273.692	1.415476	-225.8896	12.16498	-225.8736	8.802216
274.8561	14.47847	274.6886	1.406772	-224.885	11.99885	-224.8424	8.677018
275.8567	14.40044	275.6903	1.399096	-223.8766	11.82592	-223.8487	8.544595
276.86	14.3235	276.7021	1.392226	-222.8976	11.65603	-222.8603	8.404907
277.8418	14.23788	277.7172	1.384854	-221.882	11.48849	-221.8514	8.271889
278.8457	14.15638	278.7209	1.379109	-220.8933	11.3022	-220.8682	8.126289
279.8315	14.07088	279.7335	1.373365	-219.9069	11.11862	-219.8691	7.981778
280.812	13.98587	280.7201	1.367086	-218.9099	10.93636	-218.8607	7.842391
281.8216	13.91348	281.7122	1.363786	-217.926	10.73793	-217.8708	7.695514
282.816	13.84711	282.7009	1.359159	-216.9189	10.56287	-216.8638	7.568974
283.8206	13.7804	283.6973	1.354032	-215.9118	10.39866	-215.8478	7.447381
284.8218	13.71558	284.698	1.349319	-214.8904	10.23148	-214.8525	7.320365
285.8209	13.64253	285.6923	1.342191	-213.8734	10.07059	-213.8417	7.197021
286.8228	13.56816	286.6945	1.336027	-212.8539	9.902268	-212.8596	7.060836
287.8161	13.50022	287.6818	1.329923	-211.8467	9.72461	-211.8672	6.919719
288.8283	13.4383	288.6646	1.32427	-210.844	9.543468	-210.8643	6.784143
289.8347	13.37792	289.6661	1.320399	-209.8334	9.366549	-209.8736	6.650995
290.8362	13.31203	290.6541	1.316357	-208.8374	9.198587	-208.8506	6.526978
291.8486	13.24417	291.6647	1.312969	-207.8161	9.0238	-207.855	6.400103
292.8549	13.17342	292.7019	1.310495	-206.8264	8.854059	-206.855	6.274827
293.8628	13.10183	293.7135	1.30712	-205.8401	8.6949	-205.8341	6.152128
294.8637	13.04097	294.7136	1.303864	-204.8459	8.52313	-204.8484	6.018946
295.8594	12.98012	295.7254	1.300221	-203.86	8.36174	-203.8517	5.894712
296.8431	12.91881	296.714	1.295675	-202.8634	8.207361	-202.844	5.772034
297.8354	12.86055	297.7035	1.29207	-201.8596	8.035374	-201.8683	5.638851
298.8409	12.80269	298.7106	1.288345	-200.8768	7.870639	-200.8711	5.517515
299.8563	12.74741	299.6681	1.284777	-199.8923	7.708438	-199.8654	5.399607
300.8596	12.69796	300.6722	1.28174	-198.9019	7.543259	-198.868	5.280601
301.8684	12.64842	301.6697	1.278264	-197.9172	7.390059	-197.8645	5.17573
302.895	12.59683	302.7081	1.276773	-196.9135	7.244945	-196.8664	5.066081
303.8978	12.53965	303.7569	1.273968	-195.8914	7.108917	-195.8746	4.95808
304.9136	12.47829	304.7606	1.271331	-194.869	6.971803	-194.8699	4.854412
305.9087	12.42345	305.7832	1.268883	-193.8831	6.831616	-193.8761	4.745488
306.8881	12.3644	306.7626	1.264597	-192.866	6.694046	-192.8636	4.6433
307.8748	12.3143	307.7413	1.263427	-191.8849	6.546562	-191.862	4.536784
308.8712	12.26754	308.7465	1.263	-190.8941	6.402743	-190.8898	4.431972
309.8337	12.21576	309.7233	1.261691	-189.8574	6.27211	-189.8889	4.339563
310.8	12.17065	310.7008	1.259939	-188.8633	6.135445	-188.9053	4.240135
311.801	12.12791	311.7092	1.256843	-187.8714	6.007514	-187.916	4.151905
312.8012	12.08198	312.7046	1.252218	-186.8713	5.890132	-186.897	4.065407
313.8308	12.03818	313.7009	1.248992	-185.8828	5.765596	-185.9092	3.970237
314.8616	11.99279	314.7143	1.247763	-184.884	5.653233	-184.9081	3.886346
315.8701	11.9419	315.7235	1.247324	-183.8671	5.542602	-183.9027	3.800304
316.8685	11.89229	316.7122	1.246574	-182.8694	5.428536	-182.9207	3.714606
317.8476	11.84282	317.7107	1.245191	-181.8768	5.314209	-181.9046	3.629835
318.8318	11.79942	318.7017	1.24433	-180.9027	5.194249	-180.9212	3.545667
319.8227	11.75638	319.6675	1.242562	-179.9194	5.075307	-179.934	3.461281
320.8098	11.71813	320.679	1.243611	-178.9425	4.96021	-178.9487	3.37823
321.844	11.68785	321.7114	1.245622	-177.9572	4.851547	-177.9665	3.302566
322.8512	11.65047	322.7251	1.244315	-176.9293	4.755926	-176.9515	3.234319
323.8522	11.61474	323.7512	1.243509	-175.922	4.660034	-175.9538	3.165608
324.8729	11.57823	324.754	1.241399	-174.9174	4.565108	-174.9437	3.099725
325.8633	11.5335	325.7376	1.238798	-173.9167	4.474592	-173.9238	3.035774
326.8732	11.4959	326.7332	1.238861	-172.916	4.376782	-172.9391	2.963364
327.8793	11.45674	327.7204	1.238837	-171.9167	4.28331	-171.9171	2.894326
328.8671	11.41597	328.7205	1.238358	-170.8885	4.195822	-170.9002	2.829103
329.8579	11.37497	329.7247	1.23878	-169.8752	4.105673	-169.9038	2.759779
330.8297	11.3335	330.7216	1.239135	-168.9035	4.021837	-168.8904	2.696855
331.8127	11.29678	331.7185	1.241312	-167.9155	3.939692	-167.9199	2.636569
332.8083	11.26208	332.7082	1.243744	-166.9363	3.859227	-166.9283	2.578384
333.7931	11.22946	333.6943	1.244835	-165.95	3.786047	-165.9138	2.523693
334.8115	11.1998	334.7012	1.246527	-164.9324	3.714182	-164.9103	2.471608
335.8065	11.1675	335.7031	1.24525	-163.9318	3.644425	-163.891	2.420437
336.8098	11.13098	336.6865	1.244051	-162.9218	3.572281	-162.8929	2.365817
337.8097	11.10048	337.691	1.244568	-161.8943	3.495337	-161.9101	2.30886
338.8004	11.06535	338.6759	1.244489	-160.8808	3.421092	-160.9086	2.257485
339.804	11.03284	339.6548	1.246117	-159.8826	3.34729	-159.9027	2.204849
340.8065	11.00206	340.6675	1.248948	-158.8884	3.277621	-158.9027	2.155613
341.813	10.96765	341.6508	1.250842	-157.8859	3.216547	-157.8841	2.114905
342.8275	10.93441	342.6485	1.253276	-156.8868	3.153043	-156.8885	2.069065
343.8214	10.90259	343.671	1.256208	-155.8842	3.09387	-155.8937	2.024681
344.8032	10.87089	344.6683	1.258785	-154.8562	3.036074	-154.8797	1.980811
345.808	10.83978	345.6608	1.262045	-153.8917	2.972559	-153.9093	1.932468
346.7944	10.80878	346.6779	1.264782	-152.8997	2.916254	-152.904	1.889539
347.8099	10.77781	347.6815	1.26758	-151.8942	2.858758	-151.9236	1.845868
348.8388	10.74944	348.6717	1.269271	-150.9109	2.801992	-150.9353	1.80495
349.8426	10.72092	349.6927	1.269391	-149.907	2.749997	-149.9306	1.7693
350.8602	10.69934	350.6737	1.270003	-148.9115	2.696828	-148.9453	1.732044
351.8717	10.67275	351.6691	1.270509	-147.9083	2.646011	-147.9261	1.699836
352.8557	10.64279	352.689	1.272957	-146.915	2.599367	-146.9329	1.66872
353.8675	10.61443	353.7025	1.277596	-145.9125	2.55321	-145.9351	1.633798
354.8677	10.58164	354.7256	1.281952	-144.9025	2.511776	-144.924	1.603241
355.8487	10.55184	355.7342	1.286603	-143.8915	2.468217	-143.9294	1.569532
356.8495	10.52325	356.7344	1.290103	-142.8918	2.422001	-142.9152	1.535158
357.8353	10.49659	357.717	1.29228	-141.8736	2.377554	-141.9066	1.503031
358.7984	10.46907	358.6874	1.296113	-140.8922	2.327439	-140.9171	1.467238
359.7977	10.44255	359.6745	1.299522	-139.9128	2.284992	-139.9304	1.438441
360.8005	10.41883	360.6729	1.302179	-138.9208	2.246777	-138.9279	1.41155
361.7833	10.39627	361.6833	1.30475	-137.9378	2.207121	-137.9354	1.386661
362.7983	10.3696	362.7001	1.306509	-136.9328	2.175242	-136.9384	1.366866
363.8079	10.33965	363.7043	1.308843	-135.9339	2.139931	-135.9157	1.344737
364.8053	10.31676	364.6866	1.313295	-134.9141	2.103639	-134.9271	1.319899
365.8195	10.28369	365.6796	1.318577	-133.8928	2.070773	-133.9104	1.297086
366.8328	10.25904	366.6938	1.323642	-132.8763	2.037776	-132.8943	1.271009
367.8252	10.23653	367.6913	1.326823	-131.8677	2.004636	-131.9016	1.244246
368.8121	10.20955	368.6782	1.329843	-130.8822	1.970874	-130.9134	1.220232
369.8118	10.19007	369.6899	1.334075	-129.9046	1.937148	-129.9447	1.194943
370.805	10.16757	370.6641	1.338603	-128.9394	1.904408	-128.9527	1.173448
371.8088	10.14618	371.6623	1.34491	-127.9575	1.87389	-127.9724	1.153464
372.8326	10.12723	372.6799	1.350461	-126.9629	1.849287	-126.9587	1.138663
373.8403	10.10432	373.6627	1.352904	-125.9543	1.826954	-125.943	1.126627
374.8461	10.08478	374.683	1.355632	-124.9246	1.799971	-124.925	1.109146
375.8625	10.06918	375.6921	1.358832	-123.9061	1.775457	-123.9068	1.095177
376.8442	10.048	376.6951	1.360994	-122.9053	1.749801	-122.9022	1.077638
377.8481	10.02943	377.6978	1.366091	-121.9091	1.718879	-121.9068	1.055147
378.8497	10.00714	378.6881	1.371027	-120.9147	1.695436	-120.9364	1.04032
379.853	9.983166	379.6919	1.375677	-119.9178	1.67224	-119.9234	1.024057
380.8583	9.961034	380.7017	1.38144	-118.9269	1.647986	-118.9247	1.006379
381.8367	9.942932	381.7046	1.387056	-117.9349	1.628087	-117.9172	0.992771
382.8583	9.927577	382.6984	1.393048	-116.9514	1.608017	-116.8981	0.980599
383.8399	9.910777	383.6814	1.400315	-115.9328	1.588025	-115.9027	0.967956
384.848	9.894602	384.6497	1.404207	-114.908	1.569007	-114.9118	0.957148
385.8674	9.878493	385.6599	1.41091	-113.8939	1.550205	-113.9188	0.947421
386.8344	9.855637	386.6319	1.414936	-112.8722	1.532401	-112.9099	0.937251
387.8167	9.839168	387.6308	1.418304	-111.8833	1.511273	-111.9084	0.924892
388.7888	9.82609	388.6523	1.425789	-110.8906	1.491247	-110.9178	0.916545
389.7749	9.804109	389.627	1.43016	-109.9051	1.474289	-109.8979	0.910756
390.7942	9.787028	390.656	1.436532	-108.9084	1.453477	-108.9216	0.898987
391.818	9.768047	391.6749	1.442698	-107.9035	1.438075	-107.9339	0.8929
392.8659	9.746052	392.6719	1.449073	-106.8815	1.425962	-106.9137	0.88769
393.8955	9.730493	393.6919	1.454525	-105.8549	1.409373	-105.9272	0.876353
394.8972	9.716015	394.6988	1.45996	-104.8661	1.393097	-104.9138	0.868526
395.9088	9.700161	395.6942	1.465989	-103.8549	1.378671	-103.8946	0.860166
396.8857	9.682387	396.7028	1.472853	-102.8854	1.361778	-102.8923	0.84678
397.8694	9.663849	397.6971	1.480095	-101.9013	1.345351	-101.8956	0.835206
398.4036	9.572621	398.2255	1.453063	-100.8853	1.334417	-100.9125	0.825793
398.4229	9.435488	398.2646	1.411171	-99.91558	1.321091	-99.92308	0.81823
397.9628	9.269073	397.8012	1.35472	-98.92259	1.305651	-98.93676	0.812009
397.0202	9.077147	396.8385	1.287533	-97.92476	1.292973	-97.93237	0.808124
396.0202	8.930061	395.8569	1.246158	-96.9362	1.279815	-96.91345	0.80433
395.0294	8.802649	394.8644	1.209445	-95.92682	1.264612	-95.92328	0.79538
394.0378	8.684705	393.8796	1.177336	-94.91289	1.251933	-94.92551	0.788568
393.0065	8.572792	392.8737	1.148283	-93.89896	1.240841	-93.90533	0.785095
391.9937	8.470907	391.8735	1.121589	-92.90384	1.227712	-92.90508	0.775202
390.985	8.375959	390.8503	1.095058	-91.92696	1.217948	-91.90828	0.76794
389.9675	8.289371	389.8375	1.071412	-90.93825	1.208232	-90.91053	0.762217
388.9811	8.209778	388.871	1.049982	-89.96558	1.196065	-89.93553	0.752124
387.9919	8.133697	387.8586	1.028535	-88.95486	1.187166	-88.95258	0.749709
387.0013	8.067636	386.8669	1.011855	-87.92212	1.179553	-87.93693	0.750998
386.0148	8.003692	385.8616	0.995178	-86.93681	1.171295	-86.93382	0.749464
385.0144	7.941664	384.8431	0.978429	-85.91708	1.163338	-85.92618	0.749278
384.0067	7.885615	383.8557	0.964013	-84.93315	1.153507	-84.92688	0.744932
383.0006	7.827326	382.8733	0.948891	-83.95958	1.142035	-83.92155	0.738226
382.0101	7.76989	381.8949	0.934173	-82.93405	1.131567	-82.91677	0.730544
380.9985	7.716585	380.8953	0.921309	-81.93394	1.122788	-81.91681	0.723722
380.0039	7.66251	379.8878	0.907623	-80.92577	1.114197	-80.90576	0.721992
379.0033	7.617431	378.8677	0.894263	-79.92019	1.104585	-79.9246	0.716013
377.9795	7.574314	377.8452	0.882193	-78.92468	1.095173	-78.93301	0.712799
376.9793	7.532631	376.8241	0.870005	-77.93541	1.089291	-77.92985	0.713845
375.987	7.491761	375.8265	0.860633	-76.93252	1.081636	-76.92632	0.708644
374.9772	7.441961	374.8321	0.851269	-75.92812	1.078692	-75.89962	0.708736
373.98	7.398076	373.8401	0.843079	-74.91426	1.076201	-74.88879	0.709679
372.996	7.35607	372.8698	0.836234	-73.90936	1.067658	-73.89361	0.704756
371.9928	7.312138	371.8606	0.826927	-72.92822	1.06181	-72.90186	0.702521
371.0037	7.276714	370.8467	0.818364	-71.90528	1.052088	-71.91962	0.701726
370.0134	7.239698	369.8512	0.810204	-70.94053	1.040416	-70.9341	0.697868
369.0051	7.199925	368.8469	0.801091	-69.93484	1.034783	-69.94271	0.697807
367.9922	7.16865	367.849	0.794763	-68.9191	1.028404	-68.9559	0.697177
366.9746	7.134567	366.8621	0.789172	-67.92138	1.024386	-67.94372	0.698627
365.9698	7.10324	365.8506	0.781489	-66.91376	1.021217	-66.93904	0.698782
364.9571	7.074479	364.8611	0.773772	-65.91785	1.017786	-65.93494	0.697057
363.9509	7.043263	363.8551	0.765346	-64.9062	1.014802	-64.92782	0.698647
362.9817	7.013818	362.8625	0.756948	-63.93584	1.010092	-63.94223	0.694389
361.9717	6.979406	361.873	0.749602	-62.91421	1.007533	-62.92437	0.693185
360.9793	6.947641	360.8518	0.743486	-61.90782	1.003841	-61.9206	0.695886
359.9802	6.92296	359.8589	0.737626	-60.91091	0.995127	-60.92141	0.693882
358.954	6.897439	358.8605	0.730978	-59.88609	0.989566	-59.92191	0.695865
357.977	6.87199	357.8432	0.725476	-58.88548	0.983121	-58.92307	0.698306
356.9922	6.846293	356.861	0.720955	-57.88238	0.974559	-57.90954	0.696177
356.0131	6.811239	355.8658	0.714864	-56.87791	0.972961	-56.90691	0.69848
355.0502	6.777033	354.8607	0.710861	-55.88118	0.97124	-55.89049	0.699429
354.0442	6.748937	353.8622	0.707723	-54.86947	0.968514	-54.87872	0.698437
353.024	6.718182	352.8604	0.703242	-53.86437	0.966418	-53.88491	0.698776
352.0121	6.692008	351.8743	0.700378	-52.86415	0.962732	-52.8632	0.694719
350.9738	6.665947	350.8684	0.696335	-51.87234	0.957144	-51.88114	0.691188
349.957	6.638641	349.8769	0.691958	-50.88588	0.955112	-50.89942	0.690159
348.9453	6.614178	348.8535	0.688529	-49.89955	0.955291	-49.88757	0.691104
347.9328	6.588743	347.8204	0.685444	-48.88996	0.957032	-48.90087	0.698384
346.9301	6.566244	346.8134	0.682609	-47.89248	0.956467	-47.90762	0.703365
345.9265	6.54335	345.8168	0.677774	-46.9117	0.954619	-46.91685	0.706594
344.9534	6.519208	344.832	0.671166	-45.88724	0.954719	-45.92338	0.709291
343.9755	6.497536	343.8417	0.664127	-44.9048	0.949556	-44.94193	0.705088
342.9801	6.471869	342.8505	0.656973	-43.91271	0.950118	-43.92949	0.700569
341.9713	6.447592	341.8579	0.651683	-42.89537	0.951161	-42.92052	0.703093
340.9681	6.428752	340.8596	0.64827	-41.91111	0.946783	-41.92744	0.701806
339.9363	6.407152	339.8489	0.644596	-40.90853	0.945829	-40.91595	0.70451
338.94	6.382349	338.8469	0.641969	-39.89755	0.943866	-39.93491	0.70981
337.9506	6.356731	337.8336	0.639803	-38.89108	0.94269	-38.93568	0.709113
336.9437	6.327047	336.829	0.637032	-37.89534	0.944813	-37.93737	0.712624
335.9655	6.297957	335.8523	0.635748	-36.89041	0.948959	-36.94064	0.717612
334.9633	6.274131	334.8583	0.633737	-35.86896	0.949446	-35.9211	0.721653
333.9546	6.250676	333.8578	0.631261	-34.87244	0.948419	-34.95709	0.724005
332.9508	6.226514	332.8547	0.629124	-33.86037	0.946744	-33.96914	0.723485
331.9411	6.203117	331.8665	0.625432	-32.8783	0.945756	-32.96378	0.726854
330.9609	6.178265	330.8558	0.623636	-31.88969	0.944197	-31.96893	0.727374
329.9753	6.153841	329.872	0.62159	-30.88314	0.943971	-30.92676	0.731523
328.9821	6.129103	328.8952	0.6197	-29.89805	0.947854	-29.89993	0.739786
327.9832	6.105089	327.8784	0.618646	-28.88061	0.945396	-28.90087	0.736813
326.9635	6.083265	326.8722	0.615547	-27.90469	0.947674	-27.8924	0.741208
325.9635	6.06079	325.8592	0.611358	-26.90462	0.951985	-26.89557	0.746411
324.9831	6.039158	324.8511	0.607509	-25.91015	0.950775	-25.92229	0.747263
323.9928	6.015901	323.8501	0.602449	-24.92077	0.955825	-24.90513	0.755374
322.9907	5.992062	322.8639	0.598355	-23.92651	0.958956	-23.91363	0.762629
321.9908	5.968292	321.8728	0.595818	-22.94137	0.958222	-22.9153	0.763508
320.9732	5.942872	320.8573	0.591592	-21.9299	0.958019	-21.91456	0.76963
319.9689	5.916559	319.8726	0.589311	-20.92841	0.957083	-20.92432	0.772557
318.9702	5.890361	318.8649	0.586414	-19.90728	0.957179	-19.91179	0.774164
317.9773	5.861397	317.858	0.583604	-18.91269	0.959141	-18.91588	0.778957
316.9703	5.83618	316.8575	0.582544	-17.94561	0.962894	-17.90939	0.784971
315.9718	5.810638	315.8362	0.581243	-16.94198	0.969619	-16.90439	0.79608
314.9843	5.786297	314.845	0.58016	-15.92273	0.972664	-15.91436	0.800657
313.9944	5.762167	313.8419	0.578086	-14.88938	0.975155	-14.91819	0.807632
313.0078	5.736467	312.8419	0.5751	-13.84558	0.979245	-13.9176	0.813766
312.0207	5.711006	311.8484	0.572283	-12.85119	0.976619	-12.94717	0.813184
311.0089	5.681117	310.8535	0.570124	-11.86858	0.97808	-11.94776	0.819404
310.0004	5.652399	309.8485	0.568358	-10.89201	0.981791	-10.9292	0.829273
308.9949	5.623478	308.8512	0.567347	-9.918026	0.981312	-9.920404	0.832892
307.9883	5.594653	307.8495	0.564341	-8.901713	0.985058	-8.896628	0.842074
307.0108	5.571054	306.8528	0.561121	-7.901995	0.987986	-7.890437	0.850646
306.026	5.549332	305.8821	0.557935	-6.886078	0.99048	-6.903117	0.856016
305.037	5.520101	304.9003	0.553488	-5.869601	0.995753	-5.885022	0.866007
304.0491	5.49424	303.8882	0.550751	-4.866778	1.00046	-4.876651	0.873961
303.0355	5.461084	302.9034	0.547814	-3.87505	0.998516	-3.887267	0.873563
302.0159	5.421641	301.8693	0.544326	-2.896464	0.998195	-2.913007	0.876407
301.006	5.390197	300.8679	0.542627	-1.920238	0.996536	-1.990044	0.875033
299.9799	5.351089	299.8745	0.539618	-0.939489	0.998063	-1.027721	0.880113
298.9603	5.316279	298.8403	0.537135	0.042778	1.004659	-0.061022	0.892848
297.9646	5.281906	297.8522	0.535148	1.027919	1.008738	0.934999	0.90389
296.9451	5.248839	296.839	0.532738	2.024204	1.015352	1.974277	0.921689
295.9415	5.217448	295.8485	0.532412	2.989714	1.016141	2.967045	0.931008
294.9584	5.184026	294.8513	0.529952	3.983704	1.01863	3.975053	0.940281
293.9517	5.15339	293.8679	0.528797	4.972477	1.020828	4.9947	0.949026
292.9719	5.118272	292.8675	0.526827	5.971123	1.020828	5.980386	0.952784
291.9676	5.076774	291.8534	0.522037	6.981393	1.024863	6.986148	0.9639
290.9374	5.03776	290.8497	0.520106	7.983605	1.02745	7.97436	0.972607
289.9268	4.998105	289.8262	0.517641	8.972626	1.029652	8.946407	0.98265
288.889	4.955353	288.8173	0.515145	9.951971	1.032524	9.93627	0.994794
287.8927	4.919758	287.8073	0.514628	10.95068	1.034585	10.92783	1.002205
286.8991	4.884159	286.7969	0.514684	11.95618	1.03685	11.92399	1.015706
285.9119	4.848233	285.7798	0.512513	12.96386	1.042076	12.93477	1.030184
284.905	4.808091	284.7987	0.509931	13.98113	1.045584	13.94211	1.042076
283.9031	4.766012	283.8202	0.506468	14.96587	1.049645	14.94347	1.056122
282.9008	4.714474	282.8533	0.501505	15.95877	1.05287	15.95774	1.065177
281.9003	4.664324	281.8816	0.497273	16.96211	1.053491	16.94514	1.072052
280.9484	4.61652	280.8641	0.493935	17.94897	1.058661	17.9348	1.080839
279.9669	4.569933	279.86	0.4917	18.9632	1.058461	18.93358	1.088948
278.9927	4.518923	278.8566	0.487752	19.95851	1.062444	19.93701	1.103313
277.9818	4.467013	277.8493	0.485058	20.9544	1.065745	20.95319	1.120157
276.9741	4.420375	276.8537	0.482443	21.95455	1.066658	21.94447	1.134741
275.9548	4.360771	275.8514	0.478704	22.95537	1.073753	22.94456	1.155127
274.9572	4.312443	274.8437	0.475847	23.95953	1.077523	23.94901	1.171356
273.9548	4.257704	273.8497	0.472422	24.95567	1.080305	24.92744	1.18316
272.9297	4.190818	272.8563	0.468538	25.96359	1.083536	25.92234	1.200681
271.9294	4.134551	271.8635	0.464317	26.96977	1.084504	26.92797	1.2127
270.9306	4.075599	270.8598	0.46112	27.97205	1.085046	27.89963	1.225561
269.9363	4.019541	269.8698	0.457966	28.95219	1.087942	28.91804	1.240504
268.972	3.96801	268.8766	0.454955	29.92656	1.090172	29.92693	1.255061
267.9864	3.910446	267.8819	0.45131	30.91672	1.093904	30.90601	1.272588
267.0013	3.845402	266.8897	0.448149	31.89214	1.09844	31.91768	1.290392
265.9987	3.769899	265.8968	0.444491	32.89909	1.105156	32.91987	1.314803
264.9664	3.693683	264.894	0.441205	33.93695	1.114017	33.92778	1.340651
263.9569	3.616559	263.9006	0.439898	34.93711	1.117981	34.9298	1.36019
