Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mv	ua	mv	ua	mv	ua	mv	ua
FcAu		FcMeso		RuAds		Mediacion	
262.9431	3.536544	262.8929	0.438157	35.94983	1.123544	35.92047	1.382397
261.9433	3.463733	261.8577	0.439541	36.963	1.126357	36.9173	1.400838
260.9801	3.393897	260.8548	0.441976	37.93965	1.12446	37.90868	1.412631
259.9883	3.310602	259.8394	0.438477	38.90893	1.129087	38.90982	1.43574
258.9654	3.232393	258.8331	0.433202	39.89458	1.133302	39.92575	1.459439
257.979	3.149706	257.8306	0.427924	40.88778	1.136623	40.90891	1.479835
256.9697	3.053336	256.836	0.420202	41.88023	1.142784	41.90576	1.506932
255.9735	2.966268	255.8571	0.415785	42.91104	1.14764	42.9242	1.5312
254.987	2.875525	254.8745	0.412943	43.93629	1.152731	43.91451	1.555244
253.9855	2.776095	253.9062	0.405553	44.95213	1.158567	44.91545	1.581275
252.9853	2.681398	252.9063	0.400205	45.97177	1.165086	45.91931	1.608068
251.9855	2.585891	251.9066	0.393075	46.97378	1.170178	46.93217	1.63541
250.9939	2.48919	250.9093	0.38627	47.97756	1.172437	47.94208	1.654557
249.9962	2.391824	249.8907	0.381389	48.94885	1.175851	48.93639	1.677385
248.9817	2.290799	248.8656	0.374307	49.93715	1.180957	49.9328	1.705072
247.9786	2.185044	247.8356	0.371212	50.91847	1.18415	50.90038	1.727413
246.9865	2.061291	246.826	0.366788	51.87536	1.191265	51.89882	1.761057
245.9837	1.935526	245.8358	0.361815	52.88007	1.20072	52.90031	1.796516
244.9902	1.818776	244.8531	0.357831	53.86805	1.203681	53.88923	1.821808
243.9836	1.686702	243.8685	0.35157	54.86972	1.209413	54.87815	1.852445
242.9689	1.569503	242.8695	0.343582	55.89536	1.213848	55.8656	1.882837
241.9698	1.460223	241.8784	0.338853	56.90244	1.217599	56.86842	1.908605
240.9725	1.329361	240.875	0.331799	57.90173	1.226493	57.88142	1.941051
239.9823	1.204058	239.8649	0.326476	58.89002	1.235755	58.88393	1.973897
238.9836	1.069034	238.8728	0.323295	59.87926	1.244303	59.88406	2.010241
237.9766	0.921913	237.858	0.31688	60.88007	1.250831	60.87482	2.045128
236.9497	0.777431	236.8558	0.312159	61.89172	1.25716	61.87196	2.083927
235.948	0.624262	235.8673	0.305705	62.89952	1.263359	62.88913	2.128371
234.9435	0.473059	234.8822	0.298224	63.91302	1.271629	63.90226	2.16602
233.9474	0.314682	233.8973	0.290317	64.88798	1.276141	64.89452	2.207983
232.9542	0.157737	232.9044	0.28185	65.88883	1.284747	65.89449	2.253871
231.9636	0.020844	231.9148	0.275138	66.8904	1.291792	66.88924	2.28712
230.9845	-0.12571	230.8975	0.266313	67.85963	1.299574	67.85429	2.323843
230.0074	-0.275561	229.8953	0.258317	68.88425	1.310161	68.8688	2.366642
229.0351	-0.419573	228.9202	0.252803	69.86754	1.315876	69.86467	2.402753
228.0228	-0.603719	227.9204	0.243935	70.86166	1.325326	70.87794	2.450944
227.0118	-0.796224	226.9184	0.23833	71.89149	1.33405	71.89478	2.504703
225.9886	-0.987496	225.9184	0.233696	72.88785	1.345314	72.90105	2.556842
224.9824	-1.193385	224.888	0.226856	73.89832	1.356544	73.9109	2.610544
223.9757	-1.381333	223.8727	0.221936	74.90802	1.36554	74.88175	2.659648
222.9767	-1.560601	222.9	0.217077	75.91579	1.373538	75.87659	2.707904
221.987	-1.739557	221.8988	0.21218	76.93003	1.380224	76.87625	2.753265
220.9843	-1.912718	220.9121	0.204231	77.92123	1.386218	77.86494	2.800068
219.9898	-2.096973	219.9273	0.196794	78.92628	1.395793	78.89303	2.854119
219.0043	-2.284652	218.9156	0.187255	79.89964	1.40387	79.88799	2.904265
218.0199	-2.481015	217.9115	0.176028	80.86806	1.412981	80.86744	2.957684
217.0213	-2.695114	216.9124	0.167867	81.87788	1.425923	81.87164	3.02065
216.0269	-2.909992	215.9377	0.158181	82.85777	1.436756	82.85732	3.0795
214.9986	-3.138473	214.949	0.146059	83.87943	1.450107	83.87936	3.144427
213.9873	-3.367886	213.9696	0.132885	84.91827	1.463568	84.90178	3.213173
212.993	-3.568729	212.9752	0.120468	85.9211	1.473857	85.92349	3.272634
211.9879	-3.777009	211.9525	0.106964	86.93111	1.483957	86.93184	3.332676
210.9965	-3.974566	210.934	0.095399	87.93066	1.492719	87.92966	3.39017
210.0077	-4.172642	209.9131	0.086286	88.90428	1.500975	88.91276	3.445711
209.013	-4.407246	208.9201	0.07591	89.92197	1.511973	89.88744	3.508209
208.0215	-4.637676	207.9304	0.067284	90.9269	1.522371	90.86348	3.572181
207.0243	-4.88222	206.9397	0.060042	91.9176	1.53414	91.85155	3.643036
206.0056	-5.133731	205.9556	0.052122	92.9164	1.547675	92.85895	3.714755
205.0056	-5.363692	204.9638	0.043568	93.90758	1.559392	93.8735	3.783992
204.0181	-5.596029	203.9772	0.034832	94.90604	1.572598	94.90418	3.857092
203.03	-5.8183	202.9993	0.024645	95.90368	1.5844	95.91372	3.926148
202.0373	-6.040186	202.0074	0.012181	96.91031	1.595473	96.93214	3.995223
201.0334	-6.274489	200.9996	5.76E-4	97.91235	1.608274	97.92714	4.069816
200.0463	-6.502202	199.9776	-0.009569	98.47078	1.534916	98.91879	4.13528
199.0462	-6.745778	198.955	-0.020366	98.50092	1.433465	99.91657	4.20374
198.0378	-6.986296	197.9337	-0.030345	98.04083	1.306975	100.9131	4.276549
197.0501	-7.224318	196.9364	-0.040036	97.05625	1.15796	101.9159	4.34431
196.0203	-7.495319	195.9217	-0.052174	96.05096	1.077314	102.916	4.423663
195.0078	-7.745573	194.91	-0.064043	95.07233	1.008373	103.9178	4.503484
194.0104	-7.980244	193.9219	-0.075594	94.07228	0.947686	104.9025	4.578489
192.9835	-8.224018	192.9062	-0.087995	93.07822	0.894404	105.8976	4.658049
191.9936	-8.429219	191.9352	-0.099331	92.05024	0.844666	106.8791	4.729439
190.9907	-8.634634	190.9328	-0.111764	91.0333	0.798462	107.8883	4.799039
189.9897	-8.875043	189.9395	-0.124787	90.02447	0.757678	108.8817	4.870657
189.0014	-9.110303	188.9506	-0.136765	89.04057	0.719733	109.8611	4.942325
188.0008	-9.35541	187.9154	-0.148622	88.06186	0.685232	110.86	5.029386
187.0175	-9.614552	186.9143	-0.157186	87.05407	0.65194	111.8452	5.112095
185.9896	-9.861998	185.9022	-0.163941	86.04627	0.62278	112.8435	5.199685
184.977	-10.09301	184.8925	-0.17242	85.02518	0.59567	113.8542	5.291564
183.9632	-10.31005	183.9071	-0.180962	84.02087	0.567354	114.8642	5.367398
182.9487	-10.53019	182.9149	-0.192245	83.03878	0.543375	115.8409	5.45316
181.964	-10.72257	181.9052	-0.205116	82.04762	0.518086	116.8305	5.542355
180.9832	-10.9017	180.8992	-0.216158	81.05805	0.4912	117.8282	5.621687
179.9866	-11.10679	179.892	-0.228107	80.05653	0.468959	118.8385	5.709992
178.9946	-11.28619	178.8957	-0.238074	79.05325	0.447631	119.8455	5.798041
178.0168	-11.46947	177.928	-0.247129	78.06262	0.424995	120.8684	5.879654
177.0082	-11.69488	176.9398	-0.259117	77.05615	0.406369	121.8759	5.975607
175.998	-11.90028	175.9539	-0.268603	76.06023	0.387107	122.8731	6.073764
174.9925	-12.10083	174.9381	-0.279307	75.08629	0.367071	123.9027	6.173943
173.9792	-12.31223	173.9119	-0.291874	74.08336	0.347182	124.9025	6.269927
172.9635	-12.48434	172.896	-0.301453	73.09528	0.326519	125.9114	6.358986
171.9775	-12.64101	171.8853	-0.313126	72.086	0.30824	126.9129	6.448666
170.9672	-12.79507	170.8962	-0.325593	71.05478	0.287525	127.9032	6.533702
169.9662	-12.94678	169.8985	-0.336641	70.03999	0.270926	128.8986	6.625184
168.9851	-13.10135	168.8998	-0.347677	69.02905	0.257015	129.8886	6.730968
167.9819	-13.24795	167.899	-0.356609	68.03554	0.238714	130.8761	6.829254
166.988	-13.41538	166.8959	-0.363455	67.03477	0.225867	131.8708	6.928044
165.9911	-13.56484	165.8936	-0.369144	66.06316	0.214698	132.8627	7.027088
164.9827	-13.68734	164.9225	-0.374839	65.07238	0.200976	133.8503	7.111973
163.9736	-13.83748	163.9251	-0.383621	64.09947	0.191048	134.8307	7.207106
162.9726	-13.95665	162.9366	-0.391873	63.12753	0.180682	135.834	7.30993
161.9747	-14.0493	161.9269	-0.40096	62.107	0.165512	136.8446	7.418703
160.9855	-14.15709	160.9008	-0.411334	61.1056	0.15146	137.8654	7.532014
159.9934	-14.23228	159.9194	-0.417758	60.06337	0.137632	138.891	7.636543
158.994	-14.30023	158.9136	-0.42404	59.0511	0.124498	139.8757	7.736414
157.9943	-14.38942	157.9317	-0.429439	58.03614	0.112341	140.8707	7.83076
156.9825	-14.4757	156.937	-0.433889	57.02434	0.100845	141.8508	7.91979
155.9875	-14.56093	155.9366	-0.438706	56.0474	0.091802	142.8407	8.013643
155.007	-14.63524	154.9452	-0.444465	55.03503	0.080197	143.8628	8.104657
154.0082	-14.69751	153.9427	-0.451147	54.06959	0.07029	144.8496	8.195968
153.0142	-14.7421	152.9754	-0.457011	53.09475	0.061683	145.8694	8.298544
152.0038	-14.7618	151.9697	-0.465279	52.09233	0.049138	146.8785	8.397023
151.0047	-14.79507	150.9656	-0.475659	51.11143	0.038013	147.8787	8.506609
150.0196	-14.82986	149.9509	-0.486501	50.10815	0.028721	148.92	8.61969
149.0199	-14.84741	148.9207	-0.497142	49.08077	0.016309	149.927	8.716658
148.0236	-14.8882	147.9143	-0.507123	48.08036	0.006554	150.9246	8.813408
147.0048	-14.91899	146.9085	-0.512506	47.07872	-0.001284	151.9162	8.895811
145.9865	-14.92689	145.9267	-0.516331	46.09312	-0.009015	152.8743	8.967121
144.9808	-14.95135	144.9069	-0.521965	45.12018	-0.014708	153.8708	9.047822
143.979	-14.9522	143.9056	-0.526047	44.12133	-0.022241	154.8705	9.129024
142.9742	-14.93504	142.8922	-0.531449	43.11438	-0.030038	155.8702	9.216939
141.9725	-14.90322	141.8706	-0.536766	42.09605	-0.040315	156.8832	9.311753
140.9655	-14.85509	140.8782	-0.541287	41.07378	-0.051588	157.864	9.404961
139.9823	-14.80623	139.8783	-0.546351	40.07199	-0.058847	158.8629	9.499262
138.9752	-14.78211	138.8971	-0.55098	39.06191	-0.068023	159.8612	9.587095
137.9795	-14.76715	137.9133	-0.557366	38.04707	-0.074914	160.8736	9.673252
136.9765	-14.75406	136.925	-0.561052	37.05689	-0.079689	161.8815	9.761273
135.9534	-14.72158	135.9309	-0.563099	36.05404	-0.087463	162.8958	9.834779
134.9546	-14.66387	134.9213	-0.565862	35.06355	-0.093948	163.8956	9.912076
133.9331	-14.60017	133.9112	-0.566947	34.09016	-0.100334	164.88	9.989297
132.9457	-14.52303	132.913	-0.567335	33.0561	-0.107614	165.8675	10.05502
131.9337	-14.46187	131.9017	-0.570799	32.04608	-0.11391	166.8433	10.13896
130.9432	-14.38029	130.9004	-0.573974	31.03613	-0.121014	167.8407	10.22568
129.9502	-14.30355	129.8981	-0.575935	30.02619	-0.129286	168.8537	10.30603
128.9286	-14.23245	128.9016	-0.57932	29.06061	-0.135323	169.8767	10.39027
127.9462	-14.14916	127.9102	-0.579262	28.07486	-0.142386	170.8868	10.46476
126.9598	-14.07251	126.9265	-0.578416	27.09133	-0.145972	171.8783	10.52884
125.9623	-13.99081	125.9504	-0.580457	26.1089	-0.149195	172.8501	10.59298
124.9658	-13.91366	124.9425	-0.583703	25.10643	-0.154598	173.8356	10.66014
123.9595	-13.83335	123.9536	-0.588266	24.12871	-0.158981	174.8581	10.73382
122.9525	-13.74788	122.9395	-0.592029	23.15932	-0.16815	175.8801	10.80258
121.9635	-13.65569	121.9326	-0.594495	22.13197	-0.177115	176.894	10.87317
120.9751	-13.55715	120.9284	-0.595462	21.16566	-0.185539	177.9041	10.94495
119.9847	-13.45196	119.9104	-0.591574	20.16043	-0.194718	178.8627	10.99978
118.9653	-13.36404	118.9038	-0.580762	19.13022	-0.200137	179.8659	11.06326
117.9512	-13.27013	117.893	-0.568802	18.14917	-0.204395	180.8679	11.12932
116.9588	-13.16573	116.9122	-0.556673	17.10608	-0.210628	181.8514	11.1768
115.9618	-13.08078	115.9359	-0.552805	16.10139	-0.213199	182.8573	11.23156
114.9685	-12.97763	114.9465	-0.559386	15.10309	-0.217589	183.8296	11.28444
113.9946	-12.87531	113.9888	-0.56569	14.11427	-0.223175	184.8133	11.33107
112.9965	-12.79087	112.9834	-0.579298	13.15678	-0.225447	185.8096	11.39179
112.0047	-12.68475	111.9765	-0.588146	12.15292	-0.231683	186.8201	11.45875
111.0068	-12.57631	110.9799	-0.590346	11.15272	-0.239305	187.8514	11.52728
110.0068	-12.4766	109.953	-0.592505	10.13861	-0.246406	188.8723	11.58884
109.0006	-12.36842	108.9675	-0.587325	9.110801	-0.252941	189.8899	11.64015
107.9864	-12.26434	107.9522	-0.584717	8.093532	-0.25744	190.9006	11.68683
107.0096	-12.1713	106.9512	-0.586502	7.08242	-0.260276	191.8707	11.71959
105.9896	-12.08127	105.963	-0.589628	6.092012	-0.263317	192.8655	11.75714
104.9963	-11.98767	104.9385	-0.592447	5.101902	-0.268406	193.8517	11.80636
104.0073	-11.89079	103.9575	-0.590041	4.122573	-0.277746	194.8511	11.84309
103.0109	-11.78757	102.9767	-0.587303	3.155065	-0.285523	195.8577	11.88847
102.0579	-11.67468	101.9782	-0.582617	2.160662	-0.29328	196.8615	11.94188
101.0752	-11.565	101.0099	-0.576179	1.155462	-0.303331	197.8793	11.98337
100.1009	-11.47152	99.99827	-0.570326	0.155313	-0.308137	198.8823	12.03488
99.11191	-11.38045	98.99051	-0.563114	-0.842293	-0.31356	199.9067	12.08542
98.0756	-11.29486	97.9839	-0.558645	-1.820598	-0.316598	200.9259	12.12169
97.04955	-11.21443	96.9473	-0.558982	-2.767121	-0.318647	201.9309	12.1521
96.03091	-11.12333	95.9535	-0.565033	-3.715625	-0.323727	202.9288	12.17638
95.00228	-11.03245	94.93369	-0.575331	-4.707172	-0.329881	203.9144	12.19747
93.99976	-10.94117	93.92992	-0.585773	-5.735339	-0.33994	204.8953	12.22083
93.00647	-10.84779	92.94008	-0.593265	-6.774518	-0.346281	205.8612	12.24875
91.99852	-10.75337	91.92559	-0.596508	-7.800109	-0.351555	206.8446	12.28773
90.99791	-10.65649	90.92808	-0.596401	-8.819674	-0.357835	207.8414	12.32058
89.99753	-10.56209	89.92755	-0.593181	-9.803923	-0.362861	208.8308	12.35154
88.99583	-10.47024	88.92799	-0.588122	-10.7854	-0.367537	209.8414	12.38758
88.02144	-10.37471	87.96236	-0.584395	-11.79316	-0.374155	210.8492	12.40745
87.02644	-10.29451	86.96884	-0.582679	-12.76436	-0.377931	211.8404	12.43023
86.01933	-10.21466	85.96463	-0.581369	-13.73712	-0.380187	212.8615	12.45909
85.0097	-10.12719	84.97137	-0.582027	-14.7479	-0.390419	213.8575	12.47845
83.98065	-10.04473	83.94572	-0.582206	-15.74747	-0.398267	214.8543	12.50272
82.96114	-9.953979	82.94029	-0.58015	-16.76081	-0.407351	215.8478	12.52538
81.97395	-9.865236	81.93861	-0.577942	-17.79066	-0.41594	216.8331	12.54461
80.98059	-9.792471	80.94122	-0.575463	-18.81173	-0.420625	217.83	12.5676
79.98138	-9.718992	79.93612	-0.573747	-19.81371	-0.426071	218.841	12.58949
78.99911	-9.648885	78.94688	-0.57101	-20.82296	-0.431484	219.842	12.61302
77.98155	-9.576024	77.94986	-0.568815	-21.8064	-0.438391	220.8354	12.63107
76.99316	-9.498692	76.95428	-0.566506	-22.79319	-0.443474	221.8298	12.64111
75.98134	-9.422867	75.97499	-0.565016	-23.77853	-0.445822	222.8207	12.6546
74.9922	-9.346908	74.99478	-0.56309	-24.76667	-0.450612	223.8323	12.66734
73.99181	-9.275053	73.99825	-0.559835	-25.74487	-0.456534	224.8336	12.68363
72.97112	-9.202229	72.9859	-0.555862	-26.71612	-0.46122	225.8738	12.71126
72.00406	-9.127064	71.98141	-0.546968	-27.69076	-0.473321	226.8724	12.72922
70.99374	-9.051023	70.96844	-0.538399	-28.68161	-0.482368	227.8569	12.7448
70.01157	-8.975094	69.96301	-0.530893	-29.72213	-0.489032	228.8727	12.75837
69.04326	-8.899065	68.97313	-0.523943	-30.73709	-0.498864	229.8415	12.76165
68.03566	-8.828938	67.96107	-0.522476	-31.75175	-0.503405	230.8279	12.77253
67.04065	-8.76297	66.95699	-0.524764	-32.75599	-0.509395	231.8232	12.7813
66.01923	-8.693362	65.98849	-0.530127	-33.75035	-0.517558	232.7933	12.78846
64.99638	-8.626623	64.97511	-0.537805	-34.74406	-0.525372	233.7837	12.79913
63.98067	-8.561417	63.98319	-0.544964	-35.75665	-0.534631	234.7668	12.80647
62.96378	-8.497014	62.99699	-0.549731	-36.76037	-0.542646	235.7728	12.81752
61.97461	-8.439865	61.95739	-0.552802	-37.75753	-0.551065	236.786	12.833
60.98498	-8.38413	60.96194	-0.55253	-38.76231	-0.560319	237.7947	12.8466
59.99317	-8.328191	59.96312	-0.548761	-39.76105	-0.567877	238.8378	12.86336
59.0155	-8.271056	58.94921	-0.54175	-40.77077	-0.578356	239.8524	12.87352
58.01248	-8.21289	57.95654	-0.533712	-41.76042	-0.588877	240.8513	12.87744
57.013	-8.157344	56.96926	-0.528594	-42.7566	-0.595328	241.8588	12.88157
56.00977	-8.099869	55.974	-0.525832	-43.76567	-0.604234	242.8229	12.87918
54.97211	-8.046338	54.98395	-0.526699	-44.74746	-0.610372	243.8196	12.88533
53.98046	-7.990688	53.99455	-0.527556	-45.75929	-0.616	244.8167	12.89563
52.96974	-7.931393	52.98709	-0.527037	-46.771	-0.626344	245.8182	12.90286
51.96563	-7.874312	51.98349	-0.527348	-47.76002	-0.635908	246.833	12.91914
51.01808	-7.81311	50.96979	-0.527699	-48.78655	-0.647732	247.8123	12.93125
50.03397	-7.753695	49.9828	-0.52771	-49.77886	-0.658876	248.8124	12.9395
49.06264	-7.700175	48.97337	-0.529056	-50.75135	-0.667626	249.8171	12.95109
48.08194	-7.646339	47.97459	-0.528852	-51.75172	-0.677539	250.8373	12.95798
47.05653	-7.598168	46.99089	-0.528104	-52.71254	-0.687064	251.8902	12.96289
46.04806	-7.550184	45.97215	-0.528779	-53.71288	-0.698122	252.8922	12.967
45.02868	-7.503651	44.97292	-0.528451	-54.71785	-0.711153	253.8845	12.96951
44.00874	-7.458918	43.97883	-0.528287	-55.72688	-0.722089	254.8681	12.97261
43.01183	-7.414974	42.9575	-0.527103	-56.75977	-0.733587	255.8128	12.97563
41.98943	-7.372485	41.9542	-0.522049	-57.7873	-0.745483	256.8105	12.98547
40.98132	-7.325714	40.9595	-0.513075	-58.80207	-0.7557	257.8271	12.99933
39.97469	-7.278577	39.96526	-0.50742	-59.80301	-0.771184	258.8293	13.00601
38.98253	-7.23055	38.98874	-0.504367	-60.8028	-0.783837	259.8681	13.0168
38.01468	-7.182192	37.98899	-0.505059	-61.78429	-0.795998	260.8781	13.02476
37.03847	-7.135902	36.99228	-0.509286	-62.79963	-0.808939	261.8502	13.02362
36.05002	-7.093406	35.98496	-0.511177	-63.79222	-0.816136	262.8393	13.03151
35.03194	-7.0517	34.9846	-0.510618	-64.78568	-0.825156	263.82	13.03843
34.00291	-7.011166	33.98917	-0.509717	-65.75739	-0.837416	264.8084	13.04396
32.98058	-6.971126	32.98146	-0.510335	-66.74623	-0.850927	265.8102	13.05468
31.99699	-6.926682	31.96846	-0.510058	-67.75596	-0.86738	266.8028	13.06281
31.0172	-6.883612	30.96043	-0.510569	-68.76238	-0.885675	267.7777	13.0708
30.03641	-6.840339	29.97872	-0.511249	-69.78119	-0.900922	268.7592	13.07883
29.05579	-6.79912	29.00568	-0.511078	-70.78014	-0.915502	269.7601	13.08807
28.04218	-6.760503	27.99493	-0.51118	-71.79385	-0.928887	270.7784	13.10058
27.03913	-6.722504	27.00282	-0.5109	-72.79707	-0.943759	271.7735	13.10978
26.03902	-6.685935	25.99018	-0.511419	-73.79555	-0.957814	272.7746	13.12005
25.01497	-6.6473	24.961	-0.510703	-74.78145	-0.970084	273.7825	13.13222
24.03365	-6.610046	23.99044	-0.510032	-75.76451	-0.98717	274.7556	13.14191
23.02185	-6.573176	22.99392	-0.510404	-76.74275	-1.000936	275.7756	13.15608
22.01496	-6.536357	22.00018	-0.509375	-77.73511	-1.016989	276.792	13.17444
21.04974	-6.497446	21.03456	-0.506826	-78.74261	-1.03996	277.7859	13.18221
20.04847	-6.459337	20.03353	-0.50586	-79.76147	-1.059961	278.8036	13.19296
19.06657	-6.417918	19.02864	-0.503702	-80.78484	-1.08059	279.8169	13.2051
18.08114	-6.378501	18.02932	-0.501479	-81.80901	-1.10178	280.8223	13.21046
17.05968	-6.344732	17.01704	-0.503152	-82.81018	-1.116909	281.8205	13.22297
16.03777	-6.310538	16.00377	-0.501608	-83.80255	-1.131626	282.8198	13.2352
15.02119	-6.277302	14.99434	-0.501062	-84.79478	-1.147653	283.8081	13.24661
14.00201	-6.243641	13.99414	-0.501188	-85.77807	-1.165592	284.7964	13.25961
12.99867	-6.206984	13.01199	-0.500589	-86.77773	-1.186369	285.7632	13.27539
12.02232	-6.168863	12.0356	-0.501798	-87.75143	-1.207764	286.7592	13.29505
11.04799	-6.133148	11.05511	-0.499274	-88.75081	-1.234577	287.7736	13.31109
10.06577	-6.098954	10.0638	-0.497151	-89.75112	-1.258685	288.789	13.3284
9.085483	-6.06726	9.048409	-0.494255	-90.75539	-1.281577	289.8439	13.34806
8.076941	-6.036848	8.048573	-0.490604	-91.78502	-1.31034	290.8494	13.35941
7.070277	-6.008676	7.027771	-0.490839	-92.78127	-1.332226	291.8331	13.37196
6.054491	-5.979014	5.997226	-0.492227	-93.77183	-1.352089	292.8365	13.38509
5.049887	-5.948814	4.993429	-0.493902	-94.75909	-1.372255	293.8083	13.39519
4.058113	-5.920189	3.980518	-0.497241	-95.74108	-1.388928	294.799	13.41063
3.050369	-5.889407	2.976275	-0.499759	-96.74881	-1.407832	295.8034	13.42865
2.06599	-5.857451	2.020853	-0.499372	-97.75925	-1.435096	296.8057	13.4481
1.066405	-5.824381	1.037825	-0.498927	-98.78702	-1.465551	297.8204	13.4696
0.071008	-5.790699	0.073207	-0.497367	-99.78581	-1.496465	298.8354	13.49014
-0.88861	-5.756676	-0.864549	-0.496084	-100.77	-1.525393	299.8534	13.51042
-1.836779	-5.725726	-1.830505	-0.494646	-101.7673	-1.550109	300.8528	13.52943
-2.79098	-5.699597	-2.793505	-0.495662	-102.7447	-1.571074	301.8517	13.54644
-3.7557	-5.674862	-3.784061	-0.497048	-103.7128	-1.591194	302.8549	13.56665
-4.745463	-5.649996	-4.787198	-0.498338	-104.7014	-1.619532	303.8458	13.58286
-5.760287	-5.626795	-5.805871	-0.502089	-105.7097	-1.6506	304.8554	13.59896
-6.779613	-5.596972	-6.819211	-0.503116	-106.6867	-1.682317	305.8578	13.61849
-7.777951	-5.566483	-7.82466	-0.504647	-107.7227	-1.717993	306.8525	13.63511
-8.786476	-5.543578	-8.821622	-0.505521	-108.7398	-1.749871	307.8389	13.65831
-9.790415	-5.520471	-9.812656	-0.505646	-109.7443	-1.779419	308.8184	13.68366
-10.77794	-5.50142	-10.80379	-0.505469	-110.7671	-1.813228	309.8231	13.70524
-11.78845	-5.48428	-11.80501	-0.505945	-111.7652	-1.844673	310.8268	13.72802
-12.79179	-5.462544	-12.80503	-0.506464	-112.7704	-1.874741	311.8491	13.74836
-13.78618	-5.442111	-13.81518	-0.507466	-113.7666	-1.90432	312.8571	13.76754
-14.80565	-5.422289	-14.83876	-0.509895	-114.773	-1.931767	313.839	13.78986
-15.83965	-5.401923	-15.85946	-0.51058	-115.7732	-1.960521	314.8387	13.81208
-16.85119	-5.379443	-16.87754	-0.511667	-116.7681	-1.991304	315.8189	13.83452
-17.85167	-5.356105	-17.89055	-0.511367	-117.7648	-2.025736	316.8181	13.85807
-18.84929	-5.329249	-18.87226	-0.51003	-118.7677	-2.064085	317.8453	13.88012
-19.82064	-5.302711	-19.84553	-0.510253	-119.7827	-2.098184	318.8275	13.90401
-20.82591	-5.27925	-20.82737	-0.510474	-120.7981	-2.133935	319.8358	13.92766
-21.84966	-5.251917	-21.80471	-0.512346	-121.8197	-2.167744	320.8193	13.9521
-22.84946	-5.233704	-22.81251	-0.514931	-122.8075	-2.19716	321.8075	13.97846
-23.85551	-5.216032	-23.7997	-0.516663	-123.7851	-2.233528	322.8111	13.99968
-24.8475	-5.200653	-24.8114	-0.519563	-124.7718	-2.269393	323.807	14.0244
-25.84411	-5.184033	-25.81728	-0.521018	-125.7414	-2.306859	324.8117	14.05093
-26.82201	-5.162736	-26.78604	-0.521713	-126.7476	-2.347326	325.8088	14.07533
-27.8283	-5.148181	-27.8012	-0.524034	-127.751	-2.385377	326.8144	14.10611
-28.82981	-5.130937	-28.80724	-0.524043	-128.7252	-2.423781	327.8253	14.13428
-29.82126	-5.117607	-29.79344	-0.524435	-129.7458	-2.464764	328.8359	14.15873
-30.8484	-5.100468	-30.82022	-0.525408	-130.7466	-2.505307	329.8224	14.18445
-31.84904	-5.078485	-31.81437	-0.524826	-131.7575	-2.548798	330.8271	14.20876
-32.84949	-5.057606	-32.80698	-0.525893	-132.7869	-2.590398	331.8156	14.23203
-33.86195	-5.040483	-33.8297	-0.52964	-133.7793	-2.628418	332.7944	14.25671
-34.85984	-5.024339	-34.84302	-0.531626	-134.78	-2.668187	333.7861	14.28235
-35.8821	-5.010417	-35.85873	-0.533659	-135.7616	-2.70429	334.7839	14.31051
-36.89032	-4.995701	-36.84802	-0.534531	-136.7626	-2.746327	335.7699	14.33913
-37.8745	-4.977596	-37.82124	-0.533494	-137.7504	-2.789639	336.787	14.37138
-38.85652	-4.963269	-38.80549	-0.535045	-138.7391	-2.832813	337.8099	14.40504
-39.80824	-4.945814	-39.80321	-0.537556	-139.7646	-2.880678	338.7966	14.43291
-40.78711	-4.929064	-40.80643	-0.543009	-140.7514	-2.923934	339.8191	14.4642
-41.77925	-4.915499	-41.79953	-0.547618	-141.7602	-2.967493	340.8218	14.49393
-42.78834	-4.901914	-42.78556	-0.551387	-142.7666	-3.016522	341.8183	14.51977
-43.80256	-4.884202	-43.80148	-0.557544	-143.7485	-3.061953	342.8257	14.54833
-44.83063	-4.865415	-44.80936	-0.560312	-144.7663	-3.11144	343.8098	14.57621
-45.83806	-4.84628	-45.84672	-0.564244	-145.7561	-3.163301	344.8121	14.60197
-46.85217	-4.834203	-46.88634	-0.567827	-146.7618	-3.208954	345.8104	14.63182
-47.85707	-4.824265	-47.8752	-0.569102	-147.7679	-3.25964	346.825	14.66498
-48.83058	-4.817214	-48.90043	-0.571052	-148.755	-3.310577	347.8544	14.69859
-49.82834	-4.809196	-49.8911	-0.57328	-149.7614	-3.364174	348.8517	14.73257
-50.81544	-4.793993	-50.8648	-0.575971	-150.768	-3.419064	349.8327	14.76495
-51.80381	-4.780834	-51.857	-0.577291	-151.7619	-3.470798	350.8377	14.79679
-52.81177	-4.768611	-52.83381	-0.582164	-152.7653	-3.523391	351.8229	14.82465
-53.8176	-4.758062	-53.84361	-0.583686	-153.7866	-3.570373	352.8286	14.85476
-54.81564	-4.748756	-54.85931	-0.586117	-154.7636	-3.619222	353.8634	14.88845
-55.8308	-4.73894	-55.85322	-0.58736	-155.7628	-3.674845	354.8525	14.91626
-56.83819	-4.726293	-56.86052	-0.587884	-156.7535	-3.731215	355.8447	14.9472
-57.8424	-4.713241	-57.85075	-0.591083	-157.7218	-3.7912	356.8503	14.97933
-58.83788	-4.696852	-58.85212	-0.594165	-158.7477	-3.855181	357.8351	15.0072
