WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)	
Ru Adsorbido con HQ 5mM.teq4_2col	Ru Adsorbido con HQ 5mM.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 1.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 1.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 2.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 2.teq4_2col	Ru Adsorbido con HQ 5mM 20 ciclos.teq4_2col	Ru Adsorbido con HQ 5mM 20 ciclos.teq4_2col
		-464.6565	-1.585123			663.0847	12.34258
		-463.6141	-1.567695			662.1039	12.31124
		-462.5586	-1.552154			661.1311	12.27944
		-461.5212	-1.537968			660.0906	12.24252
		-460.5348	-1.523935			659.0621	12.20926
		-459.5518	-1.51292			658.0664	12.17803
		-458.5874	-1.502881			657.0316	12.14329
		-457.5953	-1.491447			656.051	12.11173
		-456.5993	-1.479954			655.0515	12.08283
		-455.6238	-1.469011			654.0506	12.05165
		-454.6391	-1.454881			653.0482	12.02169
		-453.6601	-1.439754			652.0745	11.99221
		-452.6508	-1.423564			651.0782	11.95924
		-451.6164	-1.407589			650.0852	11.92233
		-450.5997	-1.392974			649.0972	11.8877
		-449.5764	-1.380491			648.0786	11.85345
		-448.569	-1.37034			647.0723	11.81879
		-447.605	-1.359092			646.0697	11.78803
		-446.6229	-1.348803			645.0925	11.75552
		-445.6161	-1.339176			644.0928	11.71676
		-444.6402	-1.328475			643.1172	11.67492
		-443.6282	-1.315508			642.0878	11.63487
		-442.6194	-1.30089			641.0471	11.59047
		-441.6325	-1.287309			640.0459	11.55239
		-440.6305	-1.27526			639.0216	11.5179
		-439.6264	-1.264089			638.0332	11.47958
		-438.6281	-1.253185			637.0394	11.44245
		-437.6406	-1.24065			636.0342	11.40366
		-436.6406	-1.227192			635.0441	11.36197
		-435.6669	-1.214394			634.0704	11.32191
		-434.6867	-1.205807			633.089	11.27996
		-433.6816	-1.193779			632.0836	11.2377
		-432.6742	-1.182886			631.0844	11.19455
		-431.6551	-1.170109			630.0457	11.14996
		-430.6505	-1.155593			629.0264	11.1093
		-429.6529	-1.145955			628.0239	11.06549
		-428.6623	-1.131968			627.0315	11.02202
		-427.6671	-1.119578			626.0486	10.97962
		-426.6427	-1.111519			625.0702	10.93326
		-425.6386	-1.094604			624.0885	10.88898
		-424.6251	-1.079468			623.0864	10.84338
		-423.6107	-1.067804			622.0935	10.79519
		-422.625	-1.050141			621.1003	10.74975
		-421.6297	-1.040672			620.1232	10.70067
		-420.6477	-1.031557			619.1213	10.65219
		-419.6447	-1.021266			618.1052	10.60402
		-418.6328	-1.008189			617.1052	10.55087
		-417.5963	-0.993629			616.0908	10.50312
		-416.549	-0.97923			615.0923	10.45208
		-415.5293	-0.962957			614.121	10.4001
		-414.5066	-0.948042			613.1388	10.351
		-413.5061	-0.935158			612.1596	10.29524
		-412.5228	-0.918671			611.1807	10.24319
		-411.5272	-0.902965			610.1851	10.18706
		-410.5372	-0.889728			609.1719	10.12941
		-409.5664	-0.875307			608.155	10.07477
		-408.5808	-0.863038			607.1338	10.01957
		-407.5809	-0.850626			606.123	9.963393
		-406.571	-0.835441			605.1119	9.902983
		-405.5747	-0.818653			604.0991	9.842939
		-404.563	-0.802588			603.0988	9.781181
		-403.6015	-0.78828			602.0923	9.723183
		-402.6331	-0.773697			601.0977	9.666985
		-401.6381	-0.756376			600.0993	9.603666
		-400.644	-0.736254			599.0994	9.539583
		-399.6179	-0.7125			598.0818	9.472185
		-398.6078	-0.687634			597.0662	9.405723
		-397.6063	-0.667797			596.0574	9.342606
		-396.6126	-0.649968			595.0408	9.277913
		-395.6121	-0.631791			594.064	9.215236
		-394.5985	-0.613224			593.0654	9.15107
		-393.5875	-0.595424			592.0745	9.083981
		-392.5821	-0.575303			591.0844	9.019162
		-391.6024	-0.554638			590.0735	8.953358
		-390.6277	-0.533006			589.0801	8.884874
		-389.617	-0.505486			588.084	8.818251
		-388.5905	-0.474375			587.0906	8.748357
		-387.5826	-0.44435			586.0894	8.674728
		-386.5711	-0.417002			585.0811	8.603839
		-385.5885	-0.389099			584.0565	8.532249
		-384.6262	-0.367448			583.0583	8.458508
		-383.6333	-0.34613			582.0339	8.386713
		-382.6481	-0.319195			581.0306	8.315084
		-381.6581	-0.292212			580.0483	8.241356
		-380.6715	-0.262345			579.0502	8.168051
		-379.6724	-0.228232			578.065	8.098084
		-378.6523	-0.190258			577.0698	8.023606
		-377.6342	-0.152055			576.0898	7.950928
		-376.6104	-0.111761			575.0854	7.87685
		-375.5863	-0.071631			574.1033	7.798039
		-374.6004	-0.036605			573.1082	7.722516
		-373.6138	-0.002702			572.0913	7.644747
		-372.6346	0.031494			571.0898	7.566779
		-371.6525	0.066315			570.0784	7.487946
		-370.6628	0.101481			569.0891	7.407937
		-369.6768	0.142417			568.0824	7.329432
		-368.6578	0.189328			567.0959	7.251894
		-367.6609	0.236529			566.1125	7.172102
		-366.6458	0.286629			565.1175	7.094308
		-365.6222	0.33615			564.1297	7.013525
		-364.6426	0.379748			563.1228	6.937481
		-363.6273	0.424603			562.137	6.861993
		-362.6169	0.473903			561.1347	6.779439
		-361.6184	0.523962			560.1386	6.699195
		-360.6055	0.575568			559.1312	6.611739
		-359.6212	0.627646			558.1151	6.529484
		-358.6447	0.681102			557.1106	6.450841
		-357.6473	0.734131			556.0999	6.369605
		-356.6436	0.789656			555.1049	6.290534
		-355.6218	0.848475			554.0973	6.207095
		-354.6059	0.903924			553.0831	6.124127
		-353.6336	0.955595			552.0941	6.04402
		-352.6596	1.011068			551.088	5.959988
		-351.6819	1.068708			550.0869	5.87856
		-350.7101	1.13291			549.1105	5.801739
		-349.6877	1.20769			548.0908	5.71997
		-348.6594	1.282501			547.1116	5.640447
		-347.6503	1.354818			546.1094	5.557208
		-346.6257	1.422574			545.0854	5.471745
		-345.6331	1.488547			544.0903	5.392827
		-344.6463	1.554945			543.0763	5.315891
		-343.6745	1.618143			542.098	5.241661
		-342.6889	1.685096			541.1005	5.164151
		-341.693	1.754472			540.1035	5.084629
		-340.7051	1.824884			539.1123	5.003282
		-339.7036	1.904649			538.1021	4.92664
		-338.6943	1.995263			537.1143	4.850662
		-337.6735	2.086734			536.1119	4.771512
		-336.6338	2.177882			535.1065	4.693391
		-335.6197	2.265053			534.1143	4.610866
		-334.6386	2.342435			533.108	4.534175
		-333.6594	2.412315			532.1088	4.454189
		-332.6875	2.483168			531.1062	4.379182
		-331.6836	2.562629			530.0823	4.304477
		-330.6702	2.643419			529.0855	4.225252
		-329.673	2.732973			528.0682	4.15034
		-328.6714	2.835903			527.0557	4.076517
		-327.6501	2.935448			526.0482	4.001201
		-326.6599	3.035149			525.0247	3.92817
		-325.6211	3.139351			524.0405	3.859349
		-324.6157	3.232436			523.0691	3.788285
		-323.6314	3.319857			522.0935	3.717758
		-322.6324	3.408867			521.111	3.64596
		-321.6661	3.495096			520.1124	3.574264
		-320.6749	3.582484			519.0869	3.501728
		-319.6906	3.677645			518.0757	3.433751
		-318.6866	3.788648			517.0869	3.366971
		-317.6552	3.900693			516.1035	3.298584
		-316.6293	4.00964			515.1114	3.231395
		-315.6017	4.121526			514.1102	3.162937
		-314.5912	4.218265			513.0988	3.094551
		-313.6129	4.306644			512.1032	3.032067
		-312.6281	4.405945			511.1268	2.970771
		-311.6265	4.507757			510.1559	2.906533
		-310.6005	4.609347			509.1733	2.844624
		-309.6115	4.718117			508.1661	2.778295
		-308.5997	4.828444			507.1517	2.711791
		-307.5963	4.932261			506.1253	2.650658
		-306.6071	5.036264			505.1195	2.58807
		-305.5925	5.145199			504.0964	2.526993
		-304.6096	5.247389			503.092	2.46562
		-303.6407	5.33433			502.0925	2.40525
		-302.6709	5.428041			501.0799	2.348064
		-301.6713	5.523247			500.107	2.290587
		-300.6709	5.615596			499.0992	2.233383
		-299.6506	5.73254			498.1073	2.181033
		-298.6141	5.855837			497.0953	2.12241
		-297.6136	5.969723			496.0699	2.066958
		-296.6125	6.082436			495.0746	2.015558
		-295.6189	6.187129			494.0573	1.958067
		-294.6533	6.273399			493.0737	1.90543
		-293.6631	6.358368			492.0849	1.850755
		-292.6802	6.448535			491.0822	1.798082
		-291.6894	6.540893			490.0999	1.751106
		-290.6928	6.636612			489.0949	1.698344
		-289.7029	6.740598			488.1027	1.654806
		-288.6715	6.85705			487.0887	1.605085
		-287.6834	6.955263			486.0974	1.553805
		-286.6744	7.056637			485.1307	1.515877
		-285.6733	7.155027			484.14	1.466964
		-284.6964	7.23297			483.1535	1.421667
		-283.6973	7.315946			482.1277	1.376109
		-282.7126	7.40046			481.1051	1.323994
		-281.7297	7.480328			480.0876	1.282567
		-280.7475	7.561851			479.0988	1.242052
		-279.7402	7.656068			478.1227	1.197935
		-278.7321	7.751708			477.1144	1.156359
		-277.7226	7.84726			476.1044	1.111729
		-276.7134	7.937158			475.082	1.071181
		-275.7169	8.019433			474.0615	1.032766
		-274.7224	8.099077			473.0641	0.993054
		-273.7092	8.173748			472.0884	0.953597
		-272.7057	8.251308			471.122	0.91292
		-271.7109	8.324347			470.129	0.877138
		-270.7113	8.388994			469.1365	0.844461
		-269.7348	8.46			468.126	0.804855
		-268.7466	8.5319			467.1099	0.768141
		-267.7507	8.605063			466.1242	0.733554
		-266.7539	8.683393			465.1322	0.700355
		-265.7144	8.762312			464.1131	0.671569
		-264.6909	8.835953			463.1204	0.637963
		-263.6788	8.892878			462.102	0.60444
		-262.6593	8.945652			461.0944	0.569681
		-261.6677	8.995622			460.1089	0.539069
		-260.6832	9.042624			459.1256	0.513621
		-259.667	9.101959			458.136	0.47966
		-258.6577	9.161089			457.1106	0.449692
		-257.6519	9.208311			456.1242	0.423522
		-256.6393	9.251209			455.0918	0.390912
		-255.6691	9.290833			454.1008	0.365404
		-254.6881	9.321586			453.1269	0.339812
		-253.6921	9.340193			452.1227	0.309919
		-252.7185	9.354793			451.1402	0.286651
		-251.7131	9.370589			450.1384	0.265698
		-250.7111	9.385851			449.1542	0.242399
		-249.7291	9.412729			448.1519	0.219059
		-248.7081	9.454821			447.1476	0.196831
		-247.6878	9.488282			446.1482	0.171434
		-246.6781	9.514611			445.1279	0.151472
		-245.6744	9.53504			444.119	0.130203
		-244.6681	9.535822			443.1085	0.107685
		-243.6771	9.523804			442.0965	0.08783
		-242.6924	9.512383			441.0843	0.064795
		-241.6935	9.504613			440.1037	0.0464
		-240.7005	9.497475			439.1176	0.024265
		-239.7167	9.499913			438.127	0.006547
		-238.6874	9.514062			437.1636	-0.00885
		-237.6631	9.52123			436.1602	-0.025604
		-236.6464	9.520231			435.1868	-0.03663
		-235.619	9.52072			434.1984	-0.053309
		-234.6155	9.501577			433.1985	-0.07002
		-233.6349	9.464909			432.1902	-0.085243
		-232.6646	9.431665			431.1779	-0.097801
		-231.6924	9.393668			430.192	-0.109667
		-230.7292	9.353333			429.1693	-0.12622
		-229.7402	9.328197			428.1814	-0.14018
		-228.7119	9.313529			427.1758	-0.155387
		-227.6804	9.294044			426.1359	-0.166667
		-226.6697	9.270279			425.1439	-0.173118
		-225.6457	9.242102			424.1396	-0.185686
		-224.6538	9.197906			423.1215	-0.199137
		-223.6772	9.144297			422.1414	-0.211336
		-222.6667	9.096227			421.1513	-0.221377
		-221.6727	9.047738			420.1518	-0.23058
		-220.6802	8.992011			419.1638	-0.240357
		-219.6611	8.944564			418.1714	-0.249382
		-218.6529	8.90179			417.1592	-0.261168
		-217.6481	8.851521			416.1546	-0.266075
		-216.6312	8.806931			415.1681	-0.271919
		-215.6373	8.758409			414.1763	-0.284292
		-214.639	8.697903			413.1879	-0.291395
		-213.6389	8.629276			412.1987	-0.302529
		-212.6368	8.561833			411.1971	-0.30866
		-211.6338	8.499273			410.214	-0.307712
		-210.6222	8.434775			409.2203	-0.317239
		-209.5912	8.380705			408.238	-0.32208
		-208.5656	8.32789			407.2373	-0.330259
		-207.5381	8.262625			406.2019	-0.33968
		-206.5455	8.195255			405.2022	-0.344503
		-205.5716	8.126222			404.1823	-0.353513
		-204.6015	8.046383			403.1654	-0.360057
		-203.6394	7.963919			402.1887	-0.363256
		-202.657	7.884346			401.1685	-0.370204
		-201.6658	7.803351			400.1731	-0.372688
		-200.6756	7.726396			399.1864	-0.37807
		-199.6712	7.660809			398.1701	-0.385798
		-198.6665	7.598235			397.1793	-0.384089
		-197.6611	7.53286			396.1947	-0.391011
		-196.648	7.465303			395.218	-0.393514
		-195.6413	7.393041			394.2151	-0.399304
		-194.6464	7.311708			393.1936	-0.407202
		-193.6694	7.224351			392.1413	-0.408459
		-192.6741	7.140094			391.1023	-0.411467
		-191.6689	7.057274			390.1035	-0.412438
		-190.6765	6.978545			389.114	-0.414705
		-189.6781	6.909396			388.1313	-0.42029
		-188.6671	6.844159			387.14	-0.421958
		-187.6713	6.776635			386.121	-0.423532
		-186.6648	6.706841			385.1312	-0.427879
		-185.6594	6.63574			384.1361	-0.426907
		-184.6925	6.557085			383.1453	-0.428907
		-183.6916	6.476116			382.1549	-0.431766
		-182.7141	6.396269			381.1454	-0.431265
		-181.7159	6.316164			380.1712	-0.436251
		-180.7239	6.237327			379.1556	-0.441227
		-179.7455	6.163377			378.1516	-0.447044
		-178.7184	6.09724			377.1501	-0.451166
		-177.7027	6.03088			376.1458	-0.451141
		-176.6792	5.96514			375.1578	-0.455423
		-175.6772	5.898865			374.1693	-0.456939
		-174.6858	5.825889			373.172	-0.457794
		-173.6906	5.751667			372.1596	-0.463077
		-172.7048	5.679647			371.1411	-0.463463
		-171.705	5.610901			370.1431	-0.462656
		-170.7104	5.539245			369.1392	-0.468247
		-169.7206	5.471			368.1186	-0.466461
		-168.7146	5.407205			367.1233	-0.463431
		-167.7033	5.340591			366.0983	-0.46776
		-166.6862	5.277385			365.1064	-0.466701
		-165.6675	5.215396			364.1212	-0.468117
		-164.6444	5.14985			363.1317	-0.472867
		-163.6572	5.080367			362.1628	-0.474619
		-162.6765	5.016281			361.1544	-0.478907
		-161.6905	4.954534			360.1663	-0.480449
		-160.722	4.89493			359.1644	-0.482752
		-159.7086	4.840454			358.1691	-0.484237
		-158.6811	4.785441			357.189	-0.48151
		-157.662	4.725407			356.1876	-0.488417
		-156.6408	4.663221			355.1824	-0.4882
		-155.6387	4.604367			354.1828	-0.490331
		-154.6326	4.541595			353.1545	-0.494263
		-153.6605	4.479397			352.1317	-0.4936
		-152.6864	4.421083			351.1066	-0.497476
		-151.7156	4.364611			350.0936	-0.498972
		-150.7347	4.309809			349.0951	-0.50124
		-149.7293	4.262536			348.1024	-0.501076
		-148.7	4.216899			347.1237	-0.50047
		-147.6705	4.167458			346.1208	-0.50227
		-146.6664	4.118565			345.1352	-0.503231
		-145.6786	4.068052			344.1363	-0.505277
		-144.6719	4.015281			343.1342	-0.510244
		-143.6883	3.96042			342.1299	-0.513215
		-142.7084	3.909895			341.1222	-0.512705
		-141.6947	3.858962			340.1214	-0.514992
		-140.7197	3.809103			339.1237	-0.516532
		-139.7208	3.766762			338.1065	-0.515839
		-138.7126	3.727172			337.1068	-0.520539
		-137.7096	3.68735			336.0916	-0.522989
		-136.7044	3.648036			335.0715	-0.52376
		-135.6808	3.608602			334.0612	-0.526314
		-134.6811	3.562067			333.0435	-0.526781
		-133.6918	3.515748			332.0543	-0.528457
		-132.6957	3.473172			331.065	-0.529375
		-131.7125	3.431395			330.0735	-0.532679
		-130.7373	3.389131			329.0763	-0.534096
		-129.753	3.35041			328.0649	-0.534798
		-128.7554	3.31049			327.0605	-0.538335
		-127.757	3.274436			326.071	-0.538924
		-126.7655	3.242356			325.0763	-0.539799
		-125.7413	3.207372			324.1026	-0.543984
		-124.7379	3.170504			323.1173	-0.545887
		-123.7438	3.13354			322.1091	-0.547169
		-122.721	3.096962			321.1263	-0.550513
		-121.7314	3.0628			320.1394	-0.54898
		-120.7608	3.032482			319.1651	-0.549504
		-119.7559	2.996459			318.1876	-0.553709
		-118.7446	2.964151			317.1858	-0.559172
		-117.7197	2.931983			316.1594	-0.563298
		-116.6943	2.898422			315.1354	-0.564291
		-115.7029	2.87197			314.1106	-0.564251
		-114.7102	2.839867			313.0988	-0.562301
		-113.7316	2.811201			312.1069	-0.562053
		-112.721	2.784263			311.1273	-0.566551
		-111.6846	2.754888			310.148	-0.570339
		-110.6498	2.729394			309.1608	-0.570825
		-109.6165	2.700368			308.1682	-0.576715
		-108.6062	2.672214			307.1728	-0.576725
		-107.6204	2.643155			306.1798	-0.574652
		-106.6358	2.614124			305.2027	-0.583625
		-105.6575	2.586964			304.2079	-0.58427
		-104.6602	2.560127			303.1943	-0.590319
		-103.6455	2.536676			302.1799	-0.597141
		-102.6467	2.513886			301.1401	-0.597866
		-101.6367	2.492697			300.1211	-0.601143
		-100.6529	2.470594			299.1198	-0.602267
		-99.64748	2.446395			298.1323	-0.60465
		-98.6569	2.424183			297.1454	-0.604329
		-97.67308	2.403281			296.1422	-0.606494
		-96.66498	2.380219			295.14	-0.609422
		-95.7148	2.357285			294.1429	-0.612576
		-94.72218	2.334723			293.1514	-0.613773
		-93.69334	2.309827			292.1834	-0.621824
		-92.68098	2.287658			291.172	-0.620764
		-91.65248	2.267717			290.1675	-0.626643
		-90.63097	2.246621			289.1668	-0.633591
		-89.6563	2.225757			288.1306	-0.633606
		-88.68253	2.205333			287.1276	-0.640066
		-87.69652	2.184869			286.1133	-0.639933
		-86.71261	2.16756			285.1012	-0.644402
		-85.69236	2.153454			284.1088	-0.647944
		-84.68541	2.139488			283.1205	-0.654183
		-83.6609	2.122205			282.1365	-0.658825
		-82.6653	2.101678			281.1306	-0.661784
		-81.67947	2.080704			280.1533	-0.665549
		-80.66866	2.059303			279.1562	-0.672889
		-79.68406	2.039676			278.1475	-0.680346
		-78.68118	2.021658			277.1682	-0.686707
		-77.69849	2.002993			276.147	-0.6941
		-76.72484	1.986114			275.1401	-0.694388
		-75.74079	1.972116			274.1473	-0.692708
		-74.74412	1.960342			273.1577	-0.699185
		-73.74725	1.948766			272.1661	-0.704829
		-72.7299	1.935978			271.188	-0.712684
		-71.73179	1.921171			270.1827	-0.725423
		-70.73244	1.904222			269.1733	-0.731126
		-69.71579	1.885909			268.1745	-0.738032
		-68.71591	1.869218			267.1519	-0.745135
		-67.71751	1.853467			266.1554	-0.751836
		-66.71942	1.837487			265.1521	-0.759749
		-65.73871	1.82513			264.1538	-0.761543
		-64.75021	1.814148			263.1573	-0.766723
		-63.71658	1.804307			262.1629	-0.768896
		-62.70288	1.795275			261.1924	-0.771415
		-61.67526	1.785091			260.1974	-0.783119
		-60.66703	1.77207			259.2117	-0.796844
		-59.69741	1.757725			258.2101	-0.807528
		-58.69862	1.744632			257.1859	-0.819477
		-57.71018	1.730598			256.187	-0.826001
		-56.71356	1.717843			255.19	-0.830209
		-55.68235	1.706069			254.208	-0.841636
		-54.67174	1.694607			253.2253	-0.850658
		-53.64523	1.684821			252.2321	-0.864317
		-52.62685	1.676238			251.2261	-0.87472
		-51.64074	1.667337			250.2176	-0.885057
		-50.64579	1.656673			249.2078	-0.898595
		-49.67313	1.645145			248.1862	-0.909998
		-48.67151	1.636209			247.1684	-0.92644
		-47.67379	1.626997			246.152	-0.940844
		-46.69469	1.619005			245.1406	-0.948708
		-45.69825	1.608814			244.1645	-0.956731
		-44.70496	1.596765			243.1809	-0.962991
		-43.71252	1.585814			242.2065	-0.971211
		-42.68843	1.574084			241.2214	-0.991642
		-41.67754	1.5661			240.1984	-1.012017
		-40.66421	1.557073			239.1918	-1.035451
		-39.67263	1.546029			238.172	-1.05638
		-38.70481	1.535989			237.1455	-1.071205
		-37.70752	1.526225			236.1517	-1.08714
		-36.72017	1.518653			235.1589	-1.101511
		-35.69459	1.514833			234.1747	-1.118619
		-34.68546	1.510715			233.1922	-1.13536
		-33.68671	1.502362			232.2112	-1.151663
		-32.68502	1.491328			231.2265	-1.170045
		-31.69728	1.479476			230.2503	-1.188842
		-30.67973	1.469951			229.2801	-1.210537
		-29.68052	1.459663			228.2808	-1.240355
		-28.68673	1.451108			227.2836	-1.265431
		-27.69012	1.442714			226.2679	-1.289116
		-26.70623	1.432005			225.2396	-1.311815
		-25.7197	1.42596			224.2222	-1.325965
		-24.71554	1.423338			223.2177	-1.349367
		-23.70277	1.418121			222.2254	-1.373975
		-22.70362	1.412871			221.2372	-1.404404
		-21.68127	1.40745			220.2476	-1.439189
		-20.68764	1.396085			219.2602	-1.475294
		-19.69551	1.386396			218.2504	-1.510138
		-18.68606	1.37775			217.2567	-1.542561
		-17.68006	1.370277			216.2687	-1.574786
		-16.70001	1.364301			215.2709	-1.607166
		-15.69183	1.359068			214.2548	-1.649585
		-14.6882	1.356301			213.2388	-1.682725
		-13.69238	1.35186			212.2294	-1.723316
		-12.67011	1.34905			211.1956	-1.758204
		-11.6618	1.346763			210.2075	-1.789814
		-10.65726	1.341066			209.2222	-1.834314
		-9.657509	1.334329			208.2087	-1.875893
		-8.641313	1.328122			207.2279	-1.917903
		-7.658301	1.320174			206.2202	-1.960632
		-6.658285	1.312177			205.2202	-2.005536
		-5.651169	1.306669			204.2513	-2.04663
		-4.66725	1.299156			203.257	-2.095941
		-3.669413	1.294326			202.2906	-2.148849
		-2.678791	1.289262			201.2888	-2.201397
		-1.702087	1.28584			200.2648	-2.25934
		-0.716798	1.281604			199.2567	-2.315589
		0.255531	1.275842			198.2321	-2.372063
		1.223897	1.275173			197.2207	-2.425671
		2.19819	1.272168			196.2107	-2.485729
		3.17709	1.269632			195.2251	-2.543066
		4.180046	1.266366			194.219	-2.609986
		5.17998	1.259876			193.2112	-2.677412
		6.194987	1.252051			192.2243	-2.742492
		7.212901	1.247669			191.2048	-2.811486
		8.228454	1.244029			190.1942	-2.878829
		9.242603	1.240303			189.2095	-2.95045
		10.20942	1.234585			188.2085	-3.027002
		11.17866	1.227753			187.198	-3.102154
		12.15264	1.22222			186.2052	-3.178366
		13.13065	1.219396			185.1914	-3.256948
		14.15254	1.222148			184.1784	-3.329224
		15.17303	1.222311			183.2088	-3.415985
		16.18665	1.219461			182.2105	-3.498755
		17.20592	1.21314			181.2048	-3.581335
		18.21219	1.205311			180.2304	-3.67468
		19.1897	1.19478			179.2226	-3.760356
		20.18749	1.197244			178.2322	-3.846358
		21.16966	1.191196			177.2554	-3.942222
		22.14077	1.18649			176.2445	-4.036105
		23.14623	1.188735			175.2284	-4.13244
		24.12464	1.178456			174.2112	-4.233874
		25.11508	1.181575			173.1936	-4.332575
		26.10785	1.177701			172.2004	-4.431543
		27.10557	1.173417			171.2024	-4.533391
		28.10608	1.168461			170.2204	-4.641121
		29.12748	1.166669			169.2232	-4.748629
		30.12691	1.162567			168.2055	-4.860632
