Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Ferroceno t=0	Ferroceno t=0	Ferroceno t=8min	Ferroceno t=8min	Ferroceno t=15min	Ferroceno t=15min	Ferroceno t=27min	Ferroceno t=27min	Feroceno t=45min	Feroceno t=45min	Ferroceno t=69min	Ferroceno t=69min	Ferroceno t=99min	Ferroceno t=99min
-51.33593	0.099079	-51.29043	-0.016212	-51.32081	-0.06653	-51.35521	-0.015381	-51.35268	0.043786	-51.33221	0.068831	-51.30459	0.090017
-50.3415	0.098616	-50.30401	-0.015301	-50.36893	-0.062575	-50.36137	-0.014626	-50.3577	0.045395	-50.33596	0.07039	-50.31744	0.090381
-49.34733	0.098454	-49.31187	-0.014351	-49.36873	-0.06031	-49.36147	-0.014058	-49.35114	0.04693	-49.34533	0.071736	-49.32973	0.091801
-48.32904	0.099565	-48.32531	-0.012807	-48.36786	-0.058236	-48.3396	-0.011383	-48.34258	0.048718	-48.35242	0.073715	-48.34228	0.093536
-47.32824	0.099378	-47.33529	-0.013589	-47.3756	-0.056448	-47.33972	-0.011357	-47.34315	0.051848	-47.35689	0.074867	-47.37003	0.094219
-46.34497	0.100992	-46.33397	-0.013155	-46.36039	-0.054938	-46.3476	-0.008962	-46.34474	0.052997	-46.35187	0.076295	-46.36558	0.097016
-45.33299	0.103171	-45.32159	-0.010819	-45.34567	-0.05234	-45.35474	-0.005865	-45.33218	0.055441	-45.35976	0.078044	-45.34951	0.099098
-44.34723	0.103955	-44.31875	-0.009408	-44.38128	-0.050461	-44.36282	-0.004837	-44.34259	0.055696	-44.36139	0.078455	-44.35154	0.099288
-43.36701	0.105842	-43.32518	-0.007697	-43.38128	-0.04923	-43.35559	-0.001037	-43.32948	0.057113	-43.36684	0.080161	-43.3475	0.101413
-42.33279	0.107032	-42.31091	-0.005855	-42.36187	-0.047824	-42.36963	-7.3E-5	-42.30517	0.057549	-42.35918	0.082179	-42.35456	0.102803
-41.34529	0.105446	-41.32803	-0.003983	-41.3812	-0.047028	-41.36034	0.001156	-41.31451	0.057445	-41.36196	0.084404	-41.35242	0.103122
-40.34424	0.104759	-40.33209	-0.002412	-40.3568	-0.04579	-40.34178	0.004379	-40.32102	0.058975	-40.36732	0.086382	-40.35017	0.10445
-39.33606	0.103554	-39.32945	-2.4E-5	-39.35255	-0.042544	-39.35783	0.006034	-39.34958	0.059252	-39.35258	0.088737	-39.34254	0.105629
-38.34191	0.103653	-38.33869	0.002521	-38.3707	-0.04137	-38.35611	0.008312	-38.37558	0.061465	-38.35744	0.089252	-38.33596	0.105954
-37.36646	0.105607	-37.35558	0.003918	-37.36423	-0.038805	-37.36001	0.009494	-37.39243	0.063935	-37.32307	0.09055	-37.35217	0.108403
-36.34888	0.107872	-36.33449	0.00449	-36.3621	-0.036713	-36.37005	0.010559	-36.38449	0.065567	-36.30991	0.091453	-36.34251	0.110302
-35.36092	0.110347	-35.33302	0.003507	-35.35496	-0.035904	-35.34773	0.010966	-35.36076	0.067501	-35.31137	0.094192	-35.33274	0.111983
-34.37879	0.111023	-34.33631	0.004872	-34.37166	-0.03247	-34.35098	0.012044	-34.36021	0.068253	-34.32295	0.095911	-34.33909	0.114102
-33.37003	0.111948	-33.31951	0.005369	-33.37329	-0.029844	-33.34828	0.014196	-33.36003	0.069217	-33.35501	0.09731	-33.33287	0.114962
-32.38552	0.112226	-32.33751	0.006299	-32.39677	-0.028359	-32.35438	0.014706	-32.3451	0.069853	-32.34535	0.098225	-32.3502	0.117413
-31.37199	0.113009	-31.34667	0.00839	-31.39167	-0.025557	-31.36021	0.01634	-31.35531	0.070809	-31.35117	0.097581	-31.34612	0.119092
-30.3511	0.114303	-30.32981	0.009299	-30.35333	-0.026011	-30.32993	0.017897	-30.3424	0.072056	-30.34339	0.09818	-30.33774	0.120683
-29.31911	0.115992	-29.33259	0.01149	-29.34193	-0.025649	-29.32413	0.019948	-29.3317	0.074094	-29.33419	0.099752	-29.33065	0.122563
-28.31732	0.117064	-28.34575	0.013351	-28.3019	-0.023545	-28.31866	0.023088	-28.34412	0.076173	-28.34452	0.100987	-28.31237	0.122779
-27.3196	0.117588	-27.32108	0.015851	-27.30701	-0.023151	-27.34009	0.025835	-27.34793	0.077482	-27.34835	0.102562	-27.30914	0.123356
-26.33655	0.117831	-26.34308	0.017607	-26.32629	-0.020153	-26.35185	0.028317	-26.34489	0.079428	-26.34843	0.104079	-26.32272	0.124851
-25.36445	0.116829	-25.33673	0.017859	-25.3573	-0.019211	-25.3594	0.028186	-25.36543	0.080042	-25.35916	0.104089	-25.31873	0.125931
-24.37274	0.117372	-24.31758	0.01976	-24.38524	-0.018409	-24.36742	0.028543	-24.36948	0.081575	-24.36344	0.106873	-24.33224	0.127983
-23.36247	0.118788	-23.32563	0.020157	-23.37789	-0.01603	-23.3427	0.029749	-23.37252	0.083864	-23.33989	0.109168	-23.35513	0.13062
-22.36631	0.120849	-22.32605	0.019808	-22.38245	-0.014268	-22.34163	0.030513	-22.38201	0.085008	-22.33372	0.112479	-22.3473	0.132692
-21.33896	0.12341	-21.3369	0.021226	-21.36521	-0.012094	-21.34469	0.03238	-21.38683	0.086088	-21.34308	0.114058	-21.36589	0.13483
-20.33424	0.125561	-20.3471	0.02251	-20.36064	-0.009404	-20.35046	0.033957	-20.36937	0.08682	-20.36195	0.115211	-20.36405	0.137089
-19.35278	0.126736	-19.34926	0.02355	-19.37045	-0.009199	-19.3641	0.034684	-19.36475	0.086656	-19.37768	0.114626	-19.36661	0.139816
-18.36004	0.12718	-18.35051	0.024963	-18.35154	-0.008175	-18.37435	0.036816	-18.37553	0.087853	-18.39403	0.115198	-18.36913	0.141288
-17.38219	0.12712	-17.36001	0.027934	-17.35986	-0.006658	-17.36877	0.038107	-17.35504	0.08899	-17.37907	0.116927	-17.35085	0.142839
-16.37339	0.127091	-16.35619	0.030236	-16.34098	-0.006349	-16.34422	0.041591	-16.3473	0.09239	-16.34107	0.118744	-16.33678	0.14408
-15.39752	0.126811	-15.35105	0.031092	-15.33405	-0.003441	-15.33319	0.04264	-15.3224	0.094255	-15.34693	0.120829	-15.33317	0.143685
-14.39564	0.12757	-14.36081	0.033745	-14.34466	-0.002067	-14.33238	0.043538	-14.32219	0.096388	-14.34175	0.12184	-14.33292	0.144803
-13.39848	0.129626	-13.34135	0.034586	-13.33201	-4.95E-4	-13.32712	0.046078	-13.30708	0.099031	-13.32992	0.123828	-13.34328	0.146471
-12.39625	0.131841	-12.32348	0.033637	-12.352	0.002054	-12.34941	0.044865	-12.31842	0.09924	-12.35559	0.124611	-12.37028	0.147548
-11.36526	0.134892	-11.33218	0.034623	-11.35061	0.003659	-11.34183	0.047095	-11.33884	0.10154	-11.35127	0.127509	-11.35601	0.150275
-10.33518	0.13645	-10.31976	0.035791	-10.34286	0.006351	-10.33199	0.04942	-10.32885	0.105082	-10.34886	0.130109	-10.34638	0.151994
-9.30793	0.136237	-9.32719	0.036002	-9.347265	0.008414	-9.346102	0.050486	-9.34798	0.105115	-9.352367	0.131304	-9.344256	0.152563
-8.304125	0.135935	-8.346019	0.037595	-8.343193	0.00937	-8.348246	0.052549	-8.343276	0.107454	-8.358448	0.133564	-8.342778	0.154828
-7.286742	0.136325	-7.343891	0.040114	-7.333273	0.010996	-7.359446	0.054081	-7.327041	0.107609	-7.353563	0.134681	-7.353214	0.157161
-6.297677	0.139078	-6.328719	0.042243	-6.326526	0.011173	-6.361207	0.055954	-6.314145	0.107604	-6.348826	0.135123	-6.349209	0.159993
-5.298641	0.143273	-5.30582	0.044723	-5.305587	0.012076	-5.338357	0.057812	-5.290964	0.10937	-5.3465	0.137857	-5.326941	0.16359
-4.299106	0.146077	-4.281325	0.046978	-4.290614	0.014581	-4.315707	0.061194	-4.286443	0.110527	-4.333272	0.140047	-4.301183	0.165397
-3.319413	0.146062	-3.305305	0.047795	-3.315674	0.013643	-3.32282	0.060622	-3.317768	0.111041	-3.359495	0.139772	-3.306368	0.165496
-2.341631	0.14566	-2.321823	0.048316	-2.366259	0.015423	-2.354095	0.06094	-2.342529	0.112145	-2.383193	0.140828	-2.339936	0.165311
-1.385253	0.143755	-1.370297	0.049788	-1.40124	0.017614	-1.402968	0.06283	-1.399063	0.113461	-1.425635	0.142299	-1.390521	0.165754
-0.41485	0.14329	-0.429191	0.051292	-0.442951	0.019369	-0.4375	0.062377	-0.434326	0.114938	-0.448152	0.143625	-0.441605	0.167659
0.559525	0.145315	0.567352	0.053069	0.536543	0.023732	0.522916	0.066787	0.565192	0.118158	0.536875	0.147313	0.536892	0.169464
1.564694	0.147046	1.528433	0.053766	1.542509	0.025517	1.509804	0.068962	1.532172	0.12109	1.530494	0.150211	1.526406	0.172367
2.558711	0.150444	2.529829	0.054174	2.525226	0.026872	2.525525	0.071013	2.555803	0.124797	2.536443	0.152267	2.524462	0.176051
3.538969	0.152808	3.551998	0.055669	3.513078	0.029268	3.488999	0.073265	3.533119	0.125726	3.532787	0.153294	3.530594	0.177649
4.537291	0.154606	4.558379	0.057406	4.509788	0.030589	4.495895	0.073093	4.521719	0.127283	4.527802	0.155369	4.529696	0.181972
5.508641	0.15633	5.55444	0.059202	5.526606	0.032869	5.502576	0.074971	5.545267	0.127314	5.529032	0.156982	5.518396	0.185686
6.492921	0.157401	6.553825	0.061279	6.5285	0.034768	6.451874	0.075366	6.510436	0.128044	6.51027	0.158521	6.51346	0.186611
7.48747	0.158557	7.537706	0.062634	7.522318	0.034589	7.485542	0.077306	7.526423	0.130484	7.521803	0.161409	7.52034	0.189886
8.492687	0.160383	8.515355	0.064576	8.533718	0.037113	8.491026	0.081169	8.524661	0.13249	8.533934	0.164392	8.516302	0.191946
9.498854	0.161917	9.546796	0.06663	9.519144	0.039338	9.493187	0.083605	9.508841	0.134478	9.544537	0.168558	9.523049	0.19328
10.52843	0.164408	10.53789	0.06991	10.52687	0.041508	10.53538	0.087658	10.53576	0.136552	10.55486	0.171634	10.5293	0.196886
11.55451	0.167116	11.52915	0.072593	11.53254	0.044861	11.49651	0.088827	11.53684	0.138151	11.51569	0.174515	11.50708	0.199132
12.53006	0.168765	12.52885	0.073602	12.51424	0.046241	12.49237	0.090882	12.54002	0.140782	12.51095	0.176786	12.51313	0.201258
13.53761	0.169484	13.50027	0.074655	13.50671	0.047235	13.46708	0.09174	13.54601	0.143226	13.49659	0.179964	13.51521	0.204204
14.50068	0.169563	14.50374	0.075032	14.46695	0.049712	14.46002	0.092855	14.5165	0.146091	14.50115	0.184339	14.50514	0.20719
15.48415	0.1704	15.4995	0.076299	15.47029	0.052405	15.46773	0.096486	15.51281	0.148641	15.51098	0.187205	15.51663	0.211517
16.49257	0.171633	16.50156	0.076774	16.49531	0.055542	16.46851	0.097709	16.50942	0.150901	16.50288	0.189155	16.49842	0.215437
17.47414	0.175065	17.50568	0.079717	17.48787	0.057913	17.47868	0.101654	17.4924	0.152384	17.49855	0.190639	17.4883	0.218539
18.50025	0.178728	18.5067	0.082111	18.50925	0.059397	18.45959	0.103543	18.50366	0.154712	18.48057	0.192482	18.4947	0.222147
19.48734	0.181379	19.52878	0.082572	19.49601	0.059721	19.47665	0.104796	19.51984	0.155877	19.47969	0.197169	19.47765	0.225022
20.48418	0.183625	20.5416	0.087184	20.46766	0.060933	20.47692	0.10833	20.51991	0.159083	20.48948	0.200365	20.48032	0.227821
21.50718	0.184496	21.55301	0.090049	21.4825	0.063739	21.49164	0.111494	21.53636	0.163508	21.5103	0.206398	21.50969	0.232696
22.48046	0.18392	22.54811	0.091338	22.47501	0.066026	22.50652	0.115664	22.52046	0.166481	22.52046	0.210384	22.5092	0.235174
23.50337	0.184819	23.52129	0.09457	23.48001	0.068852	23.52175	0.118209	23.49914	0.170723	23.50037	0.21572	23.50311	0.237946
24.49556	0.186586	24.50657	0.096846	24.46819	0.07139	24.52649	0.120032	24.49329	0.174038	24.48177	0.222037	24.51195	0.242454
25.48079	0.189128	25.49656	0.097555	25.45179	0.073381	25.50578	0.12073	25.49377	0.175814	25.45523	0.225	25.46882	0.245594
26.477	0.194016	26.50161	0.099921	26.46143	0.07542	26.49897	0.121113	26.51476	0.178759	26.44789	0.229368	26.46907	0.250374
27.47005	0.198525	27.49579	0.102998	27.46072	0.079781	27.48104	0.124509	27.49466	0.181735	27.44993	0.236348	27.47923	0.256109
28.4844	0.2021	28.47492	0.105269	28.48161	0.082314	28.47594	0.1269	28.50485	0.184047	28.443	0.243048	28.47831	0.260642
29.48797	0.204216	29.46648	0.107922	29.48468	0.08499	29.48282	0.129086	29.4838	0.187452	29.43863	0.247397	29.49113	0.265808
30.49392	0.205406	30.46873	0.10984	30.49231	0.088018	30.46864	0.133033	30.45768	0.18948	30.44288	0.249283	30.47871	0.271752
31.48749	0.206403	31.47684	0.112738	31.50068	0.08887	31.46218	0.135838	31.47002	0.193281	31.4416	0.244841	31.47258	0.275817
32.47501	0.208632	32.49535	0.115285	32.50758	0.090853	32.46015	0.139852	32.45869	0.195914	32.44096	0.242298	32.45643	0.280223
33.45716	0.211962	33.49513	0.119303	33.50618	0.094118	33.45706	0.144708	33.4714	0.201259	33.43019	0.242946	33.43654	0.284652
34.46735	0.216459	34.49957	0.124189	34.50688	0.09667	34.46994	0.149435	34.49734	0.207068	34.43742	0.251515	34.45889	0.289353
35.45498	0.220063	35.49267	0.127596	35.49859	0.100201	35.46606	0.153303	35.47627	0.211164	35.44689	0.260992	35.48704	0.293851
36.47295	0.222373	36.47364	0.129686	36.484	0.102823	36.45661	0.155341	36.45598	0.216164	36.46153	0.271008	36.50326	0.299607
37.47758	0.225334	37.488	0.132008	37.48567	0.10722	37.47469	0.158235	37.46474	0.21958	37.47748	0.279052	37.50477	0.305131
38.46208	0.226647	38.46053	0.134594	38.46224	0.11073	38.47873	0.158558	38.44436	0.222742	38.4712	0.280669	38.47831	0.309883
39.49197	0.228818	39.46851	0.136851	39.45319	0.114463	39.47423	0.161472	39.45235	0.228251	39.46955	0.282586	39.46276	0.316969
40.48832	0.233216	40.4941	0.140558	40.45488	0.120685	40.48955	0.165986	40.47562	0.232123	40.47055	0.283862	40.46719	0.32311
41.4894	0.236716	41.48835	0.14391	41.44584	0.123348	41.48022	0.169012	41.44877	0.235628	41.47426	0.286114	41.48933	0.329559
42.48609	0.241162	42.49437	0.14822	42.44218	0.126437	42.47147	0.175135	42.44852	0.239195	42.48908	0.290893	42.50719	0.338276
43.46735	0.247115	43.48348	0.152023	43.45126	0.130055	43.47816	0.179114	43.4557	0.242439	43.51213	0.296639	43.51539	0.345384
44.46994	0.251955	44.4842	0.156897	44.42789	0.132034	44.45885	0.184679	44.449	0.247147	44.52272	0.304512	44.49997	0.353024
45.47382	0.255005	45.49239	0.162627	45.4603	0.136106	45.46386	0.189764	45.47377	0.252334	45.5235	0.313387	45.5129	0.360337
46.48124	0.2577	46.48858	0.166149	46.4879	0.142184	46.48273	0.194089	46.48654	0.257695	46.51155	0.323021	46.50517	0.365992
47.50337	0.260965	47.51423	0.170574	47.50056	0.146297	47.49957	0.200438	47.5056	0.263902	47.52557	0.333648	47.51991	0.374327
48.49676	0.26389	48.49905	0.176211	48.52465	0.151609	48.48886	0.203347	48.52042	0.268148	48.50902	0.341401	48.53086	0.380941
49.49482	0.268773	49.50018	0.17983	49.50015	0.15523	49.48503	0.207998	49.51743	0.273051	49.49116	0.348694	49.51549	0.387889
50.51678	0.274069	50.50948	0.184085	50.50223	0.159418	50.49107	0.212015	50.51469	0.2796	50.4987	0.353916	50.52363	0.396883
51.47015	0.277921	51.49264	0.187724	51.48521	0.163236	51.47643	0.21449	51.50713	0.284856	51.46153	0.349671	51.4832	0.403035
52.46152	0.282042	52.50402	0.190922	52.48004	0.166559	52.50321	0.220212	52.50264	0.29234	52.45159	0.339232	52.46818	0.411766
53.47288	0.286157	53.49648	0.195517	53.47812	0.172711	53.51427	0.225903	53.50887	0.298751	53.46233	0.336765	53.47296	0.422573
54.45797	0.288987	54.48695	0.200342	54.45192	0.17837	54.48526	0.231912	54.50863	0.303854	54.46552	0.336213	54.46685	0.430551
55.47171	0.293786	55.49119	0.207262	55.44366	0.18329	55.4821	0.238444	55.48546	0.308794	55.48036	0.346357	55.47384	0.440854
56.48363	0.300522	56.48062	0.21353	56.42818	0.189876	56.46645	0.243858	56.46658	0.315208	56.49182	0.365388	56.48048	0.451136
57.45197	0.306187	57.46701	0.218398	57.41425	0.194118	57.44333	0.249534	57.44441	0.32128	57.48039	0.377662	57.44682	0.459053
58.45342	0.313663	58.46465	0.224014	58.42482	0.198793	58.44797	0.255678	58.45118	0.328655	58.45601	0.388253	58.41924	0.468775
59.45859	0.319011	59.45168	0.230049	59.43379	0.206634	59.42884	0.264396	59.46924	0.335444	59.45929	0.397927	59.41875	0.478898
60.43722	0.322541	60.46719	0.235763	60.45515	0.212446	60.44644	0.271781	60.47604	0.343893	60.47383	0.408423	60.41646	0.488704
61.45259	0.327492	61.47269	0.242263	61.46781	0.219716	61.43087	0.27782	61.49001	0.351073	61.47022	0.417624	61.44951	0.500308
62.44591	0.331063	62.48278	0.249382	62.4657	0.225857	62.43248	0.283949	62.47816	0.35919	62.48086	0.427547	62.46138	0.511941
63.45264	0.336555	63.51785	0.255041	63.45365	0.230196	63.46228	0.287937	63.46753	0.368187	63.48406	0.439327	63.46214	0.523868
64.46312	0.342772	64.4765	0.260143	64.43913	0.236487	64.45734	0.294183	64.4538	0.376202	64.45995	0.4479	64.45427	0.536873
65.44666	0.35015	65.45814	0.265996	65.43425	0.243759	65.47102	0.301278	65.44691	0.384979	65.4606	0.458566	65.43344	0.550002
66.45566	0.359393	66.46338	0.273917	66.43664	0.251731	66.47893	0.310481	66.46525	0.394217	66.45918	0.470681	66.42986	0.565187
67.44265	0.366411	67.4411	0.279765	67.44312	0.259423	67.45718	0.31804	67.4675	0.402029	67.4471	0.479823	67.42368	0.578754
68.44179	0.37331	68.45296	0.286401	68.44998	0.265647	68.45143	0.324918	68.48599	0.409395	68.43585	0.489979	68.42136	0.591396
69.4674	0.379335	69.48753	0.294939	69.46274	0.271422	69.44524	0.333935	69.47884	0.419017	69.43918	0.501293	69.43265	0.604322
70.45756	0.384224	70.46027	0.301417	70.45974	0.277448	70.42874	0.339554	70.44859	0.427425	70.43643	0.511309	70.43214	0.615911
71.47433	0.390327	71.45929	0.309207	71.48125	0.285002	71.4211	0.350016	71.44283	0.43811	71.42751	0.522854	71.43301	0.630141
72.48666	0.397772	72.49185	0.320003	72.4829	0.294956	72.43092	0.361019	72.44852	0.448907	72.43828	0.536404	72.44737	0.645758
73.47543	0.405833	73.48888	0.328949	73.48094	0.302586	73.44475	0.369001	73.46278	0.45999	73.45502	0.548799	73.42979	0.661229
74.49709	0.416108	74.51361	0.336865	74.46774	0.310726	74.44595	0.378909	74.47375	0.471563	74.45306	0.562177	74.43906	0.677113
75.46939	0.424769	75.50566	0.34473	75.45997	0.31951	75.46011	0.385644	75.48122	0.482593	75.45829	0.574193	75.43863	0.691279
76.45039	0.433318	76.48296	0.35193	76.44835	0.326705	76.43115	0.393615	76.47938	0.493453	76.44719	0.587219	76.41745	0.707167
77.44396	0.44198	77.45574	0.360094	77.42685	0.336494	77.4206	0.40305	77.45825	0.504461	77.44227	0.599001	77.42953	0.724543
78.41478	0.449099	78.42773	0.368206	78.42409	0.34711	78.43683	0.411772	78.47533	0.514185	78.43459	0.612265	78.42517	0.741435
79.42379	0.458451	79.42902	0.380036	79.42146	0.356525	79.45151	0.423514	79.48443	0.525791	79.42477	0.626745	79.43389	0.763054
80.43393	0.467435	80.41518	0.390095	80.4165	0.366348	80.47746	0.432478	80.47124	0.535983	80.43398	0.640002	80.43703	0.781145
81.43633	0.477322	81.41554	0.399199	81.42706	0.37611	81.4722	0.442679	81.46366	0.547896	81.43911	0.654351	81.43062	0.799692
82.43256	0.488529	82.44589	0.412135	82.44636	0.385232	82.48107	0.455537	82.44763	0.561431	82.44237	0.670999	82.42379	0.820537
83.41284	0.498028	83.45601	0.422643	83.43742	0.395803	83.45924	0.465722	83.41748	0.57447	83.45437	0.686363	83.42459	0.8362
84.41231	0.508069	84.47997	0.434785	84.44817	0.405955	84.43747	0.479089	84.42441	0.589703	84.4662	0.703596	84.44643	0.855901
85.41028	0.5176	85.5052	0.447732	85.46098	0.417662	85.45099	0.491995	85.44734	0.604944	85.46191	0.723542	85.46529	0.876469
86.41272	0.5269	86.5108	0.45846	86.44981	0.430141	86.42627	0.503275	86.45551	0.619499	86.44568	0.73901	86.46188	0.896149
87.43204	0.538143	87.50882	0.469386	87.43793	0.441113	87.43966	0.514801	87.46328	0.633506	87.4466	0.756322	87.47416	0.918503
88.43269	0.55015	88.50792	0.480102	88.43651	0.454728	88.45008	0.525617	88.45152	0.648467	88.44499	0.773313	88.45985	0.939377
89.42999	0.562182	89.5036	0.489984	89.42825	0.466344	89.44138	0.53771	89.42393	0.662001	89.43201	0.789118	89.44566	0.959485
90.43852	0.575734	90.47432	0.502045	90.42947	0.478013	90.45066	0.551136	90.4061	0.676485	90.44179	0.8068	90.4484	0.982339
91.44217	0.587887	91.46478	0.514661	91.4558	0.492132	91.44612	0.565694	91.41781	0.69113	91.41544	0.82486	91.44806	1.005573
92.43488	0.599366	92.46085	0.527804	92.46233	0.504509	92.45071	0.5802	92.40784	0.706267	92.39771	0.843258	92.44637	1.031531
93.44763	0.611805	93.45932	0.541246	93.47308	0.515763	93.45055	0.595053	93.40975	0.721903	93.40321	0.862549	93.43317	1.057394
94.4482	0.622713	94.48059	0.554787	94.48908	0.528929	94.43954	0.609162	94.42972	0.738398	94.4241	0.88206	94.4384	1.080904
95.46841	0.635144	95.46027	0.568862	95.48213	0.541197	95.44543	0.624371	95.44589	0.756228	95.43704	0.903447	95.43597	1.105778
96.47451	0.648167	96.47674	0.583349	96.48135	0.555051	96.44965	0.639806	96.46914	0.773285	96.43396	0.923591	96.45779	1.129077
97.48661	0.660964	97.49276	0.600118	97.48637	0.571632	97.46028	0.654017	97.49715	0.790646	97.44405	0.944637	97.48061	1.153964
98.49605	0.676347	98.47942	0.618799	98.49686	0.588731	98.47013	0.671688	98.49907	0.809808	98.44257	0.966743	98.4987	1.183295
99.4854	0.689396	99.50949	0.632383	99.50372	0.604112	99.4799	0.684429	99.49719	0.825802	99.45294	0.985563	99.49303	1.207444
100.4971	0.702831	100.51	0.645779	100.5205	0.619142	100.4838	0.698669	100.4616	0.844127	100.4817	1.006102	100.4748	1.232548
101.4984	0.716364	101.4959	0.660294	101.5065	0.633982	101.4842	0.7144	101.4629	0.863214	101.4854	1.027501	101.485	1.259183
102.501	0.726391	102.5046	0.67072	102.4833	0.646806	102.4897	0.726243	102.4474	0.879358	102.4749	1.047563	102.4604	1.282087
103.5182	0.740184	103.5057	0.687099	103.4687	0.66292	103.4683	0.74493	103.4344	0.898534	103.4786	1.071193	103.4325	1.310779
104.5265	0.755374	104.4833	0.704022	104.439	0.679324	104.4701	0.763474	104.4486	0.917299	104.4716	1.093805	104.4304	1.342582
105.5199	0.77132	105.4779	0.719522	105.4323	0.695485	105.4659	0.780628	105.441	0.933207	105.4483	1.115308	105.4175	1.370858
106.5074	0.789964	106.4745	0.736256	106.4341	0.711493	106.4624	0.799827	106.4399	0.952827	106.4487	1.138754	106.4471	1.400871
107.4779	0.805127	107.4707	0.751917	107.4269	0.726601	107.4518	0.815963	107.4307	0.972477	107.4343	1.160264	107.4642	1.429336
108.4501	0.818703	108.4776	0.768058	108.4308	0.743663	108.4333	0.832849	108.4348	0.99159	108.4276	1.183849	108.4451	1.455702
109.4408	0.833489	109.4628	0.784484	109.4413	0.759528	109.4279	0.851388	109.4399	1.012926	109.4287	1.207041	109.4387	1.484131
110.4282	0.847336	110.4611	0.803095	110.4363	0.778161	110.4158	0.869884	110.44	1.033944	110.4193	1.231006	110.4081	1.514446
111.4495	0.865224	111.4667	0.823891	111.4429	0.798384	111.4389	0.889856	111.4541	1.055836	111.4263	1.257754	111.4045	1.547966
112.4458	0.882822	112.4825	0.842751	112.4485	0.815115	112.4561	0.906774	112.4521	1.077243	112.4367	1.282279	112.4285	1.578539
113.433	0.899671	113.4804	0.860616	113.4425	0.83326	113.4657	0.925441	113.432	1.099523	113.4442	1.308256	113.4325	1.610874
114.4373	0.917741	114.4917	0.87767	114.4573	0.851758	114.4698	0.944454	114.4357	1.122154	114.4415	1.334708	114.4413	1.645397
115.4107	0.935101	115.4669	0.893409	115.4553	0.868457	115.4583	0.961396	115.4251	1.141154	115.4383	1.357355	115.4554	1.674798
116.4236	0.95195	116.4317	0.910751	116.4518	0.888587	116.4424	0.982712	116.4153	1.161159	116.4213	1.38345	116.4491	1.708516
117.4238	0.968787	117.4437	0.929319	117.4516	0.908726	117.4405	1.0026	117.4362	1.183484	117.4087	1.409698	117.4399	1.742899
118.4296	0.984984	118.4084	0.947636	118.4327	0.927605	118.4418	1.02068	118.435	1.202233	118.4115	1.432754	118.4283	1.772721
119.4258	1.001827	119.4044	0.966677	119.449	0.946736	119.4285	1.041031	119.4334	1.225457	119.4042	1.458701	119.4072	1.804282
120.4253	1.019758	120.43	0.985344	120.4446	0.96509	120.4278	1.06106	120.4527	1.249544	120.4175	1.485147	120.3905	1.836744
121.4087	1.036805	121.4284	1.004191	121.4543	0.984581	121.4132	1.080726	121.4477	1.270128	121.4207	1.50939	121.3886	1.867157
122.4145	1.055115	122.439	1.026141	122.4579	1.004462	122.4123	1.104272	122.4467	1.294749	122.4243	1.538573	122.3975	1.900398
123.4412	1.071485	123.4624	1.046598	123.4368	1.02443	123.4324	1.127541	123.459	1.318178	123.4477	1.567679	123.4318	1.935083
124.444	1.089142	124.4599	1.066857	124.4516	1.045505	124.44	1.148823	124.4761	1.341713	124.448	1.596283	124.4403	1.97204
125.4443	1.106403	125.4546	1.087008	125.4452	1.063773	125.4542	1.168833	125.4777	1.365611	125.4609	1.623113	125.4386	2.00688
126.4258	1.122646	126.4473	1.104362	126.4368	1.083229	126.4597	1.18697	126.4768	1.387736	126.4761	1.649078	126.4207	2.040446
127.413	1.142193	127.4336	1.121419	127.4205	1.103763	127.4485	1.20616	127.4804	1.41086	127.4503	1.673587	127.4119	2.075569
128.4128	1.159712	128.4204	1.139018	128.3953	1.12238	128.4335	1.224431	128.4582	1.430382	128.4329	1.695922	128.4334	2.104624
129.4197	1.179176	129.4075	1.158605	129.4011	1.144456	129.4072	1.244489	129.4468	1.452189	129.4159	1.7215	129.4121	2.13682
130.4364	1.200217	130.4038	1.179739	130.4055	1.166651	130.4235	1.268197	130.437	1.476558	130.4006	1.749674	130.4191	2.174183
131.4141	1.215894	131.4115	1.198901	131.4299	1.185723	131.4258	1.286684	131.4138	1.496831	131.4059	1.774939	131.4047	2.204618
132.4028	1.232799	132.3912	1.220785	132.4238	1.20622	132.42	1.308745	132.3756	1.519932	132.3911	1.80187	132.3936	2.237823
133.4057	1.249004	133.4077	1.242245	133.4073	1.224641	133.4477	1.333292	133.3742	1.54525	133.3981	1.831669	133.4223	2.272888
134.384	1.262645	134.4094	1.259347	134.3961	1.242023	134.3952	1.352235	134.3664	1.565634	134.3909	1.85552	134.4317	2.302767
135.4003	1.280517	135.393	1.280608	135.3979	1.263205	135.3863	1.376081	135.3765	1.591136	135.3889	1.883708	135.4347	2.338897
136.3774	1.300557	136.4086	1.300888	136.4165	1.284724	136.3899	1.398209	136.4153	1.615841	136.4175	1.912472	136.4284	2.376036
137.3751	1.319923	137.4064	1.318391	137.4205	1.30801	137.3734	1.417094	137.4234	1.637869	137.4054	1.937589	137.4374	2.409708
