-592.9563	-190.9599	-115.4700	-125.4859	-120.0905	-116.4738	-113.5521	-111.2409	-108.9171	-107.2658	-105.8813	-104.8727	-104.3929	-102.5419	-101.7083	-100.7749	-99.9070	-99.2996	-98.5746	-98.8920	-98.1020	-97.5532	-97.5873	-96.8609	-96.5127	-95.9570	-95.9539	-95.6635	-95.3313	-95.1437	-94.9728	-94.7732	-94.7379	-94.2228	-94.0828	-94.0211	-187.4261	-188.4974	-188.7365	-187.4998	-191.6768	-189.7470	-190.6033	-190.6304	-191.1364	-190.9774	-190.2209
-593.9581	-191.1839	-115.0063	-124.3415	-119.0817	-115.4253	-112.5643	-110.2758	-108.0305	-106.4857	-105.1207	-104.2631	-104.2068	-102.4103	-101.5610	-100.6766	-99.8083	-99.1810	-98.4338	-98.8036	-97.9570	-97.4741	-97.5240	-96.7598	-96.3963	-95.9280	-95.8892	-95.5987	-95.2383	-95.0778	-94.8739	-94.7105	-94.7118	-94.1446	-94.0725	-93.9625	-187.6639	-188.7280	-188.9175	-187.7234	-191.7436	-189.8648	-190.7385	-190.8476	-191.2523	-191.2423	-190.4904
-594.9469	-191.3384	-114.3604	-122.8803	-117.7435	-114.0845	-111.2365	-109.0817	-106.8465	-105.3394	-104.0113	-103.2317	-102.9856	-101.4432	-100.6356	-99.7739	-98.9889	-98.3490	-97.6187	-98.0146	-97.2438	-96.9539	-97.4279	-96.6662	-96.3221	-95.8768	-95.8082	-95.5447	-95.1586	-94.9432	-94.7727	-94.6524	-94.7044	-94.0478	-94.1043	-93.8428	-187.8708	-188.9311	-189.1057	-187.9254	-191.9191	-190.0966	-190.9168	-191.1175	-191.4627	-191.3909	-190.7009
-595.9679	-191.5786	-113.5696	-121.1426	-116.1025	-112.4659	-109.7183	-107.5534	-105.3609	-103.8634	-102.6828	-101.9166	-101.6225	-100.2107	-99.3897	-98.5779	-97.8135	-97.2207	-96.5050	-96.8847	-96.2330	-95.9280	-96.3842	-95.7110	-95.3742	-94.9824	-94.9696	-94.7528	-94.4278	-94.2819	-94.1934	-94.1034	-94.6047	-94.0027	-94.0320	-93.7512	-188.0774	-189.1055	-189.2905	-188.0485	-192.0991	-190.2292	-191.1618	-191.2503	-191.6664	-191.5935	-190.8842
-596.9816	-191.8368	-112.5861	-119.1994	-114.1661	-110.6503	-107.9190	-105.7838	-103.6524	-102.2370	-101.1104	-100.3468	-100.0065	-98.6896	-97.8832	-97.1309	-96.4065	-95.7982	-95.1638	-95.5699	-94.9708	-94.7275	-95.0925	-94.4906	-94.1903	-93.8149	-93.8588	-93.6661	-93.4056	-93.2972	-93.1524	-93.1442	-93.5724	-93.1021	-93.1653	-92.9200	-187.4606	-188.4602	-188.7185	-187.5831	-191.6859	-190.0174	-191.3023	-191.5698	-191.8252	-191.7790	-191.1682
-597.7337	-191.2346	-111.9103	-117.9132	-112.8623	-109.3634	-106.7442	-104.6286	-102.4754	-101.0253	-99.9264	-99.0049	-98.1510	-96.9522	-96.2222	-95.4747	-94.7319	-94.2058	-93.6006	-94.0063	-93.4702	-93.2859	-93.5252	-93.1144	-92.8361	-92.4141	-92.4980	-92.3473	-92.0988	-92.0195	-91.8946	-91.9349	-92.2576	-91.9099	-92.0422	-91.7811	-186.3748	-187.3488	-187.6507	-186.5432	-190.6911	-189.1533	-190.3445	-190.7553	-191.1479	-191.0299	-190.4863
-598.0028	-190.1735	-111.2050	-116.7312	-111.6999	-108.2433	-105.6822	-103.4919	-101.3959	-99.9729	-98.8896	-97.9613	-97.1668	-95.9081	-95.1405	-94.4185	-93.6602	-93.1140	-92.5751	-92.9591	-92.3938	-92.0627	-91.8319	-91.5196	-91.2177	-90.8187	-90.9724	-90.8057	-90.6372	-90.5771	-90.4429	-90.5162	-90.7409	-90.5677	-90.6991	-90.4931	-184.8369	-185.8603	-186.2062	-185.0756	-189.2926	-187.8246	-189.0036	-189.4674	-189.9156	-189.8789	-189.3442
-597.7510	-188.6632	-110.4741	-115.6189	-110.6150	-107.1705	-104.6667	-102.4652	-100.3998	-99.0744	-97.8898	-96.9947	-96.1997	-94.9644	-94.2434	-93.4598	-92.7828	-92.1625	-91.6223	-92.0719	-91.4736	-91.1467	-90.9127	-90.5833	-90.2969	-89.8841	-90.0226	-89.8421	-89.6758	-89.5296	-89.3414	-89.4082	-89.0931	-88.9317	-89.1806	-88.9727	-182.9313	-183.9608	-184.3539	-183.3544	-187.4732	-186.1611	-187.1933	-187.9243	-188.3243	-188.2880	-187.8575
-597.0047	-186.8195	-109.8346	-114.5536	-109.6245	-106.1656	-103.7052	-101.5224	-99.4256	-98.1487	-96.9790	-96.1112	-95.2756	-94.0695	-93.4012	-92.5343	-91.9035	-91.3435	-90.8081	-91.2096	-90.6577	-90.3093	-90.1064	-89.7825	-89.5058	-89.0764	-89.2501	-89.0019	-88.8543	-88.6442	-88.4628	-88.5499	-88.2019	-88.0533	-88.3096	-88.0600	-181.5464	-182.5426	-182.9298	-181.9117	-185.9671	-184.5948	-185.1597	-185.8292	-186.4007	-186.3801	-185.9123
-596.0144	-185.4548	-109.1944	-113.5085	-108.6367	-105.2437	-102.7611	-100.5732	-98.4541	-97.2775	-96.1274	-95.2846	-94.4873	-93.2446	-92.6105	-91.7289	-91.1280	-90.5375	-90.0886	-90.4329	-89.9073	-89.5529	-89.3649	-88.9696	-88.7543	-88.3196	-88.4874	-88.2471	-88.1210	-87.8993	-87.7344	-87.7718	-87.4595	-87.2646	-87.5119	-87.2992	-180.2331	-181.3094	-181.6651	-180.6369	-184.7263	-183.3671	-183.8893	-184.4917	-185.1085	-185.0673	-184.5447
-595.0125	-184.3132	-108.6434	-112.5383	-107.7183	-104.3808	-101.8636	-99.7856	-97.5935	-96.4875	-95.3191	-94.4904	-93.6877	-92.4557	-91.8184	-90.9830	-90.4068	-89.8246	-89.3370	-89.6512	-89.2141	-88.8492	-88.6116	-88.2510	-88.1037	-87.6104	-87.7702	-87.5346	-87.3996	-87.1966	-87.0270	-87.1194	-86.7107	-86.4981	-86.7510	-86.5636	-179.0279	-180.1594	-180.5744	-179.5589	-183.5496	-182.2142	-182.7057	-183.2939	-183.8821	-183.9211	-183.3268
-594.0167	-183.2161	-108.1144	-111.6136	-106.8634	-103.5227	-100.9959	-99.0407	-96.7671	-95.6881	-94.5648	-93.7418	-92.9401	-91.7191	-91.0655	-90.3120	-89.6769	-89.1177	-88.6491	-88.9583	-88.5732	-88.1626	-87.8636	-87.5436	-87.4251	-86.9596	-87.0607	-86.8749	-86.7279	-86.4862	-86.2973	-86.4253	-86.0388	-85.8732	-86.0316	-85.8612	-177.9285	-179.0810	-179.4932	-178.4029	-182.4084	-181.0568	-181.5935	-182.1322	-182.7408	-182.8229	-182.1762
-593.0119	-182.1904	-107.4889	-110.7149	-106.0021	-102.6833	-100.1690	-98.2354	-96.0099	-94.9238	-93.8062	-93.0255	-92.2232	-91.0072	-90.4088	-89.7091	-89.0235	-88.4156	-87.9794	-88.3631	-87.9276	-87.5183	-87.2042	-86.8926	-86.7615	-86.3401	-86.3671	-86.2867	-86.0551	-85.8833	-85.6813	-85.7623	-85.3836	-85.2074	-85.3421	-85.1970	-176.7980	-178.0014	-178.4664	-177.3953	-181.2729	-179.9108	-180.4994	-181.0812	-181.6887	-181.8422	-181.1594
-592.0098	-181.1716	-106.9348	-109.8488	-105.1652	-101.8890	-99.3501	-97.4721	-95.3102	-94.2132	-93.0930	-92.3084	-91.4802	-90.3174	-89.7600	-89.0297	-88.3756	-87.7978	-87.2892	-87.7169	-87.3043	-86.8374	-86.5708	-86.2503	-86.1147	-85.7251	-85.7490	-85.6480	-85.4328	-85.2790	-85.0582	-85.1629	-84.7819	-84.6043	-84.7228	-84.5630	-175.8289	-176.9754	-177.4837	-176.4576	-180.2215	-178.8379	-179.4312	-180.0225	-180.5426	-180.7668	-180.1585
