r_ads	pob_ads	R_des	pob_des
0.33634835	-0.047507271	0.33634835	-0.060491321
0.308017514	-0.042196291	0.308017514	-0.046247608
0.277242189	-0.008712436	0.277242189	-0.032767209
0.24243421	0.016690736	0.24243421	-0.020293036
0.19919379	0.039538095	0.19919379	-0.011047983
0.193937561	0.059587151	0.193937561	-0.00967091
0.188387382	0.07654052	0.188387382	-0.008204743
0.182477255	0.063103704	0.182477255	-0.007158906
0.176113781	0.055356396	0.176113781	-0.00645567
0.169157699	0.04754541	0.169157699	-0.005697252
0.161386056	0.03961846	0.161386056	-0.004874421
0.15240316	0.031648429	0.15240316	-0.004021833
0.141380789	0.023678398	0.141380789	-0.003169245
