-0.49805	-4.12e-07	-1.74e-06	-3.75e-06	-8.74e-06	-1.68e-05
-0.49605	-4.07e-07	-1.74e-06	-3.74e-06	-8.71e-06	-1.67e-05
-0.49405	-4.05e-07	-1.73e-06	-3.77e-06	-8.66e-06	-1.66e-05
-0.49229	-4.02e-07	-1.72e-06	-3.72e-06	-8.63e-06	-1.66e-05
-0.4903	-3.98e-07	-1.71e-06	-3.65e-06	-8.59e-06	-1.65e-05
-0.4883	-3.93e-07	-1.7e-06	-3.69e-06	-8.55e-06	-1.65e-05
-0.4863	-3.91e-07	-1.69e-06	-3.7e-06	-8.53e-06	-1.64e-05
-0.4843	-3.87e-07	-1.68e-06	-3.61e-06	-8.49e-06	-1.64e-05
-0.4823	-3.84e-07	-1.67e-06	-3.62e-06	-8.46e-06	-1.62e-05
-0.4803	-3.83e-07	-1.67e-06	-3.65e-06	-8.44e-06	-1.62e-05
-0.47854	-3.77e-07	-1.66e-06	-3.62e-06	-8.41e-06	-1.62e-05
-0.47655	-3.73e-07	-1.65e-06	-3.56e-06	-8.36e-06	-1.61e-05
-0.47455	-3.7e-07	-1.64e-06	-3.57e-06	-8.33e-06	-1.6e-05
-0.47255	-3.69e-07	-1.63e-06	-3.61e-06	-8.31e-06	-1.6e-05
-0.47055	-3.66e-07	-1.63e-06	-3.54e-06	-8.27e-06	-1.59e-05
-0.46855	-3.62e-07	-1.62e-06	-3.5e-06	-8.24e-06	-1.59e-05
-0.46655	-3.59e-07	-1.62e-06	-3.53e-06	-8.21e-06	-1.58e-05
-0.46479	-3.58e-07	-1.61e-06	-3.54e-06	-8.18e-06	-1.58e-05
-0.4628	-3.55e-07	-1.6e-06	-3.46e-06	-8.15e-06	-1.58e-05
-0.4608	-3.53e-07	-1.6e-06	-3.47e-06	-8.12e-06	-1.56e-05
-0.4588	-3.54e-07	-1.58e-06	-3.49e-06	-8.1e-06	-1.56e-05
-0.4568	-3.59e-07	-1.58e-06	-3.44e-06	-8.06e-06	-1.55e-05
-0.4548	-3.57e-07	-1.57e-06	-3.41e-06	-8.04e-06	-1.54e-05
-0.4528	-3.57e-07	-1.56e-06	-3.43e-06	-8.01e-06	-1.54e-05
-0.45104	-3.59e-07	-1.56e-06	-3.42e-06	-7.98e-06	-1.53e-05
-0.44905	-3.54e-07	-1.55e-06	-3.39e-06	-7.95e-06	-1.53e-05
-0.44705	-3.52e-07	-1.55e-06	-3.37e-06	-7.93e-06	-1.52e-05
-0.44505	-3.5e-07	-1.54e-06	-3.4e-06	-7.9e-06	-1.52e-05
-0.44305	-3.5e-07	-1.54e-06	-3.39e-06	-7.87e-06	-1.52e-05
-0.44105	-3.47e-07	-1.54e-06	-3.33e-06	-7.84e-06	-1.51e-05
-0.43905	-3.44e-07	-1.53e-06	-3.34e-06	-7.82e-06	-1.5e-05
-0.43729	-3.45e-07	-1.53e-06	-3.37e-06	-7.8e-06	-1.5e-05
-0.4353	-3.41e-07	-1.53e-06	-3.3e-06	-7.77e-06	-1.5e-05
-0.4333	-3.38e-07	-1.51e-06	-3.29e-06	-7.74e-06	-1.49e-05
-0.4313	-3.35e-07	-1.52e-06	-3.32e-06	-7.73e-06	-1.52e-05
-0.4293	-3.32e-07	-1.51e-06	-3.29e-06	-7.7e-06	-1.48e-05
-0.4273	-3.34e-07	-1.5e-06	-3.24e-06	-7.68e-06	-1.48e-05
-0.4253	-3.31e-07	-1.49e-06	-3.25e-06	-7.65e-06	-1.47e-05
-0.42354	-3.29e-07	-1.53e-06	-3.27e-06	-7.64e-06	-1.47e-05
-0.42155	-3.22e-07	-1.49e-06	-3.25e-06	-7.61e-06	-1.47e-05
-0.41955	-3.22e-07	-1.47e-06	-3.21e-06	-7.58e-06	-1.46e-05
-0.41755	-3.21e-07	-1.47e-06	-3.22e-06	-7.57e-06	-1.45e-05
-0.41555	-3.18e-07	-1.47e-06	-3.25e-06	-7.54e-06	-1.45e-05
-0.41355	-3.15e-07	-1.46e-06	-3.18e-06	-7.51e-06	-1.44e-05
-0.41155	-3.13e-07	-1.46e-06	-3.18e-06	-7.5e-06	-1.45e-05
-0.40979	-3.12e-07	-1.46e-06	-3.22e-06	-7.48e-06	-1.44e-05
-0.4078	-3.12e-07	-1.45e-06	-3.18e-06	-7.46e-06	-1.44e-05
-0.4058	-3.09e-07	-1.44e-06	-3.13e-06	-7.43e-06	-1.43e-05
-0.4038	-3.08e-07	-1.44e-06	-3.15e-06	-7.41e-06	-1.43e-05
-0.4018	-3.16e-07	-1.43e-06	-3.18e-06	-7.4e-06	-1.42e-05
-0.3998	-3.17e-07	-1.43e-06	-3.12e-06	-7.38e-06	-1.42e-05
-0.3978	-3.16e-07	-1.43e-06	-3.1e-06	-7.35e-06	-1.42e-05
