Vf	Im
V vs. Ref.	A
-5.97887E-001	-3.32660E-006
-5.95885E-001	-3.28664E-006
-5.93887E-001	-3.25729E-006
-5.91881E-001	-3.22801E-006
-5.89886E-001	-3.20289E-006
-5.87874E-001	-3.17826E-006
-5.85877E-001	-3.15592E-006
-5.83874E-001	-3.13775E-006
-5.81876E-001	-3.11936E-006
-5.79881E-001	-3.09723E-006
-5.77875E-001	-3.07683E-006
-5.75862E-001	-3.05546E-006
-5.73876E-001	-3.03978E-006
-5.71869E-001	-3.01814E-006
-5.69866E-001	-3.00266E-006
-5.67879E-001	-2.98414E-006
-5.65856E-001	-2.96326E-006
-5.63858E-001	-2.94980E-006
-5.61852E-001	-2.93814E-006
-5.59863E-001	-2.92801E-006
-5.57860E-001	-2.91178E-006
-5.55867E-001	-2.89582E-006
-5.53866E-001	-2.88722E-006
-5.51886E-001	-2.87174E-006
-5.49853E-001	-2.85974E-006
-5.47858E-001	-2.84240E-006
-5.45858E-001	-2.82991E-006
-5.43861E-001	-2.82130E-006
-5.41870E-001	-2.80618E-006
-5.39856E-001	-2.79133E-006
-5.37842E-001	-2.77815E-006
-5.35840E-001	-2.76476E-006
-5.33847E-001	-2.75165E-006
-5.31864E-001	-2.74513E-006
-5.29861E-001	-2.72632E-006
-5.27864E-001	-2.71758E-006
-5.25853E-001	-2.70482E-006
-5.23837E-001	-2.69753E-006
-5.21836E-001	-2.68622E-006
-5.19845E-001	-2.67318E-006
-5.17845E-001	-2.66235E-006
-5.15841E-001	-2.65438E-006
-5.13828E-001	-2.64515E-006
-5.11828E-001	-2.63703E-006
-5.09820E-001	-2.62544E-006
-5.07830E-001	-2.61282E-006
-5.05827E-001	-2.59853E-006
-5.03843E-001	-2.59235E-006
-5.01846E-001	-2.58257E-006
-4.99840E-001	-2.57341E-006
-4.97821E-001	-2.55995E-006
-4.95821E-001	-2.54864E-006
-4.93841E-001	-2.54476E-006
-4.91832E-001	-2.53282E-006
-4.89830E-001	-2.52332E-006
-4.87824E-001	-2.51027E-006
-4.85806E-001	-2.50507E-006
-4.83824E-001	-2.49251E-006
-4.81824E-001	-2.48932E-006
-4.79824E-001	-2.47642E-006
-4.77825E-001	-2.46483E-006
-4.75823E-001	-2.45637E-006
-4.73815E-001	-2.45338E-006
-4.71821E-001	-2.44298E-006
-4.69817E-001	-2.42924E-006
-4.67827E-001	-2.42043E-006
-4.65819E-001	-2.41987E-006
-4.63823E-001	-2.40829E-006
-4.61809E-001	-2.39760E-006
-4.59803E-001	-2.39156E-006
-4.57794E-001	-2.38185E-006
-4.55810E-001	-2.37554E-006
-4.53814E-001	-2.36936E-006
