Vf	Im
V vs. Ref.	A
-5.97886E-001	-3.35206E-006
-5.95882E-001	-3.30981E-006
-5.93891E-001	-3.27567E-006
-5.91869E-001	-3.24209E-006
-5.89880E-001	-3.21857E-006
-5.87868E-001	-3.19512E-006
-5.85872E-001	-3.17431E-006
-5.83875E-001	-3.15516E-006
-5.81875E-001	-3.13275E-006
-5.79874E-001	-3.11208E-006
-5.77874E-001	-3.09133E-006
-5.75853E-001	-3.06927E-006
-5.73873E-001	-3.05394E-006
-5.71870E-001	-3.03666E-006
-5.69881E-001	-3.01980E-006
-5.67878E-001	-3.00148E-006
-5.65858E-001	-2.98573E-006
-5.63864E-001	-2.96860E-006
-5.61859E-001	-2.95562E-006
-5.59854E-001	-2.94119E-006
-5.57860E-001	-2.92877E-006
-5.55872E-001	-2.91240E-006
-5.53857E-001	-2.89700E-006
-5.51868E-001	-2.88409E-006
-5.49851E-001	-2.87098E-006
-5.47856E-001	-2.85995E-006
-5.45853E-001	-2.84080E-006
-5.43853E-001	-2.82790E-006
-5.41863E-001	-2.81686E-006
-5.39851E-001	-2.80673E-006
-5.37835E-001	-2.78675E-006
-5.35834E-001	-2.77454E-006
-5.33840E-001	-2.77031E-006
-5.31858E-001	-2.75359E-006
-5.29845E-001	-2.74089E-006
-5.27858E-001	-2.72945E-006
-5.25861E-001	-2.72417E-006
-5.23833E-001	-2.71259E-006
-5.21843E-001	-2.70149E-006
-5.19857E-001	-2.68830E-006
-5.17848E-001	-2.68372E-006
-5.15847E-001	-2.66686E-006
-5.13832E-001	-2.65868E-006
-5.11826E-001	-2.64751E-006
-5.09824E-001	-2.63113E-006
-5.07830E-001	-2.62357E-006
-5.05837E-001	-2.62114E-006
-5.03841E-001	-2.60685E-006
-5.01842E-001	-2.59596E-006
-4.99843E-001	-2.58729E-006
-4.97829E-001	-2.57750E-006
-4.95825E-001	-2.56814E-006
-4.93839E-001	-2.55745E-006
-4.91827E-001	-2.54122E-006
-4.89829E-001	-2.53685E-006
-4.87823E-001	-2.52276E-006
-4.85809E-001	-2.51166E-006
-4.83823E-001	-2.50278E-006
-4.81824E-001	-2.49681E-006
-4.79824E-001	-2.48599E-006
-4.77819E-001	-2.47933E-006
-4.75822E-001	-2.46691E-006
-4.73810E-001	-2.45650E-006
-4.71812E-001	-2.44561E-006
-4.69819E-001	-2.44069E-006
-4.67823E-001	-2.43312E-006
-4.65813E-001	-2.42306E-006
-4.63823E-001	-2.41356E-006
-4.61814E-001	-2.40343E-006
-4.59805E-001	-2.39885E-006
-4.57798E-001	-2.38934E-006
-4.55811E-001	-2.38033E-006
-4.53817E-001	-2.36721E-006
-4.51815E-001	-2.36291E-006
-4.49810E-001	-2.35708E-006
-4.47792E-001	-2.34626E-006
