Vf	Im
V vs. Ref.	A
-5.97885E-001	-3.55708E-006
-5.95882E-001	-3.50713E-006
-5.93881E-001	-3.46980E-006
-5.91873E-001	-3.43886E-006
-5.89883E-001	-3.41256E-006
-5.87868E-001	-3.39098E-006
-5.85870E-001	-3.36212E-006
-5.83872E-001	-3.33791E-006
-5.81869E-001	-3.31210E-006
-5.79878E-001	-3.29191E-006
-5.77877E-001	-3.27588E-006
-5.75854E-001	-3.25333E-006
-5.73867E-001	-3.23509E-006
-5.71873E-001	-3.21913E-006
-5.69884E-001	-3.20269E-006
-5.67869E-001	-3.17597E-006
-5.65851E-001	-3.16369E-006
-5.63857E-001	-3.14885E-006
-5.61854E-001	-3.12880E-006
-5.59856E-001	-3.11610E-006
-5.57857E-001	-3.09536E-006
-5.55870E-001	-3.08377E-006
-5.53853E-001	-3.06545E-006
-5.51868E-001	-3.05088E-006
-5.49857E-001	-3.04249E-006
-5.47850E-001	-3.02473E-006
-5.45857E-001	-3.01036E-006
-5.43851E-001	-2.99469E-006
-5.41863E-001	-2.97602E-006
-5.39861E-001	-2.96006E-006
-5.37843E-001	-2.94882E-006
-5.35842E-001	-2.93391E-006
-5.33848E-001	-2.91719E-006
-5.31856E-001	-2.90845E-006
-5.29850E-001	-2.89284E-006
-5.27851E-001	-2.88340E-006
-5.25858E-001	-2.87334E-006
-5.23826E-001	-2.85967E-006
-5.21836E-001	-2.85329E-006
-5.19847E-001	-2.83775E-006
-5.17843E-001	-2.82214E-006
-5.15849E-001	-2.80993E-006
-5.13826E-001	-2.79848E-006
-5.11823E-001	-2.78932E-006
-5.09826E-001	-2.77628E-006
-5.07823E-001	-2.76871E-006
-5.05820E-001	-2.75525E-006
-5.03836E-001	-2.74499E-006
-5.01840E-001	-2.73132E-006
-4.99838E-001	-2.71952E-006
-4.97809E-001	-2.70176E-006
-4.95821E-001	-2.69656E-006
-4.93837E-001	-2.68504E-006
-4.91831E-001	-2.67318E-006
-4.89837E-001	-2.66159E-006
-4.87818E-001	-2.65889E-006
-4.85810E-001	-2.64681E-006
-4.83807E-001	-2.63086E-006
-4.81812E-001	-2.62260E-006
-4.79825E-001	-2.61261E-006
-4.77825E-001	-2.60387E-006
-4.75813E-001	-2.58902E-006
-4.73812E-001	-2.58097E-006
-4.71813E-001	-2.57251E-006
-4.69815E-001	-2.55877E-006
-4.67832E-001	-2.55502E-006
-4.65817E-001	-2.54947E-006
-4.63822E-001	-2.53574E-006
-4.61803E-001	-2.52443E-006
-4.59797E-001	-2.51742E-006
-4.57795E-001	-2.50438E-006
-4.55805E-001	-2.49099E-006
-4.53814E-001	-2.47954E-006
-4.51807E-001	-2.47635E-006
-4.49811E-001	-2.47302E-006
-4.47792E-001	-2.46317E-006
-4.45797E-001	-2.44749E-006
-4.43805E-001	-2.44173E-006
-4.41798E-001	-2.43070E-006
-4.39801E-001	-2.42362E-006
-4.37797E-001	-2.41321E-006
-4.35802E-001	-2.40509E-006
-4.33794E-001	-2.39524E-006
-4.31798E-001	-2.38241E-006
-4.29794E-001	-2.37457E-006
-4.27793E-001	-2.36444E-006
-4.25795E-001	-2.35216E-006
-4.23792E-001	-2.34702E-006
-4.21778E-001	-2.34369E-006
-4.19777E-001	-2.33398E-006
-4.17784E-001	-2.32656E-006
-4.15780E-001	-2.31330E-006
-4.13798E-001	-2.30824E-006
-4.11795E-001	-2.29839E-006
-4.09775E-001	-2.28673E-006
-4.07778E-001	-2.27355E-006
-4.05778E-001	-2.27140E-006
-4.03789E-001	-2.26453E-006
-4.01784E-001	-2.25371E-006
-3.99792E-001	-2.24344E-006
-3.97797E-001	-2.23151E-006
-3.95779E-001	-2.22700E-006
-3.93780E-001	-2.21361E-006
-3.91785E-001	-2.20466E-006
-3.89785E-001	-2.19390E-006
-3.87782E-001	-2.18911E-006
-3.85772E-001	-2.18003E-006
-3.83759E-001	-2.16726E-006
-3.81780E-001	-2.15519E-006
-3.79774E-001	-2.14846E-006
-3.77769E-001	-2.14013E-006
-3.75777E-001	-2.13479E-006
-3.73774E-001	-2.12098E-006
-3.71785E-001	-2.10967E-006
-3.69763E-001	-2.10177E-006
-3.67773E-001	-2.09573E-006
-3.65787E-001	-2.08192E-006
-3.63779E-001	-2.07686E-006
-3.61778E-001	-2.06395E-006
-3.59763E-001	-2.05368E-006
-3.57745E-001	-2.04245E-006
-3.55759E-001	-2.03252E-006
-3.53749E-001	-2.02954E-006
-3.51764E-001	-2.01483E-006
-3.49762E-001	-2.00186E-006
-3.47765E-001	-1.99554E-006
-3.45739E-001	-1.98306E-006
-3.43751E-001	-1.97369E-006
-3.41760E-001	-1.96863E-006
-3.39765E-001	-1.95850E-006
-3.37754E-001	-1.93893E-006
-3.35761E-001	-1.93047E-006
-3.33763E-001	-1.91978E-006
-3.31751E-001	-1.90930E-006
-3.29754E-001	-1.89911E-006
-3.27755E-001	-1.88391E-006
-3.25745E-001	-1.87198E-006
-3.23762E-001	-1.86303E-006
-3.21748E-001	-1.85207E-006
-3.19733E-001	-1.83555E-006
-3.17730E-001	-1.82154E-006
-3.15734E-001	-1.80933E-006
-3.13743E-001	-1.80003E-006
-3.11751E-001	-1.78317E-006
-3.09731E-001	-1.76971E-006
-3.07723E-001	-1.75931E-006
-3.05712E-001	-1.73919E-006
-3.03720E-001	-1.73114E-006
-3.01741E-001	-1.71220E-006
-2.99737E-001	-1.70068E-006
-2.97740E-001	-1.68590E-006
-2.95738E-001	-1.67105E-006
-2.93722E-001	-1.65635E-006
-2.91722E-001	-1.63942E-006
-2.89727E-001	-1.62263E-006
-2.87732E-001	-1.61347E-006
-2.85743E-001	-1.59987E-006
-2.83734E-001	-1.57552E-006
-2.81716E-001	-1.55935E-006
-2.79716E-001	-1.54180E-006
-2.77723E-001	-1.52425E-006
-2.75717E-001	-1.50378E-006
-2.73713E-001	-1.48914E-006
-2.71722E-001	-1.46978E-006
-2.69721E-001	-1.44626E-006
-2.67716E-001	-1.42143E-006
-2.65704E-001	-1.39596E-006
-2.63729E-001	-1.37265E-006
-2.61720E-001	-1.34386E-006
-2.59725E-001	-1.31236E-006
-2.57710E-001	-1.28475E-006
-2.55700E-001	-1.25790E-006
-2.53688E-001	-1.22570E-006
-2.51703E-001	-1.19823E-006
-2.49712E-001	-1.16569E-006
-2.47698E-001	-1.12691E-006
-2.45711E-001	-1.09298E-006
-2.43709E-001	-1.05434E-006
-2.41694E-001	-1.01340E-006
-2.39698E-001	-9.75312E-007
-2.37702E-001	-9.32782E-007
-2.35699E-001	-8.89975E-007
-2.33700E-001	-8.46474E-007
-2.31692E-001	-7.95271E-007
-2.29675E-001	-7.44832E-007
-2.27690E-001	-6.92034E-007
-2.25677E-001	-6.30008E-007
-2.23690E-001	-5.80818E-007
-2.21687E-001	-5.20319E-007
-2.19691E-001	-4.62178E-007
-2.17676E-001	-4.04385E-007
-2.15684E-001	-3.41110E-007
-2.13691E-001	-2.74575E-007
-2.11689E-001	-2.00755E-007
-2.09685E-001	-1.32415E-007
-2.07689E-001	-5.80401E-008
-2.05682E-001	1.23806E-008
-2.03666E-001	8.43276E-008
-2.01680E-001	1.58633E-007
-1.99670E-001	2.39600E-007
-1.97687E-001	3.27782E-007
-1.95688E-001	3.97162E-007
-1.93689E-001	4.75839E-007
-1.91665E-001	5.59372E-007
-1.89671E-001	6.30625E-007
-1.87674E-001	7.15685E-007
-1.85681E-001	7.88326E-007
-1.83680E-001	8.65268E-007
-1.81675E-001	9.37423E-007
-1.79680E-001	1.01083E-006
-1.77672E-001	1.08229E-006
-1.75674E-001	1.15548E-006
-1.73675E-001	1.22486E-006
-1.71667E-001	1.29605E-006
-1.69675E-001	1.35648E-006
-1.67676E-001	1.41233E-006
-1.65664E-001	1.47907E-006
-1.63676E-001	1.53097E-006
-1.61661E-001	1.59265E-006
-1.59670E-001	1.63802E-006
-1.57669E-001	1.68700E-006
-1.55649E-001	1.72315E-006
-1.53652E-001	1.76318E-006
-1.51645E-001	1.80884E-006
-1.49662E-001	1.83735E-006
-1.47649E-001	1.87024E-006
-1.45657E-001	1.89625E-006
-1.43657E-001	1.92303E-006
-1.41652E-001	1.94662E-006
-1.39649E-001	1.96341E-006
-1.37649E-001	1.98492E-006
-1.35659E-001	1.99575E-006
-1.33646E-001	2.01441E-006
-1.31667E-001	2.02093E-006
-1.29645E-001	2.02870E-006
-1.27639E-001	2.03633E-006
-1.25639E-001	2.04514E-006
-1.23639E-001	2.04549E-006
-1.21635E-001	2.05069E-006
-1.19651E-001	2.04667E-006
-1.17656E-001	2.04771E-006
-1.15648E-001	2.04931E-006
-1.13635E-001	2.04584E-006
-1.11642E-001	2.04542E-006
-1.09639E-001	2.03501E-006
-1.07638E-001	2.02974E-006
-1.05642E-001	2.02329E-006
-1.03633E-001	2.01545E-006
-1.01618E-001	2.01059E-006
-9.96343E-002	2.00199E-006
-9.76337E-002	1.99554E-006
-9.56274E-002	1.99165E-006
-9.36439E-002	1.98402E-006
-9.16384E-002	1.97514E-006
-8.96443E-002	1.96924E-006
-8.76190E-002	1.95939E-006
-8.56238E-002	1.95488E-006
-8.36327E-002	1.95342E-006
-8.16261E-002	1.94031E-006
-7.96279E-002	1.93483E-006
-7.76158E-002	1.92047E-006
-7.56133E-002	1.91228E-006
-7.36072E-002	1.91485E-006
-7.16197E-002	1.90118E-006
-6.96139E-002	1.89827E-006
-6.76022E-002	1.89910E-006
-6.56278E-002	1.88175E-006
-6.36055E-002	1.87482E-006
-6.16052E-002	1.87489E-006
-5.96025E-002	1.86746E-006
-5.76150E-002	1.86087E-006
-5.56146E-002	1.85220E-006
-5.36210E-002	1.84797E-006
-5.15958E-002	1.84297E-006
-4.96001E-002	1.83589E-006
-4.75941E-002	1.83166E-006
-4.55909E-002	1.83229E-006
-4.35982E-002	1.83000E-006
-4.16132E-002	1.82736E-006
-3.95994E-002	1.82514E-006
-3.75915E-002	1.82056E-006
-3.55884E-002	1.81896E-006
-3.35948E-002	1.81543E-006
-3.15965E-002	1.81397E-006
-2.95933E-002	1.81196E-006
-2.76135E-002	1.80502E-006
-2.55895E-002	1.80474E-006
-2.35818E-002	1.80766E-006
-2.15818E-002	1.79878E-006
-1.95809E-002	1.80065E-006
-1.75843E-002	1.79475E-006
-1.55740E-002	1.79107E-006
-1.35990E-002	1.78830E-006
-1.15661E-002	1.78878E-006
-9.58753E-003	1.78282E-006
-7.57395E-003	1.78365E-006
-5.57790E-003	1.78525E-006
-3.57976E-003	1.78372E-006
-1.55284E-003	1.78067E-006
4.56983E-004	1.78157E-006
2.44302E-003	1.78018E-006
4.42885E-003	1.77630E-006
6.43575E-003	1.78157E-006
8.43493E-003	1.78289E-006
1.04320E-002	1.77977E-006
1.24362E-002	1.78525E-006
1.44452E-002	1.78615E-006
1.64429E-002	1.79114E-006
1.84406E-002	1.79302E-006
2.04457E-002	1.79295E-006
2.24517E-002	1.79940E-006
2.44530E-002	1.79898E-006
2.64616E-002	1.80148E-006
2.84539E-002	1.80453E-006
3.04522E-002	1.80759E-006
3.24606E-002	1.81099E-006
3.44539E-002	1.81230E-006
3.64525E-002	1.81321E-006
3.84761E-002	1.81418E-006
4.04515E-002	1.81258E-006
4.24517E-002	1.81598E-006
4.44473E-002	1.82119E-006
4.64557E-002	1.82750E-006
4.84832E-002	1.83430E-006
5.04676E-002	1.83659E-006
5.24764E-002	1.83374E-006
5.44779E-002	1.84533E-006
5.64706E-002	1.84595E-006
5.84758E-002	1.84686E-006
6.04620E-002	1.85685E-006
6.24698E-002	1.86163E-006
6.44867E-002	1.86531E-006
6.64836E-002	1.86677E-006
6.84790E-002	1.87079E-006
7.04817E-002	1.87447E-006
7.24680E-002	1.87967E-006
7.44803E-002	1.88425E-006
7.64828E-002	1.88959E-006
7.84970E-002	1.88932E-006
8.04899E-002	1.89632E-006
8.24804E-002	1.90319E-006
8.44750E-002	1.90278E-006
8.64789E-002	1.90368E-006
8.84873E-002	1.91353E-006
9.04952E-002	1.91311E-006
9.24942E-002	1.91742E-006
9.44899E-002	1.92505E-006
9.64924E-002	1.92775E-006
9.85026E-002	1.92914E-006
1.00511E-001	1.93192E-006
9.84951E-002	1.79482E-006
9.64938E-002	1.69922E-006
9.44871E-002	1.62796E-006
9.24919E-002	1.55907E-006
