Vf	Im
V vs. Ref.	A
-5.97866E-001	-2.32815E-006
-5.95868E-001	-2.31892E-006
-5.93857E-001	-2.31705E-006
-5.91844E-001	-2.30026E-006
-5.89864E-001	-2.28507E-006
-5.87852E-001	-2.26883E-006
-5.85861E-001	-2.25503E-006
-5.83858E-001	-2.24365E-006
-5.81856E-001	-2.23296E-006
-5.79855E-001	-2.22214E-006
-5.77856E-001	-2.21180E-006
-5.75828E-001	-2.18821E-006
-5.73858E-001	-2.18211E-006
-5.71851E-001	-2.16802E-006
-5.69860E-001	-2.15047E-006
-5.67857E-001	-2.14749E-006
-5.65837E-001	-2.13673E-006
-5.63848E-001	-2.12778E-006
-5.61834E-001	-2.12771E-006
-5.59842E-001	-2.11731E-006
-5.57846E-001	-2.10759E-006
-5.55851E-001	-2.09913E-006
-5.53850E-001	-2.09219E-006
-5.51852E-001	-2.08400E-006
-5.49831E-001	-2.07131E-006
-5.47839E-001	-2.06007E-006
-5.45833E-001	-2.04973E-006
-5.43840E-001	-2.04647E-006
-5.41847E-001	-2.03759E-006
-5.39839E-001	-2.02885E-006
-5.37828E-001	-2.01733E-006
-5.35821E-001	-2.01088E-006
-5.33822E-001	-1.99541E-006
-5.31839E-001	-1.99464E-006
-5.29840E-001	-1.98084E-006
-5.27842E-001	-1.97307E-006
-5.25828E-001	-1.96245E-006
-5.23810E-001	-1.95863E-006
-5.21814E-001	-1.95676E-006
-5.19829E-001	-1.95725E-006
-5.17826E-001	-1.94934E-006
-5.15828E-001	-1.93775E-006
-5.13803E-001	-1.92610E-006
-5.11807E-001	-1.91721E-006
-5.09803E-001	-1.91666E-006
-5.07806E-001	-1.90847E-006
-5.05806E-001	-1.90577E-006
-5.03819E-001	-1.89709E-006
-5.01824E-001	-1.88967E-006
-4.99820E-001	-1.88003E-006
-4.97794E-001	-1.87073E-006
-4.95801E-001	-1.86296E-006
-4.93810E-001	-1.86358E-006
-4.91815E-001	-1.85429E-006
-4.89809E-001	-1.84291E-006
-4.87797E-001	-1.83639E-006
-4.85793E-001	-1.82917E-006
-4.83810E-001	-1.82307E-006
-4.81796E-001	-1.82057E-006
-4.79798E-001	-1.80863E-006
-4.77797E-001	-1.80315E-006
-4.75805E-001	-1.79684E-006
-4.73796E-001	-1.79115E-006
-4.71797E-001	-1.78435E-006
-4.69798E-001	-1.76874E-006
-4.67803E-001	-1.76791E-006
-4.65800E-001	-1.76007E-006
-4.63808E-001	-1.75792E-006
-4.61773E-001	-1.74578E-006
-4.59788E-001	-1.74744E-006
-4.57780E-001	-1.73801E-006
-4.55796E-001	-1.73350E-006
-4.53785E-001	-1.71927E-006
-4.51796E-001	-1.71289E-006
-4.49795E-001	-1.71435E-006
-4.47776E-001	-1.70359E-006
-4.45779E-001	-1.69145E-006
-4.43776E-001	-1.69111E-006
-4.41786E-001	-1.68965E-006
-4.39786E-001	-1.69000E-006
-4.37793E-001	-1.68604E-006
-4.35790E-001	-1.66960E-006
-4.33776E-001	-1.66530E-006
-4.31780E-001	-1.65794E-006
-4.29775E-001	-1.64851E-006
-4.27776E-001	-1.64261E-006
-4.25777E-001	-1.63387E-006
-4.23782E-001	-1.63269E-006
-4.21762E-001	-1.62672E-006
-4.19759E-001	-1.61846E-006
-4.17773E-001	-1.60917E-006
-4.15764E-001	-1.60459E-006
-4.13768E-001	-1.59876E-006
-4.11781E-001	-1.59522E-006
-4.09768E-001	-1.59134E-006
-4.07758E-001	-1.58301E-006
-4.05761E-001	-1.57482E-006
-4.03783E-001	-1.57413E-006
-4.01769E-001	-1.56900E-006
-3.99774E-001	-1.55200E-006
