Vf	Im
V vs. Ref.	A
-5.97884E-001	-3.36531E-006
-5.95882E-001	-3.32604E-006
-5.93888E-001	-3.29586E-006
-5.91873E-001	-3.26006E-006
-5.89891E-001	-3.23446E-006
-5.87869E-001	-3.21573E-006
-5.85874E-001	-3.19020E-006
-5.83872E-001	-3.17001E-006
-5.81875E-001	-3.15294E-006
-5.79881E-001	-3.13719E-006
-5.77877E-001	-3.11443E-006
-5.75856E-001	-3.09147E-006
-5.73871E-001	-3.07232E-006
-5.71863E-001	-3.05657E-006
-5.69874E-001	-3.03923E-006
-5.67878E-001	-3.02674E-006
-5.65855E-001	-3.00766E-006
-5.63861E-001	-2.98802E-006
-5.61858E-001	-2.97415E-006
-5.59864E-001	-2.95882E-006
-5.57857E-001	-2.93974E-006
-5.55878E-001	-2.93016E-006
-5.53873E-001	-2.91275E-006
-5.51874E-001	-2.89943E-006
-5.49856E-001	-2.88486E-006
-5.47869E-001	-2.87251E-006
-5.45846E-001	-2.85669E-006
-5.43859E-001	-2.84829E-006
-5.41864E-001	-2.83747E-006
-5.39852E-001	-2.82526E-006
-5.37840E-001	-2.80819E-006
-5.35838E-001	-2.79445E-006
-5.33838E-001	-2.78433E-006
-5.31852E-001	-2.77406E-006
-5.29855E-001	-2.76483E-006
-5.27850E-001	-2.75206E-006
-5.25860E-001	-2.74075E-006
-5.23834E-001	-2.72445E-006
-5.21837E-001	-2.71571E-006
-5.19837E-001	-2.69753E-006
-5.17846E-001	-2.68990E-006
-5.15850E-001	-2.68206E-006
-5.13828E-001	-2.67366E-006
-5.11825E-001	-2.66069E-006
-5.09823E-001	-2.64272E-006
-5.07825E-001	-2.62808E-006
-5.05823E-001	-2.62094E-006
-5.03843E-001	-2.61136E-006
-5.01838E-001	-2.59769E-006
-4.99834E-001	-2.59117E-006
-4.97820E-001	-2.58271E-006
-4.95827E-001	-2.57174E-006
-4.93835E-001	-2.56529E-006
-4.91831E-001	-2.55142E-006
-4.89835E-001	-2.53796E-006
-4.87828E-001	-2.53733E-006
-4.85814E-001	-2.52464E-006
-4.83821E-001	-2.51201E-006
-4.81815E-001	-2.50216E-006
-4.79827E-001	-2.49619E-006
-4.77818E-001	-2.48717E-006
-4.75823E-001	-2.47933E-006
-4.73820E-001	-2.47496E-006
-4.71813E-001	-2.45914E-006
-4.69818E-001	-2.45297E-006
-4.67831E-001	-2.44443E-006
-4.65807E-001	-2.43201E-006
-4.63816E-001	-2.42764E-006
-4.61803E-001	-2.42050E-006
-4.59794E-001	-2.41141E-006
-4.57790E-001	-2.39788E-006
-4.55811E-001	-2.39372E-006
-4.53815E-001	-2.38366E-006
-4.51805E-001	-2.37679E-006
-4.49812E-001	-2.37027E-006
-4.47783E-001	-2.35715E-006
-4.45807E-001	-2.35306E-006
-4.43806E-001	-2.33564E-006
-4.41803E-001	-2.32794E-006
-4.39804E-001	-2.32094E-006
-4.37797E-001	-2.30956E-006
-4.35797E-001	-2.30644E-006
-4.33787E-001	-2.29804E-006
-4.31798E-001	-2.29270E-006
-4.29796E-001	-2.28319E-006
-4.27790E-001	-2.27577E-006
-4.25787E-001	-2.26682E-006
-4.23796E-001	-2.26106E-006
-4.21780E-001	-2.25537E-006
-4.19779E-001	-2.25052E-006
-4.17782E-001	-2.23747E-006
-4.15782E-001	-2.23060E-006
-4.13791E-001	-2.21888E-006
-4.11795E-001	-2.21145E-006
-4.09775E-001	-2.20285E-006
-4.07778E-001	-2.19196E-006
-4.05788E-001	-2.18842E-006
-4.03790E-001	-2.17739E-006
-4.01783E-001	-2.16969E-006
-3.99790E-001	-2.16039E-006
-3.97795E-001	-2.15734E-006
-3.95768E-001	-2.14173E-006
-3.93780E-001	-2.13423E-006
-3.91785E-001	-2.12681E-006
-3.89785E-001	-2.11835E-006
-3.87791E-001	-2.10641E-006
-3.85784E-001	-2.10010E-006
-3.83759E-001	-2.09205E-006
-3.81776E-001	-2.07720E-006
-3.79774E-001	-2.06805E-006
-3.77771E-001	-2.05542E-006
-3.75773E-001	-2.05493E-006
-3.73778E-001	-2.04800E-006
-3.71783E-001	-2.03766E-006
-3.69765E-001	-2.02385E-006
-3.67783E-001	-2.02226E-006
-3.65784E-001	-2.01227E-006
-3.63776E-001	-1.99894E-006
-3.61770E-001	-1.99298E-006
-3.59759E-001	-1.98486E-006
-3.57747E-001	-1.97660E-006
-3.55752E-001	-1.96897E-006
-3.53749E-001	-1.95912E-006
-3.51760E-001	-1.94927E-006
-3.49767E-001	-1.94073E-006
-3.47772E-001	-1.92936E-006
-3.45741E-001	-1.91770E-006
-3.43751E-001	-1.90403E-006
-3.41760E-001	-1.89668E-006
-3.39755E-001	-1.88780E-006
-3.37753E-001	-1.87954E-006
-3.35763E-001	-1.86671E-006
-3.33760E-001	-1.84894E-006
-3.31748E-001	-1.84388E-006
-3.29751E-001	-1.83264E-006
-3.27752E-001	-1.81953E-006
-3.25741E-001	-1.80808E-006
-3.23758E-001	-1.79316E-006
-3.21743E-001	-1.77950E-006
-3.19737E-001	-1.76833E-006
-3.17728E-001	-1.75729E-006
-3.15749E-001	-1.74959E-006
-3.13738E-001	-1.73516E-006
-3.11753E-001	-1.71955E-006
-3.09737E-001	-1.70783E-006
-3.07726E-001	-1.69388E-006
-3.05716E-001	-1.67751E-006
-3.03721E-001	-1.66301E-006
-3.01741E-001	-1.65156E-006
-2.99746E-001	-1.64018E-006
-2.97751E-001	-1.62728E-006
-2.95736E-001	-1.60903E-006
-2.93728E-001	-1.59605E-006
-2.91726E-001	-1.58260E-006
-2.89734E-001	-1.56310E-006
-2.87731E-001	-1.55248E-006
-2.85736E-001	-1.52612E-006
-2.83731E-001	-1.51502E-006
-2.81715E-001	-1.49740E-006
-2.79718E-001	-1.48220E-006
-2.77720E-001	-1.45993E-006
-2.75714E-001	-1.43717E-006
-2.73715E-001	-1.41588E-006
-2.71718E-001	-1.39791E-006
-2.69725E-001	-1.37286E-006
