Vf	Im
V vs. Ref.	A
-5.97878E-001	-1.54610E-006
-5.95879E-001	-1.53778E-006
-5.93878E-001	-1.52237E-006
-5.91865E-001	-1.51537E-006
-5.89875E-001	-1.50302E-006
-5.87859E-001	-1.49420E-006
-5.85864E-001	-1.48206E-006
-5.83866E-001	-1.49247E-006
-5.81865E-001	-1.47519E-006
-5.79874E-001	-1.47152E-006
-5.77870E-001	-1.45612E-006
-5.75857E-001	-1.44883E-006
-5.73870E-001	-1.44384E-006
-5.71861E-001	-1.43988E-006
-5.69872E-001	-1.43169E-006
-5.67874E-001	-1.42600E-006
-5.65854E-001	-1.41629E-006
-5.63851E-001	-1.41282E-006
-5.61850E-001	-1.41220E-006
-5.59850E-001	-1.40415E-006
-5.57854E-001	-1.40540E-006
-5.55865E-001	-1.40283E-006
-5.53861E-001	-1.39902E-006
-5.51868E-001	-1.39048E-006
-5.49849E-001	-1.38007E-006
-5.47853E-001	-1.37182E-006
-5.45855E-001	-1.37279E-006
-5.43850E-001	-1.36904E-006
-5.41859E-001	-1.35926E-006
-5.39848E-001	-1.35087E-006
-5.37851E-001	-1.35253E-006
-5.35837E-001	-1.34767E-006
-5.33844E-001	-1.34393E-006
-5.31852E-001	-1.34351E-006
-5.29852E-001	-1.32929E-006
-5.27848E-001	-1.33005E-006
-5.25851E-001	-1.32624E-006
-5.23820E-001	-1.31638E-006
-5.21834E-001	-1.31853E-006
-5.19842E-001	-1.31576E-006
-5.17840E-001	-1.31042E-006
-5.15847E-001	-1.30528E-006
-5.13821E-001	-1.29980E-006
-5.11828E-001	-1.29682E-006
-5.09816E-001	-1.29384E-006
-5.07819E-001	-1.28967E-006
-5.05815E-001	-1.28197E-006
-5.03838E-001	-1.28724E-006
-5.01841E-001	-1.28384E-006
-4.99827E-001	-1.26879E-006
-4.97809E-001	-1.26955E-006
-4.95818E-001	-1.26206E-006
-4.93828E-001	-1.25679E-006
-4.91832E-001	-1.25477E-006
-4.89824E-001	-1.25304E-006
-4.87800E-001	-1.24243E-006
-4.85803E-001	-1.23570E-006
-4.83814E-001	-1.23146E-006
-4.81812E-001	-1.22737E-006
-4.79824E-001	-1.22772E-006
-4.77814E-001	-1.23847E-006
-4.75819E-001	-1.24159E-006
-4.73810E-001	-1.23660E-006
-4.71800E-001	-1.21564E-006
-4.69812E-001	-1.21412E-006
-4.67813E-001	-1.20607E-006
-4.65814E-001	-1.21474E-006
-4.63816E-001	-1.21162E-006
-4.61805E-001	-1.20489E-006
-4.59801E-001	-1.20454E-006
-4.57793E-001	-1.20017E-006
-4.55808E-001	-1.18796E-006
-4.53806E-001	-1.18422E-006
-4.51802E-001	-1.17991E-006
-4.49814E-001	-1.18213E-006
-4.47789E-001	-1.17416E-006
-4.45797E-001	-1.16805E-006
-4.43798E-001	-1.16743E-006
-4.41796E-001	-1.15431E-006
-4.39804E-001	-1.15972E-006
-4.37793E-001	-1.15501E-006
-4.35804E-001	-1.14620E-006
-4.33787E-001	-1.14668E-006
-4.31794E-001	-1.14051E-006
-4.29794E-001	-1.14398E-006
-4.27787E-001	-1.14224E-006
-4.25788E-001	-1.14051E-006
-4.23793E-001	-1.13065E-006
-4.21775E-001	-1.13919E-006
-4.19777E-001	-1.12830E-006
-4.17785E-001	-1.11241E-006
-4.15780E-001	-1.13738E-006
-4.13789E-001	-1.12163E-006
-4.11799E-001	-1.12649E-006
-4.09765E-001	-1.11976E-006
-4.07781E-001	-1.12101E-006
-4.05772E-001	-1.11782E-006
-4.03792E-001	-1.11546E-006
-4.01780E-001	-1.11407E-006
-3.99785E-001	-1.11303E-006
-3.97789E-001	-1.10935E-006
-3.95768E-001	-1.09492E-006
-3.93777E-001	-1.08604E-006
-3.91774E-001	-1.07446E-006
-3.89783E-001	-1.07973E-006
-3.87778E-001	-1.07175E-006
-3.85768E-001	-1.06023E-006
-3.83754E-001	-1.05579E-006
-3.81778E-001	-1.04310E-006
-3.79781E-001	-1.03956E-006
-3.77771E-001	-1.02887E-006
-3.75771E-001	-1.02984E-006
-3.73779E-001	-1.03422E-006
-3.71784E-001	-1.02457E-006
-3.69764E-001	-1.00806E-006
-3.67765E-001	-9.96473E-007
-3.65777E-001	-9.99110E-007
-3.63775E-001	-1.00279E-006
-3.61768E-001	-1.00036E-006
-3.59764E-001	-9.92865E-007
-3.57746E-001	-9.82458E-007
-3.55762E-001	-9.76214E-007
-3.53754E-001	-9.71913E-007
-3.51764E-001	-9.67681E-007
-3.49764E-001	-9.60951E-007
-3.47757E-001	-9.64211E-007
-3.45745E-001	-9.59216E-007
-3.43760E-001	-9.57412E-007
-3.41759E-001	-9.57690E-007
-3.39761E-001	-9.48393E-007
-3.37758E-001	-9.45965E-007
-3.35753E-001	-9.38541E-007
-3.33751E-001	-9.27787E-007
-3.31751E-001	-9.23624E-007
-3.29745E-001	-9.13564E-007
-3.27757E-001	-9.06279E-007
-3.25745E-001	-9.03990E-007
-3.23756E-001	-8.96635E-007
-3.21748E-001	-8.88657E-007
-3.19720E-001	-8.87755E-007
-3.17734E-001	-8.83800E-007
-3.15737E-001	-8.93375E-007
-3.13743E-001	-8.84772E-007
-3.11749E-001	-8.70341E-007
-3.09722E-001	-8.50498E-007
-3.07729E-001	-8.82205E-007
-3.05720E-001	-8.71312E-007
-3.03719E-001	-8.60974E-007
