Vf	Im
V vs. Ref.	A
-5.97885E-001	-1.48789E-006
-5.95883E-001	-1.46923E-006
-5.93882E-001	-1.45736E-006
-5.91872E-001	-1.44841E-006
-5.89886E-001	-1.44196E-006
-5.87872E-001	-1.43343E-006
-5.85880E-001	-1.42004E-006
-5.83875E-001	-1.41081E-006
-5.81874E-001	-1.39686E-006
-5.79884E-001	-1.39499E-006
-5.77877E-001	-1.39187E-006
-5.75862E-001	-1.38680E-006
-5.73876E-001	-1.37716E-006
-5.71868E-001	-1.36995E-006
-5.69883E-001	-1.35864E-006
-5.67874E-001	-1.34983E-006
-5.65856E-001	-1.34858E-006
-5.63853E-001	-1.33859E-006
-5.61848E-001	-1.33095E-006
-5.59860E-001	-1.32971E-006
-5.57860E-001	-1.32742E-006
-5.55871E-001	-1.31756E-006
-5.53857E-001	-1.31090E-006
-5.51866E-001	-1.30993E-006
-5.49847E-001	-1.30403E-006
-5.47854E-001	-1.29654E-006
-5.45855E-001	-1.29238E-006
-5.43857E-001	-1.28496E-006
-5.41866E-001	-1.27816E-006
-5.39847E-001	-1.27039E-006
-5.37842E-001	-1.27018E-006
-5.35847E-001	-1.26650E-006
-5.33835E-001	-1.26150E-006
-5.31855E-001	-1.25817E-006
-5.29850E-001	-1.24673E-006
-5.27846E-001	-1.24555E-006
-5.25853E-001	-1.24638E-006
-5.23822E-001	-1.23167E-006
-5.21820E-001	-1.22640E-006
-5.19842E-001	-1.22612E-006
-5.17841E-001	-1.22140E-006
-5.15847E-001	-1.21634E-006
-5.13821E-001	-1.21537E-006
-5.11823E-001	-1.21440E-006
-5.09818E-001	-1.21412E-006
-5.07824E-001	-1.20371E-006
-5.05827E-001	-1.19670E-006
-5.03835E-001	-1.19344E-006
-5.01835E-001	-1.18741E-006
-4.99830E-001	-1.17998E-006
-4.97810E-001	-1.17721E-006
-4.95815E-001	-1.17055E-006
-4.93829E-001	-1.17055E-006
-4.91828E-001	-1.16507E-006
-4.89828E-001	-1.16382E-006
-4.87819E-001	-1.15903E-006
-4.85806E-001	-1.15383E-006
-4.83812E-001	-1.14751E-006
-4.81815E-001	-1.14064E-006
-4.79821E-001	-1.13738E-006
-4.77820E-001	-1.12961E-006
-4.75822E-001	-1.13072E-006
-4.73812E-001	-1.12656E-006
-4.71808E-001	-1.12601E-006
-4.69816E-001	-1.11664E-006
-4.67824E-001	-1.11102E-006
-4.65814E-001	-1.11234E-006
-4.63811E-001	-1.10242E-006
-4.61808E-001	-1.09735E-006
-4.59796E-001	-1.09562E-006
-4.57794E-001	-1.08799E-006
-4.55809E-001	-1.08486E-006
-4.53809E-001	-1.07647E-006
-4.51811E-001	-1.07480E-006
-4.49818E-001	-1.06870E-006
-4.47790E-001	-1.06995E-006
-4.45802E-001	-1.06474E-006
-4.43803E-001	-1.05794E-006
-4.41798E-001	-1.04580E-006
-4.39808E-001	-1.04275E-006
-4.37798E-001	-1.04053E-006
-4.35797E-001	-1.03768E-006
-4.33784E-001	-1.03109E-006
-4.31796E-001	-1.02374E-006
-4.29798E-001	-1.02145E-006
-4.27789E-001	-1.01958E-006
-4.25794E-001	-1.01139E-006
-4.23791E-001	-1.00674E-006
-4.21781E-001	-1.00577E-006
-4.19778E-001	-9.97930E-007
-4.17785E-001	-9.93420E-007
-4.15787E-001	-9.95155E-007
-4.13792E-001	-9.83707E-007
-4.11797E-001	-9.84332E-007
-4.09783E-001	-9.79753E-007
-4.07784E-001	-9.77324E-007
-4.05785E-001	-9.72953E-007
-4.03792E-001	-9.63101E-007
-4.01784E-001	-9.53041E-007
-3.99784E-001	-9.45063E-007
-3.97798E-001	-9.45895E-007
-3.95778E-001	-9.44716E-007
-3.93782E-001	-9.39027E-007
-3.91788E-001	-9.38055E-007
-3.89779E-001	-9.26746E-007
-3.87787E-001	-9.25012E-007
-3.85775E-001	-9.17588E-007
-3.83764E-001	-9.18629E-007
-3.81785E-001	-9.17727E-007
-3.79775E-001	-9.10650E-007
-3.77782E-001	-9.08708E-007
-3.75780E-001	-9.06210E-007
-3.73772E-001	-8.93722E-007
-3.71783E-001	-8.88865E-007
-3.69766E-001	-8.88796E-007
-3.67772E-001	-8.81233E-007
-3.65782E-001	-8.77556E-007
-3.63782E-001	-8.73601E-007
-3.61753E-001	-8.69994E-007
-3.59761E-001	-8.61737E-007
-3.57747E-001	-8.57575E-007
-3.55760E-001	-8.52995E-007
-3.53751E-001	-8.44115E-007
-3.51764E-001	-8.45225E-007
-3.49761E-001	-8.38356E-007
-3.47768E-001	-8.35095E-007
-3.45744E-001	-8.29823E-007
-3.43758E-001	-8.26839E-007
-3.41762E-001	-8.21358E-007
-3.39761E-001	-8.07482E-007
-3.37758E-001	-8.16155E-007
-3.35757E-001	-8.09147E-007
-3.33759E-001	-7.97145E-007
-3.31740E-001	-7.96104E-007
-3.29749E-001	-7.90970E-007
