Vf	Im
V vs. Ref.	A
-5.97883E-001	-1.59425E-006
-5.95879E-001	-1.58641E-006
-5.93881E-001	-1.57260E-006
-5.91869E-001	-1.56594E-006
-5.89871E-001	-1.54374E-006
-5.87864E-001	-1.54367E-006
-5.85870E-001	-1.52799E-006
-5.83874E-001	-1.52681E-006
-5.81864E-001	-1.51939E-006
-5.79871E-001	-1.51578E-006
-5.77870E-001	-1.50295E-006
-5.75852E-001	-1.50149E-006
-5.73868E-001	-1.49927E-006
-5.71868E-001	-1.49455E-006
-5.69875E-001	-1.48532E-006
-5.67874E-001	-1.47492E-006
-5.65845E-001	-1.46354E-006
-5.63855E-001	-1.46777E-006
-5.61849E-001	-1.45612E-006
-5.59854E-001	-1.45223E-006
-5.57848E-001	-1.44786E-006
-5.55863E-001	-1.44807E-006
-5.53860E-001	-1.43031E-006
-5.51867E-001	-1.42725E-006
-5.49847E-001	-1.41386E-006
-5.47855E-001	-1.40623E-006
-5.45851E-001	-1.40679E-006
-5.43851E-001	-1.39978E-006
-5.41860E-001	-1.39617E-006
-5.39852E-001	-1.39027E-006
-5.37842E-001	-1.38160E-006
-5.35839E-001	-1.37820E-006
-5.33845E-001	-1.37168E-006
-5.31856E-001	-1.36613E-006
-5.29855E-001	-1.35968E-006
-5.27853E-001	-1.35912E-006
-5.25846E-001	-1.35309E-006
-5.23833E-001	-1.34712E-006
-5.21828E-001	-1.34192E-006
-5.19845E-001	-1.33553E-006
-5.17842E-001	-1.33109E-006
-5.15836E-001	-1.33199E-006
-5.13816E-001	-1.33310E-006
-5.11812E-001	-1.32325E-006
-5.09809E-001	-1.32346E-006
-5.07825E-001	-1.32159E-006
-5.05825E-001	-1.31833E-006
-5.03835E-001	-1.31125E-006
-5.01837E-001	-1.30584E-006
-4.99827E-001	-1.30265E-006
-4.97810E-001	-1.30355E-006
-4.95821E-001	-1.30695E-006
-4.93835E-001	-1.29349E-006
-4.91833E-001	-1.29377E-006
-4.89828E-001	-1.29342E-006
-4.87811E-001	-1.27982E-006
-4.85802E-001	-1.27718E-006
-4.83817E-001	-1.27247E-006
-4.81812E-001	-1.26955E-006
-4.79816E-001	-1.26227E-006
-4.77814E-001	-1.26088E-006
-4.75819E-001	-1.25810E-006
-4.73811E-001	-1.26400E-006
-4.71809E-001	-1.25561E-006
-4.69812E-001	-1.24492E-006
-4.67821E-001	-1.24534E-006
-4.65813E-001	-1.23028E-006
-4.63809E-001	-1.23014E-006
-4.61799E-001	-1.22834E-006
-4.59794E-001	-1.22341E-006
-4.57794E-001	-1.21745E-006
-4.55805E-001	-1.21655E-006
-4.53804E-001	-1.20919E-006
-4.51806E-001	-1.21224E-006
-4.49814E-001	-1.21093E-006
-4.47782E-001	-1.20350E-006
-4.45793E-001	-1.19608E-006
-4.43803E-001	-1.19906E-006
-4.41806E-001	-1.19282E-006
-4.39802E-001	-1.19268E-006
-4.37792E-001	-1.18533E-006
-4.35800E-001	-1.18227E-006
-4.33788E-001	-1.17582E-006
-4.31789E-001	-1.16826E-006
-4.29794E-001	-1.16867E-006
-4.27791E-001	-1.16354E-006
-4.25790E-001	-1.16562E-006
-4.23792E-001	-1.15757E-006
-4.21759E-001	-1.14689E-006
-4.19772E-001	-1.15112E-006
-4.17776E-001	-1.14418E-006
-4.15784E-001	-1.14182E-006
-4.13786E-001	-1.13135E-006
-4.11793E-001	-1.13079E-006
-4.09777E-001	-1.12337E-006
-4.07774E-001	-1.12198E-006
-4.05779E-001	-1.11810E-006
-4.03791E-001	-1.11844E-006
-4.01777E-001	-1.10887E-006
-3.99786E-001	-1.10103E-006
-3.97788E-001	-1.10422E-006
-3.95771E-001	-1.09583E-006
-3.93771E-001	-1.09430E-006
-3.91779E-001	-1.08681E-006
-3.89786E-001	-1.08930E-006
-3.87784E-001	-1.07917E-006
-3.85769E-001	-1.08070E-006
-3.83759E-001	-1.07113E-006
-3.81759E-001	-1.06155E-006
-3.79767E-001	-1.06190E-006
-3.77770E-001	-1.06398E-006
-3.75775E-001	-1.05878E-006
-3.73781E-001	-1.05635E-006
-3.71791E-001	-1.06474E-006
-3.69751E-001	-1.03803E-006
-3.67767E-001	-1.04018E-006
-3.65779E-001	-1.04886E-006
-3.63781E-001	-1.02915E-006
-3.61769E-001	-1.02485E-006
-3.59750E-001	-1.01812E-006
-3.57749E-001	-1.01652E-006
-3.55751E-001	-1.01201E-006
-3.53754E-001	-1.00834E-006
-3.51761E-001	-1.01306E-006
-3.49759E-001	-1.00126E-006
-3.47771E-001	-1.00875E-006
-3.45748E-001	-9.99387E-007
-3.43756E-001	-9.86621E-007
-3.41758E-001	-9.78781E-007
-3.39752E-001	-9.71427E-007
-3.37755E-001	-9.67889E-007
-3.35756E-001	-9.72607E-007
-3.33755E-001	-9.64420E-007
-3.31749E-001	-9.50474E-007
-3.29746E-001	-9.67889E-007
-3.27755E-001	-9.53804E-007
-3.25749E-001	-9.43536E-007
-3.23751E-001	-9.60881E-007
-3.21750E-001	-9.44577E-007
-3.19731E-001	-9.35558E-007
-3.17729E-001	-9.19531E-007
-3.15735E-001	-9.02325E-007
-3.13730E-001	-8.98231E-007
-3.11749E-001	-9.03088E-007
-3.09729E-001	-8.97746E-007
-3.07718E-001	-8.90669E-007
-3.05720E-001	-8.96427E-007
-3.03710E-001	-8.80331E-007
-3.01739E-001	-8.88865E-007
-2.99734E-001	-8.73393E-007
-2.97742E-001	-8.64859E-007
-2.95728E-001	-8.61252E-007
-2.93709E-001	-8.56256E-007
-2.91725E-001	-8.41687E-007
-2.89728E-001	-8.42103E-007
-2.87728E-001	-8.35997E-007
-2.85727E-001	-8.19624E-007
-2.83720E-001	-8.14281E-007
-2.81709E-001	-8.20040E-007
-2.79716E-001	-7.92982E-007
-2.77709E-001	-7.89513E-007
-2.75714E-001	-7.87085E-007
-2.73710E-001	-7.68768E-007
-2.71715E-001	-7.67103E-007
-2.69719E-001	-7.55864E-007
-2.67701E-001	-7.45110E-007
-2.65705E-001	-7.44138E-007
-2.63718E-001	-7.39004E-007
-2.61714E-001	-7.24435E-007
-2.59713E-001	-7.11530E-007
-2.57708E-001	-7.12015E-007
-2.55689E-001	-7.03621E-007
-2.53698E-001	-6.88426E-007
-2.51694E-001	-6.77256E-007
-2.49706E-001	-6.71151E-007
-2.47703E-001	-6.62686E-007
-2.45712E-001	-6.69277E-007
-2.43714E-001	-6.52973E-007
-2.41684E-001	-6.35420E-007
-2.39687E-001	-6.24389E-007
-2.37698E-001	-6.18630E-007
-2.35697E-001	-6.00730E-007
-2.33695E-001	-5.91641E-007
-2.31691E-001	-5.81997E-007
-2.29681E-001	-5.68677E-007
-2.27693E-001	-5.58963E-007
-2.25682E-001	-5.51956E-007
-2.23681E-001	-5.35166E-007
-2.21681E-001	-5.26008E-007
-2.19685E-001	-5.05957E-007
-2.17668E-001	-4.95897E-007
-2.15676E-001	-4.87294E-007
-2.13681E-001	-4.71545E-007
-2.11687E-001	-4.62733E-007
-2.09677E-001	-4.59403E-007
-2.07680E-001	-4.35398E-007
-2.05680E-001	-4.25823E-007
-2.03664E-001	-4.19301E-007
-2.01666E-001	-4.01818E-007
-1.99667E-001	-3.90093E-007
-1.97685E-001	-3.85236E-007
-1.95686E-001	-3.68446E-007
-1.93688E-001	-3.58455E-007
-1.91661E-001	-3.46036E-007
-1.89680E-001	-3.37780E-007
-1.87674E-001	-3.16203E-007
-1.85678E-001	-3.05657E-007
-1.83676E-001	-2.99482E-007
-1.81658E-001	-2.95666E-007
-1.79675E-001	-2.79432E-007
-1.77669E-001	-2.69510E-007
-1.75665E-001	-2.61878E-007
-1.73662E-001	-2.44950E-007
-1.71664E-001	-2.32323E-007
-1.69666E-001	-2.28160E-007
-1.67663E-001	-2.10052E-007
-1.65658E-001	-2.03877E-007
-1.63669E-001	-1.93262E-007
-1.61660E-001	-1.82438E-007
-1.59666E-001	-1.82161E-007
-1.57665E-001	-1.73419E-007
-1.55643E-001	-1.53021E-007
-1.53639E-001	-1.50732E-007
-1.51645E-001	-1.44904E-007
-1.49648E-001	-1.31860E-007
-1.47647E-001	-1.24714E-007
-1.45656E-001	-1.21384E-007
-1.43661E-001	-1.09867E-007
-1.41660E-001	-1.09034E-007
-1.39638E-001	-9.28688E-008
-1.37639E-001	-8.61390E-008
-1.35644E-001	-8.35719E-008
-1.33645E-001	-7.53157E-008
-1.31651E-001	-6.82389E-008
-1.29643E-001	-6.34517E-008
-1.27629E-001	-5.15877E-008
-1.25628E-001	-5.06164E-008
-1.23636E-001	-4.16664E-008
-1.21644E-001	-3.94463E-008
-1.19639E-001	-3.76424E-008
-1.17648E-001	-3.27164E-008
-1.15654E-001	-2.87617E-008
-1.13635E-001	-1.94648E-008
-1.11639E-001	-1.44695E-008
-1.09638E-001	-1.03761E-008
-1.07636E-001	-1.02373E-008
-1.05646E-001	-5.10318E-009
-1.03627E-001	-3.29932E-009
-1.01605E-001	9.18909E-009
-9.96279E-002	1.18255E-008
-9.76310E-002	1.32825E-008
-9.56180E-002	1.60577E-008
