Vf	Im
V vs. Ref.	A
-5.97882E-001	-1.68625E-006
-5.95877E-001	-1.67258E-006
-5.93877E-001	-1.65926E-006
-5.91857E-001	-1.64767E-006
-5.89869E-001	-1.63796E-006
-5.87856E-001	-1.62783E-006
-5.85867E-001	-1.62651E-006
-5.83864E-001	-1.61888E-006
-5.81859E-001	-1.60868E-006
-5.79866E-001	-1.59737E-006
-5.77860E-001	-1.59168E-006
-5.75847E-001	-1.58433E-006
-5.73866E-001	-1.58142E-006
-5.71861E-001	-1.57149E-006
-5.69867E-001	-1.56400E-006
-5.67865E-001	-1.55248E-006
-5.65842E-001	-1.54985E-006
-5.63845E-001	-1.54145E-006
-5.61842E-001	-1.53667E-006
-5.59844E-001	-1.53486E-006
-5.57849E-001	-1.52945E-006
-5.55860E-001	-1.52272E-006
-5.53849E-001	-1.51634E-006
-5.51866E-001	-1.51467E-006
-5.49841E-001	-1.50655E-006
-5.47849E-001	-1.50198E-006
-5.45836E-001	-1.49934E-006
-5.43842E-001	-1.49129E-006
-5.41855E-001	-1.48900E-006
-5.39838E-001	-1.47742E-006
-5.37830E-001	-1.47228E-006
-5.35829E-001	-1.47526E-006
-5.33824E-001	-1.46569E-006
-5.31851E-001	-1.46319E-006
-5.29851E-001	-1.46028E-006
-5.27843E-001	-1.45591E-006
-5.25845E-001	-1.45265E-006
-5.23814E-001	-1.44411E-006
-5.21823E-001	-1.44161E-006
-5.19826E-001	-1.43523E-006
-5.17820E-001	-1.42809E-006
-5.15832E-001	-1.43239E-006
-5.13812E-001	-1.42503E-006
-5.11825E-001	-1.42205E-006
-5.09807E-001	-1.41095E-006
-5.07812E-001	-1.40533E-006
-5.05811E-001	-1.40339E-006
-5.03825E-001	-1.40026E-006
-5.01822E-001	-1.39700E-006
-4.99828E-001	-1.39104E-006
-4.97809E-001	-1.38986E-006
-4.95812E-001	-1.38549E-006
-4.93822E-001	-1.38909E-006
-4.91820E-001	-1.38077E-006
-4.89820E-001	-1.37529E-006
-4.87800E-001	-1.37182E-006
-4.85791E-001	-1.37133E-006
-4.83810E-001	-1.37258E-006
-4.81800E-001	-1.37029E-006
-4.79803E-001	-1.36814E-006
-4.77810E-001	-1.36308E-006
-4.75806E-001	-1.35871E-006
-4.73789E-001	-1.35094E-006
-4.71798E-001	-1.34934E-006
-4.69813E-001	-1.35170E-006
-4.67808E-001	-1.35413E-006
-4.65796E-001	-1.34400E-006
-4.63810E-001	-1.34261E-006
-4.61794E-001	-1.33574E-006
-4.59783E-001	-1.32735E-006
-4.57793E-001	-1.33158E-006
-4.55799E-001	-1.32873E-006
-4.53797E-001	-1.32443E-006
-4.51803E-001	-1.31840E-006
-4.49808E-001	-1.31208E-006
-4.47779E-001	-1.30993E-006
-4.45788E-001	-1.30660E-006
-4.43801E-001	-1.30452E-006
-4.41798E-001	-1.30279E-006
-4.39790E-001	-1.29557E-006
-4.37789E-001	-1.29564E-006
-4.35787E-001	-1.29321E-006
-4.33785E-001	-1.29252E-006
-4.31794E-001	-1.29106E-006
-4.29780E-001	-1.28336E-006
-4.27779E-001	-1.28260E-006
-4.25776E-001	-1.27760E-006
-4.23788E-001	-1.27427E-006
-4.21772E-001	-1.27150E-006
-4.19770E-001	-1.26539E-006
-4.17772E-001	-1.25859E-006
-4.15769E-001	-1.26206E-006
-4.13783E-001	-1.25172E-006
-4.11781E-001	-1.24818E-006
-4.09766E-001	-1.24402E-006
-4.07765E-001	-1.24360E-006
-4.05770E-001	-1.23951E-006
-4.03777E-001	-1.24187E-006
-4.01772E-001	-1.23098E-006
-3.99777E-001	-1.23056E-006
-3.97778E-001	-1.22772E-006
-3.95773E-001	-1.22550E-006
-3.93767E-001	-1.21981E-006
-3.91773E-001	-1.22265E-006
-3.89781E-001	-1.21433E-006
-3.87776E-001	-1.20843E-006
-3.85767E-001	-1.20961E-006
-3.83761E-001	-1.20614E-006
-3.81768E-001	-1.20218E-006
-3.79775E-001	-1.20038E-006
-3.77766E-001	-1.19698E-006
-3.75765E-001	-1.19330E-006
-3.73760E-001	-1.18387E-006
-3.71777E-001	-1.17873E-006
-3.69757E-001	-1.17880E-006
-3.67764E-001	-1.17360E-006
-3.65768E-001	-1.16458E-006
-3.63767E-001	-1.16007E-006
-3.61763E-001	-1.16077E-006
-3.59752E-001	-1.16035E-006
-3.57740E-001	-1.15473E-006
-3.55753E-001	-1.14786E-006
-3.53739E-001	-1.14842E-006
-3.51757E-001	-1.14051E-006
-3.49750E-001	-1.13614E-006
-3.47757E-001	-1.13600E-006
-3.45729E-001	-1.12760E-006
-3.43733E-001	-1.13169E-006
-3.41751E-001	-1.12663E-006
-3.39752E-001	-1.12115E-006
-3.37751E-001	-1.11511E-006
-3.35751E-001	-1.11046E-006
-3.33741E-001	-1.10089E-006
-3.31739E-001	-1.09374E-006
-3.29742E-001	-1.09055E-006
-3.27750E-001	-1.09111E-006
-3.25740E-001	-1.08493E-006
-3.23751E-001	-1.08271E-006
-3.21742E-001	-1.07446E-006
-3.19731E-001	-1.07022E-006
-3.17724E-001	-1.06141E-006
-3.15727E-001	-1.05330E-006
-3.13726E-001	-1.04552E-006
-3.11741E-001	-1.03866E-006
-3.09720E-001	-1.03949E-006
-3.07710E-001	-1.03193E-006
-3.05709E-001	-1.02339E-006
-3.03710E-001	-1.02166E-006
-3.01718E-001	-1.01437E-006
-2.99728E-001	-1.00855E-006
-2.97733E-001	-1.00633E-006
-2.95733E-001	-9.95641E-007
-2.93720E-001	-9.88425E-007
-2.91713E-001	-9.81001E-007
-2.89716E-001	-9.77324E-007
-2.87715E-001	-9.65252E-007
-2.85725E-001	-9.65460E-007
-2.83716E-001	-9.59147E-007
-2.81704E-001	-9.54360E-007
-2.79706E-001	-9.46381E-007
-2.77710E-001	-9.36668E-007
-2.75701E-001	-9.26955E-007
-2.73704E-001	-9.16825E-007
-2.71708E-001	-9.09540E-007
-2.69719E-001	-8.99896E-007
-2.67702E-001	-8.87339E-007
-2.65696E-001	-8.80470E-007
-2.63708E-001	-8.67149E-007
-2.61708E-001	-8.61668E-007
-2.59710E-001	-8.53065E-007
-2.57701E-001	-8.48625E-007
-2.55689E-001	-8.36899E-007
-2.53687E-001	-8.25937E-007
-2.51692E-001	-8.20109E-007
-2.49695E-001	-8.04846E-007
-2.47690E-001	-7.90901E-007
-2.45698E-001	-7.84726E-007
-2.43704E-001	-7.67658E-007
-2.41682E-001	-7.54268E-007
-2.39686E-001	-7.39490E-007
-2.37695E-001	-7.33731E-007
-2.35689E-001	-7.21035E-007
-2.33690E-001	-7.08893E-007
-2.31675E-001	-7.02233E-007
-2.29665E-001	-6.86553E-007
-2.27684E-001	-6.76007E-007
-2.25674E-001	-6.59495E-007
-2.23680E-001	-6.42982E-007
-2.21686E-001	-6.30563E-007
-2.19692E-001	-6.14190E-007
-2.17661E-001	-6.00522E-007
-2.15679E-001	-5.90739E-007
-2.13677E-001	-5.78043E-007
-2.11682E-001	-5.63265E-007
-2.09673E-001	-5.46961E-007
-2.07680E-001	-5.35443E-007
-2.05667E-001	-5.28159E-007
-2.03653E-001	-5.07969E-007
-2.01670E-001	-4.96452E-007
-1.99661E-001	-4.83547E-007
-1.97679E-001	-4.66410E-007
-1.95676E-001	-4.54477E-007
-1.93685E-001	-4.39838E-007
-1.91668E-001	-4.32622E-007
-1.89675E-001	-4.20828E-007
-1.87675E-001	-4.10282E-007
-1.85674E-001	-3.96198E-007
-1.83667E-001	-3.82044E-007
-1.81659E-001	-3.70042E-007
-1.79672E-001	-3.59982E-007
-1.77667E-001	-3.45204E-007
-1.75665E-001	-3.32854E-007
-1.73666E-001	-3.27789E-007
-1.71661E-001	-3.09681E-007
-1.69665E-001	-2.98719E-007
-1.67661E-001	-2.81582E-007
-1.65649E-001	-2.77836E-007
-1.63661E-001	-2.60560E-007
-1.61653E-001	-2.46962E-007
-1.59671E-001	-2.42660E-007
-1.57664E-001	-2.28229E-007
-1.55640E-001	-2.18793E-007
-1.53638E-001	-2.16851E-007
-1.51642E-001	-2.08109E-007
-1.49638E-001	-1.92221E-007
-1.47648E-001	-1.91666E-007
-1.45644E-001	-1.74876E-007
-1.43654E-001	-1.71615E-007
-1.41654E-001	-1.64677E-007
-1.39642E-001	-1.51911E-007
-1.37645E-001	-1.46500E-007
-1.35647E-001	-1.41920E-007
-1.33644E-001	-1.32554E-007
-1.31644E-001	-1.27489E-007
-1.29636E-001	-1.20760E-007
-1.27628E-001	-1.13058E-007
-1.25623E-001	-1.06329E-007
-1.23631E-001	-9.69622E-008
-1.21634E-001	-9.71704E-008
-1.19640E-001	-8.70409E-008
-1.17646E-001	-7.96172E-008
-1.15639E-001	-7.39281E-008
-1.13630E-001	-7.21936E-008
-1.11634E-001	-6.47699E-008
-1.09634E-001	-6.34517E-008
-1.07634E-001	-5.83176E-008
-1.05635E-001	-5.14490E-008
-1.03616E-001	-5.51955E-008
-1.01613E-001	-5.08245E-008
-9.96141E-002	-4.43722E-008
-9.76302E-002	-4.22908E-008
-9.56086E-002	-3.11900E-008
-9.36255E-002	-2.64722E-008
-9.16347E-002	-2.47377E-008
-8.96278E-002	-1.98117E-008
-8.76077E-002	-1.44001E-008
-8.56109E-002	-1.37757E-008
-8.36177E-002	-6.21326E-009
-8.16175E-002	-2.81364E-009
-7.96242E-002	2.38983E-009
-7.76043E-002	4.74876E-009
-7.56024E-002	3.56932E-009
-7.36012E-002	9.67473E-009
-7.16197E-002	7.52397E-009
-6.96114E-002	1.32131E-008
-6.76109E-002	1.90410E-008
-6.56172E-002	2.63259E-008
-6.35955E-002	2.69504E-008
-6.15934E-002	3.07662E-008
-5.95990E-002	3.13907E-008
-5.75998E-002	2.88930E-008
-5.56069E-002	4.01325E-008
-5.36139E-002	3.75655E-008
-5.15822E-002	4.29077E-008
-4.95837E-002	4.93601E-008
-4.75807E-002	5.06089E-008
-4.55893E-002	5.37310E-008
-4.35849E-002	5.91426E-008
