Vf	Im
V vs. Ref.	A
-7.96398E-002	-1.54686E-007
-7.76258E-002	-1.39492E-007
-7.56223E-002	-1.27073E-007
-7.36195E-002	-1.17221E-007
-7.16158E-002	-1.04039E-007
-6.96070E-002	-9.66153E-008
-6.76128E-002	-9.31463E-008
-6.56142E-002	-8.30862E-008
-6.36080E-002	-7.70502E-008
-6.16098E-002	-6.66432E-008
-5.96054E-002	-6.54638E-008
-5.75992E-002	-4.81187E-008
-5.56119E-002	-4.75637E-008
-5.36246E-002	-4.68699E-008
-5.16010E-002	-3.86831E-008
-4.95983E-002	-3.38265E-008
-4.75851E-002	-1.84935E-008
-4.56068E-002	-2.36970E-008
-4.36039E-002	-1.44695E-008
-4.16130E-002	-1.02373E-008
-3.96090E-002	-4.82567E-009
-3.75946E-002	-5.24131E-010
-3.55961E-002	3.15302E-009
-3.36071E-002	1.25887E-008
-3.15935E-002	1.27968E-008
-2.95923E-002	1.55027E-008
-2.76073E-002	2.09837E-008
-2.55908E-002	2.83379E-008
-2.76037E-002	1.00299E-010
-2.95958E-002	-1.95342E-008
-3.15969E-002	-3.18838E-008
-3.35984E-002	-3.86831E-008
-3.55936E-002	-5.42936E-008
