-599.4216	-1.72E-03
	-597.8268	-1.62E-03
	-597.7051	-1.52E-03
	-597.6746	-1.45E-03
	-597.5187	-1.40E-03
	-597.4459	-1.38E-03
	-597.3228	-1.36E-03
	-597.1892	-1.36E-03
	-597.0845	-1.37E-03
	-596.9805	-1.37E-03
	-596.879	-1.37E-03
	-596.8005	-1.37E-03
	-596.6708	-1.36E-03
	-596.6088	-1.37E-03
	-596.5416	-1.36E-03
	-596.4279	-1.36E-03
	-596.3193	-1.36E-03
	-596.1944	-1.36E-03
	-596.0651	-1.37E-03
	-596.0046	-1.38E-03
	-595.8973	-1.39E-03
	-595.8477	-1.40E-03
	-595.6957	-1.41E-03
	-595.6019	-1.43E-03
	-595.5211	-1.45E-03
	-595.4161	-1.46E-03
	-595.2818	-1.48E-03
	-595.2307	-1.49E-03
	-595.0843	-1.51E-03
	-594.9733	-1.53E-03
	-594.8882	-1.55E-03
	-594.7714	-1.54E-03
	-594.6695	-1.55E-03
	-594.6093	-1.55E-03
	-594.4828	-1.55E-03
	-594.3497	-1.55E-03
	-594.3047	-1.55E-03
	-594.1826	-1.54E-03
	-594.1355	-1.53E-03
	-593.9548	-1.53E-03
	-593.9126	-1.53E-03
	-593.8077	-1.51E-03
	-593.73	-1.50E-03
	-593.5835	-1.49E-03
	-593.4891	-1.49E-03
-599.1891	-1.71E-03
	-598.3605	-1.60E-03
	-598.3582	-1.51E-03
	-598.3145	-1.44E-03
	-598.2392	-1.39E-03
	-598.218	-1.37E-03
	-598.1527	-1.35E-03
	-598.0455	-1.35E-03
	-598.0102	-1.36E-03
	-597.9603	-1.36E-03
	-597.861	-1.37E-03
	-597.8036	-1.37E-03
	-597.6716	-1.37E-03
	-597.6242	-1.37E-03
	-597.5252	-1.37E-03
	-597.4336	-1.36E-03
	-597.3287	-1.37E-03
	-597.1852	-1.36E-03
	-597.0798	-1.37E-03
	-597.006	-1.38E-03
	-596.8912	-1.39E-03
	-596.8351	-1.40E-03
	-596.7177	-1.41E-03
	-596.6124	-1.43E-03
	-596.5089	-1.45E-03
	-596.428	-1.46E-03
	-596.2678	-1.48E-03
	-596.2155	-1.49E-03
	-596.1021	-1.52E-03
	-595.9847	-1.53E-03
	-595.8719	-1.55E-03
	-595.7798	-1.54E-03
	-595.6505	-1.55E-03
	-595.5958	-1.55E-03
	-595.4872	-1.55E-03
	-595.3728	-1.55E-03
	-595.3015	-1.55E-03
	-595.1909	-1.53E-03
	-595.1422	-1.53E-03
	-594.9523	-1.52E-03
	-594.928	-1.52E-03
	-594.8098	-1.51E-03
	-594.725	-1.50E-03
	-594.5865	-1.49E-03
	-594.5248	-1.48E-03
-598.7015	-1.70E-03
	-598.3943	-1.59E-03
	-598.4852	-1.49E-03
	-598.4951	-1.42E-03
	-598.4855	-1.38E-03
	-598.4577	-1.35E-03
	-598.4554	-1.34E-03
	-598.4082	-1.34E-03
	-598.4271	-1.34E-03
	-598.425	-1.35E-03
	-598.3588	-1.36E-03
	-598.3605	-1.36E-03
	-598.3025	-1.36E-03
	-598.2924	-1.36E-03
	-598.2195	-1.35E-03
	-598.1937	-1.35E-03
	-598.1465	-1.36E-03
	-598.0494	-1.35E-03
	-598.0005	-1.36E-03
	-597.9587	-1.37E-03
	-597.8815	-1.39E-03
	-597.838	-1.40E-03
	-597.734	-1.41E-03
	-597.6126	-1.43E-03
	-597.5045	-1.45E-03
	-597.426	-1.46E-03
	-597.273	-1.48E-03
	-597.2111	-1.49E-03
	-597.0962	-1.52E-03
	-596.974	-1.53E-03
	-596.876	-1.55E-03
	-596.7673	-1.54E-03
	-596.6594	-1.55E-03
	-596.597	-1.55E-03
	-596.4769	-1.55E-03
	-596.3958	-1.55E-03
	-596.2979	-1.54E-03
	-596.1871	-1.53E-03
	-596.1235	-1.53E-03
	-595.9512	-1.52E-03
	-595.9185	-1.52E-03
	-595.8076	-1.50E-03
	-595.7104	-1.50E-03
	-595.599	-1.49E-03
	-595.545	-1.48E-03
-597.9526	-1.68E-03
	-597.9474	-1.57E-03
	-598.0995	-1.47E-03
	-598.1132	-1.40E-03
	-598.1806	-1.36E-03
	-598.1871	-1.33E-03
	-598.256	-1.32E-03
	-598.2625	-1.33E-03
	-598.3618	-1.32E-03
	-598.4084	-1.34E-03
	-598.4008	-1.34E-03
	-598.421	-1.34E-03
	-598.426	-1.34E-03
	-598.4472	-1.35E-03
	-598.4366	-1.34E-03
	-598.4513	-1.33E-03
	-598.4734	-1.34E-03
	-598.4252	-1.34E-03
	-598.4186	-1.35E-03
	-598.4132	-1.36E-03
	-598.3816	-1.38E-03
	-598.4221	-1.39E-03
	-598.3487	-1.40E-03
	-598.2686	-1.42E-03
	-598.2183	-1.44E-03
	-598.2166	-1.45E-03
	-598.1023	-1.47E-03
	-598.0585	-1.49E-03
	-598.0297	-1.51E-03
	-597.9612	-1.52E-03
	-597.8863	-1.55E-03
	-597.7701	-1.54E-03
	-597.6678	-1.55E-03
	-597.597	-1.55E-03
	-597.4668	-1.55E-03
	-597.4026	-1.55E-03
	-597.2827	-1.54E-03
	-597.193	-1.53E-03
	-597.1343	-1.53E-03
	-596.9792	-1.52E-03
	-596.9203	-1.52E-03
	-596.7901	-1.50E-03
	-596.6864	-1.49E-03
	-596.6155	-1.49E-03
	-596.5494	-1.48E-03
-596.9775	-1.67E-03
	-597.0195	-1.54E-03
	-597.2002	-1.45E-03
	-597.247	-1.38E-03
	-597.379	-1.34E-03
	-597.4451	-1.31E-03
	-597.5518	-1.30E-03
	-597.6288	-1.31E-03
	-597.7552	-1.30E-03
