R_ads	pob_ads	R_des	pob_des
0.184909875	-0.062923308	0.184909875	-0.050000167
0.167077275	-0.049225096	0.167077275	-0.018360997
0.14786485	-0.013024169	0.14786485	0.005372695
0.126466301	0.012167199	0.126466301	0.024225348
0.100680791	0.033730148	0.100680791	0.031880686
0.097628004	0.051638869	0.097628004	0.017846486
0.094427223	0.063253921	0.094427223	0.010293497
0.091045717	0.048955602	0.091045717	0.007435698
0.087437178	0.042230933	0.087437178	0.006232201
0.083532566	0.035653749	0.083532566	0.00510411
0.079221366	0.029192364	0.079221366	0.004048456
0.074307453	0.02279808	0.074307453	0.003029861
0.068380348	0.016403797	0.068380348	0.002011266
