R_ads	pob_ads	R_des	pob_des
0.336726998	0.088301401	0.336726998	0.056045573
0.303596314	0.10445459	0.303596314	0.049640536
0.266056838	0.112733153	0.266056838	0.044199751
0.219260859	0.122198003	0.219260859	0.032053214
0.213555789	0.132575829	0.213555789	0.021098772
0.207527038	0.110597427	0.207527038	0.014401896
0.201101831	0.090476327	0.201101831	0.011395989
0.194177178	0.079532794	0.194177178	0.009877249
0.186599513	0.0684536	0.186599513	0.008379535
0.178122979	0.057160966	0.178122979	0.006895783
0.168311232	0.045783614	0.168311232	0.005421164
0.156250956	0.034406262	0.156250956	0.003946545
