R_ads	pob_ads	R_Des	pob_des
0.278057237	-0.039879499	0.278057237	-0.022118572
0.253767341	-0.032981078	0.253767341	0.006221427
0.227442763	0.002994276	0.227442763	0.02723921
0.19779629	0.028614189	0.19779629	0.044303777
0.161274547	0.051727551	0.161274547	0.048348651
0.156866458	0.072079898	0.156866458	0.030887203
0.1522206	0.086402742	0.1522206	0.020498571
0.14728378	0.069561796	0.14728378	0.015991086
0.141980725	0.060802435	0.141980725	0.013794035
0.136199203	0.052032167	0.136199203	0.011645263
0.129759541	0.043196653	0.129759541	0.009535378
0.122342862	0.034344163	0.122342862	0.007447791
0.113281741	0.025491674	0.113281741	0.005360203
