E	DD = 0	DD = 0.05	DD = 0.1	DD = 0.15	DD = 0.2	DD = 0.25
-0.5096	-3.3879	-3.09572	-2.78671	-1.78892	-1.15364	-1.14035
-0.5124	-3.37618	-3.08541	-2.77845	-1.78435	-1.15166	-1.13816
-0.5152	-3.36456	-3.07519	-2.77029	-1.77981	-1.1497	-1.136
-0.518	-3.35304	-3.06506	-2.76199	-1.7753	-1.14774	-1.13387
-0.5208	-3.34162	-3.05502	-2.75364	-1.77084	-1.1458	-1.13177
-0.5236	-3.33029	-3.04508	-2.74535	-1.76641	-1.14386	-1.12971
-0.5264	-3.31905	-3.03524	-2.73712	-1.76202	-1.14194	-1.1277
-0.5292	-3.3079	-3.02548	-2.72896	-1.75766	-1.14003	-1.12571
-0.532	-3.29684	-3.01582	-2.72086	-1.75327	-1.13813	-1.12377
-0.5348	-3.28586	-3.00625	-2.71282	-1.7489	-1.13625	-1.12186
-0.5376	-3.27496	-2.99677	-2.70485	-1.74457	-1.13437	-1.11998
-0.5404	-3.26414	-2.98739	-2.69695	-1.74026	-1.13251	-1.11812
-0.5432	-3.2534	-2.9781	-2.6891	-1.73598	-1.13066	-1.11623
-0.546	-3.24272	-2.9689	-2.68132	-1.73173	-1.12882	-1.11437
-0.5488	-3.23212	-2.9598	-2.67361	-1.72752	-1.12699	-1.11252
-0.5516	-3.22158	-2.95079	-2.66595	-1.72333	-1.1252	-1.11069
-0.5544	-3.21111	-2.94187	-2.65837	-1.71917	-1.12345	-1.10887
-0.5572	-3.2007	-2.93304	-2.65084	-1.71504	-1.12172	-1.10707
-0.56	-3.19035	-2.92431	-2.64338	-1.71094	-1.12001	-1.10529
-0.5628	-3.18005	-2.91567	-2.63598	-1.70687	-1.11832	-1.10352
-0.5656	-3.16981	-2.90712	-2.62865	-1.70283	-1.11664	-1.10177
-0.5684	-3.15962	-2.89849	-2.62138	-1.69882	-1.11498	-1.10003
-0.5712	-3.14947	-2.88982	-2.61418	-1.69484	-1.11333	-1.09831
-0.574	-3.13936	-2.88121	-2.60702	-1.69089	-1.11171	-1.09661
-0.5768	-3.1293	-2.87268	-2.59982	-1.68697	-1.1101	-1.09492
-0.5796	-3.11931	-2.86421	-2.59267	-1.68307	-1.1085	-1.09324
-0.5824	-3.10938	-2.85582	-2.58558	-1.67921	-1.10693	-1.09157
-0.5852	-3.09952	-2.84749	-2.57854	-1.67538	-1.10537	-1.08991
-0.588	-3.08972	-2.83923	-2.57155	-1.67158	-1.10383	-1.08827
-0.5908	-3.07999	-2.83104	-2.56461	-1.6678	-1.1023	-1.08664
-0.5936	-3.07032	-2.82292	-2.55772	-1.66406	-1.10079	-1.08503
-0.5964	-3.06071	-2.81486	-2.55089	-1.66034	-1.0993	-1.08343
-0.5992	-3.05117	-2.80687	-2.54411	-1.65666	-1.09783	-1.08184
-0.602	-3.0417	-2.79896	-2.53738	-1.65301	-1.09637	-1.08027
-0.6048	-3.03229	-2.79111	-2.5307	-1.64938	-1.09493	-1.07871
-0.6076	-3.02294	-2.78333	-2.52408	-1.64578	-1.09346	-1.07717
-0.6104	-3.01366	-2.77562	-2.51751	-1.64222	-1.09195	-1.07564
-0.6132	-3.00445	-2.76797	-2.51099	-1.63868	-1.09044	-1.07412
-0.616	-2.9953	-2.7604	-2.50453	-1.63518	-1.08895	-1.07262
-0.6188	-2.98621	-2.75289	-2.49811	-1.6317	-1.08746	-1.07114
-0.6216	-2.97719	-2.74546	-2.49175	-1.62825	-1.08597	-1.06967
-0.6244	-2.96824	-2.73809	-2.48544	-1.62483	-1.0845	-1.06821
-0.6272	-2.95935	-2.73079	-2.47919	-1.62144	-1.08303	-1.06676
-0.63	-2.95052	-2.72355	-2.47298	-1.61809	-1.08157	-1.06533
-0.6328	-2.94176	-2.71631	-2.46673	-1.61476	-1.08012	-1.06392
-0.6356	-2.93306	-2.709	-2.46045	-1.61146	-1.07867	-1.06252
-0.6384	-2.92443	-2.70174	-2.4542	-1.60814	-1.07724	-1.06113
-0.6412	-2.91587	-2.69454	-2.44799	-1.60475	-1.07581	-1.05976
-0.644	-2.90737	-2.68739	-2.44182	-1.60139	-1.07438	-1.0584
-0.6468	-2.89893	-2.68028	-2.43568	-1.59805	-1.07297	-1.05706
-0.6496	-2.89056	-2.67323	-2.42958	-1.59474	-1.07156	-1.0557
-0.6524	-2.88225	-2.66624	-2.42351	-1.59144	-1.07016	-1.0543
-0.6552	-2.87401	-2.65929	-2.41748	-1.58817	-1.06877	-1.0529
-0.658	-2.86583	-2.65239	-2.41149	-1.58492	-1.06738	-1.05151
-0.6608	-2.85772	-2.64555	-2.40553	-1.58169	-1.066	-1.05013
-0.6636	-2.84967	-2.63876	-2.39961	-1.57848	-1.06463	-1.04876
-0.6664	-2.84169	-2.63202	-2.39372	-1.5753	-1.06327	-1.0474
-0.6692	-2.83377	-2.62533	-2.38787	-1.57214	-1.06191	-1.04604
-0.672	-2.82592	-2.61869	-2.38206	-1.569	-1.06056	-1.0447
-0.6748	-2.81813	-2.61211	-2.37628	-1.56589	-1.05922	-1.04336
-0.6776	-2.81041	-2.60557	-2.37054	-1.5628	-1.05788	-1.04202
-0.6804	-2.80268	-2.59909	-2.36484	-1.55973	-1.05656	-1.0407
-0.6832	-2.7949	-2.59266	-2.35917	-1.55668	-1.05524	-1.03938
-0.686	-2.78717	-2.58628	-2.35354	-1.55365	-1.05393	-1.03808
-0.6888	-2.7795	-2.57995	-2.34794	-1.55065	-1.05262	-1.03678
-0.6916	-2.77189	-2.57367	-2.34238	-1.54767	-1.05132	-1.03548
-0.6944	-2.76433	-2.56745	-2.33686	-1.54471	-1.05003	-1.0342
-0.6972	-2.75683	-2.56126	-2.33137	-1.54178	-1.04875	-1.03292

