E	DD = 0	DD = 0.05	DD = 0.1	DD = 0.15	DD = 0.2	DD = 0.25
0.4844	2.29468	2.43735	2.61389	1.5085	0.13954	0.00346
0.4816	2.29016	2.43234	2.60822	1.50627	0.13933	0.00346
0.4788	2.28566	2.42737	2.60257	1.50404	0.13912	0.00345
0.476	2.28119	2.42242	2.59695	1.50182	0.13891	0.00344
0.4732	2.27675	2.4175	2.59136	1.49961	0.1387	0.00344
0.4704	2.27234	2.4126	2.58578	1.49741	0.13849	0.00343
0.4676	2.26796	2.40774	2.58024	1.49521	0.13828	0.00343
0.4648	2.26361	2.4029	2.57471	1.49303	0.13808	0.00342
0.462	2.25929	2.39808	2.56921	1.49085	0.13787	0.00342
0.4592	2.25499	2.3933	2.56374	1.48867	0.13767	0.00341
0.4564	2.25073	2.38853	2.55828	1.48651	0.13747	0.00341
0.4536	2.24649	2.3838	2.55285	1.48437	0.13727	0.0034
0.4508	2.24229	2.37908	2.54744	1.48225	0.13707	0.00339
0.448	2.23807	2.3744	2.54205	1.48015	0.13687	0.00339
0.4452	2.23385	2.36973	2.53675	1.47805	0.13667	0.00338
0.4424	2.22965	2.36509	2.53149	1.47596	0.13647	0.00338
0.4396	2.22547	2.36047	2.52625	1.47388	0.13628	0.00337
0.4368	2.22132	2.35588	2.52103	1.47181	0.13608	0.00337
0.434	2.21719	2.3513	2.51585	1.46974	0.13589	0.00336
0.4312	2.21307	2.34675	2.51069	1.46769	0.13569	0.00336
0.4284	2.20898	2.34222	2.50555	1.46564	0.1355	0.00335
0.4256	2.20492	2.33772	2.50044	1.4636	0.13531	0.00335
0.4228	2.20087	2.33323	2.49535	1.46157	0.13512	0.00334
0.42	2.19684	2.32876	2.49029	1.45955	0.13492	0.00334
0.4172	2.19284	2.32432	2.48525	1.45753	0.13474	0.00333
0.4144	2.18885	2.31989	2.48023	1.45552	0.13455	0.00333
0.4116	2.18489	2.31549	2.47524	1.45352	0.13436	0.00332
0.4088	2.18095	2.3111	2.47027	1.45153	0.13417	0.00332
0.406	2.17702	2.30674	2.46532	1.44954	0.13398	0.00331
0.4032	2.17312	2.30239	2.4604	1.44756	0.1338	0.00331
0.4004	2.16924	2.29806	2.45549	1.44559	0.13361	0.0033
0.3976	2.16537	2.29375	2.45061	1.44362	0.13343	0.0033
0.3948	2.16153	2.28946	2.44575	1.44167	0.13324	0.00329
0.392	2.1577	2.2852	2.44091	1.43971	0.13306	0.00329
0.3892	2.15389	2.28095	2.43609	1.43777	0.13288	0.00328
0.3864	2.15011	2.27673	2.43129	1.43583	0.1327	0.00328
0.3836	2.14634	2.27253	2.42652	1.4339	0.13251	0.00327
0.3808	2.14258	2.26834	2.42176	1.43197	0.13233	0.00327
0.378	2.13885	2.26417	2.41702	1.43005	0.13215	0.00326
0.3752	2.13514	2.26002	2.41229	1.42814	0.13197	0.00326
0.3724	2.13144	2.25588	2.40759	1.42623	0.1318	0.00325
0.3696	2.12776	2.25176	2.40291	1.42432	0.13162	0.00324
0.3668	2.1241	2.24766	2.39824	1.42243	0.13144	0.00324
0.364	2.12045	2.24357	2.39359	1.42054	0.13126	0.00323
0.3612	2.11682	2.2395	2.38896	1.41865	0.13109	0.00323
0.3584	2.1132	2.23545	2.38435	1.41677	0.13091	0.00322
0.3556	2.1096	2.23141	2.37975	1.41489	0.13073	0.00322
0.3528	2.10601	2.22738	2.37517	1.41302	0.13055	0.00321
0.35	2.10244	2.22337	2.37053	1.41116	0.13035	0.00321
0.3472	2.09888	2.21938	2.3658	1.40929	0.13016	0.0032
0.3444	2.09534	2.21539	2.36106	1.40744	0.12996	0.00319
0.3416	2.09181	2.21142	2.35632	1.40559	0.12976	0.00319
0.3388	2.08829	2.20745	2.35159	1.40374	0.12957	0.00318
0.336	2.08479	2.20349	2.34684	1.40185	0.12937	0.00317
0.3332	2.0813	2.19954	2.3421	1.39979	0.12917	0.00317
0.3304	2.07781	2.1956	2.33735	1.39772	0.12896	0.00316
0.3276	2.07434	2.19167	2.3326	1.39564	0.12876	0.00315
0.3248	2.07088	2.18776	2.32784	1.39355	0.12856	0.00314
0.322	2.06743	2.18385	2.32308	1.39144	0.12835	0.00313
0.3192	2.064	2.17995	2.31831	1.38932	0.12814	0.00313
0.3164	2.06056	2.17606	2.31353	1.38719	0.12793	0.00312
0.3136	2.05714	2.17217	2.30874	1.38504	0.12772	0.00311
0.3108	2.05373	2.16829	2.30395	1.38288	0.12751	0.0031
0.308	2.05032	2.16438	2.29914	1.38071	0.1273	0.00308
0.3052	2.04692	2.16046	2.29433	1.37852	0.12708	0.00307
0.3024	2.04353	2.15653	2.2895	1.37631	0.12687	0.00306
0.2996	2.04013	2.15261	2.28466	1.37409	0.12665	0.00304
0.2968	2.03674	2.14867	2.27981	1.37185	0.12643	0.00303
0.294	2.03334	2.14473	2.27449	1.36959	0.12621	0.00301
0.2912	2.02995	2.14078	2.2686	1.36732	0.12598	0.00299
0.2884	2.02656	2.13682	2.26255	1.36502	0.12576	0.00297
0.2856	2.02316	2.13279	2.25636	1.36271	0.12553	0.00295
0.2828	2.01975	2.12873	2.25001	1.36038	0.1253	0.00292
0.28	2.01633	2.12464	2.2435	1.35803	0.12498	0.0029
0.2772	2.0129	2.1205	2.23682	1.35566	0.12459	0.00287
0.2744	2.00946	2.11633	2.22997	1.35327	0.12419	0.00284
0.2716	2.006	2.11212	2.22294	1.35086	0.12377	0.00281
0.2688	2.00253	2.10785	2.21573	1.34827	0.12333	0.00277
0.266	1.99902	2.10354	2.20832	1.34439	0.12287	0.00273
0.2632	1.99548	2.09909	2.20072	1.34034	0.1224	0.00268
0.2604	1.99191	2.09449	2.19285	1.3361	0.1219	0.00263
0.2576	1.98831	2.08977	2.18299	1.33168	0.12138	0.00258
0.2548	1.98467	2.08493	2.17252	1.32706	0.12085	0.00251
0.252	1.98095	2.07996	2.16141	1.32224	0.12029	0.00244
0.2492	1.97718	2.07484	2.14963	1.31721	0.11971	0.00237
0.2464	1.97333	2.06949	2.13716	1.31198	0.1191	0.00228
0.2436	1.96941	2.06395	2.12396	1.30653	0.11848	0.00219
0.2408	1.9654	2.05819	2.11001	1.30085	0.11766	0.00208
0.238	1.96129	2.05221	2.09526	1.29495	0.11665	0.00196
0.2352	1.95706	2.04598	2.07868	1.28882	0.11556	0.00184
0.2324	1.95272	2.03941	2.05972	1.28245	0.11438	0.0017
0.2296	1.94825	2.0324	2.03917	1.27584	0.11312	0.00154
0.2268	1.94359	2.02498	2.01692	1.26613	0.11176	0.00136
0.224	1.93874	2.01713	1.9929	1.25539	0.11031	0.00116
0.2212	1.9337	2.00882	1.96699	1.24378	0.10875	9.44E-04
0.2184	1.92843	2.00001	1.93912	1.23128	0.1071	6.98E-04
0.2156	1.92294	1.9904	1.90686	1.21784	0.10526	4.28E-04
0.2128	1.9171	1.98004	1.87139	1.20342	0.10297	1.23E-04
0.21	1.91093	1.9689	1.83255	1.188	0.10045	-2.12E-04
0.2072	1.90442	1.95693	1.79015	1.17153	0.09769	-5.88E-04
0.2044	1.89754	1.94407	1.74396	1.15398	0.09469	-0.00101
0.2016	1.89022	1.92992	1.69378	1.13263	0.09141	-0.00147
0.1988	1.88231	1.9145	1.63785	1.1081	0.08786	-0.00199
0.196	1.87385	1.89775	1.57415	1.08119	0.08382	-0.00257
0.1932	1.86478	1.8796	1.50392	1.05178	0.07919	-0.00322
0.1904	1.85507	1.85994	1.42673	1.01973	0.07408	-0.00394
0.1876	1.84454	1.83804	1.34213	0.9849	0.06845	-0.00474
0.1848	1.83298	1.8139	1.24966	0.94692	0.06227	-0.00563
0.182	1.82036	1.78747	1.14633	0.90179	0.05539	-0.00663
0.1792	1.80656	1.75857	1.03016	0.85181	0.04754	-0.00774
0.1764	1.79146	1.72682	0.90212	0.79663	0.03884	-0.00898
0.1736	1.77501	1.69146	0.76141	0.73594	0.02921	-0.01036
0.1708	1.75708	1.65258	0.60723	0.6694	0.01861	-0.0119
0.168	1.73753	1.60993	0.43756	0.59668	0.00688	-0.01361
0.1652	1.71622	1.56324	0.24674	0.51515	-0.00638	-0.01553
0.1624	1.69301	1.51117	0.0366	0.42209	-0.02115	-0.01766
0.1596	1.66717	1.45342	-0.19419	0.31921	-0.0376	-0.02004
0.1568	1.63867	1.38981	-0.44808	0.20587	-0.05593	-0.02269
0.154	1.60722	1.31993	-0.72632	0.07961	-0.07636	-0.02565
0.1512	1.57251	1.24295	-1.03029	-0.06177	-0.09911	-0.02894
0.1484	1.53418	1.15689	-1.36233	-0.2182	-0.12449	-0.03262
0.1456	1.49169	1.06199	-1.72496	-0.39284	-0.15275	-0.03672
0.1428	1.44469	0.95759	-2.11952	-0.5866	-0.18425	-0.04129
0.14	1.39274	0.84305	-2.54772	-0.80165	-0.21937	-0.04638
0.1372	1.33536	0.7159	-3.0102	-1.04083	-0.25847	-0.05206
0.1344	1.27178	0.57521	-3.50908	-1.30579	-0.30212	-0.05841
0.1316	1.20107	0.42056	-4.04596	-1.60022	-0.35067	-0.06547
0.1288	1.12274	0.251	-4.6173	-1.92641	-0.4049	-0.07334
0.126	1.03603	0.06515	-5.22383	-2.28739	-0.46525	-0.08212
0.1232	0.94014	-0.14062	-5.86679	-2.68718	-0.53254	-0.09193
0.1204	0.8336	-0.36672	-6.54199	-3.12843	-0.60759	-0.10286
0.1176	0.71529	-0.6149	-7.24006	-3.61468	-0.69123	-0.11503
0.1148	0.58425	-0.88698	-7.95948	-4.14937	-0.78438	-0.12861
0.112	0.43925	-1.18312	-8.69429	-4.73595	-0.88811	-0.14377
0.1092	0.27899	-1.50437	-9.43252	-5.37798	-1.00393	-0.16067
0.1064	0.10067	-1.85274	-10.16651	-6.07912	-1.13297	-0.17947
0.1036	-0.09709	-2.22962	-10.88562	-6.83045	-1.2766	-0.20046
0.1008	-0.31629	-2.63581	-11.57978	-7.63205	-1.43633	-0.22389
0.098	-0.55919	-3.07214	-12.23709	-8.48518	-1.61442	-0.25
0.0952	-0.82794	-3.53998	-12.84395	-9.36723	-1.81299	-0.27911
0.0924	-1.12358	-4.04036	-13.39183	-10.22562	-2.03389	-0.31159
0.0896	-1.44907	-4.57206	-13.88185	-11.05406	-2.27933	-0.34781
0.0868	-1.80681	-5.13317	-14.3001	-11.82142	-2.55174	-0.38819
0.084	-2.19928	-5.72452	-14.63867	-12.3374	-2.85491	-0.4332
0.0812	-2.6299	-6.34536	-14.91426	-12.56583	-3.19119	-0.48342
0.0784	-3.10289	-6.99236	-15.12015	-12.47912	-3.56369	-0.53943
0.0756	-3.62106	-7.66028	-15.25952	-12.12648	-3.9757	-0.60187
0.0728	-4.1882	-8.34768	-15.33733	-11.4461	-4.42685	-0.67146
0.07	-4.80833	-9.05083	-15.36041	-10.87453	-4.91569	-0.74912
0.0672	-5.48187	-9.7649	-15.33757	-10.5174	-5.4466	-0.83573
0.0644	-6.21119	-10.48375	-15.27537	-10.07846	-6.01032	-0.93228
0.0616	-7.00021	-11.20224	-15.17034	-9.64598	-6.53036	-1.03988
0.0588	-7.85155	-11.91406	-15.03504	-9.22805	-6.84714	-1.15997
0.056	-8.76768	-12.61425	-14.87734	-8.87382	-6.58466	-1.29388
0.0532	-9.74482	-13.30161	-14.69606	-8.55642	-5.77463	-1.44317
0.0504	-10.78509	-13.96767	-14.4969	-8.27031	-5.23848	-1.60955
0.0476	-11.88821	-14.60636	-14.28274	-8.00768	-4.82999	-1.79522
0.0448	-13.05282	-15.21448	-14.05919	-7.76835	-4.51912	-2.00226
0.042	-14.27532	-15.79963	-13.83256	-7.55039	-4.27106	-2.23306
0.0392	-15.54313	-16.3537	-13.60465	-7.35173	-4.07284	-2.49028
0.0364	-16.85291	-16.87492	-13.3785	-7.1638	-3.90399	-2.77731
0.0336	-18.19546	-17.36351	-13.15612	-6.98476	-3.75746	-3.09731
0.0308	-19.55965	-17.83029	-12.93967	-6.81194	-3.62854	-3.45398
0.028	-20.93244	-18.27568	-12.7305	-6.65385	-3.51491	-3.85143
0.0252	-22.29869	-18.70608	-12.53146	-6.50522	-3.41414	-4.29456
0.0224	-23.64058	-19.12832	-12.34375	-6.36548	-3.32276	-4.78822
0.0196	-24.93794	-19.53226	-12.16831	-6.23534	-3.23788	-5.33794
0.0168	-26.16798	-19.92949	-12.00656	-6.11378	-3.15986	-5.94676
0.014	-27.32622	-20.32432	-11.86021	-6.00042	-3.08792	-6.60952
0.0112	-28.39716	-20.7211	-11.73026	-5.89505	-3.02116	-7.12656
0.0084	-29.3546	-21.12462	-11.61796	-5.79719	-2.95949	-5.40903
0.0056	-30.17829	-21.54031	-11.52414	-5.70661	-2.90218	-4.78181
0.0028	-30.84749	-21.97368	-11.45019	-5.6233	-2.84907	-4.39099
0	-31.39094	-22.43058	-11.3974	-5.54699	-2.79966	-4.09741
-0.0028	-31.7874	-22.90019	-11.36671	-5.47762	-2.75375	-3.86597
-0.0056	-32.03202	-23.39048	-11.35931	-5.41518	-2.71105	-3.67985
-0.0084	-32.12668	-23.90325	-11.37658	-5.35966	-2.67132	-3.52434
-0.0112	-32.07651	-24.43956	-11.41986	-5.31126	-2.63437	-3.39093
-0.014	-31.88412	-24.98007	-11.4906	-5.27028	-2.60006	-3.27589
-0.0168	-31.56678	-25.52439	-11.59039	-5.23696	-2.56827	-3.17481
-0.0196	-31.14327	-26.06703	-11.72091	-5.21147	-2.53897	-3.08456
-0.0224	-30.63788	-26.59973	-11.88426	-5.1941	-2.51213	-3.00277
-0.0252	-30.05167	-27.11009	-12.08238	-5.18522	-2.48777	-2.92863
-0.028	-29.36251	-27.58673	-12.31752	-5.1854	-2.46594	-2.85988
-0.0308	-28.61174	-28.0168	-12.59215	-5.19519	-2.44663	-2.7971
-0.0336	-27.8154	-28.3856	-12.90896	-5.21516	-2.42966	-2.73848
-0.0364	-26.9902	-28.69004	-13.2709	-5.24609	-2.41523	-2.68458
-0.0392	-26.1232	-28.91706	-13.6757	-5.28876	-2.40344	-2.63445
-0.042	-25.22031	-29.05039	-14.11569	-5.34403	-2.39438	-2.58793
-0.0448	-24.30224	-29.0757	-14.59778	-5.4129	-2.38815	-2.54475
-0.0476	-23.37886	-29.00444	-15.12182	-5.49643	-2.38492	-2.50457
-0.0504	-22.45999	-28.83534	-15.68733	-5.59576	-2.38486	-2.46726
-0.0532	-21.56783	-28.5567	-16.2934	-5.71215	-2.38815	-2.43257
-0.056	-20.71055	-28.16537	-16.93867	-5.84695	-2.39508	-2.40031
-0.0588	-19.89996	-27.67831	-17.60747	-6.00165	-2.40593	-2.37034
-0.0616	-19.149	-27.11379	-18.29564	-6.17806	-2.42096	-2.34253
-0.0644	-18.45994	-26.48067	-19.00454	-6.37783	-2.44049	-2.31679
-0.0672	-17.76481	-25.7998	-19.72927	-6.60287	-2.46493	-2.29313
-0.07	-17.09732	-25.06479	-20.46446	-6.85518	-2.4949	-2.27155
-0.0728	-16.45009	-24.2639	-21.20422	-7.13696	-2.53076	-2.25205
-0.0756	-15.81356	-23.41994	-21.9422	-7.44958	-2.57302	-2.23469
-0.0784	-15.2005	-22.53869	-22.60265	-7.79336	-2.62224	-2.21948
-0.0812	-14.64382	-21.63179	-23.2048	-8.17121	-2.67954	-2.20627
-0.084	-14.1199	-20.7162	-23.73546	-8.58492	-2.74558	-2.19525
-0.0868	-13.62926	-19.79784	-24.17682	-9.03626	-2.82125	-2.18652
-0.0896	-13.17162	-18.88753	-24.50982	-9.52697	-2.90757	-2.18018
-0.0924	-12.74037	-17.99743	-24.71413	-10.05531	-3.00521	-2.17633
-0.0952	-12.33881	-17.14097	-24.86559	-10.61983	-3.1149	-2.17513
-0.098	-11.96655	-16.33014	-24.91454	-11.22236	-3.23784	-2.17673
-0.1008	-11.62317	-15.57821	-24.84328	-11.86237	-3.37503	-2.18132
-0.1036	-11.29656	-14.87104	-24.64265	-12.53889	-3.5278	-2.18914
-0.1064	-10.98772	-14.15666	-24.3036	-13.25049	-3.69872	-2.20049
-0.1092	-10.69604	-13.47054	-23.81716	-13.98434	-3.88893	-2.21561
-0.112	-10.41937	-12.81269	-23.29477	-14.73557	-4.10034	-2.2348
-0.1148	-10.15933	-12.18257	-22.70533	-15.5001	-4.33503	-2.25835
-0.1176	-9.91632	-11.57636	-22.04518	-16.26986	-4.59357	-2.28691
-0.1204	-9.68712	-10.99662	-21.32809	-17.03541	-4.87813	-2.32086
-0.1232	-9.4705	-10.44336	-20.56989	-17.78586	-5.19074	-2.36064
-0.126	-9.26576	-9.91658	-19.78497	-18.50975	-5.53332	-2.40676
-0.1288	-9.07326	-9.41628	-18.98785	-19.19285	-5.90749	-2.45993
-0.1316	-8.89113	-8.94245	-18.20235	-19.81958	-6.31471	-2.52124
-0.1344	-8.71842	-8.49511	-17.45074	-20.37267	-6.75689	-2.59131
-0.1372	-8.55419	-8.07425	-16.75713	-20.83301	-7.23567	-2.67109
-0.14	-8.40217	-8.51503	-16.04861	-21.18598	-7.75223	-2.76159
-0.1428	-8.25963	-8.23994	-15.26683	-21.47384	-8.30483	-2.86322
-0.1456	-8.12618	-7.98228	-14.4792	-21.6539	-8.89486	-2.97706
-0.1484	-8.0014	-7.74171	-13.68728	-21.71688	-9.52206	-3.10419
-0.1512	-7.88491	-7.5156	-12.92356	-21.6544	-10.18567	-3.24564
-0.154	-7.77628	-7.30476	-12.22675	-21.45909	-10.88081	-3.40298
-0.1568	-7.67513	-7.1092	-11.56032	-21.14805	-11.60438	-3.57859
-0.1596	-7.58103	-6.93164	-10.92428	-20.77567	-12.35255	-3.77369
-0.1624	-7.48862	-6.77369	-10.32858	-20.30969	-13.11979	-3.99021
-0.1652	-7.39352	-6.63352	-9.79886	-19.75833	-13.89865	-4.23025
-0.168	-7.29962	-6.51114	-9.31555	-19.13167	-14.67975	-4.49425
-0.1708	-7.20595	-6.38847	-8.87865	-18.44155	-15.45348	-4.7845
-0.1736	-7.11158	-6.27441	-8.46994	-17.71858	-16.20805	-5.10305
-0.1764	-7.01556	-6.16974	-8.08252	-16.98057	-16.93056	-5.45182
-0.1792	-6.91694	-6.07237	-7.72671	-16.22258	-17.61589	-5.83246
-0.182	-6.81478	-5.97893	-7.40251	-15.45508	-18.24642	-6.24622
-0.1848	-6.72644	-5.89204	-7.10154	-14.68859	-18.80735	-6.69509
-0.1876	-6.64627	-5.81169	-6.82694	-13.92326	-19.28275	-7.18065
-0.1904	-6.56951	-5.73469	-6.57974	-13.16697	-19.67373	-7.70445
-0.1932	-6.49622	-5.66173	-6.35757	-12.43278	-19.97158	-8.26424
-0.196	-6.42646	-5.59345	-6.14612	-11.72966	-20.16379	-8.8611
-0.1988	-6.36028	-5.52973	-5.95451	-11.05621	-20.24333	-9.49482
-0.2016	-6.29775	-5.46983	-5.78272	-10.39144	-20.21152	-10.16449
-0.2044	-6.23847	-5.41395	-5.63064	-9.75693	-20.07746	-10.86677
-0.2072	-6.17465	-5.36194	-5.49809	-9.15689	-19.834	-11.59579
-0.21	-6.11248	-5.31366	-5.38513	-8.59553	-19.48306	-12.3485
-0.2128	-6.05195	-5.26898	-5.29169	-8.06562	-19.02852	-13.11906
-0.2156	-5.99306	-5.22774	-5.19732	-7.57464	-18.49962	-13.90045
-0.2184	-5.93582	-5.18921	-5.09753	-7.12593	-17.8981	-14.68297
-0.2212	-5.88023	-5.14089	-4.99249	-6.72225	-17.23848	-15.45677
-0.224	-5.82628	-5.09273	-4.87867	-6.34747	-16.5376	-16.21003
-0.2268	-5.774	-5.04476	-4.78852	-5.99226	-15.79773	-16.92912
-0.2296	-5.72342	-4.99696	-4.70684	-5.66497	-15.03134	-17.60403
-0.2324	-5.6745	-4.94933	-4.63484	-5.36408	-14.26051	-18.22724
-0.2352	-5.62724	-4.90188	-4.56893	-5.08762	-13.50332	-18.78054
-0.238	-5.58164	-4.85461	-4.49929	-4.832	-12.76313	-19.24897
-0.2408	-5.5377	-4.81543	-4.43281	-4.59654	-12.01258	-19.61667
-0.2436	-5.49543	-4.77948	-4.36948	-4.37941	-11.28041	-19.89808
-0.2464	-5.45481	-4.74592	-4.31316	-4.18005	-10.57238	-20.0751
-0.2492	-5.41336	-4.71474	-4.26463	-4.00048	-9.89347	-20.14162
-0.252	-5.37152	-4.68595	-4.22209	-3.83755	-9.21756	-20.09428
-0.2548	-5.33043	-4.65954	-4.18556	-3.69016	-8.56227	-19.93662
-0.2576	-5.29009	-4.63265	-4.14712	-3.55649	-7.9309	-19.67762
-0.2604	-5.25051	-4.60324	-4.11038	-3.43393	-7.32589	-19.32288
-0.2632	-5.21168	-4.57436	-4.07592	-3.32186	-6.7626	-18.88523
-0.266	-5.17361	-4.546	-4.04345	-3.21883	-6.24186	-18.38203
-0.2688	-5.13629	-4.51816	-4.01179	-3.12469	-5.75638	-17.79171
-0.2716	-5.09972	-4.49085	-3.98172	-3.03988	-5.30616	-17.14444
-0.2744	-5.0639	-4.46405	-3.95325	-2.96234	-4.89668	-16.45593
-0.2772	-5.02884	-4.43769	-3.92546	-2.89112	-4.54439	-15.74381
-0.28	-4.99453	-4.41182	-3.89771	-2.82613	-4.2367	-15.00963
-0.2828	-4.96097	-4.38645	-3.87069	-2.76724	-3.97363	-14.24856
-0.2856	-4.92817	-4.36158	-3.84439	-2.71324	-3.74647	-13.48004
-0.2884	-4.89612	-4.3372	-3.81883	-2.66341	-3.53844	-12.71071
-0.2912	-4.86459	-4.31332	-3.794	-2.61724	-3.3628	-11.94548
-0.294	-4.8331	-4.28958	-3.76989	-2.57418	-3.18216	-11.19491
-0.2968	-4.80224	-4.26591	-3.7466	-2.53356	-2.99392	-10.46359
-0.2996	-4.77203	-4.24256	-3.72499	-2.49481	-2.81099	-9.75708
-0.3024	-4.74246	-4.21951	-3.70435	-2.45945	-2.6629	-9.0804
-0.3052	-4.71352	-4.19678	-3.68468	-2.42826	-2.53549	-8.4392
-0.308	-4.68523	-4.17437	-3.66598	-2.40113	-2.41479	-7.83866
-0.3108	-4.65758	-4.15226	-3.64825	-2.37876	-2.3026	-7.28215
-0.3136	-4.63057	-4.13047	-3.6315	-2.35756	-2.20084	-6.77322
-0.3164	-4.6042	-4.109	-3.61571	-2.3368	-2.10968	-6.31399
-0.3192	-4.57847	-4.08784	-3.59881	-2.3166	-2.02755	-5.87568
-0.322	-4.55338	-4.06699	-3.58124	-2.29603	-1.94944	-5.46719
-0.3248	-4.52894	-4.04645	-3.56387	-2.27805	-1.8777	-5.08212
-0.3276	-4.50392	-4.02623	-3.54671	-2.26186	-1.81273	-4.7126
-0.3304	-4.47876	-4.00623	-3.52976	-2.24683	-1.75683	-4.37083
-0.3332	-4.45397	-3.98647	-3.51301	-2.23286	-1.70869	-4.06692
-0.336	-4.42955	-3.96701	-3.49647	-2.2192	-1.66785	-3.78796
-0.3388	-4.40551	-3.94784	-3.48013	-2.20588	-1.62749	-3.53243
-0.3416	-4.38185	-3.92896	-3.46401	-2.19271	-1.59126	-3.30265
-0.3444	-4.35855	-3.91038	-3.44809	-2.17952	-1.55917	-3.10098
-0.3472	-4.33564	-3.89209	-3.43237	-2.16765	-1.52906	-2.92458
-0.35	-4.31309	-3.87409	-3.41686	-2.15642	-1.50198	-2.77308
-0.3528	-4.29092	-3.85638	-3.40156	-2.14583	-1.47795	-2.63742
-0.3556	-4.26912	-3.83896	-3.38647	-2.13591	-1.4555	-2.50667
-0.3584	-4.2477	-3.82184	-3.37158	-2.12666	-1.43509	-2.38415
-0.3612	-4.22658	-3.80501	-3.35744	-2.11811	-1.41688	-2.26669
-0.364	-4.20528	-3.78847	-3.34367	-2.11026	-1.40065	-2.15767
-0.3668	-4.18427	-3.77153	-3.3302	-2.10276	-1.38632	-2.06357
-0.3696	-4.16354	-3.75457	-3.31701	-2.09339	-1.37387	-1.97782
-0.3724	-4.14309	-3.73778	-3.30411	-2.08408	-1.36323	-1.89958
-0.3752	-4.12293	-3.72115	-3.2915	-2.07482	-1.35434	-1.8299
-0.378	-4.10305	-3.70468	-3.27917	-2.06561	-1.34714	-1.76807
-0.3808	-4.08346	-3.68838	-3.26713	-2.05645	-1.33804	-1.71331
-0.3836	-4.06415	-3.67224	-3.25539	-2.04734	-1.32664	-1.66485
-0.3864	-4.04512	-3.65626	-3.24392	-2.03828	-1.31516	-1.6201
-0.3892	-4.02638	-3.64044	-3.23275	-2.02928	-1.30359	-1.57918
-0.392	-4.00792	-3.62479	-3.22186	-2.02032	-1.29194	-1.54123
-0.3948	-3.98974	-3.6093	-3.2099	-2.012	-1.2802	-1.50672
-0.3976	-3.97161	-3.59397	-3.19796	-2.00458	-1.27009	-1.47614
-0.4004	-3.9535	-3.57881	-3.18608	-1.99747	-1.26367	-1.44832
-0.4032	-3.93561	-3.5638	-3.17427	-1.99065	-1.25856	-1.42288
-0.406	-3.91794	-3.54896	-3.16252	-1.98414	-1.25475	-1.4
-0.4088	-3.90048	-3.53429	-3.15084	-1.97792	-1.25223	-1.37923
-0.4116	-3.88323	-3.51977	-3.13923	-1.972	-1.2497	-1.36023
-0.4144	-3.86621	-3.50542	-3.12769	-1.96638	-1.24551	-1.34283
-0.4172	-3.84939	-3.49123	-3.11621	-1.96107	-1.24135	-1.32715
-0.42	-3.8328	-3.47721	-3.1048	-1.95605	-1.23722	-1.31281
-0.4228	-3.81642	-3.46334	-3.09345	-1.95033	-1.23313	-1.29959
-0.4256	-3.80026	-3.44964	-3.08217	-1.94441	-1.22922	-1.28736
-0.4284	-3.78431	-3.43611	-3.07096	-1.93856	-1.22566	-1.27598
-0.4312	-3.76858	-3.42273	-3.05982	-1.93276	-1.22227	-1.26527
-0.434	-3.7529	-3.40952	-3.04874	-1.92701	-1.21905	-1.25508
-0.4368	-3.7374	-3.39647	-3.03773	-1.92132	-1.216	-1.24526
-0.4396	-3.72207	-3.38324	-3.02679	-1.91569	-1.213	-1.23567
-0.4424	-3.70692	-3.37016	-3.01591	-1.91011	-1.2099	-1.22619
-0.4452	-3.69194	-3.35721	-3.0051	-1.90459	-1.20686	-1.21763
-0.448	-3.67712	-3.3444	-2.99436	-1.89912	-1.20388	-1.21133
-0.4508	-3.66247	-3.33172	-2.98368	-1.89367	-1.20095	-1.20603
-0.4536	-3.64798	-3.31919	-2.97307	-1.88827	-1.19808	-1.20175
-0.4564	-3.63365	-3.30679	-2.96253	-1.88292	-1.19526	-1.19853
-0.4592	-3.61948	-3.29453	-2.95212	-1.87761	-1.1925	-1.19641
-0.462	-3.60546	-3.2824	-2.9421	-1.87236	-1.18979	-1.19541
-0.4648	-3.59159	-3.27042	-2.93218	-1.86715	-1.18714	-1.19512
-0.4676	-3.57786	-3.25857	-2.92235	-1.86199	-1.18459	-1.19092
-0.4704	-3.56428	-3.24686	-2.91263	-1.85688	-1.18218	-1.18653
-0.4732	-3.55085	-3.23528	-2.903	-1.85182	-1.17984	-1.18196
-0.476	-3.53755	-3.22385	-2.89347	-1.84678	-1.17757	-1.17719
-0.4788	-3.52439	-3.21255	-2.88403	-1.84175	-1.17539	-1.17223
-0.4816	-3.51137	-3.20139	-2.8747	-1.83676	-1.17327	-1.16708
-0.4844	-3.49847	-3.19037	-2.86546	-1.83181	-1.17124	-1.16175
-0.4872	-3.48571	-3.17948	-2.85632	-1.82689	-1.16928	-1.15803
-0.49	-3.47307	-3.16873	-2.84727	-1.82202	-1.1674	-1.155
-0.4928	-3.46055	-3.15812	-2.83833	-1.81718	-1.16559	-1.15233
-0.4956	-3.44815	-3.14765	-2.82948	-1.81237	-1.16371	-1.15
-0.4984	-3.43587	-3.13732	-2.82073	-1.80761	-1.16168	-1.14804
-0.5012	-3.4237	-3.12712	-2.81208	-1.80288	-1.15965	-1.14642
-0.504	-3.41166	-3.11662	-2.80353	-1.79819	-1.15764	-1.1448
-0.5068	-3.39972	-3.10612	-2.79507	-1.79354	-1.15563	-1.14256
