Funcionalizado APTES 10mM	Funcionalizado APTES 10mM
mV	uA
Segndos 45	Segndos 45
-599.8159	-1.345535
-599.5577	-1.335559
-599.0602	-1.32287
-598.314	-1.309425
-597.2982	-1.294025
-596.3024	-1.287209
-595.2986	-1.281392
-594.3151	-1.274158
-593.3266	-1.267523
-592.3229	-1.260901
-591.3221	-1.255238
-590.3063	-1.250013
-589.3069	-1.244452
-588.3254	-1.239246
-587.3306	-1.233222
-586.3075	-1.228371
-585.3005	-1.223288
-584.2948	-1.218628
-583.2991	-1.212792
-582.3136	-1.207159
-581.3301	-1.201804
-580.3379	-1.196589
-579.3252	-1.192495
-578.3311	-1.187683
-577.3306	-1.183879
-576.3109	-1.178674
-575.3195	-1.174043
-574.3163	-1.169963
-573.2871	-1.164992
-572.299	-1.161396
-571.3073	-1.157538
-570.2964	-1.153106
-569.3262	-1.148988
-568.3121	-1.144294
-567.2935	-1.139497
-566.299	-1.134847
-565.2839	-1.129915
-564.3047	-1.126171
-563.3234	-1.121989
-562.3386	-1.117911
-561.3586	-1.114478
-560.348	-1.108951
-559.3353	-1.105265
-558.3321	-1.100976
-557.3129	-1.095722
-556.3135	-1.092037
-555.3048	-1.087043
-554.2977	-1.082172
-553.3129	-1.078303
-552.3107	-1.073897
-551.3224	-1.069483
-550.3456	-1.06598
-549.3265	-1.061612
-548.3293	-1.057765
-547.3208	-1.053858
-546.2875	-1.049072
-545.2903	-1.044921
-544.2887	-1.040157
-543.2892	-1.035587
-542.2959	-1.031169
-541.2913	-1.026389
-540.2968	-1.022627
-539.3119	-1.018355
-538.3214	-1.013725
-537.3602	-1.010304
-536.3569	-1.005681
-535.3459	-1.001532
-534.3713	-0.9979755
-533.3483	-0.9935652
-532.3566	-0.989159
-531.3635	-0.9852465
-530.3387	-0.9817024
-529.348	-0.9773964
-528.3278	-0.9728171
-527.3281	-0.9686987
-526.3505	-0.9637466
-525.3347	-0.9591624
-524.3539	-0.9568313
-523.3486	-0.9528766
-522.3143	-0.9494952
-521.3251	-0.9465209
-520.3314	-0.9420184
-519.3433	-0.9379559
-518.3458	-0.9337347
-517.3251	-0.9292946
-516.2841	-0.925344
-515.2491	-0.9210382
-514.2583	-0.9180394
-513.27	-0.914925
-512.2776	-0.9113193
-511.2905	-0.9083441
-510.2985	-0.9039173
-509.2817	-0.8996878
-508.3008	-0.895992
-507.3044	-0.891942
-506.2803	-0.8879799
-505.2918	-0.8849562
-504.2936	-0.8810312
-503.2997	-0.8778051
-502.3155	-0.8748599
-501.3113	-0.8714011
-500.2947	-0.8683957
-499.2839	-0.8650619
-498.2865	-0.8614724
-497.3137	-0.8584149
-496.3191	-0.854874
-495.3339	-0.851635
-494.3332	-0.8483193
-493.316	-0.8443697
-492.332	-0.8411621
-491.3334	-0.8381065
-490.3226	-0.8347992
-489.3201	-0.8313586
-488.3341	-0.8281578
-487.3308	-0.8243348
-486.3411	-0.8214477
-485.3596	-0.818227
-484.3679	-0.8151262
-483.3762	-0.8124725
-482.3766	-0.8095065
-481.3689	-0.8066514
-480.3528	-0.8037664
-479.3524	-0.8007594
-478.3786	-0.7976219
-477.3807	-0.7944115
-476.3822	-0.7917687
-475.396	-0.7887646
-474.3683	-0.785239
-473.3748	-0.7825879
-472.3776	-0.7779616
-471.3682	-0.7739628
-470.3637	-0.7712437
-469.3569	-0.7677563
-468.354	-0.7655391
-467.3367	-0.7629795
-466.3356	-0.7600205
-465.3155	-0.7574819
-464.2751	-0.754717
-463.277	-0.7525604
-462.2933	-0.7505489
-461.3071	-0.7481151
-460.336	-0.7463325
-459.3417	-0.743198
-458.3221	-0.7399418
-457.3346	-0.7368007
-456.3365	-0.7327
-455.3519	-0.7300859
-454.3645	-0.7276028
-453.353	-0.724823
-452.3547	-0.7228823
-451.3397	-0.7198249
-450.3285	-0.716854
-449.3406	-0.71406
-448.3419	-0.7104453
-447.3408	-0.7078815
-446.351	-0.7048047
-445.3393	-0.7018512
-444.3454	-0.6990632
-443.3467	-0.6951231
-442.3399	-0.6914868
-441.3243	-0.6879894
-440.3239	-0.6838011
-439.3181	-0.6808409
-438.3237	-0.6767218
-437.3183	-0.6723185
-436.312	-0.6691092
-435.3225	-0.664612
-434.3297	-0.6611392
-433.3469	-0.6577496
-432.34	-0.6530577
-431.3405	-0.6495767
-430.3315	-0.6462935
-429.3326	-0.6414574
-428.3407	-0.6387797
-427.3285	-0.635634
-426.322	-0.6315311
-425.3337	-0.6301205
-424.3362	-0.6273713
-423.3257	-0.6230296
-422.3471	-0.618083
-421.3432	-0.6118052
-420.3404	-0.6049252
-419.3391	-0.5991578
-418.3304	-0.5935758
-417.3295	-0.5883237
-416.3034	-0.5828976
-415.3085	-0.5770233
-414.2939	-0.5717978
-413.2621	-0.5642572
-412.273	-0.5584537
-411.2784	-0.5522359
-410.265	-0.5455201
-409.295	-0.5411478
-408.3017	-0.5344889
-407.3088	-0.5272992
-406.3307	-0.5199858
-405.3256	-0.5119907
-404.336	-0.5055464
-403.3307	-0.5006763
-402.3488	-0.4949079
-401.3529	-0.48758
-400.3286	-0.4792225
-399.3445	-0.4701347
-398.3351	-0.462191
-397.3242	-0.4545099
-396.3536	-0.4477991
-395.3505	-0.4402321
-394.3292	-0.4307614
-393.3352	-0.4226947
-392.3291	-0.4126406
-391.3274	-0.402681
-390.3513	-0.3942056
-389.3368	-0.3828348
-388.3328	-0.3724499
-387.331	-0.360418
-386.3056	-0.3489137
-385.3183	-0.3396684
-384.3257	-0.3281873
-383.3514	-0.3196142
-382.3838	-0.3091158
-381.3811	-0.2952827
-380.3953	-0.2804614
-379.3826	-0.2628496
-378.381	-0.2487566
-377.4132	-0.2392146
-376.3973	-0.231134
-375.3875	-0.2231607
-374.3748	-0.2125193
-373.3568	-0.1990813
-372.3694	-0.1853485
-371.3838	-0.1726302
-370.386	-0.1600812
-369.3965	-0.1476518
-368.3752	-0.134195
-367.3661	-0.1217376
-366.3511	-0.106618
-365.331	-0.08931775
-364.3212	-0.07539383
-363.3206	-0.05714712
-362.3301	-0.03891186
-361.3291	-0.02296417
-360.3349	-0.004450555
-359.3279	0.01188983
-358.3445	0.02608033
-357.366	0.04197823
-356.3825	0.05770923
-355.3722	0.07502472
-354.3736	0.09425
-353.3644	0.1120557
-352.3563	0.1284795
-351.3661	0.1449932
