Funcionalizado APTES 10mM	Funcionalizado APTES 10mM	-595.1532	-1.115511	-595.0604	-1.087051	-594.9684	-1.054759	-594.8771	-1.041547	-594.7657	-1.031079	-594.6481	-1.030909	-594.5579	-1.025894	-594.4749	-1.02253	-594.4056	-1.020004	-594.2811	-1.026684	-594.1561	-1.022356	-594.0659	-1.020769	-593.9739	-1.023225	-593.8545	-1.025337	-593.7529	-1.026853	-593.6852	-1.029155	-593.5925	-1.031407	-593.4545	-1.033524	-593.3485	-1.041862	-593.2677	-1.054887	-593.1678	-1.049232	-593.0589	-1.053759	-592.9483	-1.062359	-592.9127	-1.066893	-592.7396	-1.074027	-592.6658	-1.08077	-592.5289	-1.090926	-592.468	-1.096416	-592.373	-1.107455	-592.2527	-1.123164	-592.1443	-1.123571	-592.0375	-1.131538	-591.9405	-1.143718	-591.8375	-1.154297	-591.733	-1.163925	-591.6662	-1.179945	-591.5643	-1.193461	-591.4218	-1.204739	-591.3212	-1.221226	-591.2718	-1.247583	-591.1636	-1.251686	-591.0698	-1.268416	-590.9528	-1.287785	-590.8737	-1.305748
mV	uA	-596.1326	-1.115423	-596.0551	-1.088931	-595.9704	-1.055768	-595.8621	-1.042171	-595.7643	-1.032332	-595.6494	-1.031474	-595.5482	-1.027102	-595.4737	-1.023803	-595.3843	-1.020143	-595.2949	-1.027735	-595.1667	-1.023568	-595.0662	-1.021616	-594.9692	-1.023743	-594.866	-1.026005	-594.7396	-1.028227	-594.7068	-1.030089	-594.5703	-1.031773	-594.4542	-1.034233	-594.3423	-1.042474	-594.2457	-1.056335	-594.1685	-1.049515	-594.0656	-1.055297	-593.9315	-1.063645	-593.9102	-1.067489	-593.7366	-1.074368	-593.6476	-1.081792	-593.5406	-1.090692	-593.4799	-1.096804	-593.3727	-1.108404	-593.2608	-1.124591	-593.1705	-1.12405	-593.055	-1.133073	-592.9535	-1.143954	-592.8535	-1.154956	-592.7357	-1.165053	-592.6751	-1.180623	-592.5667	-1.19425	-592.4052	-1.205612	-592.3324	-1.222996	-592.2708	-1.248324	-592.1825	-1.252274	-592.054	-1.269854	-591.9534	-1.287778	-591.8893	-1.307456
Primeros 45	Primeros 45	-597.1522	-1.116926	-597.0635	-1.088332	-596.9783	-1.057141	-596.8561	-1.043202	-596.7581	-1.033837	-596.6516	-1.032778	-596.5477	-1.02812	-596.4735	-1.025331	-596.3735	-1.020849	-596.3009	-1.028637	-596.1663	-1.024767	-596.0601	-1.022983	-595.9702	-1.025041	-595.8754	-1.02749	-595.7294	-1.029212	-595.7077	-1.030911	-595.567	-1.032368	-595.4832	-1.034678	-595.3412	-1.04375	-595.2432	-1.057567	-595.172	-1.050981	-595.0637	-1.057031	-594.9298	-1.064535	-594.8971	-1.069033	-594.7526	-1.075383	-594.6435	-1.083404	-594.5405	-1.092477	-594.487	-1.097778	-594.3807	-1.109008	-594.2518	-1.124488	-594.1801	-1.123982	-594.0698	-1.134066	-593.9513	-1.144065	-593.8671	-1.155057	-593.7189	-1.165614	-593.6647	-1.181422	-593.5681	-1.194028	-593.4294	-1.206186	-593.3452	-1.223406	-593.2917	-1.249381	-593.1828	-1.253693	-593.061	-1.270693	-592.9598	-1.289007	-592.8944	-1.308577
-599.7408	-1.119259	-598.135	-1.117159	-598.0673	-1.089247	-597.9852	-1.058717	-597.876	-1.044479	-597.7629	-1.034802	-597.6451	-1.033871	-597.5513	-1.029518	-597.4628	-1.026805	-597.366	-1.022893	-597.3063	-1.02993	-597.1741	-1.026632	-597.0714	-1.024245	-596.9686	-1.027278	-596.877	-1.028903	-596.7407	-1.030033	-596.6967	-1.030856	-596.5568	-1.033646	-596.4991	-1.036453	-596.3618	-1.044626	-596.2175	-1.057454	-596.1611	-1.051906	-596.0715	-1.057766	-595.941	-1.066064	-595.8742	-1.069668	-595.7426	-1.075984	-595.6481	-1.085111	-595.5421	-1.093177	-595.4843	-1.09875	-595.3692	-1.109482	-595.2242	-1.125192	-595.1951	-1.124885	-595.0753	-1.135349	-594.9445	-1.145942	-594.8693	-1.155171	-594.7308	-1.166296	-594.648	-1.181784	-594.5735	-1.195466	-594.4348	-1.207916	-594.3516	-1.223026	-594.2828	-1.24899	-594.1794	-1.254904	-594.0436	-1.270845	-593.9561	-1.290156	-593.8915	-1.308424
-599.5161	-1.109585	-598.7146	-1.10173	-598.6636	-1.073808	-598.6584	-1.044706	-598.5942	-1.03082	-598.5205	-1.022752	-598.4676	-1.020671	-598.4069	-1.017465	-598.373	-1.016572	-598.3076	-1.015309	-598.3126	-1.031141	-598.1672	-1.027758	-598.063	-1.025983	-597.9714	-1.028873	-597.8896	-1.029847	-597.7415	-1.031867	-597.7007	-1.032121	-597.5648	-1.03523	-597.4974	-1.037999	-597.3674	-1.044883	-597.2083	-1.058604	-597.157	-1.052546	-597.0752	-1.058728	-596.9496	-1.066645	-596.8629	-1.070909	-596.7523	-1.077066	-596.657	-1.086755	-596.5308	-1.094202	-596.4838	-1.100146	-596.3611	-1.110442	-596.2076	-1.125839	-596.2051	-1.126276	-596.0766	-1.136019	-595.9445	-1.146159	-595.8753	-1.155467	-595.7331	-1.167317	-595.6588	-1.182463	-595.564	-1.196782	-595.4449	-1.208219	-595.3618	-1.223663	-595.2814	-1.248623	-595.1774	-1.254999	-595.0635	-1.271555	-594.9691	-1.291074	-594.892	-1.309488
-599.0201	-1.099251	-598.7834	-1.084696	-598.7795	-1.0548	-598.8062	-1.027766	-598.8074	-1.013796	-598.784	-1.004878	-598.7695	-1.004515	-598.78	-1.001391	-598.7816	-1.000244	-598.7591	-1.00053	-598.8318	-1.013624	-598.7188	-1.013193	-598.6783	-1.011539	-598.6331	-1.01474	-598.6115	-1.016625	-598.5109	-1.01949	-598.5042	-1.018859	-598.4491	-1.024064	-598.407	-1.027094	-598.3267	-1.036447	-598.2374	-1.059974	-598.1512	-1.054457	-598.0771	-1.059645	-597.9779	-1.067382	-597.8802	-1.072242	-597.7873	-1.078826	-597.6774	-1.088199	-597.5191	-1.09592	-597.4809	-1.101252	-597.3568	-1.110406	-597.2123	-1.12657	-597.1835	-1.127729	-597.097	-1.137047	-596.9453	-1.146989	-596.876	-1.156416	-596.7432	-1.168724	-596.6533	-1.182955	-596.5518	-1.197107	-596.4756	-1.208846	-596.3464	-1.223787	-596.2655	-1.249586	-596.1597	-1.25576	-596.0647	-1.271954	-595.961	-1.292529	-595.894	-1.309755
-598.2789	-1.087883	-598.3285	-1.063237	-598.3951	-1.034939	-598.4745	-1.007591	-598.5306	-0.9945569	-598.5479	-0.9842209	-598.5865	-0.9857109	-598.6342	-0.982233	-598.6746	-0.9809348	-598.7236	-0.9828089	-598.8356	-0.993248	-598.7731	-0.9958364	-598.7911	-0.994095	-598.7863	-0.9973486	-598.8238	-0.9997151	-598.7869	-1.003241	-598.8149	-1.002979	-598.8151	-1.008138	-598.7853	-1.012101	-598.7844	-1.021119	-598.7701	-1.041945	-598.7045	-1.03897	-598.6845	-1.0449	-598.613	-1.05309	-598.5969	-1.057838	-598.5479	-1.065019	-598.502	-1.07538	-598.3859	-1.0836	-598.3991	-1.08985	-598.3088	-1.100708	-598.2362	-1.128023	-598.168	-1.128981	-598.0879	-1.137047	-597.95	-1.148665	-597.8711	-1.158079	-597.7676	-1.16903	-597.6758	-1.184344	-597.5505	-1.198229	-597.4918	-1.210616	-597.364	-1.2252	-597.2632	-1.250425	-597.1609	-1.257077	-597.0557	-1.273117	-596.9615	-1.293389	-596.8959	-1.310623
-597.2877	-1.073272	-597.3914	-1.039371	-597.4883	-1.012346	-597.6249	-0.9853992	-597.7297	-0.9726275	-597.8265	-0.9629541	-597.9165	-0.9642844	-598.0114	-0.961777	-598.1002	-0.960551	-598.1876	-0.9629278	-598.3348	-0.971665	-598.3253	-0.9752995	-598.4089	-0.9741988	-598.4453	-0.9768519	-598.5197	-0.9799786	-598.5453	-0.9846578	-598.6318	-0.9847592	-598.6823	-0.9893831	-598.6747	-0.9935964	-598.7278	-1.002258	-598.7811	-1.022373	-598.7672	-1.020993	-598.7939	-1.026511	-598.78	-1.035071	-598.8026	-1.040177	-598.8283	-1.047203	-598.8214	-1.058283	-598.7629	-1.066831	-598.8022	-1.072838	-598.7759	-1.084479	-598.7648	-1.110847	-598.7164	-1.113114	-598.6802	-1.121486	-598.6269	-1.132852	-598.5875	-1.143198	-598.5288	-1.154545	-598.493	-1.170997	-598.4111	-1.18503	-598.4159	-1.197832	-598.331	-1.215601	-598.2581	-1.251951	-598.1602	-1.257266	-598.0571	-1.274243	-597.9686	-1.294123	-597.9079	-1.311611
-596.2804	-1.07032	-596.3852	-1.031066	-596.5032	-1.003143	-596.621	-0.9765513	-596.7122	-0.9633825	-596.8417	-0.9532759	-596.9032	-0.9552615	-597.0073	-0.9518346	-597.1019	-0.9493639	-597.187	-0.9494715	-597.33	-0.9476606	-597.3878	-0.9536186	-597.5266	-0.9516976	-597.5974	-0.9547095	-597.7292	-0.9587769	-597.8051	-0.9631605	-597.9315	-0.9638603	-598.0387	-0.9683934	-598.0878	-0.9734671	-598.1881	-0.982401	-598.3081	-1.000206	-598.3262	-1.001535	-598.402	-1.00654	-598.4368	-1.015265	-598.5264	-1.019343	-598.5956	-1.027464	-598.6162	-1.038084	-598.6233	-1.047722	-598.7289	-1.052643	-598.7441	-1.064798	-598.7869	-1.089615	-598.7693	-1.093054	-598.7656	-1.102612	-598.7831	-1.113439	-598.785	-1.123401	-598.7881	-1.134653	-598.7991	-1.152633	-598.7595	-1.16549	-598.8105	-1.178769	-598.7922	-1.197923	-598.7748	-1.231888	-598.7293	-1.239105	-598.6425	-1.256764	-598.6339	-1.276299	-598.5965	-1.293541
-595.2995	-1.065583	-595.406	-1.023633	-595.5006	-0.9959701	-595.637	-0.9690182	-595.709	-0.9561074	-595.8419	-0.9465024	-595.907	-0.94761	-596.0164	-0.944613	-596.1013	-0.9421453	-596.2008	-0.9415478	-596.3141	-0.9405133	-596.3981	-0.9454862	-596.5362	-0.9437357	-596.5995	-0.9470347	-596.7261	-0.9505513	-596.8026	-0.9543982	-596.9252	-0.9554557	-597.0297	-0.958456	-597.0967	-0.9633688	-597.2029	-0.9696305	-597.3177	-0.9752729	-597.3901	-0.97846	-597.527	-0.9839824	-597.6151	-0.9933315	-597.733	-0.9964561	-597.8469	-1.00468	-597.9354	-1.015519	-598.0118	-1.025489	-598.1319	-1.03059	-598.2107	-1.043854	-598.3054	-1.066315	-598.3361	-1.071191	-598.3557	-1.07983	-598.4413	-1.091909	-598.4996	-1.100859	-598.541	-1.111672	-598.6082	-1.131037	-598.6174	-1.144298	-598.7149	-1.157259	-598.7618	-1.175793	-598.8165	-1.207583	-598.8051	-1.216889	-598.7452	-1.234485	-598.796	-1.253819	-598.8216	-1.271402
-594.3221	-1.060512	-594.3998	-1.017036	-594.4995	-0.9902847	-594.6361	-0.9626118	-594.7007	-0.9490825	-594.8374	-0.9408672	-594.8961	-0.9411121	-595.02	-0.9388053	-595.1219	-0.9363975	-595.2081	-0.9352844	-595.325	-0.9352943	-595.4132	-0.9387674	-595.5581	-0.9372535	-595.6062	-0.9403988	-595.7236	-0.9437958	-595.8191	-0.9470946	-595.9418	-0.9483689	-596.037	-0.9509016	-596.1151	-0.9557559	-596.2133	-0.9617747	-596.3145	-0.9676132	-596.4119	-0.9705752	-596.5233	-0.9756246	-596.6385	-0.9848558	-596.7421	-0.987105	-596.8399	-0.995989	-596.9416	-1.005053	-597.024	-1.014228	-597.1411	-1.01831	-597.2305	-1.030218	-597.2908	-1.040043	-597.4128	-1.047099	-597.4521	-1.055144	-597.6195	-1.067232	-597.7322	-1.075633	-597.8056	-1.087023	-597.9067	-1.106611	-597.9572	-1.119227	-598.1174	-1.131483	-598.2149	-1.150851	-598.3357	-1.180234	-598.3474	-1.190739	-598.3756	-1.209039	-598.4626	-1.227905	-598.5269	-1.245093
-593.3279	-1.058204	-593.4039	-1.012748	-593.5067	-0.9839101	-593.6458	-0.956712	-593.6994	-0.9429997	-593.8238	-0.9354051	-593.877	-0.9363666	-593.9948	-0.9326143	-594.1178	-0.9311794	-594.1936	-0.9290562	-594.3242	-0.9292006	-594.4128	-0.9334316	-594.5548	-0.9312393	-594.5947	-0.9346647	-594.7488	-0.9373605	-594.801	-0.9409843	-594.9314	-0.9417095	-595.0213	-0.944468	-595.1278	-0.9493968	-595.2166	-0.9555241	-595.3297	-0.9611024	-595.4332	-0.963496	-595.5161	-0.9699631	-595.6279	-0.9781038	-595.7653	-0.9798945	-595.8298	-0.9884995	-595.9479	-0.9966125	-596.019	-1.005897	-596.1549	-1.010094	-596.2377	-1.021213	-596.2915	-1.029875	-596.4208	-1.037328	-596.4803	-1.044966	-596.6159	-1.056769	-596.731	-1.06435	-596.8085	-1.075827	-596.8962	-1.093533	-596.9631	-1.105806	-597.1069	-1.11662	-597.1978	-1.134168	-597.3676	-1.15074	-597.4026	-1.162703	-597.4967	-1.180404	-597.6143	-1.199707	-597.7289	-1.216573
-592.3281	-1.053251	-592.3904	-1.00554	-592.4954	-0.979118	-592.6336	-0.9510821	-592.7169	-0.9376233	-592.803	-0.9301649	-592.8788	-0.9306452	-592.9998	-0.9268401	-593.1143	-0.9258464	-593.1912	-0.9231462	-593.3102	-0.9244049	-593.4174	-0.9286755	-593.5628	-0.9261991	-593.6041	-0.9295127	-593.7458	-0.9316654	-593.806	-0.935565	-593.9221	-0.9357108	-594.0141	-0.9384338	-594.1246	-0.9427563	-594.2164	-0.9492984	-594.3272	-0.9551655	-594.4261	-0.9564976	-594.516	-0.9631713	-594.6303	-0.971494	-594.7529	-0.9734819	-594.825	-0.981333	-594.957	-0.9895318	-595.0217	-0.9975958	-595.1521	-1.003082	-595.2077	-1.013637	-595.3021	-1.02159	-595.4192	-1.029391	-595.5074	-1.035941	-595.6277	-1.048521	-595.7346	-1.05637	-595.8235	-1.066673	-595.8947	-1.083983	-595.9935	-1.096236	-596.1099	-1.106113	-596.2159	-1.123366	-596.3583	-1.139126	-596.3854	-1.151209	-596.5078	-1.167547	-596.6069	-1.186627	-596.7329	-1.203415
-591.3393	-1.049345	-591.3644	-1.000622	-591.4897	-0.9747071	-591.6268	-0.9466928	-591.7116	-0.9329871	-591.7852	-0.9258266	-591.8702	-0.9263235	-591.9857	-0.9219592	-592.1111	-0.9224094	-592.1629	-0.9190478	-592.305	-0.9194132	-592.3843	-0.9238067	-592.5429	-0.9210725	-592.6006	-0.9244061	-592.7368	-0.9262124	-592.7994	-0.9297546	-592.9139	-0.9292994	-593.0139	-0.9330954	-593.1261	-0.9366862	-593.197	-0.9433149	-593.3218	-0.9495538	-593.4286	-0.9514832	-593.4919	-0.957467	-593.5944	-0.9655983	-593.7392	-0.9676467	-593.8065	-0.9747366	-593.952	-0.9826978	-594.0016	-0.9910529	-594.1575	-0.995355	-594.2048	-1.005853	-594.2888	-1.014272	-594.4248	-1.021479	-594.5303	-1.028536	-594.6301	-1.040384	-594.7168	-1.048175	-594.8028	-1.058053	-594.9134	-1.074247	-595.0104	-1.086616	-595.1111	-1.09647	-595.2128	-1.114896	-595.3472	-1.130003	-595.3616	-1.140743	-595.5236	-1.157406	-595.6091	-1.175769	-595.7219	-1.192283
-590.3313	-1.047152	-590.3809	-0.9964073	-590.4863	-0.9695215	-590.6381	-0.9423583	-590.7245	-0.9288565	-590.7858	-0.9215831	-590.8793	-0.9227186	-590.9948	-0.917214	-591.1003	-0.9183214	-591.1565	-0.9148295	-591.3009	-0.9143482	-591.3848	-0.9198946	-591.5214	-0.9168732	-591.6019	-0.9198939	-591.7187	-0.9221957	-591.7892	-0.9246575	-591.8853	-0.9247769	-592.0145	-0.9290631	-592.135	-0.9320599	-592.1727	-0.9379737	-592.2969	-0.9446713	-592.3955	-0.945691	-592.4968	-0.9511499	-592.5658	-0.9597067	-592.7224	-0.9611712	-592.8102	-0.9676986	-592.9352	-0.9768088	-592.9886	-0.9852282	-593.1604	-0.9888406	-593.1826	-0.99937	-593.2859	-1.006904	-593.4166	-1.014136	-593.5417	-1.022604	-593.6316	-1.033301	-593.6849	-1.04026	-593.7848	-1.050773	-593.9254	-1.065156	-594.0148	-1.078259	-594.1049	-1.087554	-594.2152	-1.106052	-594.3416	-1.121573	-594.3871	-1.131168	-594.5109	-1.147242	-594.5955	-1.166168	-594.729	-1.182765
