Funcionalizado APTES 1mM	Funcionalizado APTES 1mM
	-65.20984	-0.2022263
	-65.11084	-0.1992303
	-64.99076	-0.2015133
	-64.9098	-0.2021471

-69.29638	-0.1868966
	-69.23597	-0.1865275
	-69.11263	-0.1927427
	-69.01064	-0.1869972
	-68.94513	-0.1885548
	-68.80208	-0.1930265
	-68.76431	-0.192673
	-68.59617	-0.1951827
	-68.51341	-0.1974787
	-68.42278	-0.2065599
	-68.33524	-0.2008234
	-68.20316	-0.1988728
	-68.07878	-0.1963594
	-67.96846	-0.2002668
	-67.8909	-0.201186
	-67.80624	-0.1985768
	-67.69797	-0.2006368
	-67.63389	-0.200801
	-67.53978	-0.2017936
	-67.36892	-0.2118789
	-67.29224	-0.1987904
	-67.20503	-0.2017379
	-67.11638	-0.2048343
	-67.01843	-0.2004467
	-66.90889	-0.2055452
	-66.85611	-0.2061431
	-66.70731	-0.205818
	-66.58627	-0.2044564
	-66.52391	-0.2063528
	-66.39645	-0.2116496
	-66.31233	-0.2024118
	-66.20334	-0.2037497
	-66.12582	-0.202027
	-65.9787	-0.2029257
	-65.90201	-0.2030245

-70.2958	-0.1859497
	-70.24167	-0.186601
	-70.09882	-0.1936063
	-70.01451	-0.1878908
	-69.93626	-0.1895553
	-69.80264	-0.1946146
	-69.7558	-0.1921244
	-69.60892	-0.1974049
	-69.50917	-0.1994123
	-69.41957	-0.2070854
	-69.33212	-0.2024321
	-69.20691	-0.2014754
	-69.08566	-0.1972095
	-68.96231	-0.2019734
	-68.90476	-0.2024218
	-68.81336	-0.1979274
	-68.71368	-0.2028048
	-68.6342	-0.2032908
	-68.53708	-0.2021378
	-68.399	-0.2144004
	-68.28954	-0.2036629
	-68.22655	-0.2046044
	-68.11736	-0.2069293
	-68.03268	-0.2039904
	-67.92268	-0.2071782
	-67.84302	-0.2073525
	-67.72469	-0.2096684
	-67.60461	-0.2062203
	-67.53084	-0.207954
	-67.41141	-0.2165022
	-67.30454	-0.2040423
	-67.20708	-0.2058264
	-67.11179	-0.2052431
	-66.97916	-0.2051124
	-66.89305	-0.2046681

-71.28505	-0.1844919
	-71.23213	-0.1874298
	-71.09747	-0.1935553
	-71.01817	-0.1889034
	-70.92424	-0.1906789
	-70.82385	-0.1960887
	-70.73058	-0.1932707
	-70.61366	-0.1988683
	-70.51237	-0.2012727
	-70.43112	-0.2085051
	-70.33026	-0.2042415
	-70.21815	-0.2041599
	-70.10521	-0.1983451
	-69.96372	-0.2042181
	-69.91423	-0.2040143
	-69.80161	-0.1990075
	-69.7154	-0.2047628
	-69.60378	-0.2048126
	-69.53232	-0.2046697
	-69.38152	-0.2163076
	-69.29633	-0.2061815
	-69.25346	-0.2044286
	-69.09833	-0.2071242
	-69.00137	-0.2072006
	-68.92201	-0.2070618
	-68.83799	-0.208669
	-68.7452	-0.2102022
	-68.60858	-0.2061212
	-68.55573	-0.2087595
	-68.39725	-0.2199742
	-68.31246	-0.2062682
	-68.192	-0.2069533
	-68.09707	-0.208509
	-67.98122	-0.2071129
	-67.92733	-0.2062364

-72.28497	-0.1864742
	-72.2177	-0.19081
	-72.10069	-0.1944821
	-72.01996	-0.1910813
	-71.90026	-0.1928318
	-71.81425	-0.1975007
	-71.69629	-0.1964597
	-71.62347	-0.2011837
	-71.49533	-0.2024205
	-71.40756	-0.2100346
	-71.33411	-0.2039669
	-71.19546	-0.205536
	-71.07611	-0.1993452
	-70.97162	-0.20544
	-70.91448	-0.204957
	-70.80032	-0.2018567
	-70.70741	-0.2059514
	-70.58604	-0.2059622
	-70.52995	-0.2058501
	-70.39423	-0.2176767
	-70.29388	-0.2081812
	-70.25796	-0.2042212
	-70.10144	-0.2070062
	-70.0117	-0.2085519
	-69.93303	-0.2084541
	-69.83199	-0.2093072
	-69.72737	-0.2130591
	-69.60745	-0.2064007
	-69.54883	-0.2092432
	-69.41167	-0.2219202
	-69.32768	-0.2072889
	-69.18351	-0.2075273
	-69.10659	-0.2104946
	-69.0055	-0.2074995
	-68.91637	-0.2064766

-73.29824	-0.1892785
	-73.22296	-0.1924604
	-73.10896	-0.1950559
	-72.9975	-0.1937047
	-72.89847	-0.1952981
	-72.81265	-0.1998557
	-72.66733	-0.2001498
	-72.60255	-0.2034329
	-72.5037	-0.2031358
	-72.3932	-0.2139631
	-72.33399	-0.2061037
	-72.18785	-0.2078151
	-72.09485	-0.2020301
	-71.98485	-0.2064499
	-71.9062	-0.2068044
	-71.78619	-0.2051193
	-71.71088	-0.2077121
	-71.57534	-0.2080127
	-71.50627	-0.2065645
	-71.40837	-0.2189451
	-71.30109	-0.2091561
	-71.23486	-0.2034009
	-71.09427	-0.2069996
	-70.98305	-0.2106176
	-70.92633	-0.2100991
	-70.82734	-0.2092438
	-70.72723	-0.2142199
	-70.6064	-0.207606
	-70.52443	-0.2094789
	-70.4296	-0.2229965
	-70.30919	-0.206382
	-70.17809	-0.2086016
	-70.10505	-0.211613
	-70.02509	-0.207606
	-69.92505	-0.2076646

-74.29676	-0.1921661
	-74.20451	-0.1944192
	-74.11887	-0.1967925
	-73.99114	-0.1959289
	-73.88718	-0.1967177
	-73.80806	-0.2009505
	-73.65816	-0.2032316
	-73.58144	-0.2036338
	-73.49187	-0.2036397
	-73.37502	-0.2163925
	-73.35792	-0.2071149
	-73.20129	-0.2097923
	-73.10555	-0.2050693
	-72.99084	-0.2074782
	-72.90634	-0.2086465
	-72.75683	-0.2086873
	-72.70918	-0.2088673
	-72.58503	-0.2104661
	-72.51501	-0.2096506
	-72.40046	-0.220527
	-72.30717	-0.2114998
	-72.22597	-0.2056016
	-72.08221	-0.2080992
	-71.97639	-0.2118956
	-71.91067	-0.2121051
	-71.84121	-0.2113587
	-71.7373	-0.2151744
	-71.60384	-0.2102928
	-71.51292	-0.2105866
	-71.41779	-0.2225119
	-71.30173	-0.20586
	-71.18243	-0.2085265
	-71.10191	-0.2131738
	-71.01172	-0.2078975
	-70.93652	-0.2084034

-75.29344	-0.195603
	-75.19908	-0.1956669
	-75.14134	-0.1986751
	-74.98042	-0.1993721
	-74.89815	-0.1974363
	-74.79731	-0.2021121
	-74.65194	-0.2056201
	-74.56316	-0.2039586
	-74.46746	-0.2051042
	-74.35418	-0.2181433
	-74.34474	-0.2072374
	-74.1876	-0.2105764
	-74.10751	-0.2065101
	-74.00494	-0.2069235
	-73.91489	-0.2086096
	-73.7612	-0.2108807
	-73.71687	-0.2092268
	-73.59998	-0.2119353
	-73.5291	-0.2118431
	-73.41388	-0.2211619
	-73.30389	-0.2135119
	-73.20596	-0.209406
	-73.0834	-0.2100649
	-72.98556	-0.2136029
	-72.90744	-0.2150902
	-72.85022	-0.2132367
	-72.72464	-0.2160515
	-72.61746	-0.2138181
	-72.50134	-0.2121858
	-72.42781	-0.223673
	-72.32626	-0.2072628
	-72.19936	-0.2111817
	-72.13547	-0.2148647
	-72.00627	-0.2094386
	-71.92213	-0.210625

-76.26567	-0.1961318
	-76.19479	-0.1940127
	-76.15163	-0.1996051
	-75.95709	-0.2012549
	-75.88409	-0.1960972
	-75.79148	-0.2025481
	-75.67043	-0.2069832
	-75.56723	-0.2040457
	-75.4828	-0.2054929
	-75.35961	-0.2209517
	-75.33093	-0.2084045
	-75.20633	-0.2121314
	-75.14799	-0.2097478
	-75.00227	-0.2091893
	-74.88927	-0.2102023
	-74.75962	-0.2127322
	-74.70341	-0.2110822
	-74.60816	-0.2144054
	-74.50935	-0.214322
	-74.39564	-0.2211885
	-74.31964	-0.2144141
	-74.20757	-0.212501
	-74.08247	-0.2114572
	-73.97873	-0.2159621
	-73.89182	-0.2171625
	-73.83704	-0.214798
	-73.71547	-0.2150228
	-73.6206	-0.2163598
	-73.53996	-0.2143849
	-73.41372	-0.2244391
	-73.33681	-0.2096906
	-73.19622	-0.21307
	-73.14215	-0.2152359
	-73.01502	-0.2126813
	-72.93021	-0.2139109

-77.23634	-0.1965734
	-77.16826	-0.1944107
	-77.13092	-0.2001789
	-76.953	-0.2016305
	-76.86897	-0.1958668
	-76.78024	-0.2017027
	-76.6655	-0.2078905
	-76.5974	-0.2044151
	-76.46262	-0.2069855
	-76.37341	-0.2214749
	-76.34666	-0.2088465
	-76.18928	-0.2116603
	-76.12563	-0.21144
	-75.99716	-0.2105161
	-75.87717	-0.2106427
	-75.77058	-0.2141182
	-75.66779	-0.212142
	-75.59731	-0.2161838
	-75.5327	-0.2158741
	-75.38279	-0.2234491
	-75.31567	-0.2171815
	-75.22302	-0.2163415
	-75.08633	-0.2139642
	-75.00121	-0.2181762
	-74.87955	-0.2196538
	-74.81786	-0.2165225
	-74.70319	-0.2172402
	-74.60901	-0.2192176
	-74.54774	-0.2162063
	-74.39589	-0.2243016
	-74.33783	-0.2121683
	-74.19833	-0.2137575
	-74.14424	-0.216008
	-73.99124	-0.2157903
	-73.92778	-0.2151519

-78.2344	-0.1992917
	-78.181	-0.1986547
	-78.11056	-0.202194
	-77.93875	-0.2044992
	-77.86595	-0.1974468
	-77.76838	-0.2035333
	-77.66214	-0.2101924
	-77.58131	-0.2067415
	-77.45648	-0.209545
	-77.37239	-0.222169
	-77.30589	-0.2098228
	-77.1697	-0.2102994
	-77.10728	-0.2124448
	-76.97524	-0.2126322
	-76.8474	-0.2108388
	-76.7999	-0.2150325
	-76.64885	-0.2128549
	-76.57845	-0.2160683
	-76.53191	-0.2169335
	-76.36092	-0.2239981
	-76.31165	-0.2167555
	-76.21336	-0.2178707
	-76.09659	-0.2140906
	-76.00753	-0.2192936
	-75.88269	-0.2220217
	-75.81504	-0.2166567
	-75.68809	-0.2171586
	-75.6164	-0.2207851
	-75.54294	-0.2168243
	-75.39516	-0.2265616
	-75.34916	-0.2155518
	-75.17881	-0.2151884
	-75.143	-0.2176638
	-74.98695	-0.2197199
	-74.91815	-0.2166495

-79.22989	-0.2009018
	-79.18424	-0.2016267
	-79.09354	-0.2035471
	-78.95654	-0.2057392
	-78.85452	-0.2006385
	-78.77042	-0.2045105
	-78.66345	-0.211246
	-78.60123	-0.2099891
	-78.46352	-0.2113508
	-78.37202	-0.2237308
	-78.30137	-0.2118232
	-78.15717	-0.2117805
	-78.09696	-0.2143239
	-77.95048	-0.2162577
	-77.83336	-0.2136835
	-77.81849	-0.2163812
	-77.63356	-0.2170708
	-77.56144	-0.2172166
	-77.51181	-0.218491
	-77.35028	-0.2256278
	-77.28696	-0.2157503
	-77.19012	-0.2196949
	-77.0743	-0.2133223
	-76.98746	-0.2209584
	-76.88976	-0.2231503
	-76.78401	-0.2149153
	-76.68993	-0.2187794
	-76.58385	-0.2221795
	-76.51965	-0.2162657
	-76.38816	-0.2272595
	-76.31594	-0.2175865
	-76.17902	-0.2145467
	-76.12513	-0.2182038
	-75.98775	-0.2220579
	-75.93338	-0.2163503

-80.23622	-0.2035888
	-80.18673	-0.206132
	-80.0768	-0.2043343
	-79.95721	-0.2069831
	-79.8707	-0.2048962
	-79.7623	-0.2061702
	-79.65446	-0.2119918
	-79.58672	-0.2139192
	-79.4653	-0.2135167
	-79.39026	-0.2242358
	-79.29951	-0.2144721
	-79.15034	-0.2122333
	-79.06995	-0.2151789
	-78.94608	-0.2180811
	-78.83663	-0.2157353
	-78.80148	-0.2173673
	-78.6526	-0.2191808
	-78.55351	-0.2183998
	-78.50987	-0.2223183
	-78.34644	-0.2287994
	-78.2702	-0.2175383
	-78.1831	-0.2223034
	-78.08116	-0.2166593
	-77.97279	-0.2223109
	-77.89413	-0.2253645
	-77.78596	-0.2169223
	-77.68158	-0.2210519
	-77.60252	-0.2245055
	-77.47609	-0.2175854
	-77.37475	-0.2279969
	-77.29153	-0.2189104
	-77.17345	-0.2153242
	-77.09879	-0.219236
	-76.96643	-0.2231287
	-76.92723	-0.2157724

-81.24733	-0.2052753
	-81.20685	-0.2098799
	-81.08527	-0.2065741
	-80.966	-0.2094863
	-80.87891	-0.2078883
	-80.7879	-0.2086771
	-80.67554	-0.2129677
	-80.55147	-0.2162158
	-80.49229	-0.2132818
	-80.38354	-0.224718
	-80.28564	-0.2157148
	-80.1692	-0.2137106
	-80.08473	-0.2165809
	-79.94157	-0.2207066
	-79.84225	-0.2164265
	-79.80684	-0.2185777
	-79.68153	-0.2218642
	-79.56579	-0.2203994
	-79.48976	-0.2237346
	-79.36584	-0.2305669
	-79.27154	-0.2184342
	-79.18933	-0.2239723
	-79.05333	-0.2184755
	-78.97256	-0.2228751
	-78.89308	-0.2256054
	-78.79408	-0.2203119
	-78.68176	-0.2227025
	-78.62567	-0.2261435
	-78.47447	-0.2202271
	-78.37267	-0.2317732
	-78.28671	-0.2218861
	-78.18627	-0.2182774
	-78.10295	-0.2231757
	-77.97399	-0.2270709
	-77.9034	-0.2195186

-82.25	-0.2055824
	-82.2154	-0.2099918
	-82.09517	-0.2074973
	-81.97915	-0.2102136
	-81.90425	-0.2104638
	-81.79854	-0.2086899
	-81.68752	-0.2131894
	-81.57449	-0.2178967
	-81.52207	-0.2127989
	-81.39685	-0.2270389
	-81.28869	-0.2188112
	-81.18015	-0.2161188
	-81.09308	-0.2177569
	-80.96484	-0.2229192
	-80.87021	-0.2174133
	-80.79299	-0.2198452
	-80.70733	-0.2253136
	-80.57462	-0.222638
	-80.46686	-0.2244499
	-80.3884	-0.2335256
	-80.25842	-0.2207007
	-80.20854	-0.2251312
	-80.04253	-0.2220011
	-79.97192	-0.2250252
	-79.88417	-0.226226
	-79.79086	-0.2228388
	-79.69843	-0.2255873
	-79.62161	-0.2273574
	-79.49512	-0.2244111
	-79.39063	-0.2345922
	-79.26281	-0.223787
	-79.19614	-0.2217846
	-79.11191	-0.2248916
	-78.98607	-0.2279302
	-78.89806	-0.2226895

-83.25302	-0.206272
	-83.22903	-0.2120019
	-83.1236	-0.2080232
	-82.97066	-0.2113884
	-82.90831	-0.2118903
	-82.80002	-0.209249
	-82.73511	-0.2139088
	-82.56281	-0.2193999
	-82.53368	-0.2118692
	-82.4211	-0.2274171
	-82.30063	-0.2212206
	-82.20289	-0.2158487
	-82.09908	-0.2195145
	-81.98779	-0.2246024
	-81.88314	-0.2166482
	-81.77061	-0.2208307
	-81.70378	-0.2262202
	-81.58563	-0.2245826
	-81.47753	-0.225467
	-81.39906	-0.236134
	-81.29227	-0.2241293
	-81.24738	-0.2262366
	-81.06429	-0.2265727
	-80.99608	-0.2266665
	-80.89317	-0.2275043
	-80.80647	-0.2276381
	-80.7094	-0.2263425
	-80.63799	-0.2295277
	-80.5058	-0.2291073
	-80.40104	-0.2357466
	-80.25407	-0.2265069
	-80.19475	-0.2258838
	-80.11141	-0.2266301
	-79.99232	-0.2293164
	-79.88088	-0.2251242

-84.25146	-0.2065397
	-84.24925	-0.2128992
	-84.13043	-0.2091275
	-83.97726	-0.212576
	-83.88974	-0.2131892
	-83.81908	-0.2108008
	-83.74141	-0.2148664
	-83.5751	-0.2198761
	-83.52996	-0.2130115
	-83.40761	-0.2293995
	-83.30363	-0.2224945
	-83.19887	-0.2176787
	-83.10881	-0.2220369
	-82.99135	-0.2257626
	-82.90541	-0.2170322
	-82.79989	-0.2222451
	-82.692	-0.2273865
	-82.5801	-0.2266647
	-82.48611	-0.2262004
	-82.40282	-0.2376677
	-82.29424	-0.2247112
	-82.24026	-0.2266006
	-82.06862	-0.2281004
	-82.01973	-0.2277764
	-81.89946	-0.2276469
	-81.80846	-0.2296042
	-81.71523	-0.2270336
	-81.61909	-0.2306291
	-81.51369	-0.2316886
	-81.40257	-0.2366828
	-81.26288	-0.2292008
	-81.20855	-0.2295221
	-81.13434	-0.2283994
	-81.00607	-0.2315429
	-80.88036	-0.228709

-85.23878	-0.2071456
	-85.23672	-0.2143736
	-85.13547	-0.2112847
	-84.98237	-0.2149978
	-84.90173	-0.215642
	-84.80366	-0.2129634
	-84.73779	-0.2176793
	-84.56559	-0.2211042
	-84.52763	-0.2160957
	-84.41737	-0.2319525
	-84.30273	-0.2233355
	-84.17619	-0.2208715
	-84.11539	-0.2235375
	-83.99259	-0.2269134
	-83.90154	-0.21987
	-83.77264	-0.2239957
	-83.6969	-0.2285406
	-83.57443	-0.2269057
	-83.50269	-0.228066
	-83.39346	-0.2389204
	-83.29131	-0.2255298
	-83.24468	-0.2279398
	-83.08352	-0.2299093
	-83.01783	-0.2291132
	-82.89933	-0.2297885
	-82.80989	-0.2301393
	-82.71203	-0.2265286
	-82.59977	-0.2325084
	-82.5105	-0.2338879
	-82.4186	-0.2359228
	-82.27252	-0.2307868
	-82.19102	-0.2318059
	-82.12274	-0.2269644
	-82.00535	-0.2315921
	-81.89481	-0.23031

-86.24963	-0.2088491
	-86.22926	-0.2148356
	-86.13673	-0.2135812
	-85.99014	-0.216387
	-85.89796	-0.2169049
	-85.81033	-0.2162394
	-85.73799	-0.2206771
	-85.57219	-0.2219632
	-85.51434	-0.2193129
	-85.42313	-0.2331135
	-85.31142	-0.2245659
	-85.16206	-0.2264621
	-85.12009	-0.2254552
	-84.96754	-0.2276705
	-84.92062	-0.2235437
	-84.78121	-0.2259626
	-84.6696	-0.2291516
	-84.57106	-0.2275284
	-84.52013	-0.2304635
	-84.37589	-0.239649
	-84.29703	-0.2267689
	-84.22079	-0.2298564
	-84.08398	-0.232094
	-83.9929	-0.2307756
	-83.91071	-0.2320541
	-83.79299	-0.2329847
	-83.68031	-0.2282911
	-83.59474	-0.234649
	-83.49176	-0.2351264
	-83.41658	-0.2364018
	-83.2738	-0.2323322
	-83.188	-0.2344197
	-83.11362	-0.227862
	-83.01017	-0.2327891
	-82.90406	-0.2322575

-87.22534	-0.2088682
	-87.21565	-0.2147533
	-87.10236	-0.2160514
	-86.97745	-0.2164122
	-86.89937	-0.2175648
	-86.80499	-0.2191924
	-86.70116	-0.2217408
	-86.57498	-0.2218681
	-86.50926	-0.2222804
	-86.4064	-0.2337765
	-86.30138	-0.2266887
	-86.17897	-0.2314651
	-86.08909	-0.2267398
	-85.96502	-0.2290945
	-85.9028	-0.2278215
	-85.79203	-0.2277829
	-85.67638	-0.229912
	-85.55797	-0.2293086
	-85.51176	-0.2328684
	-85.37008	-0.2413909
	-85.29226	-0.2290362
	-85.21301	-0.2317796
	-85.0972	-0.2344101
	-84.98712	-0.2321963
	-84.91327	-0.2352446
	-84.79244	-0.2349925
	-84.67647	-0.2317968
	-84.57923	-0.2368808
	-84.49978	-0.2369086
	-84.40347	-0.2387785
	-84.28532	-0.2321475
	-84.18282	-0.2364886
	-84.10109	-0.2296089
	-84.01	-0.2339466
	-83.90903	-0.2353197

-88.25487	-0.2086585
	-88.19475	-0.2161288
	-88.09414	-0.2185216
	-87.97855	-0.2175651
	-87.90836	-0.219082
	-87.78583	-0.2212438
	-87.71391	-0.2230731
	-87.58553	-0.222239
	-87.50599	-0.2243853
	-87.41039	-0.2331767
	-87.2935	-0.2274601
	-87.17493	-0.2343988
	-87.07254	-0.2252306
	-86.9503	-0.230383
	-86.87964	-0.2299051
	-86.80313	-0.2279195
	-86.68156	-0.2312515
	-86.55812	-0.2300642
	-86.50746	-0.2333878
	-86.3623	-0.2428817
	-86.3004	-0.2330786
	-86.22108	-0.2344372
	-86.08636	-0.2369475
	-85.98546	-0.2346122
	-85.90645	-0.2378449
	-85.80873	-0.2366148
	-85.6917	-0.2366565
	-85.58669	-0.2393039
	-85.52042	-0.2389354
	-85.40139	-0.2432461
	-85.26695	-0.2328768
	-85.1829	-0.2381712
	-85.08949	-0.2336163
	-84.98737	-0.2350944
	-84.91671	-0.2375215

-89.26547	-0.2089872
	-89.19648	-0.2185474
	-89.07789	-0.2198182
	-88.96438	-0.2178471
	-88.90649	-0.2197601
	-88.77562	-0.2227798
	-88.72224	-0.2229243
	-88.61029	-0.2238988
	-88.49995	-0.2270745
	-88.42633	-0.2346431
	-88.29109	-0.2289485
	-88.18705	-0.2364896
	-88.05473	-0.2255553
	-87.94472	-0.2324266
	-87.87317	-0.2321005
	-87.82521	-0.227607
	-87.6762	-0.2321951
	-87.56391	-0.233395
	-87.48527	-0.2347113
	-87.37	-0.2438365
	-87.30412	-0.2353025
	-87.19189	-0.2350272
	-87.09521	-0.2382491
	-86.98531	-0.2371745
	-86.9322	-0.2388545
	-86.7989	-0.2385438
	-86.69923	-0.2402854
	-86.58937	-0.2391157
	-86.51632	-0.2407157
	-86.39202	-0.2484142
	-86.27799	-0.2352266
	-86.20087	-0.2399286
	-86.09	-0.2372141
	-85.98949	-0.2354525
	-85.92098	-0.2390688

-90.25157	-0.2084066
	-90.17979	-0.2199421
	-90.06499	-0.2201574
	-89.94938	-0.2179227
	-89.89247	-0.2200917
	-89.75826	-0.223511
	-89.71936	-0.2220944
	-89.59081	-0.2257753
	-89.48615	-0.2285262
	-89.4099	-0.2359146
	-89.28011	-0.2297955
	-89.1919	-0.2365258
	-89.0311	-0.2266569
	-88.96233	-0.233859
	-88.84786	-0.2334914
	-88.80869	-0.2288105
	-88.69829	-0.2342266
	-88.57307	-0.23521
	-88.46845	-0.235925
	-88.36359	-0.2460565
	-88.31374	-0.2378433
	-88.20326	-0.2353386
	-88.10062	-0.2398567
	-88.00234	-0.2394033
	-87.92612	-0.2391436
	-87.81171	-0.2399366
	-87.72512	-0.2415898
	-87.57732	-0.2389956
	-87.50937	-0.2424526
	-87.3757	-0.2505268
	-87.26709	-0.2357279
	-87.21459	-0.240062
	-87.09374	-0.2392085
	-86.98676	-0.237961
	-86.92467	-0.2394774

-91.27959	-0.2112975
	-91.1731	-0.2229432
	-91.07526	-0.2229281
	-90.95127	-0.2211249
	-90.87999	-0.223122
	-90.73051	-0.2261234
	-90.70269	-0.2253466
	-90.58098	-0.2288076
	-90.47949	-0.231632
	-90.39317	-0.2380898
	-90.27706	-0.2305095
	-90.15012	-0.2356667
	-90.03995	-0.2279988
	-89.96318	-0.2348231
	-89.84477	-0.2341985
	-89.81923	-0.2307901
	-89.68973	-0.2353962
	-89.57854	-0.2363663
	-89.46754	-0.2370408
	-89.36741	-0.2468224
	-89.29882	-0.2395222
	-89.19566	-0.2351522
	-89.08026	-0.24019
	-89.00505	-0.2411883
	-88.91621	-0.2394157
	-88.82478	-0.2423721
	-88.71526	-0.2437269
	-88.59276	-0.2380492
	-88.51145	-0.2435278
	-88.3756	-0.2529237
	-88.27399	-0.2383274
	-88.20911	-0.2404929
	-88.09007	-0.2426666
	-87.9798	-0.239109
	-87.91025	-0.2405114

-92.24538	-0.2147091
	-92.17469	-0.2248656
	-92.08624	-0.2246273
	-91.95179	-0.2235099
	-91.88559	-0.2254986
	-91.75188	-0.2282472
	-91.69682	-0.2287929
	-91.56657	-0.2308664
	-91.47605	-0.234088
	-91.39463	-0.2428464
	-91.26068	-0.2337811
	-91.16285	-0.2372747
	-91.05534	-0.2328751
	-90.95992	-0.2375504
	-90.83924	-0.2371238
	-90.77456	-0.2351324
	-90.68262	-0.2381923
	-90.58965	-0.2385167
	-90.4541	-0.2396403
	-90.37151	-0.2478297
	-90.2787	-0.2397783
	-90.17163	-0.2351682
	-90.052	-0.2401888
	-89.99097	-0.2420198
	-89.91676	-0.2407718
	-89.80893	-0.2429913
	-89.7293	-0.2450997
	-89.57713	-0.2380808
	-89.49673	-0.2437101
	-89.38651	-0.2544132
	-89.27193	-0.2405972
	-89.20172	-0.241156
	-89.08327	-0.2432998
	-88.98907	-0.2410911
	-88.89127	-0.2407553

-93.24237	-0.2187968
	-93.1776	-0.2249271
	-93.1082	-0.2262735
	-92.96095	-0.2262468
	-92.87651	-0.2265509
	-92.76613	-0.2299982
	-92.68091	-0.2310582
	-92.55896	-0.2317979
	-92.47889	-0.2350701
	-92.37801	-0.2464735
	-92.26405	-0.236686
	-92.16357	-0.237538
	-92.05701	-0.2361756
	-91.95959	-0.23827
	-91.85394	-0.2386786
	-91.76331	-0.2396253
	-91.68279	-0.2395723
	-91.5769	-0.2394281
	-91.46832	-0.2429792
	-91.35303	-0.2512395
	-91.28461	-0.243321
	-91.18528	-0.238718
	-91.03548	-0.2426666
	-90.99413	-0.2440475
	-90.90379	-0.2443319
	-90.79979	-0.2465337
	-90.71045	-0.2472729
	-90.58443	-0.2416703
	-90.4947	-0.2444291
	-90.37938	-0.2540823
	-90.25389	-0.2411186
	-90.19505	-0.2419371
	-90.0629	-0.244132
	-89.97955	-0.2428068
	-89.86792	-0.241483

-94.24213	-0.2233916
	-94.19283	-0.2275465
	-94.12483	-0.2290063
	-93.97647	-0.2299322
	-93.85944	-0.2275937
	-93.77232	-0.2324389
	-93.68094	-0.2342033
	-93.55666	-0.2313713
	-93.49116	-0.2366812
	-93.38311	-0.2459643
	-93.26693	-0.2377125
	-93.1832	-0.2367961
	-93.06757	-0.2387279
	-92.93817	-0.2390753
	-92.86224	-0.2397331
	-92.77865	-0.2425343
	-92.69962	-0.239536
	-92.57428	-0.2391093
	-92.492	-0.2460265
	-92.35995	-0.2523036
	-92.27814	-0.2455614
	-92.18098	-0.2418068
	-92.03978	-0.24427
	-91.97609	-0.2452347
	-91.89789	-0.2482991
	-91.80435	-0.2486763
	-91.7055	-0.2499533
	-91.58997	-0.2461871
	-91.49443	-0.2460205
	-91.38297	-0.2567942
	-91.28619	-0.2439883
	-91.18059	-0.2448838
	-91.0638	-0.2474207
	-90.97197	-0.245959
	-90.85797	-0.2441842

-95.25369	-0.2252044
	-95.19577	-0.2285276
	-95.11365	-0.2298436
	-94.9897	-0.2311777
	-94.86422	-0.2267559
	-94.79055	-0.2329776
	-94.69695	-0.2359349
	-94.55961	-0.2310161
	-94.51467	-0.237016
	-94.40643	-0.2490312
	-94.27808	-0.2385913
	-94.19724	-0.2378511
	-94.09618	-0.2420747
	-93.92132	-0.2409938
	-93.8604	-0.2415141
	-93.76388	-0.2452981
	-93.7021	-0.240799
	-93.569	-0.2416774
	-93.48862	-0.2490496
	-93.36626	-0.2533987
	-93.29091	-0.2472718
	-93.1656	-0.2456228
	-93.04611	-0.2461475
	-92.97691	-0.247202
	-92.89526	-0.2509178
	-92.80237	-0.249578
	-92.71112	-0.2514582
	-92.58703	-0.2494469
	-92.49089	-0.2473616
	-92.38988	-0.2587382
	-92.27962	-0.2462623
	-92.18365	-0.2475399
	-92.0991	-0.2481844
	-91.97311	-0.247674
	-91.84923	-0.2466989

-96.27501	-0.2277552
	-96.18356	-0.2290531
	-96.11771	-0.2300905
	-95.99898	-0.2333871
	-95.85271	-0.2262788
	-95.77556	-0.2335134
	-95.69476	-0.2364181
	-95.56062	-0.2326194
	-95.49402	-0.2371674
	-95.39369	-0.2496511
	-95.30374	-0.2381919
	-95.17722	-0.2376872
	-95.09803	-0.2436746
	-94.93808	-0.2415966
	-94.85491	-0.2417525
	-94.79652	-0.2463377
	-94.70619	-0.2416331
	-94.57092	-0.2429485
	-94.49777	-0.250408
	-94.37207	-0.2560155
	-94.30124	-0.2500214
	-94.17247	-0.2486662
	-94.0788	-0.2485149
	-93.98828	-0.2500881
	-93.91145	-0.2544701
	-93.79446	-0.2526328
	-93.68165	-0.2520412
	-93.58524	-0.2534823
	-93.50098	-0.2492401
	-93.3809	-0.2596055
	-93.28172	-0.2491902
	-93.18509	-0.2489753
	-93.07825	-0.2489486
	-92.97108	-0.2499197
	-92.85959	-0.2485141

-97.2777	-0.2298142
	-97.18476	-0.2305886
	-97.10101	-0.2315108
	-97.00092	-0.2341594
	-96.8508	-0.2292045
	-96.76936	-0.234628
	-96.6923	-0.2384969
	-96.55891	-0.2353244
	-96.4855	-0.2380331
	-96.39128	-0.2495569
	-96.30045	-0.2385008
	-96.17616	-0.2379343
	-96.10921	-0.2452423
	-95.94406	-0.2433127
	-95.84258	-0.2425125
	-95.80587	-0.246741
	-95.69501	-0.2444169
	-95.60159	-0.2438671
	-95.49481	-0.251362
	-95.38628	-0.2565295
	-95.28561	-0.2510219
