Funcionalizado DHDP 3mM	Funcionalizado DHDP 3mM
mV	uA
Primeros 45	Primeros 45
-560.4563	-3.946683
-559.4474	-3.925335
-558.4412	-3.904796
-557.4294	-3.884733
-556.436	-3.866122
-555.4474	-3.845978
-554.4562	-3.825238
-553.4679	-3.806017
-552.4774	-3.786745
-551.473	-3.76972
-550.4812	-3.752778
-549.4719	-3.734527
-548.4598	-3.716486
-547.4611	-3.696517
-546.4655	-3.67823
-545.4734	-3.661697
-544.4854	-3.64378
-543.4932	-3.627556
-542.473	-3.608975
-541.4571	-3.588277
-540.4376	-3.571566
-539.4263	-3.555177
-538.4333	-3.53987
-537.4458	-3.525915
-536.4763	-3.509168
-535.4662	-3.492679
-534.4679	-3.476761
-533.4778	-3.460122
-532.4815	-3.443137
-531.4872	-3.426043
-530.4901	-3.408085
-529.476	-3.391271
-528.4398	-3.374732
-527.4316	-3.358959
-526.4222	-3.344519
-525.4302	-3.329776
-524.4565	-3.315306
-523.4652	-3.299415
-522.463	-3.283055
-521.4525	-3.26768
-520.4304	-3.250356
-519.4222	-3.234214
-518.4095	-3.218248
-517.4026	-3.200579
-516.4045	-3.185265
-515.3967	-3.169309
-514.4077	-3.153699
-513.4222	-3.139942
-512.4335	-3.125297
-511.4486	-3.110626
-510.4415	-3.094651
-509.425	-3.078219
-508.4261	-3.061799
-507.4228	-3.046028
-506.4391	-3.031327
-505.4556	-3.015398
-504.4442	-2.999735
-503.4549	-2.983706
-502.4429	-2.967781
-501.4391	-2.952677
-500.4399	-2.936655
-499.4371	-2.920836
-498.4409	-2.904917
-497.4415	-2.88999
-496.4427	-2.873662
-495.4433	-2.859136
-494.4571	-2.844278
-493.4595	-2.827013
-492.4724	-2.810735
-491.4589	-2.792441
-490.4359	-2.774189
-489.428	-2.75831
-488.4328	-2.742849
-487.4513	-2.727118
-486.488	-2.711054
-485.5137	-2.693814
-484.5149	-2.676646
-483.5133	-2.65884
-482.4845	-2.641385
-481.4778	-2.623246
-480.4559	-2.604333
-479.4546	-2.586612
-478.4589	-2.568172
-477.4569	-2.548638
-476.472	-2.530894
-475.4752	-2.512203
-474.4882	-2.493058
-473.4792	-2.475723
-472.476	-2.456013
-471.4578	-2.435081
-470.4584	-2.414092
-469.4646	-2.391461
-468.4519	-2.369952
-467.4593	-2.348526
-466.4434	-2.326663
-465.4449	-2.304833
-464.4608	-2.282187
-463.4716	-2.261278
-462.4726	-2.239377
-461.4557	-2.216446
-460.4659	-2.193388
-459.4635	-2.167245
-458.4539	-2.141494
-457.4468	-2.116418
-456.432	-2.090416
-455.42	-2.06485
-454.4388	-2.037952
-453.4625	-2.009969
-452.4639	-1.983044
-451.4469	-1.955347
-450.4301	-1.928382
-449.4337	-1.901269
-448.4313	-1.872013
-447.4443	-1.841712
-446.4529	-1.811248
-445.4262	-1.778411
-444.426	-1.746445
-443.4398	-1.714347
-442.4627	-1.678641
-441.486	-1.64389
-440.4831	-1.608851
-439.4757	-1.572151
-438.4465	-1.538006
-437.4219	-1.502576
-436.4282	-1.465293
-435.4413	-1.428523
-434.4484	-1.390793
-433.4556	-1.351226
-432.4486	-1.30938
-431.4402	-1.266958
-430.4534	-1.222781
-429.4569	-1.176878
-428.483	-1.132854
-427.4885	-1.087224
-426.4813	-1.039535
-425.4835	-0.9946978
-424.4544	-0.9465276
-423.453	-0.8970081
-422.4502	-0.8484824
-421.4481	-0.7949832
-420.4523	-0.7402328
-419.4416	-0.6845801
-418.4442	-0.6276131
-417.4516	-0.5705262
-416.4349	-0.5127945
-415.4411	-0.4545959
-414.4074	-0.3940744
-413.3848	-0.331521
-412.399	-0.2703846
-411.3998	-0.206721
-410.4075	-0.1418771
-409.4315	-0.07724011
-408.4492	-0.009260755
-407.4492	0.05978401
-406.4655	0.1293184
-405.464	0.2001471
-404.4523	0.272623
-403.4475	0.346069
-402.461	0.4205133
-401.4634	0.4973038
-400.4536	0.577625
-399.4502	0.6575193
-398.4553	0.7391517
-397.4506	0.8239902
-396.4605	0.9046783
-395.4723	0.9883472
-394.4515	1.075957
-393.4468	1.162172
-392.4404	1.253537
-391.4318	1.348461
-390.4359	1.441769
-389.4323	1.537389
-388.4219	1.634003
-387.423	1.731698
-386.4255	1.829204
-385.4401	1.926915
-384.4763	2.026424
-383.4863	2.125658
-382.5209	2.229272
-381.5214	2.339582
-380.5033	2.44826
-379.5099	2.558903
-378.467	2.67207
-377.4802	2.780838
-376.4885	2.892889
-375.4771	3.007835
-374.5034	3.122614
-373.4871	3.241126
-372.4902	3.35989
-371.4985	3.479575
-370.4992	3.601899
-369.5151	3.72531
-368.4933	3.853408
-367.4882	3.979772
-366.4854	4.10596
-365.4691	4.235647
-364.4811	4.361624
-363.4923	4.491331
-362.494	4.624503
-361.4924	4.755806
-360.489	4.891034
-359.4617	5.025712
-358.434	5.154758
-357.4449	5.286803
-356.4695	5.417408
-355.4833	5.550021
-354.5056	5.688292
-353.5074	5.824509
-352.4831	5.963591
-351.4955	6.102587
-350.5008	6.241302
-349.5007	6.386722
-348.5051	6.527515
-347.4951	6.6691
-346.4839	6.811239
-345.4862	6.945807
-344.4984	7.085496
-343.5044	7.227098
-342.5149	7.367305
-341.5212	7.510383
-340.527	7.65329
-339.5361	7.793478
-338.533	7.935715
-337.5015	8.07872
-336.4743	8.225658
-335.4661	8.365444
-334.4709	8.502135
-333.5009	8.639843
-332.5165	8.767409
-331.5178	8.902047
-330.5184	9.044198
-329.4969	9.178202
-328.4914	9.316354
-327.4852	9.452319
-326.494	9.578794
-325.4979	9.707809
-324.5138	9.836438
-323.5345	9.966292
-322.5481	10.09462
-321.5466	10.22099
-320.5463	10.34853
-319.5178	10.4709
-318.4901	10.59341
-317.5018	10.72081
-316.4789	10.83763
-315.4805	10.95219
-314.4832	11.06598
-313.474	11.1705
-312.4779	11.27973
-311.4765	11.39154
-310.4545	11.50281
-309.4359	11.61303
-308.433	11.71532
-307.4345	11.81138
-306.4531	11.90007
-305.4885	11.98442
-304.4991	12.07344
-303.5166	12.15805
-302.5127	12.23955
-301.5135	12.32411
-300.5367	12.4002
-299.5334	12.47648
-298.5432	12.55588
-297.532	12.62719
-296.5181	12.69469
-295.5128	12.75678
-294.5194	12.80983
-293.5215	12.86398
-292.5133	12.91756
-291.5015	12.97267
-290.4976	13.02584
-289.4896	13.07195
-288.4913	13.11599
-287.4886	13.15271
-286.4749	13.18763
-285.4675	13.22469
-284.4707	13.2512
-283.4912	13.27373
-282.4869	13.29339
-281.4998	13.30316
-280.4993	13.31824
-279.5041	13.33237
-278.5082	13.34094
-277.5244	13.34824
-276.537	13.34701
-275.5421	13.3405
-274.5412	13.33208
-273.5242	13.32146
-272.494	13.31477
-271.473	13.30316
-270.4774	13.28835
-269.4679	13.27215
-268.479	13.24452
-267.4863	13.21724
-266.4924	13.18842
-265.51	13.15142
-264.5138	13.11354
-263.5229	13.07274
-262.5269	13.02627
-261.5186	12.98286
-260.5016	12.93973
-259.4701	12.89533
-258.4556	12.84559
-257.439	12.78848
-256.4459	12.72687
-255.458	12.6573
-254.4716	12.59002
-253.478	12.52691
-252.4917	12.45637
-251.5011	12.38744
-250.498	12.3176
-249.5167	12.2376
-248.5066	12.16287
-247.4969	12.08801
-246.5042	12.00803
-245.5022	11.92812
-244.5033	11.84315
-243.5113	11.75571
-242.4904	11.66776
-241.4927	11.5813
-240.4798	11.49812
-239.4865	11.41053
-238.4926	11.32153
-237.4946	11.233
-236.5267	11.13768
-235.5182	11.04432
-234.4964	10.95433
-233.4922	10.8582
-232.4705	10.7649
-231.4504	10.67095
-230.4792	10.57349
-229.4707	10.47901
-228.4682	10.38475
-227.4944	10.29011
-226.4907	10.19311
-225.4862	10.09464
-224.4953	9.997126
-223.498	9.899629
-222.4997	9.805953
-221.5031	9.716731
-220.4996	9.624928
-219.4913	9.533896
-218.472	9.441278
-217.4684	9.344341
-216.4708	9.251263
-215.4718	9.160069
-214.4845	9.068546
-213.4761	8.978209
-212.497	8.886591
-211.5015	8.795943
-210.4896	8.708884
-209.4973	8.623149
-208.4832	8.540884
-207.4683	8.455318
-206.4776	8.368082
-205.4821	8.281689
-204.4793	8.192647
-203.4999	8.108599
-202.5072	8.027072
-201.5206	7.944962
-200.5216	7.864743
-199.5018	7.786794
-198.4978	7.707292
-197.4946	7.630708
-196.4856	7.555655
-195.4958	7.48158
-194.5005	7.408215
-193.4978	7.334018
-192.5104	7.263994
-191.4981	7.18996
-190.5026	7.120758
-189.4933	7.054451
-188.5015	6.983406
-187.5334	6.916663
-186.5257	6.850335
-185.526	6.78366
-184.5114	6.722053
-183.4688	6.661441
-182.4662	6.600043
-181.4733	6.541169
-180.4844	6.481713
-179.5229	6.421792
-178.5237	6.364036
-177.5477	6.305644
-176.5259	6.249302
-175.526	6.191845
-174.5414	6.135828
-173.5191	6.082071
-172.5403	6.027326
-171.5303	5.976899
-170.5081	5.928804
-169.5004	5.879608
-168.4843	5.832915
-167.4802	5.7855
-166.4915	5.735772
-165.5136	5.68942
-164.5114	5.642274
-163.5143	5.596795
-162.5316	5.5517
-161.5345	5.505853
-160.5305	5.46372
-159.5164	5.421557
-158.4857	5.381242
-157.4524	5.343788
-156.4648	5.30153
-155.4694	5.260206
-154.4817	5.221506
-153.4949	5.180305
-152.4983	5.144095
-151.5001	5.109087
-150.5041	5.071784
-149.5184	5.035913
-148.5136	4.999399
-147.5286	4.963675
-146.5275	4.929461
-145.4999	4.895913
-144.5034	4.864515
-143.5008	4.83123
-142.5033	4.798928
-141.5287	4.76942
-140.5319	4.736945
-139.5187	4.707994
-138.5246	4.679358
-137.5203	4.64724
-136.532	4.618335
-135.5334	4.588888
-134.532	4.560066
-133.5403	4.535023
-132.5395	4.509237
-131.5373	4.484749
-130.5196	4.45955
-129.5141	4.433408
-128.4924	4.408638
-127.5088	4.382174
-126.5204	4.356628
-125.4998	4.332893
-124.5205	4.306777
-123.5289	4.28328
-122.5387	4.261357
-121.5515	4.237824
-120.5501	4.219062
-119.5329	4.199193
-118.5191	4.179219
-117.5277	4.158406
-116.5136	4.136085
-115.5111	4.116193
-114.5276	4.095363
-113.5154	4.07599
-112.5212	4.058025
-111.5236	4.037225
-110.5106	4.017541
-109.5276	4.000389
-108.5125	3.978469
-107.516	3.962946
-106.502	3.947482
-105.4742	3.928032
-104.4863	3.91308
-103.4901	3.895489
-102.5225	3.877546
-101.5426	3.862931
-100.5311	3.847068
-99.51334	3.829423
-98.49611	3.812062
-97.50535	3.795378
-96.50196	3.779587
-95.50241	3.764033
-94.50138	3.750189
-93.48886	3.738042
-92.51471	3.723442
-91.52658	3.710431
-90.51067	3.698049
-89.5277	3.681322
-88.51852	3.668958
-87.50533	3.65611
-86.52753	3.6404
-85.50713	3.627832
-84.50766	3.614466
-83.5231	3.601838
-82.51361	3.591022
-81.50575	3.581172
-80.48405	3.572168
-79.47255	3.559723
-78.4756	3.547353
-77.49902	3.535824
-76.51366	3.51986
-75.52448	3.508853
-74.52463	3.498966
-73.50831	3.485566
-72.5244	3.476644
-71.50464	3.467143
-70.51956	3.456702
-69.52106	3.44887
-68.50711	3.439899
-67.52391	3.430539
-66.5172	3.420718
-65.52017	3.410287
-64.52515	3.40198
-63.5271	3.391309
-62.51947	3.382432
-61.51382	3.375567
-60.50312	3.364307
-59.50279	3.356122
-58.49598	3.348382
-57.49569	3.33822
-56.48787	3.33095
-55.4825	3.323189
-54.48589	3.314022
-53.48798	3.306282
-52.50716	3.29757
-51.49814	3.288145
-50.48581	3.279619
-49.50171	3.270668
-48.49066	3.26457
-47.51366	3.257022
-46.53524	3.248252
-45.5229	3.242829
-44.52921	3.232815
-43.5132	3.225901
-42.51496	3.220973
-41.5218	3.210105
-40.51419	3.203468
-39.5286	3.196841
-38.52935	3.188237
-37.5266	3.181545
-36.53555	3.174465
-35.51378	3.166347
-34.50198	3.159289
-33.51032	3.152777
-32.51188	3.146312
-31.54233	3.138618
-30.54784	3.133789
-29.50504	3.130164
-28.49234	3.122303
-27.46919	3.116035
-26.45021	3.107187
-25.4892	3.096201
-24.50892	3.089866
-23.50648	3.083077
-22.51816	3.075938
-21.50422	3.071712
-20.46665	3.065148
-19.46441	3.058963
-18.46956	3.053422
-17.46788	3.045563
-16.47414	3.040439
-15.4937	3.034131
-14.49563	3.027305
-13.48833	3.021519
-12.50914	3.012414
-11.50922	3.005144
-10.50208	3.000081
-9.498256	2.992079
-8.492256	2.98729
-7.465568	2.982182
-6.452606	2.973618
-5.449582	2.96815
-4.434176	2.961743
-3.46241	2.950634
-2.483631	2.94388
-1.51695	2.936423
-0.5650758	2.929382
0.4270307	2.924157
1.408036	2.918174
2.395806	2.913761
3.38851	2.90507
4.388594	2.900347
5.379421	2.89463
6.380318	2.885938
7.384007	2.882831
8.37962	2.879927
9.385519	2.874551
10.37555	2.870438
11.37425	2.864113
12.36363	2.856431
13.34984	2.849211
14.33685	2.843194
15.3361	2.839743
16.33882	2.834113
17.33131	2.831663
18.37844	2.829532
19.37497	2.823452
20.39042	2.821792
21.41889	2.817925
22.40499	2.811777
23.41468	2.80791
24.40395	2.802478
25.39893	2.796278
26.38647	2.792454
27.37988	2.788119
28.37517	2.786023
29.3653	2.783653
30.36111	2.780014
31.3541	2.778828
32.3576	2.774614
33.34441	2.772098
34.34504	2.774043
35.35863	2.771857
36.35755	2.76991
37.37239	2.768551
38.37154	2.763476
39.36342	2.761423
40.34519	2.761422
41.34522	2.760262
42.34422	2.759095
43.34052	2.757477
44.33641	2.754986
45.32915	2.75421
46.33261	2.754884
47.34673	2.758702
48.38675	2.758218
49.40862	2.757892
50.41575	2.757041
51.38823	2.752089
52.36598	2.752089
53.34356	2.751678
54.33	2.749781
55.32144	2.751192
56.31584	2.750809
57.30685	2.749924
58.30419	2.753377
59.32745	2.754004
60.33314	2.756274
61.34518	2.757406
62.34359	2.755658
63.34471	2.755347
64.33789	2.75387
65.32119	2.755307
66.33083	2.757853
67.31454	2.759079
68.3135	2.762267
69.32438	2.764789
70.31042	2.764683
71.33518	2.767897
72.33359	2.769366
73.33091	2.769099
74.31985	2.770316
75.31246	2.769556
76.31744	2.769072
77.30946	2.770155
78.32494	2.772757
79.32111	2.776367
80.33276	2.778448
81.32915	2.781208
82.33894	2.782527
83.33769	2.78196
84.31655	2.784434
85.33984	2.786654
86.32928	2.786662
87.32601	2.787586
88.33153	2.788007
89.31856	2.787222
90.31544	2.789099
91.33396	2.791884
92.33649	2.793095
93.33521	2.793084
94.33418	2.792613
95.30827	2.79362
96.31561	2.795221
97.34185	2.799531
98.36387	2.803677
98.97228	2.743938
99.06406	2.656221
98.64462	2.547637
97.71336	2.42138
96.69529	2.342347
95.68585	2.278609
94.68224	2.222689
93.65324	2.172711
92.66185	2.126376
91.65494	2.084118
90.63037	2.045318
89.67242	2.009412
88.67399	1.97726
87.69429	1.944401
86.70712	1.913147
85.70016	1.885147
84.681	1.855344
83.65695	1.828493
82.65747	1.803074
81.64056	1.774822
80.6546	1.75178
79.66433	1.728881
78.65572	1.705339
77.67136	1.687504
76.67345	1.666305
75.66994	1.646626
74.69084	1.626966
73.69466	1.605123
72.68739	1.587054
71.69115	1.568786
70.67464	1.552735
69.66347	1.536972
68.68101	1.51925
67.69411	1.502065
66.68391	1.485558
65.68433	1.468833
64.67236	1.454219
63.67308	1.439546
62.68403	1.423087
61.67699	1.408449
60.67203	1.392737
59.66605	1.37844
58.66412	1.365896
57.68062	1.352354
56.69325	1.340344
55.69827	1.326189
54.70969	1.312829
53.71379	1.300485
52.71324	1.286625
51.69915	1.276289
50.71558	1.266147
49.7	1.25369
48.69583	1.242291
47.68636	1.229043
46.66232	1.214526
45.6637	1.20281
44.6698	1.191366
43.68258	1.180294
42.67579	1.169498
41.68429	1.158687
40.67539	1.149095
39.6774	1.138626
38.68065	1.13017
37.67705	1.121509
36.67622	1.109443
35.661	1.098728
34.66151	1.0881
33.66962	1.076456
32.67097	1.068466
31.69474	1.061235
30.71194	1.052748
29.69636	1.045085
28.70912	1.036546
27.70437	1.0274
26.70045	1.018093
25.72325	1.009968
24.72883	1.001688
23.71834	0.9918033
22.70435	0.9825963
21.7106	0.9746055
20.69397	0.9657777
19.70428	0.9589304
18.73082	0.9528148
17.71863	0.9435319
16.71331	0.9356116
15.7102	0.9276461
14.71673	0.9187902
13.71753	0.9128028
12.72755	0.9077014
11.73514	0.9027008
10.73332	0.8958325
9.744599	0.8869972
8.753274	0.878634
7.755983	0.8686991
6.742106	0.8607854
5.740594	0.8554476
4.742323	0.8474004
3.738833	0.841138
2.746078	0.8360732
1.746028	0.8290711
0.7397301	0.8238049
-0.251263	0.8192312
-1.215285	0.8159323
-2.188647	0.8104839
-3.143346	0.8030782
-4.118021	0.7952289
-5.135968	0.7865181
-6.143363	0.7803756
-7.147667	0.7769
-8.144742	0.7700272
-9.149611	0.7618026
-10.14699	0.7542376
-11.1721	0.7443679
-12.18271	0.7385941
-13.16764	0.73313
-14.15264	0.7250068
-15.1294	0.7185123
-16.14617	0.711967
-17.15426	0.7047917
-18.16541	0.700515
-19.17195	0.69686
-20.15875	0.6918001
-21.14609	0.6861359
-22.15363	0.6802118
-23.14315	0.6739069
-24.14451	0.6686785
-25.15554	0.6652123
-26.12332	0.6607518
-27.12525	0.6535429
-28.14258	0.6461025
-29.12521	0.6378002
-30.15815	0.6283973
-31.16751	0.6230031
-32.14006	0.6171435
-33.15334	0.6098654
-34.15908	0.6048821
-35.16831	0.5978378
-36.15657	0.5923498
-37.16229	0.5878767
-38.15031	0.5840783
-39.1382	0.5805608
-40.16297	0.5740694
-41.15022	0.5684843
-42.14305	0.56353
-43.155	0.5569919
-44.15126	0.5530632
-45.15829	0.5496139
-46.16201	0.5417416
-47.15428	0.5364044
-48.15947	0.5308394
-49.16108	0.5238665
-50.1579	0.5194524
-51.15324	0.5146208
-52.13738	0.50883
-53.13603	0.5014908
-54.14762	0.4935994
-55.15621	0.4876679
-56.1748	0.4805323
-57.18265	0.4755512
-58.18365	0.4729801
-59.19662	0.4660532
-60.19759	0.4604333
-61.20322	0.4569144
-62.18469	0.4488103
-63.16608	0.4464191
-64.13568	0.4435264
-65.13502	0.4378397
-66.1721	0.4323726
-67.17953	0.4254484
-68.21105	0.418612
-69.2123	0.4131791
-70.20125	0.4081936
-71.19822	0.4039989
-72.18633	0.3994972
-73.18375	0.3940964
-74.17923	0.3924893
-75.1775	0.3856739
-76.16695	0.3806521
-77.14386	0.3762401
-78.1313	0.3671397
-79.1338	0.362228
-80.13836	0.3566538
-81.15396	0.350177
-82.1751	0.3456449
-83.1829	0.3392404
-84.18803	0.3320204
-85.19823	0.3239303
-86.1821	0.3178026
-87.16666	0.3127749
-88.16653	0.3055914
-89.16459	0.300753
-90.15729	0.2956255
-91.16327	0.2854722
-92.1559	0.2795909
-93.15332	0.2746278
-94.15294	0.2670158
-95.16603	0.2635008
-96.16746	0.258565
-97.15555	0.2503197
-98.16681	0.2442463
-99.14809	0.2385421
-100.1592	0.2314508
-101.1511	0.2249764
-102.1294	0.2176446
-103.123	0.2098884
-104.1102	0.2004014
-105.1255	0.1910008
-106.1519	0.1834148
-107.159	0.1733982
-108.1783	0.165212
-109.1627	0.1585311
-110.159	0.1477077
-111.1749	0.139906
-112.1712	0.1315417
-113.2005	0.1229705
-114.2048	0.1162604
-115.2028	0.10778
-116.1852	0.09956896
-117.1621	0.08885514
-118.1847	0.07691212
-119.1947	0.06704077
-120.2108	0.05637049
-121.2311	0.04681167
-122.2094	0.03941863
-123.1992	0.0276499
-124.198	0.01735652
-125.174	0.006956193
-126.1843	-0.005479181
-127.194	-0.01540753
-128.1933	-0.02669353
-129.2115	-0.03921079
-130.2064	-0.0520661
-131.2049	-0.06672718
-132.1925	-0.07983111
-133.1794	-0.09274575
-134.1832	-0.1050998
-135.1699	-0.1170635
-136.187	-0.1320994
-137.2045	-0.1470499
-138.2005	-0.1612381
-139.1937	-0.1778348
-140.189	-0.1923014
-141.1815	-0.2069878
-142.1598	-0.2257199
-143.1716	-0.2404579
-144.1754	-0.2572233
-145.1829	-0.274807
-146.1945	-0.2897056
-147.1829	-0.308418
-148.1716	-0.3273437
-149.1714	-0.3469857
-150.1629	-0.3680716
-151.1683	-0.3867105
-152.1639	-0.4065875
-153.1544	-0.4246791
-154.1314	-0.4421561
-155.1385	-0.4656929
-156.1454	-0.4891756
-157.146	-0.5144886
-158.1885	-0.5439328
-159.1925	-0.5684019
-160.201	-0.5927507
-161.1958	-0.6192647
-162.2083	-0.6437302
-163.2109	-0.6692553
-164.2216	-0.6956416
-165.2236	-0.7219875
-166.1926	-0.7488852
-167.1834	-0.7775802
-168.1791	-0.8106996
-169.194	-0.8441727
-170.217	-0.8762399
-171.2116	-0.9112542
-172.2192	-0.9413928
-173.1866	-0.9715765
-174.1697	-1.008031
-175.1715	-1.043276
-176.1539	-1.081664
-177.1774	-1.122127
-178.1768	-1.160859
-179.1838	-1.200481
-180.1752	-1.241411
-181.1573	-1.284925
-182.1589	-1.329379
-183.1437	-1.373137
-184.1345	-1.419328
-185.1473	-1.465603
-186.1301	-1.509525
-187.1374	-1.560403
-188.1398	-1.611503
-189.1367	-1.662717
-190.1577	-1.717454
-191.1521	-1.768581
-192.1551	-1.820352
-193.1587	-1.875467
-194.1525	-1.933531
-195.141	-1.995366
-196.1435	-2.057687
-197.1363	-2.120742
-198.1336	-2.185249
-199.137	-2.249131
-200.1332	-2.3165
-201.133	-2.385495
-202.1307	-2.45209
-203.1325	-2.522175
-204.1079	-2.592165
-205.0836	-2.661094
-206.0875	-2.737044
-207.0782	-2.815263
-208.1089	-2.897844
-209.1404	-2.984758
-210.1333	-3.068208
-211.1316	-3.152978
-212.1291	-3.237746
-213.1202	-3.324754
-214.1156	-3.416246
-215.1224	-3.507045
-216.1348	-3.600222
-217.1271	-3.692205
-218.1266	-3.784715
-219.1438	-3.884417
-220.1396	-3.986096
-221.1623	-4.08994
-222.1748	-4.196805
-223.1649	-4.300999
-224.1661	-4.404276
-225.16	-4.5102
-226.1542	-4.618195
-227.1581	-4.727665
-228.1732	-4.838815
-229.1588	-4.950886
-230.1565	-5.062109
-231.1485	-5.173177
-232.1184	-5.291178
-233.1141	-5.413836
-234.1104	-5.53775
-235.116	-5.668341
-236.122	-5.795125
-237.1287	-5.91895
-238.1356	-6.047318
-239.1277	-6.172366
-240.1176	-6.29944
-241.1257	-6.430456
-242.1369	-6.557885
-243.1388	-6.68906
-244.1369	-6.824512
-245.1384	-6.96195
-246.1398	-7.103471
-247.1486	-7.242723
-248.1609	-7.381377
-249.1533	-7.517889
-250.1364	-7.651215
-251.1224	-7.79332
-252.1118	-7.934359
-253.0988	-8.076685
-254.0968	-8.226064
-255.0947	-8.368295
-256.0826	-8.508307
-257.0786	-8.65281
-258.0959	-8.795407
-259.0931	-8.941606
-260.1155	-9.090756
-261.1307	-9.237422
-262.1361	-9.384196
-263.1369	-9.528206
-264.1345	-9.678394
-265.1552	-9.82838
-266.14	-9.97292
-267.1525	-10.12357
-268.1625	-10.26754
-269.1242	-10.40458
-270.1122	-10.5521
-271.1122	-10.69734
-272.1103	-10.84226
-273.1329	-10.99526
-274.1643	-11.1423
-275.1615	-11.28628
-276.1537	-11.42913
-277.1537	-11.57102
-278.1485	-11.71158
-279.1427	-11.84543
-280.1382	-11.98156
-281.1147	-12.11397
-282.0883	-12.23925
-283.0793	-12.37768
-284.0933	-12.51663
-285.1171	-12.65496
-286.1313	-12.80051
-287.1643	-12.93746
-288.1474	-13.06719
-289.1388	-13.19588
-290.1264	-13.32087
-291.1218	-13.44687
-292.1296	-13.57169
-293.1441	-13.69645
-294.1382	-13.82195
-295.1322	-13.94051
-296.1301	-14.06435
-297.1263	-14.18797
-298.1434	-14.30209
-299.1268	-14.41899
-300.1295	-14.5296
-301.1113	-14.63262
-302.1115	-14.74238
-303.1154	-14.84976
-304.1152	-14.95712
-305.1237	-15.06723
-306.1049	-15.16953
-307.1013	-15.26816
-308.0911	-15.36433
-309.0778	-15.45875
-310.098	-15.55795
-311.0992	-15.65548
-312.0916	-15.75211
-313.1174	-15.84723
-314.0963	-15.93413
-315.1096	-16.02466
-316.1201	-16.11287
-317.1034	-16.19521
-318.1263	-16.27795
-319.1201	-16.34905
-320.1122	-16.41419
-321.1052	-16.48264
-322.1075	-16.55052
-323.1097	-16.62453
-324.1309	-16.69905
-325.1435	-16.76779
-326.1399	-16.83374
-327.1531	-16.88941
-328.1639	-16.94403
-329.1652	-16.99524
-330.1512	-17.03759
-331.1347	-17.08455
-332.1313	-17.12685
-333.1177	-17.1636
-334.1188	-17.21065
-335.1175	-17.25376
-336.0982	-17.29474
-337.1172	-17.33966
-338.1229	-17.3726
-339.1158	-17.39922
-340.122	-17.42349
-341.1257	-17.4464
-342.1251	-17.46997
-343.141	-17.49183
-344.1387	-17.5146
-345.1215	-17.53014
-346.1133	-17.53948
-347.1142	-17.55316
-348.1222	-17.56028
-349.1344	-17.56353
-350.1489	-17.5694
-351.1428	-17.56629
-352.1189	-17.56013
-353.12	-17.5581
-354.1264	-17.55274
-355.1254	-17.54784
-356.1409	-17.53938
-357.1444	-17.52356
-358.127	-17.50306
-359.1375	-17.47657
-360.1273	-17.45467
-361.1166	-17.43775
-362.1347	-17.41816
-363.1427	-17.40195
-364.1565	-17.37974
-365.1636	-17.34704
-366.1569	-17.31692
-367.1429	-17.28178
-368.1422	-17.24175
-369.1414	-17.20237
-370.1252	-17.15704
-371.117	-17.10768
-372.1177	-17.05935
-373.1021	-17.01373
-374.1117	-16.96885
-375.1205	-16.92037
-376.1125	-16.871
-377.1242	-16.81478
-378.1152	-16.75164
-379.1154	-16.69167
-380.1229	-16.62959
-381.114	-16.56452
-382.124	-16.50397
-383.124	-16.43596
-384.1113	-16.36522
-385.119	-16.29631
-386.1052	-16.22458
-387.1198	-16.15672
-388.1281	-16.08603
-389.1232	-16.01207
-390.1367	-15.93646
-391.1093	-15.85661
-392.1171	-15.77885
-393.1159	-15.70165
-394.0988	-15.62071
-395.0897	-15.54137
-396.0771	-15.45806
-397.0701	-15.37116
-398.0916	-15.28885
-399.1018	-15.2036
-400.1155	-15.11932
-401.1321	-15.03546
-402.1191	-14.94656
-403.1048	-14.8594
-404.0698	-14.77044
-405.0504	-14.68193
-406.0404	-14.59544
-407.0597	-14.5042
-408.061	-14.41333
-409.0524	-14.31954
-410.0547	-14.22262
-411.0183	-14.13107
-412.0261	-14.04073
-413.0358	-13.95056
-414.0562	-13.86344
-415.0876	-13.77238
-416.0985	-13.68024
-417.099	-13.58918
-418.0911	-13.49692
-419.0959	-13.40525
-420.1024	-13.31162
-421.1201	-13.218
-422.1155	-13.12469
-423.1199	-13.03111
-424.1144	-12.94081
-425.1058	-12.85107
-426.1142	-12.76007
-427.1355	-12.67079
-428.1481	-12.57885
-429.1391	-12.48478
-430.1356	-12.39443
-431.0988	-12.30209
-432.0995	-12.21118
-433.1121	-12.12305
-434.1142	-12.0334
-435.1242	-11.94501
-436.1253	-11.85718
-437.1357	-11.77042
-438.1369	-11.68448
-439.1272	-11.59794
-440.1292	-11.51267
-441.1215	-11.42725
-442.1193	-11.34076
-443.1315	-11.25813
-444.1322	-11.17546
-445.1299	-11.09182
-446.1373	-11.01123
-447.1356	-10.92846
-448.1288	-10.84461
-449.1349	-10.76357
-450.1331	-10.68329
-451.1475	-10.60316
-452.1443	-10.52604
-453.1624	-10.44985
-454.1646	-10.37281
-455.1497	-10.29771
-456.1553	-10.22382
-457.1452	-10.14824
-458.1435	-10.07347
-459.1371	-9.999113
-460.1216	-9.923987
-461.0852	-9.850239
-462.0832	-9.779861
-463.0942	-9.710303
-464.0781	-9.642406
-465.09	-9.575094
-466.088	-9.506454
-467.0814	-9.438778
-468.1075	-9.370393
