Funcionalizado DHDP 3mM	Funcionalizado DHDP 3mM
	-38.7991	3.404125
	-38.88745	3.403266
	-39.0008	3.407359
	-39.08648	3.404298
	-39.21381	3.400316
	-39.29301	3.400336
	-39.43549	3.398772
	-39.5049	3.393965
	-39.61683	3.395436
	-39.70154	3.388449
	-39.81517	3.38848

-34.38735	3.53641
	-34.5352	3.433848
	-34.58864	3.414946
	-34.70749	3.412835
	-34.79449	3.413037
	-34.91299	3.410575
	-35.0277	3.413671
	-35.05462	3.412027
	-35.20639	3.411901
	-35.2726	3.4125
	-35.42615	3.411457
	-35.48772	3.410949
	-35.61159	3.409385
	-35.70684	3.409516
	-35.82982	3.409728
	-35.93901	3.412304
	-36.02463	3.411927
	-36.10848	3.410933
	-36.2281	3.413755
	-36.34253	3.410457
	-36.43255	3.405948
	-36.49312	3.413024
	-36.6238	3.409052
	-36.71683	3.406027
	-36.82177	3.412387
	-36.89476	3.405311
	-37.00028	3.403982
	-37.1466	3.407152
	-37.23154	3.404793
	-37.34527	3.403521
	-37.42565	3.406754
	-37.52937	3.402542
	-37.62894	3.40129
	-37.70272	3.401287
	-37.78219	3.398397
	-37.92085	3.396603
	-38.00028	3.399684
	-38.11277	3.397874
	-38.21007	3.391912
	-38.2971	3.393668
	-38.42143	3.390743
	-38.53329	3.38599
	-38.6253	3.388997
	-38.71296	3.380544
	-38.80093	3.380636

-33.38687	3.530035
	-33.53724	3.426597
	-33.58696	3.407155
	-33.68321	3.405345
	-33.78874	3.40716
	-33.9149	3.40365
	-34.03468	3.404463
	-34.05884	3.407856
	-34.20879	3.404479
	-34.25436	3.404423
	-34.38678	3.405947
	-34.47547	3.406049
	-34.62578	3.402271
	-34.71117	3.404946
	-34.79853	3.402946
	-34.92774	3.404764
	-35.013	3.406734
	-35.08671	3.405873
	-35.22403	3.404685
	-35.35343	3.405744
	-35.40485	3.39972
	-35.47982	3.406669
	-35.61396	3.40386
	-35.69572	3.401461
	-35.80639	3.405358
	-35.91463	3.399977
	-36.00922	3.39792
	-36.12103	3.400257
	-36.24606	3.398711
	-36.33954	3.398897
	-36.44252	3.399949
	-36.52531	3.398725
	-36.63301	3.39569
	-36.7159	3.394045
	-36.77833	3.393178
	-36.92216	3.390853
	-36.99365	3.39257
	-37.06863	3.39225
	-37.21019	3.385511
	-37.31363	3.387347
	-37.43647	3.385619
	-37.53114	3.382225
	-37.61262	3.386049
	-37.73185	3.376053
	-37.78995	3.375674

-32.37601	3.525747
	-32.53666	3.421541
	-32.58282	3.401557
	-32.68584	3.400779
	-32.79892	3.402586
	-32.89021	3.398715
	-33.04105	3.396482
	-33.04723	3.401418
	-33.21838	3.397941
	-33.26654	3.396175
	-33.39155	3.399082
	-33.48915	3.399439
	-33.6305	3.395443
	-33.71043	3.399184
	-33.80547	3.39613
	-33.91817	3.396603
	-33.99942	3.40081
	-34.10723	3.399944
	-34.21339	3.396734
	-34.34618	3.400589
	-34.39775	3.3933
	-34.49146	3.398539
	-34.61658	3.396619
	-34.66742	3.398009
	-34.83191	3.397869
	-34.91164	3.39561
	-34.97751	3.392433
	-35.10706	3.394088
	-35.23858	3.394694
	-35.31469	3.395023
	-35.43526	3.394182
	-35.53455	3.394378
	-35.62419	3.391818
	-35.70609	3.388325
	-35.80068	3.389369
	-35.92019	3.385041
	-35.97215	3.38528
	-36.06823	3.386849
	-36.20536	3.380026
	-36.33546	3.379733
	-36.42241	3.379969
	-36.52991	3.377189
	-36.61304	3.379497
	-36.70061	3.372177
	-36.77147	3.368412

-31.39695	3.518655
	-31.52675	3.415098
	-31.57992	3.395521
	-31.67497	3.394171
	-31.79623	3.394074
	-31.90556	3.392457
	-32.04171	3.388646
	-32.05853	3.394621
	-32.21193	3.391235
	-32.29648	3.389506
	-32.38662	3.392344
	-32.48258	3.39381
	-32.63803	3.390421
	-32.70377	3.394936
	-32.80753	3.392978
	-32.92465	3.391447
	-32.99678	3.394669
	-33.12633	3.391685
	-33.20812	3.391111
	-33.34934	3.394001
	-33.39119	3.387477
	-33.50068	3.389424
	-33.59421	3.391468
	-33.66267	3.392249
	-33.82275	3.389632
	-33.94157	3.39024
	-33.97411	3.386091
	-34.11398	3.386978
	-34.24892	3.38995
	-34.3007	3.39007
	-34.43394	3.389999
	-34.53576	3.388907
	-34.59966	3.388033
	-34.69881	3.382964
	-34.80396	3.386276
	-34.91746	3.380176
	-34.9947	3.379572
	-35.056	3.380262
	-35.21123	3.37666
	-35.33485	3.3732
	-35.41216	3.374866
	-35.52975	3.374048
	-35.60003	3.372383
	-35.69685	3.366536
	-35.76505	3.361254

-30.36967	3.512894
	-30.51978	3.407362
	-30.58678	3.393
	-30.6821	3.390225
	-30.80296	3.386262
	-30.90843	3.38512
	-31.03374	3.382505
	-31.07264	3.38696
	-31.22441	3.385325
	-31.29316	3.382814
	-31.40764	3.38345
	-31.49872	3.386591
	-31.63923	3.384417
	-31.70696	3.386947
	-31.80442	3.386528
	-31.93443	3.383786
	-31.98945	3.385669
	-32.09367	3.38314
	-32.23014	3.38413
	-32.32887	3.389662
	-32.39501	3.383457
	-32.49952	3.381978
	-32.59748	3.386007
	-32.68351	3.387998
	-32.8183	3.384396
	-32.93801	3.385961
	-33.01834	3.382358
	-33.11224	3.383221
	-33.23624	3.383918
	-33.30494	3.384588
	-33.42033	3.382529
	-33.51082	3.382233
	-33.62007	3.381174
	-33.70684	3.377499
	-33.81983	3.380971
	-33.89396	3.375713
	-33.99619	3.373008
	-34.01632	3.374505
	-34.21439	3.372472
	-34.33335	3.366494
	-34.41901	3.369454
	-34.5188	3.369855
	-34.59309	3.366151
	-34.6825	3.361473
	-34.78121	3.355127

-29.37078	3.51026
	-29.49122	3.403695
	-29.5811	3.390028
	-29.66942	3.387545
	-29.78666	3.381841
	-29.90813	3.382569
	-30.03094	3.379434
	-30.08543	3.381668
	-30.21409	3.382802
	-30.31232	3.378667
	-30.39173	3.376614
	-30.50919	3.381295
	-30.63017	3.380027
	-30.69634	3.380388
	-30.80648	3.381915
	-30.94313	3.376629
	-30.98971	3.379487
	-31.09884	3.378218
	-31.23426	3.377932
	-31.3284	3.382826
	-31.41249	3.378126
	-31.48868	3.374737
	-31.60858	3.379322
	-31.67731	3.382554
	-31.8285	3.377657
	-31.94513	3.37881
	-32.00042	3.377066
	-32.13171	3.378047
	-32.22015	3.377245
	-32.30934	3.378968
	-32.39441	3.378134
	-32.49473	3.37512
	-32.6279	3.376009
	-32.68979	3.373436
	-32.83469	3.375506
	-32.88205	3.371293
	-33.01976	3.369383
	-33.046	3.369015
	-33.21979	3.367048
	-33.32734	3.360158
	-33.40714	3.362392
	-33.52907	3.361836
	-33.61327	3.35832
	-33.6722	3.355113
	-33.79723	3.348611

-28.38931	3.502026
	-28.48235	3.395284
	-28.57405	3.381659
	-28.6421	3.38065
	-28.77219	3.372749
	-28.91726	3.374185
	-29.01074	3.374915
	-29.08093	3.37434
	-29.20862	3.378368
	-29.29856	3.376525
	-29.38853	3.37265
	-29.49036	3.379106
	-29.60483	3.377704
	-29.66902	3.375998
	-29.80236	3.378778
	-29.93288	3.37312
	-29.98112	3.374579
	-30.0897	3.375234
	-30.23428	3.374145
	-30.34206	3.376494
	-30.43526	3.374002
	-30.48475	3.369486
	-30.61187	3.374462
	-30.68456	3.376157
	-30.80514	3.372618
	-30.93727	3.372497
	-31.01695	3.370964
	-31.14272	3.372124
	-31.20845	3.370789
	-31.31858	3.372217
	-31.39935	3.371702
	-31.48923	3.365905
	-31.62322	3.369959
	-31.6754	3.367818
	-31.83335	3.366848
	-31.89004	3.365155
	-32.02426	3.364109
	-32.07294	3.361143
	-32.22841	3.362502
	-32.31905	3.354717
	-32.39523	3.35609
	-32.51768	3.356056
	-32.63196	3.351798
	-32.69572	3.347908
	-32.81567	3.344396

-27.38348	3.496672
	-27.48817	3.388084
	-27.5804	3.374637
	-27.65534	3.374352
	-27.77996	3.366005
	-27.91732	3.366098
	-28.00661	3.368735
	-28.07339	3.366207
	-28.20066	3.371451
	-28.28151	3.369931
	-28.38382	3.363837
	-28.50068	3.369845
	-28.60119	3.36929
	-28.67371	3.364801
	-28.78594	3.370858
	-28.92155	3.365013
	-28.96779	3.366514
	-29.06326	3.368601
	-29.21223	3.366721
	-29.32204	3.371652
	-29.41653	3.371057
	-29.47417	3.367143
	-29.61608	3.370668
	-29.68479	3.372322
	-29.7829	3.371183
	-29.91274	3.367939
	-29.99754	3.366841
	-30.12505	3.369976
	-30.19579	3.366004
	-30.30505	3.367459
	-30.40545	3.366014
	-30.46449	3.360379
	-30.63706	3.364044
	-30.66969	3.362738
	-30.85561	3.360479
	-30.87261	3.360368
	-31.0122	3.358954
	-31.08571	3.355622
	-31.226	3.356148
	-31.32355	3.349166
	-31.39617	3.348179
	-31.53179	3.350778
	-31.64341	3.344882
	-31.70234	3.341009
	-31.83231	3.341258

-26.38332	3.493321
	-26.49786	3.381367
	-26.59871	3.365654
	-26.63828	3.366792
	-26.76919	3.35998
	-26.91465	3.360362
	-26.99757	3.362957
	-27.07978	3.359246
	-27.18009	3.362904
	-27.28827	3.364191
	-27.38288	3.357799
	-27.48262	3.362674
	-27.58191	3.362009
	-27.68227	3.358995
	-27.78608	3.362661
	-27.91295	3.358752
	-27.95905	3.359875
	-28.09693	3.362404
	-28.18402	3.359649
	-28.3295	3.363449
	-28.41073	3.360839
	-28.49462	3.358724
	-28.59545	3.363518
	-28.6638	3.36331
	-28.77815	3.36286
	-28.90739	3.359331
	-28.95043	3.358105
	-29.11539	3.361656
	-29.17279	3.360353
	-29.28815	3.362986
	-29.41186	3.363176
	-29.46625	3.357247
	-29.607	3.360481
	-29.66262	3.359287
	-29.83626	3.35581
	-29.86553	3.355844
	-30.01349	3.356576
	-30.11205	3.352037
	-30.22677	3.35196
	-30.33023	3.346578
	-30.3862	3.344003
	-30.5241	3.345997
	-30.6523	3.339318
	-30.7328	3.335628
	-30.82689	3.338134

-25.39534	3.484149
	-25.5106	3.370394
	-25.60617	3.354392
	-25.67743	3.357676
	-25.79222	3.351174
	-25.90945	3.349397
	-25.99299	3.354255
	-26.07603	3.349436
	-26.19493	3.35391
	-26.26838	3.357053
	-26.39399	3.353552
	-26.46751	3.356523
	-26.56709	3.35659
	-26.68408	3.351534
	-26.78599	3.354897
	-26.9134	3.355479
	-26.95337	3.354637
	-27.09278	3.354937
	-27.17615	3.356167
	-27.32679	3.356517
	-27.40724	3.351019
	-27.51256	3.353271
	-27.58141	3.358093
	-27.66571	3.35512
	-27.76718	3.357497
	-27.90289	3.35079
	-27.96618	3.349144
	-28.08334	3.35509
	-28.17268	3.353922
	-28.28041	3.353427
	-28.40646	3.353567
	-28.49704	3.348944
	-28.59899	3.351919
	-28.66892	3.350654
	-28.82902	3.346445
	-28.87188	3.346712
	-28.96372	3.348855
	-29.08541	3.346827
	-29.21568	3.345949
	-29.30721	3.343718
	-29.36264	3.342406
	-29.49776	3.343002
	-29.62634	3.336685
	-29.71588	3.331689
	-29.79892	3.335687

-24.38148	3.47942
	-24.52486	3.364985
	-24.63447	3.348406
	-24.70643	3.351292
	-24.82446	3.34647
	-24.91306	3.344932
	-25.01268	3.346937
	-25.09348	3.342979
	-25.19152	3.344902
	-25.27802	3.346807
	-25.40613	3.34319
	-25.47841	3.344693
	-25.60152	3.347526
	-25.71238	3.341666
	-25.77892	3.345399
	-25.90652	3.346981
	-25.96573	3.347
	-26.10441	3.344981
	-26.17391	3.347883
	-26.31187	3.348175
	-26.41846	3.342646
	-26.5287	3.345564
	-26.57992	3.353764
	-26.66008	3.34809
	-26.76489	3.351442
	-26.89916	3.343328
	-26.97009	3.342547
	-27.07325	3.348988
	-27.17739	3.346938
	-27.28889	3.346008
	-27.40925	3.346638
	-27.50002	3.344595
	-27.58605	3.344581
	-27.68586	3.345109
	-27.81549	3.339444
	-27.86696	3.339871
	-27.9592	3.342047
	-28.07526	3.340659
	-28.20611	3.335985
	-28.3126	3.337134
	-28.36594	3.333747
	-28.523	3.33531
	-28.61606	3.330306
	-28.70796	3.324077
	-28.77933	3.327004

-23.37598	3.474224
	-23.51906	3.358889
	-23.62736	3.343098
	-23.7002	3.345809
	-23.80274	3.34175
	-23.92081	3.339651
	-24.02664	3.341079
	-24.09806	3.338535
	-24.18649	3.338916
	-24.27903	3.339804
	-24.40908	3.339041
	-24.47609	3.339569
	-24.58912	3.342503
	-24.73225	3.337744
	-24.78129	3.338395
	-24.90205	3.340688
	-24.99236	3.341766
	-25.12227	3.33844
	-25.19377	3.340992
	-25.32191	3.337895
	-25.43045	3.331078
	-25.53804	3.335304
	-25.58944	3.344757
	-25.67675	3.337166
	-25.78417	3.340987
	-25.90418	3.333317
	-25.99219	3.333274
	-26.06998	3.339474
	-26.16859	3.337087
	-26.29178	3.33865
	-26.4043	3.340006
	-26.51011	3.340463
	-26.58721	3.337228
	-26.67173	3.340344
	-26.80153	3.332384
	-26.88549	3.333439
	-26.94946	3.337003
	-27.08495	3.33361
	-27.22725	3.329128
	-27.29861	3.331052
	-27.36847	3.328396
	-27.50982	3.327924
	-27.61674	3.325872
	-27.72644	3.318671
	-27.76122	3.318795

-22.39509	3.466333
	-22.50803	3.353929
	-22.59585	3.336077
	-22.71539	3.338648
	-22.80766	3.335518
	-22.91866	3.333044
	-23.03533	3.332298
	-23.09459	3.333882
	-23.21209	3.33271
	-23.28945	3.331851
	-23.39569	3.334524
	-23.47996	3.33392
	-23.60886	3.337285
	-23.73857	3.33138
	-23.80092	3.334628
	-23.88961	3.333848
	-24.01943	3.338123
	-24.126	3.333318
	-24.206	3.336462
	-24.32548	3.332132
	-24.4204	3.326916
	-24.52059	3.331208
	-24.60479	3.338738
	-24.69578	3.333331
	-24.78453	3.334584
	-24.93102	3.327696
	-25.02142	3.328219
	-25.09078	3.333268
	-25.21515	3.329952
	-25.32847	3.329008
	-25.40107	3.331217
	-25.50184	3.33167
	-25.60301	3.327309
	-25.70646	3.329755
	-25.83515	3.322261
	-25.89528	3.323513
	-25.96022	3.32832
	-26.07636	3.324764
	-26.23164	3.321522
	-26.28257	3.323027
	-26.36882	3.320418
	-26.51522	3.321091
	-26.62007	3.320733
	-26.70156	3.31298
	-26.76408	3.310907

-21.40207	3.462217
	-21.51727	3.351382
	-21.5981	3.331081
	-21.68705	3.331807
	-21.81474	3.329584
	-21.92911	3.326258
	-22.03412	3.325597
	-22.10242	3.329052
	-22.20636	3.326094
	-22.30751	3.3241
	-22.41121	3.326313
	-22.49583	3.325378
	-22.61383	3.329278
	-22.7517	3.324362
	-22.80387	3.328102
	-22.88293	3.324551
	-23.02011	3.330858
	-23.14311	3.326659
	-23.22414	3.328006
	-23.3241	3.326496
	-23.41949	3.323674
	-23.52993	3.323977
	-23.6034	3.332381
	-23.7053	3.328709
	-23.78722	3.327036
	-23.92035	3.324191
	-24.01888	3.324718
	-24.1188	3.327752
	-24.21607	3.324225
	-24.35152	3.324442
	-24.40052	3.328118
	-24.48451	3.328079
	-24.62412	3.324291
	-24.71987	3.325414
	-24.82581	3.318516
	-24.91752	3.318632
	-25.01652	3.32289
	-25.10353	3.316605
	-25.23943	3.315979
	-25.32005	3.312305
	-25.40539	3.308719
	-25.52887	3.311383
	-25.61569	3.310582
	-25.71921	3.304564
	-25.79557	3.299163

-20.41645	3.456625
	-20.50728	3.345118
	-20.57446	3.326138
	-20.6883	3.325344
	-20.80682	3.320879
	-20.93177	3.317962
	-21.01364	3.318545
	-21.08081	3.322539
	-21.23016	3.319743
	-21.30688	3.318101
	-21.40179	3.320449
	-21.49299	3.319454
	-21.60707	3.322934
	-21.76361	3.319977
	-21.81762	3.322867
	-21.87769	3.317524
	-22.00977	3.324304
	-22.13693	3.320143
	-22.23503	3.320697
	-22.34667	3.322722
	-22.40139	3.319043
	-22.52614	3.317534
	-22.58902	3.326014
	-22.72148	3.322483
	-22.79352	3.319278
	-22.93579	3.318932
	-23.02209	3.319814
	-23.11152	3.32093
	-23.22632	3.319249
	-23.34964	3.318773
	-23.41329	3.322923
	-23.47765	3.32362
	-23.63532	3.321161
	-23.70959	3.319848
	-23.82721	3.315738
	-23.93391	3.315026
	-24.02051	3.317365
	-24.1241	3.311877
	-24.21729	3.310328
	-24.28786	3.306275
	-24.43049	3.305091
	-24.49817	3.307026
	-24.60599	3.305843
	-24.73257	3.300243
	-24.81019	3.294404

-19.39856	3.45097
	-19.50828	3.338891
	-19.58909	3.321233
	-19.6883	3.318245
	-19.82506	3.313563
	-19.93369	3.31166
	-20.01574	3.31171
	-20.08425	3.315936
	-20.24186	3.312466
	-20.30569	3.311838
	-20.41078	3.312834
	-20.49101	3.312241
	-20.59958	3.316081
	-20.76147	3.313689
	-20.81709	3.316027
	-20.87633	3.310117
	-21.0179	3.317151
	-21.14222	3.313644
	-21.23967	3.314202
	-21.36224	3.318811
	-21.41429	3.315436
	-21.54121	3.312751
	-21.57769	3.320972
	-21.71351	3.317759
	-21.79949	3.313298
	-21.93016	3.315353
	-22.02712	3.31566
	-22.10345	3.315115
	-22.23305	3.316147
	-22.3637	3.313067
	-22.41822	3.315995
	-22.47147	3.315614
	-22.66051	3.314942
	-22.7207	3.311563
	-22.82907	3.310165
	-22.95409	3.309788
	-23.03985	3.310935
	-23.12455	3.307935
	-23.19307	3.304068
	-23.30454	3.300089
	-23.44426	3.301326
	-23.5114	3.301489
	-23.59764	3.299151
	-23.70744	3.295687
	-23.82919	3.289618

-18.38893	3.447505
	-18.52542	3.331255
	-18.6021	3.31672
	-18.69473	3.313416
	-18.83807	3.306226
	-18.93002	3.305686
	-19.02413	3.306576
	-19.09678	3.307984
	-19.23172	3.307852
	-19.30364	3.305922
	-19.42329	3.305428
	-19.49791	3.305157
	-19.58595	3.308985
	-19.75365	3.30671
	-19.80391	3.308231
	-19.89848	3.303957
	-20.00282	3.309475
	-20.12254	3.306378
	-20.25253	3.30647
	-20.35574	3.312114
	-20.41967	3.309324
	-20.56413	3.305974
	-20.57914	3.315106
	-20.71013	3.310837
	-20.79156	3.306358
	-20.90596	3.308495
	-21.00587	3.309507
	-21.091	3.30876
	-21.19937	3.31185
	-21.33241	3.307879
	-21.4034	3.310681
	-21.48812	3.309543
	-21.65376	3.311147
	-21.70282	3.306895
	-21.83243	3.305874
	-21.96251	3.305779
	-22.01909	3.30471
	-22.11842	3.301826
	-22.18697	3.298186
	-22.32121	3.293744
	-22.43138	3.296118
	-22.52842	3.293929
	-22.57883	3.290649
	-22.70385	3.288179
	-22.81725	3.283262

-17.38427	3.442563
	-17.50083	3.323462
	-17.60694	3.31171
	-17.70804	3.307635
	-17.8351	3.299658
	-17.93047	3.300604
	-18.02332	3.302567
	-18.08867	3.300051
	-18.23445	3.303018
	-18.30416	3.301476
	-18.43579	3.298987
	-18.4958	3.301104
	-18.59828	3.303074
	-18.73579	3.300542
	-18.82392	3.303306
	-18.90001	3.29809
	-19.01178	3.30285
	-19.13504	3.300797
	-19.23011	3.300362
	-19.36342	3.304539
	-19.40827	3.302355
	-19.54227	3.300662
	-19.57827	3.308682
	-19.71976	3.303079
	-19.80916	3.300784
	-19.90327	3.301357
	-20.00773	3.303379
	-20.08415	3.301564
	-20.20703	3.305919
	-20.30971	3.302476
	-20.41442	3.304338
	-20.50465	3.302305
	-20.63308	3.30307
	-20.69265	3.300929
	-20.8238	3.299314
	-20.94835	3.300793
	-20.99633	3.298553
	-21.10516	3.297198
	-21.18097	3.290576
	-21.30122	3.289619
	-21.40529	3.292776
	-21.52245	3.289501
	-21.59401	3.285434
	-21.70212	3.283149
	-21.81243	3.280474

-16.37798	3.441458
	-16.49442	3.319173
	-16.59368	3.307338
	-16.70332	3.303022
	-16.83449	3.296778
	-16.9268	3.298009
	-17.03058	3.298539
	-17.09878	3.294588
	-17.21922	3.298157
	-17.30921	3.297139
	-17.44092	3.29358
	-17.48867	3.297729
	-17.61438	3.295906
	-17.71721	3.293608
	-17.83776	3.298491
	-17.92598	3.292632
	-18.02886	3.29625
	-18.12698	3.296378
	-18.21982	3.295381
	-18.35424	3.296637
	-18.4037	3.295937
	-18.54357	3.297029
	-18.58309	3.300291
	-18.72371	3.298066
	-18.8012	3.295923
	-18.8974	3.293868
	-18.99586	3.29721
	-19.1012	3.295038
	-19.20741	3.298654
	-19.3136	3.297483
	-19.40556	3.297875
	-19.52569	3.294621
	-19.64486	3.295102
	-19.70984	3.294062
	-19.84274	3.291449
	-19.9334	3.293088
	-19.99929	3.292021
	-20.11064	3.28936
	-20.22443	3.285981
	-20.33031	3.284379
	-20.38221	3.286094
	-20.53688	3.282996
	-20.60009	3.278153
	-20.7041	3.276737
	-20.81895	3.275783

-15.39551	3.437987
	-15.49995	3.311904
	-15.58148	3.297405
	-15.69254	3.294769
	-15.81793	3.290498
	-15.90524	3.292307
	-16.00562	3.292747
	-16.10132	3.288055
	-16.20821	3.292965
	-16.30188	3.292538
	-16.42249	3.290748
	-16.46962	3.295299
	-16.63193	3.291091
	-16.70428	3.289479
	-16.8413	3.295711
	-16.92579	3.289753
	-17.02225	3.292745
	-17.12357	3.291717
	-17.21405	3.292911
	-17.32981	3.291252
	-17.40686	3.289463
	-17.53649	3.292449
	-17.58701	3.29314
	-17.70864	3.29389
	-17.80108	3.291521
	-17.90029	3.285831
	-17.97988	3.290895
	-18.1065	3.28784
	-18.20516	3.291305
	-18.3022	3.291377
	-18.38703	3.292363
	-18.53114	3.288343
	-18.62051	3.290769
	-18.73167	3.287802
	-18.86661	3.283529
	-18.91611	3.287076
	-18.98355	3.285076
	-19.11687	3.283887
	-19.2439	3.282365
	-19.32548	3.279749
	-19.38839	3.278971
	-19.52496	3.278021
	-19.61618	3.271918
	-19.70073	3.269378
	-19.82864	3.270426

-14.38441	3.432999
	-14.50181	3.305102
	-14.58261	3.290179
	-14.69639	3.287951
	-14.78099	3.285023
	-14.90898	3.283085
	-14.98361	3.286364
	-15.09402	3.28104
	-15.1996	3.284609
	-15.26911	3.286319
	-15.4137	3.284236
	-15.45154	3.28889
	-15.63442	3.283752
	-15.68615	3.28286
	-15.8354	3.289399
	-15.91322	3.284178
	-16.0123	3.286142
	-16.11556	3.286205
	-16.17788	3.28909
	-16.31183	3.286096
	-16.41001	3.285348
	-16.51725	3.29018
	-16.58075	3.288869
	-16.69074	3.290133
	-16.82368	3.289519
	-16.88848	3.28212
	-17.00641	3.286693
	-17.10024	3.283574
	-17.20821	3.285208
	-17.30929	3.286218
	-17.38474	3.285999
	-17.53774	3.283037
	-17.61893	3.284936
	-17.7275	3.281461
	-17.85575	3.277488
	-17.91635	3.281337
	-18.0007	3.279332
	-18.1237	3.279663
	-18.24142	3.277203
	-18.32659	3.27464
	-18.40834	3.27238
	-18.52531	3.274478
	-18.64152	3.267261
	-18.70106	3.26451
	-18.84785	3.265549

-13.36375	3.429503
	-13.52571	3.299753
	-13.57598	3.283895
	-13.69365	3.284716
	-13.75329	3.279978
	-13.90832	3.277357
	-13.9934	3.279489
	-14.10669	3.27569
	-14.19744	3.275959
	-14.24731	3.278611
	-14.40337	3.277456
	-14.46492	3.279841
	-14.61043	3.27788
	-14.7044	3.274982
	-14.81764	3.281109
	-14.90697	3.278963
	-15.01541	3.279441
	-15.07771	3.278131
	-15.1891	3.282615
	-15.2943	3.278499
	-15.43045	3.278345
	-15.5226	3.282737
	-15.56513	3.281628
	-15.68644	3.283743
	-15.79734	3.282403
	-15.89449	3.275536
	-15.99156	3.280075
	-16.0807	3.277465
	-16.20357	3.278605
	-16.3004	3.282809
	-16.37601	3.280871
	-16.51557	3.280549
	-16.61928	3.282357
	-16.70452	3.277245
	-16.86874	3.27363
	-16.91109	3.276968
	-16.99157	3.274303
	-17.14787	3.276044
	-17.26637	3.272407
	-17.34223	3.270778
	-17.41964	3.266937
	-17.53205	3.268423
	-17.64059	3.262982
	-17.71096	3.259595
	-17.83897	3.260109

-12.36654	3.420835
	-12.53174	3.290724
	-12.59501	3.273666
	-12.69368	3.276472
	-12.73499	3.271446
	-12.90255	3.267807
	-12.98843	3.270508
	-13.09512	3.269821
	-13.19104	3.268214
	-13.24136	3.272289
	-13.3963	3.271993
	-13.46367	3.273142
	-13.58633	3.275368
	-13.70088	3.269175
	-13.79165	3.274277
	-13.89222	3.27408
	-14.01381	3.274788
	-14.08116	3.271365
	-14.16721	3.276287
	-14.27039	3.272155
	-14.44255	3.270619
	-14.50927	3.274975
	-14.55188	3.274588
	-14.66829	3.277483
	-14.7953	3.27507
	-14.89591	3.268903
	-15.00615	3.272209
	-15.07458	3.271368
	-15.19529	3.271304
	-15.30005	3.274567
	-15.3517	3.274245
	-15.48051	3.274807
	-15.62194	3.275799
	-15.69584	3.270459
	-15.836	3.267081
	-15.89689	3.27067
	-15.98027	3.268989
	-16.10979	3.272787
	-16.23885	3.26633
	-16.31548	3.266694
	-16.42613	3.263219
	-16.52567	3.265028
	-16.61942	3.260402
	-16.69943	3.257135
	-16.82792	3.254893

-11.36785	3.413718
	-11.53533	3.286963
	-11.619	3.269882
	-11.71165	3.272839
	-11.75984	3.265675
	-11.9197	3.261495
	-11.99927	3.263404
	-12.10576	3.263602
	-12.19981	3.261076
	-12.26339	3.264281
	-12.40282	3.261596
	-12.46764	3.263144
	-12.57786	3.268295
	-12.71555	3.261409
	-12.79166	3.264501
	-12.88901	3.26547
	-12.99124	3.265684
	-13.06353	3.262543
	-13.1637	3.266997
	-13.28043	3.264741
	-13.43374	3.265712
	-13.50502	3.26947
	-13.54999	3.268959
	-13.67999	3.271587
	-13.77993	3.270791
	-13.90106	3.264558
	-14.0295	3.266213
	-14.07244	3.268437
	-14.19461	3.264846
	-14.29374	3.267218
	-14.37186	3.269414
	-14.49593	3.268928
	-14.61761	3.268239
	-14.67429	3.266365
	-14.82583	3.26163
	-14.89208	3.262762
	-14.97878	3.264567
	-15.10084	3.264736
	-15.23242	3.260278
	-15.31122	3.259427
	-15.40516	3.254643
	-15.52803	3.256463
	-15.59961	3.254469
	-15.69004	3.252094
	-15.80447	3.246585

-10.38919	3.407799
	-10.52234	3.284563
	-10.62468	3.266984
	-10.70116	3.267794
	-10.78014	3.260528
	-10.90327	3.259534
	-11.0124	3.257979
	-11.10424	3.260147
	-11.21524	3.255908
	-11.27905	3.2588
	-11.38901	3.255446
	-11.47639	3.257229
	-11.60375	3.263398
	-11.73644	3.256133
	-11.78752	3.259114
	-11.9025	3.25952
	-12.00989	3.259372
	-12.08178	3.254815
	-12.18655	3.257737
	-12.30695	3.257715
	-12.4272	3.256522
	-12.52737	3.258129
	-12.56149	3.259799
	-12.69707	3.262367
	-12.76968	3.261588
	-12.92171	3.257766
	-13.03461	3.258575
	-13.09411	3.261607
	-13.19631	3.257511
	-13.27991	3.263701
	-13.36543	3.265225
	-13.48159	3.264165
	-13.59497	3.262988
	-13.67063	3.263462
	-13.81438	3.257179
	-13.90064	3.258329
	-13.96851	3.261111
	-14.0729	3.257954
	-14.223	3.253721
	-14.31981	3.253489
	-14.40619	3.247823
	-14.49801	3.249217
	-14.58374	3.248815
	-14.70299	3.246548
	-14.78186	3.239478

-9.385818	3.3984
	-9.511533	3.277621
	-9.621078	3.260668
	-9.697039	3.258122
	-9.797842	3.25326
	-9.89574	3.254221
	-10.00518	3.250018
	-10.08895	3.254424
	-10.21306	3.250773
	-10.28634	3.253511
	-10.38545	3.252241
	-10.43905	3.252975
	-10.61141	3.257956
	-10.72137	3.254783
	-10.78707	3.25452
	-10.92107	3.252904
	-11.00716	3.255452
	-11.08683	3.250184
	-11.18223	3.251976
	-11.31941	3.255433
	-11.4052	3.252209
	-11.51929	3.252504
	-11.57707	3.254802
	-11.68062	3.258184
	-11.78437	3.256179
	-11.92153	3.253284
	-12.03558	3.253824
	-12.08846	3.255929
	-12.20854	3.252327
