Funcionalizado APTES 1mM	Funcionalizado APTES 1mM
mV	uA
Segndos 45	Segndos 45
-97.27757	-0.1126849
-98.27489	-0.1128171
-99.26793	-0.1135041
-100.2756	-0.1138583
-101.2255	-0.1142354
-102.2173	-0.1133576
-103.2037	-0.1132515
-104.1819	-0.1145749
-105.2091	-0.1146691
-106.1944	-0.115478
-107.2142	-0.1159878
-108.2314	-0.1150709
-109.2318	-0.1152134
-110.251	-0.1162765
-111.2585	-0.1177408
-112.2529	-0.1190186
-113.2579	-0.1201924
-114.2613	-0.1204487
-115.2614	-0.1195771
-116.2688	-0.1197974
-117.2731	-0.1207981
-118.2762	-0.1212907
-119.2555	-0.122657
-120.2803	-0.12382
-121.2871	-0.1232816
-122.2837	-0.1227748
-123.294	-0.1237263
-124.2922	-0.1230815
-125.2842	-0.1238182
-126.3027	-0.1254985
-127.3051	-0.1252058
-128.2856	-0.1260179
-129.2548	-0.1277647
-130.2349	-0.1286664
-131.2262	-0.1310726
-132.2435	-0.132099
-133.2741	-0.1318085
-134.2868	-0.1320291
-135.3045	-0.1306299
-136.2848	-0.1318987
-137.2949	-0.1325946
-138.2955	-0.1333648
-139.2777	-0.1350103
-140.2623	-0.1351689
-141.2325	-0.1360219
-142.2234	-0.1368579
-143.2385	-0.1374177
-144.2464	-0.1383103
-145.2716	-0.1399532
-146.2742	-0.1412163
-147.2496	-0.1426886
-148.2605	-0.1444206
-149.2605	-0.1450631
-150.2648	-0.1472846
-151.2676	-0.1482142
-152.2813	-0.1492168
-153.28	-0.1497527
-154.2602	-0.1484979
-155.273	-0.1500028
-156.2378	-0.1512876
-157.2378	-0.1534482
-158.2633	-0.1570838
-159.2669	-0.1585335
-160.2938	-0.1596542
-161.2968	-0.1602768
-162.2922	-0.1601088
-163.306	-0.1622983
-164.29	-0.1644335
-165.2801	-0.1678189
-166.2883	-0.1708789
-167.2593	-0.172971
-168.2814	-0.1755895
-169.2862	-0.1775621
-170.2705	-0.1791446
-171.2932	-0.1812526
-172.2932	-0.1820305
-173.2771	-0.1832948
-174.2657	-0.1858864
-175.265	-0.1872308
-176.256	-0.190352
-177.2757	-0.1926387
-178.2661	-0.1950165
-179.2535	-0.1973031
-180.2378	-0.1986517
-181.2298	-0.2002206
-182.2365	-0.2037615
-183.2309	-0.2069557
-184.2612	-0.2126886
-185.26	-0.2172365
-186.268	-0.2197041
-187.2783	-0.2247723
-188.27	-0.2278694
-189.255	-0.232587
-190.2683	-0.2355308
-191.2756	-0.2384033
-192.2545	-0.2409396
-193.2752	-0.2437418
-194.2494	-0.2482876
-195.2361	-0.2526645
-196.2355	-0.2571587
-197.2265	-0.2626762
-198.2339	-0.266779
-199.2245	-0.2707176
-200.2245	-0.2762448
-201.2325	-0.2794921
-202.2296	-0.2848862
-203.2386	-0.2896951
-204.2327	-0.2939176
-205.1911	-0.298412
-206.1745	-0.3048148
-207.1716	-0.3104568
-208.201	-0.3173785
-209.241	-0.3256992
-210.2636	-0.3317537
-211.2528	-0.3386684
-212.2341	-0.344772
-213.2426	-0.3502883
-214.2461	-0.3568438
-215.2554	-0.3623581
-216.254	-0.3694158
-217.2201	-0.3763663
-218.2091	-0.3807823
-219.2159	-0.3894495
-220.2306	-0.3963634
-221.2674	-0.4040287
-222.2785	-0.4148071
-223.273	-0.4223659
-224.2526	-0.4311414
-225.232	-0.4396799
-226.2423	-0.4481472
-227.2365	-0.4566947
-228.2447	-0.4646619
-229.2478	-0.4739856
-230.2394	-0.4823824
-231.2378	-0.4906837
-232.2386	-0.5015595
-233.251	-0.5100954
-234.247	-0.5181226
-235.265	-0.5296578
-236.2612	-0.5382479
-237.2516	-0.5484565
-238.2686	-0.5616914
-239.2693	-0.5727798
-240.2601	-0.5845146
-241.2618	-0.5972524
-242.2395	-0.6066543
-243.2377	-0.6167817
-244.2504	-0.6260272
-245.2329	-0.6372702
-246.249	-0.6490594
-247.2506	-0.6600104
-248.2668	-0.6741903
-249.2849	-0.6857678
-250.2755	-0.6963474
-251.2705	-0.7103406
-252.258	-0.7216071
-253.2413	-0.7313203
-254.2376	-0.7448235
