Funcionalizado APTES 10mM	Funcionalizado APTES 10mM
mV	uA
Primeros 45	Primeros 45
-599.7408	-1.119259
-599.5161	-1.109585
-599.0201	-1.099251
-598.2789	-1.087883
-597.2877	-1.073272
-596.2804	-1.07032
-595.2995	-1.065583
-594.3221	-1.060512
-593.3279	-1.058204
-592.3281	-1.053251
-591.3393	-1.049345
-590.3313	-1.047152
-589.3198	-1.043488
-588.3329	-1.039874
-587.3144	-1.03722
-586.3169	-1.032903
-585.3362	-1.029979
-584.3319	-1.027636
-583.336	-1.024205
-582.3414	-1.021294
-581.3403	-1.01857
-580.3406	-1.015187
-579.3442	-1.011821
-578.3225	-1.009597
-577.3024	-1.006731
-576.2819	-1.003952
-575.2756	-1.001622
-574.2831	-0.9988364
-573.2849	-0.9952942
-572.2869	-0.9932294
-571.2784	-0.990741
-570.2859	-0.9882357
-569.2943	-0.9861059
-568.3016	-0.9828758
-567.2946	-0.9801384
-566.2868	-0.9766679
-565.2913	-0.9746076
-564.3008	-0.9724638
-563.3159	-0.9700247
-562.327	-0.9681922
-561.334	-0.9652056
-560.3342	-0.9611834
-559.3286	-0.9584789
-558.3463	-0.9556032
-557.3363	-0.9521245
-556.3353	-0.9507732
-555.3469	-0.9483413
-554.3206	-0.9448105
-553.3274	-0.9434007
-552.339	-0.9412287
-551.3464	-0.9387187
-550.3485	-0.9375664
-549.3514	-0.9350294
-548.3267	-0.9317179
-547.3085	-0.9296027
-546.3198	-0.9267961
-545.3162	-0.9240674
-544.3173	-0.9213594
-543.3274	-0.9170321
-542.323	-0.9130057
-541.3021	-0.9103565
-540.3116	-0.9087423
-539.3083	-0.9081984
-538.3146	-0.9078659
-537.36	-0.9064738
-536.3738	-0.9041383
-535.376	-0.902364
-534.3692	-0.9010017
-533.3561	-0.8986216
-532.3514	-0.8977069
-531.3494	-0.8957291
-530.3546	-0.8927833
-529.3468	-0.8905935
-528.3285	-0.887035
-527.337	-0.884242
-526.3384	-0.8819151
-525.3344	-0.8790434
-524.3317	-0.8771014
-523.3395	-0.8749586
-522.3181	-0.871953
-521.3116	-0.8698868
-520.3351	-0.8668891
-519.3204	-0.8639653
-518.3198	-0.8619192
-517.3179	-0.8589934
-516.2939	-0.8561404
-515.3001	-0.8538398
-514.3057	-0.8515472
-513.3239	-0.8496847
-512.3326	-0.8484211
-511.3351	-0.845892
-510.3356	-0.8434294
-509.3145	-0.8412381
-508.3078	-0.8389325
-507.3138	-0.836538
-506.3246	-0.8348072
-505.3494	-0.8327735
-504.368	-0.8295552
-503.3391	-0.8277151
