Sin Funcionlizar	Sin Funcionlizar
mV	uA
Primeros 45	Primeros 45
-178.3815	-0.3146586
-179.3857	-0.3217508
-180.3789	-0.3284159
-181.378	-0.3364328
-182.3924	-0.3443668
-183.3965	-0.3529167
-184.4043	-0.3625937
-185.4033	-0.3716193
-186.3947	-0.3791417
-187.4	-0.3873901
-188.3914	-0.3956048
-189.3892	-0.4031968
-190.3871	-0.4124975
-191.3805	-0.4189398
-192.3802	-0.4265984
-193.373	-0.4359883
-194.3742	-0.4442325
-195.3835	-0.4548649
-196.3667	-0.4643587
-197.3745	-0.4736013
-198.3838	-0.4838843
-199.3707	-0.494675
-200.3804	-0.5063375
-201.3873	-0.5171087
-202.3656	-0.5278955
-203.368	-0.5382641
-204.3632	-0.5475966
-205.3549	-0.5582793
-206.3649	-0.5689446
-207.3508	-0.5802047
-208.3644	-0.5915186
-209.3531	-0.6025858
-210.3478	-0.6126976
-211.337	-0.6228141
-212.3314	-0.6339272
-213.3435	-0.6448942
-214.3622	-0.6566116
-215.3843	-0.6678187
-216.3856	-0.6787915
-217.3777	-0.6898959
-218.3499	-0.7014421
-219.3502	-0.7145866
-220.3362	-0.7263178
-221.3492	-0.7383776
-222.3701	-0.7494769
-223.3594	-0.7592137
-224.375	-0.7703086
-225.3756	-0.7814572
-226.357	-0.7933183
-227.3599	-0.8045797
-228.3515	-0.8152301
-229.3418	-0.8259568
-230.3532	-0.8353269
-231.3501	-0.8453186
-232.3405	-0.8561741
-233.3481	-0.8663484
-234.3419	-0.8784338
-235.3432	-0.8899958
-236.363	-0.9008467
-237.3623	-0.9120712
-238.363	-0.922968
-239.3703	-0.9329469
-240.3798	-0.942426
-241.3811	-0.952027
-242.3832	-0.9604481
-243.3907	-0.9697664
-244.3783	-0.9800514
-245.3598	-0.9898021
-246.3814	-0.9996516
-247.3736	-1.009274
-248.3891	-1.018131
-249.4078	-1.024972
-250.3824	-1.03202
-251.3857	-1.040307
-252.3904	-1.048616
-253.389	-1.058467
-254.3876	-1.068095
-255.4045	-1.076837
-256.3701	-1.083992
-257.3528	-1.092076
-258.3571	-1.099387
-259.341	-1.106046
-260.3539	-1.112932
-261.3684	-1.11816
-262.3802	-1.123454
-263.3702	-1.127683
-264.3748	-1.133883
-265.3914	-1.140343
-266.3897	-1.146849
-267.4126	-1.154338
-268.411	-1.158347
-269.3859	-1.162554
-270.3801	-1.168143
-271.3765	-1.173741
-272.3774	-1.180996
-273.4061	-1.187702
-274.4238	-1.19319
-275.4151	-1.197572
-276.4099	-1.202474
-277.385	-1.206729
-278.3621	-1.210557
-279.3648	-1.213526
-280.3602	-1.215424
-281.3511	-1.217337
-282.3391	-1.219598
-283.3444	-1.222613
-284.3392	-1.226176
-285.3499	-1.230049
-286.3817	-1.232512
-287.3755	-1.233774
-288.3919	-1.234828
-289.3862	-1.235444
-290.381	-1.238314
-291.3829	-1.242143
-292.373	-1.245365
-293.3824	-1.24875
-294.3748	-1.250247
-295.3628	-1.251986
-296.3715	-1.253916
-297.3645	-1.254719
-298.3559	-1.255965
-299.369	-1.256522
-300.3676	-1.25663
-301.3749	-1.257424
-302.3865	-1.258128
-303.3739	-1.258652
-304.3592	-1.260278
-305.3622	-1.260728
-306.3439	-1.259359
-307.339	-1.258306
-308.341	-1.25858
-309.3293	-1.260052
-310.3458	-1.263142
-311.3523	-1.265773
-312.373	-1.265843
-313.3717	-1.265222
-314.3865	-1.265448
-315.3998	-1.265928
-316.3949	-1.266213
-317.4095	-1.266685
-318.4083	-1.265583
-319.4067	-1.2652
-320.3937	-1.264628
-321.3868	-1.264762
-322.3916	-1.264945
-323.3916	-1.26461
-324.4101	-1.265222
-325.4066	-1.264539
-326.3867	-1.264359
-327.3685	-1.264582
-328.3657	-1.264855
-329.3705	-1.265426
-330.3692	-1.266032
-331.3779	-1.266287
-332.3631	-1.265141
-333.3527	-1.265202
-334.3642	-1.26483
-335.3749	-1.263852
-336.3798	-1.264367
-337.3801	-1.262793
-338.391	-1.261905
-339.3807	-1.261153
-340.3901	-1.260173
-341.4072	-1.261991
-342.3952	-1.262782
-343.3879	-1.263131
-344.3851	-1.263038
-345.3803	-1.261301
-346.3734	-1.261236
-347.3916	-1.261027
-348.3972	-1.261625
-349.408	-1.262358
-350.4155	-1.260987
-351.3992	-1.261199
-352.4063	-1.261259
-353.4001	-1.260747
-354.3828	-1.261724
-355.3836	-1.262207
-356.3574	-1.261638
-357.3409	-1.262081
-358.3417	-1.261675
-359.3282	-1.261184
-360.3339	-1.261694
-361.3361	-1.261129
-362.3252	-1.261254
-363.3356	-1.261955
-364.3456	-1.262173
-365.3597	-1.264095
-366.3926	-1.265925
-367.404	-1.266892
-368.3929	-1.2683
-369.3908	-1.26851
-370.3682	-1.268107
-371.3465	-1.267965
-372.3423	-1.267689
-373.3461	-1.267946
-374.3444	-1.26831
-375.3659	-1.268726
-376.3801	-1.269224
-377.3819	-1.269413
-378.3748	-1.270355
-379.3673	-1.271111
-380.365	-1.271484
-381.3397	-1.272928
-382.3408	-1.274525
-383.329	-1.276462
-384.2991	-1.278807
-385.3012	-1.280607
-386.3238	-1.282979
-387.3414	-1.284361
-388.371	-1.285384
-389.3905	-1.285801
-390.3836	-1.283839
-391.3767	-1.283666
-392.3628	-1.284066
-393.3557	-1.284465
-394.3425	-1.286153
-395.3441	-1.287641
-396.3446	-1.288878
-397.3259	-1.290051
-398.3168	-1.291018
-399.3189	-1.291105
-400.3252	-1.292364
-401.3408	-1.294375
-402.3338	-1.29716
-403.3295	-1.300337
-404.3163	-1.30283
-405.2904	-1.305361
-406.308	-1.307025
-407.3015	-1.308584
-408.2957	-1.309278
-409.3039	-1.310244
-410.2934	-1.311336
-411.2932	-1.312182
-412.2744	-1.31356
-413.2745	-1.315665
-414.2941	-1.317575
-415.2984	-1.320582
-416.3096	-1.322424
-417.3189	-1.322525
-418.3285	-1.323409
-419.3148	-1.324453
-420.348	-1.327163
-421.3552	-1.330681
-422.3361	-1.334252
-423.3479	-1.336682
-424.3345	-1.339229
-425.3515	-1.341549
-426.3554	-1.343899
-427.3675	-1.346449
-428.3681	-1.348286
-429.3568	-1.350633
-430.3589	-1.352854
-431.3607	-1.354481
-432.3722	-1.356945
-433.3576	-1.358386
-434.3595	-1.360479
-435.3519	-1.362558
-436.3445	-1.362837
-437.3556	-1.364474
-438.3503	-1.365977
-439.3545	-1.368722
-440.3691	-1.372776
-441.3712	-1.376432
-442.3868	-1.379759
-443.3738	-1.382021
-444.373	-1.384898
-445.3685	-1.387885
-446.3682	-1.390341
-447.3893	-1.393254
-448.3762	-1.395447
-449.3884	-1.397213
-450.3918	-1.399286
-451.3832	-1.401813
-452.3857	-1.404172
-453.3781	-1.407204
-454.3564	-1.409027
-455.3514	-1.410571
-456.3526	-1.413482
-457.3488	-1.415773
-458.341	-1.419273
-459.3436	-1.423122
-460.3393	-1.425957
-461.3137	-1.429209
-462.3259	-1.432055
-463.3101	-1.434492
-464.3073	-1.437393
-465.3269	-1.440377
-466.3351	-1.443678
-467.3548	-1.446968
-468.3576	-1.45037
-469.3661	-1.452404
-470.3795	-1.454774
-471.3722	-1.457149
-472.3747	-1.459045
-473.3821	-1.461865
-474.3525	-1.465186
-475.3559	-1.468314
-476.3617	-1.471374
-477.3531	-1.474985
-478.3904	-1.478004
-479.3918	-1.48037
-480.3837	-1.483636
-481.3892	-1.485848
-482.3621	-1.488706
-483.3675	-1.491592
-484.3492	-1.494727
-485.3532	-1.497914
-486.372	-1.500323
-487.3544	-1.504336
-488.3664	-1.506896
-489.3605	-1.510186
-490.3384	-1.512838
-491.3555	-1.515875
-492.3718	-1.518275
-493.3605	-1.522111
-494.3801	-1.525344
-495.3708	-1.529225
-496.35	-1.53293
-497.3418	-1.535025
-498.3092	-1.538034
-499.3131	-1.540445
-500.3372	-1.543956
-501.3676	-1.546736
-502.4079	-1.550501
-503.3958	-1.553069
-504.3946	-1.556674
-505.3905	-1.559774
-506.3481	-1.562586
-507.3558	-1.566492
-508.3184	-1.568624
-509.2869	-1.571666
-510.2911	-1.573565
-511.2826	-1.574236
-512.2935	-1.576592
-513.3037	-1.579835
-514.3104	-1.584574
-515.3116	-1.589386
-516.3287	-1.593442
-517.3245	-1.596366
-518.3444	-1.59857
-519.3513	-1.601004
-520.3533	-1.604283
-521.3688	-1.607917
-522.3617	-1.611347
-523.3597	-1.6148
-524.3523	-1.616431
-525.3471	-1.618613
-526.3364	-1.621364
-527.3475	-1.624234
-528.3591	-1.627454
-529.3564	-1.630414
-530.3729	-1.633302
-531.3901	-1.636214
-532.3823	-1.640419
-533.3848	-1.644294
-534.3745	-1.648384
-535.3483	-1.651667
-536.355	-1.654111
-537.3485	-1.656697
-538.3405	-1.659261
-539.3444	-1.663048
-540.3422	-1.666373
-541.3481	-1.66948
-542.3624	-1.672841
-543.369	-1.675326
-544.3679	-1.678201
-545.3558	-1.681021
-546.3499	-1.683147
-547.3391	-1.685772
-548.3317	-1.68897
-549.3341	-1.692499
-550.3251	-1.696292
-551.322	-1.699755
-552.3224	-1.703162
-553.3159	-1.706323
-554.3278	-1.709498
-555.3412	-1.71231
-556.3461	-1.715059
-557.3473	-1.718186
-558.3434	-1.720326
-559.3362	-1.723728
-560.3375	-1.727294
-561.3621	-1.730297
-562.348	-1.734112
-563.34	-1.737147
-564.33	-1.739763
-565.3148	-1.741865
-566.3096	-1.744719
-567.3196	-1.747496
-568.3333	-1.750358
-569.3426	-1.754174
-570.348	-1.757408
-571.3542	-1.760913
-572.3513	-1.764226
-573.3462	-1.767283
-574.3696	-1.771193
-575.3584	-1.773234
-576.3358	-1.775991
-577.3507	-1.778751
-578.3423	-1.781179
-579.3562	-1.784289
-580.377	-1.787738
-581.3671	-1.790874
-582.37	-1.793178
-583.3487	-1.79621
-584.3483	-1.797503
-585.3541	-1.800707
-586.3519	-1.804393
-587.3531	-1.808237
-588.3492	-1.812641
-589.3244	-1.816151
-590.3022	-1.819841
-591.3137	-1.823169
-592.3037	-1.827211
-593.3191	-1.829865
-594.347	-1.831853
-595.3549	-1.833685
-596.3586	-1.835507
-597.3596	-1.838391
-598.3176	-1.831064
-598.7515	-1.815734
-598.7319	-1.795104
-598.1912	-1.77046
-597.1935	-1.75278
-596.2227	-1.74146
-595.2177	-1.732627
-594.2159	-1.724413
-593.2057	-1.716204
-592.1634	-1.707435
-591.1544	-1.698179
-590.164	-1.690007
-589.1703	-1.682989
-588.2009	-1.675884
-587.2023	-1.667996
-586.2018	-1.659345
-585.1963	-1.649823
-584.1945	-1.641855
-583.1857	-1.635239
-582.1862	-1.629485
-581.1949	-1.624576
-580.1967	-1.618075
-579.1888	-1.6119
-578.1946	-1.605531
-577.1843	-1.598769
-576.1853	-1.592403
-575.2151	-1.5849
-574.2083	-1.577276
-573.2103	-1.570066
-572.2206	-1.563716
-571.2087	-1.558188
-570.1866	-1.553116
-569.199	-1.548425
-568.1951	-1.542761
-567.2017	-1.536876
-566.2302	-1.53125
-565.2059	-1.525009
-564.2109	-1.518167
-563.207	-1.512173
-562.1962	-1.505563
-561.2188	-1.499104
-560.203	-1.49445
-559.2395	-1.489118
-558.2455	-1.483529
-557.2346	-1.478614
-556.2382	-1.473539
-555.2132	-1.468263
-554.1984	-1.46369
-553.2079	-1.457676
-552.2159	-1.449989
-551.2164	-1.444648
-550.2264	-1.437697
-549.2111	-1.432164
-548.2142	-1.428233
-547.2073	-1.421483
-546.2206	-1.417066
-545.2495	-1.413465
-544.2495	-1.409131
-543.2598	-1.405533
-542.2526	-1.400588
-541.2381	-1.394207
-540.233	-1.38926
-539.2404	-1.383907
-538.2396	-1.378161
-537.2408	-1.373422
-536.2518	-1.36744
-535.2291	-1.362265
-534.2304	-1.357992
-533.2471	-1.353834
-532.2347	-1.350636
-531.2408	-1.346921
-530.2357	-1.342965
-529.2315	-1.338016
-528.2177	-1.331897
-527.2211	-1.326443
-526.2416	-1.321512
-525.2263	-1.316615
-524.2435	-1.312389
-523.2457	-1.306486
-522.2305	-1.300944
-521.2343	-1.296475
-520.2499	-1.291914
-519.229	-1.289305
-518.2176	-1.286265
-517.2119	-1.282038
-516.18	-1.27701
-515.1623	-1.272481
-514.1617	-1.267308
-513.1587	-1.262808
-512.1705	-1.259592
-511.1847	-1.25437
-510.1658	-1.248563
-509.171	-1.244366
-508.1781	-1.240097
-507.195	-1.236383
-506.2368	-1.233874
-505.2371	-1.229555
-504.218	-1.22552
-503.1964	-1.221599
-502.1795	-1.21766
-501.1744	-1.213431
-500.1911	-1.208487
-499.2178	-1.204107
-498.2271	-1.199452
-497.2364	-1.195281
-496.231	-1.191562
-495.2231	-1.187893
-494.2119	-1.184609
-493.2042	-1.180855
-492.2215	-1.176762
-491.2254	-1.171874
-490.2015	-1.166703
-489.1994	-1.162479
-488.1826	-1.15771
-487.1833	-1.153605
-486.2349	-1.149795
-485.2349	-1.145646
-484.2373	-1.140842
-483.2187	-1.137644
-482.2092	-1.134393
-481.2141	-1.130706
-480.2173	-1.127965
-479.239	-1.12294
-478.2258	-1.117643
-477.2141	-1.11314
-476.2113	-1.109197
-475.2115	-1.105998
-474.2022	-1.103017
-473.2296	-1.09916
-472.2374	-1.094378
-471.2318	-1.089979
-470.2352	-1.086674
-469.2268	-1.083609
-468.2199	-1.081044
-467.2093	-1.077341
-466.2184	-1.07295
-465.1906	-1.067813
-464.1742	-1.06409
-463.1827	-1.060785
-462.1766	-1.056909
-461.1963	-1.05403
-460.2021	-1.049371
-459.199	-1.045472
-458.1841	-1.042177
-457.1823	-1.03907
-456.1859	-1.036645
-455.1826	-1.03381
-454.2012	-1.030291
-453.2009	-1.026597
-452.1907	-1.021699
-451.186	-1.017351
-450.1872	-1.012776
-449.1892	-1.008404
-448.2138	-1.005801
-447.234	-1.002228
-446.2225	-0.9992203
-445.2177	-0.996419
-444.2111	-0.9926559
-443.2195	-0.9895799
-442.2292	-0.9870891
-441.2387	-0.9834179
-440.2164	-0.9798024
-439.1714	-0.9748739
-438.1655	-0.9698165
-437.1739	-0.9660844
-436.18	-0.9620996
-435.2024	-0.9588124
-434.2116	-0.9545708
-433.2091	-0.9508977
-432.2159	-0.9481584
-431.2408	-0.9457204
-430.2449	-0.9438494
-429.2346	-0.9402736
-428.2394	-0.9361727
-427.2179	-0.931985
-426.1971	-0.9282902
-425.1937	-0.9257435
-424.195	-0.9229434
-423.1876	-0.9196876
-422.1942	-0.9148872
-421.198	-0.9100108
-420.1918	-0.9065511
-419.1888	-0.9034846
-418.1936	-0.901754
-417.1764	-0.8993295
-416.1722	-0.8949708
-415.1816	-0.8917683
-414.1531	-0.8881189
-413.1461	-0.8844955
-412.1379	-0.8821163
-411.1339	-0.8786179
-410.14	-0.8753456
-409.1423	-0.8727384
-408.1745	-0.8690017
-407.1803	-0.8663055
-406.1907	-0.8642007
-405.2151	-0.8606716
-404.2127	-0.8584408
-403.2097	-0.8540906
-402.2253	-0.8498014
-401.2307	-0.8463679
-400.1927	-0.8419207
-399.1907	-0.8388268
-398.1823	-0.8362145
-397.1655	-0.832517
-396.2045	-0.8299839
-395.208	-0.8277354
-394.1992	-0.8239591
-393.2117	-0.821448
-392.2086	-0.8179964
-391.2196	-0.8141335
-390.2399	-0.8105316
-389.245	-0.8070992
-388.218	-0.8045483
-387.1949	-0.8003795
-386.1899	-0.7982554
-385.1821	-0.7950563
-384.2076	-0.7906141
-383.2291	-0.7883368
-382.2425	-0.7841313
-381.2416	-0.7809806
-380.2484	-0.7791249
-379.2621	-0.7763843
-378.2497	-0.7735902
-377.258	-0.7705263
-376.2389	-0.7663528
-375.231	-0.762085
-374.2246	-0.7574791
-373.231	-0.7537603
-372.2325	-0.7505174
-371.21	-0.7467943
-370.219	-0.7445729
-369.1995	-0.740933
-368.2086	-0.7373391
-367.2233	-0.7346668
-366.242	-0.7308784
-365.246	-0.7273492
-364.2499	-0.7236241
-363.2712	-0.7194227
-362.242	-0.715658
-361.2432	-0.7123153
-360.2385	-0.7083192
-359.2073	-0.7036188
-358.2058	-0.6996785
-357.2309	-0.6955866
-356.2396	-0.6930745
-355.2545	-0.6907449
-354.2751	-0.6873669
-353.2629	-0.6832695
-352.2383	-0.6777557
-351.2433	-0.6733331
-350.2337	-0.6686743
-349.2176	-0.6651599
-348.2413	-0.662095
-347.2579	-0.6569458
-346.2686	-0.6522785
-345.2842	-0.647706
-344.2828	-0.6433976
-343.2587	-0.6406459
-342.2504	-0.637582
-341.2477	-0.6331699
-340.2487	-0.6287215
-339.2554	-0.6242359
-338.2692	-0.6192156
-337.262	-0.614426
-336.2347	-0.6095189
-335.2161	-0.6043233
-334.1882	-0.599673
-333.1871	-0.5954469
-332.2069	-0.5911317
-331.2275	-0.5863574
-330.2268	-0.5820892
-329.2322	-0.5776441
-328.2396	-0.5721302
-327.2509	-0.5673879
-326.2827	-0.5619283
-325.2754	-0.5552382
-324.2749	-0.5488136
-323.2496	-0.5420374
-322.2331	-0.5352523
-321.2492	-0.529292
-320.2468	-0.5240131
-319.2504	-0.5190046
-318.2427	-0.5134943
-317.2321	-0.5081073
-316.2362	-0.502723
-315.2316	-0.4960458
-314.2344	-0.4887222
-313.2401	-0.4813668
-312.2195	-0.4732048
-311.22	-0.4660119
-310.2107	-0.4585615
-309.2024	-0.4500451
-308.2141	-0.4429254
-307.2337	-0.4361352
-306.2358	-0.4301121
-305.2302	-0.4242347
-304.2425	-0.4172083
-303.2155	-0.4100607
-302.2229	-0.4024875
-301.2209	-0.3937892
-300.2003	-0.3862786
-299.1939	-0.3771572
-298.1795	-0.3675316
-297.1945	-0.3585699
-296.2125	-0.348409
-295.2372	-0.3392304
-294.2421	-0.3311926
-293.2466	-0.3234317
-292.2272	-0.3152832
-291.2202	-0.3064414
-290.2262	-0.2975881
-289.2259	-0.2888049
-288.2549	-0.2792
-287.2649	-0.2699232
-286.2809	-0.2594801
-285.2633	-0.2477866
-284.2347	-0.2380944
-283.2295	-0.2273228
-282.2218	-0.2171678
-281.2497	-0.2089417
-280.2812	-0.1988262
-279.2827	-0.1892391
-278.2905	-0.1797205
-277.2844	-0.1686286
-276.2686	-0.1577242
-275.2774	-0.1458768
-274.2718	-0.1325882
-273.2758	-0.1208746
-272.2672	-0.1086505
-271.2555	-0.09814764
-270.2626	-0.08885496
-269.2335	-0.07721938
-268.2433	-0.06775295
-267.2641	-0.05632972
-266.2724	-0.04378426
-265.2968	-0.03339287
-264.3071	-0.02002125
-263.2765	-0.008010237
-262.2647	0.003838481
-261.2444	0.01774549
-260.2188	0.0297716
-259.2093	0.04228279
-258.2007	0.05404797
-257.2081	0.06420732
-256.2195	0.07465527
-255.2228	0.08431749
-254.2262	0.09496833
-253.2022	0.1071137
-252.2221	0.117644
-251.2305	0.1310978
-250.2222	0.1429136
-249.2445	0.152703
-248.2326	0.1657557
-247.2448	0.1767362
-246.2527	0.1882394
-245.2731	0.200191
-244.2817	0.2107954
-243.2831	0.2205668
-242.2862	0.2299957
-241.265	0.2416822
-240.2611	0.251783
-239.2554	0.262569
-238.2686	0.2739101
-237.2706	0.2830523
-236.2496	0.2939613
-235.2484	0.3037055
-234.2125	0.3131053
-233.2201	0.3225261
-232.2147	0.329828
-231.2392	0.3394021
-230.2657	0.3482812
-229.2886	0.3561307
-228.2894	0.365012
-227.2679	0.3721789
-226.2581	0.3790561
-225.2371	0.3876818
-224.2399	0.3965616
-223.2464	0.4046925
-222.2466	0.413538
-221.2293	0.4209476
-220.2254	0.4266363
-219.2228	0.4318279
-218.2315	0.4367761
-217.2383	0.4417396
-216.249	0.4475735
-215.2347	0.4539778
-214.2223	0.4600068
-213.2087	0.4660162
-212.2026	0.4720474
-211.1973	0.4764791
-210.1891	0.4806741
-209.186	0.4847962
-208.1773	0.4892375
-207.1776	0.4927928
-206.1986	0.495587
-205.1991	0.4972998
-204.2211	0.4982948
-203.2223	0.5015332
-202.2135	0.5051528
-201.2239	0.5085887
-200.2206	0.5100948
-199.2246	0.5111763
-198.2381	0.5115525
-197.2466	0.5132157
-196.2535	0.516813
-195.2519	0.5183213
-194.2486	0.5196361
-193.2406	0.5190656
-192.2172	0.5181087
-191.2198	0.5175431
-190.203	0.5180995
-189.205	0.5187999
-188.2207	0.5182793
-187.2305	0.5186494
-186.234	0.5174609
-185.2531	0.5166952
-184.2526	0.5171924
-183.2309	0.5163434
-182.2308	0.5159986
-181.2243	0.5138296
-180.2246	0.5110732
-179.2462	0.5083593
-178.2496	0.5058992
-177.2647	0.5047138
-176.2729	0.5035146
-175.2849	0.5025992
-174.2913	0.5015353
-173.2787	0.5007921
-172.2762	0.4985484
-171.2745	0.4977165
-170.2685	0.4958445
-169.2617	0.4925075
-168.2583	0.4902726
-167.2511	0.4866019
-166.2656	0.4831544
-165.2797	0.4809768
-164.2902	0.4796917
-163.2796	0.4778916
-162.2587	0.4768359
-161.2436	0.4754941
-160.2282	0.4719082
-159.222	0.4699757
-158.2423	0.4686357
-157.2178	0.4653166
-156.2153	0.4630452
-155.2272	0.4589528
-154.2152	0.4550001
-153.2376	0.4525537
-152.2311	0.4504523
-151.2273	0.4484351
-150.2239	0.4454308
-149.2338	0.4424028
-148.2532	0.4384584
-147.2611	0.4357882
-146.2716	0.4346907
-145.2679	0.4337943
-144.252	0.432267
-143.2485	0.4296769
-142.2582	0.4255198
-141.2387	0.421508
-140.241	0.4186754
-139.2567	0.4155365
-138.2222	0.4123385
-137.2512	0.4091311
-136.2499	0.406319
-135.2464	0.4043725
-134.2693	0.4023593
-133.2584	0.4004676
-132.2605	0.3982955
-131.2404	0.3954928
-130.2404	0.3924633
-129.2472	0.3893875
-128.2513	0.3865995
-127.2737	0.3847839
-126.2821	0.3827028
-125.2626	0.3806046
-124.2803	0.3789629
-123.2682	0.3769357
-122.2802	0.3753462
-121.316	0.3740437
-120.3114	0.372054
-119.3011	0.3695302
-118.2865	0.3673335
-117.2486	0.3641491
-116.2366	0.3609258
-115.2577	0.3582342
-114.2489	0.3563794
-113.2552	0.3551731
-112.2324	0.3542293
-111.2153	0.3521957
-110.1974	0.3504464
-109.184	0.349121
-108.1994	0.3484471
-107.2027	0.347856
-106.2187	0.3456567
-105.214	0.3426595
-104.2011	0.3397456
-103.1784	0.3371084
-102.1769	0.3351624
-101.2032	0.3343361
-100.2226	0.3320886
-99.22786	0.3310157
-98.22005	0.3290035
-97.23427	0.3269508
-96.24477	0.3267877
-95.26089	0.3263454
-94.27198	0.3258305
-93.23591	0.3242621
-92.21548	0.3218662
-91.22185	0.319402
-90.23062	0.3180019
-89.24673	0.3170802
-88.25446	0.3153859
-87.25836	0.3142069
-86.2422	0.3122429
-85.24932	0.3102616
-84.25113	0.3093897
-83.24591	0.3080455
-82.25166	0.3070949
-81.2561	0.3067739
-80.24722	0.3060152
-79.23536	0.304051
-78.25435	0.3030762
-77.24561	0.3009683
-76.257	0.2987491
-75.27071	0.2978636
-74.25547	0.2963551
-73.2619	0.2955759
-72.26	0.2952216
-71.25771	0.2942801
-70.24332	0.2941199
-69.24236	0.2933432
-68.23951	0.2923509
-67.23802	0.2915625
-66.24838	0.2893478
-65.24402	0.2877238
-64.24149	0.2876167
-63.24563	0.2871637
-62.24837	0.2882432
-61.25314	0.2887372
-60.25821	0.2870791
-59.24554	0.2872965
-58.24784	0.2869716
-57.24317	0.2866739
-56.24139	0.2860152
-55.21703	0.2845038
-54.17291	0.2824422
-53.1476	0.2805867
-52.15169	0.279654
-51.17297	0.2794673
-50.21003	0.2789284
-49.24004	0.2783713
-48.2267	0.2779198
-47.22778	0.2764537
-46.23174	0.2774466
-45.20885	0.2784423
-44.22147	0.2785656
-43.23423	0.278426
-42.22207	0.2764433
-41.23744	0.2745064
-40.24452	0.2731622
-39.24518	0.2720763
-38.2682	0.2714688
-37.26203	0.2716812
-36.24103	0.2718937
-35.2271	0.2718183
-34.1992	0.2718686
-33.20816	0.2719881
-32.23082	0.2716255
-31.22866	0.2716511
-30.25887	0.2710328
-29.25261	0.2690273
-28.23696	0.2680687
-27.24482	0.2673348
-26.23215	0.2664404
-25.23277	0.2666718
-24.22843	0.2672777
-23.21673	0.2678518
-22.22144	0.268567
-21.23744	0.2689154
-20.23782	0.2679079
-19.25657	0.266799
-18.2568	0.2661519
-17.24831	0.2658522
-16.24174	0.2661195
-15.23287	0.2659846
-14.23536	0.2661043
-13.2104	0.2665894
-12.22909	0.266522
-11.22346	0.2676197
-10.20079	0.2677218
-9.225804	0.2677658
-8.209901	0.2696312
-7.212061	0.2693713
-6.233432	0.2688407
-5.202423	0.2675184
-4.185689	0.2655165
-3.192951	0.2644298
-2.193698	0.2636204
-1.238584	0.2644098
-0.2811919	0.2643574
0.6978363	0.2644643
1.670799	0.2652466
2.685307	0.2649252
3.665598	0.2659968
4.667559	0.2672125
5.674156	0.2680758
6.635736	0.2682629
7.656857	0.2668624
8.649329	0.2657571
9.644775	0.2646609
10.65968	0.2638198
11.64629	0.2629419
12.65023	0.2631663
13.64187	0.2635552
14.63715	0.2643957
15.63015	0.2666636
16.63063	0.2676247
17.63441	0.2681967
18.64918	0.268544
19.65483	0.267588
20.63565	0.2658719
21.65332	0.2659293
22.65854	0.2649554
23.65902	0.2653432
24.66063	0.266739
25.65365	0.2669078
26.62659	0.2677675
27.61912	0.2688538
28.61925	0.2700174
29.60536	0.2702967
30.61744	0.2713437
31.61297	0.2708505
32.61003	0.2706365
33.60777	0.2708372
34.60991	0.2709493
35.59823	0.2714843
36.61428	0.2721506
37.62389	0.2730279
38.59221	0.2732605
39.59161	0.274143
40.5849	0.2743092
41.59853	0.2760385
42.60875	0.2771813
43.62144	0.2771664
44.61777	0.2770692
45.59961	0.276112
46.61217	0.2762367
47.60437	0.276722
48.61942	0.277191
49.61798	0.2772295
50.62641	0.2771912
51.64004	0.2769042
52.62778	0.2777113
53.64751	0.278523
54.63256	0.279741
55.61915	0.2800159
56.62492	0.2804907
57.58322	0.2796733
58.59241	0.2791846
59.60019	0.2793474
60.5913	0.2793927
61.61707	0.2800475
62.60225	0.2800971
63.59243	0.2808187
64.5856	0.2811611
65.58887	0.2828606
66.60757	0.2838732
67.5974	0.2837633
68.58984	0.2864131
69.59017	0.2850597
70.57257	0.2855944
71.59785	0.2874122
72.6161	0.2865462
73.62232	0.2882581
74.62331	0.2884124
75.6024	0.2896805
76.58788	0.2897753
77.56361	0.2897644
78.55746	0.2913489
79.57451	0.2910941
80.57771	0.2906668
81.58397	0.2915875
82.58688	0.2913286
83.57391	0.2908081
84.56473	0.2927928
85.57346	0.2945968
86.57687	0.2956828
87.58875	0.2975284
88.61011	0.2976402
89.61873	0.2979851
90.61305	0.2987223
91.60092	0.3010484
92.59396	0.3023626
93.59019	0.3020906
94.60796	0.3020541
95.60741	0.3013109
96.61559	0.3017173
97.60236	0.3039475
98.58997	0.3005907
99.09537	0.2623347
99.07769	0.2179046
98.56896	0.1696663
97.56978	0.1246501
96.55798	0.1110794
95.562	0.102613
94.562	0.09457547
93.54199	0.08884194
92.54919	0.08337075
91.53322	0.07842279
90.54417	0.07355708
89.55411	0.06852246
88.5575	0.06484897
87.57253	0.05962639
86.55225	0.05608622
85.55231	0.05279103
84.54693	0.0493619
83.54027	0.0479928
82.55766	0.04609507
81.56655	0.04379875
80.56683	0.04146183
79.55715	0.03875946
78.54432	0.03584143
77.52959	0.03486086
76.52071	0.03432408
75.53335	0.03410687
74.53799	0.0333161
73.54903	0.02992982
72.53934	0.02778348
71.53139	0.02379962
70.52574	0.02179207
69.52612	0.02120628
68.5415	0.01794847
67.52608	0.01706627
66.54251	0.01549653
65.52549	0.01313367
64.52725	0.01390276
63.56026	0.01349549
62.55836	0.0125386
61.57023	0.01272684
60.56351	0.01053574
59.55907	0.008654146
58.54618	0.007696912
57.55888	0.007284264
