VelBarri	Emax	Ipa	Emin	Ipc
Velocidad de barrido	E pico Maximo Anodico	Ip Maxima	E Minimo Catodico	I de pico catodico
100	-272	4.8	-354	-6.85
200	-259.9	8.877	-357.9	-8.087
500	-239.8	17.84	-359.9	-10.06
1000	-219.8	29.52	-363.9	-12.37
2000	-191.7	48.02	-367.96	-17.18
5000	-147.9	87.86	-376	-26.68
10000	-101.9	135.02	-391.8	-39.6
20000	-42.1	202.63	-392.1	-58.18
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
