VvsRef	A	VvsRef1	A1	VvsRef2	A2	VvsRef3	A3	VvsRef4	A4	VvsRef5	A5	VvsRef6	A6	VvsRef7	A7	VvsRef8	A8	VvsRef9	A9
Ru_1mM_F127_100.DTA-Ciclo-1.txt	Ru_1mM_F127_100.DTA-Ciclo-1.txt	Ru_1mM_F127_200.DTA-Ciclo-1.txt	Ru_1mM_F127_200.DTA-Ciclo-1.txt	Ru_1mM_F127_500.DTA-Ciclo-1.txt	Ru_1mM_F127_500.DTA-Ciclo-1.txt	Ru_1mM_F127_1000.DTA-Ciclo-1.txt	Ru_1mM_F127_1000.DTA-Ciclo-1.txt	Ru_1mM_F127_2000.DTA-Ciclo-1.txt	Ru_1mM_F127_2000.DTA-Ciclo-1.txt	Ru_1mM_F127_5000.DTA-Ciclo-1.txt	Ru_1mM_F127_5000.DTA-Ciclo-1.txt	Ru_1mM_F127_10000.DTA-Ciclo-1.txt	Ru_1mM_F127_10000.DTA-Ciclo-1.txt	Ru_1mM_F127_20000.DTA-Ciclo-1.txt	Ru_1mM_F127_20000.DTA-Ciclo-1.txt	Ru_1mM_F127_50000.DTA-Ciclo-1.txt	Ru_1mM_F127_50000.DTA-Ciclo-1.txt	Ru_1mM_F127_100000.DTA-Ciclo-1.txt	Ru_1mM_F127_100000.DTA-Ciclo-1.txt
-0.275898	4.83913e-06	-0.275894	8.63994e-06	-0.275899	1.55755e-05	-0.275895	2.19948e-05	-0.275858	2.84678e-05	-0.275948	3.65889e-05	-0.275638	4.38055e-05	-0.275788	5.64438e-05	-0.276569	6.56632e-05	-0.268058	9.23638e-05
-0.273902	4.84549e-06	-0.273901	8.54766e-06	-0.273912	1.59259e-05	-0.273889	2.25186e-05	-0.273813	2.9181e-05	-0.273966	3.75147e-05	-0.273886	4.5454e-05	-0.273986	5.77727e-05	-0.278972	6.90008e-05	-0.276368	9.9039e-05
-0.271909	4.84747e-06	-0.271897	8.75467e-06	-0.271899	1.6169e-05	-0.27189	2.29955e-05	-0.271836	2.98609e-05	-0.271903	3.85804e-05	-0.272183	4.66196e-05	-0.271783	5.8105e-05	-0.280373	6.56632e-05	-0.275567	0.000102377
-0.269912	4.84356e-06	-0.26991	8.64125e-06	-0.269927	1.62763e-05	-0.269892	2.3491e-05	-0.269825	3.05964e-05	-0.270021	3.95195e-05	-0.26978	4.76186e-05	-0.269981	5.91017e-05	-0.274266	6.56632e-05	-0.279572	9.9039e-05
-0.267898	4.83457e-06	-0.2679	8.83282e-06	-0.267891	1.6404e-05	-0.267894	2.39536e-05	-0.267839	3.11819e-05	-0.267978	4.06051e-05	-0.267878	4.88508e-05	-0.267678	6.07629e-05	-0.271562	7.56759e-05	-0.27747	8.90262e-05
-0.265905	4.81614e-06	-0.265892	8.69947e-06	-0.265883	1.6635e-05	-0.265895	2.43333e-05	-0.265837	3.20062e-05	-0.265916	4.1884e-05	-0.265675	4.97999e-05	-0.265976	6.14274e-05	-0.265355	7.23384e-05	-0.280373	8.23511e-05
-0.263916	4.79363e-06	-0.263898	8.87323e-06	-0.263901	1.69249e-05	-0.263888	2.46995e-05	-0.263834	3.26778e-05	-0.264053	4.28297e-05	-0.263873	5.10821e-05	-0.263973	6.34209e-05	-0.268859	7.90135e-05	-0.26946	8.56887e-05
-0.261903	4.76878e-06	-0.261897	8.7262e-06	-0.261898	1.71047e-05	-0.26189	2.50798e-05	-0.261832	3.34465e-05	-0.26191	4.37955e-05	-0.26192	5.24974e-05	-0.261971	6.40854e-05	-0.264253	7.23384e-05	-0.25404	8.56887e-05
-0.259893	4.73566e-06	-0.259894	8.87774e-06	-0.2599	1.71458e-05	-0.259888	2.5425e-05	-0.259821	3.40792e-05	-0.259908	4.48812e-05	-0.260068	5.34798e-05	-0.259868	6.57466e-05	-0.248333	7.23384e-05	-0.237319	0.000105714
-0.257895	4.69915e-06	-0.257878	8.7125e-06	-0.257881	1.72042e-05	-0.257885	2.57571e-05	-0.25781	3.49229e-05	-0.258026	4.60268e-05	-0.258116	5.46621e-05	-0.258066	6.60788e-05	-0.263552	7.23384e-05	-0.26956	0.000115727
-0.255876	4.65695e-06	-0.255857	8.84465e-06	-0.255889	1.73666e-05	-0.255858	2.61556e-05	-0.255807	3.55806e-05	-0.256023	4.70458e-05	-0.256163	5.55612e-05	-0.255863	6.80723e-05	-0.264554	7.90135e-05	-0.275768	9.9039e-05
-0.253885	4.60941e-06	-0.253869	8.66653e-06	-0.253863	1.75968e-05	-0.253876	2.65423e-05	-0.253797	3.63049e-05	-0.2539	4.81981e-05	-0.25391	5.70931e-05	-0.25376	6.94013e-05	-0.254741	8.90262e-05	-0.246331	0.000109052
-0.251893	4.55994e-06	-0.251863	8.77945e-06	-0.251873	1.77023e-05	-0.251903	2.68918e-05	-0.251819	3.70376e-05	-0.251958	4.94303e-05	-0.251808	5.82587e-05	-0.251758	7.0398e-05	-0.255242	7.90135e-05	-0.24573	0.000115727
-0.249895	4.50419e-06	-0.249881	8.58255e-06	-0.249871	1.76659e-05	-0.249883	2.72475e-05	-0.2498	3.76759e-05	-0.249955	5.01896e-05	-0.249855	5.94909e-05	-0.250056	7.13947e-05	-0.241725	8.23511e-05	-0.259647	0.000115727
-0.247883	4.4458e-06	-0.247878	8.67658e-06	-0.247868	1.76559e-05	-0.247877	2.75669e-05	-0.247806	3.84724e-05	-0.248013	5.14151e-05	-0.248053	6.11394e-05	-0.247853	7.33882e-05	-0.24593	8.56887e-05	-0.25344	0.000112389
-0.245886	4.38465e-06	-0.245883	8.46593e-06	-0.245893	1.77583e-05	-0.245899	2.78115e-05	-0.245803	3.90024e-05	-0.24585	5.25341e-05	-0.24595	6.22717e-05	-0.246151	7.40527e-05	-0.254241	7.90135e-05	-0.257345	9.9039e-05
-0.243903	4.32251e-06	-0.243898	8.54077e-06	-0.243893	1.79167e-05	-0.243859	2.80104e-05	-0.243826	3.96602e-05	-0.243948	5.37196e-05	-0.244148	6.36204e-05	-0.243848	7.60461e-05	-0.247732	8.56887e-05	-0.244328	0.000105714
-0.241872	4.25617e-06	-0.241868	8.3197e-06	-0.241852	1.7946e-05	-0.241873	2.82077e-05	-0.241782	4.01847e-05	-0.241985	5.47986e-05	-0.242045	6.48526e-05	-0.242045	7.70429e-05	-0.24573	8.56887e-05	-0.214991	0.000109052
-0.239881	4.18623e-06	-0.239866	8.37345e-06	-0.239869	1.78454e-05	-0.239867	2.83846e-05	-0.239787	4.08341e-05	-0.239963	5.57977e-05	-0.239943	6.62347e-05	-0.239943	7.83719e-05	-0.248834	9.57014e-05	-0.238421	0.000129077
-0.237887	4.11798e-06	-0.237877	8.13941e-06	-0.237875	1.77582e-05	-0.237881	2.85523e-05	-0.23781	4.12503e-05	-0.23776	5.69366e-05	-0.23779	6.76833e-05	-0.238141	7.93686e-05	-0.241525	9.23638e-05	-0.260749	0.000129077
-0.23589	4.04662e-06	-0.235878	8.17744e-06	-0.235878	1.779e-05	-0.235849	2.87751e-05	-0.235841	4.17998e-05	-0.236138	5.82021e-05	-0.235938	6.87823e-05	-0.236038	8.16943e-05	-0.233515	9.23638e-05	-0.236618	0.000112389
-0.233892	3.97492e-06	-0.233881	7.93451e-06	-0.233903	1.78812e-05	-0.233876	2.89869e-05	-0.233805	4.2316e-05	-0.233975	5.92345e-05	-0.233985	7.03475e-05	-0.234136	8.23588e-05	-0.237119	9.9039e-05	-0.221299	0.000129077
-0.231873	3.90311e-06	-0.231868	7.95595e-06	-0.231869	1.78351e-05	-0.231886	2.91552e-05	-0.231794	4.276e-05	-0.232033	6.02402e-05	-0.231933	7.17628e-05	-0.231833	8.402e-05	-0.23031	9.9039e-05	-0.232613	0.000135752
-0.229859	3.83103e-06	-0.229877	7.70813e-06	-0.229862	1.76541e-05	-0.229854	2.93357e-05	-0.229783	4.32513e-05	-0.22981	6.15324e-05	-0.22998	7.29284e-05	-0.22993	8.5349e-05	-0.229209	9.9039e-05	-0.232613	0.000119064
-0.227883	3.75967e-06	-0.22786	7.71155e-06	-0.227872	1.75104e-05	-0.22786	2.94658e-05	-0.227814	4.35732e-05	-0.228128	6.18521e-05	-0.228028	7.4477e-05	-0.228028	8.70102e-05	-0.227707	9.23638e-05	-0.234516	0.000132415
-0.225879	3.68874e-06	-0.225869	7.46178e-06	-0.225868	1.74851e-05	-0.225862	2.95079e-05	-0.22577	4.41282e-05	-0.226065	6.30176e-05	-0.225675	7.5526e-05	-0.225825	8.86714e-05	-0.228809	9.23638e-05	-0.231212	0.000119064
-0.223877	3.61771e-06	-0.223861	7.45042e-06	-0.223882	1.74964e-05	-0.223859	2.95147e-05	-0.223809	4.45057e-05	-0.223803	6.42498e-05	-0.223873	7.73243e-05	-0.223722	9.06649e-05	-0.234616	0.000105714	-0.238421	0.000105714
-0.221887	3.54949e-06	-0.221876	7.19765e-06	-0.221869	1.73733e-05	-0.221865	2.95358e-05	-0.221798	4.49525e-05	-0.22182	6.55286e-05	-0.22197	7.89562e-05	-0.22192	9.19938e-05	-0.233314	0.000102377	-0.214991	0.000119064
-0.21988	3.48321e-06	-0.219874	7.17384e-06	-0.219881	1.71244e-05	-0.219854	2.9523e-05	-0.219821	4.52605e-05	-0.220038	6.65943e-05	-0.220018	8.01051e-05	-0.219818	9.36551e-05	-0.227006	0.000102377	-0.202776	0.000132415
-0.217889	3.41678e-06	-0.217866	6.92216e-06	-0.217872	1.69184e-05	-0.217864	2.94978e-05	-0.21776	4.57628e-05	-0.217915	6.71871e-05	-0.218015	8.15038e-05	-0.218115	9.4984e-05	-0.225504	0.000112389	-0.20628	0.000145765
-0.215865	3.35346e-06	-0.215847	6.89033e-06	-0.215872	1.68274e-05	-0.215849	2.95287e-05	-0.215799	4.60847e-05	-0.215953	6.82395e-05	-0.216013	8.29691e-05	-0.215813	9.73097e-05	-0.216994	0.000109052	-0.219998	0.000149103
-0.213881	3.29217e-06	-0.213858	6.64592e-06	-0.213892	1.67691e-05	-0.213842	2.9553e-05	-0.213805	4.64122e-05	-0.21393	6.91519e-05	-0.21376	8.3835e-05	-0.21401	9.79742e-05	-0.209685	0.000105714	-0.231712	0.00013909
-0.211877	3.23343e-06	-0.211855	6.60453e-06	-0.211871	1.65705e-05	-0.211869	2.95196e-05	-0.211777	4.6773e-05	-0.212028	7.02243e-05	-0.212058	8.52004e-05	-0.211807	0.0001003	-0.213489	0.000109052	-0.222601	0.000132415
-0.209876	3.17552e-06	-0.209866	6.36924e-06	-0.209843	1.62509e-05	-0.209862	2.94918e-05	-0.209783	4.70172e-05	-0.209925	7.11967e-05	-0.209755	8.65491e-05	-0.209905	0.000100964	-0.216493	0.000112389	-0.196168	0.000132415
-0.207874	3.11995e-06	-0.207875	6.32337e-06	-0.207883	1.59887e-05	-0.207851	2.94218e-05	-0.207789	4.74113e-05	-0.207963	7.21092e-05	-0.207802	8.8464e-05	-0.208103	0.000102958	-0.209785	0.000115727	-0.200974	0.000142427
-0.205876	3.06901e-06	-0.205864	6.1005e-06	-0.205861	1.58436e-05	-0.205861	2.9268e-05	-0.205786	4.75084e-05	-0.20592	7.28618e-05	-0.20565	8.98127e-05	-0.206	0.000104619	-0.209584	0.000115727	-0.202576	0.000145765
-0.203855	3.01756e-06	-0.203849	6.05327e-06	-0.203848	1.57212e-05	-0.203838	2.9072e-05	-0.203792	4.77166e-05	-0.203958	7.37676e-05	-0.203747	9.10616e-05	-0.203797	0.000106613	-0.204278	0.000112389	-0.207782	0.00015244
-0.201871	2.9692e-06	-0.201868	5.84395e-06	-0.201875	1.54477e-05	-0.201844	2.89038e-05	-0.201723	4.78026e-05	-0.201915	7.45869e-05	-0.201645	9.23604e-05	-0.201895	0.000107942	-0.196668	0.000122402	-0.208383	0.000145765
-0.199864	2.92357e-06	-0.19986	5.79531e-06	-0.199858	1.50657e-05	-0.19985	2.86956e-05	-0.199787	4.80107e-05	-0.199953	7.57058e-05	-0.199742	9.41087e-05	-0.199792	0.000109603	-0.202576	0.00012574	-0.199171	0.000142427
-0.19788	2.87984e-06	-0.197875	5.60607e-06	-0.197868	1.47667e-05	-0.197876	2.84867e-05	-0.197801	4.79913e-05	-0.19793	7.63186e-05	-0.19799	9.59071e-05	-0.19769	0.000111264	-0.200773	0.000119064	-0.210986	0.000142427
-0.195873	2.83907e-06	-0.195876	5.55624e-06	-0.195849	1.45855e-05	-0.19587	2.83178e-05	-0.19579	4.80302e-05	-0.196088	7.70846e-05	-0.196438	9.63733e-05	-0.195687	0.00011359	-0.194566	0.000122402	-0.202876	0.00013909
-0.193884	2.79824e-06	-0.19388	5.38245e-06	-0.193875	1.44107e-05	-0.193875	2.81371e-05	-0.193771	4.80496e-05	-0.194145	7.79371e-05	-0.193635	9.76554e-05	-0.193885	0.000114586	-0.187657	0.000132415	-0.179146	0.000149103
-0.191859	2.7616e-06	-0.191841	5.33747e-06	-0.191837	1.40889e-05	-0.191835	2.79075e-05	-0.191769	4.80218e-05	-0.191842	7.85765e-05	-0.191582	9.90375e-05	-0.191782	0.000116912	-0.195367	0.00012574	-0.183452	0.000162453
-0.189869	2.72515e-06	-0.189856	5.1793e-06	-0.189843	1.36769e-05	-0.189841	2.76704e-05	-0.189741	4.80107e-05	-0.1898	7.96355e-05	-0.18968	0.000101086	-0.19008	0.000118241	-0.203677	0.000119064	-0.20598	0.000169128
-0.187875	2.69097e-06	-0.187869	5.13563e-06	-0.187855	1.33669e-05	-0.187851	2.73901e-05	-0.187764	4.78387e-05	-0.187857	8.00551e-05	-0.188028	0.000101535	-0.187977	0.000119902	-0.192863	0.000135752	-0.202075	0.000149103
-0.185867	2.65888e-06	-0.185869	4.99442e-06	-0.185857	1.31672e-05	-0.185849	2.70389e-05	-0.185769	4.78747e-05	-0.185975	8.10409e-05	-0.185725	0.000102934	-0.186175	0.000120899	-0.183752	0.000129077	-0.177644	0.000159115
-0.183865	2.62622e-06	-0.183865	4.95348e-06	-0.183861	1.2977e-05	-0.18388	2.66473e-05	-0.183775	4.77471e-05	-0.184033	8.1234e-05	-0.183822	0.000104316	-0.183872	0.000123557	-0.177845	0.00013909	-0.176943	0.000162453
-0.181867	2.59701e-06	-0.181881	4.82808e-06	-0.181833	1.26346e-05	-0.181848	2.62946e-05	-0.181764	4.77027e-05	-0.18179	8.20067e-05	-0.18212	0.000105831	-0.18207	0.000124554	-0.187657	0.000142427	-0.184453	0.000162453
-0.179865	2.56863e-06	-0.17987	4.78991e-06	-0.179877	1.2229e-05	-0.179854	2.59128e-05	-0.17977	4.74751e-05	-0.179847	8.28326e-05	-0.179717	0.000107013	-0.179667	0.000126879	-0.18255	0.000129077	-0.177644	0.000169128
-0.177859	2.54175e-06	-0.177855	4.68026e-06	-0.177862	1.19375e-05	-0.177859	2.55295e-05	-0.177776	4.74307e-05	-0.177765	8.35785e-05	-0.177715	0.000108462	-0.177965	0.000127876	-0.176343	0.00013909	-0.188458	0.000162453
-0.175864	2.51432e-06	-0.175854	4.64426e-06	-0.175836	1.17671e-05	-0.175836	2.51994e-05	-0.175807	4.72142e-05	-0.176203	8.39915e-05	-0.176163	0.000109661	-0.175862	0.000130534	-0.183752	0.000142427	-0.185855	0.000145765
-0.173862	2.49014e-06	-0.173867	4.54923e-06	-0.17385	1.15924e-05	-0.173863	2.48538e-05	-0.173779	4.70339e-05	-0.17374	8.42379e-05	-0.17376	0.00011106	-0.17386	0.000132195	-0.178245	0.000145765	-0.151912	0.000159115
-0.17186	2.46609e-06	-0.171855	4.51303e-06	-0.171848	1.12694e-05	-0.171839	2.44451e-05	-0.171768	4.68257e-05	-0.171837	8.4844e-05	-0.172108	0.000111676	-0.171657	0.000133857	-0.174741	0.000142427	-0.153113	0.000185816
-0.169872	2.44315e-06	-0.169866	4.42891e-06	-0.169845	1.08967e-05	-0.169866	2.40317e-05	-0.169783	4.65066e-05	-0.169795	8.51837e-05	-0.169755	0.000113041	-0.169855	0.000134853	-0.170335	0.000145765	-0.188858	0.000199166
-0.167858	2.42144e-06	-0.167847	4.39602e-06	-0.167843	1.06607e-05	-0.167868	2.35885e-05	-0.167772	4.63179e-05	-0.167772	8.56433e-05	-0.167852	0.000114024	-0.167752	0.000137179	-0.172838	0.00015244	-0.186355	0.000172466
-0.165846	2.39998e-06	-0.16584	4.32402e-06	-0.165846	1.05445e-05	-0.165803	2.3099e-05	-0.165778	4.58655e-05	-0.16593	8.61828e-05	-0.165649	0.000115089	-0.16585	0.000138508	-0.165128	0.000149103	-0.168633	0.000165791
-0.163864	2.37973e-06	-0.163855	4.28874e-06	-0.163867	1.04113e-05	-0.163833	2.2588e-05	-0.163758	4.55019e-05	-0.163887	8.65558e-05	-0.163947	0.000116455	-0.163847	0.000141166	-0.170535	0.00015244	-0.171236	0.000179141
-0.161863	2.35986e-06	-0.161865	4.22451e-06	-0.161862	1.01253e-05	-0.161856	2.21474e-05	-0.161789	4.50357e-05	-0.161945	8.67822e-05	-0.161995	0.000117703	-0.161945	0.00014183	-0.164227	0.000149103	-0.161424	0.000175803
-0.159861	2.34035e-06	-0.159857	4.19362e-06	-0.159843	9.80896e-06	-0.159841	2.17002e-05	-0.15977	4.46916e-05	-0.159942	8.70153e-05	-0.160042	0.000118453	-0.160042	0.000143824	-0.156918	0.000159115	-0.153214	0.000182478
-0.157862	2.32345e-06	-0.157865	4.13689e-06	-0.157855	9.63284e-06	-0.157855	2.1264e-05	-0.157768	4.40894e-05	-0.15798	8.72418e-05	-0.15789	0.000119435	-0.15824	0.000145153	-0.168533	0.000162453	-0.15852	0.000195829
-0.155838	2.30456e-06	-0.155842	4.10709e-06	-0.155832	9.57423e-06	-0.155823	2.08882e-05	-0.155732	4.36204e-05	-0.155857	8.75348e-05	-0.155987	0.000120234	-0.156238	0.000146814	-0.160823	0.000155778	-0.171336	0.000179141
-0.153852	2.28782e-06	-0.153848	4.05722e-06	-0.153867	9.48116e-06	-0.153833	2.05027e-05	-0.153762	4.31208e-05	-0.153935	8.77746e-05	-0.153885	0.0001218	-0.154135	0.000148475	-0.155617	0.000165791	-0.156317	0.000169128
-0.151842	2.27214e-06	-0.151837	4.02791e-06	-0.151848	9.24032e-06	-0.151843	2.0071e-05	-0.151768	4.25353e-05	-0.151952	8.78612e-05	-0.151732	0.000122516	-0.151732	0.000150469	-0.155216	0.000162453	-0.130485	0.000189154
-0.149847	2.25486e-06	-0.149838	3.98333e-06	-0.149849	8.96745e-06	-0.149841	1.96543e-05	-0.149757	4.20302e-05	-0.14991	8.77347e-05	-0.14993	0.000123415	-0.14993	0.000151133	-0.145704	0.000165791	-0.1428	0.000209179
-0.147839	2.24041e-06	-0.147838	3.95641e-06	-0.147834	8.84876e-06	-0.147818	1.92293e-05	-0.147755	4.13725e-05	-0.147907	8.78612e-05	-0.148027	0.000124364	-0.147426	0.000153791	-0.146205	0.000169128	-0.16633	0.000209179
-0.145842	2.22435e-06	-0.145845	3.9173e-06	-0.145848	8.83223e-06	-0.145819	1.87753e-05	-0.145761	4.09062e-05	-0.145905	8.79145e-05	-0.145875	0.000125013	-0.145824	0.000154788	-0.1422	0.000169128	-0.168232	0.000192491
-0.143856	2.21021e-06	-0.143852	3.8906e-06	-0.143848	8.78688e-06	-0.143863	1.83374e-05	-0.143767	4.02818e-05	-0.143942	8.7768e-05	-0.144022	0.000125896	-0.143522	0.000157446	-0.138395	0.000169128	-0.147306	0.000182478
-0.141852	2.19705e-06	-0.141845	3.85771e-06	-0.141847	8.58513e-06	-0.141835	1.79949e-05	-0.141747	3.97906e-05	-0.141859	8.76281e-05	-0.141819	0.000126662	-0.14222	0.000157446	-0.132688	0.000175803	-0.141799	0.000185816
-0.139834	2.18399e-06	-0.13983	3.82851e-06	-0.139841	8.35477e-06	-0.139832	1.76589e-05	-0.139728	3.91051e-05	-0.139957	8.75282e-05	-0.139917	0.000127411	-0.139717	0.000160436	-0.139596	0.000182478	-0.13419	0.000192491
-0.137839	2.16998e-06	-0.137832	3.80195e-06	-0.137838	8.27393e-06	-0.137826	1.73506e-05	-0.137734	3.86139e-05	-0.137794	8.72817e-05	-0.137814	0.000128044	-0.137614	0.0001611	-0.127982	0.000175803	-0.129984	0.000205841
-0.135844	2.15882e-06	-0.135834	3.77376e-06	-0.135852	8.30053e-06	-0.135807	1.70953e-05	-0.135773	3.80145e-05	-0.135992	8.69953e-05	-0.136062	0.000128893	-0.135712	0.000162762	-0.123576	0.000189154	-0.143702	0.000212517
-0.133843	2.14606e-06	-0.13383	3.74992e-06	-0.133844	8.2815e-06	-0.13385	1.68422e-05	-0.133737	3.73956e-05	-0.13399	8.68222e-05	-0.133859	0.000129842	-0.13401	0.000163758	-0.114665	0.000195829	-0.149709	0.000202504
-0.131855	2.13416e-06	-0.131837	3.72459e-06	-0.131845	8.10552e-06	-0.13186	1.65336e-05	-0.131802	3.681e-05	-0.131947	8.66357e-05	-0.131857	0.000130142	-0.131907	0.000166084	-0.116367	0.000199166	-0.13429	0.000189154
-0.129849	2.12361e-06	-0.129824	3.7032e-06	-0.129841	7.90029e-06	-0.129816	1.62565e-05	-0.129741	3.61801e-05	-0.129945	8.63493e-05	-0.129904	0.000130675	-0.129804	0.000167081	-0.122775	0.000209179	-0.114765	0.000192491
-0.127827	2.11306e-06	-0.127822	3.67895e-06	-0.127828	7.84925e-06	-0.127809	1.59752e-05	-0.127771	3.56805e-05	-0.127862	8.57765e-05	-0.127752	0.000131457	-0.127702	0.000169074	-0.138996	0.000215854	-0.105453	0.000229204
-0.125822	2.10227e-06	-0.125844	3.65858e-06	-0.125815	7.89884e-06	-0.125815	1.56677e-05	-0.125752	3.49812e-05	-0.125919	8.54568e-05	-0.12625	0.00013184	-0.125799	0.000169407	-0.132287	0.000212517	-0.136192	0.000245892
-0.123833	2.09193e-06	-0.123829	3.63647e-06	-0.123842	7.91043e-06	-0.123842	1.53924e-05	-0.12375	3.44012e-05	-0.123857	8.49572e-05	-0.123897	0.000132723	-0.123697	0.0001714	-0.137894	0.000222529	-0.148407	0.000222529
-0.121839	2.08279e-06	-0.121852	3.62033e-06	-0.121839	7.74945e-06	-0.121835	1.51985e-05	-0.121739	3.37545e-05	-0.121934	8.44777e-05	-0.122195	0.000132789	-0.121994	0.000172397	-0.149409	0.000202504	-0.125879	0.000209179
-0.119835	2.0738e-06	-0.119839	3.59922e-06	-0.119836	7.56951e-06	-0.119824	1.50093e-05	-0.119753	3.32883e-05	-0.119972	8.39848e-05	-0.119842	0.000133372	-0.119992	0.000174722	-0.145504	0.000192491	-0.123076	0.000219192
-0.117851	2.06562e-06	-0.117838	3.58294e-06	-0.117836	7.53333e-06	-0.117826	1.48433e-05	-0.117759	3.25973e-05	-0.117889	8.32988e-05	-0.117789	0.000133705	-0.11819	0.000175387	-0.146605	0.000209179	-0.117669	0.000219192
-0.115844	2.05671e-06	-0.115841	3.56583e-06	-0.115829	7.60646e-06	-0.11584	1.47265e-05	-0.115781	3.21005e-05	-0.115867	8.26993e-05	-0.115887	0.000133739	-0.115887	0.000177048	-0.141999	0.000195829	-0.108657	0.000225867
-0.113831	2.05003e-06	-0.113821	3.55144e-06	-0.113818	7.63847e-06	-0.113808	1.46037e-05	-0.113771	3.15816e-05	-0.113864	8.21532e-05	-0.113834	0.000134471	-0.113784	0.000178045	-0.133088	0.000199166	-0.119972	0.000222529
-0.111827	2.04306e-06	-0.111826	3.53583e-06	-0.111837	7.49353e-06	-0.111826	1.44247e-05	-0.111768	3.10459e-05	-0.111942	8.14871e-05	-0.111832	0.000134005	-0.111782	0.000179706	-0.115166	0.000195829	-0.125178	0.000222529
-0.109836	2.035e-06	-0.10983	3.52544e-06	-0.109834	7.3231e-06	-0.109836	1.42604e-05	-0.109765	3.06213e-05	-0.109899	8.08411e-05	-0.109729	0.000134388	-0.109879	0.000180371	-0.109559	0.000195829	-0.11887	0.000219192
-0.107836	2.02884e-06	-0.107825	3.50671e-06	-0.107821	7.30845e-06	-0.107821	1.40895e-05	-0.107746	3.0058e-05	-0.107937	8.00551e-05	-0.107827	0.000134904	-0.107877	0.000182032	-0.103952	0.000195829	-0.104252	0.000225867
-0.105846	2.0223e-06	-0.105832	3.49843e-06	-0.105846	7.3911e-06	-0.105836	1.39073e-05	-0.10576	2.97472e-05	-0.105854	7.93891e-05	-0.106225	0.000134538	-0.105774	0.000183029	-0.103751	0.000199166	-0.0802217	0.000225867
-0.10382	2.01755e-06	-0.103811	3.48591e-06	-0.10382	7.44131e-06	-0.103833	1.37237e-05	-0.10375	2.93087e-05	-0.103912	7.86431e-05	-0.103772	0.000134738	-0.103371	0.000185022	-0.108657	0.000202504	-0.0858288	0.00024923
-0.101812	2.01142e-06	-0.101816	3.4756e-06	-0.10177	7.30651e-06	-0.101814	1.36392e-05	-0.101764	2.89951e-05	-0.101869	7.7724e-05	-0.101919	0.000135021	-0.101469	0.000185687	-0.105453	0.000209179	-0.113163	0.000269255
-0.0998075	2.00825e-06	-0.099818	3.46557e-06	-0.0998071	7.15462e-06	-0.0998029	1.35489e-05	-0.0997362	2.8551e-05	-0.0998066	7.74109e-05	-0.0998166	0.000134538	-0.0994662	0.000187348	-0.106154	0.000202504	-0.122174	0.00024923
-0.0978129	2.00188e-06	-0.0978229	3.45671e-06	-0.0978067	7.14011e-06	-0.0978046	1.34724e-05	-0.097742	2.83207e-05	-0.0978441	7.63919e-05	-0.0978141	0.000134788	-0.0975638	0.000188012	-0.093939	0.000215854	-0.105554	0.00023588
-0.0958179	1.99883e-06	-0.0958221	3.4476e-06	-0.0957979	7.23636e-06	-0.0958146	1.3432e-05	-0.0956227	2.7946e-05	-0.0959417	7.55993e-05	-0.0957114	0.000134505	-0.0955612	0.000189341	-0.0960416	0.000209179	-0.103851	0.000242555
-0.0938292	1.99407e-06	-0.0938304	3.44201e-06	-0.09381	7.30032e-06	-0.0938037	1.33945e-05	-0.093737	2.76325e-05	-0.0939592	7.49332e-05	-0.0941595	0.000134138	-0.0939592	0.00019067	-0.0839264	0.000225867	-0.0904346	0.000239217
-0.0918358	1.99087e-06	-0.0918429	3.43521e-06	-0.0918242	7.17539e-06	-0.0918221	1.32907e-05	-0.0917595	2.73633e-05	-0.0918766	7.39741e-05	-0.0918065	0.000134155	-0.092157	0.000191335	-0.0881317	0.000215854	-0.0928376	0.000255905
-0.0898412	1.98894e-06	-0.0898296	3.42446e-06	-0.0898425	7.03218e-06	-0.0898029	1.32061e-05	-0.0897403	2.70219e-05	-0.0899542	7.33347e-05	-0.0900043	0.000134138	-0.0900543	0.000191667	-0.0793206	0.000215854	-0.10285	0.00024923
-0.0878028	1.98638e-06	-0.0878037	3.42224e-06	-0.0877857	7.03003e-06	-0.0878003	1.31032e-05	-0.0877461	2.68471e-05	-0.0877714	7.26553e-05	-0.0878015	0.000133522	-0.0880518	0.000192996	-0.0775183	0.000215854	-0.085228	0.000242555
-0.0858162	1.98405e-06	-0.0858178	3.41723e-06	-0.0858062	7.1367e-06	-0.0857853	1.29903e-05	-0.085777	2.64835e-05	-0.0857689	7.18294e-05	-0.0857489	0.000133389	-0.0862495	0.000193993	-0.087631	0.000215854	-0.0668048	0.000259243
-0.083832	1.98266e-06	-0.083812	3.41335e-06	-0.0838224	7.20692e-06	-0.0838162	1.28731e-05	-0.0837578	2.62476e-05	-0.0839266	7.09436e-05	-0.0839466	0.000132673	-0.083446	0.000194989	-0.0951405	0.000225867	-0.069308	0.000279268
-0.0818232	1.98195e-06	-0.081817	3.40704e-06	-0.0818199	7.09524e-06	-0.081797	1.28404e-05	-0.0817469	2.59451e-05	-0.0816838	7.01443e-05	-0.0817939	0.000132673	-0.0816437	0.000195322	-0.0680064	0.000245892	-0.0969427	0.000279268
