VvsRef	A	VvsRef1	A1	VvsRef2	A2	VvsRef3	A3	VvsRef4	A4	VvsRef5	A5	VvsRef6	A6	VvsRef7	A7	VvsRef8	A8	VvsRef9	A9
Ru_1mM_F127_100.DTA-Ciclo-1.txt	Ru_1mM_F127_100.DTA-Ciclo-1.txt	Ru_1mM_F127_200.DTA-Ciclo-1.txt	Ru_1mM_F127_200.DTA-Ciclo-1.txt	Ru_1mM_F127_500.DTA-Ciclo-1.txt	Ru_1mM_F127_500.DTA-Ciclo-1.txt	Ru_1mM_F127_1000.DTA-Ciclo-1.txt	Ru_1mM_F127_1000.DTA-Ciclo-1.txt	Ru_1mM_F127_2000.DTA-Ciclo-1.txt	Ru_1mM_F127_2000.DTA-Ciclo-1.txt	Ru_1mM_F127_5000.DTA-Ciclo-1.txt	Ru_1mM_F127_5000.DTA-Ciclo-1.txt	Ru_1mM_F127_10000.DTA-Ciclo-1.txt	Ru_1mM_F127_10000.DTA-Ciclo-1.txt	Ru_1mM_F127_20000.DTA-Ciclo-1.txt	Ru_1mM_F127_20000.DTA-Ciclo-1.txt	Ru_1mM_F127_50000.DTA-Ciclo-1.txt	Ru_1mM_F127_50000.DTA-Ciclo-1.txt	Ru_1mM_F127_100000.DTA-Ciclo-1.txt	Ru_1mM_F127_100000.DTA-Ciclo-1.txt
-0.463979	-1.09547e-06	-0.46397	-8.87078e-07	-0.463984	-3.8442e-07	-0.463957	-4.07165e-08	-0.463911	9.35048e-07	-0.464005	3.42637e-06	-0.464225	7.80563e-06	-0.464125	1.59101e-05	-0.479324	1.89371e-05	-0.44438	4.23002e-05
-0.461961	-1.08522e-06	-0.461959	-8.69133e-07	-0.461956	-4.61161e-07	-0.461954	-8.35328e-09	-0.461883	1.03496e-06	-0.462022	3.5063e-06	-0.461722	7.9555e-06	-0.461822	1.52456e-05	-0.475018	1.89371e-05	-0.443579	6.56632e-05
-0.459949	-1.07524e-06	-0.459943	-8.64993e-07	-0.459952	-5.46028e-07	-0.459952	5.90123e-08	-0.459881	1.00165e-06	-0.46008	3.46634e-06	-0.45987	7.63912e-06	-0.459819	1.59101e-05	-0.472315	1.55995e-05	-0.481226	5.56505e-05
-0.457956	-1.06548e-06	-0.457948	-8.43853e-07	-0.457949	-4.61717e-07	-0.457941	1.18461e-07	-0.457903	1.12099e-06	-0.458037	3.52628e-06	-0.458067	8.12201e-06	-0.458017	1.55778e-05	-0.471714	2.56123e-05	-0.469411	4.56377e-05
-0.455951	-1.05486e-06	-0.455948	-8.38936e-07	-0.455938	-3.39903e-07	-0.455947	2.03188e-07	-0.455867	1.07381e-06	-0.455995	3.63285e-06	-0.455965	8.00545e-06	-0.455814	1.62423e-05	-0.467709	1.2262e-05	-0.444079	4.23002e-05
-0.453971	-1.04418e-06	-0.453962	-8.18768e-07	-0.453961	-3.08929e-07	-0.453928	2.54164e-07	-0.45389	1.12099e-06	-0.453972	3.67947e-06	-0.454112	7.9888e-06	-0.454513	1.59101e-05	-0.467309	2.22747e-05	-0.45259	5.8988e-05
-0.45197	-1.03337e-06	-0.451952	-8.11212e-07	-0.451967	-3.83309e-07	-0.451983	2.61665e-07	-0.451887	1.10989e-06	-0.45205	3.67947e-06	-0.45216	7.9888e-06	-0.451909	1.62423e-05	-0.464906	1.2262e-05	-0.457096	5.8988e-05
-0.44998	-1.0232e-06	-0.449962	-7.92155e-07	-0.449973	-4.63314e-07	-0.44996	2.34718e-07	-0.449885	1.11544e-06	-0.450007	3.57956e-06	-0.449957	8.0554e-06	-0.450307	1.59101e-05	-0.464906	1.55995e-05	-0.464605	4.56377e-05
-0.447953	-1.01208e-06	-0.447932	-7.82043e-07	-0.447949	-3.82128e-07	-0.447912	2.08328e-07	-0.447874	1.20147e-06	-0.448025	3.69945e-06	-0.447904	8.38843e-06	-0.448005	1.7239e-05	-0.458598	1.89371e-05	-0.464105	4.23002e-05
-0.445959	-9.9954e-07	-0.445953	-7.61098e-07	-0.445955	-2.54342e-07	-0.445951	1.6513e-07	-0.445872	1.15151e-06	-0.446022	3.66615e-06	-0.445952	8.20526e-06	-0.446102	1.62423e-05	-0.461301	1.89371e-05	-0.450387	3.22874e-05
-0.443955	-9.87205e-07	-0.443953	-7.51097e-07	-0.44395	-2.16909e-07	-0.443978	1.48324e-07	-0.443886	1.17927e-06	-0.443939	3.81268e-06	-0.4442	8.38843e-06	-0.443899	1.7239e-05	-0.456295	1.2262e-05	-0.439273	3.5625e-05
-0.441972	-9.7444e-07	-0.441955	-7.31234e-07	-0.44196	-2.87608e-07	-0.441967	1.9291e-07	-0.441908	1.13486e-06	-0.442097	3.73941e-06	-0.441997	8.55494e-06	-0.441997	1.65745e-05	-0.456896	1.55995e-05	-0.414442	4.56377e-05
-0.43997	-9.61285e-07	-0.439966	-7.17678e-07	-0.439964	-3.64071e-07	-0.439943	2.65693e-07	-0.439881	1.23199e-06	-0.439914	4.05912e-06	-0.440045	8.47168e-06	-0.440095	1.7239e-05	-0.455193	1.2262e-05	-0.417346	5.8988e-05
-0.437962	-9.47115e-07	-0.43796	-6.95621e-07	-0.437957	-2.76079e-07	-0.437928	3.37642e-07	-0.437887	1.15984e-06	-0.438413	3.90593e-06	-0.437992	8.52164e-06	-0.438292	1.65745e-05	-0.451188	2.56123e-05	-0.451589	7.56759e-05
-0.435968	-9.32292e-07	-0.435964	-6.81898e-07	-0.435961	-1.43779e-07	-0.435976	4.34732e-07	-0.435926	1.26252e-06	-0.435909	4.1457e-06	-0.435939	8.43838e-06	-0.435989	1.7239e-05	-0.454693	2.89498e-05	-0.454693	4.89753e-05
-0.433948	-9.17661e-07	-0.433952	-6.57619e-07	-0.433946	-9.98871e-08	-0.433944	5.07792e-07	-0.433898	1.27917e-06	-0.433827	3.99917e-06	-0.433887	8.65485e-06	-0.434087	1.7239e-05	-0.450888	2.89498e-05	-0.434567	4.56377e-05
-0.431948	-9.0082e-07	-0.431953	-6.42367e-07	-0.43195	-1.61211e-07	-0.43195	5.2196e-07	-0.431887	1.37353e-06	-0.432185	3.87928e-06	-0.432085	8.97122e-06	-0.431784	1.75713e-05	-0.449386	2.56123e-05	-0.423253	6.23256e-05
-0.429952	-8.84393e-07	-0.429961	-6.16588e-07	-0.429943	-2.34132e-07	-0.429947	5.10153e-07	-0.42986	1.40406e-06	-0.430122	3.80602e-06	-0.430082	8.92126e-06	-0.430182	1.7239e-05	-0.434567	3.5625e-05	-0.432565	5.56505e-05
-0.427948	-8.66004e-07	-0.427944	-5.9317e-07	-0.427959	-1.40168e-07	-0.427937	5.06264e-07	-0.427866	1.40961e-06	-0.42846	4.21231e-06	-0.42813	9.03782e-06	-0.427979	1.79035e-05	-0.439373	3.22874e-05	-0.441776	6.23256e-05
-0.425967	-8.47271e-07	-0.425954	-5.68863e-07	-0.425961	-2.7279e-09	-0.425959	4.77234e-07	-0.425896	1.54837e-06	-0.425717	4.11906e-06	-0.426127	8.72145e-06	-0.425877	1.7239e-05	-0.432265	2.56123e-05	-0.439874	4.56377e-05
-0.423962	-8.26117e-07	-0.423967	-5.43778e-07	-0.423961	5.51926e-08	-0.42394	4.73901e-07	-0.423869	1.57889e-06	-0.424175	4.40546e-06	-0.423974	9.03782e-06	-0.424074	1.89003e-05	-0.426257	3.89626e-05	-0.430362	2.22747e-05
-0.421946	-8.05681e-07	-0.421933	-5.1722e-07	-0.421929	5.36203e-10	-0.421921	5.37377e-07	-0.421875	1.70655e-06	-0.421912	4.43876e-06	-0.421671	9.27094e-06	-0.421872	1.79035e-05	-0.413341	3.22874e-05	-0.397621	4.23002e-05
-0.419945	-7.84203e-07	-0.419946	-4.84635e-07	-0.419945	-6.14818e-08	-0.419914	6.27661e-07	-0.419889	1.6899e-06	-0.419889	4.57197e-06	-0.419919	9.43745e-06	-0.419869	1.82358e-05	-0.411538	2.56123e-05	-0.397921	6.90008e-05
-0.417955	-7.59116e-07	-0.417952	-4.57883e-07	-0.417943	4.28307e-08	-0.417949	7.17806e-07	-0.417845	1.87862e-06	-0.418007	4.83839e-06	-0.417917	9.87038e-06	-0.418167	1.82358e-05	-0.426557	2.22747e-05	-0.43667	7.23384e-05
-0.415941	-7.33845e-07	-0.415939	-4.20103e-07	-0.415936	1.88604e-07	-0.415946	8.35314e-07	-0.415867	1.89527e-06	-0.415744	4.42544e-06	-0.416415	9.33754e-06	-0.415864	1.82358e-05	-0.432465	2.22747e-05	-0.422652	4.23002e-05
-0.413954	-7.06272e-07	-0.413957	-3.90184e-07	-0.413963	2.61109e-07	-0.413969	9.36709e-07	-0.413881	1.97297e-06	-0.413982	4.73849e-06	-0.414012	9.77048e-06	-0.413962	1.89003e-05	-0.431163	3.5625e-05	-0.410137	5.23129e-05
-0.411964	-6.78698e-07	-0.411961	-3.48376e-07	-0.411964	2.19509e-07	-0.411966	9.80045e-07	-0.411854	2.00905e-06	-0.412139	4.77179e-06	-0.411909	9.92034e-06	-0.412159	1.92325e-05	-0.430562	3.89626e-05	-0.414742	6.23256e-05
-0.409943	-6.47751e-07	-0.409942	-3.15679e-07	-0.409918	1.72075e-07	-0.409918	9.99074e-07	-0.409835	2.0701e-06	-0.409997	4.9716e-06	-0.409807	9.87038e-06	-0.410057	1.82358e-05	-0.430863	4.89753e-05	-0.419348	4.89753e-05
-0.407942	-6.16208e-07	-0.407936	-2.64231e-07	-0.407941	2.84444e-07	-0.407941	1.02394e-06	-0.407857	2.20054e-06	-0.408034	5.01157e-06	-0.407704	9.97029e-06	-0.407654	1.95647e-05	-0.399724	4.89753e-05	-0.424455	3.22874e-05
-0.405947	-5.81913e-07	-0.405944	-2.32118e-07	-0.40594	4.47788e-07	-0.405938	1.02255e-06	-0.405863	2.21441e-06	-0.405932	5.09149e-06	-0.405751	1.01368e-05	-0.406252	1.92325e-05	-0.376595	3.5625e-05	-0.399623	2.56123e-05
-0.403963	-5.4606e-07	-0.403954	-1.72142e-07	-0.403944	5.3835e-07	-0.403952	1.05366e-06	-0.403885	2.31432e-06	-0.404029	5.24468e-06	-0.403949	1.07029e-05	-0.403949	1.95647e-05	-0.376394	2.22747e-05	-0.3811	5.8988e-05
-0.401961	-5.09356e-07	-0.401946	-1.36362e-07	-0.401929	5.16404e-07	-0.401946	1.15367e-06	-0.401858	2.32265e-06	-0.402007	5.29131e-06	-0.402097	1.0986e-05	-0.402047	1.9897e-05	-0.385005	1.89371e-05	-0.417146	7.23384e-05
-0.399959	-4.68695e-07	-0.399954	-6.96907e-08	-0.399945	4.85916e-07	-0.399951	1.2727e-06	-0.399897	2.49193e-06	-0.400024	5.74422e-06	-0.400345	1.08528e-05	-0.399944	1.95647e-05	-0.382902	5.58681e-06	-0.41254	4.56377e-05
-0.397973	-4.2601e-07	-0.397961	-3.00492e-08	-0.39794	6.0516e-07	-0.397978	1.39424e-06	-0.397928	2.48361e-06	-0.398102	5.68427e-06	-0.398042	1.05198e-05	-0.398042	1.9897e-05	-0.391513	1.2262e-05	-0.38881	5.56505e-05
-0.395941	-3.81427e-07	-0.395933	4.72337e-08	-0.395917	7.88713e-07	-0.39593	1.558e-06	-0.395892	2.65012e-06	-0.396159	5.80416e-06	-0.395689	1.08861e-05	-0.395939	2.08937e-05	-0.409936	1.55995e-05	-0.395919	6.23256e-05
-0.393958	-3.34808e-07	-0.39396	8.8042e-08	-0.393917	9.04971e-07	-0.393935	1.69843e-06	-0.393881	2.75558e-06	-0.394137	6.00398e-06	-0.394137	1.16021e-05	-0.394037	2.02292e-05	-0.416545	2.56123e-05	-0.395118	6.23256e-05
-0.391945	-2.84736e-07	-0.391957	1.77103e-07	-0.391939	9.09971e-07	-0.391954	1.78385e-06	-0.391887	2.90821e-06	-0.392074	6.07724e-06	-0.391984	1.12025e-05	-0.391934	2.1226e-05	-0.393416	3.89626e-05	-0.415744	5.8988e-05
-0.389965	-2.3244e-07	-0.389958	2.2169e-07	-0.389945	8.95248e-07	-0.389951	1.85746e-06	-0.38991	3.02477e-06	-0.390032	6.29038e-06	-0.389731	1.1319e-05	-0.389931	2.05615e-05	-0.393816	2.56123e-05	-0.40493	4.23002e-05
-0.387965	-1.76343e-07	-0.387958	3.21196e-07	-0.387926	1.0404e-06	-0.387945	1.93803e-06	-0.387907	3.10803e-06	-0.388049	6.69e-06	-0.388129	1.19684e-05	-0.387929	2.1226e-05	-0.386907	4.56377e-05	-0.395218	2.56123e-05
-0.385962	-1.18778e-07	-0.385945	3.69838e-07	-0.385921	1.24145e-06	-0.385946	1.99581e-06	-0.385896	3.33004e-06	-0.386047	6.86318e-06	-0.386227	1.19518e-05	-0.385926	2.15582e-05	-0.398222	2.89498e-05	-0.3811	3.22874e-05
-0.383942	-5.77336e-08	-0.383935	4.82096e-07	-0.383923	1.39014e-06	-0.383923	2.07665e-06	-0.38386	3.47435e-06	-0.384104	6.70999e-06	-0.384024	1.21849e-05	-0.383924	2.22227e-05	-0.38881	4.23002e-05	-0.359373	4.23002e-05
-0.38195	5.12436e-09	-0.381952	5.35711e-07	-0.381939	1.42966e-06	-0.381962	2.22943e-06	-0.381891	3.7158e-06	-0.381901	6.83653e-06	-0.382072	1.25679e-05	-0.381921	2.25549e-05	-0.392414	3.5625e-05	-0.359173	5.8988e-05
-0.37995	7.25166e-08	-0.379953	6.58774e-07	-0.379937	1.44667e-06	-0.37993	2.40292e-06	-0.379864	3.81293e-06	-0.379919	7.48926e-06	-0.380169	1.24347e-05	-0.379919	2.25549e-05	-0.370387	3.89626e-05	-0.363378	7.23384e-05
-0.377945	1.42067e-07	-0.377947	7.15111e-07	-0.377936	1.60786e-06	-0.377936	2.5821e-06	-0.377869	4.1071e-06	-0.377936	7.62247e-06	-0.377816	1.3134e-05	-0.378017	2.22227e-05	-0.373891	4.23002e-05	-0.392515	8.56887e-05
-0.375953	2.15876e-07	-0.375946	8.55037e-07	-0.375936	1.83753e-06	-0.375946	2.80239e-06	-0.375867	4.23753e-06	-0.376054	7.81563e-06	-0.376214	1.30841e-05	-0.375714	2.35517e-05	-0.370287	3.5625e-05	-0.399323	6.23256e-05
-0.373948	2.90717e-07	-0.373948	9.16208e-07	-0.373946	2.02386e-06	-0.373956	3.01768e-06	-0.373873	4.454e-06	-0.373991	7.78898e-06	-0.373861	1.37834e-05	-0.374112	2.28872e-05	-0.368284	2.89498e-05	-0.371288	5.8988e-05
-0.37195	3.70981e-07	-0.37194	1.06911e-06	-0.371954	2.10165e-06	-0.371929	3.17547e-06	-0.37187	4.64549e-06	-0.371929	8.2752e-06	-0.372259	1.36835e-05	-0.371909	2.35517e-05	-0.360775	3.22874e-05	-0.360174	6.23256e-05
-0.36994	4.53243e-07	-0.36993	1.13556e-06	-0.369928	2.15269e-06	-0.369939	3.33381e-06	-0.369868	4.8342e-06	-0.370387	8.31516e-06	-0.369856	1.38167e-05	-0.369806	2.38839e-05	-0.360174	3.89626e-05	-0.367984	7.23384e-05
-0.367947	5.38647e-07	-0.367941	1.30404e-06	-0.367944	2.3368e-06	-0.367911	3.49174e-06	-0.367832	5.12282e-06	-0.368144	8.40175e-06	-0.368054	1.42829e-05	-0.368004	2.45484e-05	-0.359873	3.22874e-05	-0.375293	6.56632e-05
-0.365946	6.2921e-07	-0.365931	1.37449e-06	-0.365925	2.6039e-06	-0.365929	3.6323e-06	-0.365871	5.26436e-06	-0.365921	8.94125e-06	-0.366051	1.42829e-05	-0.366001	2.42162e-05	-0.35677	2.22747e-05	-0.383003	7.23384e-05
-0.363951	7.21105e-07	-0.363945	1.55658e-06	-0.363941	2.83357e-06	-0.363898	3.79134e-06	-0.363902	5.51412e-06	-0.364079	9.37418e-06	-0.363949	1.49157e-05	-0.363699	2.52129e-05	-0.352064	3.22874e-05	-0.379098	5.23129e-05
-0.361941	8.16761e-07	-0.361943	1.63228e-06	-0.361947	2.95636e-06	-0.361916	4.02552e-06	-0.361849	5.69174e-06	-0.362016	9.60729e-06	-0.361746	1.53986e-05	-0.362297	2.52129e-05	-0.348059	3.22874e-05	-0.37289	4.56377e-05
-0.359927	9.14983e-07	-0.35992	1.8348e-06	-0.359911	3.04143e-06	-0.359922	4.27651e-06	-0.359888	6.00533e-06	-0.360014	9.76714e-06	-0.359994	1.55984e-05	-0.359894	2.62096e-05	-0.35727	2.89498e-05	-0.371788	3.5625e-05
-0.357916	1.01672e-06	-0.357916	1.91133e-06	-0.357909	3.2604e-06	-0.357923	4.52917e-06	-0.357828	6.19127e-06	-0.357951	1.00735e-05	-0.357991	1.62478e-05	-0.358392	2.62096e-05	-0.361976	1.55995e-05	-0.353165	3.22874e-05
-0.35593	1.12129e-06	-0.355923	2.12518e-06	-0.355923	3.55883e-06	-0.355917	4.84211e-06	-0.355858	6.51875e-06	-0.355989	1.05597e-05	-0.356039	1.62478e-05	-0.356089	2.75386e-05	-0.365581	2.56123e-05	-0.332839	5.23129e-05
-0.353939	1.22782e-06	-0.353924	2.20954e-06	-0.353931	3.83475e-06	-0.353923	5.15699e-06	-0.353831	6.81569e-06	-0.354147	1.08328e-05	-0.353936	1.67806e-05	-0.354387	2.72063e-05	-0.36538	2.56123e-05	-0.33314	7.23384e-05
-0.351937	1.33565e-06	-0.351933	2.43898e-06	-0.351928	4.00504e-06	-0.35192	5.41784e-06	-0.351853	7.10986e-06	-0.351904	1.12258e-05	-0.351884	1.7147e-05	-0.351984	2.82031e-05	-0.3813	3.89626e-05	-0.36478	8.23511e-05
-0.349944	1.44779e-06	-0.349948	2.52468e-06	-0.349943	4.13442e-06	-0.34993	5.68286e-06	-0.349876	7.42624e-06	-0.349981	1.15188e-05	-0.350031	1.75965e-05	-0.350182	2.78708e-05	-0.376294	5.56505e-05	-0.368885	6.56632e-05
-0.347933	1.56369e-06	-0.347927	2.77078e-06	-0.34793	4.38145e-06	-0.347915	5.96079e-06	-0.347857	7.67878e-06	-0.347999	1.19851e-05	-0.347979	1.80961e-05	-0.348079	2.85353e-05	-0.362577	4.56377e-05	-0.34125	6.56632e-05
-0.345955	1.67975e-06	-0.345937	2.86192e-06	-0.345952	4.71779e-06	-0.345925	6.20206e-06	-0.345829	8.13669e-06	-0.346056	1.23314e-05	-0.345976	1.82293e-05	-0.346277	2.91998e-05	-0.350862	3.89626e-05	-0.336744	7.90135e-05
-0.343923	1.79802e-06	-0.343901	3.12005e-06	-0.343933	5.04184e-06	-0.343931	6.46735e-06	-0.343852	8.46138e-06	-0.343994	1.27377e-05	-0.343974	1.87288e-05	-0.343974	3.05288e-05	-0.351363	4.89753e-05	-0.348459	7.56759e-05
-0.34194	1.91757e-06	-0.341917	3.21147e-06	-0.341928	5.26575e-06	-0.341941	6.79724e-06	-0.341857	8.93872e-06	-0.342011	1.32306e-05	-0.341871	1.93283e-05	-0.342171	3.01965e-05	-0.338947	4.56377e-05	-0.354567	7.90135e-05
-0.339933	2.039e-06	-0.339931	3.4836e-06	-0.33994	5.43597e-06	-0.33993	7.14406e-06	-0.33983	9.25232e-06	-0.339909	1.37634e-05	-0.339919	1.97112e-05	-0.340069	3.0861e-05	-0.336144	4.56377e-05	-0.354066	6.56632e-05
-0.337937	2.16121e-06	-0.337937	3.57341e-06	-0.337932	5.71265e-06	-0.337915	7.49853e-06	-0.337844	9.76295e-06	-0.338106	1.39566e-05	-0.338016	2.02607e-05	-0.338267	3.11933e-05	-0.33304	2.89498e-05	-0.351062	6.23256e-05
-0.335932	2.28404e-06	-0.335942	3.85846e-06	-0.335935	6.0792e-06	-0.335929	7.91689e-06	-0.335875	1.01487e-05	-0.336164	1.42763e-05	-0.336114	2.09101e-05	-0.336364	3.18578e-05	-0.323928	3.5625e-05	-0.342351	5.56505e-05
-0.333917	2.4084e-06	-0.333921	3.95141e-06	-0.333929	6.44687e-06	-0.333922	8.33928e-06	-0.333839	1.06316e-05	-0.334101	1.52887e-05	-0.333961	2.14929e-05	-0.334462	3.219e-05	-0.342552	4.89753e-05	-0.316919	5.8988e-05
-0.331914	2.53282e-06	-0.331913	4.24709e-06	-0.33192	6.72369e-06	-0.33192	8.71625e-06	-0.331845	1.1059e-05	-0.331858	1.58748e-05	-0.331858	2.18259e-05	-0.332059	3.31867e-05	-0.342952	3.5625e-05	-0.30971	7.90135e-05
-0.329924	2.6554e-06	-0.329915	4.3351e-06	-0.329928	6.92801e-06	-0.329897	9.11669e-06	-0.329867	1.14919e-05	-0.330236	1.61013e-05	-0.329956	2.23255e-05	-0.329856	3.25222e-05	-0.328434	3.5625e-05	-0.34105	8.90262e-05
-0.327931	2.77917e-06	-0.327913	4.63568e-06	-0.327938	7.22574e-06	-0.327911	9.51228e-06	-0.327848	1.20553e-05	-0.327934	1.63877e-05	-0.327903	2.31247e-05	-0.327653	3.38512e-05	-0.328935	4.89753e-05	-0.345756	7.23384e-05
-0.325927	2.90113e-06	-0.325907	4.7246e-06	-0.325914	7.61326e-06	-0.325912	9.87411e-06	-0.325829	1.24549e-05	-0.326011	1.7107e-05	-0.325951	2.37741e-05	-0.325751	3.41835e-05	-0.328234	4.56377e-05	-0.320624	6.23256e-05
-0.323929	3.02342e-06	-0.323922	5.03251e-06	-0.323937	8.0269e-06	-0.323927	1.02457e-05	-0.323843	1.29933e-05	-0.324009	1.77331e-05	-0.323999	2.40572e-05	-0.323648	3.55124e-05	-0.332839	5.56505e-05	-0.322927	8.23511e-05
-0.32194	3.14441e-06	-0.321925	5.11349e-06	-0.321926	8.33616e-06	-0.321932	1.06765e-05	-0.321849	1.3429e-05	-0.322066	1.83325e-05	-0.321946	2.51395e-05	-0.322346	3.55124e-05	-0.333941	4.23002e-05	-0.32553	8.90262e-05
-0.319906	3.26261e-06	-0.319908	5.42703e-06	-0.319907	8.56784e-06	-0.319909	1.11178e-05	-0.31983	1.40173e-05	-0.320084	1.89719e-05	-0.319843	2.52061e-05	-0.320244	3.68414e-05	-0.31752	3.89626e-05	-0.326532	7.90135e-05
-0.317909	3.37866e-06	-0.317901	5.50315e-06	-0.317904	8.87925e-06	-0.31789	1.15648e-05	-0.317802	1.44614e-05	-0.317861	1.96246e-05	-0.317841	2.63884e-05	-0.318141	3.71736e-05	-0.316519	5.56505e-05	-0.330737	7.56759e-05
-0.315908	3.49167e-06	-0.31591	5.8177e-06	-0.315925	9.28046e-06	-0.315912	1.20737e-05	-0.315841	1.50608e-05	-0.315898	2.01042e-05	-0.316239	2.69545e-05	-0.315838	3.81704e-05	-0.327833	6.23256e-05	-0.329836	6.90008e-05
-0.313921	3.60259e-06	-0.313916	5.88384e-06	-0.313931	9.71111e-06	-0.313918	1.25935e-05	-0.313847	1.55909e-05	-0.314076	2.07369e-05	-0.313686	2.75539e-05	-0.313936	3.91671e-05	-0.328134	4.23002e-05	-0.32563	6.56632e-05
-0.311931	3.71008e-06	-0.311936	6.19875e-06	-0.311934	1.005e-05	-0.311907	1.30825e-05	-0.311853	1.61293e-05	-0.312034	2.14296e-05	-0.312134	2.84698e-05	-0.311433	4.01638e-05	-0.304103	4.56377e-05	-0.310011	6.56632e-05
-0.309909	3.81498e-06	-0.309915	6.25209e-06	-0.309915	1.02896e-05	-0.309896	1.35819e-05	-0.309842	1.67342e-05	-0.309931	2.21023e-05	-0.309831	2.87695e-05	-0.309831	4.01638e-05	-0.30981	6.23256e-05	-0.286481	6.56632e-05
-0.3079	3.91755e-06	-0.307908	6.56514e-06	-0.307892	1.05984e-05	-0.307902	1.4073e-05	-0.30784	1.72449e-05	-0.307908	2.2875e-05	-0.307778	3.0035e-05	-0.307728	4.11606e-05	-0.30961	5.56505e-05	-0.289885	9.23638e-05
-0.305908	4.01327e-06	-0.305891	6.60783e-06	-0.305904	1.09989e-05	-0.30587	1.45314e-05	-0.305829	1.79609e-05	-0.306026	2.3561e-05	-0.305826	3.04346e-05	-0.305926	4.14928e-05	-0.310511	6.23256e-05	-0.324429	0.000102377
-0.303888	4.10602e-06	-0.303895	6.91513e-06	-0.303908	1.14395e-05	-0.303893	1.49754e-05	-0.303835	1.85687e-05	-0.303923	2.42004e-05	-0.304324	3.12505e-05	-0.303723	4.28218e-05	-0.308509	4.56377e-05	-0.315618	7.23384e-05
-0.3019	4.19521e-06	-0.301908	6.94766e-06	-0.301901	1.17812e-05	-0.301911	1.54709e-05	-0.301815	1.92791e-05	-0.302021	2.49064e-05	-0.301721	3.19166e-05	-0.30162	4.3154e-05	-0.294792	4.56377e-05	-0.29319	8.23511e-05
-0.299925	4.27621e-06	-0.29992	7.24424e-06	-0.299913	1.20154e-05	-0.2999	1.59559e-05	-0.299838	1.9848e-05	-0.299978	2.6032e-05	-0.299868	3.28157e-05	-0.299618	4.4483e-05	-0.299998	7.23384e-05	-0.300499	8.56887e-05
-0.297924	4.35306e-06	-0.297919	7.26057e-06	-0.29794	1.2298e-05	-0.297923	1.64498e-05	-0.297819	2.06445e-05	-0.297956	2.66248e-05	-0.297916	3.34651e-05	-0.298316	4.51475e-05	-0.304003	5.23129e-05	-0.302301	9.23638e-05
-0.295916	4.42695e-06	-0.295923	7.55179e-06	-0.295908	1.2684e-05	-0.295904	1.70097e-05	-0.295891	2.12995e-05	-0.296113	2.74241e-05	-0.295863	3.46473e-05	-0.295913	4.68087e-05	-0.292689	4.89753e-05	-0.310912	8.90262e-05
-0.2939	4.49475e-06	-0.293905	7.55259e-06	-0.293918	1.31079e-05	-0.29393	1.75704e-05	-0.293814	2.20404e-05	-0.293891	2.83099e-05	-0.293961	3.57963e-05	-0.293811	4.78054e-05	-0.28548	5.8988e-05	-0.302001	8.56887e-05
-0.291895	4.55674e-06	-0.29191	7.83311e-06	-0.291907	1.34336e-05	-0.29192	1.80935e-05	-0.291836	2.27564e-05	-0.292088	2.90759e-05	-0.291858	3.6046e-05	-0.291508	4.81377e-05	-0.296193	5.8988e-05	-0.30921	8.23511e-05
-0.289908	4.61306e-06	-0.289915	7.81533e-06	-0.289892	1.36463e-05	-0.289913	1.86337e-05	-0.289834	2.3453e-05	-0.290066	3.01415e-05	-0.289856	3.71617e-05	-0.290106	4.88022e-05	-0.304704	6.23256e-05	-0.303302	7.90135e-05
-0.287916	4.66157e-06	-0.287904	8.08429e-06	-0.287906	1.3889e-05	-0.287898	1.91633e-05	-0.287814	2.42856e-05	-0.287923	3.09941e-05	-0.288204	3.8244e-05	-0.287803	5.04634e-05	-0.288784	5.8988e-05	-0.292389	6.56632e-05
-0.285911	4.70655e-06	-0.285901	8.04771e-06	-0.285912	1.42354e-05	-0.285883	1.96302e-05	-0.285837	2.48961e-05	-0.286001	3.18866e-05	-0.2857	3.93596e-05	-0.286201	5.04634e-05	-0.280273	6.23256e-05	-0.280574	7.56759e-05
-0.283912	4.74501e-06	-0.283905	8.30245e-06	-0.283928	1.46326e-05	-0.283897	2.00833e-05	-0.283859	2.56648e-05	-0.283998	3.26592e-05	-0.284249	4.00756e-05	-0.284299	5.24569e-05	-0.274766	6.56632e-05	-0.265655	8.56887e-05
-0.281907	4.77749e-06	-0.281903	8.24705e-06	-0.281917	1.49258e-05	-0.281915	2.05618e-05	-0.281807	2.63253e-05	-0.281996	3.35584e-05	-0.281745	4.13911e-05	-0.281896	5.31213e-05	-0.280974	6.90008e-05	-0.264854	9.9039e-05
-0.279897	4.80513e-06	-0.279891	8.48749e-06	-0.279888	1.50936e-05	-0.279875	2.10219e-05	-0.279854	2.71246e-05	-0.279953	3.46374e-05	-0.280244	4.20571e-05	-0.279593	5.44503e-05	-0.290987	5.23129e-05	-0.294691	0.000109052
-0.277906	4.82355e-06	-0.277901	8.41387e-06	-0.277885	1.52845e-05	-0.277885	2.14818e-05	-0.277835	2.77185e-05	-0.277911	3.54633e-05	-0.278091	4.30062e-05	-0.27779	5.44503e-05	-0.273265	6.23256e-05	-0.288484	9.23638e-05
