mV	uA	mV1	uA1	mV2	uA2	mV3	uA3	mV4	uA4	mV6	uA6	mV7	uA7	mV8	uA8	mV9	uA9	mV10	uA10	mV11	uA11
3 mV/seg	3 mV/seg	5 mV/seg	5 mV/seg	10 mV/seg	10 mV/seg	20 mV/seg	20 mV/seg	30 mV/seg	30 mV/seg	50 mV/seg	50 mV/seg	100 mV/seg	100 mV/seg	200 mV/seg	200 mV/seg	300 mV/seg	300 mV/seg	500 mV/seg	500 mV/seg	1000 mV/seg	1000 mV/seg
-264.5178	0.307644	-266.619	1.761085	-266.6115	4.23834	-266.6528	8.574737	-267.1756	12.48264	-266.6831	19.71806	-266.7578	36.03746	-266.8412	59.4999	-266.8502	78.80402	-267.3707	92.9828	-267.0413	120.6075
-263.5065	0.351098	-265.6265	1.79322	-265.6198	4.290529	-265.6623	8.652978	-266.1775	12.61044	-265.6892	19.86856	-265.7805	36.28289	-265.87	60.02412	-265.8394	79.51866	-266.319	93.95738	-266.0187	121.6597
-262.5023	0.375742	-264.618	1.847789	-264.6209	4.365681	-264.6579	8.754176	-265.1703	12.72299	-264.6855	20.03787	-264.7645	36.58854	-264.8581	60.55518	-264.7236	80.20834	-265.297	94.8783	-265.007	122.7182
-261.4937	0.423469	-263.6179	1.897108	-263.6178	4.435219	-263.6548	8.850157	-264.1746	12.83867	-263.689	20.19774	-263.7561	36.87006	-263.8687	61.08706	-263.7488	80.95295	-264.2506	95.75716	-263.9717	123.7729
-260.4709	0.472814	-262.6248	1.932614	-262.63	4.478351	-262.6787	8.928463	-263.1728	12.9643	-262.6997	20.34098	-262.7649	37.11797	-262.8792	61.60133	-262.7331	81.73076	-263.2742	96.61093	-262.9795	124.8053
-259.4542	0.506354	-261.6192	1.99005	-261.622	4.548109	-261.6742	9.034769	-262.1685	13.07672	-261.6888	20.51159	-261.7203	37.42001	-261.8347	62.12597	-261.7352	82.61443	-262.3324	97.49458	-262.147	125.8696
-258.4346	0.550916	-260.6115	2.04476	-260.6124	4.617265	-260.6765	9.138829	-261.1536	13.19646	-260.6711	20.68728	-260.7172	37.6851	-260.8541	62.65243	-260.7717	83.48456	-261.3165	98.45316	-261.1541	126.9449
-257.4219	0.592412	-259.5943	2.101231	-259.6095	4.691452	-259.6598	9.252616	-260.1371	13.33867	-259.6605	20.87051	-259.6984	37.97635	-259.8593	63.20041	-259.6764	84.27341	-260.3163	99.45602	-260.0786	128.0387
-256.4179	0.622837	-258.5859	2.1394	-258.5915	4.775064	-258.6298	9.34907	-259.132	13.45001	-258.6309	21.0233	-258.7038	38.25269	-258.8181	63.72823	-258.6541	84.98169	-259.3217	100.5135	-259.088	129.135
-255.4214	0.656959	-257.5928	2.168675	-257.5972	4.838097	-257.6345	9.423815	-258.1367	13.54412	-257.6496	21.14711	-257.7163	38.48224	-257.8575	64.21503	-257.6328	85.66391	-258.2999	101.5685	-257.9838	130.21
-254.4248	0.705346	-256.5984	2.217095	-256.5954	4.903776	-256.6316	9.502996	-257.1568	13.64744	-256.6705	21.28392	-256.6909	38.74854	-256.8395	64.7099	-256.6193	86.36465	-257.2588	102.5675	-256.943	131.304
-253.4139	0.742314	-255.6198	2.25356	-255.5961	4.953363	-255.6483	9.560022	-256.1624	13.72335	-255.6748	21.39087	-255.7141	38.94473	-255.8484	65.18637	-255.6941	87.15376	-256.2466	103.5332	-255.9949	132.4112
-252.4103	0.78762	-254.6214	2.315896	-254.5955	5.012936	-254.6616	9.63432	-255.1592	13.80442	-254.6909	21.51904	-254.6989	39.17938	-254.892	65.63969	-254.7286	87.98792	-255.2934	104.432	-254.9531	133.5633
-251.4074	0.826031	-253.6096	2.395052	-253.5839	5.097229	-253.6524	9.746156	-254.1469	13.93633	-253.6687	21.68391	-253.7079	39.43737	-253.8598	66.1428	-253.7251	88.77649	-254.3133	105.3072	-253.9437	134.7754
-250.3981	0.870403	-252.6129	2.43204	-252.5977	5.154056	-252.6715	9.827688	-253.1244	14.05013	-252.6853	21.8114	-252.7365	39.64937	-252.8387	66.63251	-252.7546	89.4878	-253.3722	106.1794	-252.9953	135.9616
-249.3962	0.910913	-251.6136	2.482228	-251.6044	5.22172	-251.6651	9.918925	-252.1478	14.15455	-251.6939	21.95256	-251.7192	39.90375	-251.8243	67.07622	-251.7729	90.11975	-252.3897	107.0613	-252.0096	137.1585
-248.387	0.959862	-250.6156	2.543301	-250.6146	5.297546	-250.6613	10.03002	-251.1694	14.28724	-250.697	22.10072	-250.7459	40.12336	-250.8218	67.5593	-250.6624	90.8168	-251.3354	108.0209	-251.0088	138.3637
-247.3641	1.03668	-249.631	2.579588	-249.6347	5.346824	-249.6873	10.09526	-250.1865	14.37745	-249.7021	22.21183	-249.751	40.33239	-249.8683	68.02218	-249.6797	91.5322	-250.3106	108.998	-250.073	139.5458
-246.3575	1.068286	-248.6348	2.642992	-248.6407	5.429748	-248.6752	10.19097	-249.2045	14.47385	-248.6927	22.34608	-248.7665	40.56245	-248.848	68.45355	-248.7284	92.35634	-249.3738	110.0128	-249.1183	140.7677
-245.3555	1.124522	-247.6275	2.71593	-247.6373	5.520268	-247.6665	10.30088	-248.194	14.60802	-247.6839	22.50268	-247.7674	40.78295	-247.856	68.92335	-247.6535	93.18919	-248.3798	111.067	-248.1512	142.0025
-244.3522	1.178326	-246.6237	2.772134	-246.6333	5.596843	-246.6757	10.39236	-247.185	14.71912	-246.6652	22.65336	-246.7582	41.03592	-246.8535	69.4012	-246.7471	93.91708	-247.3656	112.0749	-247.2289	143.2148
-243.3598	1.212645	-245.6135	2.837804	-245.6263	5.680971	-245.6682	10.49707	-246.1763	14.84185	-245.6551	22.80904	-245.7319	41.2466	-245.8069	69.84581	-245.8285	94.58942	-246.3656	113.0547	-246.1604	144.4146
-242.36	1.276158	-244.6064	2.895491	-244.6179	5.750809	-244.6661	10.59174	-245.1721	14.96501	-244.6406	22.94408	-244.7446	41.4667	-244.8498	70.27377	-244.7015	95.22289	-245.2954	113.9906	-245.1985	145.5952
-241.3546	1.328558	-243.6117	2.939409	-243.6238	5.814573	-243.6766	10.6722	-244.1766	15.0496	-243.6655	23.05537	-243.7706	41.6659	-243.8768	70.70478	-243.7587	95.87375	-244.3189	114.858	-244.1362	146.743
-240.3426	1.379417	-242.621	2.987242	-242.6286	5.88477	-242.6832	10.75645	-243.1781	15.14811	-242.6784	23.17059	-242.7584	41.83861	-242.9307	71.12054	-242.7212	96.59823	-243.3638	115.7068	-243.0313	147.8979
-239.3328	1.437003	-241.6318	3.046593	-241.6299	5.958396	-241.6738	10.84608	-242.1921	15.25557	-241.7078	23.29339	-241.7915	42.05267	-241.9394	71.50366	-241.695	97.38039	-242.3856	116.5795	-242.046	149.0504
-238.3234	1.490164	-240.6328	3.129742	-240.6226	6.051789	-240.6713	10.96328	-241.1991	15.35726	-240.7002	23.44039	-240.7809	42.24345	-240.9285	71.93276	-240.7179	98.1303	-241.3618	117.5282	-240.9936	150.2267
-237.3233	1.5309	-239.6254	3.199991	-239.6234	6.129022	-239.6791	11.05813	-240.1888	15.48062	-239.6784	23.56993	-239.7448	42.44441	-239.9206	72.37363	-239.7712	98.81929	-240.3362	118.5026	-240.0182	151.3769
-236.3169	1.594009	-238.6212	3.272444	-238.6231	6.206713	-238.6854	11.15834	-239.1833	15.59933	-238.6844	23.69067	-238.7693	42.64131	-238.8951	72.74908	-238.8258	99.42967	-239.3241	119.5209	-239.1368	152.5203
-235.3023	1.657774	-237.6084	3.351608	-237.605	6.303594	-237.6884	11.27227	-238.1852	15.69902	-237.6828	23.83607	-237.7481	42.82177	-237.8946	73.16347	-237.644	100.0739	-238.2951	120.5556	-238.1142	153.7169
-234.2709	1.729051	-236.6192	3.397277	-236.618	6.369346	-236.7009	11.35541	-237.1818	15.81666	-236.6963	23.95131	-236.7408	43.02234	-236.8887	73.58032	-236.655	100.7202	-237.3111	121.5266	-237.114	154.9039
-233.2533	1.794625	-235.6237	3.469749	-235.6131	6.460289	-235.6856	11.46048	-236.1691	15.92874	-235.6986	24.08512	-235.7608	43.19013	-235.8878	73.95258	-235.5854	101.4527	-236.3094	122.479	-236.0547	156.1744
-232.2549	1.844079	-234.6061	3.556059	-234.596	6.567162	-234.6487	11.59368	-235.1638	16.04236	-234.6911	24.24199	-234.744	43.4025	-234.875	74.36025	-234.541	102.2221	-235.3244	123.4027	-234.9062	157.4966
-231.2549	1.902157	-233.6078	3.611367	-233.6078	6.633422	-233.6472	11.67883	-234.1457	16.17661	-233.6878	24.35302	-233.7493	43.58435	-233.8718	74.7455	-233.632	102.8844	-234.3632	124.2665	-233.9113	158.7782
-230.2791	1.944642	-232.5981	3.683831	-232.5986	6.711193	-232.6358	11.78747	-233.143	16.29177	-232.6721	24.47796	-232.7525	43.73156	-232.8733	75.10641	-232.6882	103.5075	-233.4409	125.1095	-232.9464	160.0471
-229.2852	2.009814	-231.598	3.748057	-231.6079	6.778171	-231.6418	11.88073	-232.1523	16.39145	-231.6752	24.59764	-231.7328	43.91542	-231.8752	75.44572	-231.7432	104.0674	-232.4207	125.9736	-232.0179	161.2932
-228.2763	2.077917	-230.619	3.797876	-230.6283	6.828068	-230.6633	11.94346	-231.1604	16.48716	-230.6973	24.67776	-230.7408	44.02571	-230.8844	75.77074	-230.8936	104.6362	-231.3897	126.8643	-231.1461	162.5223
-227.283	2.126624	-229.6279	3.873711	-229.6304	6.912272	-229.6719	12.03329	-230.1742	16.57292	-229.6878	24.78326	-229.7534	44.18504	-229.9225	76.1202	-230.0007	105.2618	-230.3728	127.7746	-230.1374	163.7966
-226.2719	2.199471	-228.6313	3.94848	-228.6423	7.003918	-228.6699	12.12572	-229.1873	16.65849	-228.7155	24.88998	-228.753	44.3494	-228.953	76.43492	-228.95	105.9582	-229.2375	128.7378	-229.1091	165.0937
-225.265	2.268234	-227.6395	4.017046	-227.6343	7.118338	-227.6713	12.22646	-228.1972	16.77042	-227.713	25.00894	-227.7758	44.47302	-227.955	76.76437	-227.8289	106.64	-228.2729	129.7191	-228.1168	166.401
-224.2705	2.326274	-226.6448	4.087387	-226.6318	7.223256	-226.6758	12.33145	-227.1963	16.88292	-226.6983	25.13083	-226.7968	44.62655	-226.9896	77.11823	-226.7319	107.2518	-227.2494	130.6565	-227.1147	167.6786
-223.2498	2.405888	-225.6439	4.160593	-225.644	7.31132	-225.6758	12.42509	-226.1954	16.97141	-225.7066	25.23618	-225.7839	44.72713	-225.968	77.41972	-225.7212	107.7871	-226.264	131.5664	-226.1425	168.9074
-222.2297	2.473394	-224.6427	4.243337	-224.6352	7.41327	-224.6866	12.52526	-225.1853	17.08216	-224.7047	25.34743	-224.7897	44.86782	-224.9736	77.71904	-224.7451	108.3086	-225.3806	132.427	-225.1014	170.1367
-221.2111	2.533312	-223.6381	4.325495	-223.6404	7.485487	-223.6927	12.62275	-224.1798	17.18336	-223.7114	25.44662	-223.7957	45.0123	-223.9565	78.03259	-223.8004	108.8688	-224.3483	133.2159	-224.0962	171.329
-220.1893	2.607896	-222.6314	4.412255	-222.6401	7.578207	-222.6952	12.72727	-223.174	17.27575	-222.7086	25.56552	-222.7896	45.14734	-222.9001	78.33192	-222.8305	109.4993	-223.3391	134.003	-223.102	172.5332
-219.1844	2.66655	-221.6137	4.505101	-221.6116	7.695253	-221.6768	12.85698	-222.1713	17.4122	-221.6923	25.71463	-221.7763	45.33627	-221.8685	78.63535	-221.7613	110.219	-222.2737	134.8456	-222.0532	173.7818
-218.19	2.714643	-220.6107	4.573434	-220.6118	7.777005	-220.669	12.96334	-221.1463	17.5307	-220.6604	25.82779	-220.7686	45.45652	-220.8531	78.94339	-220.8123	110.8271	-221.1656	135.7308	-221.1029	175.0023
-217.1934	2.789235	-219.6109	4.64981	-219.5996	7.866299	-219.6639	13.05536	-220.1448	17.62514	-219.6568	25.93069	-219.7643	45.58215	-219.8544	79.24986	-219.8597	111.3602	-220.2034	136.6345	-220.0618	176.2255
-216.192	2.850695	-218.6066	4.729064	-218.5902	7.955876	-218.6412	13.15463	-219.1431	17.73985	-218.6614	26.03634	-218.751	45.72364	-218.8712	79.50871	-218.8199	111.838	-219.2101	137.5785	-219.0028	177.4485
-215.181	2.927085	-217.6211	4.781238	-217.6072	8.014663	-217.654	13.21885	-218.1254	17.82094	-217.6687	26.10346	-217.7762	45.77523	-217.9225	79.74023	-217.8405	112.2885	-218.2656	138.4905	-218.0382	178.638
-214.1703	3.004826	-216.6182	4.861061	-216.6018	8.106806	-216.671	13.31235	-217.1483	17.89379	-216.6782	26.1979	-216.788	45.90007	-216.8922	80.00123	-216.8366	112.8097	-217.3295	139.3487	-217.0539	179.8729
-213.1624	3.060442	-215.6077	4.945915	-215.5985	8.205877	-215.6615	13.42096	-216.1608	18.00672	-215.6716	26.30518	-215.7699	45.99562	-215.8349	80.23621	-215.7978	113.4312	-216.2611	140.2095	-216.0302	181.1558
-212.1473	3.134043	-214.5971	5.021548	-214.5996	8.294436	-214.6895	13.51418	-215.1615	18.10291	-214.6656	26.39679	-214.7484	46.09126	-214.8277	80.46582	-214.7636	114.0243	-215.2893	141.0088	-214.9716	182.4684
-211.1388	3.194013	-213.5823	5.109448	-213.5929	8.392033	-213.6628	13.62681	-214.1709	18.20081	-213.6562	26.50304	-213.7368	46.21858	-213.7807	80.72533	-213.7706	114.545	-214.3322	141.7597	-214.0186	183.7965
-210.1293	3.258313	-212.5883	5.178416	-212.6045	8.478397	-212.6468	13.71889	-213.1713	18.30415	-212.6586	26.60393	-212.7235	46.29006	-212.8348	80.95813	-212.7176	115.0023	-213.33	142.5057	-212.9662	185.093
-209.1122	3.332747	-211.5909	5.24795	-211.6089	8.562923	-211.6466	13.80462	-212.1547	18.39197	-211.6474	26.69656	-211.719	46.39997	-211.8904	81.15916	-211.8125	115.3857	-212.3185	143.2695	-212.0007	186.3845
-208.1077	3.394759	-210.5856	5.329859	-210.5964	8.651903	-210.6251	13.91038	-211.1485	18.4819	-210.6541	26.78698	-210.7139	46.47442	-210.9151	81.37926	-210.8275	115.8443	-211.3245	144.0706	-211.1564	187.6626
-207.1043	3.452661	-209.5837	5.411364	-209.5871	8.745339	-209.639	14.00324	-210.1443	18.58838	-209.6596	26.87815	-209.7064	46.56057	-209.9255	81.59966	-209.8772	116.3531	-210.296	144.9036	-210.0601	188.9695
-206.0967	3.513987	-208.5625	5.509115	-208.5587	8.852299	-208.6111	14.12084	-209.1188	18.69464	-208.647	26.98912	-208.6838	46.6832	-208.8813	81.78957	-208.7822	116.9374	-209.2458	145.7919	-209.0956	190.312
-205.1045	3.567792	-207.5569	5.580834	-207.5442	8.930584	-207.6059	14.2077	-208.1081	18.78816	-207.6665	27.07293	-207.6829	46.73164	-207.8725	81.98156	-207.7018	117.4695	-208.2752	146.6722	-208.135	191.607
-204.1053	3.622456	-206.5667	5.64197	-206.5527	9.001822	-206.6121	14.27534	-207.1175	18.87062	-206.6878	27.13474	-206.7004	46.8081	-206.8428	82.17149	-206.6616	117.8897	-207.2297	147.4803	-207.0813	192.8747
-203.1096	3.684247	-205.5684	5.712521	-205.5554	9.079851	-205.6131	14.35569	-206.1149	18.92903	-205.6899	27.1991	-205.6829	46.84672	-205.8665	82.29625	-205.5567	118.258	-206.2389	148.2575	-206.1359	194.1146
-202.1057	3.74401	-204.5901	5.759923	-204.5773	9.130776	-204.6367	14.39211	-205.137	18.98198	-204.6978	27.2162	-204.705	46.8442	-204.9028	82.40383	-204.6629	118.5595	-205.3687	148.955	-205.1077	195.3093
-201.0968	3.803856	-203.597	5.830544	-203.5915	9.206985	-203.6465	14.46483	-204.1486	19.04146	-203.6981	27.26363	-203.7184	46.88974	-203.9106	82.53952	-203.5808	118.9096	-204.3716	149.5819	-204.0804	196.5054
-200.0907	3.850909	-202.5969	5.909933	-202.5901	9.299742	-202.6421	14.54968	-203.1449	19.10661	-202.6618	27.34181	-202.7239	46.91021	-202.9272	82.65127	-202.5733	119.3695	-203.415	150.2224	-203.0693	197.7082
-199.0819	3.911896	-201.6071	5.96406	-201.5981	9.35803	-201.6491	14.61357	-202.1498	19.17691	-201.6831	27.38269	-201.7296	46.95164	-201.9424	82.74123	-201.6121	119.8047	-202.3461	150.8955	-202.1021	198.8765
-198.0847	3.966095	-200.6043	6.038678	-200.5985	9.430539	-200.6587	14.69635	-201.1555	19.25211	-200.7071	27.44434	-200.7457	46.97683	-200.8719	82.86007	-200.638	120.2086	-201.2473	151.593	-201.1012	200.0446
-197.0779	4.022446	-199.6135	6.107964	-199.6062	9.50869	-199.6621	14.77542	-200.1581	19.31211	-199.701	27.48868	-199.7401	46.98925	-199.8655	82.97124	-199.6999	120.5528	-200.241	152.3289	-200.1453	201.2202
-196.0558	4.095853	-198.6177	6.162864	-198.6186	9.560991	-198.6795	14.83109	-199.1525	19.37424	-198.7106	27.51537	-198.7667	47.01213	-198.8571	83.02594	-198.7224	120.7845	-199.1486	153.0934	-199.1699	202.3806
-195.0453	4.140067	-197.6198	6.229926	-197.6207	9.653	-197.6857	14.91544	-198.1599	19.44549	-197.6853	27.56424	-197.7922	46.99724	-197.8269	83.1068	-197.6667	121.0964	-198.2317	153.8387	-198.1479	203.581
-194.037	4.187106	-196.6263	6.289451	-196.6106	9.739575	-196.6803	14.9868	-197.1547	19.50313	-196.6652	27.61691	-196.8072	47.02364	-196.8404	83.20883	-196.6461	121.4233	-197.2802	154.5609	-197.1956	204.8166
-193.0313	4.239004	-195.6196	6.355803	-195.598	9.82522	-195.6713	15.0723	-196.1437	19.58126	-195.6681	27.67898	-195.8262	47.04512	-195.8942	83.26126	-195.6749	121.8403	-196.2926	155.2629	-196.1584	206.0843
-192.0425	4.273332	-194.6212	6.421983	-194.5996	9.902151	-194.6549	15.14597	-195.1591	19.65899	-194.6752	27.73132	-194.7891	47.05336	-194.9029	83.3266	-194.6711	122.245	-195.3936	155.8988	-195.1096	207.3629
-191.0446	4.3167	-193.6296	6.479467	-193.6075	9.957384	-193.6526	15.19272	-194.1587	19.69871	-193.6963	27.76472	-193.8055	47.07375	-193.9099	83.39401	-193.7436	122.5194	-194.3898	156.4704	-194.1081	208.6101
-190.0423	4.364648	-192.6291	6.541726	-192.6177	10.01402	-192.6569	15.25054	-193.1733	19.75054	-192.7099	27.79618	-192.7746	47.05296	-192.9343	83.40534	-192.8276	122.7572	-193.3247	157.0213	-193.1006	209.838
-189.0346	4.403005	-191.6389	6.585544	-191.6347	10.05741	-191.6754	15.28678	-192.1806	19.79346	-191.7218	27.80092	-191.7774	47.03185	-191.8911	83.39323	-191.7878	122.9088	-192.3687	157.5897	-192.1926	211.0351
-188.0325	4.447967	-190.6463	6.635141	-190.6416	10.11144	-190.6849	15.334	-191.1945	19.80933	-190.7318	27.81433	-190.7907	46.99621	-190.8646	83.40956	-190.7968	123.098	-191.4248	158.1859	-191.3017	212.2527
-187.0289	4.490424	-189.6348	6.699463	-189.6306	10.18808	-189.6736	15.41529	-190.1915	19.86792	-189.7169	27.86168	-189.7568	46.97525	-189.8988	83.42768	-189.8174	123.4125	-190.4215	158.8279	-190.2899	213.5291
-186.0236	4.526779	-188.6358	6.739697	-188.6381	10.2323	-188.6772	15.45642	-189.1921	19.92135	-188.7114	27.87101	-188.7572	46.96187	-188.9055	83.39864	-188.6977	123.731	-189.4807	159.5096	-189.3188	214.7734
-185.0237	4.568817	-187.6331	6.789685	-187.6343	10.28599	-187.6799	15.50289	-188.2065	19.94081	-187.7064	27.89321	-187.747	46.89887	-187.9324	83.38611	-187.7619	124.0093	-188.4523	160.1589	-188.3212	216.0132
-184.018	4.604356	-186.6262	6.840405	-186.6251	10.34293	-186.6695	15.55407	-187.1961	19.98957	-186.6886	27.91543	-186.7384	46.88256	-186.9359	83.38216	-186.7428	124.2256	-187.3671	160.7693	-187.2854	217.2192
-183.0034	4.639032	-185.6338	6.869166	-185.6378	10.36887	-185.6796	15.57388	-186.203	20.01712	-185.7084	27.89313	-185.7591	46.80801	-185.9157	83.29217	-185.7377	124.3084	-186.427	161.342	-186.27	218.3618
-181.9949	4.672933	-184.6336	6.921271	-184.6299	10.42621	-184.672	15.62346	-185.1971	20.02398	-184.6938	27.90395	-184.7455	46.74406	-184.9252	83.24556	-184.7494	124.4794	-185.4179	161.8403	-185.176	219.5256
-180.9933	4.689989	-183.6243	6.968828	-183.6283	10.47934	-183.6642	15.67805	-184.1795	20.08049	-183.6898	27.92124	-183.7237	46.73203	-183.9099	83.23138	-183.7898	124.6418	-184.4611	162.3087	-184.0748	220.6779
-179.9846	4.715931	-182.6222	7.001792	-182.6215	10.51652	-182.6741	15.70446	-183.1607	20.10516	-182.6988	27.91943	-182.7454	46.64658	-182.9	83.1468	-182.7988	124.871	-183.5656	162.7729	-183.0597	221.8282
-178.996	4.738522	-181.6278	7.032923	-181.6173	10.55763	-181.6598	15.73846	-182.1547	20.1129	-181.6911	27.91614	-181.7375	46.59857	-181.9211	83.06792	-181.6986	125.1062	-182.4776	163.2523	-182.0978	222.9609
-178.0014	4.757274	-180.633	7.054863	-180.6306	10.57982	-180.6655	15.74971	-181.1531	20.13343	-180.7118	27.8858	-180.7655	46.50752	-180.8848	82.97865	-180.7139	125.1926	-181.4318	163.7557	-181.1567	224.0713
-176.9963	4.787244	-179.6486	7.080499	-179.6382	10.59944	-179.6663	15.75506	-180.1557	20.12131	-179.7027	27.83737	-179.799	46.3789	-179.884	82.85123	-179.6183	125.2376	-180.3958	164.2629	-180.1463	225.1563
-176.0013	4.806218	-178.6643	7.106266	-178.6596	10.62022	-178.6753	15.76363	-179.1715	20.10749	-178.7147	27.79178	-178.8115	46.28935	-178.9123	82.69051	-178.628	125.2036	-179.3092	164.7887	-179.1173	226.2311
-174.9999	4.821077	-177.6682	7.136952	-177.6591	10.64326	-177.6841	15.77415	-178.1878	20.11313	-177.7143	27.75199	-177.8255	46.14687	-177.9048	82.53745	-177.7348	125.2325	-178.3105	165.2899	-178.1228	227.3147
-173.9895	4.842627	-176.6655	7.173737	-176.6527	10.68045	-176.6853	15.80336	-177.1888	20.11737	-176.7131	27.73302	-176.8275	46.06654	-176.9057	82.41656	-176.7811	125.3161	-177.34	165.7602	-177.2121	228.4321
-172.9846	4.85632	-175.6699	7.190168	-175.6521	10.69844	-175.6891	15.81775	-176.1941	20.11023	-175.72	27.6955	-175.8213	45.94933	-175.8965	82.23038	-175.8202	125.4381	-176.3522	166.2023	-176.2043	229.5706
-171.981	4.869661	-174.6738	7.208469	-174.6613	10.71756	-174.6905	15.82388	-175.2077	20.11731	-174.7117	27.64992	-174.8048	45.81408	-174.9072	82.05923	-174.8296	125.543	-175.3566	166.5667	-175.2044	230.7216
-170.9566	4.890513	-173.6689	7.233073	-173.6726	10.74345	-173.7027	15.83742	-174.1956	20.1117	-173.697	27.62023	-173.7784	45.71173	-173.8862	81.90662	-173.768	125.5589	-174.385	166.8855	-174.123	231.8813
-169.9422	4.903712	-172.6754	7.238039	-172.6853	10.74335	-172.7125	15.82297	-173.1855	20.08863	-172.7103	27.55242	-172.7899	45.54567	-172.9224	81.67567	-172.7648	125.4617	-173.4249	167.1926	-173.031	233.0041
-168.9302	4.913705	-171.6743	7.256975	-171.7007	10.76226	-171.7126	15.82509	-172.1996	20.07968	-171.7297	27.50161	-171.8189	45.42373	-171.9429	81.47185	-171.7303	125.374	-172.452	167.5199	-172.0014	234.1289
-167.9178	4.919059	-170.6627	7.280617	-170.69	10.77712	-170.7041	15.84631	-171.1826	20.06958	-170.7084	27.47291	-170.8127	45.30585	-170.9026	81.29794	-170.7671	125.3297	-171.3966	167.8922	-171.0454	235.2678
-166.9272	4.919586	-169.6584	7.283911	-169.6888	10.77148	-169.7015	15.83349	-170.1752	20.04396	-169.7141	27.40647	-169.8278	45.15181	-169.8952	81.07516	-169.8121	125.3108	-170.3872	168.2945	-170.1004	236.4001
-165.9373	4.923319	-168.6499	7.295922	-168.6836	10.77985	-168.6943	15.82867	-169.1866	20.03165	-168.7102	27.35337	-168.7951	45.02861	-168.8904	80.83596	-168.8281	125.3554	-169.3627	168.7159	-169.089	237.5351
-164.9406	4.922383	-167.6455	7.300488	-167.6786	10.77745	-167.6922	15.8164	-168.1812	20.00085	-167.6903	27.28825	-167.753	44.85077	-167.8632	80.59131	-167.8243	125.3185	-168.3026	169.1061	-168.1644	238.6464
-163.9313	4.929598	-166.6525	7.290083	-166.6765	10.77664	-166.7042	15.78167	-167.1979	19.94616	-166.7295	27.19022	-166.7416	44.66667	-166.8969	80.32318	-166.8541	125.1754	-167.3681	169.4282	-167.0668	239.6959
-162.9273	4.92734	-165.6617	7.292378	-165.678	10.78292	-165.7079	15.7651	-166.2237	19.90852	-165.7405	27.10582	-165.7536	44.49371	-165.9153	80.0136	-165.849	124.9603	-166.3281	169.6941	-166.0656	240.7335
-161.913	4.922685	-164.672	7.298201	-164.663	10.78393	-164.7029	15.75015	-165.2276	19.85644	-164.7236	27.02528	-164.7451	44.28878	-164.9327	79.71999	-164.7187	124.7572	-165.3454	169.8925	-165.0852	241.7598
-160.8916	4.925394	-163.6655	7.300938	-163.6543	10.78411	-163.7056	15.72776	-164.23	19.80932	-163.7325	26.95829	-163.7597	44.13232	-163.9446	79.44769	-163.7762	124.5936	-164.3672	170.0462	-164.1055	242.7647
-159.8818	4.920817	-162.6656	7.304641	-162.6626	10.77319	-162.6862	15.71063	-163.212	19.78467	-162.7215	26.88192	-162.7744	43.93063	-162.9342	79.12191	-162.6955	124.4837	-163.4251	170.1953	-163.1941	243.7737
