Tension	Intensidad	Tension	Intensidad	Tension	Intensidad
mv	uA	mV	uA	mV	uA
Au	Control	CNEA	Calcinado	SOlucion	Fe
217.016	9.161355	217.0483	10.218507	216.9965	0.80565
218.0255	9.220201	218.0207	10.262673	218.0035	0.833258
219.0223	9.277694	218.9954	10.303706	219.0033	0.860427
220.0233	9.334221	220.0034	10.342777	220.0032	0.889948
221.0164	9.387647	220.99	10.378597	221.0178	0.918616
221.9968	9.437575	221.9932	10.413454	222.0074	0.946892
223.0026	9.490493	223.0013	10.452127	223.0182	0.975843
224.0198	9.540871	223.9993	10.488221	224.0139	1.003814
225.0298	9.59236	224.9963	10.52506	225.0058	1.034205
226.0495	9.645262	226.0197	10.563099	226.0197	1.067611
227.0551	9.686089	227.0277	10.590384	226.9991	1.099092
228.0276	9.722486	228.0067	10.610925	227.995	1.130034
229.0125	9.757062	229.0235	10.629889	228.9846	1.159384
229.9836	9.78647	230.0086	10.643364	229.972	1.187047
230.9536	9.820211	230.9982	10.658411	230.9808	1.216308
231.9474	9.854661	232.011	10.675508	231.9706	1.24875
232.9566	9.886378	232.9956	10.688886	232.9621	1.282448
233.9613	9.917216	233.9981	10.700294	233.9593	1.317094
234.9689	9.942928	234.9968	10.708683	234.9631	1.351653
235.9756	9.965885	235.9861	10.714971	235.9498	1.385398
236.9886	9.986156	236.9799	10.719206	236.9646	1.4191
237.9962	10.00164	237.9518	10.718408	237.9512	1.453241
239.0116	10.02011	238.9735	10.71911	238.9579	1.4889
240.0097	10.03351	239.9891	10.716288	239.9614	1.524227
240.9821	10.04412	240.9931	10.710318	240.9639	1.559301
241.9902	10.0564	242.0172	10.709551	241.9815	1.5951
242.9821	10.06413	243.0152	10.703187	242.9706	1.628634
243.9805	10.07288	244.024	10.696091	243.9665	1.664178
244.9778	10.08191	245.0307	10.688579	244.9542	1.700491
245.9787	10.08453	246.0291	10.672794	245.9491	1.734138
246.9937	10.0844	247.0092	10.657061	246.9276	1.771013
247.9992	10.08165	247.9804	10.638252	247.9364	1.807253
249.0054	10.07572	248.9558	10.617046	248.94	1.84435
249.9986	10.07167	249.9581	10.597012	249.9239	1.883627
250.9863	10.06576	250.9604	10.575541	250.9344	1.924475
252.0176	10.06165	251.9842	10.556878	251.9497	1.964212
253.0232	10.05636	252.9972	10.537008	252.9589	2.003218
254.0379	10.04658	253.999	10.513658	253.9624	2.04004
255.0493	10.03583	255.0098	10.489347	254.976	2.076104
256.0314	10.01933	255.9837	10.458189	255.9578	2.112373
257.0339	9.999746	256.9868	10.426127	256.9418	2.150713
258.0315	9.982058	257.9969	10.3942	257.9577	2.191728
259.0104	9.958401	258.9902	10.357943	258.9611	2.232357
259.9972	9.93524	259.9977	10.323756	259.9554	2.271673
261.0002	9.914365	261.0031	10.289954	260.9701	2.310718
261.9871	9.890779	261.9915	10.254316	261.9535	2.347035
262.9962	9.872123	262.9873	10.223684	262.9203	2.387378
264.0084	9.85281	264.0112	10.192216	263.9323	2.427561
265.0073	9.830481	265.0124	10.157337	264.9268	2.467853
266.0191	9.805437	266.0251	10.122105	265.9411	2.510872
267.0071	9.776312	267.0301	10.082412	266.9538	2.549145
267.9864	9.747039	268.0114	10.042568	267.9554	2.590122
268.9838	9.716438	268.9837	10.001945	268.9506	2.630589
269.9668	9.685802	269.9786	9.960601	269.9286	2.671629
270.9829	9.655261	270.9731	9.920004	270.9408	2.713946
272.0015	9.621945	271.9702	9.877662	271.9279	2.755645
273.0003	9.588923	272.9913	9.838294	272.9288	2.795957
274.0264	9.557051	273.9947	9.799408	273.9484	2.836605
275.015	9.520765	274.989	9.760027	274.9511	2.875079
276.0163	9.486904	276.0051	9.720705	275.9385	2.915811
277.0277	9.451015	277.0126	9.679765	276.9568	2.958781
278.0056	9.413005	278.0113	9.634538	277.9639	2.997289
279.0119	9.376898	279.0163	9.590852	278.9401	3.03655
280.0173	9.34069	280.0076	9.549281	279.9706	3.073459
281.0081	9.303676	281.003	9.504648	280.955	3.10999
281.9915	9.267451	281.9786	9.46209	281.95	3.150598
282.9848	9.234373	282.9769	9.419888	282.9792	3.190592
283.9903	9.195413	283.973	9.375455	283.9729	3.231368
284.9827	9.159441	284.9759	9.33387	284.9631	3.269044
285.9911	9.119774	285.9859	9.29299	285.952	3.304768
286.9815	9.08099	286.9732	9.250888	286.9332	3.341727
287.9574	9.043371	287.9615	9.208138	287.9223	3.379152
288.9495	9.005527	288.9308	9.16524	288.9232	3.418433
289.9702	8.971091	289.9279	9.124246	289.9521	3.458048
290.9731	8.932663	290.9415	9.080987	290.9716	3.49592
291.9966	8.89389	291.9626	9.041519	291.9701	3.532805
293.0178	8.854005	292.9872	9.001639	292.9752	3.569189
294.0063	8.812319	293.9908	8.958987	293.9615	3.604222
295.0073	8.770075	294.9802	8.918029	294.9451	3.639381
295.992	8.732074	295.9831	8.875212	295.965	3.673078
296.9886	8.694514	296.9745	8.833105	296.9706	3.705655
297.9926	8.655056	297.9571	8.791399	297.9515	3.739401
298.9963	8.616974	298.9722	8.750793	298.956	3.772666
299.9866	8.578627	299.9541	8.710984	299.9454	3.808134
300.9956	8.538617	300.9613	8.671893	300.9353	3.84254
301.9977	8.501907	301.9767	8.633903	301.9601	3.874758
303.0207	8.468874	302.988	8.598858	302.9778	3.907365
304.0543	8.431151	304.0213	8.562042	303.982	3.936156
305.0493	8.394165	305.0368	8.524194	305.0043	3.96305
306.0821	8.358545	306.0629	8.487583	306.0131	3.99244
307.0681	8.317814	307.0548	8.446535	307.0029	4.019926
308.0329	8.278822	308.0369	8.406264	308.0124	4.048177
309.0486	8.241973	309.0142	8.367908	309.0107	4.078116
310.0124	8.200504	309.9854	8.329103	310.0021	4.103731
311.0223	8.162755	310.9896	8.292423	310.9852	4.129985
312.0254	8.127748	311.9779	8.257873	311.9735	4.15455
313.0219	8.092508	312.9886	8.224671	312.9764	4.178534
314.0193	8.061211	314.0054	8.190604	313.9545	4.203277
315.0247	8.028302	314.9894	8.157339	314.9549	4.225985
316.0562	7.996201	316.0058	8.124553	315.9482	4.2493
317.0284	7.960037	317.0276	8.089443	316.9196	4.269141
318.027	7.923668	318.0136	8.056551	317.9369	4.288128
319.0114	7.889421	319.0202	8.022845	318.938	4.307105
319.9898	7.85207	320.0159	7.987974	319.9379	4.325454
320.986	7.816369	320.9849	7.954405	320.96	4.345399
321.9913	7.782984	321.9781	7.921511	321.9667	4.365727
322.9742	7.748205	322.9745	7.888431	322.9806	4.384399
323.971	7.715888	323.972	7.859852	323.9975	4.401639
324.9885	7.685937	324.9724	7.832274	324.9845	4.418134
325.9868	7.653597	325.9762	7.804468	325.9412	4.433406
327.0199	7.623221	326.9916	7.776315	326.93	4.447586
328.0209	7.589919	327.9975	7.744393	327.9236	4.460783
329.0354	7.556517	329.0106	7.712816	328.9326	4.471796
330.0499	7.526353	330.0075	7.682683	329.9501	4.48273
331.0445	7.496166	330.9924	7.653473	330.9536	4.49506
332.0421	7.46724	331.9766	7.624195	331.9568	4.505664
333.0196	7.438546	332.9518	7.594138	332.9408	4.514437
333.9921	7.405838	333.9474	7.565036	333.9537	4.523334
335.0034	7.374907	334.9497	7.538612	334.9726	4.529312
336.0097	7.344584	335.9558	7.512256	335.965	4.535394
337.0121	7.315476	336.9528	7.485435	336.9594	4.542546
338.0207	7.287218	337.9624	7.458259	337.9432	4.5515
338.9886	7.256766	338.9493	7.429637	338.9281	4.558024
339.9873	7.229424	339.9445	7.403642	339.9007	4.56397
340.9845	7.201283	340.9709	7.38043	340.9274	4.569424
341.9796	7.17531	341.9601	7.354865	341.9419	4.567882
342.9841	7.150112	342.9637	7.331718	342.946	4.568341
343.9872	7.124066	343.9703	7.307506	343.9877	4.568119
344.9888	7.097641	344.9512	7.281061	344.9703	4.565616
345.9797	7.070198	345.952	7.256765	345.9745	4.56437
346.9886	7.042973	346.9539	7.231824	346.9538	4.562321
347.9601	7.014017	347.9626	7.209414	347.9586	4.559527
348.9526	6.986205	348.9839	7.187122	348.9644	4.556841
349.9846	6.959486	350.0084	7.164385	349.96	4.554951
350.9847	6.933988	351.0015	7.142181	350.9832	4.552205
352.0078	6.910116	352.0001	7.117968	351.972	4.548303
353.0269	6.888779	352.9896	7.094034	352.9845	4.543845
354.0198	6.868532	353.9964	7.07422	354.0104	4.538974
355.0249	6.844885	355.0214	7.053102	355.0067	4.531099
356.0368	6.822444	356.0287	7.032132	355.9938	4.523088
357.0392	6.797783	357.0323	7.011212	356.9796	4.515561
358.0204	6.769396	358.0122	6.986598	357.9477	4.505569
359.0113	6.745008	359.0034	6.964167	358.9359	4.497005
359.994	6.720702	360.0054	6.942823	359.9383	4.489903
360.9927	6.695913	361.0136	6.923259	360.9314	4.481142
361.9913	6.675044	362.007	6.905007	361.9275	4.472014
362.9967	6.653221	362.9728	6.884322	362.9401	4.463738
364.0035	6.632006	363.9421	6.864164	363.9442	4.452967
364.993	6.611693	364.9224	6.843824	364.9479	4.441271
366.0135	6.59007	365.9259	6.824847	365.9482	4.428604
367.0305	6.569627	366.979	6.809015	366.9432	4.416024
368.0339	6.549562	367.9934	6.791592	367.9606	4.402321
369.0358	6.529622	369.0065	6.773906	368.9476	4.389253
370.0287	6.510766	370.0133	6.755151	369.9499	4.378874
371.0016	6.488948	370.9844	6.734541	370.9585	4.366795
371.9748	6.466252	371.9774	6.715939	371.9322	4.356395
372.9821	6.445847	372.9672		372.9563	4.346158
373.9683	6.425416	373.9501		373.978	4.332272
374.9719	6.407826	374.95		374.9798	4.318203
375.9998	6.390498	375.9382	6.7100229	375.9882	4.304406
376.9949	6.371431	376.952	6.69000255	376.9759	4.288305
378.017	6.351783	377.9698	6.66937215	377.9583	4.273493
379.0185	6.332167	378.986	6.64877535	378.9431	4.258278
380.0163	6.31599	380.0063	6.6317895	379.9598	4.243306
381.0021	6.299314	381.0089	6.6142797	380.9727	4.228854
381.9876	6.283762	382.0143	6.5979501	381.956	4.214033
382.9749	6.266437	383.0023	6.57975885	382.9848	4.200111
383.9708	6.245657	383.9899	6.55793985	383.9698	4.183116
384.9816	6.226335	384.9499	6.53765175	384.9478	4.166948
386.0077	6.208992	385.9573	6.5194416	385.9637	4.151403
387.0337	6.19155	386.947	6.5011275	386.9349	4.135398
388.0301	6.174839	387.977	6.48358095	387.9127	4.122048
389.0187	6.158331	388.9975	6.46624755	388.9297	4.10954
389.9861	6.139782	389.9748	6.4467711	389.9333	4.094589
390.9501	6.125034	390.9849	6.4312857	390.9421	4.078588
391.9482	6.111024	391.95	6.4165752	391.9679	4.061091
392.9622	6.095191	392.9701	6.39995055	392.9789	4.043317
393.9771	6.080018	393.9904	6.3840189	393.9863	4.026707
395.0117	6.063766	394.9797	6.3669543	394.995	4.009709
396.0286	6.047164	395.9917	6.3495222	395.9882	3.992831
397.0297	6.031583	396.979	6.33316215	396.9764	3.975986
398.0328	6.016417	397.9842	6.31723785	397.9678	3.959671
399.0424	6.002525	399.0202	6.30265125	398.9484	3.944432
400.0276	5.987182	400.0345	6.2865411	399.942	3.930029
401.0298	5.973848	401.0527	6.2725404	400.9396	3.914728
402.0379	5.961955	402.0557	6.26005275	401.9571	3.900205
403.028	5.947241	403.0333	6.24460305	402.965	3.883825
404.0493	5.935634	404.0353	6.2324157	403.9897	3.86652
405.0623	5.923629	405.0462	6.21981045	405.0182	3.850596
406.0594	5.908645	406.0419	6.20407725	406.0098	3.8339
407.065	5.895126	407.0528	6.1898823	407.0029	3.819327
408.0562	5.880147	408.0394	6.17415435	407.9858	3.804211
409.038	5.863688	409.0065	6.1568724	408.9487	3.788533
410.0218	5.849244	409.9811	6.1417062	409.9501	3.774025
411.0143	5.835099	410.9886	6.12685395	410.9566	3.760041
411.9939	5.823296	412.0086	6.1144608	411.9658	3.745757
413.0002	5.81077	413.0178	6.1013085	412.9722	3.730593
414.0032	5.799418	414.0244	6.0893889	413.9534	3.715273
415.0097	5.788784	415.0172	6.0782232	414.9614	3.697703
416.0244	5.775618	415.9825	6.0643989	415.9391	3.68187
417.0237	5.765494	416.9674	6.0537687	416.9413	3.666847
418.0377	5.756334	417.9774	6.0441507	417.9642	3.651428
419.0179	5.745498	418.9786	6.0327729	418.9588	3.637166
420.023	5.734503	419.9997	6.02122815	419.9673	3.624194
421.0117	5.722318	421.0117	6.0084339	420.947	3.611378
421.9997	5.706999	422.0135	5.99234895	421.9306	3.596827
423.0038	5.693694	423.0081	5.9783787	422.9273	3.584257
424.007	5.681918	424.0011	5.9660139	423.9259	3.568246
425.0061	5.671216	424.9956	5.9547768	424.9565	3.55445
426.015	5.661529	425.9799	5.94460545	425.9705	3.540954
427.0109	5.651245	426.9614	5.93380725	426.9745	3.524827
427.9911	5.641018	427.9664	5.9230689	427.9848	3.511142
428.9878	5.630466	428.9755	5.9119893	428.9718	3.496912
429.978	5.622152	429.9847	5.9032596	429.9572	3.484401
430.9831	5.615188	431.0131	5.8959474	430.9619	3.472811
431.9893	5.6051	432.0191	5.885355	431.9632	3.459377
432.9933	5.59274	433.0277	5.872377	432.962	3.445354
433.9831	5.580893	434.0334	5.85993765	433.971	3.430887
434.9574	5.567465	435.0099	5.84583825	434.9612	3.416679
435.9524	5.557477	435.9757	5.83535085	435.9563	3.404386
436.9656	5.552254	436.9649	5.8298667	436.9618	3.392348
437.9561	5.540033	437.9498	5.81703465	437.9431	3.380954
438.9853	5.531048	438.9646	5.8076004	438.9468	3.368479
439.9828	5.521091	439.9806	5.79714555	439.9213	3.354821
440.9527	5.50793	440.9638	5.7833265	440.9088	3.340716
441.9575	5.500937	441.9622	5.77598385	441.9064	3.327035
442.9417	5.492723	442.965	5.76735915	442.8924	3.315182
443.9571	5.485464	443.9517	5.7597372	443.9148	3.304358
444.9705	5.478887	444.9504	5.75283135	444.9252	3.294323
445.9728	5.470246	445.9409	5.7437583	445.9149	3.282907
446.9848	5.462093	446.9158	5.73519765	446.9147	3.270847
447.9646	5.45326	447.9299	5.725923	447.9241	3.258475
448.9655	5.445369	448.9565	5.71763745	448.9205	3.244455
449.981	5.438853	449.9756	5.71079565	449.9421	3.233138
450.9697	5.429652	450.9917	5.7011346	450.9381	3.222293
451.9832	5.419055	451.9872	5.69000775	451.9279	3.211275
452.9773	5.40838	452.9815	5.678799	452.9284	3.202054
453.9811	5.396567	453.9641	5.66639535	453.9244	3.189208
454.9873	5.390177	454.9542	5.65968585	454.9359	3.177308
455.978	5.385574	455.9783	5.6548527	455.9325	3.165384
457.0029	5.379025	456.9869	5.64797625	456.9391	3.152661
458.0004	5.372089	458.0124	5.64069345	457.9688	3.141824
459.0104	5.360742	459.0253	5.6287791	458.9709	3.130196
460.0311	5.349836	460.0121	5.6173278	459.9608	3.118845
461.0358	5.34121	460.984	5.6082705	460.9418	3.108573
462.0196	5.333341	461.9667	5.60000805	461.894	3.098707
463.0172	5.326518	462.9602	5.5928439	462.888	3.091702
463.993	5.318237	463.946	5.58414885	463.9019	3.081839
464.9774	5.309601	464.9408	5.57508105	464.8968	3.071014
465.9775	5.302428	465.9535	5.5675494	465.9186	3.060081
466.9691	5.294303	466.9559	5.55901815	466.9164	3.046088
467.9861	5.288713	467.9816	5.55314865	467.9008	3.036316
468.9938	5.282245	468.9965	5.54635725	468.9236	3.028555
470.0134	5.272223	470.0001	5.53583415	469.9339	3.018365
471.005	5.263309	470.9879	5.52647445	470.9467	3.008355
471.9945	5.252645	471.9726	5.51527725	471.9622	2.997352
472.9589	5.242664	472.979	5.5047972	472.9449	2.984687
473.943	5.235235	473.9611	5.49699675	473.9291	2.975263
474.9279	5.227671	474.9704	5.48905455	474.9052	2.96823
475.9209	5.220746	475.9568	5.4817833	475.9109	2.961309
476.9251	5.214274	476.9568	5.4749877	476.913	2.953878
477.9136	5.207874	477.9302	5.4682677	477.8917	2.945019
478.9343	5.201254	478.9187	5.4613167	478.9163	2.934839
479.9329	5.193284	479.9179	5.4529482	479.9049	2.92361
480.9404	5.18682	480.8996	5.446161	480.9211	2.913839
481.9749	5.179741	481.9276	5.43872805	481.9533	2.906053
482.9842	5.169608	482.9359	5.4280884	482.9319	2.896624
484.0014	5.159869	483.9345	5.41786245	483.9195	2.888635
485.0015	5.1491	484.9314	5.406555	484.8941	2.882047
485.9697	5.13829	485.9174	5.3952045	485.8719	2.871871
486.9641	5.131648	486.9117	5.3882304	486.8639	2.863407
487.9638	5.126222	487.8951	5.3825331	487.8736	2.856277
488.9689	5.119184	488.8871	5.3751432	488.8945	2.84614
489.9761	5.112417	489.8987	5.36803785	489.8933	2.839057
490.9654	5.103785	490.8892	5.35897425	490.8976	2.831839
491.9575	5.095788	491.9053	5.3505774	491.8966	2.824409
492.9507	5.08922	492.9134	5.343681	492.8874	2.818212
493.9443	5.082148	493.9088	5.3362554	493.8962	2.81071
494.9534	5.075167	494.9289	5.32892535	494.9197	2.805106
495.9617	5.065047	495.9371	5.31829935	495.926	2.796727
496.9724	5.054464	496.9404	5.3071872	496.9163	2.788411
497.9817	5.045016	497.9594	5.2972668	497.9242	2.781334
498.9743	5.036475	498.9363	5.28829875	498.9257	2.771015
499.9687	5.029262	499.9343	5.2807251	499.9116	2.764886
500.9626	5.02214	500.9485	5.273247	500.9286	2.759652
501.9594	5.014238	501.9232	5.2649499	501.908	2.752129
502.9456	5.004488	502.9489	5.2547124	502.9135	2.746124
503.9566	4.996974	503.9739	5.2468227	503.9272	2.73725
504.9367	4.989814	504.9761	5.2393047	504.9186	2.728481
505.9559	4.983974	506.0031	5.2331727	505.9448	2.722348
506.9823	4.978522	507.0014	5.2274481	506.9309	2.715305
507.9787	4.96982	507.9952	5.218311	507.9473	2.710844
509.0327	4.960128	508.9985	5.2081344	508.9785	2.704578
510.018	4.948999	509.9847	5.19644895	509.9736	2.697081
511.0212	4.940004	510.9722	5.1870042	510.9756	2.691277
512.0044	4.932344	511.9338	5.1789612	511.9708	2.684393
512.9884	4.924982	512.9239	5.1712311	512.9431	2.680193
513.9858	4.918203	513.9324	5.16411315	513.9361	2.675785
514.9849	4.908877	514.9467	5.15432085	514.9146	2.669636
515.9766	4.899969	515.9518	5.14496745	515.9054	2.662536
516.9713	4.893298	516.9586	5.1379629	516.9281	2.654156
517.9702	4.884403	517.9442	5.12862315	517.9226	2.64582
518.9757	4.877713	518.9469	5.12159865	518.9481	2.640111
520.0042	4.870735	519.9804	5.11427175	519.9536	2.633758
521.0011	4.861199	520.9633	5.10425895	520.9379	2.627741
522.0001	4.853647	521.9656	5.09632935	521.9359	2.621318
522.9996	4.845144	522.9487	5.0874012	522.9171	2.614347
523.9815	4.837494	523.9433	5.0793687	523.8923	2.609803
524.9704	4.830243	524.9609	5.07175515	524.8915	2.606696
525.9674	4.823071	525.9613	5.06422455	525.9091	2.603456
526.9539	4.817981	526.9753	5.05888005	526.9283	2.600455
527.9679	4.811561	527.9507	5.05213905	527.9454	2.594693
528.9772	4.804167	528.9279	5.04437535	528.9259	2.586856
529.986	4.798876	529.9298	5.0388198	529.9114	2.580565
530.9749	4.789931	530.9272	5.02942755	530.8865	2.573046
531.9587	4.781946	531.9338	5.0210433	531.8839	2.569124
532.9619	4.7759	532.9428	5.014695	532.9124	2.565011
533.9487	4.765842	533.956	5.0041341	533.9238	2.560165
534.9463	4.757796	534.9322	4.9956858	534.9267	2.556992
535.9384	4.750251	535.9403	4.98776355	535.9161	2.551734
536.9275	4.74291	536.9307	4.9800555	536.8974	2.546592
537.9404	4.738559	537.9142	4.97548695	537.8755	2.54261
538.9431	4.733734	538.9154	4.9704207	538.8898	2.536983
539.9475	4.728186	539.9013	4.9645953	539.8863	2.532339
540.9462	4.721547	540.8959	4.95762435	540.868	2.528581
541.9294	4.713811	541.8927	4.94950155	541.8738	2.523487
542.9349	4.710261	542.9005	4.94577405	542.8452	2.520188
543.939	4.703626	543.9092	4.9388073	543.8457	2.515436
544.9433	4.696782	544.9272	4.9316211	544.8632	2.511495
545.9653	4.690503	545.9291	4.92502815	545.8735	2.509768
546.9786	4.679684	546.9418	4.9136682	546.8986	2.504806
547.9769	4.672837	547.9283	4.90647885	547.9177	2.500965
548.9737	4.666311	548.9144	4.89962655	548.9297	2.497005
549.9623	4.659825	549.9222	4.89281625	549.9269	2.491223
550.9515	4.654982	550.8932	4.8877311	550.9119	2.489077
551.9509	4.649142	551.9167	4.8815991	551.9008	2.485857
552.9529	4.643789	552.9221	4.87597845	552.8982	2.48
553.9641	4.639011	553.9265	4.87096155	553.8989	2.475788
554.9666	4.633982	554.9521	4.8656811	554.8939	2.468891
555.9684	4.629983	555.9263	4.86148215	555.902	2.46412
556.9678	4.623338	556.9489	4.8545049	556.8918	2.463723
557.97	4.6154	557.9363	4.851	557.8879	2.458741
558.9849	4.607933	558.9487	4.8508	558.9205	2.458244
559.9987	4.598773	559.9798	4.8501	559.9123	2.454963
561.0131	4.59271	560.9718	4.84	560.9097	2.44874
562.0042	4.58553	561.9897		561.9161	2.447223
562.9877	4.577386	562.9763		562.9069	2.442941
563.9693	4.571639	563.9654		563.9012	2.439654
564.9601	4.565131	564.9564		564.9009	2.436643
565.9474	4.559913	565.9479		565.8749	2.43143
566.9491	4.557126	566.9491		566.872	2.426604
567.962	4.552212	567.9418		567.8745	2.421371
568.9434	4.546551	568.9304		568.8724	2.419289
569.9613	4.541715	569.9178		569.8846	2.417211
570.9569	4.534439	570.912		570.8787	2.413283
571.941	4.527725	571.9133		571.8978	2.411796
572.9504	4.520464	572.918	4.8344	572.887	2.406358
573.9404	4.514091	573.9258		573.8821	2.402802
574.9386	4.508976	574.9484		574.8864	2.401871
575.9459	4.503797	575.9594		575.8494	2.39914
576.9298	4.500379	576.9628		576.8713	2.396338
577.9366	4.495629	577.9786		577.8862	2.394173
578.9461	4.48948	578.9435		578.8942	2.388156
579.9575	4.48456	579.9396		579.9088	2.383259
580.996	4.479437	580.9407		580.9132	2.380196
581.9902	4.472738	581.9061		581.9042	2.375803
582.9908	4.468774	582.9001		582.8943	2.375595
583.9862	4.462407	583.9018		583.8888	2.374275
584.9772	4.455628	584.9164		584.8672	2.371784
585.9711	4.451914	585.9448		585.8781	2.369736
586.9587	4.447143	586.9702		586.8927	2.365844
587.9656	4.443655	587.9608		587.9023	2.363061
588.9431	4.440445	588.9299		588.9147	2.36053
589.9487	4.436526	589.9109	4.832222	589.9215	2.357427
590.958	4.430973	590.9075	4.83029	590.9083	2.355272
591.9406	4.426769	591.9062	4.828127	591.9023	2.351034
592.938	4.420799	592.9092	4.824569	592.907	2.346603
593.9476	4.415393	593.9283	4.818722	593.9034	2.344023
594.924	4.409756	594.9277	4.811364	594.8967	2.340337
595.9246	4.403921	595.9352	4.804567	595.9064	2.339535
596.9478	4.400771	596.9556	4.800321	596.9205	2.338437
597.9423	4.396956	597.9342	4.796004	597.9426	2.335659
598.9686	4.394619	598.9285	4.793259	598.9555	2.33454
599.967	4.392001	599.9319	4.788715	599.954	2.331409
600.9611	4.386876	600.9344	4.783027	600.9376	2.329129
601.9373	4.38168	601.9453	4.779298	601.9042	2.326507
602.9268	4.374416	602.949	4.774186	602.9121	2.322777
603.9309	4.368447	603.9442	4.769957	603.9136	2.319558
604.9428	4.366629	604.9221	4.766576	604.897	2.31634
605.9652	4.362805	605.9373	4.761619	605.9133	2.314065
606.9905	4.360498	606.9393	4.756824	606.9067	2.312889
608.0115	4.354787	607.9469	4.752596	607.9113	2.310053
609.0127	4.347415	608.963	4.748545	608.9397	2.307798
610.0366	4.343142	609.9706	4.745471	609.9532	2.304948
611.0397	4.337681	610.9724	4.742075	610.9421	2.299626
612.0225	4.333022	611.9683	4.73901	611.9596	2.299063
613.0264	4.327965	612.9814	4.736526	612.9664	2.298883
613.9953	4.32045	613.9517	4.732517	613.9226	2.298444
614.9679	4.315376	614.9464	4.729107	614.914	2.298854
615.9783	4.311545	615.9492	4.726091	615.8971	2.295704
616.9706	4.309373	616.9293	4.722306	616.8842	2.290289
617.976	4.30871	617.9251	4.719781	617.9154	2.285765
618.9882	4.304908	618.9255	4.715527	618.9346	2.281399
619.9851	4.301288	619.9277	4.710472	619.9313	2.278057
620.9743	4.295384	620.9346	4.705922	620.9134	2.27615
621.9624	4.288271	621.9496	4.702638	621.9095	2.274425
622.9585	4.284853	622.964	4.701466	622.9063	2.274787
623.9464	4.279111	623.9678	4.700625	623.9066	2.272769
624.9485	4.274124	624.9727	4.69935	624.9209	2.272435
625.9605	4.271565	625.9648	4.696734	625.9166	2.27135
626.9397	4.267392	626.9457	4.691286	626.9112	2.266828
627.9458	4.265125	627.915	4.687801	627.9117	2.265851
628.949	4.263157	628.8959	4.684611	628.9163	2.26332
629.9514	4.259289	629.8806	4.681877	629.9048	2.260739
630.9624	4.25569	630.8741	4.679878	630.9078	2.260067
631.9512	4.251058	631.9011	4.677324	631.8932	2.258489
632.942	4.246044	632.9141	4.67313	632.8848	2.25629
633.9465	4.241238	633.929	4.669325	633.9019	2.255534
634.9486	4.234926	634.9398	4.668709	634.8971	2.2545
635.9555	4.23144	635.9486	4.668154	635.9127	2.253994
636.9664	4.228713	636.9678	4.665774	636.9212	2.25267
637.9484	4.225796	637.9369	4.663469	637.9136	2.25131
638.9642	4.224366	638.9252	4.659703	638.9119	2.249254
639.9766	4.220144	639.8849	4.655188	639.9099	2.244745
640.955	4.215636	640.851	4.654119	640.884	2.242601
641.9739	4.213663	641.8718	4.652203	641.9006	2.240575
642.9491	4.212111	642.8734	4.650523	642.8932	2.238238
643.9086	4.211003	643.8688	4.647454	643.876	2.238412
644.922	4.207401	644.8754	4.64499	644.8885	2.240496
645.9126	4.201173	645.8651	4.643744	645.8488	2.241184
646.9346	4.196634	646.8705	4.642057	646.856	2.242407
647.9674	4.19254	647.8965	4.642168	647.8648	2.242582
648.9768	4.191265	648.9104	4.641207	648.8824	2.239389
649.9745	4.190163	649.9207	4.638112	649.8925	2.238765
650.9567	4.186266	650.9162	4.636065	650.8852	2.238715
651.9435	4.182018	651.9039	4.633386	651.8934	2.238184
652.9409	4.176916	652.9044	4.632342	652.8732	2.236501
653.9418	4.173861	653.9207	4.632463	653.8768	2.233203
654.9308	4.171794	654.9307	4.632484	654.893	2.231584
655.9421	4.168708	655.9301	4.631326	655.8893	2.228832
656.9453	4.165389	656.9139	4.629412	656.8869	2.229635
657.9537	4.161664	657.8945	4.627228	657.8907	2.231294
658.9705	4.156751	658.8759	4.623604	658.8953	2.230158
659.9662	4.154541	659.8794	4.62314	659.8859	2.230464
660.9736	4.152997	660.8858	4.622686	660.9044	2.230185
661.98	4.148818	661.9085	4.622734	661.9098	2.229671
662.9834	4.14649	662.9218	4.623926	662.8942	2.23177
663.9733	4.143195	663.9452	4.622653	663.8978	2.232764
664.9576	4.139721	664.9369	4.621755	664.8721	2.233253
665.9354	4.137756	665.9364	4.622429	665.866	2.231742
666.9279	4.135399	666.9163	4.620739	666.8723	2.229916
667.9347	4.132479	667.8995	4.621063	667.8786	2.229619
668.9326	4.128374	668.9109	4.620945	668.8866	2.228177
669.9335	4.125242	669.8745	4.618953	669.8692	2.228313
670.932	4.121366	670.8804	4.619293	670.8657	2.227157
671.9357	4.117842	671.8691	4.618472	671.844	2.226807
672.9349	4.116336	672.8671	4.619367	672.8536	2.226135
673.9391	4.114635	673.8876	4.621748	673.8632	2.229793
674.936	4.112783	674.8906	4.622602	674.8604	2.232692
675.9416	4.112173	675.9003	4.622483	675.8703	2.233374
676.9449	4.110656	676.8885	4.621441	676.8617	2.236226
677.9448	4.108088	677.8868	4.62132	677.8707	2.233922
678.9323	4.10605	678.8823	4.623904	678.8631	2.233906
679.9366	4.102974	679.8777	4.626399	679.8939	2.234683
680.9343	4.099813	680.8856	4.627606	680.9047	2.23415
681.9445	4.0963	681.8838	4.626952	681.9136	2.235778
682.9645	4.092913	682.8888	4.625113	682.9033	2.235079
