Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad
mv	uA	mV	uA	mV	uA	mV	uA	mv	uA	mV	uA
Au Control CNEA Calcinado SOlucion Fe 1mM	Au Control CNEA Calcinado SOlucion Fe 1mM	Au Control INTI As Sputter Fe 1mM	Au Control INTI As Sputter Fe 1mM	Au Control INTI Calcinado Fe 1mM	Au Control INTI Calcinado Fe 1mM	Au Control INTI Calcinado Ru 1mM	Au Control INTI Calcinado Ru 1mM	Au Control CNEA Calcinado Ru amino 1mM	Au Control CNEA Calcinado Ru amino 1mM	Au Control INTI As Sputter Ru 1mM	Au Control INTI As Sputter Ru 1mM
29.33399	-4.62617	29.30642	-4.256732	29.33194	-1.293017	-429.6292	-2.033283	-429.6212	-2.717271	-429.6212	-3.124006
28.32638	-4.606928	28.29869	-4.229718	28.329	-1.294953	-428.6495	-2.029731	-428.6206	-2.714877	-428.6412	-3.116231
27.33301	-4.587708	27.30795	-4.205601	27.33714	-1.297948	-427.6417	-2.024959	-427.6267	-2.708719	-427.6488	-3.107092
26.3195	-4.568091	26.31233	-4.183807	26.32747	-1.30214	-426.621	-2.020162	-426.6176	-2.701679	-426.6393	-3.098713
25.30268	-4.550114	25.32815	-4.155959	25.3475	-1.306423	-425.6139	-2.015827	-425.6184	-2.697225	-425.6364	-3.08933
24.31039	-4.53031	24.34098	-4.12895	24.36511	-1.31008	-424.6005	-2.011641	-424.6082	-2.690703	-424.634	-3.07659
23.31273	-4.512517	23.32751	-4.101511	23.36551	-1.314121	-423.5976	-2.007012	-423.5901	-2.684403	-423.6059	-3.06313
22.32656	-4.493904	22.32714	-4.073105	22.35167	-1.317137	-422.6109	-2.003345	-422.6061	-2.679546	-422.6029	-3.049672
21.34489	-4.473414	21.33365	-4.048193	21.34534	-1.320409	-421.6016	-2.000097	-421.6147	-2.671153	-421.5701	-3.037907
20.34647	-4.453884	20.33683	-4.023864	20.32601	-1.324268	-420.5847	-1.996063	-420.6288	-2.663473	-420.5611	-3.028293
19.35815	-4.433017	19.33879	-3.99809	19.32122	-1.326082	-419.5922	-1.991678	-419.6317	-2.656917	-419.5807	-3.02126
18.35436	-4.41182	18.3595	-3.970191	18.34514	-1.328974	-418.5872	-1.987628	-418.6013	-2.649879	-418.5832	-3.012913
17.33896	-4.393989	17.35388	-3.943846	17.34025	-1.332822	-417.61	-1.982451	-417.5883	-2.645994	-417.6225	-3.005248
16.32388	-4.375228	16.37159	-3.916986	16.34288	-1.336583	-416.6296	-1.977123	-416.5911	-2.642018	-416.614	-2.99554
15.31406	-4.355876	15.37359	-3.890539	15.32767	-1.341167	-415.6373	-1.972379	-415.5764	-2.637701	-415.6292	-2.984083
14.32443	-4.337495	14.35055	-3.867247	14.32988	-1.346477	-414.6258	-1.966318	-414.5789	-2.631716	-414.6469	-2.971992
13.3361	-4.315921	13.37071	-3.842067	13.33211	-1.350752	-413.5706	-1.960706	-413.5484	-2.624302	-413.6109	-2.957129
12.32578	-4.292715	12.37945	-3.815681	12.34412	-1.35479	-412.5503	-1.956208	-412.5336	-2.61869	-412.5822	-2.944377
11.34235	-4.271754	11.38785	-3.793953	11.37061	-1.357734	-411.5563	-1.952505	-411.5394	-2.61133	-411.562	-2.932506
10.32754	-4.251161	10.40224	-3.770144	10.37547	-1.359171	-410.5634	-1.949102	-410.545	-2.605456	-410.5325	-2.921426
9.33068	-4.233284	9.378507	-3.748964	9.38743	-1.360833	-409.5864	-1.946236	-409.5931	-2.6007	-409.547	-2.912818
8.362903	-4.216624	8.36144	-3.729271	8.393496	-1.362408	-408.6164	-1.942343	-408.6098	-2.593564	-408.575	-2.902485
7.343974	-4.199042	7.347597	-3.706956	7.387496	-1.365108	-407.6062	-1.937969	-407.6159	-2.587618	-407.5713	-2.892328
6.33068	-4.181619	6.350821	-3.68431	6.386333	-1.368433	-406.6304	-1.933862	-406.6304	-2.582255	-406.5716	-2.882908
5.317103	-4.159828	5.375199	-3.658609	5.386865	-1.372096	-405.6466	-1.928752	-405.6318	-2.576486	-405.5903	-2.872771
4.306368	-4.142576	4.388527	-3.633744	4.377276	-1.377467	-404.6308	-1.923154	-404.6352	-2.57192	-404.5968	-2.862679
3.308794	-4.123434	3.402868	-3.609816	3.377659	-1.381976	-403.6439	-1.91798	-403.6509	-2.568163	-403.6013	-2.85136
2.336313	-4.102567	2.422444	-3.58766	2.384688	-1.386104	-402.6421	-1.911966	-402.6723	-2.562921	-402.5994	-2.840022
1.349242	-4.085657	1.418738	-3.568769	1.381547	-1.389242	-401.6555	-1.906319	-401.676	-2.558091	-401.5785	-2.827484
0.370031	-4.064435	0.407671	-3.54669	0.408286	-1.391319	-400.6461	-1.901057	-400.6408	-2.551607	-400.5759	-2.816184
-0.597979	-4.045764	-0.570593	-3.523488	-0.58314	-1.394875	-399.6387	-1.89559	-399.6419	-2.545415	-399.5885	-2.806622
-1.565042	-4.024339	-1.553327	-3.498038	-1.546663	-1.397398	-398.6371	-1.891755	-398.6265	-2.539606	-398.6207	-2.797348
-2.561088	-4.006133	-2.523747	-3.474585	-2.514242	-1.401403	-397.6392	-1.88719	-397.6011	-2.532336	-397.6354	-2.78642
-3.534731	-3.987379	-3.484861	-3.453252	-3.494051	-1.40591	-396.6548	-1.882971	-396.6215	-2.528034	-396.6612	-2.776951
-4.528832	-3.968161	-4.465402	-3.432377	-4.475356	-1.409889	-395.6587	-1.878429	-395.6335	-2.520256	-395.67	-2.766714
-5.527652	-3.953881	-5.479078	-3.411995	-5.477516	-1.414561	-394.6485	-1.872414	-394.621	-2.510915	-394.6685	-2.75561
-6.514042	-3.936115	-6.482684	-3.388944	-6.467462	-1.418233	-393.6482	-1.866417	-393.6441	-2.505434	-393.6716	-2.74801
-7.500648	-3.916939	-7.469174	-3.366963	-7.458273	-1.419858	-392.6535	-1.860134	-392.6404	-2.49815	-392.643	-2.73769
-8.490611	-3.899091	-8.479344	-3.346105	-8.468344	-1.422667	-391.6373	-1.853869	-391.6185	-2.493113	-391.6274	-2.727631
-9.494367	-3.880915	-9.4942	-3.326915	-9.473694	-1.425164	-390.6448	-1.848839	-390.6356	-2.490224	-390.6181	-2.717421
-10.46944	-3.861213	-10.48865	-3.306881	-10.48862	-1.427544	-389.6383	-1.844161	-389.6363	-2.484589	-389.6055	-2.706364
-11.4934	-3.845863	-11.50005	-3.288126	-11.50655	-1.430741	-388.6373	-1.838989	-388.6365	-2.477924	-388.6063	-2.696689
-12.49171	-3.82919	-12.50017	-3.268125	-12.4823	-1.433408	-387.6459	-1.833903	-387.6143	-2.472099	-387.6166	-2.686376
-13.48476	-3.811937	-13.46063	-3.246898	-13.47732	-1.437693	-386.6534	-1.828813	-386.6313	-2.467659	-386.6237	-2.67626
-14.50986	-3.797358	-14.459	-3.229209	-14.47717	-1.442306	-385.6712	-1.823504	-385.6419	-2.462065	-385.6294	-2.666078
-15.50839	-3.780849	-15.48111	-3.210567	-15.47909	-1.446604	-384.6812	-1.817838	-384.6563	-2.457384	-384.6503	-2.653244
-16.52117	-3.764204	-16.48878	-3.191079	-16.50907	-1.449412	-383.6943	-1.812666	-383.6848	-2.451566	-383.6647	-2.643338
-17.53448	-3.745881	-17.50987	-3.172151	-17.49221	-1.450454	-382.6942	-1.806438	-382.6692	-2.442317	-382.6594	-2.633022
-18.5211	-3.726479	-18.53985	-3.151375	-18.47758	-1.453251	-381.6794	-1.800113	-381.6565	-2.433591	-381.6572	-2.621626
-19.54243	-3.70785	-19.53247	-3.12781	-19.46334	-1.455983	-380.6781	-1.795517	-380.6554	-2.428349	-380.6597	-2.613254
-20.55997	-3.689235	-20.52358	-3.107213	-20.44101	-1.45978	-379.6744	-1.78978	-379.6845	-2.423377	-379.6515	-2.60144
-21.54919	-3.673227	-21.54331	-3.086259	-21.48117	-1.464873	-378.687	-1.784298	-378.6863	-2.418915	-378.6682	-2.59126
-22.56062	-3.657173	-22.52589	-3.063741	-22.49635	-1.469499	-377.688	-1.778184	-377.6934	-2.416701	-377.6767	-2.58208
-23.52297	-3.640159	-23.51459	-3.038568	-23.49274	-1.474886	-376.6866	-1.77102	-376.6929	-2.410089	-376.6661	-2.57285
-24.50165	-3.622262	-24.51253	-3.014448	-24.49734	-1.479678	-375.6979	-1.76376	-375.6572	-2.403274	-375.664	-2.563498
-25.51228	-3.601376	-25.49719	-2.99499	-25.49666	-1.482954	-374.6782	-1.757165	-374.6543	-2.398073	-374.6669	-2.552971
-26.49722	-3.580636	-26.48408	-2.978302	-26.49167	-1.484079	-373.6915	-1.751656	-373.6536	-2.390838	-373.677	-2.543844
-27.51693	-3.563148	-27.48102	-2.968554	-27.50786	-1.486137	-372.6911	-1.745811	-372.6581	-2.385466	-372.69	-2.533758
-28.51253	-3.548285	-28.49806	-2.956533	-28.50126	-1.487455	-371.6908	-1.739938	-371.6777	-2.378646	-371.692	-2.522944
-29.50738	-3.534495	-29.48734	-2.942227	-29.46718	-1.489568	-370.6987	-1.732811	-370.6968	-2.37209	-370.6972	-2.513885
-30.52193	-3.521805	-30.51296	-2.927349	-30.4718	-1.492402	-369.6989	-1.725854	-369.6962	-2.365444	-369.6952	-2.50478
-31.54533	-3.506771	-31.50734	-2.91047	-31.46291	-1.494215	-368.6985	-1.719649	-368.6845	-2.357607	-368.6791	-2.49389
-32.53878	-3.490832	-32.47677	-2.893696	-32.4655	-1.497773	-367.6794	-1.713806	-367.6813	-2.354227	-367.6877	-2.48671
-33.54927	-3.477145	-33.4887	-2.876584	-33.48401	-1.501337	-366.6797	-1.708571	-366.6731	-2.350484	-366.6812	-2.476516
-34.54886	-3.460812	-34.47296	-2.858868	-34.48901	-1.505273	-365.6616	-1.702555	-365.6609	-2.344034	-365.6684	-2.463907
-35.53633	-3.44436	-35.48838	-2.843686	-35.50591	-1.508103	-364.6573	-1.6953	-364.6714	-2.339983	-364.6744	-2.453411
-36.56715	-3.427845	-36.48745	-2.828537	-36.51771	-1.511402	-363.6645	-1.686944	-363.6654	-2.332474	-363.6624	-2.441711
-37.55977	-3.41096	-37.48998	-2.812759	-37.52439	-1.513176	-362.6468	-1.679083	-362.6222	-2.322954	-362.6387	-2.4306
-38.5453	-3.394571	-38.49432	-2.79799	-38.51732	-1.514821	-361.6489	-1.671917	-361.6447	-2.317673	-361.6484	-2.422093
-39.53972	-3.377948	-39.49548	-2.780032	-39.51735	-1.519349	-360.649	-1.665449	-360.6249	-2.309988	-360.6703	-2.41319
-40.51231	-3.363208	-40.51763	-2.76254	-40.51984	-1.522168	-359.6339	-1.659943	-359.6284	-2.303496	-359.6736	-2.402028
-41.50755	-3.347826	-41.51727	-2.744974	-41.54095	-1.525967	-358.6297	-1.65362	-358.6454	-2.29846	-358.712	-2.391716
-42.5277	-3.332255	-42.51903	-2.72809	-42.53857	-1.53069	-357.6504	-1.647574	-357.6345	-2.291488	-357.7174	-2.379204
-43.53603	-3.316994	-43.51338	-2.713688	-43.54266	-1.533325	-356.6557	-1.641537	-356.6551	-2.285629	-356.7107	-2.367873
-44.55348	-3.299407	-44.51486	-2.699513	-44.53867	-1.537397	-355.6744	-1.634883	-355.673	-2.279373	-355.7271	-2.355269
-45.55138	-3.283608	-45.50633	-2.685606	-45.51858	-1.541217	-354.6885	-1.627895	-354.6899	-2.272889	-354.7107	-2.343587
-46.5587	-3.270593	-46.51102	-2.671652	-46.52895	-1.544879	-353.6899	-1.619965	-353.702	-2.267478	-353.7086	-2.333295
-47.54836	-3.256806	-47.5229	-2.656579	-47.52851	-1.547279	-352.6906	-1.612028	-352.7025	-2.260801	-352.7151	-2.323171
-48.54581	-3.244287	-48.51627	-2.642581	-48.54021	-1.550412	-351.6893	-1.604056	-351.6836	-2.254806	-351.7027	-2.316787
-49.55228	-3.231319	-49.52787	-2.62793	-49.5442	-1.553329	-350.7075	-1.595743	-350.6984	-2.248518	-350.687	-2.3085
-50.53071	-3.21543	-50.51268	-2.611661	-50.53117	-1.555413	-349.7111	-1.588069	-349.6956	-2.239673	-349.6753	-2.299107
-51.50577	-3.199904	-51.49056	-2.595533	-51.50879	-1.558849	-348.6952	-1.58036	-348.705	-2.235566	-348.6524	-2.291109
-52.49388	-3.184907	-52.46436	-2.578279	-52.48872	-1.560625	-347.6974	-1.572925	-347.7061	-2.226905	-347.6591	-2.279052
-53.48563	-3.170042	-53.45502	-2.562971	-53.48227	-1.563851	-346.6819	-1.565974	-346.7047	-2.22114	-346.6705	-2.267264
-54.48132	-3.157062	-54.46828	-2.549726	-54.49483	-1.567722	-345.685	-1.558531	-345.7127	-2.216585	-345.6799	-2.258016
-55.50063	-3.145394	-55.48368	-2.536787	-55.50947	-1.570925	-344.7031	-1.550409	-344.7282	-2.206589	-344.6924	-2.246093
-56.50488	-3.132732	-56.51122	-2.524794	-56.51306	-1.57434	-343.6943	-1.542517	-343.7479	-2.200012	-343.68	-2.237751
-57.52253	-3.118045	-57.51838	-2.511474	-57.52032	-1.576976	-342.6893	-1.534229	-342.7315	-2.193173	-342.6766	-2.230596
-58.53923	-3.103649	-58.49644	-2.49689	-58.51411	-1.579176	-341.6849	-1.526371	-341.7218	-2.185907	-341.6866	-2.220053
-59.5392	-3.089329	-59.49413	-2.482892	-59.51775	-1.582081	-340.6702	-1.519373	-340.7143	-2.179654	-340.6696	-2.210446
-60.54939	-3.07447	-60.50685	-2.468235	-60.5225	-1.586758	-339.6764	-1.511153	-339.7271	-2.1755	-339.6812	-2.199097
-61.5454	-3.060636	-61.51266	-2.453528	-61.52608	-1.591586	-338.6902	-1.503665	-338.74	-2.167367	-338.6912	-2.187073
-62.55728	-3.046584	-62.54789	-2.440865	-62.53337	-1.596142	-337.6769	-1.495138	-337.7273	-2.161793	-337.67	-2.176003
-63.5566	-3.031915	-63.54587	-2.427243	-63.52714	-1.600376	-336.6721	-1.486469	-336.7162	-2.153252	-336.6786	-2.163524
-64.54509	-3.018499	-64.52367	-2.414074	-64.52965	-1.602266	-335.6818	-1.477994	-335.6798	-2.145956	-335.6786	-2.152054
-65.54517	-3.005408	-65.51817	-2.402583	-65.52205	-1.604405	-334.6826	-1.469309	-334.6813	-2.138294	-334.6697	-2.138875
-66.53865	-2.99333	-66.50858	-2.390016	-66.51862	-1.606989	-333.7025	-1.461082	-333.6832	-2.130414	-333.6885	-2.126324
-67.56579	-2.983246	-67.53063	-2.378345	-67.52599	-1.609537	-332.7348	-1.452579	-332.6885	-2.126606	-332.705	-2.116879
-68.57397	-2.970078	-68.56036	-2.366148	-68.52402	-1.612801	-331.7283	-1.443423	-331.711	-2.118149	-331.709	-2.106133
-69.57696	-2.958825	-69.56287	-2.352803	-69.52948	-1.616543	-330.7236	-1.433868	-330.7023	-2.111279	-330.7176	-2.096537
-70.56711	-2.94562	-70.56213	-2.338951	-70.534	-1.620225	-329.6924	-1.425269	-329.7285	-2.104417	-329.7105	-2.088348
-71.55793	-2.931367	-71.53927	-2.324068	-71.54391	-1.624392	-328.6748	-1.415758	-328.7383	-2.096283	-328.7164	-2.077908
-72.54999	-2.919631	-72.50969	-2.310496	-72.54308	-1.627465	-327.6812	-1.407347	-327.73	-2.089258	-327.7187	-2.06708
-73.55391	-2.906048	-73.51361	-2.297858	-73.54482	-1.630645	-326.6968	-1.398373	-326.7372	-2.081264	-326.7219	-2.05777
-74.55679	-2.893553	-74.48636	-2.285082	-74.54587	-1.634136	-325.7111	-1.388268	-325.7157	-2.072425	-325.7476	-2.045358
-75.55231	-2.881704	-75.48978	-2.276173	-75.52112	-1.63794	-324.7196	-1.379604	-324.7123	-2.063282	-324.7352	-2.032562
-76.56332	-2.870378	-76.4902	-2.265587	-76.51083	-1.641912	-323.7162	-1.370947	-323.72	-2.053318	-323.7101	-2.018975
-77.55846	-2.857666	-77.47701	-2.253178	-77.49581	-1.644226	-322.7144	-1.36264	-322.7128	-2.045784	-322.6963	-2.005166
-78.55696	-2.847596	-78.50279	-2.242219	-78.48912	-1.647442	-321.7345	-1.35443	-321.7271	-2.039438	-321.6707	-1.993652
-79.5615	-2.837182	-79.49558	-2.227322	-79.48833	-1.649737	-320.7305	-1.345225	-320.7171	-2.03107	-320.6618	-1.982336
-80.55883	-2.825565	-80.50901	-2.213672	-80.48332	-1.653529	-319.7303	-1.335538	-319.7079	-2.022184	-319.6768	-1.97454
-81.57298	-2.813963	-81.50357	-2.202866	-81.47662	-1.658558	-318.721	-1.326294	-318.7093	-2.012923	-318.6858	-1.964843
-82.57664	-2.802921	-82.49161	-2.193201	-82.46028	-1.661513	-317.6973	-1.316345	-317.6954	-2.000731	-317.6789	-1.951747
-83.5671	-2.790017	-83.50471	-2.184305	-83.45516	-1.664526	-316.6956	-1.307119	-316.684	-1.993679	-316.6992	-1.941497
-84.56075	-2.778006	-84.50227	-2.176019	-84.47343	-1.666475	-315.7021	-1.297868	-315.6932	-1.987355	-315.7012	-1.928077
-85.53543	-2.768464	-85.5283	-2.166562	-85.47007	-1.669177	-314.7018	-1.288057	-314.7015	-1.979279	-314.7105	-1.914352
-86.53889	-2.757011	-86.54897	-2.156017	-86.49176	-1.671942	-313.7192	-1.2782	-313.7079	-1.973011	-313.7069	-1.903089
-87.52991	-2.745785	-87.54552	-2.145073	-87.4984	-1.675144	-312.7137	-1.268552	-312.7167	-1.962113	-312.6976	-1.887767
-88.52795	-2.73445	-88.5553	-2.133065	-88.49693	-1.67803	-311.6981	-1.258901	-311.7096	-1.95288	-311.6894	-1.872985
-89.53274	-2.723156	-89.52603	-2.120428	-89.49957	-1.6798	-310.6826	-1.249335	-310.7021	-1.944342	-310.6591	-1.859607
-90.50566	-2.71055	-90.49522	-2.106555	-90.4734	-1.682294	-309.6602	-1.240856	-309.6971	-1.934737	-309.6707	-1.846466
-91.50168	-2.699916	-91.49151	-2.094131	-91.48043	-1.684402	-308.6564	-1.231029	-308.691	-1.92776	-308.6686	-1.834215
-92.4887	-2.69072	-92.50248	-2.083224	-92.48107	-1.686865	-307.6533	-1.2216	-307.688	-1.917003	-307.6698	-1.821967
-93.49365	-2.681127	-93.50107	-2.073591	-93.49219	-1.690483	-306.6782	-1.21219	-306.6815	-1.905315	-306.691	-1.811957
-94.51115	-2.671957	-94.53456	-2.065482	-94.52765	-1.694184	-305.6874	-1.202033	-305.6881	-1.895582	-305.696	-1.799831
-95.53603	-2.661332	-95.54514	-2.057043	-95.52199	-1.698087	-304.7149	-1.191641	-304.6859	-1.883487	-304.6904	-1.786205
-96.54934	-2.650598	-96.53024	-2.046831	-96.5145	-1.702059	-303.7287	-1.181648	-303.6908	-1.875877	-303.6886	-1.773772
-97.54284	-2.639014	-97.5112	-2.035586	-97.51708	-1.704664	-302.7285	-1.17105	-302.6975	-1.869051	-302.6838	-1.758665
-98.51773	-2.627061	-98.4759	-2.023369	-98.49832	-1.708194	-301.7177	-1.160724	-301.6979	-1.858855	-301.6823	-1.742341
-99.49663	-2.615428	-99.44613	-2.012292	-99.49889	-1.712022	-300.708	-1.15061	-300.7272	-1.851132	-300.6814	-1.730766
-100.4839	-2.603722	-100.445	-2.003248	-100.4988	-1.715289	-299.7215	-1.140935	-299.7316	-1.839864	-299.6973	-1.717122
-101.473	-2.593966	-101.4667	-1.995419	-101.464	-1.718869	-298.7077	-1.131202	-298.7324	-1.826445	-298.7038	-1.702356
-102.4972	-2.584586	-102.4721	-1.988526	-102.4569	-1.721175	-297.7191	-1.121286	-297.7379	-1.815627	-297.6898	-1.689568
-103.4889	-2.57501	-103.4861	-1.980713	-103.4515	-1.722682	-296.7364	-1.111974	-296.7302	-1.802073	-296.6929	-1.67249
-104.4888	-2.566153	-104.4577	-1.971613	-104.4309	-1.725023	-295.7344	-1.101182	-295.7278	-1.788999	-295.6945	-1.656873
-105.502	-2.557025	-105.4465	-1.963459	-105.4571	-1.727189	-294.7599	-1.090894	-294.7317	-1.778624	-294.7011	-1.642646
-106.5149	-2.547217	-106.445	-1.954826	-106.4537	-1.729282	-293.7771	-1.080091	-293.7326	-1.76432	-293.71	-1.62866
-107.5323	-2.538627	-107.46	-1.947069	-107.4668	-1.732763	-292.7661	-1.069133	-292.7304	-1.752608	-292.6919	-1.615806
-108.5335	-2.526676	-108.4914	-1.938982	-108.4864	-1.7371	-291.7632	-1.058117	-291.7245	-1.741775	-291.6722	-1.601692
-109.5312	-2.514949	-109.4997	-1.928233	-109.4879	-1.739873	-290.7127	-1.047113	-290.7469	-1.729804	-290.6737	-1.587196
-110.5137	-2.505192	-110.5214	-1.918864	-110.4933	-1.741801	-289.6931	-1.036998	-289.7412	-1.719006	-289.6846	-1.57206
-111.5167	-2.494717	-111.5138	-1.906939	-111.4927	-1.743601	-288.6853	-1.02661	-288.7521	-1.704969	-288.703	-1.556458
-112.5337	-2.487416	-112.5168	-1.897947	-112.5124	-1.745088	-287.6741	-1.016432	-287.7704	-1.691236	-287.7123	-1.541515
-113.5384	-2.480676	-113.5416	-1.889217	-113.5252	-1.748616	-286.7023	-1.00624	-286.7528	-1.673692	-286.7086	-1.525061
-114.5535	-2.472589	-114.551	-1.879512	-114.5336	-1.75255	-285.699	-0.99554	-285.7336	-1.65521	-285.6974	-1.506393
-115.5372	-2.46395	-115.5589	-1.872677	-115.5232	-1.755542	-284.7046	-0.985134	-284.7135	-1.641874	-284.7026	-1.489182
-116.5498	-2.454711	-116.547	-1.863019	-116.5241	-1.75854	-283.7179	-0.974405	-283.7074	-1.62548	-283.7064	-1.472384
-117.5629	-2.442615	-117.5552	-1.856221	-117.5006	-1.760983	-282.7331	-0.963974	-282.6936	-1.612059	-282.6911	-1.45709
-118.5689	-2.432467	-118.5474	-1.850573	-118.5126	-1.764873	-281.7456	-0.95262	-281.7238	-1.600414	-281.7212	-1.4435
-119.5928	-2.424245	-119.5446	-1.842456	-119.538	-1.769182	-280.7392	-0.940946	-280.7483	-1.583267	-280.7273	-1.427828
-120.5817	-2.417514	-120.5512	-1.837984	-120.5348	-1.77273	-279.7408	-0.929366	-279.7214	-1.566501	-279.7437	-1.410375
-121.5738	-2.412171	-121.547	-1.829855	-121.566	-1.776687	-278.7531	-0.917279	-278.7366	-1.552315	-278.7747	-1.391083
-122.562	-2.404906	-122.5465	-1.818141	-122.5535	-1.780037	-277.7753	-0.905785	-277.7274	-1.535666	-277.7569	-1.370753
-123.5658	-2.397785	-123.5414	-1.811183	-123.5513	-1.78289	-276.7922	-0.893596	-276.7009	-1.519034	-276.7735	-1.351495
-124.5804	-2.388765	-124.5508	-1.803206	-124.5377	-1.786073	-275.8004	-0.881356	-275.733	-1.501736	-275.7819	-1.330705
-125.5869	-2.379932	-125.5467	-1.795444	-125.5175	-1.789424	-274.8076	-0.870265	-274.7353	-1.481503	-274.7636	-1.309153
-126.5946	-2.371898	-126.5467	-1.791325	-126.513	-1.792451	-273.8045	-0.859905	-273.757	-1.460953	-273.7695	-1.287519
-127.5881	-2.362201	-127.5581	-1.781656	-127.489	-1.79426	-272.7763	-0.849353	-272.7566	-1.438622	-272.7437	-1.262037
-128.5742	-2.352242	-128.548	-1.773435	-128.4855	-1.796138	-271.7487	-0.839255	-271.7373	-1.422217	-271.7259	-1.241532
-129.5556	-2.3427	-129.5179	-1.76714	-129.4781	-1.797774	-270.7187	-0.82793	-270.7365	-1.403685	-270.7322	-1.222389
-130.5526	-2.334345	-130.5114	-1.761222	-130.493	-1.799392	-269.7006	-0.815277	-269.7203	-1.380771	-269.7404	-1.20063
-131.5413	-2.325942	-131.4832	-1.75718	-131.515	-1.803102	-268.7192	-0.803863	-268.748	-1.363569	-268.7397	-1.184568
-132.5421	-2.319535	-132.4809	-1.749803	-132.5219	-1.807709	-267.7562	-0.792004	-267.7693	-1.338938	-267.7458	-1.162416
-133.5537	-2.314847	-133.4919	-1.741828	-133.5318	-1.811335	-266.7652	-0.77982	-266.7419	-1.313152	-266.7536	-1.13751
-134.5636	-2.30865	-134.4884	-1.731835	-134.5282	-1.815006	-265.7708	-0.768455	-265.7482	-1.295252	-265.7593	-1.116379
-135.5873	-2.300295	-135.5106	-1.7234	-135.5162	-1.818187	-264.7864	-0.756068	-264.7333	-1.272093	-264.7668	-1.089229
-136.5834	-2.290124	-136.5064	-1.716712	-136.5204	-1.819885	-263.7641	-0.742438	-263.7371	-1.248658	-263.769	-1.062545
-137.6082	-2.279725	-137.513	-1.712221	-137.5203	-1.822511	-262.7559	-0.729793	-262.7594	-1.227211	-262.7709	-1.037294
-138.584	-2.270544	-138.516	-1.708763	-138.511	-1.825517	-261.7252	-0.717339	-261.7481	-1.201384	-261.7561	-1.008513
-139.5616	-2.265831	-139.5152	-1.705338	-139.5161	-1.828019	-260.711	-0.705351	-260.7466	-1.174629	-260.751	-0.981374
-140.5581	-2.261813	-140.527	-1.70104	-140.5087	-1.830672	-259.6841	-0.69411	-259.7314	-1.147238	-259.7282	-0.953367
-141.5209	-2.255873	-141.5279	-1.694841	-141.5125	-1.834594	-258.684	-0.681927	-258.7317	-1.121624	-258.7127	-0.926317
-142.5279	-2.251013	-142.5327	-1.689533	-142.5159	-1.838018	-257.7064	-0.668926	-257.7466	-1.092882	-257.6935	-0.900655
-143.5392	-2.246141	-143.5396	-1.683058	-143.5027	-1.840365	-256.7108	-0.655759	-256.7375	-1.062632	-256.7068	-0.873213
-144.5645	-2.241121	-144.5297	-1.676629	-144.4892	-1.843451	-255.7386	-0.643452	-255.7336	-1.036103	-255.7118	-0.84822
-145.5725	-2.235871	-145.5458	-1.669847	-145.4884	-1.845029	-254.7664	-0.63126	-254.7406	-1.005702	-254.7234	-0.818603
-146.5803	-2.22947	-146.5494	-1.662972	-146.4688	-1.847077	-253.7613	-0.618456	-253.7347	-0.973216	-253.7313	-0.784596
-147.5721	-2.220585	-147.5412	-1.655626	-147.4688	-1.850671	-252.7595	-0.605861	-252.735	-0.946826	-252.7156	-0.75641
-148.5564	-2.211727	-148.5503	-1.647913	-148.4741	-1.852684	-251.7499	-0.592221	-251.7431	-0.917529	-251.7334	-0.724409
-149.5545	-2.205279	-149.5182	-1.640974	-149.4561	-1.855647	-250.7247	-0.578962	-250.7344	-0.883891	-250.7339	-0.692252
-150.5465	-2.197623	-150.5091	-1.636128	-150.4774	-1.859123	-249.7544	-0.56657	-249.7375	-0.855079	-249.7418	-0.664749
-151.5293	-2.190906	-151.4939	-1.631447	-151.4867	-1.86208	-248.7555	-0.553416	-248.749	-0.818358	-248.7462	-0.630266
-152.5331	-2.185918	-152.4899	-1.625855	-152.5011	-1.865827	-247.7621	-0.540584	-247.7491	-0.778916	-247.7253	-0.5926
-153.5353	-2.17826	-153.4801	-1.619612	-153.5045	-1.868674	-246.7585	-0.527354	-246.7654	-0.739932	-246.7152	-0.55574
-154.5208	-2.169702	-154.4483	-1.612215	-154.4856	-1.869954	-245.7496	-0.513798	-245.76	-0.6985	-245.7178	-0.51543
-155.5343	-2.163188	-155.4441	-1.607484	-155.4666	-1.871299	-244.7492	-0.500553	-244.774	-0.661811	-244.731	-0.47651
-156.5272	-2.155868	-156.4368	-1.605281	-156.4525	-1.873402	-243.7594	-0.486669	-243.781	-0.622485	-243.7377	-0.44012
-157.5368	-2.15129	-157.4575	-1.603338	-157.4391	-1.876717	-242.7727	-0.47228	-242.7634	-0.585282	-242.7578	-0.403049
-158.5613	-2.148898	-158.5111	-1.600707	-158.4648	-1.880042	-241.7697	-0.457961	-241.7819	-0.547825	-241.761	-0.36448
-159.5683	-2.146313	-159.5394	-1.595867	-159.4661	-1.883989	-240.7709	-0.442722	-240.7625	-0.503424	-240.7497	-0.321697
-160.5612	-2.142429	-160.5309	-1.591825	-160.4831	-1.887679	-239.7819	-0.428538	-239.7606	-0.463352	-239.7581	-0.282738
