Tension	Intensidad	Tension	Intensidad
mV	uA	mV	uA
Au F127 INTI Calcinado CIclo 5 RU 1mM	Au F127 INTI Calcinado CIclo 5 RU 1mM	Au Control INTI Calcinado Ru 1mM	Au Control INTI Calcinado Ru 1mM
-140.5223	0.452226		
-139.528	0.454159		
-138.5091	0.45615		
-137.5166	0.459618		
-136.5218	0.467318		
-135.5105	0.479264		
-134.5107	0.491943		
-133.5009	0.495648		
-132.4672	0.494948		
-131.4588	0.491833		
-130.4628	0.486998		
-129.4803	0.490799		
-128.513	0.497264		
-127.5403	0.50207		
-126.5446	0.508647		
-125.5282	0.515208		
-124.5364	0.520546		
-123.5305	0.526464		
-122.5212	0.531648		
-121.5111	0.536283		
-120.5019	0.542258		
-119.4996	0.547809		
-118.4983	0.553265		
-117.5143	0.559521		
-116.5048	0.564364		
-115.4975	0.569872		
-114.5098	0.57509		
-113.4835	0.579778		
-112.473	0.58638		
-111.4494	0.59275		
-110.4475	0.599454		
-109.4635	0.607157		
-108.4696	0.614691		
-107.475	0.622028		
-106.4538	0.627065		
-105.4418	0.630166		
-104.4358	0.633168		
-103.4273	0.635521		
-102.4427	0.641574		
-101.4445	0.648871		
-100.457	0.65513		
-99.46924	0.66249		
-98.4683	0.668557		
-97.48275	0.674279		
-96.46709	0.679492		
-95.49333	0.685236		
-94.49781	0.690191		
-93.47749	0.69597		
-92.47748	0.703056		
-91.48781	0.709314		
-90.49978	0.7165		
-89.50884	0.723644		
-88.5296	0.730462		
-87.50405	0.736671		
-86.48316	0.742814		
-85.49446	0.7485		
-84.50594	0.754899		
-83.50296	0.761545		
-82.51647	0.768566		
-81.51024	0.776241		
-80.49078	0.783591		
-79.48602	0.790957		
-78.4846	0.798638		
-77.48286	0.806674		
-76.49674	0.814203		
-75.49935	0.821714		
-74.4976	0.828431		
-73.51319	0.834429		
-72.51446	0.841085		
-71.53065	0.848883		
-70.55034	0.856968		
-69.53821	0.865602		
-68.55133	0.873688		
-67.56316	0.880541		
-66.55901	0.888782		
-65.57744	0.896814		
-64.55237	0.905275		
-63.52338	0.914539		
-62.52052	0.923114		
-61.49294	0.932252		
-60.49315	0.941611		
-59.50911	0.9507		
-58.5003	0.959606		
-57.52709	0.967909		
-56.53117	0.975897		
-55.50573	0.984197		
-54.49423	0.993155		
-53.47697	1.00182		
-52.48762	1.011217		
-51.52757	1.019958		
-50.53904	1.02904		
-49.53832	1.03764		
-48.51622	1.04591		
-47.51313	1.054936		
-46.51675	1.064206		
-45.51677	1.074406		
-44.54339	1.083949		
-43.54439	1.09469		
-42.53613	1.104451		
-41.5524	1.113972		
-40.54362	1.124202		
-39.52566	1.133321		
-38.54045	1.142654		
-37.53729	1.151574		
-36.51436	1.161593		
-35.50517	1.171347		
-34.50288	1.181074		
-33.49113	1.192296		
-32.51097	1.202601		
-31.53196	1.213113		
-30.52363	1.22432		
-29.52724	1.234474		
-28.51966	1.244287		
-27.50134	1.25471		
-26.51976	1.26442		
-25.53244	1.27471		
-24.54631	1.285512		
-23.54655	1.296591		
-22.5302	1.308226		
-21.53219	1.319656		
-20.53485	1.331246		
-19.5582	1.342317		
-18.55994	1.353751		
-17.56066	1.365512		
-16.56328	1.377796		
-15.55158	1.389962		
-14.55848	1.401655		
-13.53973	1.413205		
-12.53555	1.425173		
-11.54012	1.436918		
-10.51698	1.448545		
-9.510835	1.459871		
-8.493004	1.470446		
-7.483499	1.481803		
-6.48167	1.493565		
-5.480557	1.506228		
-4.474724	1.51911		
-3.491076	1.530596		
-2.534881	1.541886		
-1.580381	1.553024		
-0.633076	1.563707		
0.340318	1.57608		
1.32154	1.58893		
2.33756	1.601236		
3.333472	1.613869		
4.33063	1.626403		
5.33859	1.638935		
6.318233	1.652167		
7.317303	1.665179		
8.325013	1.677431		
9.327805	1.689948		
10.31645	1.702018		
11.32152	1.714882		
12.32111	1.728049		
13.30161	1.741433		
14.29907	1.754842		
15.30677	1.767416		
16.30153	1.780231		
17.31363	1.793232		
18.33985	1.80603		
19.32644	1.820071		
20.33538	1.834185		
21.34535	1.847764		
22.33562	1.862657		
23.33808	1.876013		
24.32536	1.889487		
25.29856	1.902539		
26.28525	1.914587		
27.28377	1.927712		
28.28913	1.940263		
29.29081	1.953676		
30.2835	1.967754		
31.29171	1.980925		
32.2667	1.994405		
33.28003	2.008242		
34.29658	2.022325		
35.28503	2.036197		
36.29678	2.050673		
37.27627	2.06389		
38.26964	2.076684		
39.26313	2.089981		
40.26099	2.10337		
41.27707	2.117028		
42.2781	2.130784		
43.27079	2.145236		
44.27446	2.158926		
45.27798	2.17307		
46.27134	2.187612		
47.30261	2.201427		
48.32051	2.215434		
49.31537	2.229488		
50.31999	2.243249		
51.30449	2.257035		
52.28177	2.270935		
53.28847	2.284705		
54.27931	2.297431		
55.26248	2.309888		
56.26438	2.322616		
57.24723	2.334592		
58.25189	2.347413		
59.25901	2.361214		
60.27373	2.374911		
61.26845	2.388113		
62.2723	2.401818		
63.2725	2.414727		
64.2435	2.426706		
65.25954	2.440295		
66.2625	2.452262		
67.25078	2.464321		
68.25769	2.47695		
69.26253	2.488439		
70.2491	2.50114		
71.25076	2.514481		
72.25382	2.52707		
73.24305	2.539232		
74.25119	2.550822		
75.25638	2.561878		
76.25032	2.57286		
77.242	2.584347		
78.23167	2.595712		
79.22994	2.606937		
80.22145	2.617847		
81.23659	2.628575		
82.2454	2.639362		
83.22842	2.649838		
84.23719	2.66116		
85.22552	2.672953		
86.21651	2.683931		
87.21893	2.694935		
88.21416	2.705287		
89.20056	2.713892		
90.20158	2.723026		
91.215	2.73118		
92.23078	2.739474		
93.24408	2.748731		
94.24184	2.75736		
95.23928	2.766704		
96.24327	2.775919		
97.25916	2.785003		
98.21072	2.786444		
98.64664	2.766189		
98.58389	2.727937		
98.02405	2.673804		
96.99568	2.612348		
95.99541	2.55747		
94.99152	2.50673		
93.98358	2.457902		
92.99071	2.412056		
92.00163	2.368114		
90.98604	2.32615		
89.97543	2.286194		
88.99483	2.246974		
87.987	2.209312		
86.98747	2.172706		
85.96805	2.137454		
84.94307	2.103728		
83.94389	2.070101		
82.94217	2.037979		
81.9567	2.006876		
80.96718	1.975489		
79.97605	1.946319		
78.971	1.917261		
77.95393	1.889527		
76.9765	1.863022		
75.98717	1.836642		
75.01633	1.810232		
74.04681	1.783261		
73.01843	1.756763		
72.02831	1.732054		
71.0155	1.707221		
69.98842	1.6839		
69.00034	1.6611		
67.97031	1.636756		
66.95871	1.615038		
65.98361	1.592699		
64.98051	1.571273		
63.98281	1.551101		
62.99891	1.530342		
62.00811	1.510361		
61.01968	1.490115		
60.02155	1.469293		
59.0356	1.449387		
58.0175	1.4296		
57.01114	1.410021		
56.02858	1.391945		
55.02074	1.373527		
54.03132	1.355371		
53.0299	1.338676		
52.02868	1.321819		
51.03231	1.305296		
50.04219	1.288838		
49.04768	1.27199		
48.03107	1.255023		
47.02305	1.238547		
46.00703	1.222184		
45.0062	1.20545		
44.01614	1.189782		
43.01007	1.174153		
42.00751	1.159412		
41.0076	1.145006		
40.01859	1.131077		
39.03023	1.117804		
38.03598	1.104232		
37.04195	1.090544		
36.00455	1.075506		
34.99714	1.060463		
33.99634	1.046065		
32.98627	1.032207		
32.00329	1.019396		
31.01921	1.006705		
30.01549	0.993855		
29.03207	0.981853		
28.03498	0.970338		
27.02581	0.958044		
26.0336	0.946437		
25.03799	0.934528		
24.06571	0.922443		
23.08666	0.910968		
22.0788	0.898774		
21.08537	0.886483		
20.0794	0.874528		
19.05988	0.863004		
18.05461	0.851767		
17.02684	0.841213		
15.99437	0.831186		
15.01838	0.82105		
14.04708	0.811333		
13.06282	0.801412		
12.08027	0.791104		
11.06172	0.78084		
10.06742	0.770751		
9.064495	0.760487		
8.076559	0.749709		
7.073069	0.739386		
6.071241	0.729687		
5.090817	0.720265		
4.083239	0.711331		
3.097713	0.702936		
2.098561	0.693883		
1.095121	0.684872		
0.123687	0.676471		
-0.861872	0.667758		
-1.808794	0.660562		
-2.770822	0.652413		
-3.724442	0.644288		
-4.705414	0.636802		
-5.726751	0.627484		
-6.745048	0.619948		
-7.770756	0.612001		
-8.769659	0.603686		
-9.765005	0.596149		
-10.76196	0.587964		
-11.76072	0.580087		
-12.76389	0.572436		
-13.75415	0.564935		
-14.75482	0.558019		
-15.76683	0.551099		
-16.77087	0.543545		
-17.78877	0.536207		
-18.8018	0.528418		
-19.79543	0.521367		
-20.80535	0.514756		
-21.79874	0.507222		
-22.79331	0.500458		
-23.77878	0.49355		
-24.76268	0.486541		
-25.76757	0.480967		
-26.74374	0.474408		
-27.76316	0.467773		
-28.75344	0.461302		
-29.74786	0.454668		
-30.77011	0.448903		
-31.77268	0.443433		
-32.7937	0.437649		
-33.78976	0.431613		
-34.77757	0.425604		
-35.76213	0.419392		
-36.75513	0.41372		
-37.76099	0.408391		
-38.77237	0.40289		
-39.77377	0.397806		
-40.77112	0.391938		
-41.7908	0.385817		
-42.80045	0.379712		
-43.80663	0.373901		
-44.80198	0.368451		
-45.77378	0.363639		
-46.76122	0.358349		
-47.76359	0.352939		
-48.76984	0.347899		
-49.77301	0.342066		
-50.76495	0.337529		
-51.75246	0.332195		
-52.75496	0.327641		
-53.76004	0.323178		
-54.76981	0.318329		
-55.77456	0.313846		
-56.78069	0.308454		
-57.79352	0.303383		
-58.77828	0.298453		
-59.79156	0.293548		
-60.77509	0.289397		
-61.76748	0.285609		
-62.7781	0.281035		
-63.75397	0.277446		
-64.75612	0.273347		
-65.75585	0.269428		
-66.75284	0.265688		
-67.78051	0.260783		
-68.78389	0.256331		
-69.79741	0.251892		
-70.80037	0.247356		
-71.78016	0.243916		
-72.79686	0.239771		
-73.77609	0.23497		
-74.77124	0.231699		
-75.78181	0.227406		
-76.76167	0.224248		
-77.74502	0.221047		
-78.75038	0.216981		
-79.74861	0.213775		
-80.76324	0.209619		
-81.77785	0.205402		
-82.76546	0.20152		
-83.76495	0.197405		
-84.75447	0.193851		
-85.78494	0.190516		
-86.7924	0.18738		
-87.813	0.184536		
-88.80557	0.181125		
-89.77795	0.178478		
-90.75883	0.174475		
-91.73874	0.169743		
-92.73537	0.166787		
-93.72994	0.162721		
-94.75546	0.160332		
-95.75612	0.157828		
-96.76189	0.153797		
-97.75354	0.151291		
-98.72242	0.147227		
-99.71523	0.144729		
-100.7128	0.141898		
-101.7087	0.138269		
-102.7106	0.136535		
-103.7072	0.13303		
-104.7144	0.130017		
-105.735	0.127577		
-106.7405	0.12373		
-107.7652	0.12076		
-108.7731	0.118089		
-109.7803	0.114692		
-110.8135	0.111386		
-111.7962	0.108956		
-112.8001	0.106275		
-113.7856	0.103533		
-114.7663	0.100561		
-115.7561	0.098009		
-116.73	0.094723		
-117.7427	0.091572		
-118.7316	0.089688		
-119.7434	0.085893		
-120.7442	0.083279		
-121.7588	0.081478		
-122.7542	0.07921		
-123.7668	0.076649		
-124.7748	0.07482		
-125.7597	0.071553		
-126.7724	0.06864		
-127.7563	0.066318		
-128.7531	0.063238		
-129.7219	0.06103		
-130.7216	0.058157		
-131.7287	0.05557		
-132.7472	0.052533		
-133.7664	0.050003		
-134.7631	0.047726		
-135.7513	0.044749		
-136.7368	0.043265		
-137.7269	0.041166		
-138.7137	0.03848		
-139.7054	0.036605		
-140.6992	0.033605		
-141.698	0.030752		
-142.7307	0.028085		
-143.7538	0.025407		
-144.7525	0.022796		
-145.7748	0.019784		
-146.7624	0.017132		
-147.767	0.014992		
-148.773	0.01284		
-149.7659	0.010348		
-150.7758	0.007999		
-151.7542	0.005866		
-152.7394	0.003541		
-153.7505	0.001551		
-154.7143	-4.54E-4		
-155.7058	-0.003285		
-156.7139	-0.005518		
-157.7187	-0.007874		
-158.7285	-0.010364		
-159.7482	-0.01242		
-160.7554	-0.01486		
-161.752	-0.017654		
-162.7725	-0.019785		
-163.7658	-0.022171		
-164.76	-0.025211		
-165.7329	-0.027073		
-166.71	-0.028632		
-167.7057	-0.030891		
-168.6983	-0.032778		
-169.7047	-0.035163		
-170.7137	-0.038616		
-171.727	-0.041388		
-172.732	-0.043949		
-173.7366	-0.046917		
-174.7447	-0.0499		
-175.7388	-0.052657		
-176.731	-0.055491		
-177.7188	-0.05811		
-178.7162	-0.060164		
-179.6979	-0.062504		
-180.7181	-0.065212		
-181.7175	-0.06791		
-182.7124	-0.070833		
-183.7337	-0.074137		
-184.7312	-0.077307		
-185.7334	-0.079751		
-186.7115	-0.083069		
-187.6973	-0.085766		
-188.682	-0.088519		
-189.6704	-0.091583		
-190.6935	-0.093946		
-191.6841	-0.096302		
-192.6797	-0.098534		
-193.684	-0.10106		
-194.6866	-0.103475		
-195.7031	-0.106058		
-196.7092	-0.108648		
-197.7121	-0.111416		
-198.6968	-0.114182		
-199.687	-0.117154		
-200.6764	-0.120368		
-201.6634	-0.123453		
-202.6542	-0.126876		
-203.6403	-0.130115		
-204.6228	-0.13293		
-205.6251	-0.13553		
-206.6173	-0.138145		
-207.6369	-0.140238		
-208.6758	-0.142933		
-209.6922	-0.146241		
-210.7135	-0.149043		
-211.6988	-0.153317		
-212.6948	-0.157128		
-213.6929	-0.160607		
-214.6913	-0.16497		
-215.6999	-0.168265		
-216.6971	-0.17203		
-217.6829	-0.175533		
-218.6794	-0.178536		
-219.6827	-0.182078		
-220.6891	-0.185318		
-221.6895	-0.188906		
-222.6972	-0.19302		
-223.7031	-0.196515		
-224.6936	-0.199652		
-225.719	-0.202741		
-226.7192	-0.20569		
-227.6965	-0.208973		
-228.6706	-0.213603		
-229.644	-0.217904		
-230.6427	-0.221825		
-231.6377	-0.226364		
-232.6484	-0.229709		
-233.6622	-0.233663		
-234.6496	-0.237162		
-235.6603	-0.240073		
-236.6709	-0.242829		
-237.6762	-0.245532		
-238.6864	-0.249617		
-239.6955	-0.253547		
-240.7098	-0.258334		
-241.7115	-0.263249		
-242.7191	-0.267865		
-243.7078	-0.272203		
-244.6718	-0.275403		
-245.6599	-0.276831		
-246.6635	-0.278349		
-247.6605	-0.283712		
-248.6728	-0.290331		
-249.6783	-0.297862		
-250.6695	-0.305867		
-251.6915	-0.310933		
-252.6917	-0.314764		
-253.6671	-0.319814		
-254.6693	-0.323978		
-255.6428	-0.328323		
-256.6464	-0.333272		
-257.6591	-0.338344		
-258.6468	-0.343548		
-259.6716	-0.348302		
-260.6797	-0.354252		
-261.6704	-0.35946		
-262.6962	-0.364308		
-263.6722	-0.369909		
-264.6827	-0.374276		
-265.7148	-0.378389		
-266.7015	-0.382662		
-267.7184	-0.386849		
-268.7215	-0.391162		
-269.7082	-0.396213		
-270.7078	-0.401338		
-271.7118	-0.407141		
-272.6975	-0.41391		
-273.7001	-0.420688		
-274.6951	-0.42751		
-275.6737	-0.433844		
-276.6587	-0.438342		
-277.6547	-0.440357		
-278.6537	-0.441574		
-279.6538	-0.445815		
-280.6531	-0.454214		
-281.6485	-0.465574		
-282.6262	-0.477661		
-283.6383	-0.48734		
-284.6238	-0.493931		
-285.6159	-0.500356		
-286.6241	-0.507254		
-287.618	-0.513229		
-288.6371	-0.519901		
-289.6344	-0.526953		
-290.6393	-0.533675		
-291.6509	-0.540615		
-292.6555	-0.547274		
-293.6318	-0.553684		
-294.6352	-0.560635		
-295.6055	-0.568036		
-296.5895	-0.575455		
-297.6129	-0.582722		
-298.605	-0.590256		
-299.6253	-0.596822		
-300.6432	-0.603496		
-301.6406	-0.610266		
-302.6441	-0.617564		
-303.6447	-0.625446		
-304.6332	-0.632949		
-305.6367	-0.640733		
-306.6214	-0.648134		
-307.6093	-0.655677		
-308.5754	-0.663114		
-309.5734	-0.669258		
-310.5907	-0.673782		
-311.5831	-0.680218		
-312.6231	-0.690355		
-313.6396	-0.702716		
-314.6382	-0.716233		
-315.6393	-0.728905		
-316.6382	-0.73914		
-317.6522	-0.748299		
-318.6493	-0.757126		
-319.6805	-0.765466		
-320.6636	-0.774025		
-321.647	-0.78219		
-322.6483	-0.791625		
-323.6408	-0.800825		
-324.6588	-0.809833		
-325.6594	-0.819581		
-326.6591	-0.829001		
-327.6445	-0.83858		
-328.6402	-0.848003		
-329.624	-0.857725		
-330.6031	-0.866744		
-331.6013	-0.876915		
-332.5895	-0.88667		
-333.5959	-0.896302		
-334.6171	-0.907419		
-335.6254	-0.917991		
-336.6539	-0.929099		
-337.6414	-0.940704		
-338.6476	-0.951073		
-339.6387	-0.958937		
-340.6221	-0.966192		
-341.6297	-0.973655		
-342.6226	-0.984699		
-343.6287	-0.998302		
-344.6356	-1.01328		
-345.6351	-1.028031		
-346.6299	-1.040426		
-347.6316	-1.05322		
-348.6244	-1.065909		
-349.6267	-1.077593		
-350.6487	-1.089948		
-351.6411	-1.10125		
-352.6357	-1.112508		
-353.6404	-1.124163		
-354.6193	-1.135584		
-355.643	-1.148273		
-356.6465	-1.160698		
-357.629	-1.173539		
-358.6229	-1.186329		
-359.5938	-1.198231		
-360.5776	-1.211324		
-361.5894	-1.224658		
-362.5709	-1.237359		
-363.5933	-1.250839		
-364.6088	-1.264102		
-365.5961	-1.276699		
-366.619	-1.290259		
-367.6086	-1.304163		
-368.6023	-1.317765		
-369.6086	-1.33156		
-370.5948	-1.344453		
-371.5857	-1.355764		
-372.5917	-1.367605		
-373.6093	-1.381757		
-374.6247	-1.397873		
-375.631	-1.415299		
-376.6357	-1.432498		
-377.6164	-1.449023		
-378.6026	-1.464401		
-379.6076	-1.479963		
-380.607	-1.49546		
-381.5977	-1.509933		
-382.6172	-1.523848		
-383.585	-1.538063		
-384.5602	-1.552282		
-385.5602	-1.567427		
-386.5325	-1.583782		
-387.5492	-1.600695		
-388.5659	-1.617568		
-389.5786	-1.633767		
-390.6069	-1.649664		
-391.5856	-1.664914		
-392.5831	-1.680987		
-393.5842	-1.69723		
-394.555	-1.713203		
-395.5658	-1.730419		
-396.5611	-1.746982		
-397.5367	-1.763407		
-398.5417	-1.781671		
-399.5596	-1.798894		
-400.5583	-1.815283		
-401.5865	-1.831853		
-402.5963	-1.846705		
-403.5749	-1.862566		
-404.5568	-1.881115		
-405.5343	-1.900883		
-406.5202	-1.920713		
-407.5146	-1.940558		
-408.5142	-1.959084		
-409.5149	-1.977549		
-410.4872	-1.996026		
-411.498	-2.014385		
-412.4973	-2.033255		
-413.4914	-2.051729		
-414.5338	-2.071218		
-415.5272	-2.090313		
-416.5369	-2.108159		
-417.523	-2.127059		
-418.5118	-2.146422		
-419.52	-2.165508		
-420.5153	-2.18526		
-421.5397	-2.204771		
-422.5265	-2.223333		
-423.5366	-2.243329		
-424.5442	-2.263816		
-425.5556	-2.284104		
-426.5898	-2.304853		
-427.57	-2.325108		
-428.5682	-2.344917		
-429.5674	-2.36514		
-430.5485	-2.386364		
-431.5555	-2.406191		
-432.5649	-2.42809		
-433.5648	-2.448915		
-434.5533	-2.468985		
-435.5482	-2.490556		
-436.5229	-2.511014		
-437.5192	-2.532947		
-438.5374	-2.554461		
-439.5432	-2.576565		
-440.5533	-2.599354		
-441.5468	-2.621353		
-442.5373	-2.643297		
-443.5517	-2.66541		
-444.5606	-2.686818		
-445.5547	-2.708535		
-446.5629	-2.730751		
-447.5367	-2.752192		
-448.5219	-2.774105		
-449.531	-2.79647		
-450.5068	-2.818433		
-451.5215	-2.840575		
-452.5106	-2.863094		
-453.5184	-2.885419		
-454.5252	-2.908499		
-455.5335	-2.932299		
-456.5581	-2.955017		
-457.5462	-2.978278		
-458.5422	-3.001775		
-459.5149	-3.024577		
-460.493	-3.047922		
-461.4846	-3.070328		
-462.4875	-3.093161		
-463.4999	-3.116119		
-464.5077	-3.139087		
-465.5142	-3.163247		
-466.5185	-3.186476		
-467.5222	-3.209958		
-468.5302	-3.234707		
-469.5224	-3.257827		
-470.5147	-3.281651		
-471.5171	-3.305553		
-472.5246	-3.32833		
-473.5297	-3.351978		
-474.5461	-3.376138		
-475.5463	-3.400367		
-476.5534	-3.425024		
-477.5584	-3.449683		
-478.5627	-3.473886		
-479.5655	-3.497767		
-480.5587	-3.520929		
-481.5595	-3.544481		
-482.5538	-3.56726		
-483.5681	-3.590511		
-484.5655	-3.614073		
-485.5741	-3.637754		
-486.5566	-3.661309		
-487.519	-3.684602		
-488.5054	-3.708513		
-489.4827	-3.731405		
-490.5055	-3.754787		
-491.5137	-3.778358		
-492.5073	-3.801346		
-493.5137	-3.824659		
-494.5117	-3.847672		
-495.5208	-3.870087		
-496.5288	-3.89204		
-497.5356	-3.914508		
-498.5292	-3.937492		
-499.5186	-3.959559		
-500.522	-3.982347		
-501.512	-4.005023		
-502.5013	-4.027353		
-503.5273	-4.050163		
-504.5223	-4.0724		
-505.5243	-4.093822		
-506.5233	-4.115101		
-507.4915	-4.136768		
-508.4995	-4.158132		
-509.492	-4.179848		
-510.4918	-4.200481		
-511.4905	-4.220657		
-512.4793	-4.240536		
-513.4875	-4.260631		
-514.4791	-4.281123		
-515.4888	-4.301721		
-516.5001	-4.322433		
-517.5006	-4.342205		
-518.5117	-4.362372		
-519.5119	-4.381022		
-520.5142	-4.399381		
-521.5074	-4.41809		
-522.5173	-4.435787		
-523.532	-4.454634		
-524.5188	-4.472378		
-525.5304	-4.489436		
-526.536	-4.506474		
-527.5193	-4.522851		
-528.5384	-4.538693		
-529.554	-4.553781		
-530.5601	-4.56979		
-531.5677	-4.585078		
-532.555	-4.600778		
-533.5438	-4.616868		
-534.5364	-4.631202		
-535.5179	-4.644406		
-536.5233	-4.657187		
-537.5349	-4.667282		
-538.4998	-4.677335		
-539.5138	-4.689868		
-540.5223	-4.702328		
-541.5063	-4.716447		
-542.523	-4.730272		
-543.5155	-4.741046		
-544.498	-4.750909		
-545.4843	-4.760165		
-546.4871	-4.768852		
-547.4848	-4.777751		
-548.4948	-4.786058		
-549.5012	-4.793119		
-550.4869	-4.799698		
-551.4858	-4.805951		
-552.4844	-4.812354		
-553.4905	-4.818362		
-554.5218	-4.823076		
-555.5311	-4.828384		
-556.5186	-4.832625		
-557.5082	-4.836599		
-558.502	-4.840553		
-559.4943	-4.842406		
-560.4905	-4.843599		
-561.4992	-4.844137		
-562.4795	-4.844316		
-563.4792	-4.843727		
-564.4854	-4.842642		
-565.4559	-4.842419		
-566.4735	-4.841173		
-567.4659	-4.840412		
-568.4641	-4.839789		
-569.4866	-4.837096		
-570.4802	-4.834217		
-571.485	-4.830311		
-572.5083	-4.825634		
-573.5051	-4.820629		
-574.5004	-4.815167		
-575.4995	-4.808961		
-576.4797	-4.802057		
-577.4798	-4.795103		
-578.4857	-4.787254		
-579.4843	-4.779301		
-580.4753	-4.770937		
-581.4594	-4.761806		
-582.4581	-4.752643		
-583.4386	-4.742784		
-584.45	-4.732337		
-585.4618	-4.720954		
-586.4415	-4.709		
-587.453	-4.696717		
-588.4396	-4.683683		
-589.4431	-4.671466		
-590.4484	-4.658756		
-591.4433	-4.645173		
-592.4581	-4.631633		
-593.4452	-4.616682		
-594.4456	-4.601628		
-595.4509	-4.58661		
-596.4377	-4.570931		
-597.4423	-4.554801		
-598.4043	-4.534037		
-598.8611	-4.491418		
-598.8251	-4.430587		
-598.3022	-4.35295		
-597.3116	-4.262021		
-596.3257	-4.177431		
-595.3003	-4.095576		
-594.287	-4.017157		
-593.2804	-3.942001		
-592.2638	-3.86865		
-591.2728	-3.798595		
-590.2778	-3.729948		
-589.2898	-3.660414		
-588.3123	-3.59791		
-587.3463	-3.533974		
-586.3498	-3.474453		
-585.3392	-3.421446		
-584.3517	-3.364688		
-583.342	-3.312332		
-582.3653	-3.260332		
-581.371	-3.207978		
-580.3547	-3.159663		
-579.3427	-3.112413		
-578.3282	-3.066465		
-577.3484	-3.02254		
-576.3541	-2.979977		
-575.3732	-2.939157		
-574.3671	-2.899097		
-573.3335	-2.860796		
-572.3302	-2.821822		
-571.3335	-2.784798		
-570.3232	-2.748092		
-569.3464	-2.712804		
-568.3385	-2.678871		
-567.3394	-2.64451		
-566.3278	-2.611793		
-565.3005	-2.579406		
-564.3093	-2.548302		
-563.3058	-2.518862		
-562.3269	-2.490391		
-561.357	-2.46292		
-560.3486	-2.435366		
-559.3458	-2.408904		
-558.3418	-2.383077		
-557.3157	-2.356879		
-556.3387	-2.331618		
-555.3438	-2.307045		
-554.3459	-2.281996		
-553.3639	-2.258486		
-552.3647	-2.235319		
-551.3536	-2.212629		
-550.3577	-2.191355		
-549.3622	-2.169526		
-548.3591	-2.147662		
-547.3501	-2.12598		
-546.3495	-2.104109		
-545.3499	-2.08338		
-544.3457	-2.063778		
-543.3768	-2.044461		
-542.3858	-2.02551		
-541.3676	-2.007061		
-540.3596	-1.988677		
-539.3474	-1.971665		
-538.3398	-1.954647		
-537.3674	-1.937848		
-536.4025	-1.921017		
-535.4056	-1.903721		
-534.4217	-1.887314		
-533.417	-1.870269		
-532.3976	-1.854415		
-531.4071	-1.838275		
-530.4078	-1.822242		
-529.4172	-1.807313		
-528.4033	-1.791754		
-527.3978	-1.777708		
-526.3789	-1.763244		
-525.3593	-1.749053		
-524.3748	-1.735643		
-523.3802	-1.721849		
-522.3767	-1.708026		
-521.3674	-1.694048		
-520.3794	-1.680001		
-519.3584	-1.665956		
-518.3691	-1.652516		
-517.3876	-1.63935		
-516.3471	-1.626401		
-515.3214	-1.61304		
-514.3151	-1.60047		
-513.3066	-1.587725		
-512.3131	-1.575535		
-511.3171	-1.56393		
-510.3238	-1.55271		
-509.3123	-1.541139		
-508.3194	-1.529862		
-507.3398	-1.51831		
-506.3319	-1.506543		
-505.3605	-1.496219		
-504.3801	-1.485154		
-503.384	-1.474183		
-502.3917	-1.463547		
-501.3857	-1.452356		
-500.3812	-1.441693		
-499.3796	-1.431294		
-498.3811	-1.421065		
-497.3683	-1.410234		
-496.3658	-1.399778		
-495.3715	-1.389612		
-494.3881	-1.378895		
-493.3822	-1.369054		
-492.3814	-1.359589		
-491.3792	-1.349394		
-490.3451	-1.339611		
-489.3736	-1.330373		
-488.3888	-1.320765		
-487.3948	-1.311828		
-486.4146	-1.302969		
-485.3979	-1.293826		
-484.3837	-1.284049		
-483.3792	-1.273976		
-482.3918	-1.264399		
-481.4101	-1.254719		
-480.427	-1.245437		
-479.4224	-1.236765		
-478.4081	-1.227981		
-477.3794	-1.218454		
-476.3673	-1.2097		
-475.3735	-1.20103		
-474.3793	-1.192767		
-473.3977	-1.185274		
-472.4028	-1.176894		
-471.4023	-1.169063		
-470.3926	-1.16059		
-469.3753	-1.1524		
-468.3785	-1.14433		
-467.3717	-1.13521		
-466.3752	-1.126211		
-465.3803	-1.117283		
-464.3505	-1.108705		
-463.3568	-1.101204		
-462.3541	-1.092981		
-461.3454	-1.085263		
-460.3681	-1.077195		
-459.3837	-1.069126		
-458.3782	-1.062021		
-457.41	-1.054701		
-456.4066	-1.047497		
-455.4106	-1.039213		
-454.4312	-1.03141		
-453.4277	-1.023191		
-452.4139	-1.015235		
-451.389	-1.007605		
-450.3688	-1.000034		
-449.3837	-0.992949		
-448.4043	-0.985795		
-447.4399	-0.978523		
-446.4487	-0.9713		
-445.4177	-0.963809		
-444.4147	-0.956643		
-443.4012	-0.949125		
-442.406	-0.942024		
-441.4276	-0.934323		
-440.4148	-0.927217		
-439.4049	-0.920654		
-438.3941	-0.913917		
-437.387	-0.907683		
-436.4004	-0.900668		
-435.4275	-0.89446		
-434.4434	-0.887644		
-433.4581	-0.880485		
-432.4468	-0.873895		
-431.4257	-0.866335		
-430.4522	-0.859528		
-429.4252	-0.852913		
-428.4249	-0.845603		
-427.4243	-0.839172		
-426.3804	-0.831762		
-425.3873	-0.824649		
-424.3906	-0.818519		
-423.379	-0.81215		
-422.3655	-0.806114		
-421.3705	-0.800104		
-420.3785	-0.793252		
-419.3804	-0.787373		
-418.3955	-0.780522		
-417.3788	-0.774104		
-416.3529	-0.767582		
