WE1	Volts(mV)	WE1	Volts(mV)	WE1	Volts(mV)	WE1	Volts(mV)	WE1	Volts(mV)
ACV - Primera 1hz.teq4_2col	ACV - Primera 1hz.teq4_2col	ACV - Primera 2hz.teq4_2col	ACV - Primera 2hz.teq4_2col	ACV - Primera 5hz.teq4_2col	ACV - Primera 5hz.teq4_2col	ACV - Primera 10hz - bis.teq4_2col	ACV - Primera 10hz - bis.teq4_2col	ACV - Primera 25hz.teq4_2col	ACV - Primera 25hz.teq4_2col
-134.9901	0.333158	-367.4042	3.515033	-368.5042	4.003446	-368.4252	5.666099	-484.2389	1.630199
-133.132	0.545998	-366.476	2.643577	-367.4842	4.083482	-367.4478	5.957865	-483.6656	1.630142
-131.1257	0.567429	-365.6119	1.880475	-366.4513	4.112254	-366.4661	6.294848	-483.1772	1.64111
-129.1808	0.359122	-364.5166	1.570317	-365.3966	4.164401	-365.4725	6.65198	-482.7265	1.667632
-127.2226	0.217429	-363.632	1.7785	-364.3564	4.270062	-364.5239	7.015251	-482.2015	1.669761
-125.1909	0.332888	-362.5875	2.502097	-363.4239	4.353153	-363.4933	7.341774	-481.6956	1.666542
-123.3252	0.600374	-361.4902	3.492129	-362.501	4.450709	-362.465	7.607977	-481.1214	1.680558
-121.2525	0.67312	-360.5977	4.506746	-361.6058	4.584208	-361.5533	7.905433	-480.5594	1.654022
-119.2376	0.497876	-359.4727	5.179613	-360.634	4.654028	-360.5686	8.086891	-480.1242	1.651521
-117.2097	0.242575	-358.4368	5.346152	-359.5651	4.75528	-359.4571	8.255768	-479.6962	1.648113
-115.0419	0.213687	-357.4356	4.94488	-358.5884	4.866197	-358.413	8.330532	-479.2653	1.633155
-112.9953	0.44236	-356.3892	4.186876	-357.4396	4.971806	-357.3511	8.33521	-478.8248	1.653475
-111.0454	0.51793	-355.3196	3.290042	-356.3918	5.08474	-356.405	8.357418	-478.3136	1.661724
-109.0685	0.382091	-354.2831	2.570007	-355.3998	5.223673	-355.4676	8.398375	-477.8071	1.668049
-107.1209	0.12951	-353.1366	2.356391	-354.3716	5.348154	-354.6018	8.408248	-477.2355	1.672301
-105.138	0.001502	-352.1387	2.622609	-353.4493	5.46671	-353.5642	8.357025	-476.7104	1.659395
-103.1016	0.236301	-351.1828	3.419151	-352.47	5.620457	-352.4921	8.250472	-476.1719	1.672204
-101.0966	0.650823	-350.2417	4.439241	-351.5196	5.73565	-351.4965	8.101598	-475.6789	1.676897
-99.11537	0.765026	-349.3204	5.444787	-350.4712	5.816799	-350.4656	7.952868	-475.218	1.682523
-97.12885	0.664168	-348.3823	6.094957	-349.4637	5.916032	-349.4463	7.763193	-474.7342	1.695612
-95.10104	0.446381	-347.3441	6.245473	-348.3615	6.008134	-348.4715	7.503243	-474.1966	1.688288
-93.01645	0.352204	-346.3311	5.82166	-347.3917	6.087143	-347.5429	7.228025	-473.6422	1.693844
-90.97642	0.485759	-345.4048	5.04632	-346.3397	6.196735	-346.5074	6.988741	-473.2608	1.722304
-89.03316	0.620473	-344.4149	4.143195	-345.39	6.29708	-345.5251	6.819011	-472.6942	1.714452
-87.0202	0.508688	-343.5147	3.461109	-344.5281	6.350936	-344.4753	6.691268	-472.1909	1.713553
-85.0852	0.250052	-342.5119	3.28799	-343.4447	6.418375	-343.3245	6.551973	-471.7349	1.723316
-83.11848	0.129627	-341.4929	3.6346	-342.5347	6.506956	-342.3587	6.365274	-471.1276	1.701106
-80.99657	0.205341	-340.4923	4.467599	-341.4998	6.544595	-341.3743	6.1803	-470.6852	1.701798
-79.01862	0.466327	-339.4192	5.497713	-340.4379	6.644937	-340.4174	6.048775	-470.2219	1.726221
-77.06017	0.540272	-338.4639	6.478921	-339.4974	6.713089	-339.4703	5.944937	-469.644	1.709081
-75.04491	0.412112	-337.4409	7.073449	-338.5012	6.761457	-338.48	5.851675	-469.0794	1.713408
-73.16768	0.13714	-336.3925	7.180267	-337.5485	6.826316	-337.502	5.751599	-468.6052	1.746814
-71.22276	0.044813	-335.4805	6.719671	-336.5847	6.888398	-336.4635	5.779326	-468.0914	1.743626
-69.22269	0.242018	-334.4221	5.956458	-335.5511	6.991175	-335.5336	5.783507	-467.7757	1.77356
-67.2563	0.470754	-333.4876	5.049497	-334.6288	7.075885	-334.5272	5.897703	-467.3128	1.787288
-65.19317	0.550778	-332.4581	4.364049	-333.6514	7.200742	-333.4249	6.058011	-466.831	1.785156
-63.1974	0.304854	-331.3522	4.169076	-332.6879	7.295768	-332.4726	6.141942	-466.3793	1.794628
-61.16563	0.07742	-330.3913	4.477989	-331.6646	7.369488	-331.3393	6.369681	-465.6528	1.788882
-59.17283	0.097961	-329.2868	5.261528	-330.5039	7.493872	-330.3299	6.61852	-465.1608	1.785909
-57.12753	0.252538	-328.3688	6.277786	-329.4093	7.629198	-329.4908	6.942838	-464.5569	1.780829
-55.05943	0.355728	-327.4373	7.259323	-328.3057	7.7533	-328.451	7.284464	-464.0269	1.776329
-53.04055	0.24409	-326.5048	7.917194	-327.3943	7.891322	-327.5172	7.592973	-463.6943	1.783553
-50.96057	0.131689	-325.5148	8.093618	-326.4172	8.02666	-326.485	7.96103	-463.2033	1.793536
-49.0064	0.229643	-324.3967	7.750653	-325.3827	8.100237	-325.3788	8.373399	-462.6678	1.781367
-47.02583	0.362254	-323.4507	7.064883	-324.4307	8.17821	-324.4073	8.79878	-462.1421	1.799247
-45.03038	0.307923	-322.3507	6.198147	-323.4675	8.316737	-323.4586	9.213741	-461.5519	1.786373
-43.08084	0.13119	-321.3519	5.495163	-322.4851	8.377537	-322.4719	9.540129	-461.0332	1.766022
-41.05204	0.047975	-320.4973	5.117718	-321.5645	8.454993	-321.5038	9.818533	-460.6274	1.804827
-39.04801	0.156784	-319.4928	5.107762	-320.5452	8.555288	-320.5026	10.119329	-460.0931	1.821074
-37.08823	0.272862	-318.4976	5.668926	-319.4618	8.605503	-319.4538	10.45782	-459.5014	1.8144
-35.12251	0.250894	-317.567	6.443969	-318.4021	8.674174	-318.4404	10.75607	-458.938	1.847088
-33.1624	0.155582	-316.5391	7.438969	-317.3702	8.778524	-317.4307	11.041064	-458.3949	1.864871
-31.1412	0.216312	-315.524	8.349433	-316.3806	8.856772	-316.3469	11.316692	-457.9415	1.846162
-29.13519	0.359738	-314.5417	8.865947	-315.4025	8.903132	-315.3596	11.566975	-457.572	1.896577
-27.06314	0.3371	-313.517	9.052231	-314.4225	8.977221	-314.4489	11.801803	-457.146	1.909056
-25.09477	0.161081	-312.4538	8.665198	-313.3417	9.02903	-313.5458	11.95522	-456.7412	1.887241
-23.09107	0.031785	-311.4975	8.023125	-312.3963	9.055318	-312.6387	11.996586	-456.2551	1.900167
-21.06789	0.115913	-310.4719	7.15276	-311.3548	9.08195	-311.6943	11.997088	-455.7122	1.906778
-19.05231	0.250712	-309.4548	6.362296	-310.3758	9.049461	-310.6551	11.981339	-455.3233	1.922818
-17.02153	0.190748	-308.5065	5.9274	-309.4941	9.082369	-309.5529	11.976507	-454.8339	1.955775
-15.04656	0.030213	-307.3841	5.897564	-308.4365	9.072332	-308.4939	11.929214	-454.3393	1.986909
-12.98871	0.032777	-306.4479	6.35348	-307.4412	9.110436	-307.3957	11.832366	-453.799	2.003888
-11.05303	0.216322	-305.4425	7.16179	-306.4803	9.172737	-306.3086	11.705062	-453.2195	2.038648
-8.953573	0.33667	-304.3643	8.102026	-305.4672	9.169358	-305.3147	11.476901	-452.6469	2.048217
-7.00667	0.252372	-303.3929	8.942383	-304.4297	9.23785	-304.3099	11.30574	-452.1354	2.042517
-5.068683	0.127931	-302.3811	9.465873	-303.4048	9.309734	-303.2657	10.991228	-451.6755	2.052018
-3.068287	0.205068	-301.3829	9.551488	-302.4118	9.37949	-302.2527	10.691861	-451.1822	2.044285
-1.168934	0.400795	-300.4164	9.073581	-301.3608	9.485269	-301.2654	10.383992	-450.6277	2.034626
0.834764	0.419447	-299.4149	8.282897	-300.4725	9.583008	-300.3309	10.120461	-450.1357	2.051662
2.785629	0.241197	-298.4635	7.34596	-299.4654	9.64707	-299.3961	9.919148	-449.7279	2.080476
4.724937	0.04654	-297.4617	6.631494	-298.4084	9.727106	-298.5448	9.758554	-449.2428	2.089976
6.683727	0.140464	-296.4644	6.365547	-297.4006	9.81027	-297.5132	9.558531	-448.7521	2.111538
8.611809	0.326294	-295.5363	6.680896	-296.2686	9.875364	-296.519	9.326127	-448.2614	2.147254
10.64456	0.32111	-294.4935	7.43653	-295.2506	9.911893	-295.6835	9.126795	-447.7295	2.155268
12.62251	0.14846	-293.5659	8.415343	-294.2732	9.998118	-294.6632	8.94115	-447.188	2.168671
14.68069	0.016433	-292.6205	9.353686	-293.2899	10.037219	-293.7165	8.766343	-446.6742	2.192157
16.69793	0.098926	-291.547	9.829253	-292.3672	10.105549	-292.676	8.612937	-446.2198	2.186094
18.65804	0.229208	-290.5878	9.790311	-291.3912	10.202681	-291.5698	8.510784	-445.6951	2.191502
20.64556	0.171234	-289.5688	9.208538	-290.4557	10.287637	-290.6059	8.47785	-445.14	2.225769
22.51882	6.95E-4	-288.5161	8.259704	-289.5559	10.351338	-289.5014	8.545048	-444.7154	2.248628
24.59219	0.00846	-287.5518	7.368917	-288.5573	10.402017	-288.6273	8.658224	-444.1246	2.270594
26.51202	0.172394	-286.4744	6.853876	-287.5654	10.440885	-287.6664	8.727761	-443.5385	2.28998
28.54181	0.349716	-285.527	6.993377	-286.5645	10.42431	-286.5665	8.785026	-443.0851	2.297392
30.64655	0.245255	-284.582	7.75951	-285.4923	10.426133	-285.596	8.911992	-442.5155	2.306921
32.66444	0.070904	-283.5623	8.717659	-284.5519	10.444039	-284.4037	9.102209	-442.037	2.340134
34.76126	0.068758	-282.6473	9.677216	-283.5953	10.444804	-283.2602	9.342683	-441.5969	2.362724
36.68802	0.236154	-281.4929	9.983351	-282.5495	10.446434	-282.2315	9.603889	-441.0322	2.376133
38.67389	0.403822	-280.4943	9.673226	-281.5157	10.446236	-281.3813	9.840156	-440.5792	2.403243
40.58447	0.271287	-279.573	8.874409	-280.4085	10.422079	-280.4151	10.158851	-440.144	2.414082
42.52081	0.014307	-278.5355	7.853642	-279.4297	10.316306	-279.4416	10.522997	-439.612	2.441062
44.62455	0.071007	-277.5819	7.088756	-278.3684	10.280918	-278.4919	10.894873	-439.1418	2.461225
46.52589	0.151736	-276.5635	6.962441	-277.4448	10.288993	-277.4307	11.245948	-438.6834	2.493608
48.45694	0.418086	-275.4752	7.451318	-276.5272	10.274771	-276.5741	11.536315	-438.0538	2.509049
50.61319	0.494501	-274.4846	8.367376	-275.5045	10.368425	-275.6799	11.797173	-437.5905	2.520968
52.5459	0.271762	-273.5814	9.386797	-274.6236	10.419691	-274.7702	12.062343	-437.1342	2.560965
54.58163	0.011493	-272.5291	10.006149	-273.5937	10.413951	-273.7231	12.332212	-436.6015	2.569962
56.68273	0.053564	-271.616	10.022209	-272.4881	10.460163	-272.6324	12.511869	-436.1927	2.587759
58.50747	0.187086	-270.6462	9.437088	-271.5051	10.519431	-271.6104	12.760733	-435.6287	2.621353
60.46857	0.5017	-269.58	8.519479	-270.4593	10.550517	-270.5009	12.929527	-435.1311	2.612635
62.46863	0.580747	-268.5824	7.539063	-269.4439	10.60373	-269.4918	13.159274	-434.611	2.635681
64.39671	0.382027	-267.4204	6.981521	-268.5603	10.639706	-268.4325	13.301854	-434.0856	2.660631
66.48461	0.090696	-266.3971	7.004004	-267.468	10.620967	-267.4739	13.3695	-433.6561	2.669466
68.55865	0.003969	-265.4138	7.603283	-266.402	10.628993	-266.5794	13.362041	-433.0854	2.698242
70.5881	0.225149	-264.4806	8.601062	-265.4253	10.686218	-265.667	13.307885	-432.6301	2.74167
72.64595	0.520934	-263.5164	9.516065	-264.3402	10.672427	-264.7408	13.278302	-432.2005	2.783618
74.60606	0.612426	-262.4815	10.060821	-263.418	10.677078	-263.7264	13.249924	-431.7455	2.815388
76.57773	0.421899	-261.3674	9.897841	-262.4686	10.736722	-262.6463	13.135717	-431.335	2.850179
78.57185	0.125459	-260.3421	9.238792	-261.4701	10.720109	-261.5464	12.943375	-430.8437	2.859698
80.51645	0.056532	-259.4733	8.263416	-260.5455	10.742555	-260.5082	12.697758	-430.2549	2.869808
82.51618	0.268106	-258.5431	7.315715	-259.5156	10.8018	-259.4198	12.437205	-429.7738	2.899895
84.59979	0.56881	-257.6859	6.832327	-258.5666	10.759322	-258.2644	12.208907	-429.2365	2.92587
86.51763	0.657995	-256.7131	6.912129	-257.568	10.711549	-257.3527	11.906866	-428.7574	2.947255
88.50515	0.477521	-255.6443	7.517034	-256.584	10.69149	-256.3737	11.543282	-428.2235	2.976329
90.53362	0.188411	-254.541	8.456784	-255.671	10.617806	-255.4682	11.164513	-427.7034	2.996946
92.59873	0.113517	-253.5151	9.276528	-254.6817	10.547862	-254.6351	10.815486	-427.2391	3.033514
94.63083	0.348228	-252.4901	9.653683	-253.6607	10.508145	-253.5785	10.555525	-426.6771	3.061682
96.76166	0.614326	-251.5672	9.438042	-252.6714	10.447417	-252.5852	10.342187	-426.2198	3.085633
		-250.6307	8.670978	-251.5229	10.401718	-251.5295	10.092179	-425.6245	3.111591
		-249.651	7.675387	-250.4699	10.402461	-250.4289	9.822534	-425.1116	3.14645
		-248.6527	6.781413	-249.5067	10.33584	-249.4786	9.571552	-424.6662	3.185061
		-247.5799	6.38358	-248.4959	10.305994	-248.414	9.333533	-424.1243	3.247691
		-246.6236	6.598203	-247.5574	10.292818	-247.4237	9.106522	-423.6409	3.308392
		-245.5438	7.304827	-246.5787	10.257065	-246.5368	8.915319	-423.1224	3.354026
		-244.578	8.26374	-245.6878	10.299697	-245.523	8.776136	-422.5479	3.366928
		-243.657	9.036066	-244.7695	10.319153	-244.5938	8.716126	-422.079	3.361097
		-242.6189	9.301299	-243.7895	10.322118	-243.6557	8.712096	-421.6883	3.363603
		-241.6936	9.054415	-242.6889	10.307443	-242.7037	8.804519	-421.2237	3.351206
		-240.6611	8.195641	-241.5404	10.31009	-241.7712	8.779769	-420.7968	3.353813
		-239.5024	7.160549	-240.3385	10.276589	-240.7522	8.789449	-420.354	3.410949
		-238.5646	6.297471	-239.3211	10.25552	-239.6777	8.829707	-419.7745	3.446493
		-237.424	5.791256	-238.4196	10.29288	-238.6296	8.933457	-419.2422	3.492687
		-236.3872	5.980223	-237.4835	10.209818	-237.496	9.115374	-418.7145	3.562702
		-235.4171	6.625209	-236.586	10.167209	-236.4664	9.313024	-418.175	3.587214
		-234.3327	7.495965	-235.5683	10.109783	-235.4854	9.475318	-417.6681	3.628531
		-233.4345	8.316724	-234.644	9.995473	-234.4855	9.701665	-417.22	3.676972
		-232.5043	8.698581	-233.627	9.935256	-233.557	10.004251	-416.7062	3.712985
		-231.549	8.5059	-232.5842	9.828811	-232.5664	10.313425	-416.2353	3.739802
		-230.5191	7.792489	-231.6418	9.69633	-231.5312	10.593629	-415.7357	3.758198
		-229.4888	6.746575	-230.5693	9.583049	-230.6056	10.785768	-415.2358	3.777999
		-228.4348	5.73377	-229.4674	9.472692	-229.5503	10.921016	-414.7134	3.821295
		-227.4435	5.143351	-228.562	9.368275	-228.6214	11.095157	-414.1454	3.85238
		-226.4506	5.173998	-227.4498	9.292834	-227.7113	11.313157	-413.6174	3.882538
		-225.5439	6.047067	-226.3908	9.192946	-226.5612	11.517292	-413.0439	3.909518
		-224.5004	7.224761	-225.5766	9.126284	-225.594	11.686278	-412.5291	3.933286
		-223.5851	8.348725	-224.4842	9.077195	-224.5291	11.84818	-412.084	3.978283
		-222.5644	9.037375	-223.5837	9.007034	-223.4252	11.970885	-411.6329	4.017254
		-221.5434	8.866209	-222.6076	8.942534	-222.499	12.052996	-411.1511	4.058281
		-220.5762	8.126068	-221.4648	8.879743	-221.477	12.087	-410.7199	4.1168
		-219.5083	7.048833	-220.4375	8.808964	-220.4861	12.029925	-410.1859	4.135057
		-218.5266	5.982322	-219.3772	8.787117	-219.5258	11.920705	-409.7315	4.190476
		-217.4881	5.307675	-218.4249	8.745506	-218.5213	11.796516	-409.2075	4.223091
		-216.5668	5.222409	-217.4211	8.668202	-217.5191	11.677195	-408.6505	4.225946
		-215.49	5.749818	-216.4516	8.658796	-216.5315	11.507526	-408.1568	4.270807
		-214.6074	6.642486	-215.5273	8.613217	-215.4864	11.292834	-407.6258	4.300291
		-213.6712	7.524227	-214.4601	8.585398	-214.4172	10.973193	-407.1672	4.330423
		-212.6479	8.002945	-213.5068	8.623579	-213.3807	10.674919	-406.693	4.361479
		-211.6765	7.852363	-212.5558	8.527153	-212.3128	10.359767	-406.2039	4.379606
		-210.598	7.099704	-211.5513	8.446561	-211.3416	10.023816	-405.6538	4.39962
		-209.4928	5.992079	-210.5782	8.337542	-210.3606	9.656446	-405.1767	4.446004
		-208.5137	4.938786	-209.6064	8.169668	-209.4664	9.20664	-404.7662	4.508644
		-207.5016	4.271978	-208.6019	8.096424	-208.5088	8.801513	-404.3782	4.566412
		-206.516	4.23217	-207.5614	7.974108	-207.5753	8.437311	-403.9315	4.613924
		-205.5102	4.766324	-206.5843	7.871436	-206.5985	8.141696	-403.3562	4.661894
		-204.4687	5.640414	-205.5277	7.758622	-205.5158	7.831776	-402.786	4.699223
		-203.4371	6.514089	-204.4974	7.61794	-204.575	7.468908	-402.2797	4.746498
		-202.3521	6.975494	-203.4566	7.428437	-203.524	7.099867	-401.7098	4.786187
		-201.3641	6.858247	-202.4987	7.326735	-202.4855	6.775149	-401.2564	4.824494
		-200.3778	6.153405	-201.4935	7.183164	-201.5454	6.489194	-400.7278	4.846862
		-199.4981	5.083674	-200.4748	7.043918	-200.5815	6.238304	-400.0806	4.877839
		-198.6438	4.003724	-199.539	7.021276	-199.6814	5.994996	-399.6292	4.928671
		-197.6417	3.324177	-198.5378	6.891155	-198.6996	5.790466	-399.0477	4.960199
		-196.6573	3.200561	-197.4914	6.807807	-197.6189	5.641393	-398.4318	5.019965
		-195.6502	3.724266	-196.5266	6.747595	-196.5153	5.553611	-397.9349	5.089098
		-194.4859	4.6158	-195.5022	6.636391	-195.4088	5.537593	-397.4822	5.114063
		-193.551	5.525594	-194.4505	6.577221	-194.3277	5.491327	-397.0598	5.173456
		-192.4749	6.073129	-193.591	6.536319	-193.4335	5.465807	-396.6279	5.202198
		-191.4681	5.988773	-192.5792	6.461082	-192.4822	5.439824	-396.1339	5.209667
		-190.4323	5.263726	-191.6236	6.395501	-191.3889	5.499007	-395.526	5.263652
		-189.3607	4.150963	-190.6271	6.326203	-190.4372	5.569482	-394.9749	5.300881
		-188.3866	3.073022	-189.5126	6.236391	-189.363	5.699846	-394.5034	5.354026
		-187.3646	2.385312	-188.4999	6.156703	-188.31	5.815379	-393.9774	5.404709
		-186.5454	2.452056	-187.5056	6.120364	-187.365	5.97237	-393.5798	5.45023
		-185.6122	3.033133	-186.4727	6.011831	-186.4503	6.215066	-393.0974	5.496052
		-184.5747	4.019985	-185.5069	5.885196	-185.4884	6.46965	-392.611	5.541363
		-183.5544	4.84883	-184.4779	5.763451	-184.4763	6.702829	-392.1827	5.599149
		-182.536	5.214456	-183.4378	5.586093	-183.5474	6.868502	-391.6732	5.633551
		-181.4651	4.955388	-182.466	5.459129	-182.4858	6.972632	-391.2862	5.663906
		-180.5439	4.091928	-181.5642	5.369538	-181.447	7.09022	-390.7842	5.706815
		-179.5684	2.971915	-180.5997	5.240667	-180.4814	7.266698	-390.2899	5.746037
		-178.4976	1.991623	-179.5773	5.118306	-179.5252	7.403143	-389.7705	5.808571
		-177.502	1.535781	-178.5739	5.009894	-178.6168	7.532163	-389.2498	5.866578
		-176.4962	1.7652	-177.5013	4.862546	-177.5898	7.588514	-388.7096	5.932691
		-175.5062	2.54958	-176.4542	4.755244	-176.6573	7.680575	-388.2136	5.976299
		-174.611	3.549187	-175.42	4.663668	-175.603	7.760345	-387.7381	6.008291
		-173.7515	4.343508	-174.4604	4.53232	-174.5753	7.808787	-387.2368	6.044444
		-172.7628	4.579351	-173.4431	4.446381	-173.6481	7.799221	-386.8234	6.077869
		-171.692	4.172982	-172.5773	4.394983	-172.605	7.677659	-386.2795	6.124064
		-170.5415	3.244757	-171.7019	4.326405	-171.6008	7.50866	-385.7433	6.17527
		-169.4624	2.124399	-170.6687	4.257121	-170.5277	7.33784	-385.2064	6.207177
		-168.4477	1.23284	-169.7669	4.211701	-169.5367	7.191778	-384.6526	6.278073
		-167.4795	0.840173	-168.6633	4.088879	-168.5329	7.029123	-384.1329	6.287498
		-166.6028	1.128444	-167.6611	4.026456	-167.5472	6.803988	-383.6742	6.294148
		-165.5667	1.91907	-166.7891	3.994733	-166.6745	6.520861	-383.201	6.380354
		-164.6573	2.906204	-165.709	3.917712	-165.5524	6.19969	-382.7899	6.384472
		-163.729	3.742344	-164.8171	3.880977	-164.5219	5.875151	-382.2764	6.431679
		-162.7034	4.015263	-163.7204	3.825193	-163.4995	5.587337	-381.7474	6.499958
		-161.7593	3.700405	-162.6189	3.767387	-162.3148	5.211838	-381.1392	6.525341
		-160.6819	2.823517	-161.5896	3.732906	-161.4935	4.778775	-380.6198	6.590485
		-159.5727	1.729317	-160.5217	3.703277	-160.5227	4.355004	-380.1483	6.675854
		-158.518	0.780721	-159.5654	3.609562	-159.5935	3.946507	-379.6751	6.73888
		-157.462	0.299335	-158.6792	3.526848	-158.7112	3.635367	-379.2399	6.803297
		-156.4592	0.462037	-157.6958	3.428093	-157.569	3.36683	-378.6673	6.853001
		-155.5974	1.170848	-156.7458	3.279078	-156.5946	3.070515	-378.1905	6.901189
		-154.5971	2.181233	-155.7456	3.229847	-155.6046	2.744368	-377.6806	6.952405
		-153.6194	3.067776	-154.6563	3.139141	-154.6668	2.431403	-377.1123	6.971422
		-152.6192	3.527141	-153.7046	3.021356	-153.7379	2.147732	-376.6124	7.014933
		-151.5734	3.368857	-152.7193	2.963313	-152.7239	1.930714	-376.1141	7.08597
		-150.5412	2.620438	-151.7092	2.846256	-151.6203	1.6771	-375.6261	7.13012
		-149.4918	1.548252	-150.6016	2.740977	-150.595	1.448548	-375.2585	7.198789
		-148.4447	0.502661	-149.4723	2.673567	-149.6232	1.293042	-374.8194	7.254569
		-147.4026	0.118812	-148.4232	2.603215	-148.6468	1.159818	-374.3805	7.297526
		-146.4179	0.148337	-147.4564	2.493651	-147.6743	1.16255	-373.7541	7.362221
		-145.4352	0.463039	-146.6699	2.45811	-146.581	1.194111	-373.2136	7.428926
		-144.4981	1.433123	-145.7506	2.414621	-145.5396	1.193456	-372.6585	7.467106
		-143.5266	2.426843	-144.7404	2.355904	-144.5054	1.166784	-372.0473	7.502751
		-142.607	3.058756	-143.7644	2.328659	-143.521	1.197654	-371.6306	7.546585
		-141.6606	3.138558	-142.6202	2.303696	-142.5327	1.293292	-371.0685	7.599575
		-140.6185	2.547942	-141.7151	2.196509	-141.4833	1.447503	-370.5178	7.651784
		-139.7642	1.552954	-140.7027	2.196828	-140.4748	1.627157	-369.9789	7.702753
		-138.7297	0.477041	-139.6605	2.188125	-139.4459	1.785407	-369.4868	7.751179
		-137.7444	0.334369	-138.6742	2.122275	-138.5114	1.980076	-368.9199	7.767214
		-136.7293	0.490499	-137.6103	2.164	-137.6205	2.260925	-368.52	7.83346
		-135.561	0.002847	-136.6207	2.11799	-136.6233	2.554239	-368.1667	7.870051
		-134.5876	0.941537	-135.6218	2.087951	-135.6139	2.841211	-367.6272	7.911947
		-133.5719	2.005613	-134.6255	2.061883	-134.6252	3.047027	-367.2362	7.984779
		-132.6611	2.733929	-133.7003	2.064298	-133.5537	3.182072	-366.7042	8.024144
		-131.6339	2.847798	-132.6314	2.002327	-132.5905	3.347714	-366.1115	8.115948
		-130.6515	2.301752	-131.6738	1.964488	-131.6002	3.541953	-365.598	8.178295
		-129.6635	1.306249	-130.6604	1.941804	-130.5904	3.756235	-365.0575	8.221394
		-128.59	0.210549	-129.649	1.856053	-129.6299	3.926587	-364.5265	8.276299
		-127.6324	0.566994	-128.7076	1.829912	-128.5771	4.07402	-363.9938	8.287675
		-126.6355	0.720618	-127.7467	1.794255	-127.5571	4.206196	-363.4381	8.345486
		-125.6353	0.211485	-126.8109	1.744756	-126.5246	4.313113	-362.8877	8.365213
		-124.7131	0.774064	-125.7367	1.684119	-125.5481	4.389526	-362.4964	8.379161
		-123.7389	1.828184	-124.8131	1.627755	-124.6011	4.410228	-362.1259	8.420899
		-122.6965	2.55736	-123.6835	1.550679	-123.7062	4.375194	-361.6477	8.438953
		-121.7158	2.673252	-122.6456	1.45282	-122.7685	4.262045	-361.2412	8.514406
		-120.7014	2.092563	-121.7389	1.416069	-121.761	4.209934	-360.7159	8.595494
		-119.6734	1.109591	-120.6152	1.346145	-120.8612	4.086492	-360.213	8.6562
		-118.7356	0.046956	-119.7088	1.277592	-119.7358	3.926341	-359.8124	8.71187
		-117.6836	0.749505	-118.7013	1.275965	-118.6343	3.74687	-359.2854	8.739502
		-116.6983	0.929858	-117.6486	1.233363	-117.6123	3.472623	-358.7086	8.764076
		-115.7984	0.474316	-116.692	1.208023	-116.4995	3.231469	-358.2288	8.768445
		-114.7448	0.4101	-115.7063	1.215899	-115.599	2.989813	-357.749	8.780042
		-113.7905	1.465057	-114.721	1.184279	-114.6523	2.686393	-357.2477	8.800534
		-112.7969	2.282287	-113.6541	1.166466	-113.6812	2.306093	-356.8	8.815137
		-111.6718	2.547845	-112.71	1.188143	-112.7536	1.929643	-356.2809	8.876301
		-110.6812	2.211149	-111.7068	1.195019	-111.8307	1.568749	-355.7565	8.921952
		-109.6979	1.387801	-110.6086	1.155038	-110.845	1.287095	-355.2566	8.977545
		-108.658	0.3078	-109.5654	1.190217	-109.8161	1.05942	-354.7104	9.032163
		-107.6826	0.618352	-108.4797	1.192387	-108.8109	0.805083	-354.1973	9.067673
		-106.6738	1.10123	-107.4092	1.185707	-107.7922	0.510606	-353.6214	9.125979
		-105.6624	1.036807	-106.5048	1.28931	-106.862	0.224243	-353.2126	9.160901
		-104.6424	0.366849	-105.5481	1.262538	-105.9266	0.017233	-352.6988	9.207151
		-103.6362	0.576289	-104.5367	1.241963	-104.8095	0.229815	-352.1863	9.257576
		-102.6169	1.587382	-103.5672	1.230826	-103.764	0.433041	-351.6765	9.289617
		-101.4883	2.273265	-102.5175	1.172738	-102.7853	0.597211	-351.1257	9.369978
		-100.4623	2.407465	-101.5404	1.138708	-101.7316	0.722348	-350.704	9.405309
		-99.45747	1.994339	-100.597	1.110866	-100.7994	0.76422	-350.2018	9.424759
		-98.52893	1.147162	-99.67706	1.054387	-99.75894	0.725929	-349.7061	9.452926
		-97.7252	0.121137	-98.74753	0.977011	-98.62931	0.651363	-349.1732	9.43838
		-96.72797	0.742315	-97.7579	0.947276	-97.57132	0.596958	-348.6683	9.505202
		-95.72942	1.209543	-96.77157	0.888701	-96.57145	0.557911	-348.1036	9.535742
		-94.69257	1.185139	-95.81066	0.838642	-95.54749	0.455547	-347.7536	9.593936
		-93.64153	0.580627	-94.84744	0.834308	-94.57832	0.307696	-347.2457	9.651523
		-92.6192	0.343118	-93.81885	0.801926	-93.55072	0.099576	-346.8168	9.666986
		-91.76298	1.344014	-92.88238	0.765232	-92.48779	0.12785	-346.3941	9.742934
		-90.79811	2.074163	-91.69363	0.787183	-91.514	0.299089	-345.8787	9.775579
		-89.82697	2.272865	-90.62344	0.756914	-90.50654	0.58653	-345.4346	9.7784
		-88.90932	1.901072	-89.6404	0.721071	-89.62291	0.948808	-344.7451	9.775816
		-87.85002	1.084751	-88.62766	0.741923	-88.6729	1.275896	-344.2072	9.795731
		-86.80656	0.055485	-87.70044	0.712382	-87.78332	1.636816	-343.6138	9.823708
		-85.7225	0.822309	-86.66887	0.714593	-86.77387	1.860211	-343.0881	9.868343
