Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	
1Hz	1Hz	2Hz	2Hz	5Hz	5Hz	10Hz bis	10Hz bis	25Hz	25Hz	
-175.3097	0.768445010469325	-391.5355	1.7109811385311	-392.3042	2.31632	-392.4838	3.27519542455826	-496.0765	1.578787
-173.2397	0.733243344877374	-390.5888	1.78734923028058	-391.3492	2.359908	-391.5675	3.37653695041871	-495.5505	1.573813
-171.1653	0.707859684065813	-389.5694	1.99730931714503	-390.3692	2.433026	-390.461	3.45154807939631	-494.9036	1.598744
-169.1401	0.67505568542784	-388.5372	1.75611333428831	-389.338	2.471763	-389.4271	3.51050657824642	-494.436	1.581111
-167.0734	0.652652550374773	-387.4557	1.9365636608852	-388.4682	2.53278	-388.4256	3.5765277003616	-493.8994	1.585144
-165.1341	0.624434996482883	-386.3466	1.96411952613458	-387.4135	2.60092	-387.4475	3.65521402493154	-493.4226	1.598181
-163.137	0.602785418718053	-385.4692	2.00176123765538	-386.4249	2.666005	-386.5117	3.73972281409061	-492.9705	1.5848
-161.1577	0.580964527881522	-384.4565	2.04710431269782	-385.4772	2.760978	-385.5253	3.8021036506114	-492.536	1.60081
-159.153	0.558669112462363	-383.4907	2.03362002428969	-384.4509	2.87413	-384.5308	3.88749951992923	-492.1146	1.620611
-157.152	0.54384096803566	-382.4564	2.12486014327604	-383.4913	2.968138	-383.419	3.96327725134887	-491.588	1.610222
-155.1304	0.520967178091914	-381.3406	2.20051562997037	-382.5119	3.071255	-382.4118	4.03341828581464	-491.1204	1.633401
-153.0937	0.512095365735243	-380.3292	2.1701039225352	-381.5114	3.177996	-381.4476	4.12317500636973	-490.5977	1.63603
-151.0791	0.490279147497985	-379.328	2.25835773826216	-380.4636	3.258307	-380.4824	4.21079604478216	-490.1754	1.618898
-149.0576	0.484880734449093	-378.4371	2.32365004883123	-379.5568	3.399113	-379.5896	4.27869741091391	-489.7368	1.629687
-147.0262	0.466810784825089	-377.4379	2.33269742668062	-378.5441	3.488458	-378.5953	4.35694068356991	-489.2141	1.616899
-145.041	0.461715304883854	-376.4896	2.42178490567545	-377.641	3.561438	-377.6209	4.45582336005687	-488.6356	1.616314
-143.0736	0.450148691444223	-375.4781	2.45591918546197	-376.6583	3.658157	-376.4995	4.53602918064162	-488.0336	1.614026
-140.9801	0.442581591477617	-374.476	2.51007999652509	-375.6568	3.703011	-375.4362	4.61184026925405	-487.5291	1.605418
-138.9988	0.439224372357428	-373.4398	2.58040600984357	-374.7471	3.765213	-374.3891	4.70785811206773	-487.041	1.604211
-137.0598	0.427830994152188	-372.3669	2.63002824431264	-373.6276	3.859849	-373.345	4.77845285832703	-486.6477	1.598094
-134.9901	0.432488606450788	-371.3905	2.69414555952728	-372.6591	3.893479	-372.3557	4.87524323013785	-486.1382	1.603442
-133.132	0.417914656185084	-370.3256	2.73603864809173	-371.5444	3.889445	-371.4384	4.97537494818079	-485.6809	1.61999
-131.1257	0.428242990675296	-369.3937	2.83392512878354	-370.4359	3.961862	-370.4362	5.03309707030927	-485.2199	1.618041
-129.1808	0.413028296575475	-368.4243	2.88198648238487	-369.5077	3.956332	-369.4578	5.13353971037767	-484.6731	1.626206
-127.2226	0.42501837052407	-367.4042	2.93336663012106	-368.5042	4.003446	-368.4252	5.22977908751264	-484.2389	1.630199
-125.1909	0.412796856554195	-366.476	3.02205366218012	-367.4842	4.083482	-367.4478	5.30673746860932	-483.6656	1.630142
-123.3252	0.421870713549048	-365.6119	3.07619142968591	-366.4513	4.112254	-366.4661	5.40228665977547	-483.1772	1.64111
-121.2525	0.416118893617703	-364.5166	3.16597232442072	-365.3966	4.164401	-365.4725	5.48189950697423	-482.7265	1.667632
-119.2376	0.41849179613793	-363.632	3.22209453913005	-364.3564	4.270062	-364.5239	5.57402563240536	-482.2015	1.669761
-117.2097	0.421241127447429	-362.5875	3.29832073403757	-363.4239	4.353153	-363.4933	5.67001845026434	-481.6956	1.666542
-115.0419	0.415096358147328	-361.4902	3.36149982471883	-362.501	4.450709	-362.465	5.74017802740979	-481.1214	1.680558
-112.9953	0.426056645138153	-360.5977	3.46436532181921	-361.6058	4.584208	-361.5533	5.86232820830822	-480.5594	1.654022
-111.0454	0.41212686005748	-359.4727	3.53085856429397	-360.634	4.654028	-360.5686	5.90828951928661	-480.1242	1.651521
-109.0685	0.428542630602708	-358.4368	3.60312511945802	-359.5651	4.75528	-359.4571	6.01892856997788	-479.6962	1.648113
-107.1209	0.409883370060167	-357.4356	3.66578513647612	-358.5884	4.866197	-358.413	6.11880107148553	-479.2653	1.633155
-105.138	0.427202700480368	-356.3892	3.77870685235251	-357.4396	4.971806	-357.3511	6.19103109848738	-478.8248	1.653475
-103.1016	0.408215243101025	-355.3196	3.86237766996516	-356.3918	5.08474	-356.405	6.27651956852718	-478.3136	1.661724
-101.0966	0.421373650249513	-354.2831	3.91095717615783	-355.3998	5.223673	-355.4676	6.37136923907819	-477.8071	1.668049
-99.11537	0.406391899719709	-353.1366	4.02287123707463	-354.3716	5.348154	-354.6018	6.46099975869187	-477.2355	1.672301
-97.12885	0.411299425349999	-352.1387	4.08257110124057	-353.4493	5.46671	-353.5642	6.54786265017867	-476.7104	1.659395
-95.10104	0.40320817709521	-351.1828	4.20012892425709	-352.47	5.620457	-352.4921	6.63527342597283	-476.1719	1.672204
-93.01645	0.397952075283542	-350.2417	4.26922835710674	-351.5196	5.73565	-351.4965	6.71150321056949	-475.6789	1.676897
-90.97642	0.397296780646937	-349.3204	4.35564026255531	-350.4712	5.816799	-350.4656	6.80852740703974	-475.218	1.682523
-89.03316	0.382663708441057	-348.3823	4.42950357418839	-349.4637	5.916032	-349.4463	6.90185030823792	-474.7342	1.695612
-87.0202	0.387545587078383	-347.3441	4.54074031108807	-348.3615	6.008134	-348.4715	6.9763113949959	-474.1966	1.688288
-85.0852	0.366695547270514	-346.3311	4.61934481689542	-347.3917	6.087143	-347.5429	7.0615119734306	-473.6422	1.693844
-83.11848	0.373477690755496	-345.4048	4.71901858086665	-346.3397	6.196735	-346.5074	7.15015461084592	-473.2608	1.722304
-80.99657	0.350888248118779	-344.4149	4.78821263532844	-345.39	6.29708	-345.5251	7.23789862721238	-472.6942	1.714452
-79.01862	0.355461725523461	-343.5147	4.86921171265891	-344.5281	6.350936	-344.4753	7.32108494567745	-472.1909	1.713553
-77.06017	0.335505402069405	-342.5119	4.99529818422765	-343.4447	6.418375	-343.3245	7.40577590325428	-471.7349	1.723316
-75.04491	0.334676180293158	-341.4929	5.06931322674366	-342.5347	6.506956	-342.3587	7.48267371244355	-471.1276	1.701106
-73.16768	0.320311176792753	-340.4923	5.15435263944482	-341.4998	6.544595	-341.3743	7.56649139469522	-470.6852	1.701798
-71.22276	0.312834584466253	-339.4192	5.22353102832752	-340.4379	6.644937	-340.4174	7.66133909959558	-470.2219	1.726221
-69.22269	0.304838816901308	-338.4639	5.34284117734651	-339.4974	6.713089	-339.4703	7.73898271331029	-469.644	1.709081
-67.2563	0.291759290997633	-337.4409	5.42809085931279	-338.5012	6.761457	-338.48	7.81435161616658	-469.0794	1.713408
-65.19317	0.288739335110828	-336.3925	5.52434796599559	-337.5485	6.826316	-337.502	7.8751293170988	-468.6052	1.746814
-63.1974	0.272941617918703	-335.4805	5.57009948275649	-336.5847	6.888398	-336.4635	8.01399986974558	-468.0914	1.743626
-61.16563	0.272073215143066	-334.4221	5.69562533383692	-335.5511	6.991175	-335.5336	8.0449508385746	-467.7757	1.77356
-59.17283	0.25722782372473	-333.4876	5.78054580207596	-334.6288	7.075885	-334.5272	8.12456775279973	-467.3128	1.787288
-57.12753	0.255431524473883	-332.4581	5.85831009762872	-333.6514	7.200742	-333.4249	8.2390060830703	-466.831	1.785156
-55.05943	0.244723609867666	-331.3522	5.95482503564079	-332.6879	7.295768	-332.4726	8.27105335548546	-466.3793	1.794628
-53.04055	0.239837577114892	-330.3913	6.01724433684364	-331.6646	7.369488	-331.3393	8.39191210342816	-465.6528	1.788882
-50.96057	0.234931763752642	-329.2868	6.11426311375795	-330.5039	7.493872	-330.3299	8.44509269181682	-465.1608	1.785909
-49.0064	0.22646237440396	-328.3688	6.20705013708194	-329.4093	7.629198	-329.4908	8.51707966241149	-464.5569	1.780829
-47.02583	0.227056507999589	-327.4373	6.29148335957604	-328.3057	7.7533	-328.451	8.60689762612035	-464.0269	1.776329
-45.03038	0.21625644134974	-326.5048	6.35420359378524	-327.3943	7.891322	-327.5172	8.67145333691665	-463.6943	1.783553
-43.08084	0.220353267129345	-325.5148	6.43476462861066	-326.4172	8.02666	-326.485	8.75759699397102	-463.2033	1.793536
-41.05204	0.209632057085185	-324.3967	6.51941790904562	-325.3827	8.100237	-325.3788	8.82405974917528	-462.6678	1.781367
-39.04801	0.21439328260489	-323.4507	6.62570510032093	-324.4307	8.17821	-324.4073	8.88143606400584	-462.1421	1.799247
-37.08823	0.206311923325567	-322.3507	6.66442610982181	-323.4675	8.316737	-323.4586	8.9749913038491	-461.5519	1.786373
-35.12251	0.209151359702984	-321.3519	6.74237093725308	-322.4851	8.377537	-322.4719	9.04823810189341	-461.0332	1.766022
-33.1624	0.205399827623535	-320.4973	6.8387340008873	-321.5645	8.454993	-321.5038	9.10363538393526	-460.6274	1.804827
-31.1412	0.204896866554282	-319.4928	6.8728970438928	-320.5452	8.555288	-320.5026	9.16856838305963	-460.0931	1.821074
-29.13519	0.205648273616698	-318.4976	7.01616231432326	-319.4618	8.605503	-319.4538	9.25636433994609	-459.5014	1.8144
-27.06314	0.201945694663188	-317.567	7.01290387839861	-318.4021	8.674174	-318.4404	9.31422893494597	-458.938	1.847088
-25.09477	0.205827178385312	-316.5391	7.09042189897302	-317.3702	8.778524	-317.4307	9.38086713668862	-458.3949	1.864871
-23.09107	0.200385003861814	-315.524	7.19732334576444	-316.3806	8.856772	-316.3469	9.45012613890264	-457.9415	1.846162
-21.06789	0.205062758624179	-314.5417	7.22074195480992	-315.4025	8.903132	-315.3596	9.50370265175089	-457.572	1.896577
-19.05231	0.199892845931903	-313.517	7.33508410248481	-314.4225	8.977221	-314.4489	9.57881986785779	-457.146	1.909056
-17.02153	0.203029486985568	-312.4538	7.32406426909005	-313.3417	9.02903	-313.5458	9.64867546596507	-456.7412	1.887241
-15.04656	0.199737299076018	-311.4975	7.43092596018444	-312.3963	9.055318	-312.6387	9.69491072288324	-456.2551	1.900167
-12.98871	0.199935189290195	-310.4719	7.48768869797091	-311.3548	9.08195	-311.6943	9.7588993564743	-455.7122	1.906778
-11.05303	0.198968668673219	-309.4548	7.53284555821177	-310.3758	9.049461	-310.6551	9.82055120124679	-455.3233	1.922818
-8.953573	0.196318405986814	-308.5065	7.60300369899187	-309.4941	9.082369	-309.5529	9.8898792870669	-454.8339	1.955775
-7.00667	0.196740579756109	-307.3841	7.6255135805014	-308.4365	9.072332	-308.4939	9.93650783254238	-454.3393	1.986909
-5.068683	0.192748192938473	-306.4479	7.68721553388984	-307.4412	9.110436	-307.3957	9.98620874482457	-453.799	2.003888
-3.068287	0.192641196435384	-305.4425	7.75831148066089	-306.4803	9.172737	-306.3086	10.0643805955742	-453.2195	2.038648
-1.168934	0.189552552895952	-304.3643	7.80017649819786	-305.4672	9.169358	-305.3147	10.0821225430398	-452.6469	2.048217
0.834764	0.186905793151698	-303.3929	7.82434956347807	-304.4297	9.23785	-304.3099	10.1875641058486	-452.1354	2.042517
2.785629	0.1866886578426	-302.3811	7.86014614315688	-303.4048	9.309734	-303.2657	10.192467293429	-451.6755	2.052018
4.724937	0.180421351579451	-301.3829	7.94398091819949	-302.4118	9.37949	-302.2527	10.2568149056429	-451.1822	2.044285
6.683727	0.183810404295279	-300.4164	7.95690170812854	-301.3608	9.485269	-301.2654	10.3154958089918	-450.6277	2.034626
8.611809	0.174508953868439	-299.4149	8.00899241847198	-300.4725	9.583008	-300.3309	10.3618678511934	-450.1357	2.051662
10.64456	0.180508180837502	-298.4635	8.02122993139029	-299.4654	9.64707	-299.3961	10.3986513723207	-449.7279	2.080476
12.62251	0.170552822862633	-297.4617	8.06689773565354	-298.4084	9.727106	-298.5448	10.4517730295298	-449.2428	2.089976
14.68069	0.176622820881183	-296.4644	8.10824815912797	-297.4006	9.81027	-297.5132	10.494365155619	-448.7521	2.111538
16.69793	0.169604527469381	-295.5363	8.15498108177161	-296.2686	9.875364	-296.519	10.5317996084793	-448.2614	2.147254
18.65804	0.172499173272347	-294.4935	8.15641547832326	-295.2506	9.911893	-295.6835	10.5867891147268	-447.7295	2.155268
20.64556	0.172103736304505	-293.5659	8.16504140056455	-294.2732	9.998118	-294.6632	10.6195728708472	-447.188	2.168671
22.51882	0.169060086473917	-292.6205	8.24486457933658	-293.2899	10.037219	-293.7165	10.6481076589098	-446.6742	2.192157
24.59219	0.177816591804699	-291.547	8.24419196052208	-292.3672	10.105549	-292.676	10.6930664264773	-446.2198	2.186094
26.51202	0.167645092298049	-290.5878	8.26647184691028	-291.3912	10.202681	-291.5698	10.7428324155436	-445.6951	2.191502
28.54181	0.186012807808872	-289.5688	8.28682394401034	-290.4557	10.287637	-290.6059	10.7620458518866	-445.14	2.225769
30.64655	0.169647427704193	-288.5161	8.29243424558979	-289.5559	10.351338	-289.5014	10.7880614259788	-444.7154	2.248628
32.66444	0.195811899758242	-287.5518	8.34243946565681	-288.5573	10.402017	-288.6273	10.8346239952428	-444.1246	2.270594
34.76126	0.176065254156478	-286.4744	8.34823492768093	-287.5654	10.440885	-287.6664	10.8637617542771	-443.5385	2.28998
36.68802	0.206561542278693	-285.527	8.35106702091235	-286.5645	10.42431	-286.5665	10.8847219780311	-443.0851	2.297392
38.67389	0.187126294668466	-284.582	8.38569415611451	-285.4923	10.426133	-285.596	10.918805525649	-442.5155	2.306921
40.58447	0.218093451247157	-283.5623	8.34060009285362	-284.5519	10.444039	-284.4037	10.9373957586769	-442.037	2.340134
42.52081	0.202131050052438	-282.6473	8.44736272411399	-283.5953	10.444804	-283.2602	10.9625220383207	-441.5969	2.362724
44.62455	0.230743319969541	-281.4929	8.40053798191665	-282.5495	10.446434	-282.2315	11.0018306706789	-441.0322	2.376133
46.52589	0.219590308288986	-280.4943	8.38947526462206	-281.5157	10.446236	-281.3813	11.00061090894	-440.5792	2.403243
48.45694	0.24510852387237	-279.573	8.42989224492518	-280.4085	10.422079	-280.4151	11.0311510612766	-440.144	2.414082
50.61319	0.237630518137656	-278.5355	8.4336453233337	-279.4297	10.316306	-279.4416	11.0508795580352	-439.612	2.441062
52.5459	0.261620132701612	-277.5819	8.42418841064497	-278.3684	10.280918	-278.4919	11.062926041292	-439.1418	2.461225
54.58163	0.254541602934571	-276.5635	8.44920466932855	-277.4448	10.288993	-277.4307	11.087119435477	-438.6834	2.493608
56.68273	0.280086585149095	-275.4752	8.4310793106371	-276.5272	10.274771	-276.5741	11.0965720608213	-438.0538	2.509049
58.50747	0.269282349627477	-274.4846	8.41266324193296	-275.5045	10.368425	-275.6799	11.1019286005383	-437.5905	2.520968
60.46857	0.299393810712454	-273.5814	8.45822483648543	-274.6236	10.419691	-274.7702	11.1182199116079	-437.1342	2.560965
62.46863	0.281762362730104	-272.5291	8.4474099111587	-273.5937	10.413951	-273.7231	11.1500660296329	-436.6015	2.569962
64.39671	0.317507218933188	-271.616	8.42273635046544	-272.4881	10.460163	-272.6324	11.1144916982614	-436.1927	2.587759
66.48461	0.292788698358025	-270.6462	8.40687213166129	-271.5051	10.519431	-271.6104	11.1655640196019	-435.6287	2.621353
68.55865	0.33182498001633	-269.58	8.44334516437391	-270.4593	10.550517	-270.5009	11.1359457380954	-435.1311	2.612635
70.5881	0.303678329888487	-268.5824	8.41335878620215	-269.4439	10.60373	-269.4918	11.1691722056374	-434.611	2.635681
72.64595	0.339810439782611	-267.4204	8.41832817086877	-268.5603	10.639706	-268.4325	11.1571781525205	-434.0856	2.660631
74.60606	0.315656588423979	-266.3971	8.3977338262289	-267.468	10.620967	-267.4739	11.1571361008135	-433.6561	2.669466
76.57773	0.339726024760928	-265.4138	8.37071453079495	-266.402	10.628993	-266.5794	11.166423905403	-433.0854	2.698242
78.57185	0.329244985340158	-264.4806	8.39802421683972	-265.4253	10.686218	-265.667	11.1587360298374	-432.6301	2.74167
80.51645	0.331239545962347	-263.5164	8.37003149709518	-264.3402	10.672427	-264.7408	11.1586112267317	-432.2005	2.783618
82.51618	0.343858532198578	-262.4815	8.37608466371538	-263.418	10.677078	-263.7264	11.1614917235126	-431.7455	2.815388
84.59979	0.315697128314259	-261.3674	8.30529182283165	-262.4686	10.736722	-262.6463	11.1441250244305	-431.335	2.850179
86.51763	0.357774025346367	-260.3421	8.3304150961119	-261.4701	10.720109	-261.5464	11.1439456227334	-430.8437	2.859698
88.50515	0.295950758669115	-259.4733	8.34051569641525	-260.5455	10.742555	-260.5082	11.1436666977764	-430.2549	2.869808
90.53362	0.368513738310899	-258.5431	8.28406949273679	-259.5156	10.8018	-259.4198	11.1220631613311	-429.7738	2.899895
92.59873	0.275764014600816	-257.6859	8.27281704083907	-258.5666	10.759322	-258.2644	11.1256566143305	-429.2365	2.92587
94.63083	0.373551177391725	-256.7131	8.25278605494088	-257.568	10.711549	-257.3527	11.1023873959623	-428.7574	2.947255
96.76166	0.258953123574109	-255.6443	8.22851859990479	-256.584	10.69149	-256.3737	11.0918471320108	-428.2235	2.976329
--	--	-254.541	8.2388464724745	-255.671	10.617806	-255.4682	11.0905049750417	-427.7034	2.996946
--	--	-253.5151	8.1955505867335	-254.6817	10.547862	-254.6351	11.0635104210378	-427.2391	3.033514
--	--	-252.4901	8.14803968415182	-253.6607	10.508145	-253.5785	11.0450740353273	-426.6771	3.061682
--	--	-251.5672	8.14101856174943	-252.6714	10.447417	-252.5852	11.0385847702985	-426.2198	3.085633
--	--	-250.6307	8.12714681971718	-251.5229	10.401718	-251.5295	11.0136865036361	-425.6245	3.111591
--	--	-249.651	8.11259113433585	-250.4699	10.402461	-250.4289	10.9909925798	-425.1116	3.14645
--	--	-248.6527	8.04516525456958	-249.5067	10.33584	-249.4786	10.9778514993409	-424.6662	3.185061
--	--	-247.5799	8.01874265274614	-248.4959	10.305994	-248.414	10.9522283288274	-424.1243	3.247691
--	--	-246.6236	8.0125565539245	-247.5574	10.292818	-247.4237	10.9203780352048	-423.6409	3.308392
--	--	-245.5438	7.97596244073546	-246.5787	10.257065	-246.5368	10.9039141859323	-423.1224	3.354026
--	--	-244.578	7.94925762803947	-245.6878	10.299697	-245.523	10.8837266617121	-422.5479	3.366928
--	--	-243.657	7.8942293360945	-244.7695	10.319153	-244.5938	10.8517940659211	-422.079	3.361097
--	--	-242.6189	7.83075265817584	-243.7895	10.322118	-243.6557	10.7969254488298	-421.6883	3.363603
--	--	-241.6936	7.87307890491691	-242.6889	10.307443	-242.7037	10.8173537725148	-421.2237	3.351206
--	--	-240.6611	7.79181319154531	-241.5404	10.31009	-241.7712	10.7472701023125	-420.7968	3.353813
--	--	-239.5024	7.73587814458578	-240.3385	10.276589	-240.7522	10.7271062466993	-420.354	3.410949
--	--	-238.5646	7.72114105562313	-239.3211	10.25552	-239.6777	10.6968440401622	-419.7745	3.446493
--	--	-237.424	7.63807773343491	-238.4196	10.29288	-238.6296	10.6506690123203	-419.2422	3.492687
--	--	-236.3872	7.65804932047251	-237.4835	10.209818	-237.496	10.6218894735137	-418.7145	3.562702
--	--	-235.4171	7.59490306156551	-236.586	10.167209	-236.4664	10.5952285831675	-418.175	3.587214
--	--	-234.3327	7.50048164227032	-235.5683	10.109783	-235.4854	10.5330960188934	-417.6681	3.628531
--	--	-233.4345	7.48163045398099	-234.644	9.995473	-234.4855	10.4983190012196	-417.22	3.676972
--	--	-232.5043	7.45114174033748	-233.627	9.935256	-233.557	10.4713611954951	-416.7062	3.712985
--	--	-231.549	7.39751043498479	-232.5842	9.828811	-232.5664	10.4148489317238	-416.2353	3.739802
--	--	-230.5191	7.33211622333454	-231.6418	9.69633	-231.5312	10.3719360116224	-415.7357	3.758198
--	--	-229.4888	7.26022524611696	-230.5693	9.583049	-230.6056	10.3270073216721	-415.2358	3.777999
--	--	-228.4348	7.22347952997477	-229.4674	9.472692	-229.5503	10.272551387562	-414.7134	3.821295
--	--	-227.4435	7.20293379665237	-228.562	9.368275	-228.6214	10.2316625175193	-414.1454	3.85238
--	--	-226.4506	7.0849493416843	-227.4498	9.292834	-227.7113	10.1862385286482	-413.6174	3.882538
--	--	-225.5439	7.07794333239684	-226.3908	9.192946	-226.5612	10.1209129406561	-413.0439	3.909518
--	--	-224.5004	6.9726409286036	-225.5766	9.126284	-225.594	10.0592233744609	-412.5291	3.933286
--	--	-223.5851	6.90864375770632	-224.4842	9.077195	-224.5291	10.0263093441612	-412.084	3.978283
--	--	-222.5644	6.92510416121587	-223.5837	9.007034	-223.4252	9.96666757917522	-411.6329	4.017254
--	--	-221.5434	6.78660380771129	-222.6076	8.942534	-222.499	9.89093106891927	-411.1511	4.058281
--	--	-220.5762	6.71708123274918	-221.4648	8.879743	-221.477	9.83665648527681	-410.7199	4.1168
--	--	-219.5083	6.67460040111295	-220.4375	8.808964	-220.4861	9.77970567560184	-410.1859	4.135057
--	--	-218.5266	6.61579426878763	-219.3772	8.787117	-219.5258	9.72121187040652	-409.7315	4.190476
--	--	-217.4881	6.54707315558196	-218.4249	8.745506	-218.5213	9.64841579930081	-409.2075	4.223091
--	--	-216.5668	6.45213216162716	-217.4211	8.668202	-217.5191	9.57998732371549	-408.6505	4.225946
--	--	-215.49	6.37962431847347	-216.4516	8.658796	-216.5315	9.50545316741237	-408.1568	4.270807
--	--	-214.6074	6.32132532027711	-215.5273	8.613217	-215.4864	9.46093492643096	-407.6258	4.300291
--	--	-213.6712	6.26137968631671	-214.4601	8.585398	-214.4172	9.36579028981058	-407.1672	4.330423
--	--	-212.6479	6.17440034359718	-213.5068	8.623579	-213.3807	9.30298185299081	-406.693	4.361479
--	--	-211.6765	6.07926088219439	-212.5558	8.527153	-212.3128	9.22117473304541	-406.2039	4.379606
--	--	-210.598	6.00860418171174	-211.5513	8.446561	-211.3416	9.14383002351834	-405.6538	4.39962
--	--	-209.4928	5.9450150343167	-210.5782	8.337542	-210.3606	9.08698279314503	-405.1767	4.446004
--	--	-208.5137	5.87918098197803	-209.6064	8.169668	-209.4664	8.98424593197533	-404.7662	4.508644
--	--	-207.5016	5.77163392200317	-208.6019	8.096424	-208.5088	8.91094688638191	-404.3782	4.566412
--	--	-206.516	5.68637394518824	-207.5614	7.974108	-207.5753	8.82171240962654	-403.9315	4.613924
--	--	-205.5102	5.61525151893559	-206.5843	7.871436	-206.5985	8.75209286571248	-403.3562	4.661894
--	--	-204.4687	5.544752169119	-205.5277	7.758622	-205.5158	8.66711012416219	-402.786	4.699223
--	--	-203.4371	5.47251007054647	-204.4974	7.61794	-204.575	8.56472551158229	-402.2797	4.746498
--	--	-202.3521	5.35325194834663	-203.4566	7.428437	-203.524	8.47673165530429	-401.7098	4.786187
--	--	-201.3641	5.26963751357893	-202.4987	7.326735	-202.4855	8.4034515739175	-401.2564	4.824494
--	--	-200.3778	5.21025168565131	-201.4935	7.183164	-201.5454	8.30971397926672	-400.7278	4.846862
--	--	-199.4981	5.13773098523503	-200.4748	7.043918	-200.5815	8.21049246468623	-400.0806	4.877839
--	--	-198.6438	5.02458878944571	-199.539	7.021276	-199.6814	8.10922558117439	-399.6292	4.928671
--	--	-197.6417	4.94167233831552	-198.5378	6.891155	-198.6996	8.02796320342625	-399.0477	4.960199
--	--	-196.6573	4.84270783177677	-197.4914	6.807807	-197.6189	7.93864690382639	-398.4318	5.019965
--	--	-195.6502	4.79573590769166	-196.5266	6.747595	-196.5153	7.82622729072194	-397.9349	5.089098
--	--	-194.4859	4.70527219999667	-195.5022	6.636391	-195.4088	7.73827697335528	-397.4822	5.114063
--	--	-193.551	4.59321035387105	-194.4505	6.577221	-194.3277	7.62638915883559	-397.0598	5.173456
--	--	-192.4749	4.50328794500224	-193.591	6.536319	-193.4335	7.54716874119095	-396.6279	5.202198
--	--	-191.4681	4.43598374111186	-192.5792	6.461082	-192.4822	7.43525617232583	-396.1339	5.209667
--	--	-190.4323	4.36529695732862	-191.6236	6.395501	-191.3889	7.34375166181153	-395.526	5.263652
--	--	-189.3607	4.26928126035854	-190.6271	6.326203	-190.4372	7.2174014737562	-394.9749	5.300881
--	--	-188.3866	4.17397315841493	-189.5126	6.236391	-189.363	7.14068551071906	-394.5034	5.354026
--	--	-187.3646	4.05847263034307	-188.4999	6.156703	-188.31	7.03633960558526	-393.9774	5.404709
--	--	-186.5454	4.05118097601881	-187.5056	6.120364	-187.365	6.92197832596475	-393.5798	5.45023
--	--	-185.6122	3.92256891895238	-186.4727	6.011831	-186.4503	6.8250726986397	-393.0974	5.496052
--	--	-184.5747	3.8554447928692	-185.5069	5.885196	-185.4884	6.71292045480108	-392.611	5.541363
--	--	-183.5544	3.74207962461892	-184.4779	5.763451	-184.4763	6.61789584231541	-392.1827	5.599149
--	--	-182.536	3.67046120651055	-183.4378	5.586093	-183.5474	6.52227101893755	-391.6732	5.633551
--	--	-181.4651	3.63069339511889	-182.466	5.459129	-182.4858	6.40363145676218	-391.2862	5.663906
--	--	-180.5439	3.5314585342297	-181.5642	5.369538	-181.447	6.29036605195508	-390.7842	5.706815
--	--	-179.5684	3.43040108020955	-180.5997	5.240667	-180.4814	6.21199491518697	-390.2899	5.746037
--	--	-178.4976	3.34656712782438	-179.5773	5.118306	-179.5252	6.0940702892838	-389.7705	5.808571
--	--	-177.502	3.29808862781565	-178.5739	5.009894	-178.6168	6.00161481433693	-389.2498	5.866578
--	--	-176.4962	3.24015781801166	-177.5013	4.862546	-177.5898	5.8733505387203	-388.7096	5.932691
--	--	-175.5062	3.13970664037561	-176.4542	4.755244	-176.6573	5.7921901784948	-388.2136	5.976299
--	--	-174.611	3.04152864453884	-175.42	4.663668	-175.603	5.69254097547622	-387.7381	6.008291
--	--	-173.7515	2.9898820624141	-174.4604	4.53232	-174.5753	5.5806345544817	-387.2368	6.044444
--	--	-172.7628	2.94090997463335	-173.4431	4.446381	-173.6481	5.48451040325469	-386.8234	6.077869
--	--	-171.692	2.87472587409237	-172.5773	4.394983	-172.605	5.37748879381935	-386.2795	6.124064
--	--	-170.5415	2.77514491025368	-171.7019	4.326405	-171.6008	5.28694702668907	-385.7433	6.17527
--	--	-169.4624	2.69208876084092	-170.6687	4.257121	-170.5277	5.19081841238561	-385.2064	6.207177
--	--	-168.4477	2.66730449064609	-169.7669	4.211701	-169.5367	5.09054919158032	-384.6526	6.278073
--	--	-167.4795	2.60863265970581	-168.6633	4.088879	-168.5329	4.98792350857955	-384.1329	6.287498
--	--	-166.6028	2.54213253554733	-167.6611	4.026456	-167.5472	4.89357431735099	-383.6742	6.294148
--	--	-165.5667	2.44499335158824	-166.7891	3.994733	-166.6745	4.8137100631105	-383.201	6.380354
--	--	-164.6573	2.38210250539555	-165.709	3.917712	-165.5524	4.71804371782491	-382.7899	6.384472
--	--	-163.729	2.3867070706922	-164.8171	3.880977	-164.5219	4.60582705882666	-382.2764	6.431679
--	--	-162.7034	2.30733791305448	-163.7204	3.825193	-163.4995	4.5398609482655	-381.7474	6.499958
--	--	-161.7593	2.23759826310129	-162.6189	3.767387	-162.3148	4.44307682770777	-381.1392	6.525341
--	--	-160.6819	2.15441917326144	-161.5896	3.732906	-161.4935	4.35219492123392	-380.6198	6.590485
--	--	-159.5727	2.13752582769724	-160.5217	3.703277	-160.5227	4.28251024134897	-380.1483	6.675854
--	--	-158.518	2.12142426039478	-159.5654	3.609562	-159.5935	4.17745555810187	-379.6751	6.73888
