E	0s
V	j / ma * cm^2
0.558982	0.285246666666667
0.559978	0.28504
0.56099	0.284863333333333
0.561994	0.284763333333333
0.56298	0.28435
0.563992	0.284156666666667
0.564998	0.28401
0.565987	0.28356
0.566964	0.283346666666667
0.567951	0.283113333333333
0.568932	0.282756666666667
0.569939	0.28268
0.570944	0.282616666666667
0.571959	0.282533333333333
0.572946	0.28237
0.573934	0.282116666666667
0.574932	0.281873333333333
0.575925	0.281546666666667
0.576926	0.281366666666667
0.577935	0.28133
0.578933	0.281103333333333
0.579925	0.281003333333333
0.580933	0.281033333333333
0.581923	0.28083
0.582944	0.280766666666667
0.583954	0.28071
0.584949	0.28041
0.585946	0.280133333333333
0.586945	0.279836666666667
0.587926	0.279506666666667
0.588914	0.279306666666667
0.589915	0.279206666666667
0.590898	0.279266666666667
0.591902	0.279186666666667
0.592915	0.279053333333333
0.593946	0.279013333333333
0.594955	0.278696666666667
0.59597	0.278506666666667
0.596979	0.278453333333333
0.597956	0.278193333333333
0.598964	0.278066666666667
0.599952	0.27794
0.600948	0.27771
0.601945	0.27764
0.602951	0.27753
0.603952	0.277336666666667
0.604939	0.27722
0.605933	0.276946666666667
0.606923	0.276786666666667
0.607934	0.27672
0.60896	0.276603333333333
0.609992	0.27674
0.611005	0.276586666666667
0.612003	0.276446666666667
0.612999	0.276296666666667
0.613962	0.27589
0.61494	0.275746666666667
0.615933	0.275543333333333
0.616925	0.275313333333333
0.617931	0.27522
0.618941	0.275026666666667
0.619947	0.27493
0.620942	0.27491
0.621932	0.274873333333333
0.622934	0.274926666666667
0.62394	0.27477
0.624942	0.274526666666667
0.625964	0.274303333333333
0.626948	0.273896666666667
0.627919	0.273753333333333
0.628917	0.273716666666667
0.629908	0.273546666666667
0.630907	0.27361
0.631919	0.273556666666667
0.632903	0.273363333333333
0.633892	0.27334
0.6349	0.273203333333333
0.635907	0.272983333333333
0.636917	0.27276
0.637901	0.272456666666667
0.638881	0.272246666666667
0.639866	0.272046666666667
0.640854	0.27202
0.641868	0.272113333333333
0.642858	0.271913333333333
0.643863	0.271783333333333
0.644865	0.271603333333333
0.64584	0.27111
0.646852	0.271006666666667
0.647849	0.27097
0.648855	0.270786666666667
0.64988	0.27077
0.650892	0.27046
0.651884	0.27014
0.652877	0.269956666666667
0.653862	0.26978
0.654856	0.269703333333333
0.655847	0.269486666666667
0.656855	0.269163333333333
0.657869	0.268936666666667
0.658872	0.268616666666667
0.65988	0.268433333333333
0.660878	0.268343333333333
0.6619	0.268026666666667
0.662911	0.267776666666667
0.663903	0.267436666666667
0.664901	0.26697
0.665877	0.266653333333333
0.66687	0.266313333333333
0.667863	0.265986666666667
0.668884	0.265653333333333
0.669873	0.26531
0.670857	0.265043333333333
0.67188	0.264733333333333
0.672873	0.264586666666667
0.673898	0.264473333333333
0.674912	0.264063333333333
0.675916	0.263693333333333
0.676892	0.26323
0.677868	0.262513333333333
0.678849	0.262183333333333
0.679843	0.261873333333333
0.680854	0.26151
0.681842	0.261366666666667
0.682858	0.26114
0.683847	0.26086
0.68483	0.26059
0.685844	0.260333333333333
0.686846	0.26008
0.687844	0.259556666666667
0.688857	0.25914
0.689865	0.258856666666667
0.690849	0.25832
0.691837	0.258206666666667
0.692855	0.25821
0.693842	0.257903333333333
0.69485	0.257803333333333
0.695879	0.257593333333333
0.696867	0.257173333333333
0.697883	0.256913333333333
0.69888	0.256686666666667
0.699871	0.256543333333333
0.700865	0.256336666666667
0.701844	0.256116666666667
0.702857	0.25606
0.703857	0.255816666666667
0.704846	0.25568
0.705879	0.25573
0.706865	0.255393333333333
0.707846	0.255116666666667
0.708872	0.255013333333333
0.709854	0.254716666666667
0.710861	0.2547
0.711899	0.2548
0.712903	0.254763333333333
0.713918	0.2547
0.714924	0.254483333333333
0.715922	0.254253333333333
0.716914	0.253993333333333
0.717909	0.253723333333333
0.718914	0.253703333333333
0.719892	0.253546666666667
0.720876	0.253426666666667
0.721856	0.25357
0.722849	0.253483333333333
0.723858	0.253516666666667
0.724877	0.253596666666667
0.725896	0.25341
0.726908	0.253306666666667
0.727892	0.253116666666667
0.728874	0.25288
0.729874	0.252856666666667
0.730857	0.252833333333333
0.731864	0.252946666666667
0.732862	0.253086666666667
0.733851	0.25308
0.734864	0.253123333333333
0.735867	0.253073333333333
0.736868	0.252996666666667
0.737886	0.253053333333333
0.73887	0.25286
0.739864	0.25277
0.740868	0.25275
0.741852	0.252576666666667
0.74285	0.252773333333333
0.743868	0.252936666666667
0.744867	0.252946666666667
0.745837	0.253056666666667
0.746834	0.25297
0.747803	0.252833333333333
0.748804	0.252816666666667
0.749837	0.252836666666667
0.750849	0.253
0.751868	0.253056666666667
0.752852	0.253173333333333
0.753833	0.253296666666667
0.754828	0.253143333333333
0.755827	0.253243333333333
0.756863	0.253323333333333
0.757868	0.253163333333333
0.758857	0.253263333333333
0.759857	0.253336666666667
0.760837	0.253316666666667
0.761843	0.25354
0.762868	0.25375
0.76386	0.25391
0.764876	0.253943333333333
0.765892	0.253926666666667
0.766897	0.25387
0.767899	0.253633333333333
0.768882	0.253636666666667
0.769883	0.253823333333333
0.770874	0.25379
0.77188	0.254013333333333
0.772878	0.25426
0.773873	0.25421
0.774874	0.254433333333333
0.775881	0.254593333333333
0.776883	0.254616666666667
0.777864	0.254633333333333
0.778858	0.254586666666667
0.779847	0.254593333333333
0.780826	0.254626666666667
0.781822	0.254826666666667
0.782823	0.255223333333333
0.783841	0.255363333333333
0.784864	0.255496666666667
0.785897	0.255743333333333
0.786898	0.255566666666667
0.787876	0.255643333333333
0.78887	0.25586
0.789851	0.2558
0.790847	0.25598
0.791854	0.256146666666667
0.792864	0.256223333333333
0.793874	0.256476666666667
0.794881	0.256673333333333
0.79589	0.256886666666667
0.796884	0.256983333333333
0.79787	0.25697
0.798852	0.25712
0.799823	0.257183333333333
0.800826	0.257363333333333
0.801833	0.257833333333333
0.802852	0.258046666666667
0.80388	0.258226666666667
0.804879	0.258383333333333
0.805877	0.258256666666667
0.806869	0.25834
0.807859	0.258576666666667
0.808853	0.258773333333333
0.809865	0.259136666666667
0.810888	0.259353333333333
0.811886	0.259553333333333
0.812905	0.259823333333333
0.813899	0.260056666666667
0.814871	0.260036666666667
0.815883	0.25998
0.816829	0.259896666666667
0.817764	0.259923333333333
0.818718	0.260143333333333
0.819682	0.260466666666667
0.820695	0.2609
0.821701	0.261076666666667
0.822713	0.261436666666667
0.823705	0.261726666666667
0.824678	0.26182
0.825692	0.26223
0.826693	0.262523333333333
0.827685	0.26275
0.828704	0.26298
0.829697	0.263016666666667
0.830686	0.263176666666667
0.831696	0.26339
0.832673	0.263766666666667
0.833695	0.264243333333333
0.834699	0.264466666666667
0.835693	0.26471
0.836707	0.264936666666667
0.83769	0.26488
0.838694	0.265163333333333
0.839708	0.265493333333333
0.840709	0.26571
0.841722	0.266066666666667
0.842724	0.26641
0.843713	0.26664
0.8447	0.266863333333333
0.845701	0.267186666666667
0.846706	0.267453333333333
0.847702	0.267526666666667
0.848714	0.267766666666667
0.849681	0.268066666666667
0.850663	0.26818
0.851656	0.268643333333333
0.852665	0.269153333333333
0.853694	0.26946
0.854703	0.26986
0.855703	0.27012
0.856691	0.270246666666667
0.857685	0.27038
0.858669	0.270636666666667
0.85968	0.271
0.86067	0.271263333333333
0.861646	0.271636666666667
0.862676	0.272113333333333
0.863668	0.272376666666667
0.86467	0.272783333333333
0.865714	0.27332
0.866703	0.273423333333333
0.867703	0.27357
0.868708	0.273756666666667
0.869663	0.273756666666667
0.87065	0.274093333333333
0.871638	0.27456
0.872632	0.275013333333333
0.873653	0.27546
0.874663	0.27576
0.875662	0.276063333333333
0.876655	0.276286666666667
0.877627	0.27644
0.878614	0.276893333333333
0.87962	0.277116666666667
0.880607	0.277363333333333
0.88161	0.277893333333333
0.882602	0.278136666666667
0.883578	0.2786
0.884604	0.279103333333333
0.885625	0.279336666666667
0.886629	0.27964
0.887664	0.27984
0.888647	0.279996666666667
0.889641	0.280396666666667
0.890657	0.280776666666667
0.891642	0.28127
0.892661	0.28177
0.893648	0.282073333333333
0.894644	0.282423333333333
0.895643	0.282686666666667
0.896612	0.28297
0.897621	0.283383333333333
0.898598	0.283623333333333
0.899586	0.283946666666667
0.9006	0.284363333333333
0.901578	0.28464
0.902589	0.285276666666667
0.903607	0.28588
0.904624	0.286303333333333
0.905638	0.286793333333333
0.906638	0.28701
0.907621	0.287126666666667
0.908604	0.2874
0.909604	0.287733333333333
0.910603	0.288226666666667
0.911611	0.28872
0.912616	0.289223333333333
0.913613	0.289766666666667
0.914614	0.290073333333333
0.915607	0.290576666666667
0.916629	0.291096666666667
0.917628	0.291273333333333
0.918637	0.29164
0.919646	0.29196
0.920626	0.29215
0.921642	0.292676666666667
0.922639	0.293246666666667
0.923644	0.29377
0.924646	0.294223333333333
0.925625	0.294606666666667
0.926622	0.294973333333333
0.927609	0.29522
0.928609	0.29569
0.929621	0.2964
0.930611	0.296876666666667
0.931627	0.297483333333333
0.932634	0.29807
0.933631	0.29825
0.934631	0.29866
0.93562	0.299133333333333
0.936602	0.299403333333333
0.937589	0.299786666666667
0.938574	0.30016
0.939556	0.300513333333333
0.940569	0.300996666666667
0.941567	0.301616666666667
0.942595	0.302406666666667
0.943624	0.302946666666667
0.944617	0.303386666666667
0.945624	0.30396
0.946615	0.304133333333333
0.947603	0.304523333333333
0.948598	0.30514
0.949591	0.305473333333333
0.950582	0.30602
0.951578	0.30667
0.952579	0.307223333333333
0.953587	0.30793
0.954586	0.30861
0.955583	0.309256666666667
0.956576	0.30973
0.957559	0.310003333333333
0.95856	0.31043
0.959557	0.310803333333333
0.960562	0.31137
0.961578	0.312246666666667
0.962584	0.312813333333333
0.963596	0.31339
0.964599	0.314033333333333
0.965602	0.314453333333333
0.966603	0.315133333333333
0.967606	0.315846666666667
0.968606	0.316403333333333
0.969613	0.317033333333333
0.970606	0.317526666666667
0.971604	0.31799
0.972585	0.31858
0.973561	0.319163333333333
0.974556	0.319886666666667
0.975545	0.32049
0.976564	0.321076666666667
0.977566	0.32177
0.97857	0.32243
0.979587	0.323293333333333
0.980571	0.32417
0.981578	0.324876666666667
0.982574	0.325406666666667
0.983553	0.325986666666667
0.984556	0.326433333333333
0.985544	0.326966666666667
0.986548	0.327606666666667
0.987547	0.32822
0.988562	0.328746666666667
0.989566	0.329236666666667
0.990564	0.329833333333333
0.991567	0.330276666666667
0.992548	0.330763333333333
0.993554	0.331516666666667
0.994551	0.331996666666667
0.995545	0.332543333333333
0.99656	0.33326
0.99754	0.333776666666667
0.998079	0.328443333333333
0.998112	0.319583333333333
0.997657	0.30844
0.996739	0.29562
0.995753	0.286906666666667
0.994755	0.280403333333333
0.993737	0.27488
0.9927	0.269736666666667
0.991694	0.265413333333333
0.990707	0.26149
0.989711	0.25764
0.988725	0.254026666666667
0.98771	0.250516666666667
0.986714	0.24705
0.985722	0.243683333333333
0.984722	0.24056
0.983737	0.237673333333333
0.982722	0.234646666666667
0.9817	0.231866666666667
0.980701	0.229336666666667
0.979679	0.22661
0.978678	0.22418
0.977713	0.22192
0.976717	0.219326666666667
0.975731	0.21692
0.974736	0.214616666666667
0.973717	0.212326666666667
0.972706	0.210303333333333
0.971727	0.208423333333333
0.970736	0.20664
0.969751	0.204706666666667
0.968751	0.2027
0.967749	0.20085
0.96675	0.19883
0.96573	0.196933333333333
0.964746	0.195353333333333
0.963735	0.193536666666667
0.962739	0.19187
0.961753	0.190423333333333
0.960736	0.18887
0.959731	0.187516666666667
0.958737	0.186213333333333
0.957734	0.184703333333333
0.956744	0.183176666666667
0.955749	0.181516666666667
0.954738	0.179986666666667
0.953735	0.17863
0.952735	0.1773
0.951728	0.176273333333333
0.950729	0.175206666666667
0.949723	0.17414
0.948743	0.17321
0.947755	0.172026666666667
0.946757	0.17084
0.945755	0.169666666666667
0.944734	0.168263333333333
0.943729	0.16705
0.942735	0.165803333333333
0.941727	0.164583333333333
0.940744	0.163693333333333
0.939754	0.162723333333333
0.938728	0.16174
0.937754	0.160723333333333
0.936739	0.15951
0.935728	0.158396666666667
0.934747	0.15732
0.933734	0.156373333333333
0.932732	0.155566666666667
0.931749	0.154583333333333
0.930759	0.153793333333333
0.929756	0.152946666666667
0.928752	0.151943333333333
0.927763	0.1512
0.92674	0.150346666666667
0.925753	0.149366666666667
0.924772	0.14854
0.923763	0.147683333333333
0.922779	0.146866666666667
0.921789	0.146223333333333
0.920793	0.14564
0.919795	0.145063333333333
0.918821	0.14422
0.917819	0.143376666666667
0.916809	0.142536666666667
0.915789	0.141463333333333
0.91477	0.14072
0.913762	0.140146666666667
0.912765	0.139333333333333
0.911751	0.138823333333333
0.910731	0.13837
0.909738	0.137686666666667
0.908743	0.137096666666667
0.907775	0.136496666666667
0.906806	0.135686666666667
0.905783	0.134793333333333
0.904777	0.133993333333333
0.903763	0.133343333333333
0.902742	0.132683333333333
0.901759	0.132246666666667
0.900766	0.131986666666667
0.899776	0.13131
0.898794	0.130703333333333
0.897793	0.130143333333333
0.896786	0.129303333333333
0.895785	0.12866
0.894785	0.12817
0.893782	0.127533333333333
0.892792	0.12695
0.891796	0.126393333333333
0.890786	0.1259
0.889795	0.12547
0.888764	0.12514
0.88776	0.12489
0.88676	0.124223333333333
0.885737	0.123493333333333
0.884753	0.122813333333333
0.883745	0.12192
0.882745	0.12131
0.881777	0.120906666666667
0.880764	0.12022
0.87976	0.119716666666667
0.878764	0.119213333333333
0.877757	0.11861
0.87677	0.118143333333333
0.875769	0.117693333333333
0.874773	0.117213333333333
0.873767	0.116716666666667
0.87276	0.116223333333333
0.871782	0.115833333333333
0.870778	0.11544
0.869793	0.11503
0.868827	0.114766666666667
0.867836	0.114133333333333
0.866828	0.113523333333333
0.865817	0.112973333333333
0.864788	0.11226
0.863786	0.111903333333333
0.862796	0.111563333333333
0.861787	0.111133333333333
0.860793	0.110893333333333
0.859785	0.110473333333333
0.858788	0.11007
0.857799	0.10973
0.856814	0.109223333333333
0.85582	0.108773333333333
0.854815	0.10817
0.853814	0.107613333333333
0.852793	0.107216666666667
0.851766	0.106736666666667
0.850761	0.10653
0.849773	0.106303333333333
0.848771	0.105783333333333
0.84779	0.105446666666667
0.846813	0.104946666666667
0.845811	0.104313333333333
0.844841	0.10398
0.843847	0.103593333333333
0.842844	0.103223333333333
0.841841	0.102866666666667
0.840837	0.102486666666667
0.839852	0.102176666666667
0.838842	0.101766666666667
0.837848	0.101526666666667
0.836858	0.10132
0.835836	0.10083
0.834836	0.100516666666667
0.833833	0.100153333333333
0.832833	0.0995
0.831846	0.09913
0.83087	0.09881
0.829869	0.0983
0.828863	0.09794
0.827857	0.0974933333333333
0.826852	0.09696
0.825849	0.0964666666666667
0.824847	0.09608
0.823845	0.0958
0.822836	0.0953566666666667
0.821852	0.0951033333333333
0.820862	0.0949766666666667
0.819867	0.09458
0.818896	0.0943433333333333
0.817907	0.0941533333333333
0.816955	0.0938933333333333
0.815998	0.09353
0.814998	0.0931166666666667
0.814	0.0926066666666667
0.81298	0.0919666666666667
0.811971	0.09162
0.810979	0.0914
0.810003	0.09108
0.809009	0.09071
0.808016	0.09045
0.807018	0.0899966666666667
0.806018	0.0895733333333333
0.805011	0.08932
0.804006	0.0888033333333333
0.803003	0.0884166666666667
0.801989	0.0881966666666667
0.800985	0.08787
0.799991	0.08769
0.799003	0.0874733333333333
0.798011	0.0871166666666667
0.797004	0.08673
0.796011	0.08624
0.795007	0.0858666666666667
0.794017	0.0855666666666667
0.793019	0.08528
0.792007	0.08519
0.791013	0.08492
0.790025	0.0845833333333333
0.789036	0.0843333333333333
0.788042	0.08388
0.787024	0.0835533333333333
0.785993	0.0832466666666667
0.784999	0.0828066666666667
0.783969	0.0825433333333333
0.782999	0.0822433333333333
0.782001	0.0819933333333333
0.780988	0.0819066666666667
0.780026	0.0816933333333333
0.779005	0.0814233333333333
0.777987	0.0810666666666667
0.777009	0.0805666666666667
0.776022	0.08019
0.775012	0.0798233333333333
0.774029	0.0796133333333333
0.773034	0.07953
0.772021	0.0792066666666667
0.771027	0.07905
0.77004	0.07881
0.769029	0.07837
0.768033	0.0782066666666667
0.767054	0.07792
0.766044	0.0774466666666667
0.765015	0.0771266666666667
0.763989	0.0767166666666667
0.76296	0.0763633333333333
0.761956	0.07618
0.760965	0.0760266666666667
0.759992	0.0759033333333333
0.759003	0.0755866666666667
0.757993	0.0752833333333333
0.756996	0.07504
0.755961	0.0745366666666667
0.754963	0.07429
0.75398	0.07416
0.752996	0.0736966666666667
0.751993	0.07354
0.750979	0.0733833333333333
0.749971	0.0730566666666667
0.748976	0.07294
0.748002	0.07276
0.747026	0.0724633333333333
0.746037	0.0721
0.745007	0.0717733333333333
0.744005	0.0715566666666667
0.743001	0.0712866666666667
0.742001	0.07116
0.741027	0.0712166666666667
0.740016	0.0708566666666667
0.739007	0.0705666666666667
0.738005	0.07032
0.737004	0.0697866666666667
0.736008	0.06951
0.735003	0.0693133333333333
0.733997	0.0689666666666667
0.732972	0.0687366666666667
0.731977	0.0685566666666667
0.730997	0.0683933333333333
0.730016	0.0682766666666667
0.729018	0.0681
0.728018	0.0680033333333333
0.726995	0.0676366666666667
0.72597	0.0673
0.72497	0.0671133333333333
0.723993	0.0667366666666667
0.72299	0.0665966666666667
0.721999	0.06654
0.72102	0.0662466666666667
0.720005	0.0660933333333333
0.719032	0.0658933333333333
0.718049	0.0656
0.71706	0.0654666666666667
0.716069	0.0652566666666667
0.715073	0.0649833333333333
0.71406	0.0646866666666667
0.713034	0.0643366666666667
0.712029	0.0641666666666667
0.711013	0.06402
0.710013	0.06391
0.709033	0.0638566666666667
0.708039	0.0635066666666667
0.707042	0.0631933333333333
0.706042	0.0628866666666667
0.705041	0.0625166666666667
0.704028	0.0624133333333333
0.703021	0.0623066666666667
0.702032	0.0621166666666667
0.701039	0.0620466666666667
0.700024	0.0617833333333333
0.69902	0.0615633333333333
0.697999	0.06141
0.696963	0.0611333333333333
0.695982	0.06093
0.694979	0.0606166666666667
0.693972	0.0603833333333333
0.692997	0.06029
0.69199	0.0601
0.69101	0.06011
0.690025	0.0600833333333333
0.68902	0.0597333333333333
0.688022	0.05953
0.687007	0.05917
0.686011	0.0587166666666667
0.685019	0.0585466666666667
0.684017	0.0583466666666667
0.683015	0.0581866666666667
0.68201	0.05806
0.681004	0.0579266666666667
0.680023	0.05787
0.679053	0.0576766666666667
0.678062	0.05757
0.677069	0.05745
0.676048	0.0569666666666667
0.675027	0.0567066666666667
0.674013	0.0565133333333333
0.672998	0.0561933333333333
0.672001	0.05622
0.671012	0.0562433333333333
0.670027	0.0560433333333333
0.669042	0.0558766666666667
0.668031	0.0556566666666667
0.667033	0.0553666666666667
0.666034	0.0550866666666667
0.665011	0.0549
0.664042	0.0548033333333333
0.66303	0.0544966666666667
0.662005	0.05432
0.661033	0.05429
0.660028	0.0539766666666667
0.659035	0.0538866666666667
0.658067	0.0538433333333333
0.657073	0.05345
0.65607	0.0532266666666667
0.655081	0.0530333333333333
0.654071	0.0527966666666667
0.65306	0.05275
0.652061	0.0527166666666667
0.651053	0.0526466666666667
0.650041	0.05244
0.64902	0.0521266666666667
0.648017	0.0519566666666667
0.647008	0.0516366666666667
0.646	0.0514
0.645017	0.05138
0.644002	0.05108
0.642991	0.0509233333333333
0.641986	0.0508666666666667
0.640987	0.05072
0.639999	0.0507166666666667
0.639012	0.0506866666666667
0.638051	0.0505133333333333
0.637056	0.0502366666666667
0.636061	0.04987
0.635069	0.0496133333333333
0.634065	0.04944
0.633073	0.0493033333333333
0.632086	0.0493333333333333
0.631098	0.0492033333333333
0.63009	0.0490466666666667
0.6291	0.04898
0.628089	0.04874
0.627103	0.0485833333333333
0.626123	0.0484333333333333
0.625095	0.04807
0.624085	0.0478933333333333
0.623038	0.0476933333333333
0.622012	0.04753
0.621043	0.0476033333333333
0.620054	0.0475366666666667
0.619087	0.0474466666666667
0.618099	0.0472933333333333
0.617101	0.047
0.616113	0.0468033333333333
0.615118	0.0465933333333333
0.614116	0.0464766666666667
0.613117	0.0464733333333333
0.61213	0.04621
0.611134	0.0460733333333333
0.610144	0.04589
0.609134	0.0455366666666667
0.608121	0.04547
0.607109	0.0453066666666667
0.606088	0.0450266666666667
0.605084	0.0448833333333333
0.604078	0.0446833333333333
0.603089	0.0445266666666667
0.602097	0.0445033333333333
0.601099	0.0444866666666667
0.600091	0.0444366666666667
0.599079	0.0441933333333333
0.598081	0.04396
0.597091	0.04375
0.596087	0.0433866666666667
0.59507	0.0432933333333333
0.594077	0.04326
0.593037	0.0429933333333333
0.59205	0.0430133333333333
0.591068	0.0429766666666667
0.590062	0.0428066666666667
0.589082	0.0427866666666667
0.588093	0.04267
0.587103	0.0424466666666667
0.586098	0.04213
0.585105	0.04183
0.584114	0.04166
0.583089	0.04145
0.582102	0.0414566666666667
0.581102	0.04154
0.580067	0.04123
0.579085	0.0410666666666667
0.578072	0.04092
0.577058	0.04056
0.57607	0.0405433333333333
0.575073	0.0404966666666667
0.574085	0.0402633333333333
0.573087	0.04016
0.572099	0.0399533333333333
0.571091	0.0398066666666667
0.57008	0.0397533333333333
0.569082	0.03966
0.568081	0.0396533333333333
0.567071	0.03941
0.566061	0.0391733333333333
0.565076	0.0390933333333333
0.564069	0.03885
0.563099	0.03878
0.562145	0.03884
0.561155	0.0385266666666667
0.560161	0.0383366666666667
0.559146	0.0382433333333333
0.558116	0.0379566666666667
0.557099	0.03787
0.556098	0.03771
0.555088	0.0374466666666667
0.554075	0.0372566666666667
0.553065	0.03708
0.552058	0.0370966666666667
0.551083	0.03705
0.550108	0.03698
0.54913	0.03699
0.548154	0.0366766666666667
0.547136	0.0363933333333333
0.546126	0.0361866666666667
0.545113	0.0359066666666667
0.544088	0.0359
0.543088	0.0358733333333333
0.542095	0.0358033333333333
0.541104	0.03576
0.540111	0.03557
0.539096	0.0354333333333333
0.5381	0.0352833333333333
0.537093	0.03508
0.536101	0.0349766666666667
0.535111	0.0347133333333333
0.534082	0.0344866666666667
0.533083	0.0344133333333333
0.53207	0.03422
0.531078	0.0342433333333333
0.530098	0.0342533333333333
0.529117	0.0340166666666667
0.528123	0.0339066666666667
0.527131	0.0336866666666667
0.526138	0.03342
0.525137	0.03337
0.524154	0.03327
0.523151	0.03314
0.522147	0.0330366666666667
0.52115	0.0328333333333333
0.520134	0.0327066666666667
0.519116	0.03254
0.518116	0.0324133333333333
0.517111	0.0323433333333333
0.516116	0.0320433333333333
0.515136	0.0318933333333333
0.514141	0.0317666666666667
0.513155	0.0315566666666667
0.512167	0.0316133333333333
0.511204	0.0316566666666667
0.510229	0.0314633333333333
0.509226	0.0313266666666667
0.508213	0.03106
0.507186	0.03075
0.506164	0.03058
0.505154	0.0304566666666667
0.504167	0.0304333333333333
0.503131	0.0302733333333333
0.502126	0.0302066666666667
0.50112	0.0302066666666667
0.500098	0.03
0.499129	0.02995
0.498122	0.02993
0.497117	0.0295733333333333
0.496112	0.0293766666666667
0.495102	0.02918
0.494076	0.0288866666666667
0.493072	0.0288466666666667
0.492077	0.02885
0.491086	0.02885
0.490119	0.02875
0.489124	0.0286
0.48812	0.0284566666666667
0.487134	0.0281733333333333
0.486116	0.0280033333333333
0.485138	0.0279766666666667
0.484153	0.02766
0.483135	0.0275033333333333
0.482155	0.0274433333333333
0.481136	0.02719
0.480133	0.0272033333333333
0.479142	0.02718
0.478134	0.02701
0.477139	0.02683
0.476147	0.0265666666666667
0.47514	0.02638
0.474153	0.02622
0.473157	0.0261533333333333
0.472153	0.02624
0.471153	0.02612
0.470146	0.02598
0.469143	0.0259166666666667
0.468152	0.02561
0.467171	0.02545
0.466184	0.0253733333333333
0.46518	0.02511
0.464177	0.02501
0.463167	0.0249233333333333
0.462155	0.0248266666666667
0.46116	0.0248633333333333
0.460168	0.0248
0.459181	0.0246766666666667
0.458205	0.0244433333333333
0.4572	0.0241033333333333
0.45619	0.0239033333333333
0.455154	0.0236933333333333
0.454137	0.0236066666666667
0.453174	0.02367
0.452192	0.02354
0.451218	0.02348
0.450233	0.0233633333333333
0.449204	0.02311
0.448179	0.0230066666666667
0.447158	0.0228566666666667
0.446143	0.0225966666666667
0.445144	0.0224433333333333
0.444138	0.02223
0.443142	0.0220833333333333
0.442147	0.0221033333333333
0.441151	0.0220666666666667
0.440169	0.02207
0.439182	0.02191
0.438163	0.02172
0.437159	0.0215833333333333
0.436169	0.0213166666666667
0.435159	0.0212633333333333
0.434197	0.02126
0.43321	0.0210466666666667
0.432218	0.021
0.431222	0.0208433333333333
0.4302	0.02058
0.4292	0.0204733333333333
0.42819	0.0202933333333333
0.427196	0.0200533333333333
0.426198	0.0198233333333333
0.425192	0.0196366666666667
0.424184	0.0195666666666667
0.423167	0.0195066666666667
0.422165	0.01952
0.421195	0.0195366666666667
0.420197	0.0192466666666667
0.419208	0.01909
0.418224	0.0188966666666667
0.417189	0.0186166666666667
0.416197	0.0185866666666667
0.415207	0.01851
0.414209	0.0183633333333333
0.413226	0.0182566666666667
0.412231	0.01807
0.411235	0.0179233333333333
0.41024	0.01779
0.409239	0.0176833333333333
0.408264	0.01761
0.407271	0.01735
0.406258	0.0171733333333333
0.405268	0.0170966666666667
0.404253	0.01684
0.403259	0.0167566666666667
0.402265	0.0166233333333333
0.401257	0.0162533333333333
0.400249	0.01613
0.399226	0.0159866666666667
0.398219	0.01585
0.397217	0.0158966666666667
0.396212	0.0158466666666667
0.395222	0.0156866666666667
0.394216	0.0154533333333333
0.393206	0.01513
0.392199	0.0148766666666667
0.391201	0.01463
0.390217	0.0145
0.389217	0.01447
0.388209	0.0142333333333333
0.38719	0.01417
0.386195	0.0141066666666667
0.385198	0.01388
0.384217	0.0138466666666667
0.38324	0.0137266666666667
0.382231	0.0134066666666667
0.381234	0.0131866666666667
0.380217	0.0129266666666667
0.37921	0.0126966666666667
0.378217	0.0125966666666667
0.377213	0.01251
0.37623	0.0124533333333333
0.375231	0.0122033333333333
0.374221	0.0119833333333333
0.373233	0.0118133333333333
0.372241	0.01145
0.371243	0.0112766666666667
0.370264	0.0111933333333333
0.369265	0.01085
0.368248	0.0107133333333333
0.367243	0.0106
0.366222	0.01034
0.36521	0.01027
0.364219	0.0101233333333333
0.363217	0.00990666666666667
0.362229	0.00962
0.361224	0.00935333333333333
0.360222	0.00920333333333333
0.359221	0.00896333333333333
0.358218	0.00884333333333333
0.357236	0.00881
0.356228	0.00844333333333333
0.355245	0.00816333333333333
0.354247	0.00790333333333333
0.353241	0.00745333333333333
0.352251	0.00722333333333333
0.351238	0.00701666666666667
0.350215	0.00673
0.349206	0.00650333333333333
0.348203	0.00626
0.347202	0.00611
0.346208	0.00592666666666667
0.34524	0.00571666666666667
0.34425	0.00553666666666667
0.343243	0.00510333333333333
0.342252	0.00469666666666667
0.341221	0.00444666666666667
0.340206	0.00407
0.33921	0.00386666666666667
0.338218	0.00374333333333333
0.337222	0.00341333333333333
0.336217	0.00319333333333333
0.335219	0.00290333333333333
0.334214	0.00254666666666667
0.333218	0.00227
0.33223	0.00189333333333333
0.331245	0.00154333333333333
0.330254	0.00112333333333333
0.329235	6.46666666666667E-4
0.328225	3.5E-4
0.327203	6.66666666666667E-6
0.326203	-2.73333333333333E-4
0.325221	-4.66666666666667E-4
0.324235	-9.43333333333333E-4
0.323255	-0.00138
0.322241	-0.00183333333333333
0.321257	-0.00238666666666667
0.320242	-0.00270666666666667
0.319242	-0.00304333333333333
0.318255	-0.00351666666666667
0.31726	-0.00387333333333333
0.316267	-0.00437
0.315257	-0.00487
0.314256	-0.00527666666666667
0.313255	-0.00580333333333333
0.312267	-0.00629
0.311252	-0.0069
0.310243	-0.00746666666666667
0.309249	-0.00792
0.308237	-0.00847333333333333
0.307265	-0.00885
