Tension	Intensidad
mV	uA
Au CNEA Calcinado Ciclo 6 Ru 1mM	Au CNEA Calcinado Ciclo 6 Ru 1mM
-599.8105	-2.004133
-599.578	-1.975088
-599.0901	-1.933478
-598.3537	-1.883871
-597.3674	-1.824535
-596.3605	-1.788801
-595.3661	-1.757855
-594.3606	-1.73105
-593.3702	-1.707961
-592.3898	-1.686514
-591.3999	-1.668645
-590.4089	-1.650587
-589.3981	-1.632693
-588.4075	-1.61865
-587.4097	-1.602476
-586.4276	-1.586672
-585.4452	-1.573942
-584.4248	-1.558727
-583.4211	-1.545668
-582.4042	-1.534496
-581.3876	-1.520807
-580.4007	-1.507858
-579.407	-1.493284
-578.4034	-1.47701
-577.4191	-1.462901
-576.4039	-1.450214
-575.4087	-1.439572
-574.4254	-1.429332
-573.4225	-1.41653
-572.4333	-1.405631
-571.4303	-1.39329
-570.4284	-1.380784
-569.4229	-1.370448
-568.428	-1.355908
-567.4153	-1.341999
-566.3857	-1.328523
-565.3757	-1.31619
-564.3538	-1.306025
-563.361	-1.297226
-562.384	-1.289611
-561.392	-1.280446
-560.4047	-1.269999
-559.3893	-1.259886
-558.4109	-1.247965
-557.4111	-1.233988
-556.4157	-1.222288
-555.4469	-1.209163
-554.4344	-1.196694
-553.4302	-1.187751
-552.4349	-1.177755
-551.4216	-1.168706
-550.4171	-1.161541
-549.4381	-1.15328
-548.4443	-1.144244
-547.4386	-1.133394
-546.4462	-1.121484
-545.4344	-1.110072
-544.4166	-1.098583
-543.4076	-1.091774
-542.4252	-1.084878
-541.4151	-1.075942
-540.4243	-1.068688
-539.4358	-1.059356
-538.4314	-1.050895
-537.4751	-1.045341
-536.4755	-1.038451
-535.4914	-1.031098
-534.4709	-1.024057
-533.422	-1.015253
-532.4254	-1.008007
-531.4231	-1.001534
-530.45	-0.993063
-529.4774	-0.985889
-528.4896	-0.97443
-527.4708	-0.965835
-526.4661	-0.960276
-525.4507	-0.951602
-524.4375	-0.947595
-523.4447	-0.939786
-522.415	-0.931247
-521.4352	-0.925288
-520.4423	-0.91684
-519.4543	-0.909984
-518.4754	-0.901466
-517.463	-0.894495
-516.4377	-0.887784
-515.4276	-0.878357
-514.3936	-0.872875
-513.3905	-0.867643
-512.4028	-0.863241
-511.3982	-0.861417
-510.4344	-0.855617
-509.426	-0.845689
-508.458	-0.837777
-507.4625	-0.830746
-506.4665	-0.82458
-505.4913	-0.822449
-504.4638	-0.818088
-503.4655	-0.809633
-502.4489	-0.801458
-501.4313	-0.793424
-500.428	-0.787418
-499.4382	-0.783948
-498.4406	-0.780375
-497.4631	-0.777389
-496.4689	-0.771468
-495.4657	-0.766617
-494.4604	-0.761007
-493.4404	-0.751603
-492.4418	-0.743852
-491.4464	-0.734394
-490.4652	-0.724573
-489.4553	-0.719039
-488.4402	-0.713067
-487.4289	-0.708908
-486.4411	-0.706514
-485.451	-0.701261
-484.474	-0.695661
-483.4729	-0.687772
-482.44	-0.679459
-481.4514	-0.671527
-480.4562	-0.662676
-479.48	-0.65559
-478.4961	-0.648298
-477.4769	-0.638102
-476.4641	-0.631823
-475.4524	-0.624906
-474.4589	-0.617507
-473.4978	-0.613601
-472.507	-0.604561
-471.4948	-0.59482
-470.4914	-0.586458
-469.4729	-0.576673
-468.465	-0.569997
-467.445	-0.564443
-466.4429	-0.55657
-465.44	-0.547631
-464.426	-0.536567
-463.4598	-0.527577
-462.4596	-0.518937
-461.438	-0.510619
-460.4578	-0.506004
-459.4526	-0.497339
-458.4471	-0.488874
-457.4731	-0.484121
-456.4853	-0.476825
-455.4831	-0.469817
-454.5024	-0.463104
-453.4972	-0.451357
-452.4965	-0.438425
-451.4776	-0.427606
-450.454	-0.418426
-449.4623	-0.412185
-448.4541	-0.407348
-447.4851	-0.401786
-446.5082	-0.392425
-445.4991	-0.379624
-444.5182	-0.369589
-443.5148	-0.35665
-442.5024	-0.343775
-441.5142	-0.334403
-440.4987	-0.319958
-439.4911	-0.306787
-438.4903	-0.296787
-437.4794	-0.286527
-436.4701	-0.278984
-435.4767	-0.270546
-434.4914	-0.260486
-433.5011	-0.248871
-432.4968	-0.232288
-431.4897	-0.21891
-430.4831	-0.205057
-429.4852	-0.188588
-428.4908	-0.178258
-427.507	-0.163593
-426.484	-0.147319
-425.4828	-0.136156
-424.4738	-0.122746
-423.4554	-0.110739
-422.4728	-0.099007
-421.4777	-0.082403
-420.4827	-0.065611
-419.4811	-0.048428
-418.4641	-0.032894
-417.4567	-0.020329
-416.4683	-0.005093
-415.4651	0.010244
-414.4711	0.028388
-413.4554	0.051109
-412.4322	0.066714
-411.4562	0.082442
-410.4388	0.09663
-409.4351	0.107042
-408.4252	0.124284
-407.4222	0.140572
-406.4341	0.15782
-405.4587	0.176993
-404.4854	0.194356
-403.4779	0.21559
-402.4873	0.238253
-401.4674	0.260198
-400.4441	0.28506
-399.4384	0.304265
-398.4573	0.320987
-397.4776	0.340068
-396.518	0.353083
-395.526	0.372955
-394.5197	0.396979
-393.5226	0.41697
-392.5157	0.44405
-391.5033	0.46873
-390.5163	0.489443
-389.4943	0.516161
-388.4761	0.538975
-387.4925	0.560894
-386.4628	0.581284
-385.4729	0.599244
-384.5048	0.619752
-383.5174	0.640398
-382.5294	0.667827
-381.5221	0.699931
-380.5098	0.723812
-379.4813	0.750747
-378.4897	0.775506
-377.4958	0.790393
-376.501	0.816034
-375.5106	0.844925
-374.5224	0.870409
-373.5457	0.90226
-372.5359	0.929365
-371.541	0.952223
-370.531	0.978434
-369.5365	1.006045
-368.5363	1.036598
-367.5576	1.064678
-366.565	1.092683
-365.5515	1.12441
-364.5649	1.147913
-363.5648	1.177405
-362.5522	1.209132
-361.5509	1.231136
-360.5338	1.257076
-359.5219	1.280654
-358.5377	1.299077
-357.5347	1.329776
-356.5596	1.362458
-355.5446	1.396904
-354.5375	1.429366
-353.542	1.453877
-352.5204	1.478236
-351.5244	1.498912
-350.5386	1.52418
-349.5555	1.558783
-348.5544	1.58486
-347.5646	1.616167
-346.559	1.648419
-345.541	1.668598
-344.5498	1.6982
-343.5498	1.726423
-342.5379	1.747829
-341.5467	1.775722
-340.5639	1.802405
-339.5844	1.830094
-338.6026	1.862047
-337.6063	1.898551
-336.5717	1.938179
-335.5481	1.963506
-334.542	1.986909
-333.5313	2.011444
-332.565	2.0181
-331.5724	2.039864
-330.5637	2.070422
-329.5643	2.089434
-328.5646	2.12293
-327.5761	2.158921
-326.5946	2.185509
-325.5991	2.21916
-324.5728	2.252433
-323.5646	2.281113
-322.5602	2.301069
-321.5696	2.316929
-320.588	2.335657
-319.5968	2.349719
-318.5851	2.376379
-317.5883	2.420224
-316.5723	2.447569
