Tension	Intensidad
mV	uA
Au CNEA Calcinado Ciclo 3 Ru 1mM	Au CNEA Calcinado Ciclo 3 Ru 1mM
-599.8154	-3.841214
-599.5857	-3.808525
-599.0947	-3.761167
-598.3549	-3.702986
-597.3704	-3.634936
-596.3699	-3.591253
-595.3853	-3.55217
-594.4004	-3.51635
-593.4008	-3.482085
-592.4059	-3.448214
-591.3955	-3.419232
-590.3835	-3.39163
-589.3685	-3.364813
-588.3937	-3.342656
-587.4117	-3.320373
-586.42	-3.297344
-585.4456	-3.276766
-584.4255	-3.255543
-583.4231	-3.233037
-582.4249	-3.212482
-581.4232	-3.190052
-580.4148	-3.167847
-579.4056	-3.145692
-578.3967	-3.125498
-577.3916	-3.107856
-576.4	-3.086941
-575.4113	-3.069996
-574.4359	-3.051811
-573.4324	-3.030845
-572.4528	-3.014643
-571.4572	-2.994812
-570.4403	-2.976844
-569.4379	-2.960214
-568.4091	-2.942935
-567.3809	-2.927933
-566.3768	-2.911028
-565.3779	-2.893972
-564.3989	-2.877046
-563.4109	-2.859798
-562.4222	-2.841555
-561.4354	-2.824795
-560.4397	-2.807645
-559.4423	-2.792049
-558.4357	-2.775803
-557.4331	-2.759207
-556.4286	-2.741323
-555.4291	-2.722693
-554.4309	-2.704482
-553.4213	-2.687836
-552.4333	-2.672986
-551.4274	-2.65558
-550.4518	-2.641775
-549.4675	-2.626174
-548.4459	-2.611919
-547.4648	-2.598023
-546.4459	-2.583225
-545.4515	-2.567987
-544.46	-2.550618
-543.4543	-2.534657
-542.4675	-2.518738
-541.4498	-2.501601
-540.4498	-2.487793
-539.447	-2.47209
-538.4513	-2.455324
-537.454	-2.442399
-536.4379	-2.42722
-535.4406	-2.414645
-534.4257	-2.402251
-533.4308	-2.388133
-532.4515	-2.375309
-531.4605	-2.361613
-530.4792	-2.348653
-529.483	-2.33521
-528.4627	-2.319209
-527.4631	-2.304183
-526.4495	-2.289922
-525.446	-2.276032
-524.4585	-2.26585
-523.4647	-2.255094
-522.4495	-2.243743
-521.451	-2.233531
-520.4535	-2.220978
-519.4365	-2.208218
-518.4297	-2.196395
-517.439	-2.183166
-516.4172	-2.171716
-515.4189	-2.159435
-514.4384	-2.149084
-513.4169	-2.140122
-512.4204	-2.130497
-511.4155	-2.123702
-510.4048	-2.114317
-509.4091	-2.103708
-508.42	-2.0948
-507.4294	-2.08635
-506.4498	-2.076886
-505.4681	-2.070047
-504.4936	-2.060441
-503.4712	-2.048651
-502.4645	-2.037642
-501.4356	-2.026446
-500.4032	-2.017315
-499.4068	-2.009664
-498.4124	-2.00304
-497.4243	-1.99715
-496.4374	-1.988004
-495.4501	-1.979434
-494.4384	-1.97096
-493.4513	-1.958303
-492.4512	-1.949513
-491.4616	-1.938339
-490.4478	-1.926018
-489.4312	-1.917386
-488.423	-1.907598
-487.4119	-1.900146
-486.4402	-1.893469
-485.4584	-1.885465
-484.4831	-1.877148
-483.496	-1.866416
-482.5061	-1.855123
-481.5096	-1.84393
-480.4944	-1.831421
-479.4998	-1.81999
-478.4831	-1.807385
-477.4727	-1.791475
-476.4681	-1.777419
-475.4526	-1.763164
-474.4462	-1.750388
-473.4617	-1.740117
-472.4641	-1.726264
-471.483	-1.710542
-470.4805	-1.694085
-469.4633	-1.675912
-468.4651	-1.660595
-467.4448	-1.646204
-466.4542	-1.630479
-465.4616	-1.614382
-464.4392	-1.592582
-463.444	-1.573084
-462.43	-1.554261
-461.4115	-1.534086
-460.4246	-1.520785
-459.4118	-1.501897
-458.4142	-1.480313
-457.4335	-1.463487
-456.4522	-1.442313
-455.4837	-1.420969
-454.4939	-1.401842
-453.4758	-1.376581
-452.4656	-1.349055
-451.4505	-1.321821
-450.453	-1.294775
-449.4713	-1.270478
-448.4582	-1.247382
-447.4617	-1.226279
-446.4517	-1.200979
-445.4449	-1.169278
-444.4553	-1.142723
-443.4626	-1.111171
-442.4587	-1.076005
-441.4664	-1.046569
-440.4856	-1.01086
-439.4657	-0.974131
-438.496	-0.942982
-437.4904	-0.912005
-436.4734	-0.881305
-435.5068	-0.850987
-434.4884	-0.818994
-433.4975	-0.781996
-432.4963	-0.739462
-431.4794	-0.701551
-430.4754	-0.662061
-429.4633	-0.618875
-428.4694	-0.584565
-427.477	-0.544196
-426.4916	-0.497845
-425.5192	-0.457981
-424.5165	-0.415727
-423.5266	-0.372598
-422.5123	-0.333447
-421.507	-0.28712
-420.5204	-0.239041
-419.4937	-0.189506
-418.5007	-0.140974
-417.4856	-0.097027
-416.4723	-0.047777
-415.4716	-5.56E-4
-414.4642	0.051167
-413.4591	0.110782
-412.4475	0.160008
-411.4578	0.209534
-410.4744	0.257678
-409.4961	0.300173
-408.5172	0.351645
-407.5053	0.40585
-406.4801	0.459248
-405.4641	0.515687
-404.4652	0.569107
-403.4786	0.626868
-402.4987	0.688598
-401.4831	0.750434
-400.4646	0.820257
-399.4516	0.878009
-398.4673	0.932113
-397.4839	0.98756
-396.4933	1.031719
-395.502	1.087394
-394.4768	1.149416
-393.4821	1.207258
-392.4953	1.277491
-391.513	1.344151
-390.5204	1.404162
-389.4973	1.473688
-388.472	1.536458
-387.451	1.598714
-386.4555	1.657627
-385.4843	1.711065
-384.5152	1.766991
-383.5371	1.821839
-382.5602	1.888451
-381.5788	1.962421
-380.5837	2.024507
-379.569	2.091347
-378.5384	2.155401
-377.5311	2.204315
-376.5286	2.270195
-375.5374	2.338842
-374.563	2.401886
-373.5429	2.473634
-372.538	2.539044
-371.5463	2.600261
-370.546	2.662154
-369.5709	2.725989
-368.5622	2.794546
-367.5417	2.850337
-366.5385	2.90744
-365.5181	2.972864
-364.5356	3.025446
-363.5536	3.096073
-362.5364	3.176884
-361.5407	3.239592
-360.5243	3.305555
-359.5258	3.363479
-358.5366	3.406955
-357.5381	3.454592
-356.5473	3.50471
-355.5443	3.559015
-354.5432	3.612633
-353.5545	3.66909
-352.5527	3.734874
-351.5576	3.793741
-350.5601	3.856181
-349.5433	3.928984
-348.5324	3.97908
-347.5261	4.024303
-346.5224	4.072961
-345.5556	4.104768
-344.5723	4.152507
-343.5749	4.211711
-342.5942	4.270411
-341.5782	4.334678
-340.5801	4.390928
-339.5757	4.444704
-338.5531	4.492762
-337.5561	4.535461
-336.5381	4.588664
-335.5529	4.627848
-334.5688	4.662087
-333.5647	4.708397
-332.5884	4.742057
-331.5746	4.787222
-330.5798	4.841748
-329.5823	4.88104
-328.5839	4.92247
-327.5919	4.955408
-326.6084	4.982164
-325.5982	5.021416
-324.5928	5.060364
-323.5827	5.110031
-322.5597	5.15872
-321.5586	5.195153
-320.5447	5.231705
-319.5479	5.258214
-318.5557	5.284178
-317.5521	5.31797
-316.5565	5.337872
-315.5626	5.361857
-314.565	5.390377
-313.5832	5.412405
-312.5953	5.454168
-311.5834	5.49805
-310.553	5.532354
-309.5507	5.562724
-308.5399	5.575634
-307.5519	5.573876
-306.5794	5.572918
-305.5709	5.57565
-304.5833	5.592193
-303.5851	5.610281
-302.5822	5.632041
-301.5845	5.661749
-300.5843	5.67204
-299.5765	5.69095
-298.5656	5.711939
-297.5658	5.711303
-296.5752	5.718151
-295.589	5.721606
-294.606	5.714159
-293.6017	5.723665
-292.5859	5.741744
-291.5767	5.759861
-290.5669	5.775946
-289.5943	5.783179
-288.6013	5.785041
-287.6202	5.777016
-286.6328	5.774107
-285.611	5.786807
-284.6033	5.77867
-283.5972	5.775789
-282.5868	5.780198
-281.5947	5.761716
-280.5927	5.760861
-279.5767	5.765372
-278.5931	5.754859
-277.6073	5.74517
-276.6229	5.734023
-275.6443	5.721878
-274.6332	5.713117
-273.6423	5.713281
-272.6298	5.73082
-271.6313	5.723638
-270.6237	5.71272
-269.6037	5.707978
-268.6256	5.671021
-267.6201	5.656278
-266.6346	5.653908
-265.6328	5.635562
-264.6363	5.631533
-263.6439	5.626102
-262.642	5.613254
-261.6319	5.611162
-260.6125	5.607558
-259.5958	5.604519
-258.5796	5.592298
-257.5912	5.563982
-256.6194	5.538148
-255.6438	5.504578
-254.672	5.47961
-253.655	5.476165
-252.6348	5.461259
-251.6131	5.45015
-250.6219	5.445076
-249.6488	5.424701
-248.6494	5.413241
-247.653	5.401384
-246.6198	5.380817
-245.6079	5.362754
-244.6048	5.337854
-243.6149	5.317625
-242.616	5.303439
-241.6184	5.289427
-240.6161	5.28761
-239.6088	5.274816
-238.6142	5.252224
-237.6009	5.237524
-236.6235	5.208196
-235.6437	5.192211
-234.6522	5.189098
-233.6784	5.170991
-232.6575	5.165083
-231.6477	5.153019
-230.6389	5.127021
-229.6204	5.113056
-228.6317	5.09411
-227.6279	5.073494
-226.6566	5.057505
-225.6732	5.039436
-224.6757	5.02785
-223.6817	5.017754
-222.6515	5.016479
-221.632	5.023482
-220.6045	5.015113
-219.592	5.006417
-218.5933	4.992166
-217.616	4.958093
-216.652	4.940994
-215.6546	4.932803
-214.6802	4.920979
-213.6691	4.925024
-212.6533	4.924173
-211.6488	4.919455
-210.6372	4.91634
-209.6215	4.910143
-208.5916	4.908448
-207.5861	4.890081
-206.5832	4.872537
-205.5898	4.860967
-204.6369	4.83687
-203.6417	4.832476
-202.6189	4.839554
-201.6339	4.832222
-200.6198	4.83387
-199.6308	4.832651
-198.6451	4.817899
-197.6441	4.809954
-196.6456	4.80433
-195.6509	4.80322
-194.6761	4.800127
-193.6808	4.797873
-192.6705	4.801696
-191.6562	4.795749
-190.6503	4.795966
-189.6443	4.804782
-188.6549	4.794487
-187.6783	4.788954
-186.6695	4.787907
