Tension	Intensidad
mV	uA
Au CNEA Calcinado Ciclo 4 Ru 1mM	Au CNEA Calcinado Ciclo 4 Ru 1mM
-599.7982	-2.019227
-599.5676	-1.988691
-599.0908	-1.944575
-598.3661	-1.890092
-597.3879	-1.826231
-596.387	-1.786432
-595.3875	-1.750511
-594.3971	-1.719246
-593.3951	-1.690658
-592.3785	-1.664157
-591.3579	-1.642128
-590.3613	-1.623237
-589.3508	-1.602626
-588.3874	-1.584362
-587.415	-1.565354
-586.3915	-1.542868
-585.3894	-1.523848
-584.3932	-1.504545
-583.3701	-1.486186
-582.3868	-1.469912
-581.3979	-1.452758
-580.387	-1.436479
-579.4012	-1.420348
-578.3773	-1.406032
-577.3926	-1.39304
-576.4014	-1.377985
-575.4156	-1.364013
-574.4579	-1.34826
-573.4396	-1.332113
-572.4429	-1.31856
-571.4467	-1.304522
-570.4414	-1.290537
-569.4675	-1.277689
-568.4487	-1.263826
-567.4452	-1.249261
-566.4242	-1.238343
-565.4028	-1.225759
-564.3936	-1.213896
-563.3944	-1.202792
-562.4059	-1.188486
-561.3992	-1.178475
-560.4052	-1.165504
-559.4065	-1.15512
-558.4103	-1.145263
-557.4232	-1.130513
-556.4378	-1.119727
-555.4487	-1.106795
-554.4203	-1.093291
-553.4006	-1.084788
-552.4119	-1.074216
-551.4129	-1.063876
-550.4454	-1.056435
-549.4661	-1.046011
-548.4677	-1.036441
-547.4502	-1.026897
-546.4523	-1.016295
-545.4452	-1.004866
-544.4258	-0.99285
-543.4294	-0.982826
-542.4183	-0.972204
-541.4181	-0.961525
-540.4261	-0.955407
-539.4265	-0.948691
-538.4231	-0.94042
-537.4438	-0.935608
-536.4386	-0.926827
-535.4365	-0.914541
-534.4346	-0.905355
-533.4259	-0.894711
-532.4407	-0.884947
-531.4512	-0.878173
-530.4686	-0.870699
-529.4708	-0.86396
-528.4484	-0.856071
-527.4289	-0.850783
-526.4222	-0.845196
-525.4054	-0.835961
-524.4101	-0.831251
-523.4291	-0.822407
-522.4291	-0.813415
-521.4407	-0.808671
-520.446	-0.800625
-519.4482	-0.792549
-518.4547	-0.784671
-517.4536	-0.775728
-516.4485	-0.76761
-515.4172	-0.759716
-514.3856	-0.753662
-513.3868	-0.748264
-512.3891	-0.741827
-511.4068	-0.737358
-510.4163	-0.731923
-509.4157	-0.723947
-508.4174	-0.719221
-507.434	-0.711652
-506.4392	-0.701972
-505.4314	-0.695564
-504.4431	-0.686101
-503.4285	-0.679482
-502.4376	-0.674327
-501.4669	-0.666761
-500.4438	-0.662327
-499.437	-0.655879
-498.4686	-0.64986
-497.4544	-0.643597
-496.4669	-0.63373
-495.4613	-0.624586
-494.4268	-0.615116
-493.4256	-0.605472
-492.4281	-0.599528
-491.4243	-0.592868
-490.4254	-0.585228
-489.4278	-0.579364
-488.432	-0.571078
-487.4637	-0.563065
-486.4897	-0.555785
-485.4905	-0.545551
-484.5054	-0.534578
-483.5177	-0.523994
-482.4795	-0.513484
-481.4889	-0.504226
-480.4781	-0.494666
-479.4689	-0.485645
-478.4929	-0.475741
-477.4743	-0.464287
-476.4748	-0.455206
-475.4765	-0.443056
-474.4512	-0.431462
-473.472	-0.422347
-472.4675	-0.409533
-471.4464	-0.397674
-470.4821	-0.387597
-469.4654	-0.374352
-468.4802	-0.361389
-467.503	-0.349508
-466.476	-0.335401
-465.4539	-0.321917
-464.423	-0.307568
-463.3925	-0.295749
-462.3962	-0.283844
-461.4227	-0.270179
-460.4545	-0.261793
-459.4689	-0.249394
-458.4881	-0.234865
-457.4957	-0.223222
-456.4802	-0.205668
-455.4951	-0.187987
-454.5002	-0.173069
-453.4957	-0.156513
-452.5169	-0.141631
-451.5095	-0.125507
-450.4907	-0.110059
-449.491	-0.094852
-448.4767	-0.07766
-447.4863	-0.06315
-446.4985	-0.044574
-445.4819	-0.020258
-444.4814	-0.001077
-443.453	0.020278
-442.4428	0.042857
-441.4573	0.05731
-440.4549	0.076683
-439.4615	0.097614
-438.4687	0.115909
-437.4651	0.137403
-436.4662	0.15817
-435.4621	0.180822
-434.4504	0.204541
-433.4573	0.22952
-432.4421	0.257281
-431.4452	0.280123
-430.4418	0.301866
-429.4158	0.327727
-428.4246	0.347646
-427.4347	0.373146
-426.4287	0.404105
-425.4544	0.430661
-424.4592	0.459736
-423.4624	0.487595
-422.4973	0.511013
-421.5055	0.538215
-420.4952	0.568351
-419.4826	0.598659
-418.4604	0.631456
-417.4307	0.660789
-416.436	0.693083
-415.4376	0.723442
-414.433	0.755045
-413.4611	0.795736
-412.4502	0.825892
-411.4695	0.858774
-410.4705	0.896271
-409.4767	0.923102
-408.4879	0.959658
-407.4612	0.996894
-406.467	1.031341
-405.4397	1.068833
-404.4685	1.10341
-403.5014	1.138142
-402.5154	1.171239
-401.5435	1.207757
-400.5021	1.254901
-399.4611	1.296296
-398.4431	1.336803
-397.4438	1.382159
-396.4659	1.41269
-395.4868	1.447152
-394.491	1.490004
-393.487	1.52623
-392.4654	1.568406
-391.4896	1.614381
-390.509	1.655144
-389.5003	1.701553
-388.4995	1.747136
-387.4815	1.796152
-386.4702	1.839352
-385.4987	1.873711
-384.5364	1.913158
-383.5387	1.946728
-382.5358	1.986345
-381.5121	2.042514
-380.5163	2.090469
-379.5364	2.140687
-378.5675	2.192391
-377.5728	2.231155
-376.5471	2.277924
-375.5284	2.323786
-374.5078	2.368503
-373.4962	2.417035
-372.5237	2.459809
-371.522	2.505423
-370.5275	2.555555
-369.5543	2.60651
-368.5264	2.664914
-367.5497	2.716193
-366.5369	2.760842
-365.5201	2.806732
-364.5381	2.842151
-363.5137	2.888107
-362.5148	2.944021
-361.5156	2.991853
-360.5103	3.050276
-359.5313	3.10196
-358.5486	3.139465
-357.565	3.186949
-356.5597	3.227351
-355.558	3.267814
-354.5439	3.311163
-353.5523	3.349736
-352.5845	3.394752
-351.5917	3.439403
-350.6046	3.495025
-349.5603	3.562737
-348.5284	3.614553
-347.515	3.666477
-346.4962	3.712294
-345.5392	3.734593
-344.5499	3.772102
-343.5406	3.818384
-342.5601	3.859372
-341.5385	3.91441
-340.564	3.967067
-339.5661	4.013617
-338.5625	4.061961
-337.5541	4.110317
-336.5248	4.162256
-335.5291	4.196151
-334.5324	4.226077
-333.5232	4.264173
-332.5469	4.28319
-331.5736	4.324923
-330.5674	4.383217
-329.599	4.422696
-328.5907	4.47279
-327.5775	4.516195
-326.5861	4.543611
-325.5921	4.577672
-324.5978	4.614188
-323.5986	4.656366
-322.6018	4.69481
-321.5984	4.731825
-320.5948	4.77503
-319.5809	4.806819
-318.5868	4.843533
-317.5732	4.893614
-316.5678	4.921001
-315.5814	4.945914
-314.5696	4.976615
-313.5719	4.992243
-312.5568	5.02547
-311.5508	5.072719
-310.526	5.118035
-309.5038	5.160179
-308.5281	5.189115
-307.5245	5.206359
-306.5501	5.215477
-305.588	5.225122
-304.5695	5.247822
-303.5858	5.263979
-302.593	5.280272
-301.572	5.312836
-300.59	5.333643
-299.591	5.364983
-298.5805	5.40543
-297.5757	5.426907
-296.5694	5.446682
-295.5593	5.457526
-294.5784	5.456569
-293.6077	5.468679
-292.5976	5.484584
-291.6025	5.509429
-290.6022	5.537923
-289.6061	5.554248
-288.6009	5.574107
-287.5905	5.587419
-286.5772	5.599342
-285.5467	5.62197
-284.5688	5.624074
-283.5779	5.625784
-282.572	5.629124
-281.6036	5.621363
-280.6081	5.637452
-279.6085	5.65775
-278.6074	5.670185
-277.6115	5.685567
-276.6008	5.686666
-275.6171	5.679048
-274.6441	5.675277
-273.6372	5.674655
-272.6386	5.691765
-271.6205	5.702606
-270.6032	5.713648
-269.6071	5.727926
-268.63	5.716484
-267.6397	5.718709
-266.6297	5.727047
-265.6308	5.717086
-264.6062	5.720654
-263.598	5.721856
-262.614	5.7163
-261.6041	5.727591
-260.6056	5.740359
-259.5931	5.752899
-258.5665	5.756434
-257.5728	5.745811
-256.5704	5.732646
-255.5742	5.711194
-254.6	5.697241
-253.5608	5.701729
-252.5729	5.69839
-251.5884	5.69747
-250.6015	5.695258
-249.6253	5.675542
-248.6208	5.667917
-247.6102	5.66948
-246.6088	5.672646
-245.6036	5.684267
-244.622	5.682282
-243.6381	5.674429
-242.6246	5.664095
-241.6575	5.648754
-240.6397	5.641513
-239.6274	5.628521
-238.6397	5.614854
-237.6192	5.616054
-236.6216	5.607881
-235.6205	5.616601
-234.6157	5.633456
-233.6049	5.625975
-232.6125	5.623005
-231.6094	5.607344
-230.5945	5.578721
-229.6221	5.565347
-228.6209	5.556334
-227.6484	5.55196
-226.681	5.553307
-225.6697	5.55335
-224.6562	5.557485
-223.6432	5.555189
-222.6231	5.554154
-221.6089	5.562196
-220.6194	5.547936
-219.6077	5.538696
-218.5738	5.535681
-217.5886	5.51628
-216.5768	5.520873
-215.5832	5.531402
-214.625	5.532586
-213.6024	5.539439
-212.6007	5.537768
-211.6073	5.529164
-210.5812	5.521881
-209.5969	5.517455
-208.6146	5.524254
-207.5888	5.519295
-206.5887	5.51662
-205.5769	5.521739
-204.5626	5.506891
-203.6051	5.507023
-202.6055	5.512947
-201.6333	5.50037
-200.6325	5.49548
-199.6076	5.492903
-198.6215	5.484273
-197.6068	5.488617
-196.6324	5.500964
-195.6208	5.518109
-194.6131	5.527649
-193.6202	5.527548
-192.5912	5.527723
-191.6335	5.512019
-190.6487	5.504781
-189.6615	5.512541
-188.6817	5.505162
-187.6684	5.507121
-186.6671	5.518286
-185.6577	5.515446
-184.6548	5.526952
-183.6422	5.540151
-182.6616	5.539694
-181.6716	5.537889
-180.6708	5.528278
-179.6738	5.517499
-178.6521	5.509993
-177.6712	5.506719
-176.6808	5.515555
-175.6762	5.516802
-174.6788	5.516714
-173.6447	5.522943
-172.6558	5.514282
-171.6716	5.510203
-170.6638	5.511796
-169.6539	5.499774
-168.6434	5.496872
-167.636	5.494261
-166.6537	5.486276
-165.6792	5.486669
-164.6837	5.483222
-163.6956	5.478251
-162.6842	5.470665
-161.6871	5.456138
-160.6776	5.445401
-159.6543	5.431563
-158.6584	5.42302
-157.6559	5.423965
-156.6562	5.412457
-155.669	5.402596
-154.6687	5.390934
-153.6939	5.364952
-152.6939	5.350165
-151.691	5.334642
-150.7172	5.31412
-149.676	5.300373
-148.6844	5.283394
-147.6926	5.266316
-146.6722	5.255237
-145.7046	5.243227
-144.688	5.236622
-143.6943	5.220719
-142.7038	5.199893
-141.6974	5.180473
-140.7067	5.147672
-139.7031	5.126906
-138.6953	5.109377
-137.6945	5.083632
-136.6998	5.070384
-135.694	5.054152
-134.6986	5.032138
-133.678	5.016526
-132.6714	4.996549
-131.6624	4.972883
-130.6546	4.949449
-129.6687	4.922997
-128.6837	4.897772
-127.7125	4.871119
-126.7211	4.849423
-125.7119	4.832177
-124.7235	4.805986
-123.7004	4.783947
-122.7168	4.760352
-121.7417	4.726762
-120.7436	4.703528
-119.7601	4.680922
-118.7258	4.657929
-117.6922	4.638602
-116.6767	4.615556
-115.6852	4.59187
-114.7144	4.566308
-113.7356	4.542373
-112.7364	4.522338
-111.7369	4.498937
-110.736	4.476772
-109.7169	4.459245
-108.6887	4.433916
-107.6536	4.413244
-106.6265	4.394904
-105.6366	4.367356
-104.6474	4.346107
-103.6751	4.32036
-102.7052	4.292912
-101.7076	4.270073
-100.7264	4.245903
-99.71861	4.227582
-98.7047	4.206764
-97.69489	4.185689
-96.68612	4.166416
-95.69321	4.141402
-94.71039	4.121247
-93.70355	4.104611
-92.70016	4.085176
-91.69586	4.067983
-90.69225	4.048242
-89.72112	4.021937
-88.74936	4.00114
-87.74388	3.980802
-86.75131	3.958558
-85.74271	3.941324
-84.71457	3.9222
-83.7432	3.903462
-82.74837	3.887472
-81.75517	3.871825
-80.75314	3.858347
-79.72178	3.840359
-78.72319	3.822017
-77.72871	3.804061
-76.74606	3.780622
