Tension	Intensidad
mV	uA
Au CNEA Calcinado Ciclo 5 Ru 1mM	Au CNEA Calcinado Ciclo 5 Ru 1mM
-599.8825	-3.016744
-599.6435	-2.983188
-599.1494	-2.933553
-598.4106	-2.873928
-597.4094	-2.803568
-596.3979	-2.759365
-595.4004	-2.723192
-594.3825	-2.690516
-593.3791	-2.662404
-592.3615	-2.636564
-591.3675	-2.614672
-590.3835	-2.59462
-589.3843	-2.573766
-588.4061	-2.556122
-587.4145	-2.536165
-586.4165	-2.514332
-585.4326	-2.495188
-584.4518	-2.475964
-583.4263	-2.457595
-582.4338	-2.442064
-581.431	-2.424351
-580.416	-2.405431
-579.4073	-2.388155
-578.4044	-2.373847
-577.4008	-2.361059
-576.3923	-2.34766
-575.4204	-2.335108
-574.4218	-2.318886
-573.4036	-2.301717
-572.4105	-2.287992
-571.397	-2.273728
-570.3932	-2.260069
-569.4258	-2.247882
-568.4263	-2.231756
-567.4465	-2.21578
-566.4236	-2.202359
-565.3955	-2.188515
-564.3903	-2.179899
-563.3885	-2.170159
-562.4005	-2.158971
-561.4045	-2.147444
-560.4368	-2.130985
-559.4278	-2.116907
-558.4456	-2.102628
-557.4614	-2.086286
-556.4546	-2.076761
-555.462	-2.064627
-554.4612	-2.051895
-553.4273	-2.043566
-552.4178	-2.032359
-551.429	-2.022917
-550.4318	-2.013638
-549.458	-2.00527
-548.4589	-1.994467
-547.4354	-1.981751
-546.4199	-1.970401
-545.4352	-1.95766
-544.4382	-1.945256
-543.4617	-1.935475
-542.4647	-1.925385
-541.4445	-1.913765
-540.4369	-1.906535
-539.4297	-1.898197
-538.4551	-1.889704
-537.4719	-1.882514
-536.4857	-1.870639
-535.4743	-1.858968
-534.4743	-1.848863
-533.4741	-1.836127
-532.4575	-1.829776
-531.4726	-1.820778
-530.4642	-1.810596
-529.455	-1.803741
-528.4395	-1.790766
-527.4401	-1.781623
-526.4225	-1.775163
-525.4273	-1.765749
-524.4536	-1.758616
-523.4502	-1.749729
-522.4611	-1.738473
-521.472	-1.731976
-520.4725	-1.723609
-519.4767	-1.715118
-518.4709	-1.705917
-517.4644	-1.692453
-516.4363	-1.681652
-515.4103	-1.671406
-514.416	-1.663838
-513.3934	-1.659119
-512.3993	-1.652576
-511.4248	-1.649225
-510.4324	-1.643567
-509.444	-1.634735
-508.4673	-1.627995
-507.4701	-1.618282
-506.4568	-1.606344
-505.4648	-1.599203
-504.4796	-1.588441
-503.4524	-1.57749
-502.4655	-1.572003
-501.4557	-1.564955
-500.4413	-1.558977
-499.4685	-1.554775
-498.4614	-1.546983
-497.486	-1.536767
-496.4664	-1.528223
-495.4586	-1.518186
-494.4776	-1.506217
-493.4557	-1.495885
-492.4865	-1.487589
-491.4969	-1.477616
-490.4714	-1.468318
-489.4889	-1.460503
-488.4846	-1.450349
-487.4697	-1.441297
-486.4788	-1.433477
-485.485	-1.423138
-484.4776	-1.412033
-483.4933	-1.400614
-482.4886	-1.39184
-481.4791	-1.382092
-480.4626	-1.37136
-479.4649	-1.363414
-478.4779	-1.354046
-477.4768	-1.344144
-476.4766	-1.336702
-475.4672	-1.324801
-474.4608	-1.310149
-473.4701	-1.299337
-472.5042	-1.287802
-471.5099	-1.278695
-470.5157	-1.271487
-469.5168	-1.262259
-468.4946	-1.250956
-467.4642	-1.237572
-466.4481	-1.226011
-465.4241	-1.214949
-464.4136	-1.202837
-463.4172	-1.195849
-462.4132	-1.187047
-461.4151	-1.175557
-460.4444	-1.167835
-459.4561	-1.154931
-458.475	-1.139392
-457.5005	-1.126028
-456.4905	-1.110133
-455.4925	-1.094177
-454.4873	-1.080998
-453.4788	-1.065583
-452.4752	-1.05253
-451.461	-1.038843
-450.4697	-1.024752
-449.4778	-1.012286
-448.4774	-0.995498
-447.5163	-0.980482
-446.5077	-0.963014
-445.4939	-0.942015
-444.4979	-0.926742
-443.4919	-0.908509
-442.5034	-0.890804
-441.4829	-0.876364
-440.4779	-0.857263
-439.4501	-0.840037
-438.4374	-0.823655
-437.4619	-0.804727
-436.4734	-0.785031
-435.4882	-0.76562
-434.4944	-0.745568
-433.4837	-0.725266
-432.4709	-0.703348
-431.4801	-0.683115
-430.4749	-0.660002
-429.4738	-0.635478
-428.4848	-0.619603
-427.4796	-0.596838
-426.4741	-0.57516
-425.4695	-0.557946
-424.4627	-0.534089
-423.4456	-0.511877
-422.4339	-0.492847
-421.4565	-0.468398
-420.451	-0.443959
-419.4603	-0.418415
-418.4828	-0.389736
-417.4803	-0.360553
-416.4803	-0.32972
-415.466	-0.30259
-414.4415	-0.274139
-413.4084	-0.242878
-412.4006	-0.219105
-411.4172	-0.195194
-410.4227	-0.16959
-409.4458	-0.150279
-408.4598	-0.122417
-407.4715	-0.089319
-406.4726	-0.058188
-405.4817	-0.023549
-404.4851	0.007511
-403.4836	0.037593
-402.5066	0.065658
-401.5058	0.093977
-400.4905	0.130902
-399.4818	0.160624
