Tension	Intensidad
mV	uA
Au CNEA Calcinado Ciclo 2 Ru 1mM	Au CNEA Calcinado Ciclo 2 Ru 1mM
-599.839	-2.369924
-599.6146	-2.340096
-599.126	-2.297829
-598.3993	-2.247646
-597.4121	-2.187846
-596.3942	-2.154932
-595.3901	-2.127401
-594.3911	-2.103858
-593.3956	-2.08322
-592.3846	-2.061801
-591.4036	-2.043585
-590.3983	-2.024721
-589.3796	-2.0054
-588.4106	-1.988987
-587.402	-1.969778
-586.401	-1.950062
-585.4141	-1.935732
-584.4081	-1.917476
-583.4089	-1.902353
-582.4135	-1.892004
-581.4146	-1.876643
-580.4408	-1.86326
-579.4309	-1.848941
-578.4299	-1.833052
-577.4196	-1.819906
-576.392	-1.807198
-575.4075	-1.794082
-574.4086	-1.779714
-573.4182	-1.764328
-572.4233	-1.751494
-571.4246	-1.739662
-570.419	-1.726685
-569.4404	-1.716269
-568.4317	-1.703546
-567.4035	-1.691136
-566.3998	-1.679524
-565.3651	-1.667727
-564.3719	-1.654043
-563.4082	-1.642842
-562.4272	-1.633473
-561.4522	-1.620801
-560.4335	-1.610383
-559.4128	-1.599905
-558.3856	-1.586667
-557.368	-1.577263
-556.401	-1.569862
-555.4293	-1.556819
-554.4631	-1.547114
-553.4789	-1.536923
-552.4782	-1.524619
-551.4689	-1.514133
-550.4613	-1.502883
-549.4721	-1.489396
-548.4722	-1.477469
-547.4669	-1.466648
-546.4601	-1.456521
-545.4415	-1.449161
-544.4299	-1.4401
-543.4314	-1.432852
-542.454	-1.423984
-541.4583	-1.411997
-540.4594	-1.403519
-539.455	-1.39243
-538.4186	-1.381266
-537.4334	-1.374056
-536.4257	-1.363147
-535.4313	-1.353363
-534.4417	-1.343058
-533.4437	-1.331557
-532.4633	-1.322734
-531.4742	-1.315016
-530.4706	-1.308219
-529.4681	-1.300495
-528.4525	-1.289986
-527.4397	-1.281473
-526.4431	-1.27219
-525.4371	-1.262355
-524.4554	-1.255847
-523.46	-1.245317
-522.4628	-1.232646
-521.4505	-1.221651
-520.4508	-1.209481
-519.4513	-1.199817
-518.4609	-1.193175
-517.4706	-1.185081
-516.4635	-1.174692
-515.4567	-1.164414
-514.459	-1.155149
-513.4473	-1.147256
-512.4321	-1.139319
-511.4401	-1.131722
-510.4289	-1.121347
-509.4301	-1.108653
-508.4238	-1.100687
-507.4125	-1.090224
-506.4133	-1.082129
-505.4346	-1.076741
-504.449	-1.067191
-503.4637	-1.057317
-502.4808	-1.048037
-501.458	-1.03749
-500.4724	-1.02715
-499.4672	-1.018095
-498.444	-1.007446
-497.4542	-0.995933
-496.4354	-0.985407
-495.4474	-0.977196
-494.4846	-0.969549
-493.488	-0.961927
-492.4983	-0.956037
-491.4987	-0.946533
-490.4716	-0.935135
-489.4762	-0.92742
-488.4735	-0.917013
-487.4629	-0.907359
-486.4854	-0.900942
-485.4799	-0.89059
-484.4879	-0.879398
-483.478	-0.868652
-482.4761	-0.858896
-481.4877	-0.850693
-480.4789	-0.842915
-479.4866	-0.836248
-478.4885	-0.826276
-477.4671	-0.813066
-476.4688	-0.804183
-475.4751	-0.794878
-474.4635	-0.785321
-473.4886	-0.779767
-472.4953	-0.768163
-471.4795	-0.75292
-470.4782	-0.740924
-469.4684	-0.727575
-468.4634	-0.717427
-467.4594	-0.70874
-466.4496	-0.697916
-465.473	-0.686112
-464.4619	-0.672492
-463.4774	-0.662293
-462.4933	-0.651414
-461.4561	-0.637976
-460.4604	-0.627628
-459.4684	-0.612323
-458.4637	-0.596093
-457.4781	-0.5841
-456.4832	-0.568901
-455.4949	-0.555534
-454.4909	-0.542989
-453.4946	-0.525442
-452.5059	-0.50836
-451.4934	-0.488895
-450.5073	-0.468984
-449.4997	-0.45087
-448.4868	-0.430417
-447.4786	-0.411996
-446.4618	-0.391984
-445.4636	-0.369378
-444.48	-0.352157
-443.486	-0.331625
-442.4778	-0.309474
-441.4986	-0.290879
-440.4957	-0.263539
-439.4756	-0.23513
-438.4711	-0.209512
-437.4592	-0.180709
