Tension	Intensidad
mV	uA
Au CNEA Calcinado Ciclo 1 Ru 1mM	Au CNEA Calcinado Ciclo 1 Ru 1mM
-599.8109	-6.592434
-599.5779	-6.567236
-599.0958	-6.534305
-598.3646	-6.495903
-597.3777	-6.449284
-596.4023	-6.423005
-595.4128	-6.39797
-594.4256	-6.372325
-593.4469	-6.348578
-592.4326	-6.325921
-591.4405	-6.30514
-590.4528	-6.28452
-589.443	-6.262312
-588.4546	-6.240111
-587.4568	-6.217095
-586.4434	-6.195626
-585.4506	-6.17778
-584.4468	-6.160035
-583.4459	-6.140848
-582.4459	-6.123289
-581.4523	-6.103746
-580.4592	-6.084455
-579.4622	-6.064981
-578.4874	-6.046065
-577.5049	-6.027792
-576.4994	-6.008893
-575.4935	-5.993385
-574.5126	-5.977012
-573.4876	-5.958577
-572.4907	-5.94477
-571.4952	-5.92627
-570.4695	-5.906754
-569.4975	-5.891797
-568.5078	-5.870652
-567.4915	-5.85428
-566.47	-5.838058
-565.4439	-5.819473
-564.4117	-5.803585
-563.4108	-5.785768
-562.4254	-5.768167
-561.4307	-5.752909
-560.4377	-5.736066
-559.4695	-5.721451
-558.4579	-5.707154
-557.4466	-5.691338
-556.4761	-5.677735
-555.4709	-5.662813
-554.4866	-5.647065
-553.4899	-5.632949
-552.4752	-5.617007
-551.448	-5.600329
-550.4606	-5.586238
-549.4788	-5.571215
-548.4763	-5.557864
-547.4894	-5.545675
-546.4753	-5.532354
-545.4541	-5.518993
-544.4508	-5.505023
-543.4687	-5.491359
-542.4681	-5.475473
-541.452	-5.459031
-540.4618	-5.445056
-539.4478	-5.430094
-538.4289	-5.416444
-537.4725	-5.404942
-536.4767	-5.389959
-535.4874	-5.375325
-534.5158	-5.362188
-533.5234	-5.347213
-532.5178	-5.332147
-531.5048	-5.3177
-530.4977	-5.302108
-529.4645	-5.286133
-528.4551	-5.270754
-527.4413	-5.257312
-526.4448	-5.242692
-525.4521	-5.226124
-524.4708	-5.21383
-523.505	-5.199625
-522.5017	-5.185585
-521.4991	-5.175238
-520.4925	-5.160949
-519.4803	-5.146418
-518.4723	-5.132523
-517.475	-5.117996
-516.4762	-5.103969
-515.4672	-5.090016
-514.4729	-5.077919
-513.4833	-5.062309
-512.482	-5.04767
-511.4825	-5.034997
-510.4996	-5.020841
-509.4653	-5.009223
-508.4534	-4.999136
-507.4687	-4.986843
-506.4613	-4.973244
-505.4968	-4.961056
-504.5054	-4.945967
-503.4986	-4.930412
-502.4988	-4.915963
-501.4939	-4.901072
-500.491	-4.887385
-499.5088	-4.874969
-498.5112	-4.863061
-497.5063	-4.851452
-496.502	-4.837376
-495.4914	-4.824718
-494.4982	-4.81089
-493.4917	-4.79573
-492.5127	-4.78328
-491.5019	-4.768288
-490.4703	-4.753075
-489.4897	-4.740028
-488.4881	-4.72684
-487.4931	-4.713742
-486.5295	-4.702503
-485.5262	-4.689316
-484.5358	-4.67662
-483.5387	-4.663271
-482.5374	-4.648809
-481.5239	-4.634949
-480.5263	-4.620148
-479.5253	-4.60648
-478.5037	-4.5927
-477.499	-4.578757
-476.4852	-4.565924
-475.4908	-4.551315
-474.5081	-4.538604
-473.5212	-4.527458
-472.5304	-4.514256
-471.5282	-4.502871
-470.5133	-4.490729
-469.5133	-4.475748
-468.5	-4.463013
-467.498	-4.450528
-466.5085	-4.437016
-465.502	-4.424466
-464.4728	-4.409128
-463.4592	-4.393776
-462.4593	-4.379522
-461.4596	-4.365556
-460.507	-4.355181
-459.5157	-4.344147
-458.5041	-4.331148
-457.505	-4.320864
-456.4849	-4.306971
-455.5068	-4.292982
-454.532	-4.280847
-453.558	-4.264983
-452.5564	-4.249854
-451.5148	-4.234847
-450.4857	-4.221472
-449.4617	-4.208428
-448.4671	-4.196964
-447.5087	-4.186338
-446.5356	-4.174098
-445.542	-4.160439
-444.5497	-4.148067
-443.5385	-4.134752
-442.5342	-4.119133
-441.5404	-4.106877
-440.5414	-4.09245
-439.5302	-4.078225
-438.5084	-4.066756
-437.4993	-4.053248
-436.5094	-4.041029
-435.5277	-4.028696
-434.5179	-4.016343
-433.5244	-4.004105
-432.5109	-3.988854
-431.5056	-3.975715
-430.5195	-3.961666
-429.5033	-3.947474
-428.514	-3.936007
-427.5018	-3.92352
-426.485	-3.909919
-425.4894	-3.89647
-424.4755	-3.884248
-423.4972	-3.86956
-422.5431	-3.856801
-421.5596	-3.843519
-420.5527	-3.829697
-419.527	-3.816183
-418.4894	-3.802849
-417.481	-3.791115
-416.4724	-3.777601
-415.4965	-3.766334
-414.4963	-3.75354
-413.4964	-3.736768
-412.5156	-3.723729
-411.4844	-3.712048
-410.4912	-3.699147
-409.4944	-3.690164
-408.483	-3.677174
-407.4865	-3.662596
-406.5027	-3.650327
-405.4931	-3.636575
-404.508	-3.623628
-403.524	-3.609617
-402.5201	-3.596686
-401.5264	-3.582624
-400.5206	-3.565163
-399.5199	-3.550582
-398.5254	-3.535209
-397.5121	-3.518971
-396.5226	-3.509378
-395.5244	-3.495228
-394.5236	-3.479145
-393.5475	-3.467308
-392.547	-3.453593
-391.5428	-3.439851
