Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA
Ru T4 50mv/seg	Ru T4 50mv/seg	Ru T9 50mv/seg - Adsorbido	Ru T9 50mv/seg - Adsorbido	au Control	
-26.47086	8.147964	-26.41806	-0.180903	-26.48448	8.038528
-27.44165	8.112899	-27.42276	-0.193388	-27.46964	7.99173
-28.42196	8.0796	-28.42818	-0.201331	-28.47089	7.942464
-29.42595	8.046833	-29.46099	-0.209314	-29.4706	7.892889
-30.42808	8.010983	-30.45985	-0.221007	-30.50354	7.840122
-31.43807	7.977718	-31.46016	-0.224555	-31.51737	7.79275
-32.44534	7.942829	-32.45098	-0.229116	-32.52528	7.74512
-33.46453	7.903674	-33.43015	-0.236647	-33.52633	7.700388
-34.47431	7.86563	-34.43896	-0.242133	-34.54773	7.65092
-35.49447	7.825792	-35.40351	-0.250625	-35.54913	7.596773
-36.47708	7.786979	-36.4066	-0.26035	-36.55477	7.544302
-37.46533	7.749171	-37.40274	-0.268999	-37.58036	7.48371
-38.45483	7.710619	-38.3885	-0.277146	-38.54824	7.42583
-39.44144	7.673299	-39.38171	-0.284329	-39.56026	7.367375
-40.45164	7.633008	-40.38905	-0.294071	-40.54858	7.303505
-41.46109	7.593052	-41.4173	-0.303709	-41.54726	7.241198
-42.45438	7.555496	-42.42988	-0.310436	-42.56868	7.184041
-43.45806	7.515643	-43.45803	-0.321364	-43.57373	7.125244
-44.48196	7.476683	-44.4368	-0.328753	-44.57639	7.071874
-45.50178	7.438253	-45.42623	-0.3342	-45.56119	7.018814
-46.50949	7.394545	-46.4206	-0.346118	-46.54071	6.955267
-47.47844	7.351023	-47.40761	-0.355006	-47.52238	6.891515
-48.426	7.309027	-48.42585	-0.364605	-48.52528	6.821311
-49.39989	7.265221	-49.44137	-0.375185	-49.52556	6.749087
-50.39387	7.223701	-50.45833	-0.382822	-50.5355	6.680693
-51.40797	7.179963	-51.44923	-0.389733	-51.54635	6.613053
-52.4333	7.134058	-52.43336	-0.396543	-52.54244	6.549229
-53.41611	7.084725	-53.41168	-0.40705	-53.54381	6.48038
-54.43292	7.033308	-54.39154	-0.417905	-54.53217	6.405527
-55.43777	6.984663	-55.39101	-0.428022	-55.51637	6.327407
-56.45539	6.932522	-56.40926	-0.440587	-56.50909	6.242171
-57.45234	6.881717	-57.41945	-0.45097	-57.50987	6.159081
-58.42881	6.833548	-58.41315	-0.458962	-58.49056	6.07886
-59.41856	6.780169	-59.43084	-0.472142	-59.50447	5.990582
-60.4242	6.727964	-60.42235	-0.483154	-60.51884	5.905561
-61.4404	6.677326	-61.41637	-0.492506	-61.52817	5.81837
-62.46389	6.623438	-62.42178	-0.504765	-62.56367	5.728779
-63.47949	6.572864	-63.43115	-0.512996	-63.57561	5.647149
-64.45525	6.522337	-64.42367	-0.522305	-64.54552	5.56469
-65.45547	6.467253	-65.41345	-0.535763	-65.55122	5.47612
-66.44073	6.411698	-66.424	-0.547615	-66.53668	5.385689
-67.44756	6.353706	-67.4291	-0.561285	-67.51853	5.285649
-68.44846	6.29556	-68.45035	-0.574375	-68.55268	5.17851
-69.47195	6.238328	-69.47612	-0.585746	-69.55009	5.072781
-70.49426	6.179844	-70.48322	-0.597255	-70.56297	4.971179
-71.47169	6.121529	-71.47372	-0.606844	-71.58188	4.875195
-72.48866	6.060348	-72.45382	-0.617232	-72.57016	4.77331
-73.48131	5.999122	-73.45281	-0.629165	-73.5695	4.668358
-74.46779	5.939913	-74.44479	-0.639823	-74.55807	4.559438
-75.49158	5.876572	-75.44512	-0.655273	-75.52615	4.435746
-76.47074	5.815515	-76.43777	-0.670076	-76.53358	4.318173
-77.44266	5.752872	-77.43324	-0.681783	-77.50703	4.204746
-78.45425	5.684121	-78.42593	-0.700956	-78.50563	4.074884
-79.43861	5.617755	-79.41586	-0.716644	-79.50344	3.948061
-80.45505	5.548434	-80.43597	-0.731746	-80.51163	3.817655
-81.47264	5.479512	-81.43371	-0.748241	-81.53384	3.678986
-82.46275	5.415321	-82.44722	-0.761966	-82.53443	3.552684
-83.46955	5.349862	-83.46008	-0.775116	-83.54003	3.427778
-84.45378	5.283092	-84.44504	-0.790559	-84.52551	3.303474
-85.4427	5.214608	-85.43381	-0.806987	-85.51354	3.17078
-86.45407	5.141412	-86.43756	-0.822246	-86.51821	3.033728
-87.44012	5.068604	-87.42867	-0.835122	-87.51212	2.894254
-88.43629	4.993869	-88.42719	-0.851656	-88.49869	2.739834
-89.43822	4.919283	-89.42461	-0.866762	-89.52599	2.59362
-90.42676	4.847297	-90.40247	-0.880918	-90.50472	2.452361
-91.45034	4.766094	-91.38097	-0.904487	-91.53827	2.288508
-92.44601	4.68841	-92.3871	-0.9237	-92.55208	2.127881
-93.46124	4.608848	-93.39511	-0.942624	-93.51894	1.967661
-94.46277	4.525475	-94.40837	-0.964904	-94.53947	1.791918
-95.44321	4.447627	-95.4241	-0.981783	-95.51854	1.630264
-96.46288	4.366623	-96.43219	-0.998273	-96.52036	1.470815
-97.45924	4.279841	-97.41322	-1.017859	-97.52441	1.29576
-98.46514	4.192065	-98.39565	-1.036354	-98.50327	1.11881
-99.45454	4.100446	-99.39198	-1.055754	-99.50052	0.929084
-100.4416	4.007294	-100.3892	-1.075127	-100.4949	0.740716
-101.4283	3.916853	-101.4066	-1.094264	-101.5139	0.552894
-102.41	3.826719	-102.4033	-1.11605	-102.5262	0.369921
-103.4121	3.7378	-103.3988	-1.136574	-103.5222	0.199042
-104.4152	3.638736	-104.3968	-1.163421	-104.5087	0.006212
-105.4213	3.536343	-105.3997	-1.189639	-105.4965	-0.193934
-106.4384	3.430748	-106.4092	-1.20964	-106.5058	-0.393144
-107.4561	3.315475	-107.4051	-1.234333	-107.4993	-0.616185
-108.4521	3.20615	-108.4099	-1.254815	-108.519	-0.831957
-109.4671	3.098264	-109.3919	-1.275667	-109.5127	-1.04102
-110.4601	2.981559	-110.4018	-1.303011	-110.5206	-1.270505
-111.4506	2.867065	-111.4002	-1.328896	-111.5515	-1.495205
-112.4723	2.751327	-112.3885	-1.35539	-112.5698	-1.722066
-113.4597	2.628103	-113.4011	-1.381486	-113.5734	-1.950896
-114.4637	2.51193	-114.3984	-1.404231	-114.5668	-2.168506
-115.4541	2.39291	-115.4098	-1.42575	-115.5511	-2.392263
-116.4394	2.265028	-116.4063	-1.447801	-116.5225	-2.620274
-117.4425	2.131092	-117.4091	-1.470683	-117.537	-2.869402
-118.4399	1.989104	-118.4192	-1.494584	-118.5333	-3.139352
-119.469	1.848061	-119.4268	-1.515008	-119.5495	-3.404676
-120.467	1.704459	-120.4443	-1.53679	-120.5681	-3.677478
-121.4726	1.560779	-121.4474	-1.558474	-121.5727	-3.941515
-122.4678	1.417164	-122.4267	-1.577562	-122.5824	-4.180891
-123.4492	1.255184	-123.4225	-1.604928	-123.5943	-4.437953
-124.446	1.092198	-124.4092	-1.62931	-124.5928	-4.694335
-125.4329	0.928168	-125.4212	-1.651898	-125.5655	-4.954832
-126.4469	0.753912	-126.4299	-1.676681	-126.5516	-5.240747
-127.453	0.588664	-127.4221	-1.693531	-127.534	-5.518329
-128.4412	0.42012	-128.4189	-1.712143	-128.5241	-5.80542
-129.4213	0.236506	-129.3998	-1.736901	-129.546	-6.111996
-130.4051	0.051182	-130.4047	-1.762195	-130.5319	-6.418601
-131.4016	-0.15082	-131.4076	-1.794091	-131.5341	-6.744701
-132.4127	-0.360136	-132.3995	-1.824548	-132.5327	-7.066334
-133.451	-0.56945	-133.4115	-1.850748	-133.5187	-7.373983
-134.4586	-0.781494	-134.411	-1.875144	-134.5327	-7.680878
-135.4346	-0.989441	-135.4059	-1.893466	-135.5174	-7.979827
-136.4462	-1.198498	-136.4272	-1.915451	-136.5142	-8.302724
-137.4169	-1.408258	-137.4192	-1.935016	-137.5356	-8.64186
-138.402	-1.619974	-138.4077	-1.95114	-138.534	-8.986996
-139.4147	-1.849536	-139.4298	-1.97538	-139.5378	-9.360912
-140.3934	-2.089135	-140.3983	-1.995702	-140.5597	-9.715305
-141.3854	-2.330214	-141.3746	-2.015694	-141.5431	-10.05953
-142.3871	-2.597709	-142.3893	-2.048951	-142.5667	-10.43226
-143.3839	-2.865164	-143.3622	-2.074802	-143.5672	-10.77765
-144.3865	-3.137354	-144.3882	-2.099511	-144.5478	-11.15306
-145.4029	-3.424392	-145.4062	-2.126243	-145.5661	-11.56101
-146.4081	-3.697996	-146.4026	-2.140937	-146.548	-11.94072
-147.4144	-3.971294	-147.4221	-2.159013	-147.5751	-12.3397
-148.403	-4.250303	-148.3992	-2.179678	-148.588	-12.73557
-149.3755	-4.538857	-149.3967	-2.204717	-149.5645	-13.1317
-150.3718	-4.837823	-150.3861	-2.233566	-150.5585	-13.54747
-151.3553	-5.141532	-151.375	-2.260493	-151.526	-13.95833
-152.3555	-5.465353	-152.4038	-2.29181	-152.5269	-14.37696
-153.3759	-5.789175	-153.3984	-2.317908	-153.5182	-14.78368
-154.3699	-6.105356	-154.3885	-2.337966	-154.5156	-15.17335
-155.4015	-6.454854	-155.3781	-2.372094	-155.5165	-15.61328
-156.3961	-6.80184	-156.3738	-2.401082	-156.5134	-16.053
-157.3887	-7.145992	-157.3616	-2.427597	-157.5143	-16.52425
-158.4261	-7.515656	-158.3853	-2.465168	-158.5274	-17.02904
-159.4073	-7.873389	-159.4002	-2.491812	-159.5282	-17.50961
-160.4219	-8.230337	-160.3836	-2.518576	-160.5286	-17.98446
-161.4163	-8.61207	-161.414	-2.555842	-161.5482	-18.46205
-162.3755	-9.000774	-162.4099	-2.591279	-162.5567	-18.93611
-163.3793	-9.401121	-163.42	-2.628967	-163.5698	-19.41853
-164.372	-9.806848	-164.4198	-2.664994	-164.5653	-19.90819
-165.4051	-10.21405	-165.3905	-2.693232	-165.548	-20.39686
-166.4132	-10.61854	-166.3741	-2.714682	-166.5458	-20.8597
-167.399	-11.01327	-167.3502	-2.735288	-167.5374	-21.32634
-168.4119	-11.43488	-168.3575	-2.771948	-168.5464	-21.83839
-169.3969	-11.86833	-169.3742	-2.816358	-169.5645	-22.37428
-170.4101	-12.29796	-170.381	-2.859937	-170.5651	-22.92085
-171.4136	-12.76009	-171.4034	-2.91494	-171.5629	-23.49429
-172.4121	-13.22037	-172.4201	-2.959386	-172.572	-24.03226
-173.3919	-13.67337	-173.4301	-2.995423	-173.5668	-24.52579
-174.3856	-14.15372	-174.4497	-3.043489	-174.5685	-25.04787
-175.4057	-14.62576	-175.4369	-3.082458	-175.5571	-25.55918
-176.3926	-15.09557	-176.4043	-3.118931	-176.5407	-26.07634
-177.4083	-15.57041	-177.3846	-3.159192	-177.5435	-26.6235
-178.3915	-16.03558	-178.3513	-3.193792	-178.5195	-27.17018
-179.361	-16.50933	-179.3456	-3.23097	-179.512	-27.72837
-180.3454	-16.99307	-180.3478	-3.273954	-180.493	-28.28706
-181.3546	-17.50411	-181.3458	-3.328672	-181.4836	-28.85526
-182.3533	-18.04462	-182.3507	-3.39173	-182.4982	-29.43491
-183.3577	-18.58356	-183.3499	-3.447687	-183.5099	-29.97411
-184.386	-19.13444	-184.3625	-3.506248	-184.5133	-30.52498
-185.3874	-19.67893	-185.3884	-3.556563	-185.51	-31.07168
-186.3822	-20.19273	-186.391	-3.590925	-186.5031	-31.58928
-187.3885	-20.72879	-187.381	-3.641816	-187.5203	-32.16274
-188.3826	-21.26349	-188.3726	-3.691398	-188.5418	-32.74115
-189.366	-21.79754	-189.3483	-3.741488	-189.5447	-33.31905
-190.3895	-22.35932	-190.3321	-3.804768	-190.5543	-33.9173
-191.3876	-22.91081	-191.3509	-3.860757	-191.5549	-34.47295
-192.3805	-23.46913	-192.3351	-3.91632	-192.538	-34.99884
-193.3832	-24.04916	-193.3364	-3.981127	-193.5405	-35.52662
-194.36	-24.62777	-194.3477	-4.043319	-194.5055	-36.03596
-195.3491	-25.22019	-195.3164	-4.109293	-195.4983	-36.56472
-196.3483	-25.80608	-196.3392	-4.170792	-196.4818	-37.0992
-197.3571	-26.37457	-197.3573	-4.223662	-197.4785	-37.62147
-198.3627	-26.94597	-198.3684	-4.280827	-198.4897	-38.16188
-199.3572	-27.50796	-199.3946	-4.330543	-199.4731	-38.68263
-200.3527	-28.09301	-200.3838	-4.395098	-200.4864	-39.2189
-201.3387	-28.69265	-201.3532	-4.467711	-201.4852	-39.74087
-202.3424	-29.28847	-202.3384	-4.532238	-202.4777	-40.22242
-203.3593	-29.90833	-203.3047	-4.609716	-203.4681	-40.71027
-204.3573	-30.5084	-204.2984	-4.676682	-204.4646	-41.15928
-205.3405	-31.09292	-205.3047	-4.734504	-205.4312	-41.58598
-206.3232	-31.7029	-206.3023	-4.808087	-206.4324	-42.06184
-207.3156	-32.29695	-207.3167	-4.876979	-207.4238	-42.52886
-208.2928	-32.90305	-208.317	-4.953534	-208.4268	-43.018
-209.2843	-33.53363	-209.3312	-5.042201	-209.4574	-43.54217
-210.2909	-34.13917	-210.3367	-5.11916	-210.4768	-44.00892
-211.2976	-34.75355	-211.3411	-5.200397	-211.5207	-44.45786
-212.3151	-35.37911	-212.3534	-5.283013	-212.5274	-44.87803
-213.3178	-36.00266	-213.3587	-5.364226	-213.5289	-45.26248
-214.3365	-36.63569	-214.3697	-5.451731	-214.531	-45.64125
-215.3369	-37.24995	-215.3701	-5.527346	-215.5148	-45.98935
-216.342	-37.85444	-216.3552	-5.599878	-216.5216	-46.34178
-217.359	-38.43646	-217.3495	-5.664571	-217.5193	-46.67599
-218.3471	-38.99922	-218.3254	-5.724214	-218.5029	-46.99597
-219.3559	-39.59889	-219.3416	-5.814736	-219.5005	-47.36265
-220.3608	-40.19735	-220.3551	-5.908221	-220.4912	-47.70118
-221.3487	-40.80387	-221.3497	-6.003333	-221.5043	-48.02381
-222.3427	-41.44205	-222.3604	-6.106851	-222.5435	-48.35199
-223.3233	-42.04618	-223.3629	-6.186094	-223.5617	-48.60177
-224.3341	-42.63172	-224.3544	-6.257993	-224.5615	-48.81786
-225.3618	-43.22203	-225.3624	-6.339797	-225.5491	-49.03972
-226.3442	-43.78439	-226.3517	-6.413941	-226.5346	-49.23969
-227.3556	-44.33974	-227.3382	-6.494458	-227.5191	-49.44613
-228.3268	-44.89058	-228.3453	-6.572717	-228.5231	-49.65752
-229.3172	-45.43035	-229.3071	-6.648283	-229.5296	-49.85034
-230.3263	-45.96599	-230.3287	-6.726159	-230.5032	-50.01479
-231.2921	-46.49412	-231.3033	-6.800228	-231.4832	-50.14317
-232.3105	-47.05611	-232.291	-6.896885	-232.4706	-50.28018
-233.3003	-47.62022	-233.3012	-6.995504	-233.4839	-50.38757
-234.3091	-48.16295	-234.2827	-7.086507	-234.5021	-50.45479
-235.3385	-48.72586	-235.3236	-7.190305	-235.5099	-50.54792
-236.3333	-49.24849	-236.3483	-7.277507	-236.5219	-50.59692
-237.3306	-49.73009	-237.3658	-7.35129	-237.5115	-50.61638
-238.3259	-50.23598	-238.3922	-7.442931	-238.5149	-50.68429
-239.3134	-50.71836	-239.3688	-7.526148	-239.5123	-50.71495
-240.3196	-51.19196	-240.3609	-7.603061	-240.5264	-50.73072
-241.3241	-51.68404	-241.3529	-7.692736	-241.5435	-50.74505
-242.3252	-52.15775	-242.3412	-7.774806	-242.551	-50.7059
-243.3318	-52.61961	-243.338	-7.853635	-243.5649	-50.63515
-244.3164	-53.07393	-244.3324	-7.942486	-244.531	-50.54699
-245.3213	-53.5274	-245.3439	-8.035129	-245.4837	-50.4622
-246.3406	-53.96832	-246.3553	-8.126859	-246.4714	-50.37914
-247.3232	-54.37355	-247.3583	-8.208501	-247.4758	-50.28215
-248.3559	-54.77714	-248.3672	-8.293741	-248.4891	-50.19455
-249.3398	-55.15775	-249.3467	-8.372781	-249.5156	-50.08712
-250.3154	-55.50199	-250.3045	-8.440443	-250.5004	-49.93518
-251.3299	-55.88181	-251.3089	-8.534436	-251.4972	-49.80724
-252.3065	-56.26214	-252.2908	-8.627936	-252.5029	-49.64553
-253.3087	-56.62077	-253.3002	-8.713924	-253.5152	-49.44218
-254.3327	-56.99528	-254.3332	-8.812443	-254.5346	-49.2583
-255.3216	-57.32538	-255.3192	-8.888589	-255.5217	-49.03138
-256.3087	-57.60923	-256.3224	-8.949409	-256.5078	-48.79938
-257.3156	-57.89455	-257.2965	-9.018867	-257.4669	-48.5969
-258.2792	-58.17108	-258.2842	-9.090809	-258.4713	-48.40008
-259.294	-58.45612	-259.2869	-9.175369	-259.487	-48.21623
-260.2954	-58.73596	-260.2684	-9.267203	-260.4959	-48.01627
-261.3047	-59.00928	-261.2955	-9.362307	-261.5253	-47.79453
-262.3271	-59.25056	-262.3008	-9.454787	-262.516	-47.55284
-263.348	-59.46119	-263.3174	-9.531903	-263.516	-47.27477
-264.3416	-59.67639	-264.337	-9.616975	-264.5091	-47.012
-265.3429	-59.87013	-265.3434	-9.696856	-265.5152	-46.74873
-266.3513	-60.04215	-266.3447	-9.756094	-266.5051	-46.46528
-267.342	-60.22473	-267.3468	-9.82373	-267.5125	-46.20995
-268.3675	-60.36818	-268.352	-9.880837	-268.5235	-45.94431
-269.3346	-60.47968	-269.3231	-9.925994	-269.5054	-45.66348
-270.3163	-60.61765	-270.3151	-9.999825	-270.5138	-45.41665
-271.3234	-60.73019	-271.2975	-10.07699	-271.5044	-45.1486
-272.3205	-60.84038	-272.2876	-10.1601	-272.519	-44.87713
-273.3545	-60.95317	-273.3253	-10.25001	-273.5433	-44.60015
-274.3703	-61.01049	-274.3326	-10.32022	-274.5705	-44.29763
-275.3667	-61.04718	-275.3368	-10.38026	-275.5626	-43.9991
-276.3534	-61.0801	-276.3415	-10.42655	-276.5478	-43.70185
-277.3439	-61.11327	-277.3442	-10.47216	-277.5432	-43.42486
-278.3453	-61.1559	-278.3394	-10.52759	-278.5344	-43.16391
-279.3423	-61.17229	-279.3453	-10.57168	-279.5534	-42.89308
-280.3375	-61.17115	-280.3437	-10.62517	-280.5537	-42.6262
-281.3365	-61.14238	-281.3163	-10.68034	-281.5533	-42.34827
-282.3082	-61.0578	-282.3161	-10.71748	-282.5216	-42.04937
-283.2835	-61.0092	-283.3007	-10.78137	-283.5182	-41.77364
-284.2877	-60.95364	-284.2967	-10.84327	-284.5221	-41.492
-285.2825	-60.88846	-285.3121	-10.898	-285.5087	-41.21552
-286.2991	-60.86224	-286.3168	-10.96035	-286.52	-40.96266
-287.3158	-60.80751	-287.3163	-10.99878	-287.501	-40.69303
-288.3305	-60.72636	-288.3261	-11.03029	-288.5035	-40.43344
-289.3354	-60.64206	-289.2929	-11.067	-289.5183	-40.18023
-290.3384	-60.53859	-290.2888	-11.10322	-290.5352	-39.92184
-291.3243	-60.41776	-291.3116	-11.15247	-291.5546	-39.66768
-292.3116	-60.27715	-292.2852	-11.20212	-292.5668	-39.40773
-293.3102	-60.12694	-293.3037	-11.24373	-293.5591	-39.13817
-294.3041	-59.96717	-294.3045	-11.28062	-294.5428	-38.87623
-295.3148	-59.78833	-295.2757	-11.30075	-295.5249	-38.6183
-296.3204	-59.63829	-296.2961	-11.32498	-296.4877	-38.37723
-297.3175	-59.49843	-297.2919	-11.35003	-297.4842	-38.14832
-298.325	-59.33296	-298.2713	-11.36673	-298.4788	-37.91904
-299.3245	-59.18271	-299.3011	-11.39712	-299.4815	-37.69769
-300.3103	-59.00326	-300.3035	-11.41849	-300.5225	-37.46832
-301.3029	-58.78326	-301.2905	-11.43407	-301.5133	-37.23264
-302.2827	-58.575	-302.3026	-11.46757	-302.5312	-37.01087
-303.2936	-58.34652	-303.2778	-11.48863	-303.5388	-36.77294
-304.296	-58.11677	-304.2562	-11.50684	-304.5178	-36.54364
-305.3101	-57.89478	-305.2744	-11.52548	-305.5257	-36.3269
-306.3174	-57.66352	-306.2577	-11.52078	-306.5074	-36.09853
-307.2754	-57.43702	-307.2445	-11.51063	-307.4922	-35.88377
-308.279	-57.20882	-308.2565	-11.50465	-308.4637	-35.67641
-309.2542	-56.99221	-309.2386	-11.50766	-309.4593	-35.47397
-310.2769	-56.78667	-310.2653	-11.52489	-310.4893	-35.28111
-311.3075	-56.5587	-311.2916	-11.54489	-311.5009	-35.08648
-312.3177	-56.3229	-312.3077	-11.56743	-312.5331	-34.88507
-313.3358	-56.07174	-313.3376	-11.57709	-313.5457	-34.68465
-314.3104	-55.79259	-314.3237	-11.56816	-314.5261	-34.47969
-315.2923	-55.54086	-315.3274	-11.56923	-315.5344	-34.28898
-316.2951	-55.28951	-316.3042	-11.55679	-316.5209	-34.10637
-317.3017	-55.03802	-317.2844	-11.53556	-317.5069	-33.91174
-318.3107	-54.80312	-318.2899	-11.5269	-318.5198	-33.73733
-319.321	-54.53511	-319.2779	-11.49978	-319.5232	-33.55611
-320.3148	-54.25522	-320.2791	-11.46983	-320.5035	-33.37247
-321.3176	-53.97892	-321.2808	-11.46322	-321.532	-33.20771
-322.3135	-53.68568	-322.2862	-11.44766	-322.5146	-33.03413
-323.3347	-53.40741	-323.301	-11.43791	-323.5141	-32.86302
-324.3463	-53.13068	-324.2988	-11.42621	-324.5523	-32.69409
-325.3419	-52.84214	-325.3178	-11.39473	-325.5238	-32.52362
-326.3232	-52.56295	-326.3104	-11.35812	-326.5437	-32.35782
-327.2903	-52.27059	-327.2971	-11.30652	-327.5276	-32.19446
-328.2831	-51.99238	-328.3002	-11.26483	-328.5233	-32.04028
-329.2806	-51.71037	-329.2768	-11.22138	-329.5457	-31.88912
-330.2927	-51.41241	-330.2664	-11.17332	-330.5255	-31.72981
-331.3027	-51.12434	-331.276	-11.14306	-331.5278	-31.57484
-332.2949	-50.80618	-332.2768	-11.10122	-332.5342	-31.42116
-333.2712	-50.4755	-333.2786	-11.04729	-333.5267	-31.26578
-334.2916	-50.17764	-334.2772	-11.0111	-334.5222	-31.12874
-335.2791	-49.87349	-335.2597	-10.96464	-335.5189	-30.99225
-336.2743	-49.58968	-336.2776	-10.91419	-336.4872	-30.85625
-337.3105	-49.33053	-337.2782	-10.87149	-337.4907	-30.72165
-338.3145	-49.0464	-338.2781	-10.8153	-338.5002	-30.58473
-339.3325	-48.75651	-339.2861	-10.75608	-339.519	-30.45386
-340.3243	-48.45909	-340.2567	-10.69703	-340.5599	-30.32067
-341.3077	-48.15027	-341.2542	-10.64579	-341.5666	-30.1945
-342.3134	-47.83985	-342.2774	-10.59803	-342.5796	-30.06895
-343.3025	-47.51917	-343.255	-10.54013	-343.576	-29.93763
-344.2969	-47.20935	-344.2731	-10.4848	-344.5581	-29.80924
-345.2865	-46.8914	-345.2923	-10.41597	-345.544	-29.6781
-346.235	-46.57203	-346.2641	-10.32993	-346.5289	-29.55012
-347.2303	-46.28827	-347.2763	-10.25941	-347.5283	-29.42949
-348.2387	-45.9986	-348.2548	-10.18777	-348.5188	-29.31351
-349.2497	-45.70518	-349.22	-10.11279	-349.5107	-29.19527
-350.2876	-45.42713	-350.2016	-10.05347	-350.5194	-29.08078
-351.2979	-45.11673	-351.2097	-9.984375	-351.5034	-28.96636
-352.3116	-44.78907	-352.2195	-9.909206	-352.5048	-28.8557
-353.3204	-44.47498	-353.2327	-9.839586	-353.5079	-28.75227
-354.3115	-44.15604	-354.2632	-9.763614	-354.4779	-28.64726
-355.3184	-43.84519	-355.2662	-9.686945	-355.5001	-28.54483
-356.3047	-43.54572	-356.2704	-9.603905	-356.5005	-28.44003
-357.2818	-43.24846	-357.2879	-9.516325	-357.4848	-28.33633
-358.2706	-42.94785	-358.2784	-9.429106	-358.484	-28.23697
-359.2388	-42.63956	-359.2464	-9.336209	-359.4642	-28.13548
-360.2463	-42.34894	-360.2406	-9.259243	-360.4752	-28.03703
-361.2393	-42.05467	-361.2276	-9.190629	-361.4973	-27.93947
-362.2294	-41.74767	-362.2401	-9.115431	-362.5253	-27.8404
-363.2383	-41.45985	-363.2725	-9.049601	-363.5222	-27.74467
-364.2376	-41.16228	-364.2912	-8.972649	-364.5086	-27.6484
-365.2428	-40.85528	-365.29	-8.880881	-365.4979	-27.55349
-366.2656	-40.57599	-366.2979	-8.797983	-366.4943	-27.46265
-367.283	-40.28993	-367.2932	-8.709797	-367.5037	-27.37052
-368.2625	-40.00166	-368.2818	-8.617536	-368.498	-27.282
-369.2763	-39.71951	-369.2801	-8.531555	-369.5027	-27.19442
-370.2505	-39.42818	-370.2729	-8.440704	-370.5119	-27.10817
-371.2358	-39.12877	-371.2744	-8.349839	-371.5119	-27.02621
-372.258	-38.82907	-372.2771	-8.269064	-372.5224	-26.94638
-373.2639	-38.54033	-373.2852	-8.191307	-373.5193	-26.86947
-374.2861	-38.26067	-374.2795	-8.116692	-374.5106	-26.7877
-375.293	-37.97912	-375.2607	-8.033921	-375.4976	-26.70454
-376.2919	-37.70937	-376.2531	-7.947451	-376.499	-26.62132
-377.2849	-37.43956	-377.2794	-7.857089	-377.4985	-26.53824
-378.2755	-37.15537	-378.2793	-7.759202	-378.4798	-26.46037
-379.2764	-36.89035	-379.2852	-7.67486	-379.4965	-26.38788
-380.2673	-36.62093	-380.2997	-7.589085	-380.4911	-26.31535
-381.2738	-36.3441	-381.2717	-7.502015	-381.4896	-26.24292
-382.2661	-36.08307	-382.2586	-7.424839	-382.4933	-26.17138
-383.2627	-35.80827	-383.2695	-7.33633	-383.4866	-26.09551
-384.2542	-35.53887	-384.2466	-7.246754	-384.4711	-26.02202
-385.2084	-35.27551	-385.2457	-7.165035	-385.4566	-25.95122
-386.2085	-35.0239	-386.2624	-7.081264	-386.4593	-25.88066
-387.2172	-34.78479	-387.2583	-7.006937	-387.4672	-25.81365
-388.2404	-34.54568	-388.2722	-6.933208	-388.4874	-25.74831
-389.2878	-34.31193	-389.2613	-6.855732	-389.5063	-25.68464
-390.2832	-34.06978	-390.2479	-6.781073	-390.5303	-25.62197
-391.2604	-33.82227	-391.2317	-6.699333	-391.5226	-25.56009
-392.2488	-33.57748	-392.2186	-6.624774	-392.5224	-25.49898
-393.2168	-33.33788	-393.2352	-6.552558	-393.5257	-25.43569
-394.2106	-33.09705	-394.2289	-6.471438	-394.4948	-25.37051
-395.2291	-32.86993	-395.2387	-6.399834	-395.4879	-25.3049
-396.2178	-32.64611	-396.2357	-6.326002	-396.4668	-25.23901
-397.2269	-32.41798	-397.2178	-6.248753	-397.4344	-25.17405
-398.2396	-32.21097	-398.2216	-6.188054	-398.4368	-25.11841
-399.2373	-31.99423	-399.204	-6.122175	-399.4542	-25.06317
-400.2447	-31.78265	-400.2223	-6.05651	-400.4779	-25.00909
-401.2541	-31.57538	-401.2209	-5.991974	-401.5095	-24.95663
-402.2573	-31.35941	-402.2332	-5.921502	-402.5096	-24.89885
-403.2296	-31.15221	-403.237	-5.851697	-403.4917	-24.84114
-404.2227	-30.94779	-404.2096	-5.783625	-404.4704	-24.78401
-405.2069	-30.75411	-405.2001	-5.721396	-405.4482	-24.72977
-406.2012	-30.56749	-406.1975	-5.664241	-406.4677	-24.67844
-407.219	-30.37961	-407.1991	-5.604251	-407.4525	-24.62979
-408.2131	-30.1956	-408.1898	-5.547992	-408.4601	-24.58552
-409.2164	-30.00781	-409.1844	-5.490438	-409.4636	-24.53768
-410.203	-29.81686	-410.1454	-5.427768	-410.4261	-24.48652
-411.2095	-29.64072	-411.1335	-5.376204	-411.441	-24.43944
-412.2171	-29.46876	-412.1518	-5.324721	-412.4403	-24.38905
-413.2072	-29.29897	-413.1482	-5.274037	-413.4396	-24.34078
-414.2227	-29.14286	-414.1814	-5.231391	-414.4768	-24.2955
-415.2073	-28.97748	-415.1807	-5.183414	-415.4877	-24.24729
-416.1881	-28.8117	-416.1553	-5.13609	-416.4727	-24.20078
-417.2086	-28.65556	-417.1708	-5.091537	-417.49	-24.15551
-418.2108	-28.49828	-418.1634	-5.045692	-418.4886	-24.1137
