Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA
Ru T4 50mv/seg	Ru T4 50mv/seg	Ru T9 50mv/seg - Adsorbido	Ru T9 50mv/seg - Adsorbido	au Control	
-212.5089	20.30514	-212.4994	5.608345	-212.7005	16.56589
-211.5051	20.5491	-211.477	5.534044	-211.6915	17.1407
-210.5151	20.80013	-210.4759	5.464308	-210.6996	17.74154
-209.5367	21.05718	-209.4591	5.397647	-209.6677	18.33797
-208.5006	21.34713	-208.4443	5.346944	-208.6567	18.95929
-207.4954	21.61576	-207.4556	5.286327	-207.6389	19.53218
-206.4734	21.87078	-206.4355	5.219714	-206.634	20.0621
-205.4782	22.13135	-205.4475	5.154424	-205.6248	20.59144
-204.507	22.35176	-204.4442	5.072619	-204.635	21.07696
-203.5055	22.57952	-203.4459	5.000427	-203.6495	21.60431
-202.5365	22.81914	-202.4542	4.934049	-202.6424	22.17245
-201.5232	23.03624	-201.4645	4.85823	-201.6993	22.72386
-200.502	23.27589	-200.4828	4.793646	-200.7174	23.32093
-199.5294	23.52127	-199.4866	4.729832	-199.7296	23.90857
-198.5405	23.76118	-198.504	4.664755	-198.7256	24.46237
-197.5598	24.02436	-197.5006	4.615047	-197.6881	25.03905
-196.5871	24.28367	-196.514	4.565705	-196.688	25.58464
-195.5627	24.54705	-195.5144	4.518075	-195.6691	26.12419
-194.5255	24.79673	-194.5188	4.4606	-194.6916	26.65018
-193.5289	25.01736	-193.5444	4.390108	-193.7103	27.15327
-192.522	25.22916	-192.5371	4.322242	-192.7111	27.66669
-191.5589	25.42249	-191.547	4.251685	-191.728	28.1757
-190.6007	25.62768	-190.5377	4.196115	-190.7132	28.71935
-189.583	25.86334	-189.5181	4.154331	-189.6888	29.287
-188.5949	26.08298	-188.534	4.099978	-188.6935	29.8049
-187.57	26.31453	-187.5543	4.051452	-187.6837	30.32299
-186.5492	26.54768	-186.5578	4.00497	-186.6904	30.81771
-185.5623	26.7412	-185.5659	3.946174	-185.7397	31.25078
-184.5619	26.95564	-184.5533	3.902885	-184.7287	31.73474
-183.5673	27.15891	-183.5321	3.858183	-183.7419	32.22025
-182.5753	27.33489	-182.5428	3.805062	-182.7507	32.67818
-181.5801	27.5141	-181.5466	3.75598	-181.7057	33.15842
-180.5792	27.67318	-180.5582	3.699906	-180.7114	33.60861
-179.5791	27.82261	-179.56	3.643566	-179.7248	34.02763
-178.5758	27.98439	-178.5677	3.593235	-178.7143	34.4441
-177.5836	28.15028	-177.5871	3.546806	-177.7333	34.85242
-176.5806	28.32818	-176.5973	3.511554	-176.7264	35.25184
-175.5771	28.48661	-175.6179	3.468807	-175.7115	35.60979
-174.5769	28.6306	-174.5973	3.428067	-174.716	35.96323
-173.5609	28.77275	-173.5847	3.391538	-173.6964	36.3288
-172.5636	28.87715	-172.5915	3.341803	-172.7296	36.65847
-171.5789	28.99602	-171.5853	3.303291	-171.7448	37.03342
-170.579	29.12732	-170.5685	3.269793	-170.7507	37.42621
-169.6042	29.23048	-169.5449	3.225125	-169.7646	37.75513
-168.6065	29.35168	-168.5357	3.189283	-168.7351	38.0835
-167.6176	29.46293	-167.5246	3.152898	-167.7136	38.37243
-166.6251	29.54697	-166.5431	3.109245	-166.7125	38.59819
-165.6111	29.63837	-165.5583	3.073828	-165.7332	38.83003
-164.6044	29.72084	-164.5548	3.039258	-164.7327	39.05904
-163.5795	29.79166	-163.5483	3.005265	-163.7274	39.28985
-162.5632	29.8519	-162.5408	2.967885	-162.7227	39.51312
-161.5645	29.89279	-161.5433	2.929676	-161.691	39.7337
-160.5714	29.93851	-160.5462	2.897223	-160.6875	39.96132
-159.5713	29.973	-159.5523	2.862403	-159.6732	40.15237
-158.5779	30.01728	-158.5597	2.837736	-158.6674	40.34425
-157.573	30.08041	-157.534	2.820762	-157.6613	40.54008
-156.5629	30.10635	-156.5245	2.790583	-156.6552	40.64769
-155.55	30.12765	-155.5188	2.760019	-155.6878	40.73386
-154.5678	30.13656	-154.5155	2.729326	-154.7081	40.81171
-153.5659	30.11374	-153.5471	2.68689	-153.7238	40.83155
-152.5733	30.10541	-152.557	2.655231	-152.7441	40.89584
-151.6029	30.09639	-151.5356	2.629045	-151.7291	40.98088
-150.5955	30.07986	-150.5732	2.601338	-150.7132	41.04774
-149.6092	30.06426	-149.5667	2.579089	-149.7084	41.11385
-148.6205	30.03735	-148.5707	2.55693	-148.6998	41.14861
-147.628	30.00253	-147.6241	2.537521	-147.7165	41.15482
-146.6544	29.96415	-146.6196	2.518197	-146.7337	41.13493
-145.6404	29.91976	-145.6251	2.498848	-145.7214	41.10032
-144.6186	29.88477	-144.6231	2.4846	-144.7189	41.08705
-143.5968	29.83093	-143.6042	2.460804	-143.7291	41.03764
-142.5887	29.76658	-142.5901	2.434955	-142.7105	40.97836
-141.6076	29.70624	-141.5785	2.414316	-141.7309	40.9448
-140.6397	29.62354	-140.5819	2.387406	-140.7467	40.86477
-139.6475	29.55259	-139.5847	2.368177	-139.7345	40.80032
-138.6324	29.49263	-138.5721	2.356372	-138.7227	40.74252
-137.6243	29.41367	-137.5794	2.340382	-137.7128	40.63519
-136.5953	29.33882	-136.58	2.328972	-136.6907	40.52615
-135.6021	29.2568	-135.5694	2.316251	-135.6958	40.40207
-134.6112	29.15694	-134.5785	2.30086	-134.7031	40.26683
-133.593	29.06068	-133.5603	2.287171	-133.7204	40.14696
-132.613	28.95683	-132.539	2.273025	-132.7235	40.02594
-131.6054	28.85417	-131.5235	2.260643	-131.6933	39.91451
-130.5972	28.74605	-130.5231	2.246229	-130.6883	39.78072
-129.6093	28.62796	-129.5422	2.229659	-129.6802	39.61789
-128.6035	28.51671	-128.5416	2.216707	-128.6895	39.45799
-127.6045	28.40159	-127.5574	2.204105	-127.7181	39.27569
-126.5967	28.28946	-126.5605	2.194499	-126.7398	39.09066
-125.5966	28.18644	-125.559	2.190152	-125.7324	38.9276
-124.6046	28.06672	-124.584	2.179271	-124.7351	38.73482
-123.6104	27.94229	-123.587	2.16908	-123.7495	38.55051
-122.6359	27.81593	-122.5895	2.159631	-122.7625	38.38459
-121.6435	27.67552	-121.6151	2.147045	-121.7694	38.20092
-120.6509	27.55008	-120.6238	2.142492	-120.7543	38.04462
-119.6425	27.42604	-119.6184	2.138115	-119.7315	37.88078
-118.6278	27.302	-118.594	2.133502	-118.7044	37.70168
-117.6294	27.18341	-117.5336	2.12933	-117.6862	37.51217
-116.6199	27.05627	-116.5295	2.121159	-116.6801	37.29876
-115.6161	26.92439	-115.5475	2.112404	-115.6894	37.07573
-114.616	26.79042	-114.557	2.105172	-114.7012	36.85925
-113.5977	26.65359	-113.5987	2.098464	-113.7144	36.64359
-112.5696	26.52488	-112.5819	2.093837	-112.7373	36.4623
-111.5672	26.39234	-111.5871	2.087665	-111.7334	36.27627
-110.5647	26.26113	-110.6072	2.082275	-110.7274	36.08451
-109.5735	26.13254	-109.6026	2.079935	-109.725	35.90052
-108.6135	25.99482	-108.6152	2.075561	-108.7253	35.68758
-107.6132	25.86784	-107.5956	2.075801	-107.7205	35.49267
-106.5859	25.74087	-106.5678	2.076182	-106.7	35.29747
-105.5714	25.60721	-105.5579	2.069326	-105.6937	35.08295
-104.551	25.47902	-104.5389	2.065453	-104.6729	34.877
-103.542	25.34283	-103.54	2.058812	-103.6682	34.66054
-102.5554	25.20367	-102.5531	2.048618	-102.7075	34.44193
-101.5783	25.06934	-101.5579	2.044775	-101.6978	34.23612
-100.5813	24.93766	-100.5722	2.040315	-100.7078	34.03572
-99.57866	24.81055	-99.55089	2.037051	-99.72065	33.83418
-98.60208	24.68504	-98.56573	2.035561	-98.71281	33.63512
-97.59811	24.55911	-97.5751	2.0331	-97.73797	33.42738
-96.58189	24.43406	-96.56117	2.032218	-96.74905	33.21949
-95.60007	24.30429	-95.58683	2.02972	-95.73375	33.00991
-94.59988	24.18022	-94.56941	2.028369	-94.73014	32.80558
-93.57719	24.05999	-93.54767	2.027711	-93.71352	32.61792
-92.58788	23.93202	-92.55125	2.020962	-92.69936	32.4124
-91.58787	23.80857	-91.55148	2.015658	-91.70235	32.21762
-90.56686	23.68706	-90.56048	2.011347	-90.69646	32.02056
-89.60816	23.5592	-89.57479	2.002366	-89.7137	31.80425
-88.61786	23.44238	-88.59957	2.001441	-88.72503	31.61047
-87.60472	23.33175	-87.59657	2.002243	-87.71794	31.41277
-86.61988	23.21694	-86.58376	1.998396	-86.70817	31.21005
-85.6011	23.10529	-85.60181	2.000301	-85.69534	31.00811
-84.59551	22.99172	-84.58923	1.998053	-84.65662	30.80854
-83.58768	22.87273	-83.59437	1.993433	-83.6751	30.6125
-82.60329	22.7569	-82.60533	1.991827	-82.67496	30.4172
-81.59464	22.64362	-81.60847	1.98844	-81.68155	30.23101
-80.57905	22.53629	-80.59432	1.986439	-80.69551	30.04755
-79.59032	22.4259	-79.58385	1.981596	-79.66609	29.85005
-78.55849	22.31775	-78.60371	1.976828	-78.65353	29.65555
-77.56878	22.21458	-77.58206	1.974516	-77.64159	29.46835
-76.58988	22.10582	-76.60231	1.968301	-76.64613	29.26569
-75.60644	22.00403	-75.61494	1.965728	-75.69905	29.07402
-74.59821	21.90536	-74.60869	1.966745	-74.71497	28.89068
-73.61592	21.79881	-73.6293	1.960251	-73.71642	28.6983
-72.62003	21.69699	-72.61372	1.957756	-72.73556	28.5188
-71.62895	21.59518	-71.64574	1.956887	-71.73438	28.34907
-70.6566	21.49166	-70.63843	1.95152	-70.74696	28.17202
-69.66202	21.39393	-69.6268	1.952348	-69.76453	27.99865
-68.62883	21.29721	-68.62521	1.952991	-68.75176	27.82692
-67.60706	21.20465	-67.5793	1.953276	-67.71303	27.6496
-66.61829	21.11191	-66.56381	1.950823	-66.70416	27.47254
-65.61045	21.018	-65.574	1.948102	-65.70625	27.294
-64.6355	20.92575	-64.58372	1.945604	-64.7108	27.12181
-63.65064	20.82987	-63.60857	1.940377	-63.7337	26.94723
-62.63583	20.73748	-62.62535	1.938488	-62.72336	26.7822
-61.60796	20.65142	-61.60649	1.937998	-61.71357	26.62769
-60.61488	20.56266	-60.61301	1.934165	-60.73532	26.467
-59.62429	20.4751	-59.60253	1.932845	-59.71357	26.31062
-58.62243	20.388	-58.60667	1.935529	-58.72795	26.15569
-57.64693	20.29655	-57.60108	1.93391	-57.7324	25.99047
-56.64782	20.21085	-56.58653	1.935906	-56.70761	25.83243
-55.60242	20.12708	-55.57251	1.93791	-55.70119	25.67426
-54.58445	20.04392	-54.54923	1.935669	-54.68973	25.51492
-53.55973	19.96118	-53.55367	1.933844	-53.68055	25.36224
-52.56244	19.87551	-52.57232	1.929355	-52.66899	25.20846
-51.6058	19.79158	-51.59259	1.925188	-51.67102	25.0605
-50.61392	19.70875	-50.61584	1.922352	-50.67296	24.91627
-49.62738	19.63	-49.61032	1.920314	-49.6829	24.77354
-48.61792	19.55524	-48.60131	1.923429	-48.68604	24.63649
-47.59785	19.47755	-47.59774	1.923183	-47.68962	24.49479
-46.61406	19.39876	-46.58567	1.923816	-46.69061	24.353
-45.62312	19.31968	-45.59918	1.926093	-45.68402	24.2171
-44.63108	19.23932	-44.59338	1.92417	-44.70977	24.07434
-43.64457	19.16299	-43.57291	1.923783	-43.71685	23.93673
-42.62789	19.08892	-42.56145	1.924291	-42.72079	23.80234
-41.60951	19.01408	-41.5592	1.920737	-41.71866	23.6649
-40.58868	18.94145	-40.5868	1.92033	-40.70126	23.53817
-39.57897	18.86836	-39.61739	1.920374	-39.68663	23.41113
-38.58963	18.7959	-38.64306	1.918951	-38.67652	23.28299
-37.60509	18.72712	-37.64935	1.923649	-37.66468	23.15802
-36.61305	18.65796	-36.62572	1.92425	-36.66061	23.0311
-35.61423	18.58902	-35.60449	1.925223	-35.67221	22.90711
-34.59209	18.51991	-34.59578	1.92622	-34.68158	22.78946
-33.58963	18.44827	-33.59455	1.922903	-33.68805	22.6749
-32.6004	18.37849	-32.5916	1.924964	-32.70975	22.55858
-31.6003	18.30931	-31.5933	1.924146	-31.71932	22.44017
-30.6215	18.24298	-30.59059	1.924952	-30.71051	22.3211
-29.61617	18.17958	-29.59531	1.928676	-29.71371	22.20374
-28.60469	18.11396	-28.6068	1.924215	-28.69215	22.08864
-27.59843	18.05165	-27.61466	1.923753	-27.66059	21.97936
-26.60545	17.98881	-26.6228	1.923226	-26.66252	21.86936
-25.60256	17.92305	-25.61802	1.918199	-25.67057	21.75504
-24.61567	17.8616	-24.59893	1.92065	-24.68338	21.64745
-23.61493	17.79897	-23.61734	1.921732	-23.69272	21.53926
-22.60687	17.73601	-22.63106	1.918966	-22.69302	21.4346
-21.61513	17.67563	-21.6318	1.919925	-21.67519	21.33718
-20.60885	17.61317	-20.65612	1.918825	-20.66211	21.23615
-19.61075	17.55168	-19.64623	1.919307	-19.67786	21.13538
-18.61232	17.49176	-18.63894	1.921156	-18.68215	21.03437
-17.60958	17.43505	-17.63367	1.921534	-17.69554	20.93215
-16.59825	17.38115	-16.62024	1.92308	-16.67696	20.83494
-15.59862	17.32494	-15.59972	1.919121	-15.64873	20.73718
-14.6001	17.26893	-14.59246	1.916534	-14.65092	20.64286
-13.57621	17.21129	-13.58536	1.916394	-13.63903	20.54944
-12.57116	17.15269	-12.60081	1.90985	-12.67617	20.45408
-11.58599	17.09839	-11.613	1.909858	-11.70427	20.36549
-10.58298	17.04615	-10.61901	1.911503	-10.69328	20.27659
-9.585507	16.9909	-9.630894	1.907916	-9.701027	20.18793
-8.584318	16.93757	-8.594637	1.91203	-8.66691	20.10148
-7.561254	16.8826	-7.580604	1.913818	-7.656308	20.01383
-6.538766	16.82827	-6.555723	1.911504	-6.631365	19.92357
-5.541986	16.77786	-5.544281	1.912658	-5.632495	19.83532
-4.532971	16.72637	-4.546213	1.911386	-4.644476	19.75023
-3.5669	16.67213	-3.567032	1.902231	-3.657056	19.66133
-2.601274	16.61987	-2.598567	1.896894	-2.71256	19.57848
-1.633288	16.56808	-1.619073	1.891808	-1.749452	19.49767
-0.692841	16.51377	-0.674531	1.888637	-0.775309	19.41862
0.289724	16.4666	0.287743	1.891196	0.218775	19.34371
1.276053	16.41745	1.281469	1.8932	1.217379	19.2687
2.253797	16.36584	2.276961	1.898418	2.236839	19.19282
3.261805	16.31888	3.276318	1.897172	3.240362	19.11595
4.269465	16.27047	4.278481	1.898231	4.212576	19.04252
5.277044	16.22018	5.261805	1.899615	5.221832	18.96494
6.28061	16.17256	6.230881	1.894077	6.211546	18.88495
7.280776	16.12837	7.232416	1.894448	7.198385	18.80654
8.28094	16.08406	8.231673	1.894797	8.212444	18.7295
9.261458	16.04204	9.228884	1.893507	9.215136	18.65632
10.2787	15.99916	10.24579	1.893666	10.20516	18.58813
11.26083	15.95464	11.22253	1.89347	11.20865	18.51981
12.2715	15.91183	12.22528	1.893834	12.21477	18.45126
13.2732	15.87	13.23687	1.894053	13.18846	18.38296
14.25928	15.82857	14.22137	1.895175	14.18635	18.31225
15.28735	15.78643	15.25051	1.897259	15.19307	18.24801
16.27019	15.74019	16.24896	1.896408	16.15799	18.18412
17.26656	15.69278	17.23225	1.895895	17.16427	18.11648
18.25068	15.6495	18.2377	1.898915	18.17982	18.05178
19.2323	15.60529	19.2164	1.897808	19.16723	17.98007
20.20692	15.56557	20.21097	1.899314	20.18674	17.91006
21.1976	15.5283	21.23398	1.902432	21.19469	17.84691
22.20352	15.48835	22.2324	1.901902	22.20186	17.7814
23.19639	15.45187	23.25187	1.903642	23.18761	17.71745
24.21463	15.41336	24.25447	1.905384	24.18954	17.65178
25.21964	15.37417	25.23169	1.905175	25.16577	17.5869
26.21822	15.33544	26.22126	1.907015	26.14205	17.5255
27.20275	15.29611	27.21062	1.90795	27.14939	17.46783
28.21516	15.25754	28.2237	1.910705	28.13374	17.41492
29.20303	15.21841	29.21138	1.91467	29.15342	17.35774
30.18693	15.17921	30.1951	1.917239	30.14403	17.29631
31.17854	15.14109	31.18903	1.923377	31.14278	17.23651
32.15466	15.10453	32.18196	1.926678	32.16608	17.17281
33.15903	15.06989	33.1974	1.929638	33.15081	17.11271
34.18812	15.03774	34.22822	1.935575	34.16621	17.05755
35.21909	15.00422	35.23392	1.936888	35.17411	16.99814
36.24501	14.96972	36.22264	1.940322	36.15775	16.94224
37.25076	14.93486	37.23062	1.94367	37.15533	16.88681
38.21191	14.89975	38.1974	1.944343	38.15488	16.83101
39.20418	14.86538	39.18868	1.950839	39.1227	16.77643
40.17615	14.83118	40.19439	1.957944	40.12086	16.72291
41.17017	14.7962	41.19065	1.966096	41.12372	16.6705
42.18561	14.76159	42.20708	1.975675	42.10823	16.621
43.17749	14.72652	43.20164	1.982769	43.13032	16.57116
44.18847	14.69243	44.20996	1.988228	44.12212	16.52081
45.21044	14.6609	45.21354	1.994557	45.13219	16.47047
46.21333	14.62828	46.21824	2.000978	46.14585	16.42846
47.22456	14.5972	47.24894	2.009534	47.16806	16.38127
48.23816	14.56447	48.24614	2.01654	48.18526	16.33053
49.22078	14.53205	49.23164	2.024026	49.18715	16.2867
50.23491	14.50261	50.25297	2.0334	50.18501	16.23138
51.24155	14.47137	51.23268	2.040186	51.14629	16.18574
52.23664	14.44285	52.20697	2.052893	52.13798	16.14546
53.24244	14.41216	53.20217	2.06545	53.12728	16.10305
54.22324	14.37938	54.179	2.074481	54.11599	16.05878
55.21151	14.34872	55.15777	2.086625	55.12811	16.01227
56.20443	14.31808	56.18439	2.09593	56.13248	15.96762
57.19517	14.28748	57.19705	2.10447	57.11543	15.91716
58.19064	14.25825	58.19766	2.11688	58.13039	15.87611
59.17739	14.22922	59.20412	2.128656	59.12879	15.8388
60.18384	14.20114	60.17747	2.141651	60.14363	15.80036
61.18391	14.17451	61.15667	2.155267	61.14964	15.76588
62.21492	14.14821	62.16393	2.168061	62.13685	15.72744
63.23524	14.12165	63.15697	2.182045	63.13522	15.69072
64.19812	14.09239	64.15923	2.194088	64.11453	15.65276
65.19234	14.06554	65.17111	2.208352	65.10245	15.61576
66.17246	14.03749	66.17539	2.223935	66.119	15.5814
67.14562	14.00851	67.19373	2.236044	67.13236	15.54105
68.15751	13.98212	68.1941	2.250036	68.14401	15.50298
69.16493	13.95536	69.18081	2.264699	69.18642	15.46461
70.14148	13.92895	70.16473	2.276484	70.17708	15.42617
71.15137	13.90596	71.1567	2.293242	71.17725	15.39418
72.16867	13.88479	72.17589	2.31121	72.17751	15.36317
73.16935	13.86151	73.19316	2.325578	73.17035	15.33588
74.18339	13.83976	74.19203	2.341609	74.17266	15.30847
75.18018	13.81625	75.19063	2.355191	75.14898	15.27818
76.16521	13.79021	76.17822	2.36685	76.13821	15.24877
77.13712	13.76488	77.16624	2.380286	77.1195	15.21643
78.13237	13.73982	78.1477	2.394826	78.11134	15.19041
79.13857	13.71604	79.15313	2.413651	79.1376	15.16486
80.14557	13.69169	80.14197	2.429984	80.12568	15.13271
81.14453	13.66882	81.13669	2.447979	81.11934	15.10359
82.14883	13.64871	82.13728	2.466429	82.10436	15.06825
83.13757	13.627	83.12389	2.478687	83.09933	15.0394
84.13418	13.6088	84.13965	2.495966	84.09425	15.01507
85.16443	13.59159	85.16008	2.513944	85.11469	14.99533
86.18416	13.57047	86.18059	2.528587	86.14975	14.97642
87.18443	13.55145	87.18488	2.545081	87.14863	14.95291
88.19712	13.5328	88.1614	2.560887	88.17053	14.93015
89.15761	13.51243	89.14513	2.574007	89.15068	14.90223
90.13557	13.493	90.13503	2.592587	90.13409	14.88146
91.13391	13.47288	91.12624	2.613034	91.12309	14.86291
92.12534	13.45221	92.13951	2.633441	92.13338	14.84176
93.15907	13.43362	93.16641	2.653252	93.1349	14.82064
94.13948	13.41208	94.18308	2.670239	94.14863	14.79385
95.16544	13.39732	95.19019	2.688703	95.16891	14.76929
96.17889	13.38001	96.19772	2.703966	96.17266	14.74956
97.17257	13.36214	97.19664	2.722874	97.18622	14.73245
98.20737	13.35125	98.19492	2.745162	98.18703	14.71784
98.74204	13.2626	98.72987	2.642317	98.73027	14.61461
98.7692	13.15051	98.76882	2.486191	98.75626	14.47137
98.31751	13.01744	98.30128	2.287247	98.2955	14.29412
97.34992	12.86267	97.32288	2.04885	97.31483	14.08634
96.34395	12.7623	96.3383	1.903198	96.29408	13.94368
95.32853	12.67259	95.3415	1.78602	95.30487	13.81786
94.33059	12.5885	94.33109	1.683445	94.29106	13.70522
93.32481	12.50998	93.33628	1.593938	93.30838	13.60116
92.32509	12.43603	92.31973	1.513129	92.31926	13.49973
91.33813	12.36561	91.30609	1.441184	91.30708	13.40351
90.33942	12.30002	90.31029	1.376534	90.3236	13.31277
89.33266	12.23666	89.31039	1.316733	89.31973	13.2249
88.33432	12.17701	88.32104	1.262587	88.30392	13.14188
87.33801	12.11881	87.31992	1.208753	87.27409	13.06179
86.33788	12.06226	86.29903	1.157633	86.28177	12.98419
85.34624	12.00831	85.31799	1.111183	85.26904	12.91446
84.35519	11.95387	84.3145	1.066988	84.29113	12.84556
83.35011	11.90113	83.32146	1.027747	83.31638	12.78018
82.3409	11.84917	82.33463	0.993357	82.31233	12.71587
81.32712	11.79761	81.29276	0.957414	81.30917	12.64661
80.29851	11.75005	80.27054	0.923693	80.2972	12.57982
79.28328	11.70319	79.27061	0.891821	79.28573	12.51367
78.28194	11.65712	78.27373	0.861539	78.28474	12.44997
77.29932	11.61089	77.30093	0.834004	77.31207	12.39242
76.33503	11.5626	76.32103	0.808501	76.31855	12.33964
75.35775	11.51505	75.35015	0.783351	75.34954	12.28614
74.36097	11.46771	74.3317	0.757838	74.33776	12.23016
73.3649	11.42194	73.33704	0.731564	73.3242	12.17239
72.34126	11.37708	72.34276	0.708383	72.31094	12.11181
71.32052	11.33237	71.30285	0.684299	71.29251	12.0524
70.32266	11.28927	70.31384	0.662439	70.30226	11.99741
69.32539	11.24778	69.3007	0.644613	69.29958	11.94655
68.32475	11.20702	68.31384	0.62228	68.31212	11.8944
67.34399	11.16824	67.3273	0.604964	67.30061	11.84699
66.33733	11.1312	66.3299	0.587156	66.29829	11.80173
65.3138	11.09118	65.33377	0.567724	65.29793	11.7542
64.32649	11.05387	64.33401	0.552627	64.28586	11.7112
63.33291	11.01549	63.3551	0.535949	63.29407	11.66792
62.33742	10.97599	62.36846	0.516634	62.29934	11.62139
61.35674	10.93957	61.36323	0.500989	61.3026	11.57308
60.34287	10.90164	60.36303	0.484086	60.3119	11.52437
59.34655	10.86485	59.34396	0.468317	59.31428	11.47372
58.35212	10.8263	58.32608	0.45602	58.31301	11.429
57.34437	10.78751	57.34815	0.444195	57.31364	11.39123
56.37917	10.7493	56.34733	0.433039	56.32246	11.3499
55.37467	10.70956	55.35194	0.420044	55.3295	11.30668
54.37659	10.67392	54.36699	0.407195	54.33287	11.25882
53.36404	10.63689	53.36967	0.395091	53.34117	11.20833
52.35185	10.60033	52.37682	0.380288	52.33041	11.15819
51.35111	10.56612	51.37144	0.369194	51.32927	11.11199
50.34662	10.53176	50.38165	0.359947	50.32581	11.06687
49.39303	10.49757	49.38401	0.345669	49.3189	11.02132
48.37535	10.4646	48.37833	0.335314	48.31679	10.98032
47.38237	10.43204	47.38859	0.324415	47.31004	10.94031
46.3893	10.40026	46.35487	0.311767	46.31976	10.90246
45.37734	10.36816	45.33055	0.302788	45.30473	10.86566
44.36818	10.33319	44.34028	0.29386	44.31401	10.82701
43.35388	10.30007	43.34195	0.284378	43.3119	10.78815
42.32923	10.26499	42.34596	0.273132	42.29949	10.74791
41.30602	10.23253	41.3596	0.262647	41.29901	10.70555
40.31881	10.20422	40.34649	0.253514	40.29033	10.66865
39.33399	10.17111	39.3417	0.243474	39.30931	10.63248
38.33891	10.13832	38.36339	0.237392	38.31087	10.59773
37.3726	10.10639	37.36348	0.2326	37.32347	10.56133
36.37863	10.07066	36.35981	0.222577	36.30135	10.51828
35.35928	10.03563	35.3516	0.213785	35.27961	10.47362
34.37563	10.00619	34.34698	0.204629	34.2836	10.42899
33.33746	9.973057	33.34619	0.192645	33.28662	10.38609
32.33724	9.941615	32.35765	0.185082	32.30532	10.34659
31.33963	9.913337	31.37853	0.178181	31.32747	10.3049
30.34876	9.87859	30.38798	0.170512	30.3083	10.26152
29.36404	9.846951	29.38033	0.163521	29.30582	10.22081
28.36367	9.815928	28.38834	0.156114	28.3115	10.18137
27.37183	9.785765	27.37621	0.151027	27.3004	10.14544
26.37064	9.756594	26.37092	0.145388	26.32709	10.11191
25.39045	9.727554	25.39326	0.140453	25.33171	10.07701
24.39339	9.699418	24.39598	0.137015	24.34193	10.04054
23.41325	9.667963	23.42546	0.127735	23.32277	10.00383
22.41022	9.636383	22.41793	0.118495	22.28889	9.965088
21.40648	9.606414	21.40829	0.112793	21.29166	9.931488
20.41111	9.574284	20.3997	0.103925	20.26127	9.900125
19.38646	9.544108	19.37201	0.099094	19.27975	9.866627
18.38454	9.514632	18.38656	0.096661	18.30988	9.830233
17.37277	9.482643	17.38964	0.089619	17.29912	9.785965
16.36693	9.453741	16.38676	0.084084	16.3189	9.742435
15.38367	9.424257	15.38489	0.077102	15.32023	9.700885
14.39376	9.395191	14.39156	0.068813	14.30431	9.662817
13.39319	9.367801	13.39278	0.062998	13.33179	9.629288
12.41434	9.337338	12.40525	0.055972	12.34668	9.59312
11.40759	9.306107	11.42504	0.050117	11.36292	9.55527
10.42321	9.274389	10.40845	0.043684	10.36378	9.516279
9.397223	9.241755	9.399749	0.036042	9.347713	9.47793
8.38938	9.213245	8.393227	0.032118	8.335583	9.441861
7.385402	9.185912	7.385203	0.027584	7.319064	9.406735
6.364086	9.157694	6.383651	0.024168	6.343676	9.370758
5.426198	9.12997	5.407889	0.022113	5.342794	9.339245
4.426281	9.098424	4.402209	0.015334	4.347962	9.29747
3.446226	9.067783	3.411967	0.009552	3.367738	9.257265
2.464354	9.037106	2.422335	0.002988	2.373471	9.218502
1.458427	9.006654	1.418439	-0.003972	1.397833	9.176589
0.465625	8.977715	0.433084	-0.007294	0.414401	9.142693
-0.532674	8.947647	-0.556251	-0.010805	-0.573052	9.105545
-1.487337	8.920891	-1.506654	-0.010738	-1.551383	9.071215
-2.456182	8.892071	-2.466963	-0.015236	-2.549206	9.03121
-3.427206	8.863351	-3.429864	-0.022583	-3.526821	8.989348
-4.403266	8.834509	-4.419909	-0.030382	-4.509456	8.953419
-5.421164	8.803861	-5.428989	-0.042256	-5.505467	8.912769
-6.436848	8.774736	-6.443898	-0.04994	-6.487487	8.875986
-7.438945	8.745089	-7.460029	-0.055937	-7.486806	8.84317
-8.449825	8.713772	-8.466748	-0.063795	-8.495497	8.802033
-9.469257	8.682766	-9.466897	-0.070696	-9.513428	8.761743
-10.46254	8.653925	-10.46435	-0.07635	-10.53058	8.724148
-11.46424	8.624165	-11.45351	-0.083953	-11.53611	8.680741
-12.44415	8.596905	-12.42314	-0.087743	-12.52114	8.64382
-13.3993	8.566675	-13.40624	-0.091244	-13.48888	8.607965
-14.4156	8.531548	-14.41449	-0.10036	-14.46472	8.563856
-15.4036	8.497731	-15.41925	-0.106362	-15.45126	8.522614
-16.40627	8.462129	-16.44212	-0.114221	-16.4668	8.479113
-17.44139	8.42768	-17.4526	-0.123954	-17.49327	8.433396
-18.45301	8.396342	-18.45484	-0.127342	-18.50641	8.390822
-19.47258	8.364195	-19.46057	-0.133281	-19.52104	8.345982
-20.47908	8.332954	-20.45722	-0.139726	-20.50959	8.300335
-21.47332	8.301262	-21.47649	-0.146296	-21.52332	8.253829
-22.4504	8.270517	-22.47294	-0.15482	-22.53139	8.206807
-23.46637	8.240478	-23.48011	-0.161015	-23.52877	8.163404
-24.48975	8.20911	-24.47621	-0.169515	-24.53683	8.120045
-25.47826	8.178825	-25.43528	-0.175897	-25.51019	8.078098
