Concentración en la solucion	Concentracion en el Film	Concentracion en el Film
M	M	M
	Con Qanodica	Con Qcatodica
0.016	0.0873345140512545	0.178141407309017
0.0315	0.182899505866502	0.226553623006576
0.063	0.243866007822002	0.407383476569851
0.315	0.874335846169322	0.839138617128924
0.63	0.884166694609647	0.899824352299103
1.575	0.990858073031773	0.95519156236448
3.15	1.10928550308033	1.025286995797
10	1.1408356678423	1.12797544205126
