Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Ciclado - 20 ciclos 1 - 0.315mM	Ciclado - 20 ciclos 1 - 0.315mM	Ciclado - 20 ciclos 2 - 0.315mM	Ciclado - 20 ciclos 2 - 0.315mM	Adsorbido 1 - 0.315mM	Adsorbido 1 - 0.315mM	Adsorbido 2 - 0.315mM	Adsorbido 2 - 0.315mM	Adsorbido 3 - 0.315mM	Adsorbido 3 - 0.315mM	Adsorbido 4 - 0.315mM	Adsorbido 4 - 0.315mM	Ru 0.315mM - Au Desnudo	Ru 0.315mM - Au Desnudo
-532.1962	-1.539145	-532.1629	-2.576038										
-533.1685	-1.542629	-533.1755	-2.571147										
-534.1658	-1.546521	-534.1923	-2.565382										
-535.1653	-1.548979	-535.1686	-2.558978										
-536.1604	-1.552273	-536.184	-2.553545										
-537.1637	-1.555262	-537.166	-2.547611										
-538.1457	-1.55751	-538.1304	-2.541888										
-539.145	-1.561578	-539.1318	-2.536383										
-540.1434	-1.565038	-540.13	-2.530988										
-541.1502	-1.56888	-541.1061	-2.525427										
-542.1754	-1.572603	-542.123	-2.520342										
-543.1747	-1.575603	-543.1354	-2.515273										
-544.1919	-1.578492	-544.15	-2.508805										
-545.1784	-1.581643	-545.1733	-2.503296										
-546.171	-1.584975	-546.1942	-2.49777										
-547.1505	-1.588325	-547.192	-2.492112										
-548.151	-1.591468	-548.1728	-2.487285										
-549.1677	-1.5949	-549.1687	-2.481036										
-550.1651	-1.59814	-550.1465	-2.475144										
-551.184	-1.601662	-551.1365	-2.469501										
-552.1572	-1.605962	-552.1318	-2.46389										
-553.1483	-1.609546	-553.1321	-2.459181										
-554.1624	-1.613456	-554.1442	-2.453417										
-555.1523	-1.617633	-555.1443	-2.448004										
-556.1687	-1.620823	-556.1528	-2.442721										
-557.1669	-1.623796	-557.1418	-2.436688										
-558.1438	-1.626828	-558.1393	-2.431865										
-559.1315	-1.629291	-559.1471	-2.425787										
-560.1308	-1.631935	-560.1423	-2.420079										
-561.1241	-1.635366	-561.1449	-2.414689										
-562.1311	-1.638618	-562.1433	-2.408803										
-563.1451	-1.642036	-563.1227	-2.403621										
-564.1303	-1.646048	-564.1028	-2.398347										
-565.1424	-1.6497	-565.1077	-2.393927										
-566.1405	-1.653267	-566.0987	-2.389326										
-567.1235	-1.656585	-567.1165	-2.384566										
-568.129	-1.660102	-568.1254	-2.379555										
-569.1134	-1.663058	-569.121	-2.37359										
-570.1219	-1.666007	-570.1439	-2.36787										
-571.124	-1.669277	-571.1406	-2.362981										
-572.1103	-1.671938	-572.1454	-2.35796										
-573.1185	-1.675287	-573.1719	-2.352955										
-574.0966	-1.679122	-574.1486	-2.347911										
-575.1095	-1.682881	-575.1383	-2.342614										
-576.114	-1.686726	-576.139	-2.337106										
-577.1194	-1.690241	-577.1213	-2.332861										
-578.1345	-1.69362	-578.129	-2.327952										
-579.1461	-1.696774	-579.1471	-2.323825										
-580.1587	-1.699972	-580.1486	-2.319574										
-581.1523	-1.702758	-581.1387	-2.314631										
-582.17	-1.706038	-582.1277	-2.310796										
-583.1676	-1.709002	-583.114	-2.305768										
-584.1813	-1.712456	-584.1149	-2.301097										
-585.1843	-1.716575	-585.1234	-2.296684										
-586.1588	-1.719582	-586.1244	-2.292202										
-587.1417	-1.723577	-587.1304	-2.288595										
-588.1141	-1.727216	-588.1232	-2.284289										
-589.1019	-1.73029	-589.0961	-2.279883										
-590.1071	-1.734195	-590.0834	-2.276157										
-591.1058	-1.73716	-591.0588	-2.271655										
-592.1099	-1.740078	-592.0643	-2.268047										
-593.1158	-1.743523	-593.0774	-2.264894										
-594.1097	-1.746267	-594.0872	-2.260993										
-595.123	-1.749379	-595.1105	-2.257484										
-596.1407	-1.752239	-596.1029	-2.253994										
-597.137	-1.755897	-597.0991	-2.250408										
-598.1501	-1.759679	-598.1225	-2.246693										
-598.9141	-1.748511	-598.8806	-2.226385										
-599.1508	-1.733511	-599.1389	-2.200993										
-598.9042	-1.714451	-598.9178	-2.170905										
-598.1417	-1.693218	-598.1812	-2.138813										
-597.1257	-1.683704	-597.1782	-2.118738										
-596.1454	-1.675844	-596.19	-2.100615										
-595.1681	-1.668335	-595.1798	-2.083786										
-594.1844	-1.66017	-594.1673	-2.066267										
-593.1768	-1.653441	-593.166	-2.050094										
-592.1693	-1.647405	-592.1416	-2.034766										
-591.1508	-1.641401	-591.1509	-2.020177										
-590.1576	-1.635939	-590.139	-2.005796										
-589.1689	-1.629608	-589.1576	-1.992448										
-588.1721	-1.622691	-588.1691	-1.978718										
-587.1807	-1.616323	-587.1759	-1.964861										
-586.1732	-1.610511	-586.1826	-1.951861										
-585.1795	-1.605039	-585.1841	-1.937994										
-584.1804	-1.599597	-584.2089	-1.924283										
-583.1764	-1.594562	-583.2032	-1.910839										
-582.1767	-1.58942	-582.2297	-1.896495										
-581.1782	-1.584584	-581.2125	-1.883885										
-580.1678	-1.579307	-580.1926	-1.871058										
-579.1523	-1.574291	-579.194	-1.8589										
-578.1447	-1.569265	-578.1921	-1.847749										
-577.1448	-1.563732	-577.1865	-1.835513										
-576.1636	-1.55903	-576.2033	-1.824523										
-575.1664	-1.553752	-575.1918	-1.812656										
-574.1731	-1.548071	-574.1766	-1.800744										
-573.1553	-1.543036	-573.1747	-1.789425										
-572.1453	-1.537921	-572.1628	-1.778435										
-571.1761	-1.532583	-571.1697	-1.767597										
-570.1801	-1.527943	-570.1847	-1.756972										
-569.2077	-1.522626	-569.1973	-1.745872										
-568.193	-1.517343	-568.2109	-1.73353										
-567.1736	-1.512156	-567.2006	-1.722287										
-566.1614	-1.507016	-566.1649	-1.710905										
-565.1363	-1.502282	-565.1525	-1.699937										
-564.1548	-1.497836	-564.1328	-1.689513										
-563.1606	-1.493421	-563.1542	-1.678764										
-562.1847	-1.488374	-562.1807	-1.668319										
-561.2087	-1.483198	-561.1939	-1.65797										
-560.1962	-1.477594	-560.1881	-1.647349										
-559.2004	-1.472848	-559.1965	-1.636792										
-558.1885	-1.468487	-558.1944	-1.625227										
-557.1895	-1.46434	-557.1959	-1.614158										
-556.206	-1.46014	-556.2229	-1.604832										
-555.1973	-1.455042	-555.2208	-1.594717										
-554.2027	-1.450304	-554.225	-1.585958										
-553.1853	-1.446	-553.2147	-1.576162										
-552.184	-1.441315	-552.1938	-1.565574										
-551.2135	-1.437061	-551.1976	-1.555343										
-550.2178	-1.432037	-550.1844	-1.54432										
-549.2374	-1.426985	-549.2059	-1.533946										
-548.2319	-1.42245	-548.2089	-1.523829										
-547.2135	-1.417456	-547.1761	-1.513897										
-546.2059	-1.413257	-546.1917	-1.504795										
-545.1906	-1.408379	-545.1816	-1.495416										
-544.2072	-1.404244	-544.1974	-1.485249										
-543.2112	-1.399846	-543.225	-1.475259										
-542.1996	-1.395115	-542.2066	-1.464881										
-541.1893	-1.391065	-541.2089	-1.455595										
-540.1879	-1.386098	-540.197	-1.446308										
-539.1826	-1.382101	-539.1956	-1.436323										
-538.1985	-1.37774	-538.2137	-1.427464										
-537.2079	-1.372998	-537.2038	-1.417679										
-536.196	-1.368244	-536.2283	-1.407627										
-535.194	-1.363618	-535.212	-1.398343										
-534.1891	-1.359274	-534.2041	-1.387416										
-533.1992	-1.354927	-533.2017	-1.377231										
-532.2173	-1.350556	-532.2012	-1.367664										
-531.2028	-1.345712	-531.2017	-1.357598										
-530.2191	-1.340742	-530.2302	-1.348618										
-529.2203	-1.335371	-529.243	-1.337416										
-528.2115	-1.330799	-528.2097	-1.327345										
-527.2477	-1.325964	-527.194	-1.317112										
-526.2412	-1.320719	-526.1766	-1.305891										
-525.2344	-1.317465	-525.1788	-1.297135										
-524.2378	-1.312949	-524.1908	-1.286943										
-523.2296	-1.308609	-523.2349	-1.277805										
-522.2307	-1.305215	-522.2319	-1.269184										
-521.2217	-1.299822	-521.2251	-1.259789										
-520.21	-1.295063	-520.2291	-1.250204										
-519.1934	-1.291018	-519.2047	-1.239767										
-518.1836	-1.286439	-518.1829	-1.229425										
-517.1745	-1.282337	-517.1768	-1.218931										
-516.1599	-1.277928	-516.1838	-1.208846										
-515.1582	-1.273364	-515.1638	-1.198968										
-514.1561	-1.26929	-514.1815	-1.189347										
-513.1685	-1.265203	-513.1815	-1.179868										
-512.1951	-1.261062	-512.1766	-1.170077										
-511.1996	-1.256394	-511.2101	-1.15991										
-510.1986	-1.250806	-510.2003	-1.14869										
-509.2007	-1.245743	-509.2008	-1.13819										
-508.2071	-1.241101	-508.1936	-1.128234										
-507.2145	-1.236298	-507.1728	-1.118755										
-506.2484	-1.232757	-506.1778	-1.109984										
-505.2525	-1.228362	-505.1955	-1.100161										
-504.2334	-1.223959	-504.1953	-1.090176										
-503.2343	-1.2194	-503.2148	-1.080446										
-502.1937	-1.214383	-502.2014	-1.070207										
-501.1996	-1.209722	-501.1967	-1.060572										
-500.2029	-1.205227	-500.2089	-1.050191										
-499.1887	-1.201016	-499.2094	-1.03971										
-498.2186	-1.1969	-498.2211	-1.02927										
-497.2208	-1.192575	-497.2221	-1.018275										
-496.2364	-1.188368	-496.2142	-1.008384										
-495.2406	-1.183945	-495.1996	-0.997904										
-494.2216	-1.179188	-494.2017	-0.987044										
-493.2217	-1.174623	-493.1917	-0.977133										
-492.2131	-1.169227	-492.1909	-0.966258										
-491.2127	-1.164066	-491.1971	-0.955586										
-490.2196	-1.15918	-490.2197	-0.945389										
-489.2156	-1.154015	-489.227	-0.935253										
-488.2258	-1.149748	-488.2232	-0.925475										
-487.24	-1.145877	-487.235	-0.91557										
-486.239	-1.141668	-486.2282	-0.905969										
-485.2496	-1.137698	-485.2335	-0.895297										
-484.2492	-1.133543	-484.2604	-0.884589										
-483.2476	-1.129076	-483.2428	-0.874176										
-482.2425	-1.124415	-482.2316	-0.864013										
-481.2562	-1.119721	-481.2303	-0.853751										
-480.2516	-1.115299	-480.2104	-0.843682										
-479.2589	-1.110569	-479.2158	-0.833738										
-478.255	-1.106014	-478.2175	-0.823076										
-477.2304	-1.102054	-477.2326	-0.813238										
-476.2446	-1.097687	-476.2289	-0.802556										
-475.2321	-1.093404	-475.247	-0.791942										
-474.2404	-1.089557	-474.2437	-0.782132										
-473.2363	-1.084537	-473.2368	-0.771762										
-472.2265	-1.079481	-472.2558	-0.761902										
-471.239	-1.074883	-471.2548	-0.751607										
-470.2324	-1.069864	-470.2666	-0.741059										
-469.2482	-1.065615	-469.2741	-0.73063										
-468.2355	-1.061799	-468.2542	-0.720227										
-467.2295	-1.057362	-467.2327	-0.70984										
-466.2239	-1.052988	-466.2126	-0.698509										
-465.2115	-1.04848	-465.164	-0.687511										
-464.1982	-1.04345	-464.1543	-0.677088										
-463.1927	-1.038231	-463.1602	-0.666772										
-462.2038	-1.033433	-462.18	-0.656684										
-461.2289	-1.029632	-461.2051	-0.64713										
-460.249	-1.025644	-460.2455	-0.636524										
-459.2669	-1.022016	-459.2345	-0.625507										
-458.2667	-1.018655	-458.2295	-0.61596										
-457.2537	-1.01406	-457.229	-0.604883										
-456.2549	-1.009197	-456.2082	-0.594255										
-455.2499	-1.00489	-455.2218	-0.584698										
-454.2567	-0.999573	-454.2235	-0.574087										
-453.2349	-0.994659	-453.2383	-0.563643										
-452.2217	-0.990127	-452.2373	-0.553043										
-451.2214	-0.985587	-451.2234	-0.541566										
-450.2112	-0.981867	-450.2116	-0.530991										
-449.2253	-0.977691	-449.1978	-0.520393										
-448.226	-0.973897	-448.1959	-0.510483										
-447.215	-0.969846	-447.2129	-0.500415										
-446.2234	-0.965051	-446.2193	-0.488491										
-445.2186	-0.961196	-445.2201	-0.478038										
-444.2172	-0.956728	-444.2235	-0.466536										
-443.2177	-0.951643	-443.2339	-0.454888										
-442.2098	-0.948005	-442.2382	-0.444017										
-441.2145	-0.943563	-441.2383	-0.43143										
-440.226	-0.939632	-440.218	-0.420069										
-439.2357	-0.935876	-439.1936	-0.408523										
-438.2462	-0.931528	-438.1778	-0.396752										
-437.2509	-0.927671	-437.1972	-0.385167										
-436.2435	-0.923464	-436.2209	-0.372936										
-435.2408	-0.919608	-435.2382	-0.360837										
-434.2342	-0.914765	-434.2573	-0.347918										
-433.2327	-0.90967	-433.228	-0.335071										
-432.2407	-0.905648	-432.2241	-0.322142										
-431.2327	-0.901721	-431.2329	-0.309139										
-430.247	-0.898129	-430.231	-0.296781										
-429.2485	-0.894227	-429.2444	-0.284477										
-428.2397	-0.88935	-428.257	-0.27111										
-427.2487	-0.884328	-427.2314	-0.256556										
-426.237	-0.879228	-426.2229	-0.241754										
-425.2184	-0.874736	-425.2314	-0.226438										
-424.2162	-0.870216	-424.2103	-0.210839										
-423.216	-0.866352	-423.219	-0.196564										
-422.2121	-0.862761	-422.2166	-0.181094										
-421.2188	-0.859093	-421.199	-0.165486										
-420.2328	-0.855737	-420.2105	-0.149674										
-419.2158	-0.851608	-419.2179	-0.133415										
-418.2053	-0.847317	-418.2191	-0.117879										
-417.1978	-0.842597	-417.2308	-0.100576										
-416.1931	-0.838269	-416.2272	-0.083475										
-415.1995	-0.833822	-415.219	-0.065384										
-414.1941	-0.829226	-414.1917	-0.045234										
-413.1783	-0.826014	-413.1776	-0.027325										
-412.1707	-0.822251	-412.1565	-0.008692										
-411.1529	-0.818637	-411.1399	0.010258										
-410.1574	-0.81589	-410.1697	0.028014										
-409.1871	-0.811044	-409.1741	0.047877										
-408.1875	-0.806474	-408.182	0.06906										
-407.1976	-0.801918	-407.1984	0.090102										
-406.2224	-0.796968	-406.215	0.112142										
-405.2135	-0.792924	-405.2326	0.134193										
-404.2243	-0.788483	-404.2449	0.156068										
-403.2321	-0.784884	-403.2464	0.1791										
-402.2296	-0.780975	-402.249	0.203474										
-401.2325	-0.777022	-401.2392	0.230216										
-400.228	-0.77394	-400.2278	0.256272										
-399.2371	-0.770265	-399.2328	0.282558										
-398.2258	-0.766371	-398.2143	0.309645										
-397.2432	-0.762919	-397.2199	0.334967										
-396.2659	-0.758761	-396.2385	0.362019										
-395.2596	-0.753473	-395.2325	0.391653										
-394.2585	-0.748962	-394.2286	0.420356										
-393.2395	-0.744607	-393.2376	0.451193										
-392.2243	-0.740054	-392.2237	0.483665										
-391.2235	-0.736831	-391.2346	0.515504										
-390.2175	-0.732386	-390.2501	0.549368										
-389.2265	-0.728233	-389.2375	0.583653										
-388.2207	-0.723907	-388.2354	0.618501										
-387.2171	-0.71982	-387.2289	0.654092										
-386.2401	-0.716691	-386.2226	0.689373										
-385.2403	-0.712356	-385.2218	0.726005										
-384.2551	-0.70886	-384.2349	0.762509										
-383.264	-0.704373	-383.2467	0.800625										
-382.2505	-0.699887	-382.2643	0.842054										
-381.2618	-0.696161	-381.266	0.88287										
-380.2602	-0.691637	-380.2777	0.924871										
-379.2805	-0.68818	-379.2751	0.968028										
-378.3073	-0.684681	-378.2655	1.011247										
-377.3004	-0.680411	-377.2602	1.057232										
-376.2985	-0.676543	-376.2593	1.105776										
-375.2888	-0.671771	-375.2524	1.154929										
-374.2784	-0.66782	-374.2437	1.2044										
-373.276	-0.663904	-373.2589	1.253902										
-372.2777	-0.660012	-372.2613	1.303243										
-371.2829	-0.656353	-371.2708	1.354191										
-370.2746	-0.651123	-370.2799	1.407374										
-369.2809	-0.646708	-369.273	1.464444										
-368.2622	-0.642408	-368.2678	1.522769										
-367.2769	-0.638084	-367.2669	1.580207										
-366.2786	-0.633346	-366.2687	1.639823										
-365.284	-0.628853	-365.2573	1.698239										
-364.2853	-0.624587	-364.2592	1.758713										
-363.2636	-0.620161	-363.2516	1.823868										
-362.2385	-0.616356	-362.2515	1.887872										
-361.227	-0.612719	-361.2664	1.952869										
-360.255	-0.608438	-360.242	2.018392										
-359.2563	-0.604418	-359.252	2.083277										
-358.2964	-0.600545	-358.2456	2.15054										
-357.304	-0.595657	-357.2506	2.219324										
-356.2988	-0.590982	-356.2712	2.289353										
-355.3016	-0.585967	-355.2645	2.360298										
-354.2928	-0.581565	-354.2656	2.432552										
-353.2983	-0.577035	-353.2488	2.507798										
-352.3036	-0.572783	-352.2548	2.583888										
-351.3158	-0.568061	-351.2533	2.661318										
-350.3042	-0.56343	-350.2545	2.743817										
-349.2997	-0.559201	-349.2657	2.825559										
-348.2887	-0.554794	-348.2769	2.906555										
-347.2617	-0.550822	-347.2955	2.991115										
-346.2984	-0.546055	-346.2814	3.07112										
-345.299	-0.541567	-345.2891	3.152225										
-344.3036	-0.536147	-344.2871	3.238305										
-343.3101	-0.531532	-343.2726	3.324839										
-342.2833	-0.526986	-342.3015	3.414469										
-341.2927	-0.521998	-341.3115	3.505712										
-340.2874	-0.518117	-340.3034	3.596943										
-339.2821	-0.51342	-339.3123	3.690034										
-338.2684	-0.50851	-338.2958	3.783876										
-337.251	-0.503189	-337.2949	3.881408										
-336.2478	-0.498298	-336.2904	3.978424										
-335.2655	-0.494256	-335.2795	4.072542										
-334.2964	-0.489685	-334.3029	4.170702										
-333.301	-0.485635	-333.3056	4.264902										
-332.3076	-0.480422	-332.3155	4.360198										
-331.3044	-0.473923	-331.3189	4.460879										
-330.2735	-0.469028	-330.3006	4.559999										
-329.2974	-0.463511	-329.298	4.662643										
-328.2949	-0.458239	-328.3013	4.765579										
-327.2939	-0.453432	-327.2986	4.866758										
-326.313	-0.447476	-326.301	4.969651										
-325.2989	-0.442187	-325.3067	5.075685										
-324.3004	-0.43642	-324.3007	5.185385										
-323.314	-0.431034	-323.3143	5.295038										
-322.3109	-0.425845	-322.3185	5.40189										
-321.3107	-0.420214	-321.3047	5.506856										
-320.3232	-0.415378	-320.3085	5.611394										
-319.322	-0.409826	-319.3081	5.716621										
-318.3083	-0.40368	-318.309	5.828045										
-317.3185	-0.397851	-317.2912	5.939336										
-316.3049	-0.391831	-316.2865	6.046846										
-315.3075	-0.386251	-315.279	6.158791										
-314.3136	-0.380961	-314.2657	6.266785										
-313.2948	-0.375181	-313.2943	6.37533										
-312.288	-0.368545	-312.29	6.489448										
-311.2717	-0.362914	-311.2714	6.601956										
-310.2791	-0.356637	-310.2717	6.715117										
-309.2694	-0.350081	-309.248	6.824305										
-308.2661	-0.344221	-308.2463	6.929354										
-307.2556	-0.337191	-307.256	7.031092										
-306.2421	-0.330905	-306.277	7.132663										
-305.2464	-0.324224	-305.2899	7.239907										
-304.2448	-0.318286	-304.2849	7.347513										
-303.2529	-0.312192	-303.292	7.451952										
-302.2711	-0.305473	-302.2845	7.558268										
-301.2772	-0.300088	-301.279	7.660836										
-300.2953	-0.29294	-300.3017	7.763062										
-299.31	-0.2855	-299.3127	7.871053										
-298.2953	-0.279017	-298.3101	7.976266										
-297.3	-0.270955	-297.3132	8.079121										
-296.2932	-0.264199	-296.2993	8.184993										
-295.2994	-0.257584	-295.3056	8.279213										
-294.3045	-0.250605	-294.306	8.372475										
-293.3283	-0.244328	-293.3072	8.469005										
-292.3401	-0.237598	-292.3033	8.561068										
-291.3381	-0.230823	-291.2988	8.66015										
-290.3547	-0.223554	-290.3105	8.756804										
-289.3371	-0.215642	-289.3198	8.848825										
-288.3172	-0.207662	-288.3319	8.938753										
-287.3128	-0.199195	-287.3252	9.026899										
-286.2957	-0.19022	-286.3232	9.119609										
-285.2776	-0.183262	-285.3092	9.211768										
-284.2937	-0.175793	-284.3013	9.295134										
-283.2998	-0.167799	-283.3057	9.377157										
-282.3095	-0.160628	-282.3003	9.449945										
-281.3179	-0.151907	-281.324	9.520725										
-280.3244	-0.14303	-280.3377	9.597424										
-279.3218	-0.134676	-279.3384	9.670744										
-278.3427	-0.125851	-278.3451	9.743074										
-277.3643	-0.117538	-277.3537	9.811737										
-276.3645	-0.109403	-276.3448	9.877843										
-275.367	-0.101686	-275.3499	9.942512										
-274.3502	-0.093777	-274.3539	10.0051										
-273.337	-0.084593	-273.331	10.07175										
-272.328	-0.07544	-272.3448	10.13402										
-271.3243	-0.066496	-271.3503	10.19435										
-270.3279	-0.056955	-270.3541	10.24918										
-269.3315	-0.049003	-269.3587	10.29478										
-268.3446	-0.040529	-268.3663	10.33671										
-267.3449	-0.030993	-267.3815	10.37909										
-266.3369	-0.022789	-266.3607	10.42332										
-265.3416	-0.013369	-265.3722	10.46401										
-264.3254	-0.004025	-264.3688	10.50303										
-263.3245	0.005234	-263.3414	10.53576										
-262.3413	0.014897	-262.3509	10.56602										
-261.3186	0.024313	-261.3375	10.59752										
-260.3074	0.034337	-260.312	10.62653										
-259.2905	0.043312	-259.2908	10.64987										
-258.2751	0.052118	-258.2747	10.6648										
-257.3042	0.060959	-257.2688	10.67461										
-256.3275	0.069375	-256.2906	10.68128										
-255.3424	0.077923	-255.3246	10.68229										
-254.3368	0.088341	-254.3466	10.68658										
-253.3382	0.098415	-253.3855	10.68701										
-252.3465	0.107552	-252.3739	10.68102										
-251.3315	0.11826	-251.3596	10.67805										
-250.3291	0.12684	-250.3587	10.66656										
-249.3242	0.136531	-249.3272	10.65173										
-248.2975	0.147284	-248.3229	10.63953										
-247.3106	0.156889	-247.3333	10.6235										
-246.3124	0.166999	-246.3238	10.60589										
-245.2936	0.176097	-245.329	10.58332										
-244.3175	0.185585	-244.3722	10.55136										
-243.3084	0.194722	-243.3721	10.51453										
-242.3249	0.204766	-242.3841	10.47704										
-241.3245	0.215675	-241.3788	10.44041										
-240.325	0.224951	-240.3574	10.40324										
-239.3474	0.235092	-239.3693	10.36068										
-238.3371	0.244395	-238.3546	10.31559										
-237.338	0.252267	-237.3539	10.26577										
-236.3465	0.261418	-236.3459	10.21243										
-235.3106	0.271256	-235.3269	10.1615										
-234.2922	0.280558	-234.3358	10.10391										
-233.2856	0.290161	-233.3238	10.04135										
-232.2661	0.29952	-232.3159	9.978808										
-231.2921	0.307259	-231.319	9.908168										
-230.3117	0.31652	-230.3188	9.835205										
-229.3189	0.326569	-229.3193	9.761927										
-228.328	0.335339	-228.3163	9.686585										
-227.3488	0.343979	-227.3315	9.611942										
-226.3744	0.351903	-226.3459	9.532898										
-225.4015	0.360137	-225.3518	9.452946										
-224.3846	0.369027	-224.363	9.36949										
-223.3683	0.37839	-223.3353	9.28466										
-222.3313	0.388482	-222.3298	9.203716										
-221.3112	0.396321	-221.3297	9.118804										
-220.3178	0.404615	-220.3315	9.029321										
-219.3044	0.413332	-219.3348	8.937824										
-218.3041	0.419407	-218.3273	8.841379										
-217.3098	0.426768	-217.3413	8.744511										
-216.2912	0.433802	-216.3374	8.65185										
-215.2974	0.440603	-215.3348	8.558132										
-214.3012	0.44829	-214.3298	8.463664										
-213.2828	0.455706	-213.3301	8.368095										
-212.2944	0.462708	-212.3295	8.269674										
-211.298	0.469265	-211.3327	8.170908										
-210.3029	0.476659	-210.3176	8.071947										
-209.3194	0.484073	-209.2887	7.974735										
-208.3211	0.490317	-208.2811	7.875996										
-207.3102	0.49598	-207.2769	7.773596										
-206.3134	0.501355	-206.2789	7.671803										
-205.3073	0.506271	-205.2976	7.565917										
-204.3275	0.511399	-204.2885	7.459844										
-203.3237	0.517291	-203.2947	7.357689										
-202.3129	0.52157	-202.3103	7.253114										
-201.3112	0.526135	-201.3137	7.150141										
-200.293	0.532418	-200.3176	7.04935										
-199.3353	0.536256	-199.3164	6.947223										
-198.3395	0.541483	-198.3192	6.847607										
-197.342	0.546156	-197.3089	6.749649										
-196.3271	0.55013	-196.3118	6.652386										
-195.2902	0.555021	-195.3173	6.556511										
-194.3069	0.55805	-194.3125	6.457552										
-193.313	0.561311	-193.3226	6.358918										
-192.3296	0.563423	-192.3324	6.259932										
-191.3347	0.56638	-191.3441	6.161288										
-190.344	0.570559	-190.3614	6.068201										
-189.3287	0.572749	-189.3728	5.975175										
-188.3267	0.57479	-188.3798	5.882697										
-187.3372	0.576798	-187.3774	5.791441										
-186.3333	0.577905	-186.3728	5.698891										
-185.3527	0.580507	-185.3779	5.607977										
-184.3574	0.582941	-184.3688	5.520104										
-183.3444	0.584572	-183.3582	5.431948										
-182.3413	0.586283	-182.345	5.344909										
-181.3522	0.587457	-181.351	5.258365										
-180.3508	0.588052	-180.3595	5.171846										
-179.3605	0.587958	-179.3772	5.086956										
-178.3732	0.588126	-178.3891	5.003493										
-177.3616	0.588609	-177.3738	4.923006										
-176.3924	0.589211	-176.3874	4.843217										
-175.4019	0.589098	-175.3898	4.763947										
-174.3915	0.589006	-174.3797	4.687174										
-173.4032	0.588445	-173.3919	4.609597										
-172.3955	0.588238	-172.3812	4.534507										
-171.408	0.58958	-171.3716	4.462407										
-170.405	0.589087	-170.3724	4.389019										
-169.3952	0.588418	-169.3654	4.317616										
-168.3922	0.587653	-168.3665	4.246758										
-167.376	0.585537	-167.3783	4.175799										
-166.3816	0.585416	-166.3914	4.106774										
-165.379	0.584254	-165.3999	4.03959										
-164.3758	0.583078	-164.3938	3.973559										
-163.3669	0.582491	-163.3877	3.909106										
-162.3612	0.580288	-162.3729	3.845436										
-161.3689	0.579364	-161.3723	3.783179										
-160.3555	0.577316	-160.3871	3.721897										
-159.3643	0.57549	-159.3714	3.661908										
-158.3656	0.574248	-158.3739	3.603943										
-157.3355	0.571671	-157.3458	3.54502										
-156.3488	0.570164	-156.3201	3.486784										
-155.3424	0.567615	-155.3323	3.429689										
-154.3563	0.564394	-154.3416	3.373186										
-153.3785	0.562015	-153.3639	3.318676										
-152.3659	0.559374	-152.3782	3.266037										
-151.3582	0.556637	-151.3947	3.213993										
-150.3464	0.554103	-150.4092	3.162645										
-149.3537	0.551116	-149.4048	3.112211										
-148.3551	0.548246	-148.4184	3.062061										
-147.3764	0.545994	-147.4083	3.01334										
-146.3848	0.543334	-146.3898	2.966359										
-145.3902	0.541676	-145.3971	2.920352										
-144.4046	0.539415	-144.373	2.875843										
-143.4043	0.536453	-143.3764	2.830767										
-142.4001	0.534278	-142.3755	2.786381										
-141.4073	0.53044	-141.3666	2.74247										
-140.4236	0.527222	-140.3813	2.699849										
-139.4239	0.524405	-139.3695	2.659484										
-138.4264	0.520729	-138.4008	2.618701										
-137.412	0.518843	-137.4133	2.579545										
-136.3747	0.515556	-136.3922	2.541183										
-135.3609	0.512501	-135.4049	2.502868										
-134.3427	0.510203	-134.3876	2.465945										
-133.3388	0.507221	-133.3647	2.429786										
-132.3338	0.505409	-132.3598	2.39378										
-131.3123	0.50239	-131.3423	2.358505										
-130.332	0.498625	-130.3486	2.324518										
-129.3526	0.495135	-129.3644	2.290351										
-128.3997	0.491173	-128.4003	2.256796										
-127.4324	0.488926	-127.418	2.224267										
-126.4253	0.487858	-126.4057	2.192492										
-125.4154	0.485346	-125.4012	2.16128										
-124.3892	0.483488	-124.3883	2.130282										
-123.3877	0.481242	-123.3924	2.099829										
-122.3966	0.478033	-122.3891	2.069444										
-121.3996	0.475312	-121.3938	2.04104										
-120.3955	0.471983	-120.3948	2.013754										
-119.3921	0.468347	-119.3763	1.987126										
-118.4014	0.464953	-118.3773	1.961036										
-117.3893	0.462398	-117.3678	1.934427										
-116.4088	0.459668	-116.3623	1.90879										
-115.4161	0.457247	-115.3666	1.882921										
-114.4057	0.454748	-114.3767	1.857653										
-113.4259	0.452478	-113.4046	1.833599										
-112.4174	0.449642	-112.4241	1.808918										
-111.4243	0.446583	-111.4396	1.786018										
-110.4143	0.4446	-110.4321	1.763247										
-109.4007	0.440767	-109.4197	1.74042										
-108.3784	0.438791	-108.3938	1.71845										
-107.346	0.436798	-107.3526	1.696896										
-106.3293	0.43382	-106.3326	1.675485										
-105.3163	0.432049	-105.3106	1.654243										
-104.3244	0.429587	-104.2918	1.633816										
-103.3546	0.427085	-103.3076	1.613033										
-102.3846	0.424891	-102.3322	1.593746										
-101.3981	0.422599	-101.33	1.575722										
