Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Ciclado - 20 ciclos 1 - 0.315mM	Ciclado - 20 ciclos 1 - 0.315mM	Ciclado - 20 ciclos 2 - 0.315mM	Ciclado - 20 ciclos 2 - 0.315mM	Adsorbido 1 - 0.315mM	Adsorbido 1 - 0.315mM	Adsorbido 2 - 0.315mM	Adsorbido 2 - 0.315mM	Adsorbido 3 - 0.315mM	Adsorbido 3 - 0.315mM	Adsorbido 4 - 0.315mM	Adsorbido 4 - 0.315mM	Ru 0.315mM - Au Desnudo	Ru 0.315mM - Au Desnudo
-539.4379	-2.075069	-539.422	-2.638723										
-540.4419	-2.075042	-540.4169	-2.62987										
-541.4448	-2.075119	-541.4235	-2.622282										
-542.4697	-2.075377	-542.434	-2.615636										
-543.4701	-2.073834	-543.4377	-2.608591										
-544.4631	-2.073417	-544.4384	-2.600924										
-545.4572	-2.072768	-545.4272	-2.593277										
-546.4573	-2.072136	-546.4372	-2.585299										
-547.4404	-2.071731	-547.466	-2.577761										
-548.4354	-2.07064	-548.4529	-2.56987										
-549.4118	-2.070419	-549.4531	-2.557839										
-550.395	-2.069964	-550.4299	-2.548339										
-551.3931	-2.06951	-551.4008	-2.541819										
-552.3917	-2.069187	-552.4022	-2.5367										
-553.4143	-2.069086	-553.4124	-2.536267										
-554.4271	-2.068639	-554.4427	-2.531956										
-555.4323	-2.069161	-555.4373	-2.525927										
-556.429	-2.069004	-556.4482	-2.519494										
-557.4192	-2.067863	-557.4398	-2.511602										
-558.4055	-2.067786	-558.418	-2.505449										
-559.4094	-2.067031	-559.426	-2.497355										
-560.41	-2.06678	-560.4207	-2.489812										
-561.4179	-2.067244	-561.4256	-2.483068										
-562.4155	-2.066621	-562.4182	-2.475274										
-563.4039	-2.066238	-563.4111	-2.46894										
-564.3965	-2.065868	-564.3964	-2.461264										
-565.3824	-2.065849	-565.3835	-2.454301										
-566.3896	-2.066193	-566.3882	-2.447946										
-567.4012	-2.065692	-567.3982	-2.441415										
-568.4189	-2.065819	-568.4163	-2.435526										
-569.4604	-2.065839	-569.4281	-2.428652										
-570.4694	-2.065197	-570.4248	-2.421616										
-571.4668	-2.066044	-571.4204	-2.415463										
-572.4734	-2.065595	-572.433	-2.408728										
-573.4532	-2.064843	-573.4268	-2.403358										
-574.4506	-2.065508	-574.4333	-2.397357										
-575.4543	-2.064881	-575.4309	-2.39133										
-576.4306	-2.064537	-576.4148	-2.386087										
-577.4435	-2.063617	-577.4139	-2.379811										
-578.4432	-2.062881	-578.4091	-2.373887										
-579.4536	-2.063034	-579.4196	-2.366703										
-580.4633	-2.063444	-580.431	-2.360418										
-581.4504	-2.06425	-581.4434	-2.354659										
-582.4592	-2.063982	-582.4454	-2.349136										
-583.4301	-2.063535	-583.4296	-2.343819										
-584.4375	-2.063737	-584.4068	-2.338409										
-585.4364	-2.063566	-585.3826	-2.332945										
-586.4022	-2.063472	-586.3802	-2.327084										
-587.4123	-2.063778	-587.3929	-2.321703										
-588.4015	-2.063495	-588.4098	-2.315648										
-589.3771	-2.063649	-589.4013	-2.309197										
-590.3848	-2.06444	-590.3862	-2.304463										
-591.3792	-2.064223	-591.3891	-2.299372										
-592.387	-2.064481	-592.3753	-2.294326										
-593.3909	-2.064933	-593.4055	-2.290124										
-594.403	-2.065377	-594.4156	-2.284439										
-595.4158	-2.065766	-595.3999	-2.27928										
-596.4084	-2.065757	-596.3987	-2.274409										
-597.4017	-2.066036	-597.3893	-2.268802										
-598.4011	-2.065987	-598.3919	-2.263921										
-598.999	-2.049872	-599.0114	-2.240155										
-599.1194	-2.030428	-599.1385	-2.210539										
-598.7542	-2.007641	-598.746	-2.176994										
-597.8655	-1.982859	-597.8423	-2.139079										
-596.8757	-1.97204	-596.8584	-2.115844										
-595.8557	-1.962248	-595.8425	-2.095449										
-594.8401	-1.953257	-594.8569	-2.0747										
-593.8519	-1.943702	-593.8779	-2.054727										
-592.8414	-1.934752	-592.8568	-2.035011										
-591.855	-1.92682	-591.8577	-2.015968										
-590.8793	-1.919249	-590.8422	-1.998838										
-589.8897	-1.911311	-589.8359	-1.982111										
-588.8845	-1.903971	-588.8421	-1.966558										
-587.8969	-1.896372	-587.863	-1.949953										
-586.884	-1.888232	-586.8827	-1.933501										
-585.8748	-1.881183	-585.8953	-1.91828										
-584.9022	-1.873755	-584.8785	-1.902406										
-583.8993	-1.865805	-583.8524	-1.887132										
-582.9076	-1.859099	-582.8439	-1.871422										
-581.9052	-1.851881	-581.8264	-1.855471										
-580.872	-1.844347	-580.8428	-1.840533										
-579.8549	-1.837242	-579.8538	-1.825787										
-578.8243	-1.828946	-578.845	-1.81171										
-577.8137	-1.822304	-577.8649	-1.798158										
-576.8436	-1.816098	-576.8834	-1.783662										
-575.8489	-1.80977	-575.8895	-1.770189										
-574.86	-1.803668	-574.8992	-1.756631										
-573.8607	-1.796401	-573.8954	-1.741675										
-572.8565	-1.790044	-572.885	-1.728132										
-571.8758	-1.783509	-571.8828	-1.714027										
-570.8826	-1.776924	-570.8848	-1.699715										
-569.8939	-1.770407	-569.882	-1.687204										
-568.8878	-1.763648	-568.8865	-1.674243										
-567.8663	-1.756338	-567.8824	-1.661149										
-566.8663	-1.750033	-566.8768	-1.648494										
-565.8358	-1.744181	-565.8708	-1.635232										
-564.8467	-1.737771	-564.8604	-1.622589										
-563.8651	-1.732559	-563.8451	-1.610038										
-562.8671	-1.726597	-562.8462	-1.597402										
-561.8979	-1.72073	-561.8499	-1.585007										
-560.8878	-1.714322	-560.8615	-1.572292										
-559.8767	-1.708166	-559.8748	-1.560605										
-558.8806	-1.702609	-558.8864	-1.548956										
-557.8689	-1.695957	-557.8949	-1.536773										
-556.8694	-1.690283	-556.9065	-1.525445										
-555.863	-1.683504	-555.9071	-1.512589										
-554.8761	-1.676009	-554.8939	-1.49941										
-553.8722	-1.670535	-553.8779	-1.48724										
-552.8734	-1.664116	-552.873	-1.47401										
-551.8872	-1.658719	-551.8908	-1.462031										
-550.877	-1.65394	-550.8966	-1.45072										
-549.8975	-1.646989	-549.901	-1.438878										
-548.9042	-1.641033	-548.8951	-1.427191										
-547.906	-1.634857	-547.8703	-1.415164										
-546.8987	-1.628738	-546.8599	-1.402851										
-545.8851	-1.623549	-545.8813	-1.390894										
-544.9014	-1.617765	-544.8516	-1.378418										
-543.9021	-1.611696	-543.8704	-1.366314										
-542.9226	-1.605536	-542.8764	-1.354439										
-541.9095	-1.599357	-541.8546	-1.342031										
-540.8807	-1.594464	-540.8787	-1.331486										
-539.8844	-1.589147	-539.8816	-1.320147										
-538.8743	-1.583113	-538.8826	-1.308471										
-537.8953	-1.577632	-537.8971	-1.297104										
-536.8968	-1.57103	-536.8903	-1.284021										
-535.9	-1.564852	-535.8726	-1.271328										
-534.9004	-1.560071	-534.863	-1.259352										
-533.9025	-1.554601	-533.8412	-1.247221										
-532.9249	-1.5495	-532.8564	-1.235964										
-531.9172	-1.544467	-531.8847	-1.224803										
-530.912	-1.537989	-530.9022	-1.212972										
-529.912	-1.532177	-529.9174	-1.201415										
-528.894	-1.525324	-528.9005	-1.188501										
-527.8986	-1.519741	-527.8785	-1.17612										
-526.8947	-1.514225	-526.8729	-1.164457										
-525.9005	-1.507613	-525.874	-1.151751										
-524.9144	-1.503057	-524.8873	-1.140939										
-523.9011	-1.496604	-523.9028	-1.128988										
-522.8947	-1.49076	-522.8986	-1.117495										
-521.8796	-1.485886	-521.8889	-1.106096										
-520.8525	-1.479372	-520.8733	-1.093866										
-519.8574	-1.473852	-519.8567	-1.081346										
-518.8746	-1.468268	-518.8492	-1.068234										
-517.8754	-1.462204	-517.8597	-1.05582										
-516.8756	-1.455668	-516.8514	-1.042854										
-515.849	-1.449145	-515.8469	-1.030925										
-514.8381	-1.443122	-514.8452	-1.01869										
-513.833	-1.437638	-513.8326	-1.006691										
-512.8397	-1.432805	-512.8389	-0.994941										
-511.8553	-1.427702	-511.8179	-0.98315										
-510.8555	-1.42179	-510.8134	-0.970981										
-509.8761	-1.416718	-509.8207	-0.957325										
-508.8928	-1.411335	-508.8221	-0.945424										
-507.9046	-1.406056	-507.8562	-0.933461										
-506.913	-1.400675	-506.8643	-0.921998										
-505.9052	-1.394362	-505.8525	-0.912115										
-504.8942	-1.387289	-504.8759	-0.90052										
-503.8776	-1.380604	-503.8596	-0.888075										
-502.8773	-1.374395	-502.8506	-0.87573										
-501.8708	-1.367466	-501.8723	-0.862532										
-500.8889	-1.362273	-500.853	-0.849363										
-499.8996	-1.356565	-499.8571	-0.837008										
-498.9183	-1.35089	-498.9162	-0.825078										
-497.9292	-1.345912	-497.9151	-0.81383										
-496.9183	-1.339816	-496.9127	-0.802429										
-495.9233	-1.334863	-495.9052	-0.791465										
-494.8997	-1.329253	-494.8648	-0.779513										
-493.8924	-1.32287	-493.8573	-0.767224										
-492.8941	-1.317331	-492.8636	-0.755337										
-491.8942	-1.31022	-491.8701	-0.742633										
-490.8889	-1.304145	-490.8796	-0.729598										
-489.8785	-1.299087	-489.8728	-0.71738										
-488.8779	-1.293436	-488.8799	-0.705744										
-487.8761	-1.288172	-487.904	-0.694595										
-486.9069	-1.282121	-486.903	-0.684477										
-485.9226	-1.276399	-485.9242	-0.673779										
-484.9299	-1.270616	-484.924	-0.661775										
-483.9349	-1.264601	-483.9246	-0.650888										
-482.8957	-1.258619	-482.9271	-0.639301										
-481.9128	-1.251702	-481.908	-0.627402										
-480.9016	-1.245395	-480.8951	-0.616188										
-479.9113	-1.2391	-479.8706	-0.602942										
-478.9578	-1.233182	-478.8532	-0.591083										
-477.933	-1.226801	-477.8769	-0.578546										
-476.9382	-1.22028	-476.8878	-0.567102										
-475.9233	-1.214731	-475.9118	-0.556209										
-474.8938	-1.208372	-474.9292	-0.543861										
-473.9068	-1.203406	-473.9254	-0.533867										
-472.876	-1.19738	-472.9395	-0.522331										
-471.8867	-1.19083	-471.9325	-0.510972										
-470.8789	-1.185117	-470.913	-0.499862										
-469.8812	-1.177952	-469.901	-0.487543										
-468.9222	-1.172155	-468.8874	-0.475952										
-467.9394	-1.165516	-467.8886	-0.464516										
-466.9585	-1.159831	-466.9077	-0.45327										
-465.95	-1.154196	-465.9047	-0.441793										
-464.9366	-1.147746	-464.8939	-0.429783										
-463.9088	-1.142546	-463.8776	-0.418696										
-462.8981	-1.136396	-462.8675	-0.407897										
-461.8767	-1.129675	-461.8703	-0.396487										
-460.8951	-1.123655	-460.8768	-0.385437										
-459.8974	-1.116937	-459.8764	-0.374431										
-458.9048	-1.109895	-458.8622	-0.362433										
-457.9366	-1.104165	-457.8785	-0.351721										
-456.9254	-1.098426	-456.8842	-0.339824										
-455.9283	-1.092672	-455.8952	-0.327813										
-454.9438	-1.087017	-454.9003	-0.316428										
-453.9467	-1.081142	-453.878	-0.303778										
-452.9316	-1.074102	-452.8834	-0.292341										
-451.9279	-1.067467	-451.8937	-0.279329										
-450.9295	-1.060926	-450.9134	-0.266116										
-449.9285	-1.054636	-449.9193	-0.254189										
-448.9346	-1.04845	-448.9028	-0.241123										
-447.9286	-1.041968	-447.8983	-0.228523										
-446.9225	-1.036187	-446.8958	-0.215753										
-445.9173	-1.029253	-445.8972	-0.201419										
-444.9279	-1.024218	-444.9196	-0.188531										
-443.9548	-1.01855	-443.915	-0.175586										
-442.934	-1.011424	-442.9108	-0.161922										
-441.9165	-1.006124	-441.9203	-0.148659										
-440.924	-0.999081	-440.8931	-0.133369										
-439.9023	-0.992072	-439.8876	-0.118275										
-438.9161	-0.986525	-438.8735	-0.103787										
-437.91	-0.979503	-437.8557	-0.088926										
-436.9103	-0.973592	-436.8608	-0.074848										
-435.9128	-0.968152	-435.8906	-0.059447										
-434.9014	-0.962085	-434.9077	-0.044294										
-433.914	-0.956095	-433.9195	-0.027864										
-432.8974	-0.949853	-432.9305	-0.010843										
-431.9048	-0.943678	-431.9191	0.00576										
-430.9195	-0.937542	-430.941	0.023064										
-429.9215	-0.931162	-429.9346	0.041222										
-428.9341	-0.924574	-428.9444	0.05839										
-427.936	-0.917905	-427.9324	0.077095										
-426.9427	-0.911057	-426.9	0.097956										
-425.9485	-0.905187	-425.9223	0.116734										
-424.9367	-0.899305	-424.9002	0.137079										
-423.9597	-0.893042	-423.9069	0.157375										
-422.9457	-0.887723	-422.9375	0.176562										
-421.9492	-0.881691	-421.9054	0.198007										
-420.9492	-0.875376	-420.9217	0.219919										
-419.9176	-0.869299	-419.9099	0.242744										
-418.9076	-0.862353	-418.8835	0.266864										
-417.9023	-0.856154	-417.8933	0.291385										
-416.908	-0.848876	-416.8766	0.317193										
-415.9147	-0.842765	-415.8798	0.342753										
-414.9236	-0.836305	-414.8825	0.368507										
-413.9013	-0.829138	-413.8705	0.396749										
-412.888	-0.824101	-412.8692	0.42315										
-411.8744	-0.818027	-411.8566	0.451256										
-410.849	-0.811998	-410.8532	0.479784										
-409.8633	-0.806799	-409.8748	0.506772										
-408.874	-0.799556	-408.8801	0.536595										
-407.887	-0.792561	-407.8783	0.56786										
-406.9192	-0.785915	-406.8725	0.599903										
-405.9348	-0.778862	-405.8608	0.633036										
-404.9421	-0.77311	-404.8647	0.665947										
-403.9488	-0.767165	-403.898	0.698742										
-402.9446	-0.760899	-402.9062	0.733819										
-401.9308	-0.754656	-401.9108	0.771525										
-400.9324	-0.74765	-400.9081	0.811594										
-399.9338	-0.741559	-399.8997	0.851213										
-398.9352	-0.735265	-398.9139	0.890762										
-397.9388	-0.728342	-397.915	0.932731										
-396.9437	-0.722395	-396.9333	0.973331										
-395.9441	-0.715011	-395.9304	1.016232										
-394.9379	-0.707706	-394.9051	1.062273										
-393.9526	-0.701543	-393.9018	1.106191										
-392.9307	-0.694231	-392.8848	1.152752										
-391.9246	-0.686817	-391.8969	1.201188										
-390.9292	-0.679711	-390.9045	1.248328										
-389.9285	-0.671246	-389.9284	1.299627										
-388.95	-0.663842	-388.9682	1.352462										
-387.9438	-0.656444	-387.9542	1.407703										
-386.9611	-0.649252	-386.9885	1.463335										
-385.9589	-0.642292	-385.9859	1.516893										
-384.9571	-0.634477	-384.9695	1.572236										
-383.9521	-0.627387	-383.9927	1.626621										
-382.9574	-0.619599	-382.9655	1.685213										
-381.9686	-0.610726	-381.9827	1.748946										
-380.9656	-0.602541	-380.9801	1.810685										
-379.9898	-0.593065	-379.9814	1.875112										
-378.9789	-0.58424	-379.0091	1.941253										
-377.9905	-0.57685	-377.9813	2.006826										
-377.0019	-0.568458	-376.9667	2.076256										
-376.0192	-0.5602	-375.9551	2.147453										
-375.0248	-0.550243	-374.9339	2.219092										
-374.0101	-0.541015	-373.9314	2.292373										
-373.0026	-0.532307	-372.9497	2.366408										
-371.9739	-0.52317	-371.9461	2.441304										
-370.9596	-0.514781	-370.9637	2.51704										
-369.9702	-0.504487	-369.9652	2.594656										
-368.9758	-0.493372	-368.9593	2.677381										
-367.9871	-0.483019	-367.9551	2.759815										
-367.0013	-0.472781	-366.9475	2.843249										
-365.9793	-0.461557	-365.9627	2.931264										
-364.9727	-0.451584	-364.9799	3.015692										
-363.9756	-0.44037	-363.9821	3.105593										
-362.9574	-0.428134	-362.9551	3.200964										
-361.9545	-0.417084	-361.9396	3.292091										
-360.9615	-0.404588	-360.9232	3.385747										
-359.9575	-0.392538	-359.9341	3.47829										
-358.9693	-0.381107	-358.9513	3.567364										
-357.9647	-0.368878	-357.9573	3.662151										
-356.9691	-0.356209	-356.9548	3.758268										
-355.9666	-0.343407	-355.9751	3.857187										
-354.9686	-0.330087	-354.9691	3.958656										
-353.9906	-0.316609	-353.9915	4.059011										
-352.9839	-0.303233	-352.9994	4.163447										
-351.9857	-0.28972	-351.9691	4.267519										
-350.9852	-0.275454	-350.9901	4.37357										
-349.9664	-0.259567	-349.9784	4.486906										
-348.9667	-0.244518	-348.9871	4.596691										
-347.9669	-0.228859	-347.9931	4.706467										
-346.9694	-0.212903	-346.9877	4.819598										
-345.9724	-0.197887	-345.9647	4.926881										
-344.9761	-0.181566	-344.9601	5.038828										
-343.9728	-0.16395	-343.9619	5.156085										
-342.9609	-0.146988	-342.9642	5.2708										
-341.9736	-0.129248	-341.9755	5.390229										
-340.9888	-0.111505	-340.9674	5.50787										
-339.9946	-0.093777	-339.9742	5.62537										
-339.0175	-0.074447	-338.9792	5.745793										
-338.0174	-0.055308	-337.9846	5.867943										
-336.9969	-0.034599	-336.9847	5.996117										
-336.0054	-0.014843	-335.9651	6.119928										
-334.9807	0.004178	-334.9566	6.241273										
-333.9779	0.024819	-333.9676	6.36444										
-333.0001	0.043536	-332.973	6.480328										
-331.989	0.063973	-331.9914	6.600664										
-330.9896	0.086582	-331.0039	6.727563										
-330.0017	0.107418	-329.9902	6.850003										
-328.9804	0.130805	-329.0101	6.977041										
-327.9912	0.154378	-328.0091	7.106524										
-327.0142	0.176687	-327.0153	7.230479										
-326.0133	0.201294	-326.0236	7.359595										
-325.0187	0.225557	-325.0092	7.489837										
-324.0069	0.251334	-323.9985	7.621596										
-322.9979	0.276361	-322.982	7.753123										
-321.9934	0.301448	-321.9906	7.878914										
-321.0013	0.327357	-320.9684	8.005645										
-320.0206	0.351766	-319.9762	8.128282										
-319.024	0.378719	-318.9827	8.253414										
-318.0132	0.408081	-317.9666	8.388206										
-317.0113	0.435296	-316.9932	8.516802										
-316.0044	0.464578	-315.9847	8.644857										
-315.005	0.494931	-314.9749	8.777149										
-314.0288	0.52207	-313.9951	8.899789										
-313.0077	0.552472	-312.9869	9.027124										
-311.9886	0.583717	-311.9852	9.158394										
-310.9527	0.614165	-310.9745	9.284088										
-309.9202	0.645609	-309.9494	9.4109										
-308.925	0.676052	-308.9462	9.530705										
-307.9465	0.705588	-307.9426	9.644608										
-306.9895	0.735432	-306.9495	9.756441										
-306.0123	0.766616	-305.9386	9.871965										
-305.0047	0.800122	-304.9547	9.988781										
-304.0154	0.832805	-303.9789	10.10133										
-303.0094	0.865815	-302.9883	10.21683										
-301.9918	0.901758	-301.9998	10.32693										
-301.0012	0.934127	-300.9929	10.43485										
-299.9787	0.968978	-299.9838	10.54749										
-298.9603	1.005171	-298.9722	10.65877										
-297.9825	1.039357	-297.9787	10.76648										
-296.998	1.075713	-296.9625	10.87358										
-295.9983	1.111248	-295.9789	10.97649										
-295.0212	1.1462	-294.9853	11.07017										
-294.0048	1.182676	-293.9993	11.16638										
-292.9997	1.220329	-293.0214	11.26276										
-292.0015	1.259064	-292.0057	11.35882										
-291.0072	1.296435	-291.0292	11.45524										
-290.0188	1.332712	-290.03	11.54655										
-289.0204	1.370393	-289.0236	11.63623										
-288.0108	1.407493	-288.0232	11.72134										
-287.0004	1.447099	-287.0179	11.80712										
-285.9932	1.488871	-285.9961	11.89964										
-284.9963	1.526252	-284.997	11.98141										
-284.0377	1.563814	-284.0019	12.0566										
-283.0316	1.602561	-282.987	12.1285										
-282.0616	1.637884	-282.0098	12.18504										
-281.0663	1.675937	-281.0034	12.24722										
-280.0413	1.715692	-280.0059	12.31459										
-279.0567	1.753025	-279.0121	12.37406										
-278.0195	1.79298	-278.0065	12.43422										
-277.0115	1.83219	-277.0146	12.48848										
-276.0241	1.869879	-276.0137	12.53605										
-275.0176	1.908689	-275.012	12.58701										
-274.0455	1.947094	-274.0259	12.63303										
-273.0493	1.989682	-273.0231	12.68555										
-272.0308	2.029413	-272.0298	12.72993										
-271.0284	2.067876	-271.0359	12.76663										
-270.016	2.107903	-270.0451	12.80451										
-269.0348	2.142014	-269.0514	12.82474										
-268.0486	2.180103	-268.0372	12.84665										
-267.066	2.219954	-267.0504	12.87202										
-266.0844	2.255744	-266.04	12.88935										
-265.061	2.296047	-265.0526	12.90744										
-264.0576	2.332492	-264.0728	12.92162										
-263.0422	2.367216	-263.0456	12.92628										
-262.0275	2.406074	-262.0359	12.93147										
-261.0166	2.442596	-261.0146	12.93729										
-259.9932	2.480716	-260.0019	12.94049										
-258.9952	2.517404	-259.0075	12.93587										
-257.9901	2.549746	-258.0092	12.92018										
-257.0121	2.580142	-257.0102	12.89979										
-256.0303	2.609564	-256.0207	12.87192										
-255.0395	2.64066	-255.0291	12.84504										
-254.0435	2.675427	-254.0183	12.81997										
-253.0442	2.70761	-253.0211	12.78367										
-252.0575	2.739633	-252.0198	12.74591										
-251.0341	2.770972	-251.0354	12.70623										
-250.0807	2.797535	-250.0481	12.65712										
-249.0871	2.827746	-249.0577	12.61076										
-248.0834	2.858495	-248.0393	12.56413										
-247.0992	2.886785	-247.0262	12.51262										
-246.0554	2.914764	-246.019	12.46097										
-245.0451	2.939654	-245.019	12.4012										
-244.0312	2.963675	-244.0271	12.33285										
-243.0312	2.987311	-243.0351	12.26012										
-242.0448	3.010694	-242.0643	12.18443										
-241.0555	3.035758	-241.0483	12.11264										
-240.0861	3.057243	-240.0394	12.03549										
-239.0826	3.07879	-238.992	11.95247										
-238.0688	3.101534	-237.9846	11.87212										
-237.0594	3.119213	-236.9765	11.78183										
-236.0477	3.138637	-235.9888	11.69303										
-235.0245	3.158434	-235.0106	11.60768										
-234.012	3.173789	-233.9898	11.50925										
-233.0135	3.189709	-233.0026	11.40967										
-232.0117	3.203894	-232.004	11.30635										
-231.044	3.214459	-231.0144	11.1937										
-230.0564	3.226661	-230.0294	11.08267										
-229.071	3.239574	-229.0366	10.97083										
-228.0707	3.25124	-228.0278	10.85896										
-227.0768	3.261997	-227.0309	10.74674										
-226.0887	3.269569	-226.0212	10.62959										
-225.0847	3.277671	-225.0187	10.51355										
-224.0656	3.28476	-224.0296	10.39211										
-223.0695	3.290639	-223.0347	10.27196										
-222.0464	3.299603	-222.0306	10.15985										
-221.0219	3.303457	-221.0348	10.03852										
-220.0302	3.307345	-220.0305	9.915834										
-219.0003	3.311407	-219.0225	9.791515										
-218.0052	3.310052	-218.0349	9.658139										
-217.0193	3.311016	-217.0274	9.533522										
-216.0286	3.310927	-216.0241	9.407347										
-215.0518	3.309981	-215.0415	9.27927										
-214.0455	3.309991	-214.0395	9.151944										
-213.0294	3.306444	-213.0328	9.020194										
-212.015	3.301717	-212.0407	8.892084										
-211.0097	3.296253	-211.0358	8.763669										
-210.0029	3.290642	-210.0114	8.636209										
-208.9972	3.287224	-209.0014	8.512485										
-207.986	3.280381	-207.9748	8.384933										
-206.9756	3.271875	-206.9599	8.254416										
-205.9948	3.262471	-205.9634	8.12453										
-205.0104	3.249789	-204.9969	7.987971										
-204.0343	3.238705	-204.0195	7.855033										
-203.0392	3.228264	-203.0031	7.730538										
-202.0319	3.2146	-202.0133	7.601556										
-201.0411	3.202094	-200.9963	7.476767										
-200.0449	3.189647	-199.9893	7.352913										
-199.0618	3.175271	-199.0159	7.225616										
-198.0626	3.162243	-198.0081	7.105007										
-197.0725	3.148954	-197.0049	6.985783										
-196.0744	3.135038	-196.0062	6.868671										
-195.0702	3.12078	-195.0052	6.750705										
-194.1022	3.10409	-194.0132	6.63248										
-193.0895	3.087076	-193.0108	6.516698										
-192.0846	3.068118	-192.0128	6.400433										
-191.0911	3.049441	-191.0137	6.288443										
-190.0698	3.033583	-190.0127	6.180472										
-189.0758	3.01377	-189.0316	6.071006										
-188.0794	2.995176	-188.0507	5.963652										
-187.0615	2.976925	-187.0455	5.85866										
-186.0587	2.955943	-186.0537	5.750631										
-185.0616	2.938361	-185.0444	5.648103										
-184.0571	2.919711	-184.0337	5.549974										
-183.0456	2.899638	-183.0368	5.450889										
-182.0452	2.879225	-182.0407	5.353577										
-181.0341	2.858686	-181.0594	5.25555										
-180.0308	2.837661	-180.0544	5.156366										
-179.0562	2.816079	-179.0588	5.060689										
-178.0653	2.795166	-178.0537	4.967217										
-177.0787	2.773898	-177.0347	4.878208										
-176.0918	2.752725	-176.035	4.789196										
-175.0979	2.732255	-175.041	4.701712										
-174.0971	2.711036	-174.0563	4.619299										
-173.1011	2.68857	-173.0756	4.534184										
-172.1047	2.667063	-172.0956	4.453036										
-171.0835	2.646695	-171.0804	4.374228										
-170.0903	2.624954	-170.0749	4.292395										
-169.0875	2.604036	-169.0635	4.215137										
-168.0982	2.582193	-168.037	4.138898										
-167.1025	2.55913	-167.0388	4.062867										
-166.0992	2.537912	-166.0531	3.990654										
-165.0946	2.516179	-165.0583	3.919053										
-164.0728	2.495359	-164.0631	3.849459										
-163.083	2.473629	-163.067	3.780155										
-162.0721	2.451586	-162.0568	3.71068										
-161.0908	2.431197	-161.0343	3.644868										
-160.0877	2.409075	-160.0364	3.578861										
-159.0819	2.387941	-159.0438	3.516407										
-158.0797	2.368102	-158.0137	3.457311										
-157.0483	2.346032	-157.0179	3.396045										
-156.0462	2.325633	-156.0304	3.33621										
-155.0395	2.30528	-155.0273	3.277836										
-154.0432	2.283191	-154.0457	3.216333										
-153.0671	2.263161	-153.0755	3.158357										
-152.0571	2.242655	-152.0653	3.103335										
-151.0678	2.222418	-151.0715	3.047771										
-150.0725	2.202759	-150.074	2.996578										
-149.0585	2.182816	-149.052	2.945733										
-148.077	2.16314	-148.0446	2.895121										
-147.0759	2.14354	-147.0377	2.845849										
-146.0729	2.123919	-146.0532	2.796886										
-145.055	2.105764	-145.0644	2.751032										
-144.058	2.086278	-144.0767	2.703711										
-143.0613	2.067101	-143.0893	2.657307										
-142.0905	2.048841	-142.0812	2.613162										
-141.1179	2.028675	-141.081	2.56707										
-140.1176	2.010861	-140.108	2.524589										
-139.1103	1.993385	-139.0933	2.483938										
-138.0805	1.975039	-138.0789	2.442271										
-137.0802	1.957933	-137.0752	2.402764										
-136.0638	1.940325	-136.0555	2.364698										
-135.0673	1.923068	-135.0569	2.32638										
-134.0911	1.906713	-134.0502	2.289793										
-133.0677	1.890153	-133.0483	2.254029										
-132.077	1.873518	-132.0362	2.218254										
-131.0749	1.856513	-131.0372	2.183266										
-130.0555	1.839542	-130.0507	2.148292										
-129.09	1.823469	-129.0484	2.114536										
-128.1035	1.807219	-128.0651	2.080707										
-127.1126	1.791866	-127.0641	2.04786										
-126.102	1.776675	-126.0853	2.017303										
-125.0791	1.760449	-125.0855	1.985733										
-124.0718	1.745389	-124.0837	1.955738										
-123.0764	1.730322	-123.0919	1.92691										
-122.0945	1.714492	-122.087	1.896778										
-121.1112	1.70028	-121.1162	1.869186										
-120.1147	1.685694	-120.1175	1.842073										
-119.1015	1.671293	-119.1187	1.815146										
-118.0866	1.65823	-118.1197	1.789233										
-117.0722	1.643907	-117.1034	1.762725										
-116.0578	1.630005	-116.0995	1.736872										
-115.0597	1.615422	-115.0794	1.712289										
-114.0625	1.600898	-114.081	1.687739										
-113.0667	1.588434	-113.0494	1.66562										
-112.0689	1.574475	-112.042	1.642958										
-111.0802	1.562114	-111.0433	1.620491										
-110.0816	1.55019	-110.0041	1.599147										
-109.0788	1.536837	-109.0176	1.57611										
-108.0817	1.525111	-108.0135	1.555102										
-107.0639	1.51372	-107.0289	1.534403										
-106.0516	1.501346	-106.0532	1.513879										
-105.0566	1.489299	-105.0459	1.494452										
-104.0596	1.477558	-104.0398	1.474212										
-103.0635	1.464625	-103.0309	1.454152										
-102.0673	1.453232	-102.0226	1.435157										
-101.069	1.441958	-101.0203	1.417317										
-100.0675	1.431165	-100.0155	1.400529										
-99.0656	1.420259	-99.01637	1.383311										
-98.07034	1.409119	-98.03171	1.365754										
-97.06563	1.398817	-97.0476	1.348369										
-96.0602	1.387839	-96.05135	1.331622										
-95.07841	1.377652	-95.0677	1.315621										
-94.06017	1.367767	-94.0598	1.301194										
-93.05354	1.356909	-93.05642	1.285532										
-92.05981	1.346275	-92.06934	1.27009										
-91.03383	1.336018	-91.05232	1.255973										
-90.05516	1.324778	-90.04781	1.24004										
