Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Ciclado - 20 ciclos 1 - 31.5uM	Ciclado - 20 ciclos 1 - 31.5uM	Ciclado - 20 ciclos 2 -31.5 uM	Ciclado - 20 ciclos 2 -31.5 uM	Ciclado - 20 ciclos 3 - 31.5uM	Ciclado - 20 ciclos 3 - 31.5uM	Adsorbido 1 - 31.5uM	Adsorbido 1 - 31.5uM	Adsorbido 2  - 31.5uM	Adsorbido 2  - 31.5uM	Adsorbido 3  - 31.5uM	Adsorbido 3  - 31.5uM	Adsorbido 4  - 31.5uM	Adsorbido 4  - 31.5uM	Ru 31.5uM - Au Desnudo	Ru 31.5uM - Au Desnudo
-119.0567	0.130759	-119.0759	0.432201												
-118.0545	0.130748	-118.0828	0.428111												
-117.0558	0.128515	-117.0912	0.424002												
-116.0304	0.126054	-116.0838	0.419991												
-115.0528	0.124593	-115.0897	0.417409												
-114.082	0.124228	-114.1003	0.414087												
-113.0777	0.127307	-113.0744	0.412045												
-112.1032	0.132915	-112.0776	0.409918												
-111.0945	0.137944	-111.0503	0.406847												
-110.072	0.141076	-110.0266	0.405399												
-109.0671	0.139062	-109.0514	0.402512												
-108.0442	0.134763	-108.0408	0.400197												
-107.0329	0.130339	-107.0584	0.398018												
-106.028	0.127394	-106.0675	0.3936												
-105.0012	0.127326	-105.0276	0.389354												
-103.9971	0.128258	-104.0181	0.385342												
-103.0103	0.130414	-103.0107	0.381539												
-102.007	0.132666	-102.0039	0.379203												
-101.0331	0.134009	-101.0054	0.377513												
-100.0464	0.134752	-100.0262	0.3752												
-99.03638	0.135126	-99.03036	0.373319												
-98.05841	0.136365	-98.01521	0.371666												
-97.04811	0.138583	-97.04027	0.370548												
-96.02922	0.139812	-96.03555	0.369291												
-95.03418	0.141841	-95.0394	0.36756												
-93.99754	0.143954	-94.06287	0.364926												
-92.99393	0.144853	-93.06505	0.361477												
-92.01908	0.145945	-92.06865	0.358421												
-91.03034	0.146752	-91.0812	0.356491												
-90.06611	0.147239	-90.0976	0.354966												
-89.09045	0.148636	-89.10892	0.353297												
-88.09293	0.150472	-88.11402	0.352034												
-87.09794	0.151591	-87.10281	0.350214												
-86.06751	0.151915	-86.10806	0.348509												
-85.0471	0.15198	-85.1003	0.347374												
-84.03442	0.152009	-84.09363	0.346467												
-83.03708	0.152015	-83.08804	0.344863												
-82.0658	0.151972	-82.0722	0.343701												
-81.07008	0.152004	-81.06457	0.342593												
-80.06635	0.151488	-80.07349	0.33997												
-79.05364	0.152586	-79.07703	0.337659												
-78.04128	0.155232	-78.08357	0.335528												
-77.03969	0.157137	-77.11116	0.332872												
-76.05347	0.158222	-76.11884	0.331543												
-75.05334	0.157775	-75.13154	0.331399												
-74.04807	0.156202	-74.12823	0.330537												
-73.07387	0.155031	-73.10357	0.330955												
-72.07371	0.155455	-72.10311	0.331019												
-71.08719	0.157074	-71.10321	0.32979												
-70.09692	0.158813	-70.11246	0.328781												
-69.10461	0.160248	-69.09906	0.326824												
-68.10429	0.161265	-68.08158	0.325047												
-67.08839	0.161369	-67.08134	0.323785												
-66.09598	0.161345	-66.0806	0.322027												
-65.06035	0.161925	-65.11296	0.32118												
-64.05075	0.16294	-64.13506	0.320804												
-63.04578	0.16425	-63.14872	0.320487												
-62.03365	0.165561	-62.13401	0.321213												
-61.0523	0.166029	-61.10812	0.320772												
-60.04783	0.167684	-60.07902	0.320066												
-59.05577	0.169444	-59.05167	0.320334												
-58.04719	0.170482	-58.0676	0.319754												
-57.04367	0.172233	-57.07508	0.319205												
-56.03551	0.172381	-56.0812	0.318692												
-55.03816	0.17186	-55.08519	0.317182												
-54.0457	0.172311	-54.06017	0.316954												
-53.03015	0.172623	-53.03672	0.317222												
-52.04273	0.173226	-52.02213	0.317286												
-51.03497	0.173929	-51.02865	0.317601												
-50.04935	0.174715	-50.05846	0.31722												
-49.05007	0.17575	-49.08792	0.316398												
-48.05034	0.176676	-48.11988	0.315542												
-47.06272	0.178254	-47.12574	0.315419												
-46.04219	0.179395	-46.11092	0.315663												
-45.04715	0.179438	-45.11508	0.31545												
-44.0577	0.179782	-44.10423	0.315631												
-43.05481	0.179645	-43.09534	0.315348												
-42.06039	0.178585	-42.08471	0.31429												
-41.07587	0.17925	-41.07151	0.313892												
-40.07073	0.179851	-40.06693	0.313598												
-39.07304	0.180348	-39.08059	0.311999												
-38.05574	0.182424	-38.09878	0.311105												
-37.0444	0.184463	-37.09507	0.310811												
-36.02945	0.186236	-36.10038	0.310731												
-35.00817	0.188053	-35.0844	0.312649												
-34.0267	0.188995	-34.08777	0.313845												
-33.02285	0.189745	-33.09378	0.313941												
-32.04585	0.189893	-32.09319	0.313175												
-31.05902	0.190864	-31.09172	0.311621												
-30.05057	0.192162	-30.05141	0.310781												
-29.04816	0.192315	-29.05021	0.30962												
-28.04996	0.193344	-28.04932	0.309766												
-27.05098	0.194346	-27.05823	0.31026												
-26.04892	0.195389	-26.09324	0.310346												
-25.05245	0.196984	-25.10499	0.311992												
-24.03258	0.19866	-24.11433	0.313371												
-23.02845	0.199697	-23.11265	0.313722												
-22.01915	0.201209	-22.09832	0.313923												
-21.04557	0.203079	-21.10765	0.313623												
-20.0613	0.204123	-20.09626	0.312325												
-19.07714	0.204485	-19.10999	0.311864												
-18.10464	0.204348	-18.14414	0.312097												
-17.07147	0.204648	-17.1253	0.312969												
-16.05972	0.204929	-16.13057	0.313563												
-15.04785	0.205839	-15.10994	0.314147												
-14.03205	0.207509	-14.09525	0.314676												
-13.03139	0.207623	-13.08245	0.313849												
-12.02716	0.208917	-12.08128	0.3144												
-11.03966	0.210414	-11.07616	0.315068												
-10.03804	0.2118	-10.07157	0.315145												
-9.051612	0.213695	-9.070846	0.315956												
-8.078722	0.215194	-8.06903	0.316115												
-7.074627	0.215721	-7.073438	0.315776												
-6.076806	0.215319	-6.069641	0.315797												
-5.055013	0.215479	-5.071077	0.315274												
-4.041226	0.214276	-4.069657	0.314097												
-3.067511	0.214917	-3.091946	0.312612												
-2.084781	0.215422	-2.119519	0.31198												
-1.114219	0.216632	-1.153811	0.312552												
-0.15244	0.218665	-0.189572	0.314087												
0.85669	0.220579	0.791689	0.315521												
1.846074	0.223431	1.793439	0.317509												
2.828722	0.225595	2.784077	0.317383												
3.814919	0.226463	3.776978	0.317204												
4.811006	0.226522	4.770242	0.317994												
5.789889	0.226264	5.766181	0.316565												
6.775178	0.227123	6.756703	0.316604												
7.783714	0.228966	7.773709	0.31719												
8.787941	0.232168	8.803493	0.317872												
9.80389	0.234203	9.830323	0.318164												
10.79601	0.235714	10.83369	0.319608												
11.81865	0.237922	11.81713	0.319091												
12.79451	0.237983	12.78754	0.318182												
13.7743	0.239221	13.74619	0.318565												
14.79519	0.24039	14.76298	0.319109												
15.79058	0.241173	15.76309	0.320169												
16.78994	0.242804	16.7607	0.321219												
17.80249	0.244385	17.77411	0.322966												
18.79932	0.244032	18.75317	0.321977												
19.79732	0.244861	19.75966	0.321794												
20.80651	0.245834	20.78588	0.321387												
21.79039	0.246114	21.78604	0.319434												
22.76772	0.247072	22.78665	0.319069												
23.75776	0.247514	23.77813	0.318987												
24.73129	0.247335	24.73904	0.319667												
25.73382	0.248164	25.75116	0.32205												
26.72646	0.249546	26.73441	0.324045												
27.71612	0.252128	27.74429	0.325776												
28.74526	0.253347	28.75114	0.326081												
29.74278	0.254791	29.70714	0.325019												
30.75565	0.256607	30.71787	0.324203												
31.75428	0.256772	31.70385	0.323466												
32.75187	0.257888	32.715	0.323234												
33.75784	0.259032	33.73808	0.324358												
34.76146	0.259028	34.73988	0.324443												
35.76222	0.259699	35.73566	0.325002												
36.75264	0.261157	36.73772	0.326209												
37.73583	0.262563	37.7166	0.325736												
38.73547	0.265216	38.70027	0.32753												
39.75494	0.267676	39.71708	0.328674												
40.76775	0.269716	40.72806	0.329709												
41.78896	0.270485	41.74227	0.331623												
42.79874	0.27016	42.76235	0.332124												
43.78423	0.26969	43.73329	0.332189												
44.75793	0.26952	44.71742	0.332175												
45.75043	0.270211	45.7143	0.333225												
46.76176	0.272082	46.734	0.334627												
47.77219	0.273784	47.76196	0.335856												
48.76416	0.275695	48.77681	0.337127												
49.78045	0.278322	49.79455	0.338306												
50.76043	0.279188	50.76339	0.337127												
51.74475	0.28057	51.73785	0.33836												
52.77211	0.281524	52.71607	0.339985												
53.75558	0.280776	53.69135	0.339682												
54.757	0.281795	54.68409	0.341651												
55.75879	0.282762	55.70833	0.342096												
56.74406	0.283141	56.70394	0.341791												
57.74769	0.285422	57.71848	0.342656												
58.74749	0.286527	58.71371	0.343529												
59.74483	0.287688	59.70712	0.344807												
60.76068	0.288625	60.72522	0.344801												
61.74712	0.288648	61.71339	0.344999												
62.73745	0.288809	62.72033	0.345364												
63.74377	0.28881	63.70653	0.345572												
64.72276	0.290595	64.69821	0.348684												
65.74046	0.29327	65.71457	0.351992												
66.7374	0.295241	66.71691	0.35243												
67.73714	0.297141	67.71227	0.352915												
68.75627	0.298229	68.70702	0.352987												
69.73689	0.297546	69.68612	0.35141												
70.74176	0.298322	70.69984	0.353068												
71.74302	0.299049	71.71292	0.355028												
72.73058	0.298972	72.69276	0.356116												
73.73993	0.299657	73.69931	0.358421												
74.72139	0.299956	74.6851	0.360064												
75.70772	0.300819	75.68152	0.362349												
76.69159	0.302978	76.68759	0.364618												
77.67773	0.305623	77.68069	0.366743												
78.6844	0.30786	78.68576	0.368814												
79.68678	0.308083	79.69017	0.369109												
80.69479	0.307878	80.68503	0.369207												
81.69571	0.307874	81.66717	0.370785												
82.70382	0.307009	82.67414	0.371834												
83.67501	0.307763	83.68908	0.373833												
84.68269	0.309241	84.69596	0.377299												
85.69348	0.309384	85.72815	0.379225												
86.67627	0.311404	86.73988	0.381492												
87.71393	0.313512	87.7144	0.383772												
88.70787	0.314268	88.74061	0.385003												
89.70821	0.31581	89.71288	0.386769												
90.72605	0.316536	90.69429	0.388953												
91.70637	0.316703	91.69598	0.391686												
92.72523	0.316771	92.68085	0.393379												
93.72318	0.317319	93.69966	0.394176												
94.71926	0.318232	94.6991	0.395707												
95.75269	0.319322	95.72231	0.396648												
96.73267	0.321462	96.72644	0.398674												
97.75583	0.324285	97.75408	0.403033												
98.42646	0.295304	98.40775	0.365649												
98.54662	0.259257	98.53772	0.319822												
98.19893	0.218712	98.16837	0.269087												
97.31502	0.17309	97.27495	0.212185												
96.28847	0.156255	96.25465	0.194105												
95.28278	0.144838	95.24804	0.181633												
94.25555	0.135303	94.25353	0.171516												
93.24581	0.127854	93.25114	0.163128												
92.2358	0.121132	92.25084	0.153596												
91.24467	0.114587	91.25241	0.144762												
90.27766	0.107539	90.24957	0.136645												
89.27791	0.101048	89.25701	0.129096												
88.28464	0.095352	88.28809	0.122967												
87.27848	0.089135	87.28193	0.116767												
86.26293	0.084079	86.27855	0.111059												
85.27891	0.08012	85.2675	0.106919												
84.29367	0.075243	84.22542	0.102237												
83.2696	0.071901	83.22705	0.099153												
82.29202	0.069509	82.23946	0.096145												
81.28419	0.06624	81.248	0.091678												
80.25383	0.064341	80.26006	0.088518												
79.27655	0.061345	79.2547	0.084636												
78.26173	0.058662	78.24799	0.080362												
77.26437	0.056225	77.2478	0.077912												
76.28774	0.053177	76.25783	0.076004												
75.31432	0.051707	75.26875	0.074224												
74.33194	0.049002	74.26963	0.07215												
73.34383	0.045924	73.26362	0.069208												
72.32838	0.043779	72.27037	0.065896												
71.29317	0.040277	71.26316	0.06162												
70.27789	0.037584	70.25732	0.059008												
69.27457	0.03567	69.26888	0.056525												
68.27592	0.032644	68.25956	0.052527												
67.27942	0.030537	67.24593	0.050043												
66.26567	0.028192	66.24525	0.047706												
65.25834	0.025265	65.23019	0.044712												
64.27003	0.023365	64.23286	0.044137												
63.28508	0.021299	63.26579	0.043795												
62.28781	0.018946	62.27098	0.041754												
61.28877	0.017381	61.28393	0.040591												
60.27975	0.01594	60.27346	0.038389												
59.27369	0.014622	59.26385	0.036381												
58.30426	0.013908	58.24813	0.034874												
57.31132	0.012583	57.25416	0.034036												
56.32623	0.011315	56.27689	0.033751												
55.32243	0.00954	55.25712	0.031368												
54.29932	0.007044	54.26907	0.029442												
53.29317	0.005511	53.27805	0.026476												
52.28977	0.002827	52.27539	0.022514												
51.30762	7.08E-4	51.3033	0.021385												
50.33349	8.48E-4	50.33006	0.021555												
49.3606	-0.001551	49.30871	0.020368												
48.3608	-0.002223	48.28695	0.020871												
47.35331	-0.003501	47.27077	0.020997												
46.31523	-0.005593	46.24278	0.017256												
45.28398	-0.006468	45.2514	0.016374												
44.28242	-0.008285	44.26392	0.013696												
43.2679	-0.0099	43.26573	0.010269												
42.29324	-0.01224	42.25814	0.009055												
41.28509	-0.013594	41.27311	0.007334												
40.27292	-0.014232	40.28145	0.007233												
39.28117	-0.015916	39.27822	0.005863												
38.27316	-0.016028	38.29512	0.007039												
37.30032	-0.016499	37.28584	0.007265												
36.29712	-0.018526	36.27814	0.004818												
35.32312	-0.019405	35.27975	0.004361												
34.32108	-0.021023	34.27359	0.001473												
33.31386	-0.023272	33.26806	-0.002012												
32.33732	-0.023898	32.24728	-0.002016												
31.32104	-0.024796	31.24705	-0.003141												
30.31215	-0.026401	30.24726	-0.00418												
29.30936	-0.027455	29.25137	-0.003436												
28.3112	-0.028904	28.27875	-0.003829												
27.31951	-0.029435	27.28898	-0.003466												
26.34766	-0.029843	26.30769	-0.003135												
25.35709	-0.030144	25.3261	-0.003836												
24.36653	-0.030142	24.3489	-0.00433												
23.37424	-0.031213	23.36186	-0.007313												
22.37261	-0.032217	22.34718	-0.009034												
21.37038	-0.033141	21.34196	-0.00929												
20.37107	-0.033654	20.32108	-0.010514												
19.35033	-0.033884	19.32208	-0.009468												
18.34497	-0.034026	18.33542	-0.009479												
17.34716	-0.035411	17.33919	-0.012055												
16.33169	-0.037331	16.33136	-0.013383												
15.33988	-0.039081	15.32781	-0.015147												
14.35075	-0.040593	14.32071	-0.017026												
13.35854	-0.041387	13.32274	-0.018313												
12.37023	-0.042396	12.33947	-0.019937												
11.37282	-0.043587	11.3588	-0.021828												
10.36706	-0.045545	10.37554	-0.023428												
9.356013	-0.047136	9.356162	-0.024544												
8.34751	-0.048032	8.358852	-0.0242												
7.367455	-0.049141	7.337587	-0.024077												
6.366035	-0.04876	6.323108	-0.023808												
5.378401	-0.048175	5.348319	-0.022678												
4.402126	-0.0489	4.352381	-0.024031												
3.389265	-0.049093	3.350812	-0.024794												
2.397339	-0.050127	2.381819	-0.024825												
1.39151	-0.051882	1.378649	-0.025967												
0.401037	-0.052159	0.395473	-0.026388												
-0.585705	-0.052621	-0.579349	-0.027267												
-1.549019	-0.052586	-1.549746	-0.027625												
-2.508932	-0.053189	-2.508949	-0.029354												
-3.481773	-0.05451	-3.487881	-0.030851												
-4.459517	-0.055903	-4.471619	-0.031264												
-5.456	-0.057783	-5.484166	-0.033652												
-6.449065	-0.058499	-6.501783	-0.034732												
-7.470001	-0.059019	-7.502774	-0.035475												
-8.476406	-0.059904	-8.507826	-0.037583												
-9.495261	-0.060591	-9.532063	-0.039217												
-10.49799	-0.061223	-10.51945	-0.039526												
-11.48164	-0.062415	-11.52571	-0.040419												
-12.49049	-0.062924	-12.53223	-0.040626												
-13.49358	-0.062663	-13.50929	-0.040248												
-14.51151	-0.063586	-14.5175	-0.041759												
-15.52028	-0.063949	-15.53248	-0.042328												
-16.51337	-0.064253	-16.52678	-0.042842												
-17.51636	-0.065841	-17.54768	-0.043677												
-18.51758	-0.066359	-18.56915	-0.043608												
-19.51336	-0.066936	-19.54464	-0.044873												
-20.52176	-0.067537	-20.5357	-0.046619												
-21.52021	-0.068432	-21.51881	-0.04812												
-22.52969	-0.06953	-22.51085	-0.050061												
-23.52627	-0.069985	-23.51866	-0.050842												
-24.5138	-0.071118	-24.53505	-0.051339												
-25.48923	-0.071378	-25.53061	-0.051692												
-26.46416	-0.07117	-26.49242	-0.051544												
-27.47387	-0.072447	-27.49546	-0.052839												
-28.49903	-0.073291	-28.49495	-0.054041												
-29.53508	-0.074191	-29.5014	-0.055174												
-30.55678	-0.075668	-30.52514	-0.056883												
-31.55719	-0.076158	-31.5316	-0.056748												
-32.53627	-0.076264	-32.52116	-0.056778												
-33.53089	-0.076371	-33.51654	-0.057972												
-34.51711	-0.076628	-34.52995	-0.058168												
-35.51601	-0.077365	-35.53406	-0.060242												
-36.51286	-0.078069	-36.54742	-0.061773												
-37.50441	-0.07912	-37.54357	-0.062559												
-38.50898	-0.079717	-38.54052	-0.064044												
-39.51554	-0.07939	-39.54131	-0.064573												
-40.50996	-0.080283	-40.53191	-0.066209												
-41.52769	-0.081185	-41.55245	-0.067175												
-42.52495	-0.081712	-42.53949	-0.067461												
-43.51983	-0.08322	-43.53685	-0.068262												
-44.53193	-0.083355	-44.52587	-0.068011												
-45.51366	-0.083558	-45.51162	-0.068192												
-46.51402	-0.084752	-46.51403	-0.070074												
-47.50979	-0.085065	-47.51679	-0.070899												
-48.51701	-0.085997	-48.53787	-0.072262												
-49.5153	-0.086538	-49.54839	-0.073623												
-50.50964	-0.085962	-50.54535	-0.073302												
-51.50377	-0.085866	-51.5401	-0.073298												
-52.48674	-0.084703	-52.5227	-0.073631												
-53.48415	-0.084788	-53.51844	-0.074609												
-54.49868	-0.085983	-54.51598	-0.07575												
-55.51442	-0.087693	-55.50738	-0.077053												
-56.52283	-0.090481	-56.5341	-0.078357												
-57.52229	-0.091988	-57.53032	-0.079021												
-58.4929	-0.09291	-58.52029	-0.07977												
-59.50994	-0.094093	-59.52818	-0.081394												
-60.50571	-0.094644	-60.49524	-0.08253												
-61.51047	-0.095274	-61.48339	-0.082914												
-62.53822	-0.095827	-62.49998	-0.084141												
-63.53059	-0.095179	-63.50314	-0.083937												
-64.52559	-0.094452	-64.51214	-0.083775												
-65.52176	-0.094615	-65.51027	-0.084912												
-66.52432	-0.094623	-66.49389	-0.085975												
-67.5137	-0.095117	-67.48921	-0.08728												
-68.52975	-0.096258	-68.50134	-0.088169												
-69.54428	-0.096417	-69.53116	-0.088504												
-70.54108	-0.09612	-70.55711	-0.087626												
-71.52808	-0.095736	-71.56343	-0.087371												
-72.51756	-0.095697	-72.56383	-0.088418												
-73.51472	-0.096053	-73.55914	-0.089882												
-74.4996	-0.097481	-74.54916	-0.091867												
-75.51729	-0.099713	-75.53754	-0.094017												
-76.51662	-0.101083	-76.53139	-0.095134												
-77.48709	-0.101883	-77.5067	-0.095825												
-78.47968	-0.10309	-78.50343	-0.097087												
-79.46511	-0.103176	-79.51163	-0.097833												
-80.47396	-0.103468	-80.52021	-0.098731												
-81.5066	-0.104429	-81.53908	-0.099216												
-82.52039	-0.104469	-82.54237	-0.099061												
-83.52678	-0.10496	-83.54557	-0.099197												
-84.51231	-0.105199	-84.52541	-0.099561												
-85.50548	-0.10606	-85.53429	-0.100667												
-86.52698	-0.106627	-86.54489	-0.102283												
-87.51806	-0.106922	-87.53824	-0.102829												
-88.52623	-0.107836	-88.55428	-0.103003												
-89.51553	-0.107143	-89.54073	-0.102393												
-90.48155	-0.106409	-90.54128	-0.101353												
-91.49252	-0.106728	-91.53888	-0.102314												
-92.49288	-0.106515	-92.50532	-0.103773												
-93.49599	-0.107399	-93.50848	-0.105764												
-94.5126	-0.109331	-94.50287	-0.108112												
-95.50766	-0.110322	-95.48985	-0.109342												
-96.49878	-0.111631	-96.51094	-0.110024												
-97.4942	-0.113062	-97.50075	-0.111248												
-98.49038	-0.114096	-98.5113	-0.111885												
-99.49657	-0.114932	-99.5349	-0.112215												
-100.495	-0.115336	-100.558	-0.112288												
-101.4862	-0.116258	-101.5639	-0.111964												
-102.4804	-0.116325	-102.53	-0.111418												
-103.4597	-0.116815	-103.4949	-0.112644												
-104.4477	-0.117952	-104.4733	-0.115157												
-105.4714	-0.117906	-105.4607	-0.116887												
-106.4743	-0.118222	-106.4756	-0.119076												
-107.5013	-0.119108	-107.5032	-0.119639												
-108.5339	-0.118828	-108.5111	-0.118377												
-109.5282	-0.118423	-109.5352	-0.118694												
-110.5322	-0.119654	-110.5292	-0.118939												
-111.533	-0.119923	-111.5398	-0.119336												
-112.5209	-0.12118	-112.5292	-0.121533												
-113.5186	-0.123333	-113.5217	-0.124313												
-114.5236	-0.124978	-114.5369	-0.127074												
-115.5049	-0.126108	-115.5313	-0.128626												
-116.5119	-0.126714	-116.5322	-0.130267												
-117.5087	-0.127296	-117.5366	-0.130212												
-118.5044	-0.127155	-118.5554	-0.130107												
-119.5129	-0.127779	-119.5554	-0.131329												
-120.5027	-0.128823	-120.557	-0.131312												
-121.4895	-0.128886	-121.5619	-0.131505												
-122.4773	-0.128764	-122.5465	-0.131925												
-123.5032	-0.129537	-123.5225	-0.132736												
-124.507	-0.130374	-124.5233	-0.133901												
-125.5318	-0.131062	-125.5172	-0.135123												
-126.5406	-0.131815	-126.5048	-0.135712												
-127.5112	-0.131379	-127.5198	-0.135718												
-128.5033	-0.131497	-128.5133	-0.135551												
-129.4974	-0.133509	-129.4871	-0.136411												
-130.5014	-0.135441	-130.4878	-0.138559												
-131.5049	-0.13743	-131.4927	-0.140849												
-132.5065	-0.139098	-132.4975	-0.144291												
-133.5143	-0.13943	-133.5111	-0.146664												
-134.5276	-0.139987	-134.5205	-0.147853												
-135.5323	-0.140308	-135.519	-0.148605												
-136.5367	-0.141019	-136.5204	-0.149811												
-137.5332	-0.141564	-137.5306	-0.150938												
-138.5119	-0.141691	-138.5253	-0.152307												
-139.5025	-0.14274	-139.5164	-0.154335												
-140.5276	-0.143089	-140.5138	-0.155495												
-141.4922	-0.14362	-141.5042	-0.156132												
-142.4934	-0.145423	-142.4947	-0.158389												
-143.5001	-0.14664	-143.5024	-0.160183												
-144.4891	-0.147489	-144.5108	-0.161395												
-145.5	-0.148001	-145.5227	-0.163556												
-146.5049	-0.146962	-146.5419	-0.164059												
-147.5028	-0.146973	-147.5586	-0.164994												
-148.4719	-0.147693	-148.5543	-0.165899												
-149.4871	-0.149733	-149.5371	-0.167441												
-150.4807	-0.152637	-150.5271	-0.169668												
-151.4848	-0.154281	-151.4947	-0.171499												
-152.4922	-0.156076	-152.4817	-0.17463												
-153.4688	-0.157529	-153.49	-0.177261												
-154.4712	-0.158384	-154.4695	-0.179376												
-155.4496	-0.160098	-155.4826	-0.182628												
-156.4628	-0.16169	-156.4962	-0.18545												
-157.4833	-0.16222	-157.4871	-0.187912												
-158.4803	-0.163315	-158.5103	-0.190787												
-159.4921	-0.163496	-159.5425	-0.192783												
-160.4845	-0.163198	-160.543	-0.194121												
-161.4655	-0.163706	-161.5537	-0.195997												
-162.4562	-0.163689	-162.5522	-0.198143												
-163.4539	-0.163818	-163.527	-0.201115												
-164.4581	-0.163861	-164.5265	-0.204546												
-165.4792	-0.163457	-165.5209	-0.208309												
-166.5078	-0.163658	-166.526	-0.212018												
-167.5112	-0.165004	-167.5257	-0.215127												
-168.5122	-0.167611	-168.5347	-0.219039												
-169.4944	-0.171132	-169.547	-0.222737												
-170.4807	-0.174775	-170.5416	-0.22615												
-171.5044	-0.178473	-171.5334	-0.229369												
-172.5175	-0.181333	-172.5109	-0.232157												
-173.5463	-0.182803	-173.5107	-0.234935												
-174.5654	-0.184593	-174.5044	-0.238783												
-175.5475	-0.184425	-175.5115	-0.242668												
-176.5163	-0.183754	-176.5223	-0.247438												
-177.4913	-0.183066	-177.5185	-0.252191												
-178.459	-0.182046	-178.5183	-0.256403												
-179.4417	-0.182632	-179.5049	-0.261121												
-180.4447	-0.18391	-180.4905	-0.264733												
-181.4394	-0.186998	-181.4719	-0.268683												
-182.4364	-0.190181	-182.4735	-0.27299												
-183.4434	-0.192341	-183.4794	-0.277296												
-184.4356	-0.194659	-184.4735	-0.282686												
-185.4399	-0.195631	-185.4683	-0.288111												
-186.4405	-0.196274	-186.4532	-0.293996												
-187.4262	-0.198539	-187.4596	-0.300666												
-188.4517	-0.200301	-188.4605	-0.307123												
-189.4535	-0.201934	-189.4708	-0.313919												
-190.4731	-0.203596	-190.4762	-0.320249												
-191.4957	-0.204135	-191.4471	-0.325703												
-192.476	-0.203651	-192.4481	-0.330711												
-193.4785	-0.204456	-193.4564	-0.336158												
-194.4651	-0.205312	-194.4544	-0.341969												
-195.4448	-0.206117	-195.4646	-0.348501												
-196.4479	-0.208665	-196.4687	-0.356076												
-197.4374	-0.210752	-197.4414	-0.363415												
-198.4467	-0.212085	-198.4295	-0.370509												
-199.4411	-0.213459	-199.4326	-0.377713												
-200.4334	-0.214333	-200.4224	-0.384699												
-201.4341	-0.216256	-201.4327	-0.392236												
-202.4053	-0.220034	-202.459	-0.400344												
-203.4238	-0.222796	-203.455	-0.409133												
-204.4217	-0.224671	-204.4578	-0.417756												
-205.4019	-0.224881	-205.4346	-0.425776												
-206.4123	-0.224836	-206.4197	-0.43543												
-207.3966	-0.225608	-207.418	-0.444595												
-208.3924	-0.22702	-208.4263	-0.454207												
-209.4065	-0.22867	-209.4569	-0.465097												
-210.4168	-0.228877	-210.4438	-0.474449												
-211.4252	-0.229334	-211.4508	-0.483928												
-212.4219	-0.230002	-212.4404	-0.493588												
-213.4293	-0.231629	-213.441	-0.502773												
-214.4189	-0.234279	-214.4509	-0.512599												
-215.4253	-0.236769	-215.4381	-0.522592												
-216.4442	-0.239791	-216.4437	-0.533881												
-217.4457	-0.241644	-217.4243	-0.54428												
-218.4336	-0.242736	-218.4147	-0.553945												
-219.4294	-0.245225	-219.4113	-0.564687												
-220.4268	-0.247003	-220.4229	-0.574511												
-221.4355	-0.249447	-221.4468	-0.586063												
-222.4642	-0.252329	-222.473	-0.599092												
-223.4596	-0.254039	-223.4849	-0.611888												
-224.4619	-0.255412	-224.493	-0.62466												
-225.441	-0.257517	-225.478	-0.637268												
-226.4391	-0.258639	-226.4712	-0.650143												
-227.4537	-0.260062	-227.4781	-0.662837												
-228.4476	-0.261404	-228.4891	-0.675138												
-229.464	-0.261308	-229.4987	-0.687194												
-230.4553	-0.262178	-230.4814	-0.69832												
-231.4185	-0.262383	-231.4692	-0.708659												
-232.4218	-0.263887	-232.4339	-0.720793												
-233.408	-0.265797	-233.4277	-0.733646												
-234.4047	-0.26742	-234.4334	-0.746609												
-235.4388	-0.269745	-235.4363	-0.761835												
-236.4456	-0.27078	-236.4371	-0.775718												
-237.4529	-0.271105	-237.4288	-0.788161												
-238.4503	-0.272327	-238.4346	-0.801146												
-239.4527	-0.273748	-239.4481	-0.81327												
-240.4349	-0.275907	-240.4584	-0.825741												
-241.4315	-0.278804	-241.4687	-0.839341												
-242.4401	-0.280677	-242.4601	-0.852665												
-243.4201	-0.282589	-243.4593	-0.866258												
-244.4205	-0.284081	-244.4698	-0.879745												
-245.427	-0.285844	-245.4865	-0.89347												
-246.4289	-0.287671	-246.4964	-0.908587												
-247.4407	-0.28861	-247.4929	-0.922253												
-248.4533	-0.289666	-248.4786	-0.936454												
-249.461	-0.290135	-249.4638	-0.94991												
-250.4366	-0.29066	-250.4338	-0.960827												
-251.4319	-0.292324	-251.4363	-0.972404												
-252.432	-0.293792	-252.4277	-0.984223												
-253.4244	-0.295997	-253.447	-0.994884												
-254.4405	-0.297732	-254.4798	-1.007506												
-255.433	-0.298476	-255.4771	-1.018935												
-256.4251	-0.299957	-256.4742	-1.029641												
-257.4251	-0.300693	-257.4446	-1.042921												
-258.4327	-0.301879	-258.4298	-1.054849												
-259.4618	-0.304648	-259.432	-1.068193												
-260.4589	-0.306306	-260.4463	-1.081342												
-261.4755	-0.30833	-261.4642	-1.092137												
