Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Ciclado - 20 ciclos 1 -63uM	Ciclado - 20 ciclos 1 -63uM	Ciclado - 20 ciclos 2 - 63uM	Ciclado - 20 ciclos 2 - 63uM	Adsorbido 1 - 63uM	Adsorbido 1 - 63uM	Adsorbido 2 - 63uM	Adsorbido 2 - 63uM	Adsorbido 3 - 63uM	Adsorbido 3 - 63uM	Ru 63uM - Au Desnudo	Ru 63uM - Au Desnudo
-567.7194	-1.32886										
-566.7206	-1.322963										
-565.7045	-1.318831										
-564.7111	-1.31315										
-563.7283	-1.305988										
-562.755	-1.301052										
-561.7752	-1.294989										
-560.7791	-1.29105										
-559.7869	-1.28771										
-558.7996	-1.284489										
-557.7976	-1.280321										
-556.8209	-1.276914										
-555.8198	-1.272006										
-554.776	-1.267071										
-553.7682	-1.262282										
-552.7361	-1.256951										
-551.7301	-1.254069										
-550.7677	-1.249444										
-549.774	-1.246126										
-548.774	-1.242389										
-547.7637	-1.238444										
-546.7588	-1.235469										
-545.7707	-1.231292										
-544.7867	-1.227768										
-543.7898	-1.226159										
-542.775	-1.222121										
-541.7454	-1.217849										
-540.7537	-1.213788										
-539.7715	-1.205794										
-538.7893	-1.201166										
-537.8157	-1.197713										
-536.8068	-1.193173										
-535.7908	-1.188336										
-534.8053	-1.184348										
-533.795	-1.180634										
-532.813	-1.176624										
-531.8395	-1.174694										
-530.8446	-1.171223										
-529.8619	-1.167121										
-528.8516	-1.163089										
-527.8292	-1.160009										
-526.8229	-1.155709										
-525.8081	-1.149953										
-524.7965	-1.145744										
-523.7969	-1.139841										
-522.7851	-1.1369										
-521.7769	-1.13238										
-520.7643	-1.129798										
-519.7341	-1.128082										
-518.7251	-1.124457										
-517.7255	-1.122307										
-516.7292	-1.1158										
-515.7488	-1.110709										
-514.7443	-1.105854										
-513.7635	-1.103751										
-512.7759	-1.101988										
-511.7939	-1.100213										
-510.8141	-1.0967										
-509.8087	-1.094014										
-508.8114	-1.090179										
-507.8094	-1.086306										
-506.7947	-1.082452										
-505.806	-1.078743										
-504.7926	-1.078748										
-503.7936	-1.075928										
-502.8095	-1.075098										
-501.7869	-1.070858										
-500.8113	-1.065813										
-499.8137	-1.063234										
-498.8166	-1.060567										
-497.8438	-1.057061										
-496.8265	-1.051948										
-495.8447	-1.048506										
-494.8447	-1.042622										
-493.8196	-1.038965										
-492.8376	-1.03568										
-491.8205	-1.030288										
-490.806	-1.025964										
-489.8248	-1.021919										
-488.8252	-1.020002										
-487.8191	-1.016414										
-486.8253	-1.015405										
-485.8301	-1.01122										
-484.8297	-1.008767										
-483.8242	-1.00698										
-482.8431	-1.003117										
-481.8372	-1.00264										
-480.843	-1.000737										
-479.8474	-0.997788										
-478.8583	-0.995319										
-477.8292	-0.99078										
-476.8168	-0.985575										
-475.8166	-0.982343										
-474.8005	-0.977801										
-473.8431	-0.976356										
-472.8475	-0.97192										
-471.862	-0.968556										
-470.8433	-0.969042										
-469.8073	-0.965206										
-468.8089	-0.963937										
-467.8004	-0.958889										
-466.8231	-0.952587										
-465.826	-0.948339										
-464.7996	-0.944589										
-463.7796	-0.942824										
-462.7322	-0.938996										
-461.7398	-0.935194										
-460.7689	-0.930974										
-459.7932	-0.928128										
-458.822	-0.925506										
-457.8383	-0.923572										
-456.8129	-0.920864										
-455.8158	-0.918029										
-454.8081	-0.91569										
-453.8087	-0.913028										
-452.8174	-0.910031										
-451.8111	-0.905605										
-450.8066	-0.902958										
-449.7972	-0.900794										
-448.8102	-0.898489										
-447.8198	-0.89595										
-446.8322	-0.893782										
-445.8311	-0.8915										
-444.8369	-0.888409										
-443.8198	-0.884047										
-442.8203	-0.879416										
-441.8301	-0.875913										
-440.8146	-0.87317										
-439.8107	-0.871989										
-438.8062	-0.867914										
-437.7866	-0.862009										
-436.783	-0.856544										
-435.8035	-0.8538										
-434.8127	-0.850729										
-433.8254	-0.848266										
-432.8301	-0.847828										
-431.8217	-0.842913										
-430.8257	-0.840655										
-429.8222	-0.837934										
-428.8273	-0.834447										
-427.8233	-0.830906										
-426.8093	-0.827364										
-425.8306	-0.824968										
-424.8283	-0.821817										
-423.8151	-0.819812										
-422.8218	-0.816307										
-421.8086	-0.812667										
-420.8287	-0.809864										
-419.8042	-0.806493										
-418.8036	-0.804295										
-417.7867	-0.803236										
-416.7772	-0.800355										
-415.8238	-0.799013										
-414.8	-0.796359										
-413.7916	-0.791552										
-412.7751	-0.78751										
-411.7527	-0.785306										
-410.7733	-0.781454										
-409.7863	-0.780475										
-408.796	-0.778719										
-407.7888	-0.774811										
-406.7794	-0.774637										
-405.7936	-0.771753										
-404.7963	-0.76759										
-403.8148	-0.763842										
-402.8239	-0.759704										
-401.8139	-0.756397										
-400.803	-0.754537										
-399.809	-0.750939										
-398.8254	-0.746587										
-397.8219	-0.741976										
-396.8302	-0.738927										
-395.8408	-0.738318										
-394.8276	-0.736382										
-393.8364	-0.73525										
-392.8328	-0.733294										
-391.8275	-0.729317										
-390.8218	-0.725551										
-389.8438	-0.719451										
-388.8246	-0.71416										
-387.8017	-0.710397										
-386.8307	-0.708832										
-385.8062	-0.709135										
-384.8447	-0.70775										
-383.8611	-0.706649										
-382.8644	-0.706393										
-381.865	-0.702521										
-380.8625	-0.698256										
-379.8748	-0.695589										
-378.8842	-0.689884										
-377.915	-0.688643										
-376.9056	-0.68591										
-375.9017	-0.680218										
-374.8699	-0.675944										
-373.8279	-0.671124										
-372.8365	-0.670951										
-371.86	-0.669495										
-370.8672	-0.665922										
-369.8889	-0.664157										
-368.8637	-0.659652										
-367.8507	-0.655915										
-366.8639	-0.654826										
-365.8453	-0.647436										
-364.8414	-0.644385										
-363.8365	-0.641759										
-362.8183	-0.638277										
-361.8297	-0.638923										
-360.8521	-0.635768										
-359.8558	-0.631805										
-358.8676	-0.628224										
-357.864	-0.623727										
-356.8761	-0.617567										
-355.8667	-0.613034										
-354.8659	-0.611081										
-353.8995	-0.610678										
-352.898	-0.608562										
-351.9028	-0.608262										
-350.8976	-0.60208										
-349.8654	-0.594051										
-348.8716	-0.592064										
-347.8814	-0.587472										
-346.8806	-0.586247										
-345.9048	-0.582379										
-344.9061	-0.578328										
-343.8917	-0.573693										
-342.9029	-0.569014										
-341.8887	-0.566203										
-340.8962	-0.559022										
-339.9238	-0.553765										
-338.9284	-0.550869										
-337.9217	-0.547023										
-336.8877	-0.546489										
-335.8668	-0.543048										
-334.8593	-0.536375										
-333.8713	-0.531969										
-332.9129	-0.528135										
-331.9231	-0.523752										
-330.9361	-0.5182										
-329.9563	-0.513521										
-328.9359	-0.50838										
-327.9393	-0.505146										
-326.9336	-0.502501										
-325.9044	-0.496863										
-324.9026	-0.490215										
-323.875	-0.484715										
-322.8738	-0.47866										
-321.8818	-0.474264										
-320.8862	-0.469713										
-319.9074	-0.466499										
-318.909	-0.462688										
-317.9099	-0.457499										
-316.914	-0.453236										
-315.8998	-0.448026										
-314.8792	-0.444385										
-313.8682	-0.441202										
-312.8423	-0.435726										
-311.8405	-0.426008										
-310.8486	-0.418151										
-309.8495	-0.413035										
-308.884	-0.4084										
-307.9005	-0.405133										
-306.8922	-0.397611										
-305.9022	-0.390095										
-304.871	-0.383114										
-303.8571	-0.376632										
-302.8736	-0.371586										
-301.8628	-0.363183										
-300.8643	-0.355656										
-299.8629	-0.34996										
-298.8584	-0.343747										
-297.8662	-0.337987										
-296.8705	-0.330233										
-295.8815	-0.321698										
-294.8974	-0.315616										
-293.8996	-0.310551										
-292.9035	-0.302966										
-291.8948	-0.295758										
-290.9069	-0.287462										
-289.8951	-0.279254										
-288.8886	-0.2723										
-287.9033	-0.263937										
-286.8895	-0.254744										
-285.8878	-0.245356										
-284.9064	-0.241128										
-283.9234	-0.234313										
-282.9079	-0.227345										
-281.9336	-0.223261										
-280.9509	-0.217173										
-279.9296	-0.210593										
-278.9616	-0.203789										
-277.9685	-0.191505										
-276.9495	-0.179426										
-275.9659	-0.171416										
-274.9534	-0.162139										
-273.9585	-0.153581										
-272.9453	-0.143054										
-271.9435	-0.132038										
-270.9426	-0.125187										
-269.9239	-0.117644										
-268.9485	-0.110544										
-267.9365	-0.102507										
-266.9227	-0.090404										
-265.9261	-0.083143										
-264.9186	-0.074019										
-263.9485	-0.064438										
-262.9792	-0.055691										
-261.9635	-0.041758										
-260.9621	-0.034939										
-259.9283	-0.02453										
-258.8899	-0.014741										
-257.9133	-0.009473										
-256.9073	0.002078										
-255.9192	0.009723										
-254.949	0.017471										
-253.9453	0.029153										
-252.9465	0.036795										
-251.9476	0.04461										
-250.94	0.052716										
-249.9461	0.056476										
-248.959	0.066712										
-247.9603	0.076221										
-246.9514	0.080616										
-245.9385	0.088629										
-244.9308	0.096263										
-243.935	0.099764										
-242.95	0.111719										
-241.9498	0.123266										
-240.9441	0.131846										
-239.9525	0.143333										
-238.9352	0.151555										
-237.9375	0.159701										
-236.963	0.163955										
-235.9351	0.170651										
-234.9429	0.177717										
-233.9391	0.184533										
-232.9278	0.19173										
-231.9355	0.198001										
-230.9581	0.204172										
-229.9688	0.209594										
-228.9782	0.21716										
-227.9785	0.224735										
-226.9591	0.225929										
-225.9732	0.23069										
-224.9706	0.236942										
-223.9987	0.240502										
-223.0013	0.251163										
-221.9635	0.257238										
-220.9477	0.262382										
-219.9061	0.269426										
-218.8934	0.271986										
-217.9136	0.273406										
-216.9182	0.277002										
-215.9387	0.28099										
-214.952	0.286673										
-213.9616	0.294212										
-212.9715	0.298526										
-211.9709	0.300663										
-210.9585	0.303251										
-209.9472	0.307069										
-208.9256	0.312461										
-207.9238	0.315839										
-206.9221	0.320904										
-205.9281	0.323477										
-204.9446	0.325621										
-203.9608	0.331705										
-202.9703	0.335304										
-201.9736	0.337507										
-200.9798	0.341798										
-199.9756	0.342818										
-198.9823	0.346491										
-197.988	0.350943										
-196.9899	0.351305										
-195.9774	0.356183										
-194.9823	0.355301										
-193.983	0.355573										
-192.9777	0.358622										
-191.9956	0.359517										
-190.9984	0.361072										
-189.9797	0.365354										
-189.0037	0.368415										
-187.997	0.367701										
-186.9841	0.370312										
-186.0112	0.36956										
-185.0071	0.370969										
-183.9934	0.376698										
-183.0087	0.377174										
-182.0048	0.380839										
-180.9902	0.383284										
-180.016	0.381631										
-179.0198	0.384893										
-178.0166	0.387847										
-177.0108	0.388405										
-175.9957	0.393244										
-174.9786	0.396188										
-173.9871	0.396178										
-172.9981	0.394506										
-172.0049	0.393229										
-171.0067	0.396419										
-169.9731	0.397699										
-168.9745	0.400408										
-167.9877	0.400802										
-166.9953	0.400202										
-166.0268	0.40241										
-165.0184	0.405214										
-163.9869	0.40705										
-162.9949	0.406376										
-162.0022	0.406595										
-161.0125	0.409502										
-160.0302	0.412729										
-159.0207	0.413841										
-158.001	0.415748										
-156.9789	0.414699										
-155.964	0.413924										
-154.9646	0.414302										
-153.9645	0.41327										
-152.9828	0.414104										
-151.9814	0.416743										
-150.9816	0.418401										
-149.9963	0.418883										
-148.9989	0.417587										
-148.0387	0.417219										
-147.0427	0.420536										
-146.0147	0.421474										
-144.9994	0.423746										
-143.9755	0.424636										
-142.9796	0.420542										
-141.9942	0.425466										
-140.997	0.426145										
-140.0001	0.425291										
-138.9995	0.428181										
-138.0023	0.426083										
-137.0182	0.429059										
-136.0185	0.433851										
-135.011	0.435673										
-134.0103	0.436593										
-132.9928	0.435753										
-131.9836	0.434934										
-130.9672	0.434918										
-129.9808	0.432628										
-129.0059	0.432961										
-128.0272	0.433617										
-127.0511	0.435877										
-126.0272	0.441448										
-125.0154	0.442212										
-124.0146	0.442996										
-123.027	0.445445										
-122.0464	0.44507										
-121.0555	0.446325										
-120.0461	0.445322										
-119.036	0.443068										
-118.0125	0.444051										
-117.0084	0.442269										
-116.0076	0.440916										
-115.0057	0.440851										
-114.0271	0.440154										
-113.0041	0.445577										
-111.9977	0.450267										
-110.9949	0.450503										
-109.9538	0.4509										
-108.9628	0.447674										
-107.9463	0.448935										
-106.9307	0.452135										
-105.9526	0.450897										
-104.9415	0.452137										
-103.9524	0.449938										
-102.9495	0.450529										
-101.9521	0.453595										
-100.9743	0.454175										
-99.98582	0.455412										
-98.99686	0.454632										
-98.00154	0.457634										
-96.9922	0.460205										
-96.00819	0.459445										
-95.02614	0.459438										
-94.01611	0.458343										
-92.99139	0.455004										
-91.9893	0.458731										
-90.97079	0.459301										
-90.00764	0.457206										
-89.03031	0.461257										
-88.0233	0.461182										
-87.03523	0.461754										
-86.02224	0.460986										
-85.02138	0.45862										
-84.02618	0.458435										
-83.00827	0.457147										
-82.00299	0.457053										
-80.99138	0.458882										
-79.98857	0.45643										
-78.98582	0.458857										
-77.98623	0.463038										
-77.01129	0.460386										
-76.01736	0.461257										
-75.02648	0.460627										
-74.02711	0.459416										
-73.02879	0.463529										
-72.00946	0.465346										
-71.01382	0.464396										
-70.0256	0.465697										
-69.00636	0.465034										
-68.01547	0.465269										
-67.01891	0.464612										
-65.99635	0.461778										
-65.02335	0.461295										
-64.04559	0.461215										
-63.04293	0.463869										
-62.0475	0.466144										
-61.02904	0.464097										
-60.00028	0.463131										
-59.01758	0.461958										
-58.02225	0.460884										
-57.0234	0.462233										
-56.01522	0.465035										
-55.00641	0.465483										
-54.00279	0.466435										
-52.99505	0.464666										
-52.01169	0.462378										
-51.0099	0.459967										
-50.02358	0.458719										
-49.01974	0.459679										
-48.00314	0.458605										
-46.99553	0.458238										
-45.99113	0.459587										
-44.99396	0.457529										
-44.00901	0.459693										
-43.00373	0.461166										
-41.99609	0.458786										
-40.9933	0.460689										
-39.99368	0.459009										
-38.99838	0.458468										
-38.011	0.458765										
-37.03154	0.46014										
-36.03583	0.460781										
-35.0421	0.459303										
-34.03865	0.46295										
-33.02366	0.462655										
-32.01189	0.459859										
-31.01623	0.46015										
-30.00883	0.455834										
-29.03429	0.454763										
-28.04973	0.455034										
-27.03409	0.456985										
-26.05959	0.455753										
-25.03632	0.454614										
-24.02267	0.457426										
-23.03376	0.456957										
-22.03576	0.456995										
-21.06348	0.456949										
-20.06221	0.452398										
-19.07185	0.449442										
-18.05052	0.448811										
-17.01248	0.448241										
-16.01821	0.45042										
-15.00697	0.450222										
-13.98853	0.449617										
-12.99607	0.447063										
-11.99247	0.44545										
-10.98204	0.449219										
-9.996615	0.451874										
-9.002048	0.452766										
-7.991167	0.452326										
-6.994469	0.450991										
-5.980237	0.452061										
-4.968564	0.453568										
-3.993148	0.449646										
-3.01968	0.446943										
-2.067742	0.442373										
-1.098319	0.444356										
-0.124026	0.448418										
0.865853	0.44896										
1.876123	0.450736										
2.859266	0.445764										
3.863905	0.446739										
4.866893	0.447029										
5.849822	0.443954										
6.842706	0.445288										
7.849343	0.446041										
8.834038	0.444693										
9.83024	0.446821										
10.82278	0.444908										
11.79598	0.44057										
12.78547	0.441299										
13.79022	0.441816										
14.8084	0.444232										
15.82167	0.442519										
16.82593	0.442089										
17.84181	0.442761										
18.82659	0.440204										
19.83736	0.442306										
20.84736	0.441102										
21.82857	0.437781										
22.81492	0.439535										
23.78461	0.441874										
24.78071	0.442836										
25.77097	0.443284										
26.77952	0.443209										
27.79821	0.443183										
28.77442	0.443985										
29.77584	0.44368										
30.76908	0.442973										
31.75251	0.441168										
32.77686	0.442717										
33.78664	0.445902										
34.80962	0.446151										
35.82382	0.447118										
36.82019	0.447256										
37.8102	0.448685										
38.81916	0.453201										
39.81771	0.453831										
40.81812	0.452109										
41.80592	0.45011										
42.7938	0.449933										
43.79557	0.44848										
44.77911	0.447005										
45.80341	0.446398										
46.80041	0.446132										
47.80911	0.447112										
48.82177	0.449364										
49.81353	0.449487										
50.79993	0.446173										
51.7816	0.449592										
52.79988	0.453738										
53.81056	0.455885										
54.79476	0.456143										
55.79814	0.455238										
56.76289	0.454099										
57.74245	0.455172										
58.764	0.456727										
59.75472	0.456888										
60.78576	0.456587										
61.78675	0.456885										
62.78252	0.461949										
63.78115	0.4638										
64.77141	0.465915										
65.75488	0.467112										
66.75945	0.467164										
67.77496	0.467451										
68.76691	0.466405										
69.78553	0.468166										
70.77406	0.469252										
71.76599	0.472809										
72.7778	0.474773										
73.78157	0.476237										
74.79225	0.477185										
75.77957	0.47715										
76.77493	0.480205										
77.7637	0.480118										
78.75435	0.479628										
79.76946	0.478286										
80.75386	0.479521										
81.76186	0.480917										
82.76119	0.480748										
83.74779	0.483306										
84.7644	0.485466										
85.75353	0.489667										
86.75551	0.495085										
87.74608	0.499864										
88.72435	0.498312										
89.71846	0.499771										
90.71954	0.501502										
91.73297	0.504278										
92.72867	0.506778										
93.7363	0.509208										
94.74194	0.511917										
95.755	0.514036										
96.77942	0.524025										
97.8009	0.524346										
98.34142	0.485715										
98.35294	0.434447										
97.86953	0.374841										
96.8843	0.31477										
95.86515	0.293116										
94.8642	0.276091										
93.87023	0.25692										
92.86681	0.243159										
91.87675	0.228824										
90.90318	0.216694										
89.92019	0.20725										
88.9312	0.197523										
87.93033	0.186163										
86.92483	0.175219										
85.89595	0.167874										
84.90041	0.160463										
83.90762	0.155416										
82.89404	0.152225										
81.89802	0.147933										
80.8887	0.143578										
79.86072	0.135688										
78.86006	0.127552										
77.84866	0.122969										
76.85863	0.115563										
75.88339	0.112278										
74.87759	0.106739										
73.91428	0.100935										
72.87666	0.098312										
71.8782	0.090809										
70.89062	0.086334										
69.88928	0.078253										
68.91152	0.073567										
67.92504	0.070341										
66.92212	0.067574										
65.91969	0.062602										
64.92207	0.055853										
63.91672	0.053768										
62.9276	0.050167										
61.93741	0.048625										
60.93823	0.044781										
59.91615	0.038938										
58.9082	0.036382										
57.8994	0.034831										
56.92513	0.032989										
55.94289	0.031009										
54.96163	0.027483										
53.96115	0.023922										
52.95709	0.021162										
51.96712	0.015437										
50.95955	0.010949										
49.96634	0.008404										
48.98217	0.00522										
47.98468	0.004641										
46.99584	0.001243										
45.9787	-0.003667										
44.96038	-0.005316										
43.96417	-0.005567										
42.95585	-0.005369										
41.967	-0.007324										
40.95171	-0.012708										
39.9452	-0.015492										
38.94223	-0.020536										
37.93507	-0.020815										
36.95981	-0.021418										
35.96067	-0.026628										
34.95975	-0.027009										
33.95195	-0.030723										
32.9433	-0.035032										
31.93332	-0.038435										
30.94538	-0.040942										
29.96295	-0.04391										
28.94679	-0.043462										
27.94798	-0.044779										
26.94233	-0.0467										
25.96183	-0.048507										
24.97578	-0.051442										
23.98595	-0.04887										
22.98603	-0.051961										
21.95686	-0.054025										
20.95486	-0.05615										
19.94408	-0.06111										
18.9458	-0.061218										
17.96432	-0.063036										
16.98296	-0.066592										
15.97434	-0.069526										
14.96239	-0.07056										
13.96424	-0.07086										
12.95562	-0.071854										
11.98616	-0.072655										
11.01048	-0.076036										
10.02627	-0.078339										
9.020407	-0.080039										
8.00388	-0.081745										
6.99858	-0.086411										
5.978734	-0.089258										
4.980832	-0.088665										
3.996483	-0.090477										
3.002163	-0.090636										
2.020143	-0.093376										
1.022784	-0.096161										
0.012911	-0.097884										
-0.976935	-0.099481										
-1.946242	-0.099291										
-2.891131	-0.101385										
-3.838694	-0.103329										
-4.827004	-0.104088										
-5.831792	-0.107899										
-6.846338	-0.112241										
-7.849739	-0.113662										
-8.849377	-0.11661										
-9.85471	-0.116705										
-10.85061	-0.115655										
-11.86083	-0.117911										
-12.84018	-0.117931										
-13.8428	-0.118865										
-14.85915	-0.118681										
-15.8527	-0.119149										
-16.87753	-0.123354										
-17.87247	-0.125907										
-18.8734	-0.128106										
-19.87254	-0.129958										
-20.86331	-0.130534										
-21.87317	-0.13533										
-22.85776	-0.136905										
-23.87536	-0.137467										
-24.87265	-0.138024										
-25.8586	-0.137404										
-26.83368	-0.140873										
-27.83006	-0.145241										
-28.81462	-0.147523										
-29.84305	-0.146194										
-30.86519	-0.149115										
-31.84943	-0.151132										
-32.85877	-0.152622										
-33.83941	-0.155179										
-34.83879	-0.154065										
-35.83929	-0.156234										
-36.84041	-0.158301										
-37.84407	-0.163497										
-38.84557	-0.165121										
-39.85431	-0.164698										
-40.86491	-0.169458										
-41.88391	-0.17063										
-42.89582	-0.172338										
-43.901	-0.17384										
-44.90711	-0.172173										
-45.86697	-0.173395										
-46.85831	-0.178627										
-47.84738	-0.183009										
-48.84938	-0.185422										
-49.87208	-0.187193										
-50.85767	-0.186976										
-51.86164	-0.187914										
-52.82258	-0.189991										
-53.81889	-0.192402										
-54.85019	-0.194764										
-55.84204	-0.194265										
-56.88682	-0.198098										
-57.89623	-0.199223										
-58.87749	-0.202669										
-59.91865	-0.209213										
-60.91296	-0.210657										
-61.90287	-0.213861										
-62.91945	-0.215165										
-63.8854	-0.215279										
-64.87428	-0.217229										
-65.87573	-0.220314										
-66.87771	-0.22205										
-67.90491	-0.224902										
-68.91547	-0.225418										
-69.91894	-0.224924										
-70.90845	-0.230385										
-71.89298	-0.233733										
-72.88895	-0.237436										
-73.89964	-0.243251										
-74.8911	-0.24657										
-75.88717	-0.247823										
-76.89169	-0.250156										
-77.86714	-0.252853										
-78.86853	-0.252042										
-79.87715	-0.259454										
-80.84917	-0.26229										
-81.84001	-0.266595										
-82.83406	-0.267794										
-83.82852	-0.266435										
-84.84575	-0.270449										
-85.8681	-0.27159										
-86.90817	-0.278159										
-87.89671	-0.280895										
-88.88779	-0.283336										
-89.88601	-0.285784										
-90.86351	-0.286837										
-91.85876	-0.293833										
-92.88029	-0.29711										
-93.87277	-0.300834										
-94.86237	-0.308107										
-95.89394	-0.309675										
-96.87206	-0.31309										
-97.87762	-0.315683										
-98.86626	-0.316173										
-99.82832	-0.320341										
-100.817	-0.325677										
-101.8318	-0.330491										
-102.8329	-0.331831										
-103.8188	-0.33325										
-104.8088	-0.337351										
-105.785	-0.342598										
-106.784	-0.350489										
-107.8106	-0.354388										
-108.8299	-0.357663										
-109.8274	-0.360214										
-110.8338	-0.365404										
-111.8459	-0.369678										
-112.8544	-0.376804										
-113.8717	-0.380125										
-114.8935	-0.385563										
-115.8913	-0.393101										
-116.8698	-0.395061										
-117.8551	-0.402618										
-118.8454	-0.405911										
-119.8402	-0.412558										
-120.8621	-0.419583										
-121.8773	-0.424182										
-122.8563	-0.426108										
-123.8624	-0.429919										
-124.8534	-0.435998										
-125.8366	-0.441453										
-126.8564	-0.451116										
-127.8475	-0.453587										
-128.8419	-0.45699										
-129.8339	-0.466387										
-130.8135	-0.471526										
-131.8098	-0.48089										
-132.8125	-0.488552										
-133.8175	-0.492891										
-134.842	-0.50214										
-135.8255	-0.508347										
-136.8415	-0.513247										
-137.8478	-0.518323										
-138.8368	-0.521422										
-139.858	-0.531443										
-140.8443	-0.540296										
-141.8301	-0.546526										
-142.8385	-0.553664										
-143.8302	-0.558448										
-144.8422	-0.567397										
-145.8522	-0.577254										
-146.8445	-0.584482										
-147.8397	-0.591469										
-148.8262	-0.598818										
-149.82	-0.607146										
-150.8134	-0.617807										
-151.8048	-0.623464										
-152.7924	-0.630604										
-153.7927	-0.638766										
-154.7736	-0.644536										
-155.7816	-0.657488										
-156.8031	-0.665213										
-157.8146	-0.673436										
-158.8381	-0.685537										
-159.8376	-0.695472										
-160.8253	-0.704788										
-161.8283	-0.711045										
-162.8121	-0.720005										
-163.8029	-0.726071										
-164.8237	-0.737545										
-165.7852	-0.74882										
-166.7889	-0.757144										
-167.7736	-0.767443										
-168.7271	-0.778602										
-169.7671	-0.791103										
-170.7803	-0.800215										
-171.819	-0.812929										
-172.8571	-0.821867										
-173.8475	-0.830963										
-174.8574	-0.845865										
-175.8488	-0.853389										
-176.8212	-0.862892										
-177.8325	-0.874095										
-178.8342	-0.883639										
-179.8116	-0.896734										
-180.8094	-0.907729										
-181.788	-0.919827										
-182.7585	-0.931457										
-183.7915	-0.944356										
-184.832	-0.959322										
-185.8623	-0.970942										
-186.8618	-0.983122										
-187.8546	-0.997707										
-188.8257	-1.011962										
-189.8	-1.024706										
-190.7842	-1.03898										
-191.7933	-1.047684										
-192.7875	-1.058245										
-193.7836	-1.074301										
-194.8191	-1.08595										
-195.8012	-1.100998										
-196.7994	-1.112764										
-197.7883	-1.125262										
-198.7657	-1.139439										
-199.7563	-1.153914										
-200.7577	-1.172145										
-201.778	-1.184933										
-202.7729	-1.195665										
-203.7705	-1.208639										
-204.7682	-1.219933										
-205.7233	-1.233119										
-206.7519	-1.248843										
-207.7448	-1.264976										
-208.7345	-1.279627										
-209.7469	-1.2975										
-210.7502	-1.310971										
-211.7685	-1.323584										
-212.7767	-1.337536										
-213.8026	-1.35094										
-214.7742	-1.36909										
-215.7646	-1.382654										
-216.7673	-1.397083										
-217.7512	-1.409788										
-218.7599	-1.421512										
-219.7777	-1.44032										
-220.7883	-1.458242										
-221.7969	-1.47306										
-222.7952	-1.491861										
-223.7798	-1.502783										
-224.7825	-1.513622										
-225.8036	-1.527631										
-226.8114	-1.539725										
-227.8178	-1.554201										
-228.8146	-1.565398										
-229.8068	-1.580761										
-230.809	-1.591642										
-231.7977	-1.605529										
-232.791	-1.623653										
-233.7966	-1.635191										
-234.7917	-1.647751										
-235.796	-1.660164										
-236.7838	-1.67082										
-237.7614	-1.684336										
-238.7589	-1.700742										
-239.766	-1.712826										
-240.7866	-1.722515										
-241.7847	-1.735422										
-242.8011	-1.74487										
-243.7969	-1.755135										
-244.8068	-1.764292										
-245.8066	-1.77335										
-246.7907	-1.785869										
-247.7906	-1.795851										
-248.7749	-1.807388										
-249.7655	-1.813277										
-250.7386	-1.816181										
-251.73	-1.825837										
-252.758	-1.835067										
-253.7706	-1.843259										
-254.7907	-1.850673										
-255.7841	-1.853709										
-256.7345	-1.858731										
-257.7307	-1.865621										
-258.7326	-1.873576										
-259.7458	-1.880057										
-260.7625	-1.885622										
-261.7715	-1.893045										
-262.7731	-1.896964										
-263.741	-1.896471										
-264.7436	-1.904559										
-265.7262	-1.902248										
-266.7095	-1.905662										
-267.7507	-1.913689										
-268.7593	-1.910141										
-269.7735	-1.910315										
-270.7946	-1.910083										
-271.7926	-1.911495										
-272.7891	-1.911355										
-273.789	-1.914073										
-274.7811	-1.91081										
-275.769	-1.90761										
-276.7706	-1.909015										
-277.7608	-1.909252										
-278.7708	-1.910156										
-279.7603	-1.906415										
-280.7551	-1.90416										
-281.7463	-1.90232										
-282.7225	-1.89981										
-283.7212	-1.898909										
-284.7151	-1.893429										
-285.7399	-1.888248										
-286.7635	-1.887852										
-287.7869	-1.885826										
-288.7896	-1.880349										
-289.777	-1.875169										
-290.7381	-1.867947										
-291.7208	-1.863025										
-292.719	-1.860827										
-293.7339	-1.8545										
-294.7411	-1.847769										
-295.7247	-1.840606										
-296.7237	-1.836022										
-297.716	-1.834252										
-298.7263	-1.82834										
-299.7587	-1.825649										
-300.7839	-1.820501										
-301.7619	-1.813805										
-302.7709	-1.811124										
-303.7423	-1.801244										
-304.7104	-1.792622										
-305.7227	-1.787938										
-306.7082	-1.7817										
-307.702	-1.778073										
-308.6913	-1.769933										
-309.6734	-1.76165										
-310.669	-1.754907										
-311.692	-1.74999										
-312.7096	-1.747835										
-313.7176	-1.741103										
-314.7219	-1.736174										
-315.7154	-1.728503										
-316.7308	-1.722705										
-317.7407	-1.716512										
-318.7554	-1.70919										
-319.7654	-1.701578										
-320.7423	-1.695824										
-321.7551	-1.692918										
-322.757	-1.685483										
-323.7628	-1.681071										
-324.7896	-1.671763										
-325.792	-1.666957										
-326.7821	-1.663292										
-327.7776	-1.656357										
-328.7601	-1.650094										
-329.7557	-1.639437										
-330.7668	-1.633461										
-331.7685	-1.629887										
-332.7698	-1.624749										
-333.7471	-1.618755										
-334.7469	-1.614713										
-335.7506	-1.608465										
-336.7303	-1.604838										
