Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Ciclado - 20 ciclos 1 -63uM	Ciclado - 20 ciclos 1 -63uM	Ciclado - 20 ciclos 2 - 63uM	Ciclado - 20 ciclos 2 - 63uM	Adsorbido 1 - 63uM	Adsorbido 1 - 63uM	Adsorbido 2 - 63uM	Adsorbido 2 - 63uM	Adsorbido 3 - 63uM	Adsorbido 3 - 63uM	Ru 63uM - Au Desnudo	Ru 63uM - Au Desnudo
-166.045	-0.109001	-165.9897	0.62687	-165.9874	0.320271	-166.0061	0.342937	-166.0207	0.175425	-166.083	0.143704
-165.0479	-0.103976	-164.9922	0.629363	-164.9734	0.31614	-165.0151	0.337717	-165.0302	0.174389	-165.0442	0.149489
-164.0444	-0.097026	-164.0049	0.626993	-163.9619	0.309727	-164.0259	0.331522	-164.0132	0.171897	-164.0375	0.153774
-163.0331	-0.091351	-163.0052	0.621862	-162.9584	0.301875	-162.9925	0.327089	-162.9869	0.168163	-163.0397	0.15905
-162.0137	-0.087082	-162.0055	0.621422	-161.952	0.295544	-161.9866	0.320991	-161.979	0.165425	-162.0478	0.161529
-160.9893	-0.080725	-161.0126	0.618805	-160.9723	0.292328	-160.9831	0.31645	-160.9617	0.163905	-161.075	0.16682
-159.9851	-0.075306	-160.0142	0.619674	-159.9709	0.288299	-159.9687	0.312306	-159.9585	0.163242	-160.0622	0.171962
-158.9859	-0.065957	-159.0061	0.619475	-158.9694	0.284575	-158.9782	0.309921	-158.9699	0.162458	-159.0677	0.175857
-157.9675	-0.055242	-157.9792	0.618696	-157.9413	0.283086	-157.954	0.309994	-157.9737	0.162944	-158.044	0.182803
-156.9867	-0.05225	-156.952	0.617071	-156.9146	0.273099	-156.9527	0.305615	-156.9838	0.157986	-157.0109	0.189296
-155.9817	-0.046871	-155.9577	0.617616	-155.9236	0.269751	-155.9645	0.30206	-156.0104	0.15422	-156.0081	0.19429
-154.9503	-0.042381	-154.9543	0.617657	-154.9131	0.266779	-154.9473	0.300507	-155.0086	0.153225	-154.9962	0.20064
-153.9777	-0.037195	-153.9826	0.612723	-153.9623	0.257484	-153.9431	0.296969	-154.0056	0.149687	-154.0156	0.203216
-152.9676	-0.025327	-152.9916	0.611104	-152.9782	0.25794	-152.9426	0.296351	-153.0148	0.1499	-153.0374	0.207946
-151.9643	-0.017978	-151.9831	0.608694	-151.9925	0.256441	-151.9382	0.2944	-151.9878	0.150547	-152.0542	0.211574
-150.9884	-0.013171	-150.9962	0.604838	-150.9942	0.255576	-150.9546	0.290036	-151.002	0.152037	-151.0674	0.213498
-149.982	-0.007457	-149.9858	0.602323	-149.9643	0.256581	-149.9884	0.2876	-149.9887	0.15368	-150.0765	0.219131
-148.9886	-9.04E-4	-149.0079	0.600375	-148.9704	0.253464	-149.0045	0.285967	-148.988	0.153544	-149.0872	0.220819
-148.0142	0.00412	-148.0129	0.596566	-147.9496	0.250799	-148.0077	0.282648	-148.0146	0.153046	-148.0771	0.226682
-147.0179	0.010637	-147.0193	0.597903	-146.973	0.246039	-147.0312	0.282256	-147.0025	0.153663	-147.087	0.234747
-146.0307	0.016205	-146.014	0.599588	-145.9851	0.24622	-146.0166	0.281135	-146.0109	0.152652	-146.0845	0.242379
-145.0174	0.020896	-144.9948	0.599601	-144.9724	0.246602	-144.9769	0.282919	-144.9896	0.154919	-145.0646	0.25022
-144.0111	0.028823	-143.9977	0.596998	-143.9861	0.242448	-143.9633	0.284818	-143.9615	0.153808	-144.0586	0.254294
-142.9885	0.037198	-143.0018	0.59318	-142.9549	0.242649	-142.9539	0.282711	-142.9814	0.151886	-143.058	0.257723
-141.9803	0.043469	-142.0089	0.596311	-141.9519	0.240782	-141.9595	0.283313	-141.9863	0.156034	-142.0574	0.263024
-140.9861	0.046472	-141.0022	0.594269	-140.9738	0.238903	-140.9821	0.278842	-141.0019	0.154835	-141.0869	0.267259
-140.0048	0.05132	-140.0013	0.594051	-139.9865	0.238828	-140.0047	0.281069	-140.0202	0.157271	-140.0985	0.270433
-139.0149	0.056201	-139.0002	0.594489	-138.9991	0.239905	-139.0049	0.283601	-139.0166	0.160281	-139.091	0.274135
-138.0146	0.060987	-138.0062	0.588502	-138.015	0.237963	-138.0008	0.281033	-138.0325	0.161066	-138.072	0.273949
-137.0231	0.065052	-137.0203	0.588618	-137.001	0.239903	-137.0025	0.281402	-137.0344	0.161442	-137.0558	0.277601
-136.0128	0.068774	-136.0229	0.590312	-135.9878	0.241652	-136.0054	0.279537	-136.0202	0.167555	-136.0571	0.281869
-135.0492	0.07321	-135.0265	0.588411	-135.0019	0.239673	-135.009	0.281443	-135.0046	0.167983	-135.0707	0.282473
-134.0278	0.07896	-134.0287	0.588606	-133.975	0.240049	-134.0205	0.283973	-134.0078	0.169032	-134.0872	0.286675
-133.0308	0.085644	-133.0258	0.590832	-132.9698	0.240506	-133.0124	0.285859	-132.9849	0.176551	-133.1064	0.288688
-132.0149	0.090539	-132.0256	0.589609	-131.9804	0.242698	-131.9782	0.285955	-131.9807	0.178135	-132.0935	0.291859
-131.0027	0.092567	-131.0159	0.591584	-130.9579	0.243682	-130.9762	0.284917	-130.9843	0.181829	-131.0758	0.297445
-130.0371	0.096396	-130.0156	0.589562	-129.9711	0.242752	-129.9766	0.285786	-129.9658	0.182723	-130.0839	0.301317
-129.0357	0.102789	-129.0106	0.589933	-128.9792	0.241665	-128.9929	0.284347	-129.0004	0.184096	-129.0646	0.307092
-128.0567	0.106976	-128.004	0.593216	-127.9776	0.241542	-128.0189	0.285164	-128.0185	0.186297	-128.0937	0.312815
-127.0462	0.110891	-127.0193	0.589861	-127.0008	0.245662	-127.0006	0.284636	-127.0272	0.191105	-127.0896	0.316177
-126.0235	0.117126	-126.0138	0.594501	-125.9877	0.25104	-125.9934	0.288451	-126.015	0.198789	-126.0586	0.320003
-125.0286	0.116229	-125.041	0.59099	-124.9944	0.251029	-124.996	0.291156	-125.0027	0.199305	-125.0596	0.318321
-124.0252	0.119209	-124.0712	0.58707	-123.9881	0.252052	-123.9964	0.292009	-124.0103	0.201771	-124.0441	0.319566
-123.0344	0.12218	-123.0718	0.592907	-122.9661	0.254146	-123.0309	0.292993	-122.9887	0.206887	-123.0508	0.323396
-122.0548	0.120946	-122.0789	0.592739	-121.9829	0.253339	-122.0507	0.291396	-121.9967	0.208689	-122.0777	0.324185
-121.05	0.126887	-121.0694	0.592388	-120.9647	0.257393	-121.0448	0.29397	-120.9936	0.215674	-121.096	0.328747
-120.0325	0.133368	-120.0432	0.596353	-119.951	0.259331	-120.0391	0.298063	-119.9853	0.220533	-120.1065	0.332034
-118.9999	0.141615	-119.0299	0.593249	-118.9665	0.25941	-119.0255	0.302426	-119.0106	0.222391	-119.1078	0.334636
-117.99	0.146932	-118.0335	0.594131	-117.9635	0.261506	-117.9968	0.306197	-118.026	0.227455	-118.1208	0.340998
-117.0079	0.150332	-117.0125	0.597606	-116.9798	0.26264	-117.0148	0.307456	-117.0472	0.231935	-117.1181	0.346209
-116.0358	0.152563	-116.0259	0.59581	-115.9793	0.265887	-116.0311	0.307208	-116.0399	0.23497	-116.0978	0.350583
-115.0564	0.157653	-115.0429	0.59538	-114.9989	0.267578	-115.0413	0.306914	-115.0112	0.238088	-115.091	0.353883
-114.0704	0.162671	-114.0309	0.591352	-113.9946	0.27135	-114.0381	0.307123	-113.9771	0.241224	-114.0636	0.356407
-113.0421	0.168283	-113.0527	0.59139	-113.021	0.276958	-113.0156	0.310979	-112.9774	0.249229	-113.0294	0.360011
-112.0313	0.170143	-112.0451	0.592173	-112.0312	0.279493	-112.0056	0.313021	-111.9766	0.254783	-112.0412	0.359047
-111.0225	0.171082	-111.0236	0.594329	-111.0054	0.282068	-111.0038	0.316622	-111.0011	0.259987	-111.0592	0.36035
-110.0028	0.173678	-110.0285	0.595411	-110.0057	0.285304	-110.0078	0.320632	-110.0215	0.264909	-110.0817	0.361091
-109.0233	0.175265	-109.0361	0.589099	-108.9692	0.285294	-109.0082	0.320413	-108.988	0.264939	-109.1141	0.361097
-108.0096	0.183545	-108.0351	0.589439	-107.9808	0.287492	-108.0055	0.323377	-107.9783	0.273062	-108.1043	0.367196
-106.9903	0.187347	-107.0175	0.59268	-106.9677	0.288948	-106.9535	0.327066	-106.9576	0.280628	-107.0895	0.373308
-105.9966	0.189034	-105.9922	0.593432	-105.9635	0.288364	-105.9429	0.327263	-105.9357	0.283455	-106.0508	0.377388
-104.9666	0.191879	-104.9839	0.595778	-104.9661	0.289459	-104.947	0.331713	-104.9262	0.289049	-105.0363	0.380201
-103.958	0.194074	-103.9734	0.592059	-103.9663	0.288799	-103.9334	0.333646	-103.9267	0.29139	-104.0326	0.380817
-102.9682	0.194788	-103.0141	0.586495	-102.9568	0.291006	-102.9664	0.333092	-102.9299	0.295455	-103.0156	0.380354
-101.9694	0.199493	-102.0385	0.587044	-101.9465	0.294361	-101.9817	0.33472	-101.9635	0.303305	-102.0353	0.379913
-100.9942	0.20408	-101.0258	0.58657	-100.9325	0.296314	-100.9901	0.335172	-100.9678	0.307102	-101.0498	0.382245
-100.0198	0.203959	-100.0224	0.59033	-99.92519	0.29763	-100.0123	0.337679	-99.97264	0.311044	-100.0602	0.385402
-99.02908	0.205774	-98.98868	0.592373	-98.97851	0.298397	-99.01759	0.339909	-98.97867	0.314023	-99.09206	0.388607
-98.04166	0.208133	-97.98976	0.592485	-97.99844	0.298826	-98.01726	0.340316	-97.97787	0.320427	-98.10748	0.391978
-97.04045	0.209861	-96.99274	0.595441	-97.01968	0.302607	-97.01383	0.343617	-96.97779	0.328236	-97.12253	0.395325
-96.02169	0.211506	-96.00214	0.590904	-96.02064	0.306356	-96.00699	0.344803	-95.99539	0.330611	-96.12523	0.401378
-95.02825	0.212785	-95.01082	0.589861	-94.99953	0.310107	-94.9987	0.347	-94.9915	0.336014	-95.08387	0.403674
-94.00047	0.216566	-94.00505	0.5894	-93.99483	0.316389	-93.99814	0.35264	-93.98822	0.340144	-94.06869	0.408681
-92.9977	0.215762	-92.98945	0.591414	-92.98212	0.318284	-92.99141	0.351209	-92.98286	0.343686	-93.04761	0.410962
-91.99673	0.220146	-91.98468	0.594986	-91.9808	0.322475	-92.01607	0.351628	-91.97763	0.350629	-92.04462	0.40992
-91.00766	0.22299	-90.99016	0.59376	-90.97202	0.325104	-91.0162	0.353972	-90.97664	0.35294	-91.08071	0.411401
-90.03828	0.221844	-89.99861	0.59314	-89.97221	0.325373	-90.01012	0.353164	-89.96977	0.353466	-90.09168	0.409189
-89.04565	0.227576	-89.024	0.59029	-89.00745	0.328417	-89.02419	0.354327	-88.99689	0.358385	-89.08018	0.414034
-88.04123	0.229925	-88.02845	0.593818	-88.00864	0.331614	-88.00649	0.357347	-87.98332	0.365385	-88.06355	0.418777
-87.01523	0.232092	-87.02272	0.594671	-87.03465	0.333498	-87.00613	0.359422	-87.00251	0.369774	-87.06322	0.422002
-86.00596	0.23581	-86.02232	0.592995	-86.05168	0.332756	-86.01854	0.36148	-86.01588	0.376384	-86.06642	0.427055
-85.02672	0.238805	-85.01297	0.593121	-85.02258	0.333218	-85.01881	0.364336	-85.01532	0.378429	-85.08611	0.425656
-84.0512	0.235521	-84.00847	0.592063	-84.01711	0.332915	-84.00855	0.364201	-84.03251	0.38196	-84.11898	0.427534
-83.07286	0.23767	-83.01177	0.593007	-82.97369	0.33615	-83.02069	0.363658	-83.02933	0.388594	-83.13794	0.429087
-82.05941	0.240781	-82.00218	0.593674	-81.97155	0.341354	-82.03546	0.366171	-82.03326	0.391167	-82.13615	0.435205
-81.02808	0.241473	-80.98988	0.592892	-80.96169	0.343637	-81.0215	0.372012	-81.00951	0.393921	-81.13303	0.438057
-80.01952	0.244306	-80.00085	0.588064	-79.98369	0.344475	-80.02622	0.372915	-80.00502	0.392887	-80.11556	0.442465
-79.01666	0.248296	-79.0052	0.587632	-79.00398	0.346609	-79.03733	0.373061	-78.98834	0.39576	-79.09631	0.446124
-78.03233	0.248562	-78.02275	0.58993	-77.98407	0.349158	-78.01715	0.373531	-77.96684	0.399366	-78.07546	0.449229
-77.0568	0.248802	-77.03304	0.58578	-76.99757	0.349224	-77.02892	0.371923	-76.98375	0.401726	-77.07185	0.454848
-76.05761	0.251149	-76.03824	0.585787	-75.99532	0.351409	-76.04602	0.376194	-75.98656	0.403142	-76.07882	0.455421
-75.06376	0.255702	-75.03124	0.586069	-74.99258	0.353148	-75.02927	0.379543	-75.01298	0.405942	-75.08419	0.462061
-74.07285	0.253667	-74.03023	0.58463	-73.99817	0.353412	-74.05475	0.3795	-74.01427	0.40841	-74.08945	0.462111
-73.07354	0.253486	-73.02628	0.589256	-73.00736	0.358439	-73.05333	0.379062	-73.01458	0.414291	-73.08718	0.463197
-72.08479	0.255331	-72.02759	0.587685	-71.97408	0.360052	-72.03535	0.381093	-72.01192	0.41901	-72.07601	0.462016
-71.0792	0.252684	-71.05016	0.585328	-70.99079	0.358881	-71.04414	0.381486	-71.01971	0.417185	-71.0781	0.459129
-70.06593	0.258897	-70.04174	0.584338	-69.98293	0.360704	-70.04953	0.383307	-70.00916	0.419655	-70.08969	0.459812
-69.05594	0.262336	-69.06538	0.585314	-68.96744	0.363496	-69.04685	0.384336	-69.01373	0.421976	-69.08445	0.461292
-68.03435	0.265014	-68.03693	0.59073	-67.98359	0.368027	-68.04259	0.386853	-68.0197	0.427162	-68.06993	0.467513
-67.02685	0.265142	-67.02168	0.589601	-66.97636	0.371023	-67.05377	0.383708	-67.02896	0.429914	-67.06374	0.472273
-66.02715	0.266799	-66.02876	0.587286	-65.99965	0.370148	-66.04048	0.386535	-66.05249	0.429197	-66.05772	0.47513
-65.03223	0.26802	-65.02234	0.585447	-65.0229	0.36946	-65.03513	0.387019	-65.05702	0.429084	-65.05123	0.479932
-64.04624	0.266926	-64.0546	0.583377	-64.03036	0.372265	-64.03908	0.381768	-64.05699	0.430116	-64.08022	0.481561
-63.06171	0.269315	-63.04765	0.585225	-63.02959	0.376035	-63.02401	0.388675	-63.02067	0.435719	-63.07289	0.482726
-62.05993	0.268597	-62.02771	0.587108	-62.02219	0.380002	-62.00472	0.389245	-61.99115	0.440547	-62.05299	0.485279
-61.05756	0.268183	-61.03162	0.584122	-61.00508	0.37966	-61.01233	0.388885	-60.9881	0.439639	-61.06626	0.484697
-60.0494	0.269462	-60.03857	0.582546	-60.016	0.379366	-60.02098	0.389435	-59.98252	0.4415	-60.06699	0.488474
-59.03667	0.269517	-59.03658	0.585662	-59.01254	0.380697	-59.01979	0.387659	-58.99303	0.444158	-59.07221	0.492262
-58.04526	0.270588	-58.06178	0.583827	-58.01712	0.381321	-58.04639	0.386843	-58.03788	0.444858	-58.10067	0.496555
-57.04142	0.273916	-57.05508	0.583602	-57.02792	0.385115	-57.02561	0.390475	-57.05062	0.448584	-57.08992	0.501494
-56.03084	0.277063	-56.02772	0.582453	-56.00195	0.38386	-56.01299	0.394033	-56.05057	0.449479	-56.06572	0.503545
-55.01582	0.27951	-55.02006	0.579836	-54.97808	0.383566	-54.99067	0.393209	-55.04547	0.450661	-55.04826	0.508884
-54.00881	0.279248	-53.98658	0.58067	-53.94489	0.385425	-53.95058	0.392433	-54.00923	0.452744	-54.0354	0.513035
-53.00566	0.278093	-52.97462	0.580694	-52.924	0.385755	-52.95316	0.392421	-52.98362	0.454133	-53.03626	0.515973
-52.02534	0.279015	-51.98955	0.576514	-51.91804	0.386394	-51.96087	0.393488	-51.99242	0.452864	-52.04626	0.517412
-51.02859	0.277967	-51.00132	0.572207	-50.93155	0.386458	-50.96463	0.393685	-51.00327	0.450767	-51.06717	0.517714
-50.01743	0.2746	-50.01507	0.570554	-49.96498	0.388994	-49.99642	0.393393	-50.01892	0.452141	-50.06137	0.517249
-49.00934	0.276981	-49.0262	0.56949	-48.96239	0.393152	-49.01864	0.393738	-49.02536	0.456774	-49.06951	0.519346
-47.98638	0.276039	-48.00904	0.568278	-47.97763	0.394523	-48.01255	0.393838	-48.02959	0.459425	-48.07413	0.521457
-46.9986	0.278759	-47.03462	0.565817	-47.00507	0.394614	-47.04476	0.396458	-47.04753	0.45869	-47.06016	0.523194
-46.00015	0.285482	-46.03892	0.564973	-45.99389	0.395049	-46.04869	0.397535	-46.0465	0.459595	-46.05495	0.528568
-45.0084	0.283117	-45.05145	0.562569	-45.03081	0.392956	-45.05387	0.394958	-45.05602	0.458028	-45.02498	0.532341
-44.02346	0.285532	-44.05105	0.566603	-44.02472	0.39614	-44.06099	0.393647	-44.04401	0.459878	-44.01963	0.537535
-43.02549	0.285514	-43.02766	0.567973	-43.01374	0.398373	-43.03796	0.395928	-43.02207	0.463903	-43.02214	0.542946
-42.03857	0.283553	-42.04606	0.5638	-42.02709	0.395788	-42.02519	0.399363	-42.02776	0.46166	-42.04572	0.544308
-41.03581	0.288891	-41.04778	0.563868	-41.01011	0.395657	-41.01696	0.401913	-41.03247	0.461428	-41.06478	0.548568
-40.05085	0.287466	-40.06149	0.562128	-40.00553	0.396159	-40.01681	0.401609	-40.03329	0.464079	-40.06178	0.550499
-39.0514	0.287575	-39.06011	0.55906	-38.99952	0.399612	-39.04255	0.399018	-39.03986	0.465016	-39.05369	0.550571
-38.04811	0.290962	-38.053	0.558571	-37.99645	0.402702	-38.05564	0.400192	-38.03157	0.467253	-38.05321	0.552425
-37.05363	0.290174	-37.03203	0.557876	-37.00299	0.402962	-37.05914	0.401134	-37.0198	0.470743	-37.06807	0.552335
-36.03063	0.2914	-36.02077	0.5557	-36.01433	0.404136	-36.04395	0.402911	-36.0303	0.466833	-36.05545	0.553809
-35.03769	0.290733	-35.01887	0.559333	-35.02194	0.404052	-35.02552	0.40326	-35.02894	0.46904	-35.04532	0.554269
-34.02774	0.288498	-34.01588	0.560515	-34.03117	0.404273	-34.0076	0.401616	-34.06177	0.471957	-34.03025	0.556363
-33.00858	0.289813	-33.02448	0.560882	-33.01525	0.40575	-32.99897	0.404645	-33.06591	0.470977	-32.99985	0.557524
-32.02103	0.291247	-32.01582	0.560859	-32.02407	0.402786	-32.02158	0.406557	-32.05762	0.473486	-32.01414	0.559382
-31.00114	0.295152	-31.01912	0.559266	-31.00938	0.403697	-31.0118	0.407993	-31.04783	0.473857	-31.03382	0.564717
-29.99193	0.29766	-29.97688	0.564781	-29.99835	0.408095	-29.9827	0.410877	-30.00695	0.477619	-30.04415	0.570832
-28.99151	0.295173	-28.97395	0.564255	-28.99376	0.408614	-28.96865	0.408365	-28.99917	0.478737	-29.06454	0.576634
-27.97543	0.296092	-27.98463	0.561453	-28.00035	0.410243	-27.95222	0.411013	-27.98922	0.480712	-28.07119	0.581068
-26.97211	0.295658	-26.96658	0.561771	-27.0208	0.409146	-26.95138	0.414119	-26.99914	0.484409	-27.07696	0.581477
-25.99239	0.29448	-26.0181	0.551534	-26.01053	0.407692	-25.99886	0.409706	-26.01795	0.48103	-26.07804	0.580736
-25.00467	0.295121	-25.01233	0.554245	-25.02695	0.412117	-25.01612	0.411856	-25.03196	0.484303	-25.08379	0.581156
-24.02168	0.293163	-24.01405	0.555167	-24.03498	0.417817	-24.02092	0.412185	-24.03872	0.489173	-24.07299	0.582427
-23.0318	0.2922	-23.01717	0.553014	-23.04014	0.417693	-23.04268	0.414127	-23.02974	0.49073	-23.07692	0.584913
-22.03082	0.293516	-21.99574	0.555145	-22.05655	0.418335	-22.03099	0.419636	-22.02837	0.493815	-22.0979	0.587803
-21.01545	0.292946	-21.00124	0.553416	-21.05602	0.419965	-21.0493	0.419994	-21.02515	0.494057	-21.08277	0.589755
-20.02642	0.29367	-20.01583	0.554374	-20.05689	0.420457	-20.0507	0.420667	-20.05168	0.495934	-20.09354	0.592752
-19.03801	0.294325	-19.0217	0.554664	-19.03498	0.424893	-19.03026	0.422044	-19.07174	0.498996	-19.08608	0.59765
-18.02756	0.2959	-18.0192	0.554476	-18.0391	0.424877	-18.02794	0.426242	-18.07106	0.50192	-18.067	0.598551
-17.04445	0.301855	-16.98914	0.55283	-17.01577	0.425804	-17.00056	0.431426	-17.04672	0.508612	-17.06649	0.603972
-16.0216	0.301396	-15.97355	0.553004	-15.99302	0.426873	-16.0056	0.433493	-16.019	0.508948	-16.0447	0.606937
-15.01172	0.300655	-14.9803	0.549808	-14.99001	0.428307	-15.00991	0.434647	-15.00589	0.508064	-15.02021	0.608876
-14.01144	0.300301	-13.95853	0.549327	-13.96292	0.432949	-14.00778	0.438391	-14.01077	0.51297	-14.00904	0.613677
-13.01625	0.295604	-12.98007	0.544607	-12.97771	0.431011	-13.00548	0.439641	-13.04202	0.511272	-13.01673	0.611835
-12.01871	0.298775	-11.98976	0.541729	-11.9806	0.431419	-11.98133	0.443037	-12.05546	0.515283	-12.03289	0.613881
-11.0335	0.299943	-10.98516	0.545348	-10.98765	0.434363	-10.98258	0.447137	-11.05779	0.520734	-11.04543	0.615167
-10.04289	0.298435	-10.03056	0.544528	-9.999356	0.434562	-9.988195	0.446254	-10.04783	0.521711	-10.0448	0.616564
-9.025459	0.300417	-9.029108	0.545855	-9.005283	0.436009	-8.99082	0.451872	-9.036009	0.527828	-9.045433	0.621066
-8.023395	0.301185	-8.027869	0.545638	-8.007743	0.43622	-8.001948	0.456873	-8.030396	0.530887	-8.035413	0.623621
-7.007528	0.302051	-7.030743	0.543028	-7.00459	0.433981	-6.99338	0.459958	-7.023775	0.531254	-7.044387	0.629509
-5.988608	0.304101	-6.001684	0.549499	-5.981558	0.437416	-5.991629	0.464073	-6.018525	0.53605	-6.037474	0.634232
-4.976555	0.302871	-4.980831	0.554135	-4.98628	0.441337	-4.980518	0.467388	-5.03208	0.538758	-5.032389	0.639223
-3.993165	0.299344	-3.977959	0.551667	-3.988773	0.441308	-4.007562	0.46762	-4.047021	0.535438	-4.046762	0.639306
-3.025377	0.299091	-2.994766	0.549757	-3.00454	0.440974	-3.037825	0.47173	-3.062872	0.53862	-3.065408	0.638376
-2.08199	0.297003	-2.03383	0.54414	-2.062161	0.4397	-2.061303	0.473831	-2.092442	0.540306	-2.099492	0.637977
-1.128434	0.298912	-1.085904	0.543624	-1.074693	0.445042	-1.105765	0.474621	-1.11199	0.544677	-1.141884	0.637834
-0.160613	0.299732	-0.118297	0.546087	-0.106789	0.450806	-0.119865	0.478495	-0.125	0.554239	-0.187666	0.640546
0.82357	0.299869	0.865936	0.547292	0.889315	0.455897	0.857829	0.482989	0.849145	0.559172	0.790431	0.644071
1.840279	0.301084	1.856442	0.548565	1.890652	0.461405	1.86658	0.491283	1.850548	0.56685	1.784216	0.648266
2.81728	0.299181	2.867059	0.544313	2.865638	0.460941	2.863822	0.494321	2.854791	0.570333	2.787507	0.651772
3.833724	0.298953	3.867603	0.547016	3.858159	0.464844	3.86194	0.500148	3.848814	0.577851	3.817751	0.655685
4.827483	0.297733	4.865324	0.551471	4.852859	0.470808	4.862469	0.504988	4.878847	0.585979	4.830148	0.658707
5.808546	0.298583	5.851935	0.549138	5.836779	0.469644	5.842987	0.50793	5.864467	0.586163	5.806136	0.660318
6.808628	0.301628	6.8327	0.551202	6.825634	0.472885	6.835887	0.516861	6.844489	0.592053	6.813148	0.662353
7.810015	0.301492	7.840609	0.552743	7.847923	0.477503	7.846982	0.522282	7.852975	0.597771	7.78739	0.669711
8.836613	0.301791	8.86402	0.551357	8.850548	0.481236	8.867256	0.526791	8.832998	0.603871	8.796713	0.674394
9.85532	0.301033	9.85745	0.552944	9.859331	0.487092	9.872276	0.531876	9.829745	0.61369	9.801914	0.678344
10.8622	0.297654	10.85684	0.55258	10.88832	0.489349	10.86191	0.538103	10.84683	0.617943	10.79914	0.680729
11.84279	0.299869	11.82892	0.549121	11.87386	0.490322	11.83351	0.54582	11.83604	0.621143	11.81371	0.681122
12.83402	0.297959	12.7937	0.550683	12.85017	0.493169	12.79834	0.550275	12.81997	0.624648	12.78992	0.68353
13.82345	0.296974	13.80105	0.551315	13.84285	0.500345	13.79133	0.556499	13.81944	0.632178	13.80648	0.688043
14.80955	0.299362	14.79382	0.551807	14.83726	0.505681	14.79998	0.563356	14.79914	0.643347	14.81413	0.694015
15.78705	0.299992	15.79621	0.549987	15.85639	0.509352	15.81086	0.570103	15.79785	0.648984	15.80206	0.696827
16.77136	0.302881	16.79116	0.54673	16.86263	0.512247	16.81104	0.577831	16.80524	0.655452	16.80693	0.701182
17.7663	0.305114	17.81777	0.550884	17.88314	0.517977	17.8235	0.586654	17.80515	0.663441	17.79678	0.704298
18.77306	0.304374	18.82236	0.552444	18.8692	0.522018	18.82086	0.590901	18.80752	0.666352	18.7767	0.707662
19.80694	0.303276	19.83012	0.556857	19.83912	0.527154	19.84507	0.599381	19.80917	0.675158	19.7942	0.714867
20.83498	0.30472	20.84373	0.558576	20.85027	0.532202	20.89458	0.612131	20.82339	0.682989	20.8084	0.721268
21.83797	0.306447	21.81196	0.557055	21.85103	0.532132	21.8871	0.618051	21.82502	0.6853	21.7998	0.72665
22.84048	0.305786	22.81962	0.557525	22.84043	0.538891	22.89141	0.625994	22.83083	0.694615	22.8198	0.731116
23.82009	0.306395	23.82322	0.556887	23.84706	0.545397	23.87365	0.630204	23.83097	0.703007	23.80108	0.732961
24.80088	0.306636	24.81102	0.557849	24.82288	0.549386	24.81269	0.633316	24.81672	0.709144	24.79219	0.73242
25.77627	0.302192	25.79801	0.556366	25.80021	0.554122	25.78342	0.64173	25.7998	0.717411	25.8141	0.735896
26.76422	0.303897	26.77855	0.557874	26.80561	0.557429	26.75335	0.651475	26.7799	0.723262	26.78172	0.740757
27.7553	0.302102	27.76194	0.561978	27.79388	0.563705	27.7465	0.660701	27.77859	0.73327	27.78039	0.743564
28.7607	0.299255	28.75018	0.563227	28.79649	0.569907	28.7498	0.668969	28.77381	0.744396	28.75705	0.747825
29.7637	0.300884	29.74729	0.564272	29.77713	0.574413	29.75309	0.6759	29.77308	0.752215	29.73797	0.751168
30.77351	0.301953	30.71929	0.566969	30.75984	0.579777	30.75926	0.684399	30.77939	0.762244	30.75106	0.753949
31.79747	0.303739	31.73047	0.566495	31.74998	0.58321	31.73881	0.693162	31.76935	0.768617	31.75367	0.759294
32.77813	0.305783	32.73399	0.569712	32.75015	0.592791	32.73891	0.70363	32.77211	0.779184	32.77036	0.767077
33.80805	0.30655	33.73914	0.575762	33.76448	0.602899	33.75068	0.715439	33.79075	0.793564	33.785	0.772629
34.80627	0.304541	34.75901	0.574872	34.76664	0.607299	34.75165	0.722243	34.78754	0.799944	34.78986	0.774818
35.78759	0.304295	35.76126	0.575217	35.77789	0.612676	35.77668	0.733676	35.79205	0.809418	35.79098	0.77877
36.8028	0.301935	36.78091	0.5762	36.76187	0.616816	36.77973	0.742413	36.77792	0.817348	36.78694	0.782853
37.77444	0.297754	37.79576	0.57466	37.74685	0.621201	37.76418	0.751176	37.7552	0.826564	37.76688	0.783097
38.77245	0.297409	38.79849	0.5806	38.76066	0.63154	38.75276	0.764477	38.7554	0.841099	38.74688	0.788986
39.77176	0.2956	39.78256	0.583919	39.74426	0.641512	39.74828	0.775619	39.76499	0.852028	39.72424	0.793435
40.75932	0.296229	40.76749	0.581711	40.75467	0.647825	40.74229	0.788432	40.776	0.861044	40.71638	0.795955
41.78276	0.30192	41.76499	0.583234	41.75779	0.656474	41.75117	0.798737	41.79289	0.870853	41.71876	0.803798
42.76438	0.302027	42.77214	0.583579	42.75964	0.662927	42.76086	0.808955	42.80141	0.882628	42.74839	0.810747
43.76144	0.303791	43.78455	0.585264	43.77336	0.669504	43.73978	0.81903	43.81507	0.894609	43.76969	0.817569
